ID;Cijfersoort;Politieregio;Perioden;OverlastVanGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50;HeeftAandachtVoorLeefbaarheid_51;InformeertBuurtMbtAanpakLeefbaarheid_52;BetrektBuurtBijAanpakLeefbaarheid_53;IsBereikbaarVoorMeldingenEnKlachten_54;ReageertOpMeldingenEnKlachten_55;DoetWatZeZegt_56
101;Waarde;Flevoland (PO);2009;12.3;1.7;5.0;6.7;2.4;1.9;0.6;4.2;5.6;1.6;1.2;8.6;27.3;32.9;18.4;4.0;7.6;3.4;9.0;6.0;2.4;11.2;12.0;29.1;24.1;3.6;6.5;9.6;0.9;1.2;1.4;31.5;64.6;40.5;56.1;34.5;68.9;5.9;61.4;61.5;72.5;54.6;16.9;18.4;13.7;17.6;65.4;7.3;7.2;6.9;47.9;49.5;37.9;48.3;30.9;23.9
102;Waarde;Flevoland (PO);2010;10.2;1.6;3.6;5.1;2.4;1.7;0.2;4.7;4.3;1.6;1.2;8.2;20.7;31.1;14.2;3.7;6.4;3.8;7.8;6.5;2.3;8.7;9.4;26.3;23.3;3.4;5.0;6.1;1.0;2.1;1.3;28.8;68.7;38.5;58.1;36.2;71.6;6.1;65.2;64.6;77.3;60.6;19.7;14.7;13.9;12.8;70.5;7.4;7.3;7.1;47.2;47.6;39.6;48.5;26.9;21.6
103;Waarde;Flevoland (PO);2011;11.7;2.3;3.7;5.3;2.4;2.4;0.8;2.9;4.8;1.5;1.1;6.4;21.2;30.4;15.7;3.6;6.2;3.7;7.0;10.0;2.4;8.0;8.8;25.4;20.2;3.2;5.4;8.7;0.9;1.4;1.2;29.4;66.7;42.5;59.2;36.8;68.8;6.1;64.7;63.4;73.8;56.3;19.3;17.1;12.9;16.8;66.3;7.4;7.3;6.9;46.9;47.3;39.5;52.1;31.9;26.7
104;Betrouwbaarheidsmarge;Nederland;2008;0.5;0.2;0.4;0.4;0.2;0.3;0.1;0.3;0.4;0.0;0.0;0.4;0.6;0.7;0.5;0.0;0.5;0.4;0.5;0.4;0.0;0.5;0.5;0.7;0.6;0.0;0.3;0.4;0.2;0.2;0.0;0.7;0.7;0.8;0.8;0.8;0.7;0.0;0.7;0.7;0.7;0.8;0.6;0.5;0.5;0.5;0.7;0.0;0.0;0.0;0.8;0.8;0.8;0.8;0.8;0.7
105;Betrouwbaarheidsmarge;Nederland;2009;0.3;0.1;0.2;0.2;0.1;0.1;0.1;0.2;0.2;0.0;0.0;0.2;0.4;0.4;0.3;0.0;0.3;0.2;0.3;0.2;0.0;0.3;0.3;0.4;0.4;0.0;0.2;0.3;0.1;0.1;0.0;0.4;0.4;0.5;0.5;0.5;0.4;0.0;0.5;0.4;0.4;0.5;0.4;0.4;0.3;0.3;0.4;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.6;0.6
106;Betrouwbaarheidsmarge;Nederland;2010;0.5;0.2;0.3;0.4;0.2;0.2;0.1;0.3;0.3;0.0;0.0;0.4;0.6;0.7;0.5;0.0;0.4;0.4;0.4;0.4;0.0;0.5;0.5;0.7;0.6;0.0;0.3;0.4;0.2;0.2;0.0;0.6;0.6;0.7;0.7;0.7;0.6;0.0;0.7;0.7;0.6;0.7;0.6;0.5;0.5;0.5;0.7;0.0;0.0;0.0;0.8;0.8;0.7;0.8;0.7;0.7
107;Betrouwbaarheidsmarge;Nederland;2011;0.3;0.1;0.2;0.2;0.1;0.1;0.1;0.2;0.2;0.0;0.0;0.2;0.3;0.4;0.3;0.0;0.3;0.2;0.3;0.3;0.0;0.3;0.3;0.4;0.4;0.0;0.2;0.2;0.1;0.1;0.0;0.4;0.4;0.5;0.4;0.5;0.4;0.0;0.4;0.4;0.4;0.5;0.4;0.3;0.3;0.3;0.4;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.6;0.6
108;Betrouwbaarheidsmarge;Groningen (PO);2008;2.8;1.5;2.6;2.7;0.8;1.5;0.2;1.7;2.5;0.2;0.2;2.6;3.8;4.4;3.6;0.3;3.2;1.3;2.2;2.1;0.2;2.9;3.3;4.1;2.9;0.2;2.7;2.2;0.8;1.3;0.2;4.2;4.3;4.3;4.4;4.4;4.2;0.2;4.4;4.3;4.2;4.4;3.8;3.3;3.4;2.8;4.2;0.1;0.1;0.1;4.4;4.4;4.2;4.4;3.9;3.6
109;Betrouwbaarheidsmarge;Groningen (PO);2009;1.8;1.2;1.6;2.0;1.1;1.1;0.6;1.4;1.2;0.2;0.1;1.6;2.3;2.7;2.1;0.2;2.3;0.8;1.7;1.5;0.2;1.9;2.1;2.6;2.4;0.2;1.6;1.7;1.3;0.9;0.1;2.7;2.7;2.8;2.8;2.7;2.6;0.1;2.7;2.6;2.6;2.9;2.4;1.9;2.1;1.9;2.7;0.1;0.1;0.1;2.9;2.9;2.8;2.9;2.7;2.5
110;Betrouwbaarheidsmarge;Groningen (PO);2010;1.7;1.1;1.7;1.8;1.3;1.3;0.9;0.9;1.4;0.2;0.1;1.6;2.8;3.4;2.2;0.2;2.5;1.4;2.0;1.7;0.2;2.1;2.2;3.4;2.6;0.2;1.6;1.7;1.1;0.6;0.1;3.2;3.2;3.6;3.5;3.5;3.3;0.1;3.4;3.2;3.2;3.7;3.1;2.8;2.3;2.7;3.4;0.1;0.1;0.1;3.6;3.6;3.5;3.7;3.3;3.2
111;Betrouwbaarheidsmarge;Groningen (PO);2011;1.8;1.0;1.5;2.2;1.0;1.1;0.9;1.4;0.9;0.2;0.1;1.7;2.4;2.8;1.7;0.2;2.3;0.8;1.6;1.6;0.2;1.8;2.0;2.9;2.4;0.2;1.6;2.0;1.2;1.0;0.1;2.8;2.8;3.2;3.0;3.0;2.9;0.1;2.9;2.9;2.7;3.2;2.9;2.3;2.4;2.1;3.0;0.1;0.1;0.1;3.2;3.2;3.1;3.2;3.0;2.8
112;Betrouwbaarheidsmarge;Friesland (PO);2008;2.4;1.4;1.8;2.2;1.5;0.8;1.4;0.9;1.9;0.2;0.2;1.4;3.1;4.2;3.1;0.2;2.3;0.7;1.4;1.4;0.2;1.8;2.4;3.8;3.0;0.2;2.1;1.9;1.4;0.9;0.1;3.8;3.8;4.3;4.1;4.2;3.8;0.2;4.1;4.0;4.0;4.3;3.7;3.0;2.4;2.6;3.7;0.1;0.1;0.1;4.3;4.2;4.1;4.3;4.0;3.8
113;Betrouwbaarheidsmarge;Friesland (PO);2009;1.1;0.6;0.7;1.0;0.5;0.6;0.2;0.6;0.6;0.1;0.1;0.9;1.5;2.2;1.1;0.1;1.0;0.7;1.1;0.6;0.1;1.3;1.4;2.2;1.7;0.1;0.9;0.9;0.5;0.6;0.1;1.5;1.9;2.3;2.0;2.4;1.9;0.1;2.3;2.1;2.0;2.3;2.2;1.8;1.6;1.3;2.1;0.0;0.0;0.1;2.4;2.4;2.3;2.4;2.3;2.2
114;Betrouwbaarheidsmarge;Friesland (PO);2010;1.7;0.8;1.4;1.5;0.8;0.7;;0.9;1.1;0.1;0.1;1.1;2.5;3.4;1.9;0.2;1.7;1.1;1.6;1.3;0.2;1.9;2.2;3.4;2.8;0.2;1.3;1.7;0.5;0.7;0.1;2.8;3.1;3.6;3.4;3.6;3.1;0.1;3.5;3.5;3.3;3.6;3.2;2.9;2.2;2.5;3.2;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.5;3.2
115;Betrouwbaarheidsmarge;Friesland (PO);2011;1.2;0.4;0.9;1.3;0.6;0.6;0.1;0.6;0.8;0.1;0.1;0.8;1.7;2.5;1.1;0.1;1.1;0.7;1.2;1.0;0.1;1.4;1.5;2.5;2.0;0.1;1.0;1.2;0.4;0.7;0.1;2.0;2.3;2.7;2.6;2.7;2.3;0.1;2.5;2.5;2.3;2.7;2.5;2.1;1.9;1.6;2.4;0.1;0.1;0.1;2.7;2.7;2.6;2.7;2.6;2.5
116;Betrouwbaarheidsmarge;Drenthe (PO);2008;3.0;0.4;1.1;2.9;1.9;2.0;0.4;0.7;2.3;0.2;0.2;2.6;3.3;4.4;3.8;0.3;2.4;1.1;3.1;1.4;0.2;2.6;2.2;4.2;2.8;0.2;2.1;2.2;0.4;0.7;0.2;4.0;4.4;4.6;4.6;4.3;4.4;0.2;4.2;4.4;4.1;4.6;3.8;3.1;3.5;2.0;4.2;0.1;0.1;0.1;4.5;4.6;4.6;4.5;4.6;4.5
117;Betrouwbaarheidsmarge;Drenthe (PO);2009;2.0;0.9;1.5;1.7;0.9;0.9;0.3;0.8;1.3;0.2;0.1;1.7;2.6;3.3;2.4;0.2;2.1;1.4;2.0;1.4;0.2;2.0;2.3;3.4;2.7;0.2;1.5;1.9;0.3;0.7;0.1;2.8;3.1;3.6;3.3;3.5;3.2;0.1;3.4;3.5;3.1;3.6;2.8;2.7;2.6;2.4;3.3;0.1;0.1;0.1;3.6;3.6;3.5;3.5;3.4;3.1
118;Betrouwbaarheidsmarge;Drenthe (PO);2010;1.6;0.9;1.2;1.4;1.0;0.7;0.4;0.7;1.1;0.1;0.1;1.4;2.4;3.3;2.2;0.2;1.7;1.2;1.6;1.3;0.2;1.8;2.0;3.2;2.4;0.2;1.1;1.7;0.7;0.5;0.1;2.8;3.0;3.6;3.3;3.6;2.9;0.1;3.5;3.4;3.1;3.6;3.1;2.8;2.3;2.7;3.3;0.1;0.1;0.1;3.6;3.6;3.6;3.6;3.4;3.3
119;Betrouwbaarheidsmarge;Drenthe (PO);2011;1.7;0.2;1.2;1.5;0.7;0.8;0.3;0.6;1.1;0.1;0.1;1.4;2.7;3.3;1.9;0.2;2.0;1.2;1.5;1.6;0.2;1.8;2.1;3.4;2.5;0.2;1.4;1.6;0.7;0.8;0.1;2.7;3.2;3.6;3.4;3.6;3.2;0.1;3.5;3.5;3.3;3.6;2.9;3.0;2.5;2.1;3.3;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.4;3.1
120;Betrouwbaarheidsmarge;IJsselland (PO);2008;2.5;0.8;1.8;2.1;1.9;1.9;0.4;1.8;2.0;0.2;0.2;2.1;3.2;4.1;2.9;0.2;2.3;1.4;2.3;1.8;0.2;3.2;2.6;4.1;3.6;0.2;2.0;2.3;0.9;0.9;0.1;4.2;3.9;4.5;4.2;4.5;3.7;0.2;4.2;3.9;3.9;4.5;3.9;2.9;3.5;2.5;4.3;0.1;0.1;0.1;4.5;4.5;4.5;4.5;4.3;4.2
121;Betrouwbaarheidsmarge;IJsselland (PO);2009;1.2;0.5;0.5;1.1;0.4;0.4;0.1;0.8;0.6;0.1;0.1;0.8;1.8;2.3;1.5;0.1;1.2;0.9;1.2;0.9;0.1;1.4;1.5;2.5;1.9;0.1;0.6;1.1;0.3;0.8;0.1;1.9;2.1;2.6;2.2;2.7;2.2;0.1;2.5;2.6;2.4;2.6;2.2;2.1;1.8;1.5;2.3;0.1;0.1;0.1;2.7;2.6;2.6;2.6;2.5;2.4
122;Betrouwbaarheidsmarge;IJsselland (PO);2010;1.9;0.9;1.2;1.9;0.9;0.9;0.4;0.9;1.3;0.2;0.1;1.7;2.5;3.2;1.8;0.2;1.6;1.5;1.8;1.3;0.2;1.8;2.3;3.2;2.7;0.2;1.7;2.0;0.9;1.1;0.1;2.8;3.0;3.6;3.4;3.6;3.1;0.1;3.4;3.3;3.2;3.5;3.1;2.8;2.3;2.4;3.3;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.4;3.2
123;Betrouwbaarheidsmarge;IJsselland (PO);2011;1.5;0.5;1.0;1.3;0.7;0.8;0.5;0.7;1.1;0.1;0.1;1.4;2.3;2.5;1.4;0.1;1.2;1.1;1.4;1.4;0.1;1.5;1.7;2.7;2.3;0.2;1.2;1.4;0.6;0.7;0.1;2.2;2.5;3.0;2.8;3.0;2.7;0.1;2.8;2.8;2.7;2.9;2.6;2.2;2.1;1.8;2.7;0.1;0.1;0.1;3.0;3.0;2.9;2.9;2.8;2.7
124;Betrouwbaarheidsmarge;Twente (PO);2008;3.1;1.8;1.1;2.3;1.7;0.4;0.3;1.5;1.9;0.2;0.1;2.6;3.2;4.6;3.5;0.2;2.7;2.4;3.4;2.3;0.3;3.2;3.0;4.6;4.6;0.3;1.5;2.8;0.6;0.9;0.1;3.9;4.4;5.0;4.3;4.9;4.5;0.2;4.6;4.7;4.9;5.0;4.0;3.8;3.7;2.3;4.4;0.1;0.1;0.1;4.9;4.9;4.9;4.8;4.9;4.4
125;Betrouwbaarheidsmarge;Twente (PO);2009;2.0;0.9;1.7;1.8;1.0;0.7;0.4;0.9;1.6;0.2;0.1;1.6;2.5;3.0;1.6;0.2;2.0;1.2;1.8;1.3;0.2;2.2;2.5;3.1;2.8;0.2;1.7;1.9;1.0;1.4;0.1;2.8;3.0;3.4;3.2;3.4;2.9;0.1;3.1;3.2;3.0;3.4;2.9;2.6;2.4;2.3;3.1;0.1;0.1;0.1;3.7;3.7;3.7;3.7;3.6;3.3
126;Betrouwbaarheidsmarge;Twente (PO);2010;1.9;0.7;1.2;1.7;0.7;0.9;0.3;0.9;1.3;0.1;0.1;1.5;2.6;3.0;1.4;0.2;1.9;1.4;1.8;1.6;0.2;2.0;2.2;3.2;2.8;0.2;1.3;1.6;0.9;0.9;0.1;2.8;3.1;3.5;3.2;3.5;3.0;0.1;3.3;3.4;3.0;3.5;2.8;2.7;2.2;2.4;3.2;0.1;0.1;0.1;3.5;3.5;3.5;3.5;3.4;3.2
127;Betrouwbaarheidsmarge;Twente (PO);2011;0.9;0.2;1.0;0.8;0.2;0.2;0.1;0.2;0.3;0.1;0.1;0.4;0.7;1.2;0.3;0.1;0.7;0.3;0.8;0.4;0.1;0.6;0.6;1.2;0.9;0.1;0.4;0.5;0.2;0.2;0.0;1.1;1.0;1.3;1.0;1.4;1.1;0.0;1.2;1.3;0.9;1.3;1.2;0.8;1.1;0.8;1.3;0.0;0.0;0.0;2.8;2.8;2.8;2.7;2.8;2.6
128;Betrouwbaarheidsmarge;Noord- en Oost-Gelderland (PO);2008;2.2;0.4;1.0;1.2;0.7;0.5;0.0;0.7;1.8;0.1;0.1;2.4;3.1;4.3;2.7;0.2;1.9;2.5;2.1;1.6;0.2;2.3;3.0;4.1;3.9;0.2;1.9;2.2;0.0;1.0;0.1;3.4;4.1;4.4;4.2;4.4;3.6;0.1;4.1;4.2;3.9;4.4;3.4;3.1;3.2;2.3;3.9;0.1;0.1;0.1;4.4;4.3;4.3;4.4;4.2;3.9
129;Betrouwbaarheidsmarge;Noord- en Oost-Gelderland (PO);2009;1.5;0.6;1.2;1.3;0.6;0.8;0.2;0.9;0.8;0.1;0.1;1.1;1.9;2.6;1.8;0.2;1.1;1.0;1.5;0.9;0.1;1.5;1.8;2.7;2.4;0.2;1.0;1.4;0.4;0.7;0.1;2.4;2.3;2.9;2.5;2.9;2.3;0.1;2.6;2.5;2.4;2.8;2.3;2.2;1.9;1.7;2.5;0.1;0.1;0.1;2.9;2.9;2.9;2.8;2.9;2.7
130;Betrouwbaarheidsmarge;Noord- en Oost-Gelderland (PO);2010;1.8;0.7;1.1;1.5;0.6;0.8;0.4;1.0;0.9;0.1;0.1;1.3;2.3;3.0;1.9;0.2;1.4;1.5;2.0;1.8;0.2;2.0;2.3;3.3;2.8;0.2;1.2;1.5;0.4;1.0;0.1;2.7;2.8;3.6;3.3;3.6;2.9;0.1;3.3;3.4;3.2;3.6;2.9;2.8;2.0;2.4;3.1;0.1;0.1;0.1;3.7;3.7;3.6;3.6;3.5;3.3
131;Betrouwbaarheidsmarge;Noord- en Oost-Gelderland (PO);2011;1.7;0.7;1.2;1.7;0.6;0.4;0.4;0.8;1.0;0.1;0.1;1.4;2.3;3.0;1.7;0.2;1.5;1.2;1.7;1.7;0.2;1.7;2.3;3.1;2.7;0.2;1.2;1.4;0.8;0.7;0.1;2.6;2.7;3.4;3.1;3.4;2.8;0.1;3.2;3.3;2.9;3.4;2.8;2.7;2.3;2.0;3.0;0.1;0.1;0.1;3.4;3.4;3.3;3.4;3.3;3.0
132;Betrouwbaarheidsmarge;Gelderland-Midden (PO);2008;2.5;1.5;2.0;2.5;1.9;1.6;1.2;1.9;2.4;0.2;0.2;2.9;3.8;4.2;3.7;0.3;2.8;2.3;2.5;1.9;0.3;2.7;3.1;4.1;3.9;0.2;2.1;2.0;0.7;1.8;0.2;3.9;4.2;4.4;4.4;4.2;4.0;0.2;4.1;4.1;3.8;4.4;3.5;3.2;2.9;2.7;3.9;0.1;0.1;0.1;4.4;4.4;4.2;4.4;4.0;3.8
133;Betrouwbaarheidsmarge;Gelderland-Midden (PO);2009;0.7;0.2;0.4;0.5;0.3;0.3;0.1;0.2;0.5;0.1;0.0;0.7;0.9;1.1;0.7;0.1;0.6;0.6;0.6;0.6;0.1;0.7;0.8;1.1;1.0;0.1;0.4;0.6;0.2;0.3;0.0;1.0;1.0;1.2;1.1;1.2;1.0;0.0;1.1;1.1;1.1;1.2;0.9;0.9;0.7;0.7;1.0;0.0;0.0;0.0;1.2;1.2;1.2;1.2;1.1;1.1
134;Betrouwbaarheidsmarge;Gelderland-Midden (PO);2010;2.1;1.0;1.4;1.8;0.9;1.0;0.7;1.3;1.6;0.2;0.1;1.9;2.7;3.3;2.3;0.2;2.0;1.9;2.0;2.0;0.2;2.4;2.6;3.3;3.1;0.2;1.6;2.1;0.5;1.0;0.1;3.1;3.2;3.6;3.5;3.5;3.3;0.1;3.3;3.3;3.2;3.5;2.9;2.5;2.3;2.8;3.4;0.1;0.1;0.1;3.6;3.6;3.5;3.6;3.3;3.1
135;Betrouwbaarheidsmarge;Gelderland-Midden (PO);2011;1.4;0.8;0.9;1.3;0.8;0.6;0.4;0.5;1.0;0.1;0.1;1.1;1.6;2.4;1.4;0.1;1.4;1.2;1.3;1.5;0.1;1.6;1.8;2.5;2.2;0.1;1.0;1.2;0.1;0.8;0.1;2.1;2.2;2.7;2.6;2.7;2.3;0.1;2.4;2.4;2.2;2.6;2.1;2.0;1.7;1.6;2.4;0.0;0.1;0.1;2.7;2.7;2.7;2.7;2.6;2.4
136;Betrouwbaarheidsmarge;Gelderland-Zuid (PO);2008;2.7;1.8;2.0;1.9;1.3;1.7;1.2;2.0;2.0;0.2;0.2;2.8;3.3;4.0;2.6;0.2;2.6;2.3;2.6;1.9;0.2;2.7;3.2;4.2;3.6;0.2;1.7;2.6;0.5;1.6;0.1;3.9;4.3;4.4;4.4;4.2;4.2;0.2;4.3;4.2;3.9;4.3;3.6;3.3;2.8;3.0;4.2;0.1;0.1;0.1;4.4;4.4;4.3;4.5;4.2;3.9
137;Betrouwbaarheidsmarge;Gelderland-Zuid (PO);2009;1.9;0.6;1.2;1.4;0.7;0.6;0.1;0.7;1.1;0.1;0.1;1.7;2.2;2.9;1.9;0.2;1.8;1.7;1.8;1.6;0.2;1.8;2.1;2.8;2.6;0.2;1.2;1.8;0.5;0.8;0.1;2.6;2.8;3.2;3.0;3.1;2.7;0.1;2.9;2.9;2.7;3.1;2.5;2.5;2.2;1.9;2.8;0.1;0.1;0.1;3.1;3.1;3.1;3.1;3.1;2.8
138;Betrouwbaarheidsmarge;Gelderland-Zuid (PO);2010;2.1;1.1;1.4;1.7;1.2;0.8;0.4;1.2;1.7;0.2;0.1;1.9;2.7;3.2;2.2;0.2;2.2;1.9;2.1;1.9;0.2;2.4;2.6;3.3;2.9;0.2;1.5;2.1;0.7;1.1;0.1;3.1;3.3;3.6;3.5;3.6;3.3;0.1;3.4;3.4;3.2;3.6;3.0;2.8;2.4;2.4;3.3;0.1;0.1;0.1;3.7;3.7;3.6;3.7;3.4;3.3
139;Betrouwbaarheidsmarge;Gelderland-Zuid (PO);2011;1.6;0.6;1.1;1.0;0.6;0.4;0.1;1.0;0.9;0.1;0.1;1.1;1.9;2.5;1.3;0.1;1.3;1.4;1.4;1.6;0.2;1.7;1.8;2.7;2.2;0.2;0.8;1.2;0.4;0.4;0.1;2.3;2.3;2.9;2.6;2.9;2.4;0.1;2.7;2.7;2.5;2.9;2.3;2.2;2.0;1.9;2.6;0.1;0.1;0.1;3.7;3.7;3.7;3.7;3.7;3.5
140;Betrouwbaarheidsmarge;Utrecht (PO);2008;1.0;0.4;0.5;0.7;0.5;0.4;0.4;0.6;0.7;0.1;0.1;0.8;1.2;1.3;1.0;0.1;1.0;0.9;1.0;0.9;0.1;0.9;1.0;1.2;1.2;0.1;0.6;0.8;0.4;0.4;0.1;1.3;1.3;1.4;1.3;1.3;1.3;0.1;1.3;1.3;1.2;1.4;1.1;1.0;1.0;1.0;1.3;0.0;0.0;0.0;1.4;1.4;1.4;1.4;1.3;1.3
141;Betrouwbaarheidsmarge;Utrecht (PO);2009;1.1;0.6;0.6;0.8;0.5;0.4;0.3;0.6;0.8;0.1;0.1;0.9;1.3;1.3;1.0;0.1;1.0;1.0;1.0;0.9;0.1;1.0;1.1;1.4;1.3;0.1;0.7;0.9;0.3;0.5;0.1;1.4;1.3;1.5;1.4;1.5;1.3;0.1;1.4;1.4;1.4;1.5;1.2;1.1;1.1;1.1;1.4;0.0;0.0;0.0;3.7;3.6;3.6;3.6;3.5;3.4
142;Betrouwbaarheidsmarge;Utrecht (PO);2010;2.3;0.9;1.2;1.9;1.2;1.0;0.9;1.6;1.6;0.2;0.2;2.0;2.9;3.3;2.2;0.2;2.4;2.4;2.4;2.3;0.2;2.2;2.4;3.3;3.1;0.2;1.3;1.9;0.4;0.9;0.1;3.2;3.3;3.6;3.5;3.5;3.1;0.1;3.3;3.5;3.2;3.5;3.0;2.8;2.3;2.6;3.3;0.1;0.1;0.1;3.7;3.7;3.6;3.7;3.4;3.2
143;Betrouwbaarheidsmarge;Utrecht (PO);2011;1.0;0.7;0.6;0.8;0.5;0.5;0.3;0.7;0.7;0.1;0.1;0.9;1.3;1.4;1.0;0.1;1.0;0.9;1.0;1.0;0.1;1.1;1.1;1.4;1.3;0.1;0.7;0.9;0.4;0.4;0.1;1.4;1.4;1.6;1.5;1.6;1.4;0.1;1.5;1.5;1.3;1.5;1.3;1.2;1.1;1.0;1.4;0.0;0.0;0.0;3.5;3.4;3.5;3.4;3.4;3.3
144;Betrouwbaarheidsmarge;Noord-Holland-Noord (PO);2008;2.4;1.4;2.2;2.1;1.5;1.0;0.4;1.4;2.0;0.2;0.2;2.2;2.9;3.7;3.2;0.2;2.8;1.7;2.1;1.8;0.2;2.5;2.5;3.6;3.4;0.2;1.8;2.1;0.6;0.9;0.1;3.3;3.5;4.0;3.9;4.0;3.7;0.1;3.8;3.7;3.5;4.0;3.5;2.9;3.1;2.5;3.9;0.1;0.1;0.1;4.0;4.0;4.0;4.0;3.9;3.5
145;Betrouwbaarheidsmarge;Noord-Holland-Noord (PO);2009;1.2;0.5;0.8;1.1;0.6;0.6;0.3;0.6;0.9;0.1;0.1;1.1;1.4;1.7;1.5;0.1;1.3;0.9;1.2;1.1;0.1;1.2;1.2;1.7;1.6;0.1;0.7;1.0;0.4;0.5;0.1;1.7;1.6;1.9;1.7;1.8;1.5;0.1;1.7;1.7;1.6;1.8;1.6;1.5;1.3;1.2;1.7;0.0;0.0;0.1;1.9;1.9;1.9;1.9;1.8;1.7
146;Betrouwbaarheidsmarge;Noord-Holland-Noord (PO);2010;2.3;1.1;1.5;2.1;1.1;0.9;0.6;1.3;1.7;0.2;0.1;1.9;2.6;3.3;2.6;0.2;2.1;1.6;2.0;2.1;0.2;2.1;2.2;3.3;2.9;0.2;1.5;1.7;0.8;1.1;0.1;2.7;3.2;3.6;3.4;3.6;3.1;0.1;3.4;3.4;3.1;3.5;3.1;2.9;2.3;2.5;3.3;0.1;0.1;0.1;3.6;3.6;3.6;3.6;3.4;3.2
147;Betrouwbaarheidsmarge;Noord-Holland-Noord (PO);2011;1.0;0.4;0.7;0.8;0.4;0.4;0.3;0.5;0.6;0.1;0.1;0.8;1.1;1.3;1.1;0.1;0.9;0.6;0.8;0.8;0.1;0.9;0.9;1.4;1.2;0.1;0.6;0.8;0.5;0.4;0.1;1.3;1.2;1.5;1.3;1.5;1.2;0.0;1.3;1.3;1.1;1.4;1.2;1.2;1.1;0.9;1.3;0.0;0.0;0.0;1.5;1.5;1.5;1.5;1.4;1.4
148;Betrouwbaarheidsmarge;Zaanstreek-Waterland (PO);2008;3.8;0.9;2.5;2.5;1.9;2.0;0.5;0.9;1.4;0.3;0.1;2.6;3.6;3.9;3.0;0.2;2.7;1.1;2.0;1.4;0.2;2.5;2.8;3.7;3.8;0.3;2.1;2.5;0.3;1.1;0.1;4.7;4.3;4.4;4.3;4.2;3.9;0.2;4.3;4.1;4.1;4.4;3.7;3.3;2.5;3.0;4.0;0.1;0.1;0.1;4.4;4.4;4.4;4.4;4.4;3.8
149;Betrouwbaarheidsmarge;Zaanstreek-Waterland (PO);2009;2.6;0.8;1.7;1.9;1.0;1.0;0.5;1.1;1.5;0.2;0.1;2.4;3.2;3.4;3.0;0.2;2.0;1.6;2.4;1.8;0.2;2.4;2.6;3.4;3.3;0.2;1.5;2.4;0.7;0.9;0.1;3.1;3.2;3.6;3.4;3.6;3.1;0.1;3.6;3.6;3.1;3.6;2.7;2.8;2.3;2.7;3.4;0.1;0.1;0.1;3.6;3.6;3.6;3.6;3.4;3.1
150;Betrouwbaarheidsmarge;Zaanstreek-Waterland (PO);2010;2.3;0.8;1.3;1.5;1.0;1.0;0.6;1.1;1.4;0.1;0.1;1.9;2.6;2.8;2.4;0.2;1.6;1.4;1.7;1.5;0.2;2.0;2.3;2.9;2.8;0.2;1.5;1.9;0.4;0.9;0.1;2.6;2.9;3.1;3.0;3.1;2.8;0.1;3.0;3.0;2.7;3.1;2.2;2.3;2.2;1.9;2.8;0.1;0.1;0.1;3.1;3.1;3.0;3.1;2.9;2.6
151;Betrouwbaarheidsmarge;Zaanstreek-Waterland (PO);2011;1.8;0.7;0.9;1.1;0.7;0.8;0.6;0.8;1.2;0.1;0.1;1.3;1.8;2.2;2.0;0.1;1.3;1.2;1.4;1.4;0.2;1.5;1.7;2.3;2.2;0.1;0.9;1.4;0.3;0.6;0.1;2.1;2.3;2.6;2.5;2.6;2.1;0.1;2.4;2.4;2.3;2.5;2.0;1.9;1.8;1.7;2.3;0.1;0.1;0.1;2.6;2.6;2.5;2.6;2.5;2.3
