ID;Cijfersoort;Politieregio;Perioden;OverlastVanGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50;HeeftAandachtVoorLeefbaarheid_51;InformeertBuurtMbtAanpakLeefbaarheid_52;BetrektBuurtBijAanpakLeefbaarheid_53;IsBereikbaarVoorMeldingenEnKlachten_54;ReageertOpMeldingenEnKlachten_55;DoetWatZeZegt_56
25;Waarde;Noord- en Oost-Gelderland (PO);2009;7.5;1.0;3.2;4.5;1.1;1.1;0.2;1.7;2.4;1.2;0.7;3.7;14.1;27.8;8.4;2.9;3.7;2.7;5.7;2.5;2.0;7.3;11.4;32.4;19.6;3.4;3.2;6.6;0.7;1.8;1.1;19.0;76.7;52.2;70.6;45.5;75.9;6.6;65.8;65.5;74.0;53.6;17.6;19.1;12.5;10.5;73.6;7.6;7.5;7.2;47.9;42.9;38.4;52.4;32.8;23.7
26;Waarde;Noord- en Oost-Gelderland (PO);2010;6.5;0.9;2.2;4.3;0.6;1.1;0.4;1.5;1.7;1.3;0.8;3.0;11.2;22.0;7.2;2.8;3.8;3.6;6.8;6.1;2.2;8.1;11.2;29.7;17.5;3.4;2.7;4.5;0.3;1.9;1.1;16.5;80.9;57.0;71.8;44.9;79.6;6.8;70.9;67.4;72.8;57.0;19.1;17.7;9.1;11.1;76.6;7.7;7.6;7.2;45.7;44.6;36.9;57.5;36.0;25.8
27;Waarde;Noord- en Oost-Gelderland (PO);2011;6.0;1.0;3.2;6.1;0.6;0.4;0.3;1.4;2.3;1.2;0.7;3.8;12.8;26.7;6.5;2.8;4.6;3.2;6.1;6.7;2.1;6.6;12.8;28.6;18.3;3.3;3.2;4.7;1.3;1.2;1.1;18.0;79.7;55.4;69.8;47.8;78.4;6.8;68.2;63.0;76.9;58.7;21.4;20.0;13.3;10.0;74.3;7.7;7.6;7.3;46.4;45.3;37.0;53.5;35.3;25.5
28;Waarde;Gelderland-Midden (PO);2008;7.5;1.5;4.6;6.8;2.3;2.0;0.9;2.7;4.3;1.6;1.0;8.3;18.6;33.1;17.2;3.7;9.3;5.4;8.9;4.9;2.4;10.2;13.1;29.1;24.7;3.7;3.6;5.6;0.6;3.0;1.3;23.4;72.1;47.8;63.6;38.2;74.2;6.3;68.8;70.4;77.1;57.2;17.6;17.3;14.2;9.8;71.4;7.5;7.5;7.1;51.8;49.2;38.4;52.9;33.6;26.3
29;Waarde;Gelderland-Midden (PO);2009;10.3;1.5;3.7;6.1;1.8;1.3;0.5;2.2;3.8;1.5;0.9;7.4;18.4;31.0;11.4;3.4;7.3;5.2;8.4;6.3;2.5;11.2;14.3;32.7;24.5;3.7;4.6;8.5;1.2;2.2;1.3;26.3;71.8;44.7;62.6;38.9;71.3;6.3;65.3;65.0;71.8;52.1;18.0;17.3;12.5;13.5;69.4;7.5;7.4;6.9;48.4;44.1;38.0;45.3;30.0;24.7
30;Waarde;Gelderland-Midden (PO);2010;9.7;1.7;3.7;6.3;1.6;2.0;0.8;2.8;4.5;1.4;1.1;7.3;17.1;31.2;10.7;3.3;8.1;6.6;8.2;8.6;2.6;11.7;14.8;31.6;25.0;3.8;4.6;8.6;0.4;1.9;1.3;23.9;72.1;43.9;63.5;38.3;72.3;6.3;69.7;67.0;74.0;59.0;20.6;16.1;12.3;17.2;66.8;7.5;7.5;7.1;50.4;48.4;42.1;49.4;31.9;25.2
31;Waarde;Gelderland-Midden (PO);2011;8.8;2.2;3.6;6.7;2.1;1.4;0.6;2.2;3.6;1.4;1.0;5.7;14.6;28.5;7.9;3.1;7.7;6.1;7.6;9.3;2.7;10.9;14.3;32.1;22.7;3.7;4.7;7.4;0.9;2.4;1.3;22.3;72.7;42.3;61.1;38.4;71.5;6.3;67.8;67.6;76.6;56.3;18.7;17.0;13.5;12.0;69.5;7.5;7.4;7.0;47.8;45.5;38.9;50.4;31.2;24.9
32;Waarde;Gelderland-Zuid (PO);2008;9.0;2.4;3.9;4.4;1.4;1.6;0.6;3.7;4.9;1.5;1.1;9.0;18.1;30.1;12.2;3.6;7.6;5.0;7.3;4.6;2.6;9.8;13.7;31.5;20.8;3.7;3.2;7.9;0.3;2.6;1.3;22.2;69.5;44.2;62.8;39.8;70.7;6.3;62.0;64.0;73.2;58.8;17.7;17.6;11.0;13.5;69.4;7.5;7.5;7.1;49.4;44.0;39.9;52.4;32.5;24.3
33;Waarde;Gelderland-Zuid (PO);2009;10.6;1.2;4.9;6.0;1.5;1.3;0.1;2.0;4.7;1.5;1.0;8.3;18.1;31.7;11.1;3.5;9.9;6.6;9.5;6.5;2.7;10.8;15.6;29.5;22.2;3.7;4.6;9.2;1.0;2.0;1.3;23.4;69.0;46.2;63.8;41.2;70.4;6.3;64.8;66.1;74.5;57.9;18.3;19.4;13.5;12.5;69.4;7.5;7.4;7.0;49.0;45.2;40.1;54.1;34.1;24.8
34;Waarde;Gelderland-Zuid (PO);2010;9.1;2.1;3.4;5.1;2.7;1.2;0.3;2.6;5.4;1.4;1.0;6.8;16.4;25.7;10.2;3.3;9.2;6.8;8.9;7.7;2.7;12.2;14.3;30.5;19.3;3.6;4.3;8.4;1.1;2.0;1.3;22.1;73.6;45.6;64.2;42.8;72.3;6.4;66.8;67.2;74.3;56.3;19.7;18.3;12.0;12.4;72.1;7.5;7.4;7.0;48.5;47.4;41.0;54.2;32.2;27.3
35;Waarde;Gelderland-Zuid (PO);2011;10.0;1.7;4.6;5.2;1.7;1.0;0.3;3.4;3.3;1.6;1.1;5.9;17.3;27.0;7.0;3.0;8.1;6.5;8.5;9.7;2.7;10.9;14.1;32.4;19.9;3.6;3.6;7.5;1.2;1.8;1.3;23.7;72.5;48.3;65.4;41.8;71.9;6.4;65.1;64.1;72.1;56.3;19.4;18.0;14.1;13.9;67.5;7.5;7.4;6.9;50.9;47.9;40.6;55.7;38.5;29.7
36;Waarde;Utrecht (PO);2008;12.2;2.1;3.1;5.8;2.1;1.6;1.3;3.8;5.7;1.5;1.1;8.2;20.3;29.6;14.7;3.6;12.7;10.8;12.4;11.1;3.3;11.3;14.8;28.9;25.3;3.6;3.9;8.1;1.4;2.4;1.2;27.6;70.1;43.5;62.4;37.8;71.9;6.2;69.3;65.1;72.5;54.1;18.1;17.2;13.9;13.4;67.4;7.4;7.4;6.8;52.5;51.8;43.9;49.6;30.6;26.8
37;Waarde;Utrecht (PO);2009;13.0;2.7;3.5;6.2;2.1;1.4;0.9;3.7;5.6;1.7;1.2;8.5;21.5;28.2;11.9;3.5;10.2;10.4;11.6;9.4;3.1;12.0;16.2;30.7;24.2;3.7;5.2;9.5;1.1;2.4;1.3;26.9;71.9;44.9;64.1;41.0;73.7;6.2;64.6;63.6;72.3;54.7;17.9;17.9;13.0;14.4;68.1;7.4;7.3;6.8;48.0;53.1;40.7;54.3;31.5;27.0
38;Waarde;Utrecht (PO);2010;10.9;1.5;2.5;6.5;2.6;1.7;1.1;4.6;4.8;1.6;1.2;7.4;19.1;29.1;11.0;3.5;10.4;10.9;11.5;11.5;3.3;10.4;12.9;28.3;23.9;3.7;3.2;6.8;0.4;1.6;1.3;24.7;71.8;43.5;63.6;36.7;75.3;6.3;68.9;64.8;74.5;64.1;20.8;18.3;11.2;13.6;72.0;7.6;7.6;7.1;50.6;50.5;41.0;52.3;32.5;24.1
39;Waarde;Utrecht (PO);2011;11.4;3.4;4.1;6.3;2.7;2.2;1.0;4.5;5.2;1.6;1.2;7.8;21.3;26.3;9.2;3.3;8.6;8.5;9.8;10.4;3.0;12.4;14.5;29.4;22.7;3.6;5.2;9.2;1.5;2.1;1.3;26.9;71.8;45.5;63.9;41.1;71.9;6.2;64.2;62.8;75.8;57.5;20.8;17.3;14.0;13.6;68.7;7.5;7.4;6.9;53.0;57.3;47.5;58.0;33.1;28.6
40;Waarde;Noord-Holland-Noord (PO);2008;10.6;2.8;7.1;7.4;2.8;1.5;0.4;2.9;5.7;1.8;1.2;6.5;16.9;32.3;18.7;3.6;11.5;3.8;6.8;5.1;2.5;10.6;12.0;30.8;22.8;3.6;3.6;6.7;0.7;1.6;1.3;20.2;76.8;49.4;65.1;41.9;73.0;6.5;67.2;69.0;75.5;55.3;22.9;16.7;16.0;11.2;68.4;7.6;7.5;7.2;47.7;46.2;42.2;54.8;35.8;24.7
41;Waarde;Noord-Holland-Noord (PO);2009;11.3;1.5;4.6;7.2;1.8;1.6;0.5;2.0;4.9;1.7;1.1;6.7;18.2;31.7;15.6;3.6;9.2;4.0;8.8;5.8;2.5;12.3;12.5;31.7;22.7;3.7;3.8;7.6;0.9;2.2;1.3;21.6;73.9;47.6;66.2;41.6;74.3;6.5;66.8;65.8;74.1;55.8;20.6;19.3;13.6;12.4;71.3;7.5;7.4;7.0;46.3;43.9;36.8;47.0;30.5;23.8
42;Waarde;Noord-Holland-Noord (PO);2010;10.4;2.1;4.2;8.1;2.1;1.3;0.6;2.7;5.6;1.7;1.2;7.2;14.5;30.3;14.6;3.4;8.7;4.9;8.1;8.8;2.7;8.8;10.5;28.7;20.2;3.4;4.2;6.1;1.1;2.1;1.3;16.8;75.5;48.8;67.2;41.4;76.5;6.6;68.2;68.2;76.7;62.1;24.2;19.8;10.7;13.9;71.0;7.6;7.6;7.3;51.9;46.5;40.2;53.8;34.9;27.6
43;Waarde;Noord-Holland-Noord (PO);2011;10.0;1.6;4.3;6.9;1.7;1.5;0.5;1.9;3.9;1.6;1.0;5.3;15.7;28.7;12.4;3.3;7.7;3.7;7.7;7.8;2.6;11.0;11.8;32.8;20.8;3.6;4.2;8.0;1.3;2.2;1.3;21.7;74.4;49.1;66.2;42.7;73.7;6.5;66.4;66.2;77.2;56.8;21.6;19.3;12.6;12.9;71.0;7.5;7.4;7.0;48.0;44.4;38.8;48.7;32.6;25.3
44;Waarde;Zaanstreek-Waterland (PO);2008;16.7;1.5;5.5;6.8;2.7;3.0;0.5;1.8;4.4;2.0;1.3;13.2;23.6;32.5;18.1;4.3;9.3;2.8;9.1;4.4;2.5;11.2;15.2;30.5;30.2;3.9;5.3;10.8;0.4;2.5;1.4;27.7;67.8;45.1;63.4;39.0;71.9;6.2;56.2;60.4;69.0;50.5;17.1;15.0;10.4;18.0;67.0;7.4;7.3;7.0;42.1;45.7;37.9;48.9;31.9;24.1
45;Waarde;Zaanstreek-Waterland (PO);2009;14.6;1.4;6.2;6.7;2.3;2.1;0.5;2.4;4.5;1.8;1.2;12.6;24.4;32.1;21.0;4.3;8.4;4.9;11.7;6.4;2.7;11.9;14.5;32.3;28.7;3.9;4.1;11.7;0.8;1.6;1.4;23.3;73.4;47.1;67.1;43.4;76.1;6.3;56.8;59.9;76.2;54.4;15.9;18.7;11.7;16.6;68.5;7.4;7.4;7.1;44.7;50.4;38.9;48.3;32.2;23.8
46;Waarde;Zaanstreek-Waterland (PO);2010;16.1;1.8;4.6;6.6;2.7;2.4;1.0;3.2;5.7;1.9;1.3;11.2;23.6;30.2;19.2;4.0;7.5;4.3;8.7;6.5;2.6;12.2;16.4;33.2;27.6;3.9;5.5;11.2;0.5;2.2;1.4;23.3;70.8;45.6;62.5;40.1;72.5;6.3;61.0;63.8;74.3;58.1;15.2;16.2;15.9;10.9;69.8;7.4;7.3;7.0;43.3;49.3;37.3;47.1;29.4;22.2
47;Waarde;Zaanstreek-Waterland (PO);2011;14.9;2.5;3.9;6.1;2.0;2.1;1.0;2.8;5.0;1.8;1.2;9.7;20.6;28.0;18.4;3.8;6.5;5.4;9.1;6.9;2.6;11.4;13.9;29.6;26.6;3.8;4.7;10.9;0.8;1.9;1.4;22.8;70.1;46.8;62.2;43.3;71.8;6.3;61.9;64.3;72.9;55.8;17.8;17.3;13.0;16.5;66.7;7.4;7.3;7.0;44.9;48.3;37.9;50.4;30.0;23.2
48;Waarde;Kennemerland (PO);2008;11.3;1.4;2.7;5.0;2.1;1.2;0.6;2.6;3.7;1.6;1.1;8.1;22.2;30.0;15.8;3.8;8.4;3.9;8.3;5.1;2.5;11.9;15.3;29.4;26.9;3.9;5.6;9.6;0.6;2.6;1.4;29.2;69.7;40.2;62.5;36.3;74.7;6.1;63.5;65.3;78.7;55.4;16.8;13.7;20.4;12.8;63.6;7.5;7.4;7.2;47.3;48.2;42.1;48.7;31.2;26.5
