ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2021Totaal_1;WmoClienten2020InstroomWlz2021_2;SamenloopWmoWlz2020Wlz2021_3;WmoClientenGebruikWlz2021Totaal_4;WmoClienten2020InstroomWlzIn2021_5;SamenloopWmoWlz2020WlzIn2021_6;WmoClientenGebruikWlz2021Totaal_7;WmoClienten2020InstroomWlzIn2021_8;SamenloopWmoWlz2020WlzIn2021_9
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Breda;3310.0;935.0;2370.0;21.73;6.15;15.57;21.0;6.0;15.0
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brielle;250.0;50.0;200.0;23.22;4.81;18.41;17.0;4.0;13.0
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bronckhorst;465.0;140.0;325.0;19.97;5.96;14.01;15.0;4.0;11.0
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brummen;355.0;110.0;240.0;22.65;7.17;15.48;20.0;6.0;14.0
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brunssum;515.0;130.0;385.0;18.48;4.6;13.87;21.0;5.0;16.0
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bunnik;170.0;50.0;120.0;21.35;6.12;15.23;14.0;4.0;10.0
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bunschoten;320.0;65.0;255.0;25.52;5.28;20.24;18.0;4.0;14.0
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Buren;170.0;65.0;105.0;15.6;5.96;9.63;8.0;3.0;5.0
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Capelle aan den IJssel;865.0;220.0;645.0;19.04;4.87;14.17;15.0;4.0;11.0
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Castricum;465.0;120.0;350.0;25.76;6.56;19.19;15.0;4.0;11.0
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Coevorden;340.0;150.0;190.0;15.52;6.78;8.74;11.0;5.0;6.0
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Cranendonck;220.0;60.0;160.0;19.98;5.49;14.49;11.0;3.0;8.0
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Cuijk;315.0;100.0;215.0;20.08;6.39;13.68;15.0;5.0;10.0
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Culemborg;190.0;65.0;125.0;13.76;4.8;8.96;8.0;3.0;5.0
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dalfsen;315.0;90.0;225.0;19.29;5.54;13.76;13.0;4.0;10.0
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dantumadiel;270.0;75.0;200.0;19.32;5.2;14.11;17.0;5.0;13.0
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Delft;1200.0;370.0;830.0;17.43;5.4;12.03;13.0;4.0;9.0
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Delfzijl;215.0;80.0;135.0;14.03;5.25;8.79;10.0;4.0;6.0
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deurne;515.0;95.0;420.0;18.68;3.38;15.3;19.0;3.0;15.0
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deventer;1015.0;315.0;700.0;14.24;4.42;9.82;12.0;4.0;8.0
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Diemen;320.0;75.0;240.0;15.46;3.69;11.76;12.0;3.0;9.0
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dinkelland;445.0;100.0;350.0;25.0;5.49;19.51;20.0;4.0;16.0
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doesburg;110.0;45.0;65.0;12.6;5.32;7.28;11.0;5.0;7.0
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doetinchem;1105.0;580.0;520.0;22.32;11.76;10.56;23.0;12.0;11.0
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dongen;195.0;80.0;115.0;16.87;6.93;9.93;9.0;4.0;5.0
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dordrecht;1540.0;400.0;1140.0;17.7;4.59;13.11;15.0;4.0;11.0
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drechterland;240.0;40.0;200.0;19.63;3.34;16.29;15.0;2.0;12.0
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drimmelen;570.0;105.0;465.0;29.55;5.54;24.02;24.0;5.0;20.0
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dronten;435.0;115.0;320.0;19.21;5.01;14.2;13.0;3.0;9.0
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Druten;;;;;;;;;
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Duiven;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Echt-Susteren;640.0;120.0;520.0;25.51;4.85;20.65;23.0;4.0;19.0
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Edam-Volendam;335.0;70.0;270.0;24.91;5.03;19.88;11.0;2.0;9.0
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ede;1370.0;425.0;950.0;20.04;6.18;13.86;14.0;4.0;10.0
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eemnes;70.0;25.0;45.0;21.6;7.41;14.2;9.0;3.0;6.0
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eersel;435.0;60.0;375.0;31.59;4.5;27.09;27.0;4.0;23.0
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eijsden-Margraten;335.0;115.0;220.0;20.47;7.01;13.46;15.0;5.0;10.0
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eindhoven;3290.0;985.0;2305.0;19.78;5.92;13.86;16.0;5.0;11.0
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Elburg;245.0;65.0;180.0;22.73;6.08;16.65;13.0;3.0;10.0
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Emmen;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enkhuizen;240.0;80.0;160.0;17.42;5.83;11.59;15.0;5.0;10.0
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enschede;2925.0;700.0;2225.0;19.18;4.6;14.58;21.0;5.0;16.0
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Epe;320.0;105.0;220.0;18.31;5.91;12.39;11.0;4.0;8.0
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ermelo;605.0;130.0;475.0;32.28;6.95;25.33;27.0;6.0;21.0
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Etten-Leur;625.0;145.0;475.0;18.53;4.34;14.19;17.0;4.0;13.0
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Fryske Marren;615.0;165.0;450.0;21.46;5.78;15.67;14.0;4.0;10.0
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geertruidenberg;410.0;70.0;340.0;19.89;3.44;16.45;23.0;4.0;19.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geldrop-Mierlo;270.0;120.0;145.0;13.39;6.04;7.34;8.0;4.0;4.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gemert-Bakel;380.0;95.0;280.0;19.18;4.92;14.26;15.0;4.0;11.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gennep;180.0;65.0;115.0;19.09;7.0;12.09;12.0;5.0;8.0
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gilze en Rijen;385.0;80.0;305.0;20.13;4.13;16.0;16.0;3.0;13.0
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goeree-Overflakkee;765.0;155.0;610.0;27.56;5.56;21.99;18.0;4.0;15.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goes;1015.0;235.0;780.0;25.07;5.82;19.25;31.0;7.0;24.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goirle;320.0;70.0;250.0;19.4;4.23;15.17;16.0;4.0;13.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gooise Meren;;;;;;;;;
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gorinchem;610.0;120.0;490.0;23.21;4.57;18.64;20.0;4.0;16.0
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gouda;1045.0;310.0;735.0;20.39;6.01;14.38;17.0;5.0;12.0
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Grave;220.0;30.0;190.0;24.47;3.25;21.21;21.0;3.0;18.0
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Gravenhage (gemeente);6030.0;1815.0;4215.0;16.54;4.98;11.56;13.0;4.0;9.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Groningen (gemeente);2630.0;675.0;1955.0;18.2;4.68;13.51;13.0;3.0;9.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gulpen-Wittem;225.0;50.0;175.0;21.59;4.68;16.91;18.0;4.0;14.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaksbergen;360.0;90.0;270.0;25.03;6.19;18.85;18.0;4.0;13.0
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaren;340.0;35.0;300.0;39.91;4.25;35.66;28.0;3.0;25.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlem;1880.0;595.0;1280.0;16.87;5.36;11.51;14.0;4.0;9.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlemmermeer;1125.0;290.0;835.0;17.25;4.44;12.82;9.0;2.0;6.0
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Halderberge;470.0;115.0;355.0;21.43;5.28;16.15;18.0;4.0;14.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardenberg;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harderwijk;625.0;170.0;455.0;19.78;5.39;14.39;16.0;4.0;11.0
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardinxveld-Giessendam;240.0;65.0;170.0;20.88;5.79;15.09;16.0;5.0;12.0
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harlingen;265.0;60.0;205.0;19.33;4.52;14.81;20.0;5.0;15.0
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hattem;130.0;35.0;95.0;18.39;4.81;13.58;13.0;3.0;10.0
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemskerk;650.0;150.0;500.0;20.87;4.83;16.04;20.0;5.0;15.0
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemstede;485.0;95.0;390.0;26.34;5.18;21.16;22.0;4.0;17.0
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerde;140.0;30.0;110.0;22.88;4.58;18.3;9.0;2.0;7.0
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerenveen;650.0;175.0;475.0;15.91;4.29;11.61;16.0;4.0;11.0
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerhugowaard;385.0;130.0;260.0;17.97;5.99;11.98;8.0;3.0;6.0
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerlen;1380.0;400.0;980.0;20.03;5.83;14.2;18.0;5.0;13.0
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heeze-Leende;300.0;55.0;245.0;32.86;6.24;26.62;22.0;4.0;18.0
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heiloo;300.0;85.0;220.0;24.94;6.94;18.0;15.0;4.0;11.0
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Den Helder;830.0;165.0;665.0;21.12;4.25;16.87;17.0;3.0;14.0
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellendoorn;545.0;140.0;400.0;21.87;5.71;16.16;18.0;5.0;14.0
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellevoetsluis;;;;;;;;;
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Helmond;1210.0;375.0;840.0;14.56;4.49;10.08;16.0;5.0;11.0
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hendrik-Ido-Ambacht;310.0;110.0;200.0;19.73;7.13;12.6;13.0;5.0;8.0
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hengelo (O.);1140.0;355.0;780.0;16.06;5.04;11.02;17.0;5.0;11.0
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Hertogenbosch;2250.0;530.0;1720.0;22.49;5.28;17.21;17.0;4.0;13.0
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heumen;;;;;;;;;
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heusden;230.0;120.0;110.0;12.92;6.77;6.15;6.0;3.0;3.0
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hillegom;245.0;60.0;185.0;18.8;4.76;14.04;13.0;3.0;10.0
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilvarenbeek;260.0;60.0;200.0;26.58;6.24;20.35;20.0;5.0;15.0
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilversum;1120.0;340.0;780.0;17.25;5.23;12.02;15.0;5.0;10.0
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoeksche Waard;755.0;195.0;560.0;17.27;4.45;12.82;10.0;3.0;8.0
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hof van Twente;520.0;155.0;365.0;21.16;6.27;14.9;18.0;5.0;12.0
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Het Hogeland;875.0;180.0;695.0;21.2;4.39;16.81;22.0;5.0;17.0
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hollands Kroon;305.0;120.0;185.0;16.86;6.56;10.3;7.0;3.0;5.0
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoogeveen;1065.0;255.0;810.0;22.4;5.33;17.07;23.0;5.0;18.0
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoorn;970.0;245.0;725.0;16.91;4.26;12.65;16.0;4.0;12.0
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Horst aan de Maas;450.0;140.0;310.0;19.72;6.1;13.61;12.0;4.0;9.0
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Houten;265.0;90.0;180.0;15.69;5.17;10.52;7.0;2.0;4.0
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Huizen;490.0;125.0;360.0;23.45;6.05;17.4;14.0;4.0;10.0
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hulst;255.0;85.0;175.0;18.3;5.93;12.37;11.0;3.0;7.0
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;IJsselstein;350.0;95.0;255.0;18.6;4.99;13.6;12.0;3.0;9.0
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kaag en Braassem;;;;;;;;;
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kampen;475.0;155.0;320.0;18.22;5.87;12.35;11.0;4.0;7.0
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kapelle;160.0;60.0;100.0;18.38;6.94;11.45;15.0;6.0;10.0
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Katwijk;790.0;165.0;630.0;22.85;4.71;18.14;15.0;3.0;12.0
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kerkrade;325.0;175.0;150.0;10.16;5.45;4.7;8.0;4.0;4.0
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Koggenland;195.0;55.0;140.0;19.64;5.54;14.1;10.0;3.0;7.0
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpen aan den IJssel;350.0;105.0;245.0;19.33;5.82;13.51;15.0;4.0;10.0
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpenerwaard;660.0;160.0;500.0;20.12;4.87;15.25;14.0;3.0;11.0
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laarbeek;315.0;60.0;255.0;22.57;4.43;18.14;17.0;3.0;13.0
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landerd;115.0;40.0;75.0;17.4;6.26;11.15;9.0;3.0;6.0
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landgraaf;825.0;185.0;640.0;25.45;5.7;19.75;25.0;6.0;20.0
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landsmeer;;;;;;;;;
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Langedijk;215.0;65.0;150.0;19.74;6.15;13.59;9.0;3.0;6.0
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lansingerland;490.0;125.0;365.0;19.58;4.97;14.62;10.0;3.0;8.0
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laren (NH.);175.0;40.0;130.0;29.73;7.04;22.68;18.0;4.0;14.0
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leeuwarden;2205.0;835.0;1370.0;21.95;8.29;13.66;21.0;8.0;13.0
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiden;1190.0;320.0;870.0;15.57;4.17;11.4;11.0;3.0;8.0
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiderdorp;385.0;130.0;255.0;20.66;6.96;13.7;17.0;6.0;11.0
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leidschendam-Voorburg;615.0;230.0;385.0;17.23;6.49;10.74;10.0;4.0;6.0
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lelystad;1000.0;240.0;760.0;18.56;4.42;14.14;16.0;4.0;12.0
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leudal;490.0;130.0;360.0;22.85;6.04;16.81;16.0;4.0;12.0
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leusden;375.0;125.0;250.0;21.15;7.07;14.08;15.0;5.0;10.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lingewaard;585.0;160.0;425.0;20.58;5.58;14.99;15.0;4.0;11.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lisse;240.0;80.0;165.0;17.97;5.79;12.18;13.0;4.0;9.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lochem;525.0;120.0;405.0;24.44;5.66;18.78;18.0;4.0;14.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Loon op Zand;415.0;105.0;305.0;22.54;5.84;16.7;21.0;5.0;15.0
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lopik;75.0;25.0;50.0;16.63;5.39;11.24;6.0;2.0;4.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Loppersum;;;;;;;;;
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Losser;380.0;80.0;300.0;22.22;4.59;17.64;20.0;4.0;16.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maasdriel;260.0;60.0;200.0;19.77;4.47;15.3;12.0;3.0;9.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maasgouw;700.0;85.0;615.0;35.92;4.37;31.55;33.0;4.0;29.0
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maassluis;435.0;130.0;305.0;17.65;5.26;12.39;16.0;5.0;11.0
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maastricht;2175.0;600.0;1575.0;19.12;5.28;13.83;19.0;5.0;14.0
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Medemblik;615.0;120.0;495.0;25.12;4.83;20.29;16.0;3.0;13.0
186;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Meerssen;280.0;80.0;195.0;20.1;5.93;14.17;17.0;5.0;12.0
187;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Meierijstad;685.0;200.0;485.0;17.43;5.1;12.33;10.0;3.0;7.0
