ID;StationDistrict;Perioden;Temperatuur_1;Zonneschijn_2;Neerslag_3
1319;Maastricht/District 15;December  1986;4.6;35.5;96.0
1320;Maastricht/District 15;Jaarcijfer 1986;9.9;1468.1;827.0
1321;Maastricht/District 15;Januari   1987;-3.5;33.8;61.0
1322;Maastricht/District 15;Februari  1987;1.8;36.3;90.0
1323;Maastricht/District 15;Maart     1987;2.4;134.6;90.0
1324;Maastricht/District 15;April     1987;11.2;169.6;41.0
1325;Maastricht/District 15;Mei       1987;10.2;118.8;84.0
1326;Maastricht/District 15;Juni      1987;14.3;112.5;121.0
1327;Maastricht/District 15;Juli      1987;17.3;189.2;76.0
1328;Maastricht/District 15;Augustus  1987;16.4;129.3;63.0
1329;Maastricht/District 15;September 1987;15.6;106.2;59.0
1330;Maastricht/District 15;Oktober   1987;11.3;111.0;56.0
1331;Maastricht/District 15;November  1987;5.6;29.0;98.0
1332;Maastricht/District 15;December  1987;3.9;37.6;28.0
1333;Maastricht/District 15;Jaarcijfer 1987;8.9;1207.9;867.0
1334;Maastricht/District 15;Januari   1988;6.1;37.1;75.0
1335;Maastricht/District 15;Februari  1988;3.8;52.5;65.0
1336;Maastricht/District 15;Maart     1988;4.8;37.6;151.0
1337;Maastricht/District 15;April     1988;9.1;199.8;18.0
1338;Maastricht/District 15;Mei       1988;14.7;209.0;74.0
1339;Maastricht/District 15;Juni      1988;15.0;99.3;38.0
1340;Maastricht/District 15;Juli      1988;16.4;163.9;140.0
1341;Maastricht/District 15;Augustus  1988;17.4;206.1;36.0
1342;Maastricht/District 15;September 1988;13.9;86.8;61.0
1343;Maastricht/District 15;Oktober   1988;11.2;77.9;65.0
1344;Maastricht/District 15;November  1988;5.5;64.5;40.0
1345;Maastricht/District 15;December  1988;6.4;11.9;103.0
1346;Maastricht/District 15;Jaarcijfer 1988;10.4;1246.4;866.0
1347;Maastricht/District 15;Januari   1989;4.1;75.6;25.0
1348;Maastricht/District 15;Februari  1989;5.1;86.9;55.0
1349;Maastricht/District 15;Maart     1989;8.7;116.4;82.0
1350;Maastricht/District 15;April     1989;7.4;93.5;130.0
1351;Maastricht/District 15;Mei       1989;15.0;321.8;27.0
1352;Maastricht/District 15;Juni      1989;15.8;227.2;67.0
1353;Maastricht/District 15;Juli      1989;18.6;193.5;37.0
1354;Maastricht/District 15;Augustus  1989;17.9;195.3;56.0
1355;Maastricht/District 15;September 1989;15.7;136.2;54.0
1356;Maastricht/District 15;Oktober   1989;12.6;106.0;64.0
1357;Maastricht/District 15;November  1989;5.2;121.6;25.0
1358;Maastricht/District 15;December  1989;4.6;36.6;108.0
1359;Maastricht/District 15;Jaarcijfer 1989;10.9;1710.6;730.0
1360;Maastricht/District 15;Januari   1990;4.9;32.8;55.0
1361;Maastricht/District 15;Februari  1990;7.6;93.9;83.0
1362;Maastricht/District 15;Maart     1990;8.2;114.4;42.0
1363;Maastricht/District 15;April     1990;8.2;190.7;46.0
1364;Maastricht/District 15;Mei       1990;14.6;289.9;22.0
1365;Maastricht/District 15;Juni      1990;15.2;130.7;80.0
1366;Maastricht/District 15;Juli      1990;17.3;260.7;46.0
1367;Maastricht/District 15;Augustus  1990;19.4;183.4;39.0
1368;Maastricht/District 15;September 1990;12.6;95.7;90.0
1369;Maastricht/District 15;Oktober   1990;12.2;118.6;42.0
1370;Maastricht/District 15;November  1990;5.9;57.4;76.0
1371;Maastricht/District 15;December  1990;2.9;32.4;98.0
1372;Maastricht/District 15;Jaarcijfer 1990;10.8;1600.6;719.0
1373;Maastricht/District 15;Januari   1961/1990;2.0;42.3;58.8
1374;Maastricht/District 15;Februari  1961/1990;2.5;71.4;53.9
1375;Maastricht/District 15;Maart     1961/1990;5.2;97.9;61.7
1376;Maastricht/District 15;April     1961/1990;8.2;140.6;52.3
1377;Maastricht/District 15;Mei       1961/1990;12.5;186.9;63.1
1378;Maastricht/District 15;Juni      1961/1990;15.5;176.4;74.7
1379;Maastricht/District 15;Juli      1961/1990;17.2;182.8;69.5
1380;Maastricht/District 15;Augustus  1961/1990;17.0;175.3;66.7
1381;Maastricht/District 15;September 1961/1990;14.2;134.3;56.9
1382;Maastricht/District 15;Oktober   1961/1990;10.5;107.7;59.9
1383;Maastricht/District 15;November  1961/1990;5.8;57.5;72.2
1384;Maastricht/District 15;December  1961/1990;3.0;38.0;71.4
1385;Maastricht/District 15;Jaarcijfer 1961/1990;9.5;1411.1;761.1
1386;Maastricht/District 15;Januari   1991;2.8;84.9;68.6
1387;Maastricht/District 15;Februari  1991;-0.6;71.2;27.3
1388;Maastricht/District 15;Maart     1991;8.7;92.2;34.9
1389;Maastricht/District 15;April     1991;8.2;185.4;31.3
1390;Maastricht/District 15;Mei       1991;10.3;143.7;39.5
1391;Maastricht/District 15;Juni      1991;13.2;107.7;96.3
1392;Maastricht/District 15;Juli      1991;19.1;212.0;56.2
1393;Maastricht/District 15;Augustus  1991;18.6;232.9;32.8
1394;Maastricht/District 15;September 1991;16.0;153.4;33.2
1395;Maastricht/District 15;Oktober   1991;10.1;99.2;33.0
1396;Maastricht/District 15;November  1991;5.3;56.9;111.5
1397;Maastricht/District 15;December  1991;3.0;48.0;90.7
1398;Maastricht/District 15;Jaarcijfer 1991;9.6;1275.5;655.3
1399;Maastricht/District 15;Januari   1992;2.0;38.6;31.1
1400;Maastricht/District 15;Februari  1992;4.5;67.2;35.7
1401;Maastricht/District 15;Maart     1992;6.8;90.8;74.8
1402;Maastricht/District 15;April     1992;8.8;127.3;60.2
1403;Maastricht/District 15;Mei       1992;15.3;241.4;35.5
1404;Maastricht/District 15;Juni      1992;16.6;187.2;94.1
1405;Maastricht/District 15;Juli      1992;18.7;212.0;75.5
1406;Maastricht/District 15;Augustus  1992;18.5;167.1;118.2
1407;Maastricht/District 15;September 1992;14.6;163.9;49.2
1408;Maastricht/District 15;Oktober   1992;7.6;103.2;82.7
1409;Maastricht/District 15;November  1992;7.4;46.1;79.5
1410;Maastricht/District 15;December  1992;3.5;63.6;64.3
1411;Maastricht/District 15;Jaarcijfer 1992;10.4;1508.4;800.8
1412;Maastricht/District 15;Januari   1993;5.0;62.1;109.8
1413;Maastricht/District 15;Februari  1993;1.0;57.3;28.3
1414;Maastricht/District 15;Maart     1993;6.1;201.1;7.4
1415;Maastricht/District 15;April     1993;11.5;164.3;33.6
1416;Maastricht/District 15;Mei       1993;14.9;225.7;68.9
1417;Maastricht/District 15;Juni      1993;16.8;195.2;28.8
1418;Maastricht/District 15;Juli      1993;17.0;166.4;109.6
1419;Maastricht/District 15;Augustus  1993;15.9;165.6;46.6
1420;Maastricht/District 15;September 1993;13.3;106.5;156.5
1421;Maastricht/District 15;Oktober   1993;9.0;92.6;78.4
1422;Maastricht/District 15;November  1993;2.1;88.7;38.7
1423;Maastricht/District 15;December  1993;5.1;16.9;159.4
1424;Maastricht/District 15;Jaarcijfer 1993;9.8;1525.5;866.0
1425;Maastricht/District 15;Januari   1994;4.5;49.8;96.7
1426;Maastricht/District 15;Februari  1994;2.3;87.8;27.2
1427;Maastricht/District 15;Maart     1994;7.7;115.3;90.0
1428;Maastricht/District 15;April     1994;8.7;144.8;43.0
1429;Maastricht/District 15;Mei       1994;12.9;159.6;51.5
1430;Maastricht/District 15;Juni      1994;16.4;220.3;55.9
1431;Maastricht/District 15;Juli      1994;22.2;252.1;28.1
1432;Maastricht/District 15;Augustus  1994;18.3;175.9;69.4
1433;Maastricht/District 15;September 1994;13.7;86.9;114.2
1434;Maastricht/District 15;Oktober   1994;9.7;118.1;53.0
1435;Maastricht/District 15;November  1994;9.9;64.1;60.6
1436;Maastricht/District 15;December  1994;5.6;70.4;87.5
1437;Maastricht/District 15;Jaarcijfer 1994;11.0;1545.1;777.1
1438;Maastricht/District 15;Januari   1995;3.5;67.9;139.8
1439;Maastricht/District 15;Februari  1995;6.5;67.5;95.8
1440;Maastricht/District 15;Maart     1995;5.2;177.5;73.9
1441;Maastricht/District 15;April     1995;9.1;111.4;56.1
1442;Maastricht/District 15;Mei       1995;13.5;215.2;44.8
1443;Maastricht/District 15;Juni      1995;15.0;171.9;66.8
1444;Maastricht/District 15;Juli      1995;21.2;262.3;33.0
1445;Maastricht/District 15;Augustus  1995;20.4;250.6;16.9
1446;Maastricht/District 15;September 1995;14.0;104.3;80.0
1447;Maastricht/District 15;Oktober   1995;13.6;142.4;39.5
1448;Maastricht/District 15;November  1995;6.4;92.4;55.5
1449;Maastricht/District 15;December  1995;0.2;55.3;59.2
1450;Maastricht/District 15;Jaarcijfer 1995;10.7;1718.7;761.5
1451;Maastricht/District 15;Januari   1996;0.9;89.1;12.3
1452;Maastricht/District 15;Februari  1996;0.7;61.1;56.7
1453;Maastricht/District 15;Maart     1996;3.3;127.4;22.5
1454;Maastricht/District 15;April     1996;9.9;237.4;8.6
1455;Maastricht/District 15;Mei       1996;11.1;116.5;46.9
1456;Maastricht/District 15;Juni      1996;16.5;227.7;40.3
1457;Maastricht/District 15;Juli      1996;16.9;196.4;50.7
1458;Maastricht/District 15;Augustus  1996;17.6;182.4;197.7
1459;Maastricht/District 15;September 1996;12.4;139.1;39.1
1460;Maastricht/District 15;Oktober   1996;10.7;128.9;55.8
1461;Maastricht/District 15;November  1996;5.4;46.2;88.9
1462;Maastricht/District 15;December  1996;0.1;59.8;49.3
1463;Maastricht/District 15;Jaarcijfer 1996;8.8;1525.5;668.8
1464;Maastricht/District 15;Januari   1997;-1.1;78.5;6.4
1465;Maastricht/District 15;Februari  1997;6.3;66.6;93.5
1466;Maastricht/District 15;Maart     1997;8.4;128.4;37.7
1467;Maastricht/District 15;April     1997;8.0;199.1;59.6
1468;Maastricht/District 15;Mei       1997;13.1;226.8;98.8
1469;Maastricht/District 15;Juni      1997;16.2;185.7;109.2
1470;Maastricht/District 15;Juli      1997;16.2;169.6;89.0
1471;Maastricht/District 15;Augustus  1997;20.9;252.7;49.1
1472;Maastricht/District 15;September 1997;14.6;186.1;34.6
1473;Maastricht/District 15;Oktober   1997;9.7;137.2;77.4
1474;Maastricht/District 15;November  1997;6.4;74.6;42.8
1475;Maastricht/District 15;December  1997;4.8;34.7;77.3
1476;Maastricht/District 15;Jaarcijfer 1997;10.4;1740.0;775.4
1477;Maastricht/District 15;Januari   1998;4.3;66.1;46.4
1478;Maastricht/District 15;Februari  1998;5.9;114.3;10.3
1479;Maastricht/District 15;Maart     1998;7.2;98.7;66.9
1480;Maastricht/District 15;April     1998;9.1;94.6;102.3
1481;Maastricht/District 15;Mei       1998;15.3;215.6;38.3
1482;Maastricht/District 15;Juni      1998;16.4;162.5;152.0
1483;Maastricht/District 15;Juli      1998;16.4;117.8;54.8
1484;Maastricht/District 15;Augustus  1998;17.4;195.7;58.2
1485;Maastricht/District 15;September 1998;14.9;100.2;147.5
1486;Maastricht/District 15;Oktober   1998;9.6;40.7;130.8
1487;Maastricht/District 15;November  1998;3.5;86.0;103.6
1488;Maastricht/District 15;December  1998;4.3;37.7;51.1
1489;Maastricht/District 15;Jaarcijfer 1998;10.4;1329.9;962.2
1490;Maastricht/District 15;Januari   1999;5.2;55.2;98.8
1491;Maastricht/District 15;Februari  1999;2.5;64.8;94.2
1492;Maastricht/District 15;Maart     1999;7.4;124.9;79.7
1493;Maastricht/District 15;April     1999;10.1;163.9;68.8
1494;Maastricht/District 15;Mei       1999;14.9;214.9;62.0
1495;Maastricht/District 15;Juni      1999;15.7;195.9;81.3
1496;Maastricht/District 15;Juli      1999;19.8;255.4;74.0
1497;Maastricht/District 15;Augustus  1999;18.1;183.8;78.8
1498;Maastricht/District 15;September 1999;18.1;165.0;46.3
1499;Maastricht/District 15;Oktober   1999;10.6;122.6;61.4
1500;Maastricht/District 15;November  1999;4.2;72.1;51.4
1501;Maastricht/District 15;December  1999;3.7;31.9;130.6
1502;Maastricht/District 15;Jaarcijfer 1999;10.9;1650.4;927.3
1503;Maastricht/District 15;Januari   2000;3.7;60.3;59.5
1504;Maastricht/District 15;Februari  2000;5.7;94.1;86.4
