ID;StationDistrict;Perioden;Temperatuur_1;Zonneschijn_2;Neerslag_3
72;De Kooy/District 1;Augustus  1983;17.2;223.3;25.0
73;De Kooy/District 1;September 1983;14.2;119.5;181.0
74;De Kooy/District 1;Oktober   1983;11.5;100.0;86.0
75;De Kooy/District 1;November  1983;7.2;65.8;69.0
76;De Kooy/District 1;December  1983;4.3;58.8;67.0
77;De Kooy/District 1;Jaarcijfer 1983;9.8;1595.9;864.0
78;De Kooy/District 1;Januari   1984;3.9;45.1;119.0
79;De Kooy/District 1;Februari  1984;2.2;71.3;43.0
80;De Kooy/District 1;Maart     1984;4.0;136.6;58.0
81;De Kooy/District 1;April     1984;7.4;216.8;16.0
82;De Kooy/District 1;Mei       1984;10.0;119.6;82.0
83;De Kooy/District 1;Juni      1984;12.8;179.9;68.0
84;De Kooy/District 1;Juli      1984;15.2;130.9;56.0
85;De Kooy/District 1;Augustus  1984;17.6;229.7;22.0
86;De Kooy/District 1;September 1984;14.0;89.2;170.0
87;De Kooy/District 1;Oktober   1984;12.2;80.8;67.0
88;De Kooy/District 1;November  1984;8.3;49.3;96.0
89;De Kooy/District 1;December  1984;5.3;37.6;54.0
90;De Kooy/District 1;Jaarcijfer 1984;9.4;1386.8;851.0
91;De Kooy/District 1;Januari   1985;-1.9;41.2;107.0
92;De Kooy/District 1;Februari  1985;0.4;95.1;5.0
93;De Kooy/District 1;Maart     1985;3.5;82.3;50.0
94;De Kooy/District 1;April     1985;7.5;138.7;45.0
95;De Kooy/District 1;Mei       1985;11.8;192.3;40.0
96;De Kooy/District 1;Juni      1985;13.0;170.1;117.0
97;De Kooy/District 1;Juli      1985;16.3;208.7;120.0
98;De Kooy/District 1;Augustus  1985;15.6;191.0;105.0
99;De Kooy/District 1;September 1985;14.3;127.7;44.0
100;De Kooy/District 1;Oktober   1985;11.2;122.8;43.0
101;De Kooy/District 1;November  1985;3.6;55.5;112.0
102;De Kooy/District 1;December  1985;6.0;19.4;88.0
103;De Kooy/District 1;Jaarcijfer 1985;8.8;1444.8;876.0
104;De Kooy/District 1;Januari   1986;2.5;50.6;96.0
105;De Kooy/District 1;Februari  1986;-3.5;140.1;6.0
106;De Kooy/District 1;Maart     1986;2.8;105.4;51.0
107;De Kooy/District 1;April     1986;5.5;144.2;35.0
108;De Kooy/District 1;Mei       1986;11.5;277.0;44.0
109;De Kooy/District 1;Juni      1986;14.8;274.7;46.0
110;De Kooy/District 1;Juli      1986;16.1;221.0;80.0
111;De Kooy/District 1;Augustus  1986;15.3;188.3;102.0
112;De Kooy/District 1;September 1986;12.5;164.3;41.0
113;De Kooy/District 1;Oktober   1986;11.7;111.4;112.0
114;De Kooy/District 1;November  1986;8.8;57.3;93.0
115;De Kooy/District 1;December  1986;5.8;26.7;136.0
116;De Kooy/District 1;Jaarcijfer 1986;8.7;1761.0;842.0
117;De Kooy/District 1;Januari   1987;-1.4;61.7;64.0
118;De Kooy/District 1;Februari  1987;1.9;69.2;35.0
119;De Kooy/District 1;Maart     1987;1.5;128.0;60.0
120;De Kooy/District 1;April     1987;9.0;169.2;19.0
121;De Kooy/District 1;Mei       1987;9.2;198.7;46.0
122;De Kooy/District 1;Juni      1987;12.6;146.6;79.0
123;De Kooy/District 1;Juli      1987;16.3;203.0;129.0
124;De Kooy/District 1;Augustus  1987;15.8;144.2;70.0
125;De Kooy/District 1;September 1987;14.6;156.6;81.0
126;De Kooy/District 1;Oktober   1987;10.9;98.2;107.0
127;De Kooy/District 1;November  1987;7.8;31.1;110.0
128;De Kooy/District 1;December  1987;4.7;27.3;53.0
129;De Kooy/District 1;Jaarcijfer 1987;8.6;1433.8;853.0
130;De Kooy/District 1;Januari   1988;6.0;32.4;138.0
131;De Kooy/District 1;Februari  1988;5.0;70.9;78.0
132;De Kooy/District 1;Maart     1988;5.1;98.6;99.0
133;De Kooy/District 1;April     1988;7.8;186.8;11.0
134;De Kooy/District 1;Mei       1988;13.1;229.4;36.0
135;De Kooy/District 1;Juni      1988;13.9;130.9;26.0
136;De Kooy/District 1;Juli      1988;15.7;160.4;154.0
137;De Kooy/District 1;Augustus  1988;16.2;173.0;68.0
138;De Kooy/District 1;September 1988;14.5;117.8;102.0
139;De Kooy/District 1;Oktober   1988;11.2;88.6;85.0
140;De Kooy/District 1;November  1988;7.0;62.9;50.0
141;De Kooy/District 1;December  1988;7.2;27.9;53.0
142;De Kooy/District 1;Jaarcijfer 1988;10.2;1379.6;900.0
143;De Kooy/District 1;Januari   1989;5.7;62.8;21.0
144;De Kooy/District 1;Februari  1989;5.7;94.7;52.0
145;De Kooy/District 1;Maart     1989;7.8;110.1;81.0
146;De Kooy/District 1;April     1989;6.5;128.9;53.0
147;De Kooy/District 1;Mei       1989;13.1;334.2;8.0
148;De Kooy/District 1;Juni      1989;15.2;261.2;51.0
149;De Kooy/District 1;Juli      1989;17.2;228.8;59.0
150;De Kooy/District 1;Augustus  1989;16.9;197.1;40.0
151;De Kooy/District 1;September 1989;15.9;159.3;32.0
152;De Kooy/District 1;Oktober   1989;12.9;98.4;88.0
153;De Kooy/District 1;November  1989;6.4;119.6;48.0
154;De Kooy/District 1;December  1989;5.3;33.8;89.0
155;De Kooy/District 1;Jaarcijfer 1989;10.7;1828.9;622.0
156;De Kooy/District 1;Januari   1990;6.0;24.3;47.0
157;De Kooy/District 1;Februari  1990;7.3;79.5;83.0
158;De Kooy/District 1;Maart     1990;8.0;164.1;50.0
159;De Kooy/District 1;April     1990;8.3;236.2;46.0
160;De Kooy/District 1;Mei       1990;12.8;291.7;44.0
161;De Kooy/District 1;Juni      1990;14.5;163.4;46.0
162;De Kooy/District 1;Juli      1990;16.3;244.4;29.0
163;De Kooy/District 1;Augustus  1990;18.1;239.5;45.0
164;De Kooy/District 1;September 1990;14.1;108.1;124.0
165;De Kooy/District 1;Oktober   1990;12.4;117.3;70.0
166;De Kooy/District 1;November  1990;7.1;47.7;115.0
167;De Kooy/District 1;December  1990;5.1;23.4;61.0
168;De Kooy/District 1;Jaarcijfer 1990;10.8;1739.6;760.0
169;De Kooy/District 1;Januari   1961/1990;2.7;46.2;63.3
170;De Kooy/District 1;Februari  1961/1990;2.6;74.5;41.0
171;De Kooy/District 1;Maart     1961/1990;4.6;119.2;51.5
172;De Kooy/District 1;April     1961/1990;7.3;165.5;41.4
173;De Kooy/District 1;Mei       1961/1990;11.3;223.5;42.2
174;De Kooy/District 1;Juni      1961/1990;14.2;215.9;48.6
175;De Kooy/District 1;Juli      1961/1990;16.2;204.1;64.9
176;De Kooy/District 1;Augustus  1961/1990;16.6;199.9;67.7
177;De Kooy/District 1;September 1961/1990;14.6;140.8;82.2
178;De Kooy/District 1;Oktober   1961/1990;11.3;98.9;82.6
179;De Kooy/District 1;November  1961/1990;7.1;54.7;91.0
180;De Kooy/District 1;December  1961/1990;4.2;37.8;75.6
181;De Kooy/District 1;Jaarcijfer 1961/1990;9.4;1581.0;752.0
182;De Kooy/District 1;Januari   1991;3.6;77.7;56.4
183;De Kooy/District 1;Februari  1991;-0.6;82.4;23.9
184;De Kooy/District 1;Maart     1991;7.5;112.6;33.8
185;De Kooy/District 1;April     1991;8.1;213.0;35.4
186;De Kooy/District 1;Mei       1991;9.4;160.3;31.9
187;De Kooy/District 1;Juni      1991;12.3;128.0;84.6
188;De Kooy/District 1;Juli      1991;18.1;261.6;35.7
189;De Kooy/District 1;Augustus  1991;17.6;236.4;15.0
190;De Kooy/District 1;September 1991;15.5;138.6;62.5
191;De Kooy/District 1;Oktober   1991;10.7;104.9;74.0
192;De Kooy/District 1;November  1991;6.6;56.2;125.2
193;De Kooy/District 1;December  1991;5.0;60.5;41.3
194;De Kooy/District 1;Jaarcijfer 1991;9.5;1632.2;619.7
195;De Kooy/District 1;Januari   1992;4.1;46.4;34.9
196;De Kooy/District 1;Februari  1992;5.2;80.2;31.3
197;De Kooy/District 1;Maart     1992;6.4;102.1;74.1
198;De Kooy/District 1;April     1992;8.2;159.1;52.8
199;De Kooy/District 1;Mei       1992;14.7;310.3;67.7
200;De Kooy/District 1;Juni      1992;16.8;266.5;70.5
201;De Kooy/District 1;Juli      1992;17.7;238.0;53.4
202;De Kooy/District 1;Augustus  1992;17.2;175.9;115.2
203;De Kooy/District 1;September 1992;14.7;125.2;72.8
204;De Kooy/District 1;Oktober   1992;8.8;99.7;153.4
205;De Kooy/District 1;November  1992;8.2;55.3;143.0
206;De Kooy/District 1;December  1992;4.3;47.8;47.7
207;De Kooy/District 1;Jaarcijfer 1992;10.5;1706.5;916.8
208;De Kooy/District 1;Januari   1993;4.5;56.8;70.0
209;De Kooy/District 1;Februari  1993;3.4;;25.0
210;De Kooy/District 1;Maart     1993;5.1;;11.8
211;De Kooy/District 1;April     1993;9.6;196.3;34.2
212;De Kooy/District 1;Mei       1993;12.9;279.3;56.7
213;De Kooy/District 1;Juni      1993;14.9;230.6;41.2
214;De Kooy/District 1;Juli      1993;15.6;193.9;83.3
215;De Kooy/District 1;Augustus  1993;15.3;191.8;82.0
216;De Kooy/District 1;September 1993;13.4;135.4;123.6
217;De Kooy/District 1;Oktober   1993;9.6;104.8;99.8
218;De Kooy/District 1;November  1993;2.8;66.5;68.7
219;De Kooy/District 1;December  1993;5.3;29.0;151.4
220;De Kooy/District 1;Jaarcijfer 1993;9.4;;847.7
221;De Kooy/District 1;Januari   1994;5.5;63.7;90.9
222;De Kooy/District 1;Februari  1994;1.4;106.8;27.7
223;De Kooy/District 1;Maart     1994;6.5;135.9;88.6
224;De Kooy/District 1;April     1994;7.9;181.2;66.9
225;De Kooy/District 1;Mei       1994;11.6;174.4;54.1
226;De Kooy/District 1;Juni      1994;14.3;224.2;31.3
227;De Kooy/District 1;Juli      1994;19.8;300.2;48.1
228;De Kooy/District 1;Augustus  1994;17.7;210.7;72.2
229;De Kooy/District 1;September 1994;14.1;112.3;183.1
230;De Kooy/District 1;Oktober   1994;10.1;122.3;113.8
231;De Kooy/District 1;November  1994;9.9;44.8;59.8
232;De Kooy/District 1;December  1994;6.4;58.9;98.4
233;De Kooy/District 1;Jaarcijfer 1994;10.4;1735.4;934.9
234;De Kooy/District 1;Januari   1995;4.2;61.6;119.2
235;De Kooy/District 1;Februari  1995;6.4;100.3;80.5
236;De Kooy/District 1;Maart     1995;5.5;192.3;91.2
237;De Kooy/District 1;April     1995;8.2;184.9;21.5
238;De Kooy/District 1;Mei       1995;12.1;243.6;50.6
239;De Kooy/District 1;Juni      1995;13.6;206.3;62.7
240;De Kooy/District 1;Juli      1995;18.6;308.4;86.6
241;De Kooy/District 1;Augustus  1995;19.3;297.7;38.0
242;De Kooy/District 1;September 1995;14.9;137.9;152.1
243;De Kooy/District 1;Oktober   1995;13.3;139.5;33.1
244;De Kooy/District 1;November  1995;7.6;66.6;58.4
245;De Kooy/District 1;December  1995;-0.6;73.3;28.5
246;De Kooy/District 1;Jaarcijfer 1995;10.3;2012.4;822.3
247;De Kooy/District 1;Januari   1996;-1.1;86.5;10.8
248;De Kooy/District 1;Februari  1996;-0.3;85.9;50.9
249;De Kooy/District 1;Maart     1996;2.4;144.6;16.3
250;De Kooy/District 1;April     1996;8.1;243.0;11.6
251;De Kooy/District 1;Mei       1996;9.6;173.7;54.4
252;De Kooy/District 1;Juni      1996;14.2;227.1;23.4
253;De Kooy/District 1;Juli      1996;15.8;196.2;30.0
254;De Kooy/District 1;Augustus  1996;17.6;211.8;88.2
255;De Kooy/District 1;September 1996;13.6;185.0;54.5
256;De Kooy/District 1;Oktober   1996;11.7;127.8;91.9
257;De Kooy/District 1;November  1996;7.0;74.6;154.7
258;De Kooy/District 1;December  1996;1.3;70.4;43.8
259;De Kooy/District 1;Jaarcijfer 1996;8.3;1826.6;630.5
260;De Kooy/District 1;Januari   1997;-0.9;82.3;7.7
261;De Kooy/District 1;Februari  1997;5.1;85.6;61.9
262;De Kooy/District 1;Maart     1997;6.7;139.1;27.4
263;De Kooy/District 1;April     1997;7.3;191.6;24.4
264;De Kooy/District 1;Mei       1997;11.5;215.1;54.0
265;De Kooy/District 1;Juni      1997;15.0;226.7;104.1
266;De Kooy/District 1;Juli      1997;17.0;237.6;60.2
267;De Kooy/District 1;Augustus  1997;20.5;266.4;41.0
268;De Kooy/District 1;September 1997;15.2;187.0;40.9
269;De Kooy/District 1;Oktober   1997;10.7;126.2;93.1
270;De Kooy/District 1;November  1997;6.5;59.8;50.6
271;De Kooy/District 1;December  1997;5.2;45.2;91.8
272;De Kooy/District 1;Jaarcijfer 1997;10.1;1862.6;657.1
273;De Kooy/District 1;Januari   1998;5.1;70.1;92.8
274;De Kooy/District 1;Februari  1998;6.3;113.4;19.9
275;De Kooy/District 1;Maart     1998;7.0;105.9;73.8
276;De Kooy/District 1;April     1998;8.7;134.7;98.2
277;De Kooy/District 1;Mei       1998;13.4;221.8;24.2
278;De Kooy/District 1;Juni      1998;15.1;176.0;99.7
279;De Kooy/District 1;Juli      1998;15.9;174.9;54.0
280;De Kooy/District 1;Augustus  1998;16.3;213.0;71.0
281;De Kooy/District 1;September 1998;15.0;103.2;130.2
282;De Kooy/District 1;Oktober   1998;10.5;74.7;166.0
283;De Kooy/District 1;November  1998;4.5;91.0;85.7
284;De Kooy/District 1;December  1998;4.8;66.4;81.5
285;De Kooy/District 1;Jaarcijfer 1998;10.2;1545.1;997.0
286;De Kooy/District 1;Januari   1999;5.3;80.6;86.8
287;De Kooy/District 1;Februari  1999;3.9;135.0;54.8
288;De Kooy/District 1;Maart     1999;6.6;105.7;83.7
289;De Kooy/District 1;April     1999;9.3;211.8;50.4
290;De Kooy/District 1;Mei       1999;13.0;268.2;30.9
291;De Kooy/District 1;Juni      1999;14.5;261.1;88.7
292;De Kooy/District 1;Juli      1999;18.1;252.7;37.0
293;De Kooy/District 1;Augustus  1999;17.7;186.4;94.6
294;De Kooy/District 1;September 1999;17.6;162.8;92.2
295;De Kooy/District 1;Oktober   1999;11.6;132.8;88.1
296;De Kooy/District 1;November  1999;8.1;79.0;85.0
297;De Kooy/District 1;December  1999;5.7;58.3;166.6
298;De Kooy/District 1;Jaarcijfer 1999;10.8;1934.4;938.8
299;De Kooy/District 1;Januari   2000;5.1;63.8;52.4
300;De Kooy/District 1;Februari  2000;5.8;110.6;67.6
301;Eelde/District 3;Januari   1931/1960;0.9;47.1;61.0
302;Eelde/District 3;Februari  1931/1960;1.3;63.9;46.0
303;Eelde/District 3;Maart     1931/1960;3.9;111.2;40.0
304;Eelde/District 3;April     1931/1960;7.5;158.3;45.0
305;Eelde/District 3;Mei       1931/1960;11.5;208.5;52.0
306;Eelde/District 3;Juni      1931/1960;14.5;207.7;54.0
307;Eelde/District 3;Juli      1931/1960;16.3;186.6;86.0
308;Eelde/District 3;Augustus  1931/1960;16.3;179.0;86.0
309;Eelde/District 3;September 1931/1960;13.7;139.4;69.0
310;Eelde/District 3;Oktober   1931/1960;9.4;93.5;70.0
311;Eelde/District 3;November  1931/1960;5.4;45.9;69.0
312;Eelde/District 3;December  1931/1960;2.5;37.6;58.0
313;Eelde/District 3;Jaarcijfer 1931/1960;8.6;1478.7;736.0
314;Eelde/District 3;Januari   1951/1980;1.2;41.1;61.0
315;Eelde/District 3;Februari  1951/1980;1.3;61.0;44.0
316;Eelde/District 3;Maart     1951/1980;3.9;106.1;46.0
317;Eelde/District 3;April     1951/1980;7.2;156.7;47.0
318;Eelde/District 3;Mei       1951/1980;11.4;198.4;55.0
319;Eelde/District 3;Juni      1951/1980;14.7;205.9;62.0
320;Eelde/District 3;Juli      1951/1980;15.9;181.9;88.0
321;Eelde/District 3;Augustus  1951/1980;15.9;179.6;85.0
322;Eelde/District 3;September 1951/1980;13.5;135.0;69.0
323;Eelde/District 3;Oktober   1951/1980;9.7;93.3;68.0
324;Eelde/District 3;November  1951/1980;5.4;51.8;77.0
325;Eelde/District 3;December  1951/1980;2.6;35.0;74.0
326;Eelde/District 3;Jaarcijfer 1951/1980;8.6;1445.8;776.0
327;Eelde/District 3;Januari   1980;-1.0;41.0;52.0
328;Eelde/District 3;Februari  1980;3.1;60.8;52.0
329;Eelde/District 3;Maart     1980;3.8;88.2;49.0
330;Eelde/District 3;April     1980;7.3;161.6;44.0
331;Eelde/District 3;Mei       1980;10.9;280.5;18.0
332;Eelde/District 3;Juni      1980;14.2;140.7;92.0
333;Eelde/District 3;Juli      1980;15.0;113.7;144.0
334;Eelde/District 3;Augustus  1980;16.2;153.6;63.0
335;Eelde/District 3;September 1980;14.4;149.2;47.0
336;Eelde/District 3;Oktober   1980;8.6;87.3;110.0
337;Eelde/District 3;November  1980;4.6;60.8;99.0
338;Eelde/District 3;December  1980;3.1;40.9;77.0
339;Eelde/District 3;Jaarcijfer 1980;8.4;1378.3;847.0
340;Eelde/District 3;Januari   1981;1.8;46.6;85.0
341;Eelde/District 3;Februari  1981;0.9;42.1;44.0
342;Eelde/District 3;Maart     1981;7.2;49.8;133.0
343;Eelde/District 3;April     1981;7.6;168.0;18.0
344;Eelde/District 3;Mei       1981;13.4;197.0;50.0
345;Eelde/District 3;Juni      1981;14.0;129.0;79.0
346;Eelde/District 3;Juli      1981;15.7;160.7;71.0
347;Eelde/District 3;Augustus  1981;16.2;156.4;49.0
348;Eelde/District 3;September 1981;14.5;155.4;61.0
349;Eelde/District 3;Oktober   1981;8.1;85.6;125.0
350;Eelde/District 3;November  1981;5.9;47.6;91.0
351;Eelde/District 3;December  1981;-2.3;25.6;59.0
352;Eelde/District 3;Jaarcijfer 1981;8.6;1263.7;878.0
353;Eelde/District 3;Januari   1982;-0.5;64.0;75.0
354;Eelde/District 3;Februari  1982;2.1;94.3;17.0
355;Eelde/District 3;Maart     1982;4.5;117.5;67.0
356;Eelde/District 3;April     1982;6.7;206.6;34.0
357;Eelde/District 3;Mei       1982;11.8;249.8;51.0
358;Eelde/District 3;Juni      1982;15.9;204.1;93.0
359;Eelde/District 3;Juli      1982;17.9;251.6;20.0
360;Eelde/District 3;Augustus  1982;17.1;183.3;81.0
361;Eelde/District 3;September 1982;14.8;154.3;33.0
362;Eelde/District 3;Oktober   1982;10.9;73.9;91.0
363;Eelde/District 3;November  1982;7.2;39.3;62.0
364;Eelde/District 3;December  1982;2.8;25.8;75.0
365;Eelde/District 3;Jaarcijfer 1982;9.3;1664.5;699.0
366;Eelde/District 3;Januari   1983;5.6;29.3;97.0
367;Eelde/District 3;Februari  1983;0.1;88.0;41.0
368;Eelde/District 3;Maart     1983;5.2;86.0;85.0
369;Eelde/District 3;April     1983;8.0;103.5;97.0
370;Eelde/District 3;Mei       1983;10.8;101.7;142.0
371;Eelde/District 3;Juni      1983;15.7;251.0;42.0
372;Eelde/District 3;Juli      1983;18.4;251.2;18.0
373;Eelde/District 3;Augustus  1983;17.5;211.8;20.0
374;Eelde/District 3;September 1983;13.8;115.1;78.0
375;Eelde/District 3;Oktober   1983;10.2;97.9;89.0
376;Eelde/District 3;November  1983;5.9;63.9;64.0
377;Eelde/District 3;December  1983;2.7;43.4;62.0
378;Eelde/District 3;Jaarcijfer 1983;9.5;1442.8;835.0
379;Eelde/District 3;Januari   1984;2.7;25.3;134.0
380;Eelde/District 3;Februari  1984;1.0;69.2;47.0
381;Eelde/District 3;Maart     1984;3.0;124.9;54.0
382;Eelde/District 3;April     1984;6.9;207.3;19.0
383;Eelde/District 3;Mei       1984;10.3;113.2;67.0
384;Eelde/District 3;Juni      1984;12.8;104.8;76.0
385;Eelde/District 3;Juli      1984;14.8;98.3;67.0
386;Eelde/District 3;Augustus  1984;17.1;184.5;18.0
387;Eelde/District 3;September 1984;12.8;78.3;115.0
388;Eelde/District 3;Oktober   1984;11.0;80.7;108.0
389;Eelde/District 3;November  1984;6.7;59.3;74.0
390;Eelde/District 3;December  1984;3.5;27.8;42.0
391;Eelde/District 3;Jaarcijfer 1984;8.6;1173.6;821.0
392;Eelde/District 3;Januari   1985;-3.7;31.9;73.0
393;Eelde/District 3;Februari  1985;-1.2;80.4;6.0
394;Eelde/District 3;Maart     1985;3.5;46.1;62.0
395;Eelde/District 3;April     1985;8.0;112.0;55.0
396;Eelde/District 3;Mei       1985;12.9;182.0;45.0
397;Eelde/District 3;Juni      1985;12.9;125.4;132.0
398;Eelde/District 3;Juli      1985;16.1;174.1;102.0
399;Eelde/District 3;Augustus  1985;15.4;165.9;103.0
400;Eelde/District 3;September 1985;13.3;122.9;59.0
401;Eelde/District 3;Oktober   1985;10.0;98.9;30.0
402;Eelde/District 3;November  1985;1.8;47.0;107.0
403;Eelde/District 3;December  1985;5.4;8.8;80.0
404;Eelde/District 3;Jaarcijfer 1985;8.1;1195.4;854.0
405;Eelde/District 3;Januari   1986;1.6;44.6;105.0
406;Eelde/District 3;Februari  1986;-4.9;105.4;4.0
407;Eelde/District 3;Maart     1986;2.7;71.9;53.0
408;Eelde/District 3;April     1986;5.8;125.6;38.0
409;Eelde/District 3;Mei       1986;12.6;223.0;32.0
410;Eelde/District 3;Juni      1986;15.0;245.0;77.0
411;Eelde/District 3;Juli      1986;15.9;142.0;48.0
412;Eelde/District 3;Augustus  1986;15.0;161.5;85.0
413;Eelde/District 3;September 1986;11.0;125.0;55.0
414;Eelde/District 3;Oktober   1986;10.4;93.0;86.0
415;Eelde/District 3;November  1986;7.5;44.3;69.0
416;Eelde/District 3;December  1986;3.9;28.6;147.0
417;Eelde/District 3;Jaarcijfer 1986;8.9;1409.9;777.0
418;Eelde/District 3;Januari   1987;-3.8;53.4;51.0
419;Eelde/District 3;Februari  1987;0.9;66.0;34.0
420;Eelde/District 3;Maart     1987;0.5;132.3;71.0
421;Eelde/District 3;April     1987;9.4;154.2;21.0
422;Eelde/District 3;Mei       1987;9.1;162.1;68.0
423;Eelde/District 3;Juni      1987;12.8;93.3;100.0
424;Eelde/District 3;Juli      1987;15.9;184.2;101.0
425;Eelde/District 3;Augustus  1987;15.3;112.7;71.0
426;Eelde/District 3;September 1987;13.5;145.6;91.0
427;Eelde/District 3;Oktober   1987;10.3;111.3;74.0
428;Eelde/District 3;November  1987;7.0;23.0;96.0
429;Eelde/District 3;December  1987;4.0;22.3;52.0
430;Eelde/District 3;Jaarcijfer 1987;7.9;1260.4;830.0
431;Eelde/District 3;Januari   1988;5.3;20.1;121.0
432;Eelde/District 3;Februari  1988;3.9;51.3;102.0
433;Eelde/District 3;Maart     1988;4.2;64.8;125.0
434;Eelde/District 3;April     1988;7.4;169.1;6.0
435;Eelde/District 3;Mei       1988;13.8;231.6;24.0
436;Eelde/District 3;Juni      1988;14.3;100.0;62.0
437;Eelde/District 3;Juli      1988;15.4;116.5;168.0
438;Eelde/District 3;Augustus  1988;15.7;178.2;97.0
439;Eelde/District 3;September 1988;13.3;118.6;88.0
440;Eelde/District 3;Oktober   1988;9.7;89.4;77.0
441;Eelde/District 3;November  1988;5.2;57.8;48.0
442;Eelde/District 3;December  1988;5.8;17.4;70.0
443;Eelde/District 3;Jaarcijfer 1988;9.5;1214.8;988.0
444;Eelde/District 3;Januari   1989;4.2;57.3;20.0
445;Eelde/District 3;Februari  1989;4.7;88.2;51.0
446;Eelde/District 3;Maart     1989;7.2;88.5;95.0
