ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;Waddeneilanden_2;Noordzeebadplaatsen_3;Watersportgebieden_4;VeluweEnVeluwerand_5;TwenteSallandEnVechtstreek_6;GroningseFrieseEnDrentseZandgronden_7;WestEnMiddenBrabant_8;OBrabantNMLimburgRijkVNijmegen_9;ZuidLimburg_10;OverigNederland_11;Friesland_12;Drenthe_13;Overijssel_14;Gelderland_15;NoordHolland_16;ZuidHolland_17;Zeeland_18;NoordBrabant_19;Limburg_20;OverigeProvincies_21
10;Totaal;2012;8036.0;569.0;1008.0;891.0;914.0;697.0;1023.0;694.0;909.0;373.0;957.0;615.0;938.0;752.0;1335.0;684.0;473.0;720.0;878.0;1090.0;551.0
11;Totaal;2013;8310.0;603.0;1121.0;996.0;915.0;640.0;986.0;720.0;830.0;401.0;1098.0;652.0;887.0;758.0;1435.0;867.0;446.0;769.0;857.0;1059.0;580.0
12;Totaal;2014;7694.0;554.0;1000.0;994.0;815.0;660.0;903.0;620.0;812.0;425.0;912.0;602.0;817.0;754.0;1305.0;859.0;363.0;658.0;726.0;1076.0;535.0
13;Totaal;2015;7877.0;538.0;1064.0;917.0;939.0;628.0;862.0;653.0;841.0;377.0;1057.0;578.0;794.0;699.0;1441.0;890.0;388.0;692.0;787.0;1038.0;570.0
14;Totaal;2016;8065.0;616.0;1006.0;953.0;848.0;727.0;987.0;664.0;839.0;384.0;1040.0;689.0;905.0;781.0;1353.0;791.0;414.0;718.0;862.0;961.0;591.0
15;Totaal seizoenrecreatieve logiesvormen;2002;2028.0;64.0;344.0;508.0;195.0;148.0;121.0;181.0;60.0;13.0;393.0;180.0;116.0;189.0;259.0;218.0;291.0;247.0;239.0;45.0;244.0
16;Totaal seizoenrecreatieve logiesvormen;2003;2051.0;51.0;371.0;481.0;272.0;148.0;177.0;143.0;75.0;15.0;319.0;154.0;165.0;174.0;372.0;247.0;260.0;259.0;177.0;70.0;175.0
17;Totaal seizoenrecreatieve logiesvormen;2004;1908.0;64.0;301.0;390.0;266.0;145.0;167.0;182.0;59.0;4.0;330.0;167.0;146.0;175.0;348.0;200.0;208.0;224.0;210.0;44.0;186.0
18;Totaal seizoenrecreatieve logiesvormen;2005;1775.0;57.0;292.0;382.0;207.0;114.0;174.0;163.0;41.0;10.0;334.0;199.0;164.0;143.0;331.0;172.0;208.0;184.0;217.0;31.0;126.0
19;Totaal seizoenrecreatieve logiesvormen;2006;2053.0;113.0;376.0;443.0;270.0;82.0;146.0;187.0;72.0;5.0;357.0;223.0;132.0;161.0;409.0;331.0;182.0;171.0;232.0;51.0;162.0
20;Totaal seizoenrecreatieve logiesvormen;2007;1717.0;50.0;271.0;338.0;233.0;100.0;129.0;144.0;49.0;29.0;373.0;140.0;118.0;176.0;385.0;236.0;191.0;132.0;174.0;51.0;112.0
21;Totaal seizoenrecreatieve logiesvormen;2008;1847.0;60.0;258.0;369.0;251.0;87.0;127.0;169.0;121.0;31.0;374.0;148.0;125.0;136.0;437.0;195.0;146.0;195.0;220.0;96.0;148.0
22;Totaal seizoenrecreatieve logiesvormen;2009;1813.0;49.0;292.0;465.0;199.0;131.0;201.0;144.0;80.0;9.0;243.0;161.0;189.0;175.0;343.0;205.0;216.0;160.0;185.0;55.0;125.0
23;Totaal seizoenrecreatieve logiesvormen;2010;1783.0;101.0;294.0;331.0;164.0;112.0;150.0;201.0;86.0;17.0;328.0;186.0;129.0;160.0;299.0;203.0;163.0;191.0;244.0;68.0;141.0
24;Totaal seizoenrecreatieve logiesvormen;2011;1595.0;87.0;232.0;228.0;202.0;126.0;209.0;150.0;59.0;19.0;284.0;127.0;191.0;147.0;298.0;198.0;169.0;117.0;186.0;56.0;107.0
25;Totaal seizoenrecreatieve logiesvormen;2012;1709.0;70.0;266.0;261.0;219.0;144.0;197.0;165.0;83.0;4.0;300.0;163.0;184.0;169.0;328.0;146.0;142.0;157.0;194.0;73.0;151.0
26;Totaal seizoenrecreatieve logiesvormen;2013;1659.0;50.0;325.0;347.0;215.0;112.0;141.0;139.0;62.0;19.0;251.0;143.0;117.0;166.0;320.0;198.0;144.0;189.0;164.0;71.0;148.0
27;Totaal seizoenrecreatieve logiesvormen;2014;1479.0;51.0;220.0;348.0;165.0;117.0;182.0;116.0;62.0;18.0;200.0;144.0;151.0;144.0;272.0;168.0;79.0;144.0;130.0;68.0;178.0
28;Totaal seizoenrecreatieve logiesvormen;2015;1494.0;61.0;251.0;258.0;153.0;110.0;119.0;176.0;82.0;17.0;267.0;124.0;112.0;131.0;301.0;198.0;47.0;193.0;209.0;69.0;111.0
29;Totaal seizoenrecreatieve logiesvormen;2016;1486.0;39.0;215.0;345.0;143.0;131.0;156.0;122.0;116.0;5.0;212.0;146.0;149.0;158.0;248.0;134.0;100.0;160.0;184.0;70.0;137.0
30;SL: zomerhuisje, bungalow, tweede woning;2002;568.0;20.0;204.0;109.0;49.0;61.0;28.0;2.0;0.0;0.0;95.0;17.0;28.0;61.0;49.0;53.0;112.0;138.0;2.0;0.0;107.0
31;SL: zomerhuisje, bungalow, tweede woning;2003;584.0;28.0;180.0;86.0;54.0;38.0;78.0;6.0;22.0;4.0;88.0;29.0;78.0;38.0;62.0;125.0;54.0;111.0;9.0;22.0;57.0
32;SL: zomerhuisje, bungalow, tweede woning;2004;629.0;56.0;157.0;122.0;89.0;52.0;68.0;18.0;4.0;0.0;63.0;59.0;68.0;52.0;89.0;106.0;72.0;107.0;18.0;4.0;52.0
33;SL: zomerhuisje, bungalow, tweede woning;2005;459.0;43.0;147.0;62.0;58.0;32.0;45.0;13.0;2.0;2.0;56.0;63.0;45.0;32.0;78.0;40.0;90.0;71.0;13.0;4.0;22.0
34;SL: zomerhuisje, bungalow, tweede woning;2006;587.0;90.0;193.0;59.0;73.0;16.0;17.0;25.0;22.0;0.0;92.0;64.0;13.0;16.0;110.0;169.0;48.0;66.0;28.0;19.0;54.0
35;SL: zomerhuisje, bungalow, tweede woning;2007;518.0;35.0;177.0;24.0;111.0;20.0;15.0;19.0;11.0;26.0;80.0;49.0;14.0;21.0;148.0;78.0;59.0;68.0;19.0;35.0;26.0
36;SL: zomerhuisje, bungalow, tweede woning;2008;683.0;39.0;165.0;37.0;147.0;16.0;35.0;44.0;13.0;22.0;166.0;42.0;35.0;16.0;227.0;57.0;54.0;98.0;48.0;30.0;78.0
37;SL: zomerhuisje, bungalow, tweede woning;2009;609.0;14.0;171.0;74.0;78.0;54.0;104.0;38.0;17.0;5.0;53.0;20.0;98.0;57.0;106.0;31.0;115.0;64.0;42.0;19.0;57.0
38;SL: zomerhuisje, bungalow, tweede woning;2010;582.0;47.0;149.0;19.0;47.0;28.0;51.0;92.0;22.0;9.0;118.0;61.0;48.0;28.0;92.0;39.0;44.0;104.0;93.0;30.0;43.0
39;SL: zomerhuisje, bungalow, tweede woning;2011;492.0;50.0;86.0;31.0;53.0;48.0;73.0;45.0;17.0;11.0;77.0;50.0;57.0;53.0;89.0;62.0;37.0;49.0;47.0;27.0;21.0
40;SL: zomerhuisje, bungalow, tweede woning;2012;608.0;36.0;121.0;30.0;31.0;45.0;111.0;99.0;26.0;4.0;106.0;48.0;106.0;45.0;84.0;25.0;58.0;70.0;99.0;30.0;43.0
41;SL: zomerhuisje, bungalow, tweede woning;2013;665.0;16.0;202.0;76.0;39.0;50.0;89.0;67.0;12.0;8.0;107.0;43.0;75.0;50.0;91.0;67.0;54.0;148.0;71.0;16.0;51.0
42;SL: zomerhuisje, bungalow, tweede woning;2014;597.0;34.0;124.0;78.0;70.0;32.0;99.0;38.0;25.0;12.0;84.0;30.0;90.0;36.0;127.0;43.0;31.0;102.0;43.0;32.0;62.0
43;SL: zomerhuisje, bungalow, tweede woning;2015;662.0;18.0;193.0;61.0;48.0;34.0;66.0;124.0;25.0;3.0;90.0;12.0;66.0;41.0;119.0;82.0;19.0;134.0;127.0;25.0;37.0
44;SL: zomerhuisje, bungalow, tweede woning;2016;533.0;23.0;123.0;58.0;51.0;42.0;66.0;61.0;39.0;3.0;67.0;25.0;65.0;50.0;101.0;36.0;41.0;96.0;72.0;29.0;18.0
45;SL: caravan, vouwwagen;2002;1095.0;29.0;122.0;167.0;142.0;82.0;87.0;164.0;57.0;13.0;231.0;54.0;85.0;103.0;204.0;79.0;148.0;91.0;197.0;41.0;94.0
46;SL: caravan, vouwwagen;2003;1089.0;17.0;155.0;179.0;205.0;110.0;87.0;121.0;50.0;2.0;162.0;61.0;79.0;110.0;297.0;54.0;108.0;137.0;142.0;36.0;65.0
47;SL: caravan, vouwwagen;2004;1010.0;6.0;111.0;163.0;177.0;93.0;95.0;152.0;51.0;2.0;161.0;64.0;73.0;110.0;251.0;52.0;85.0;97.0;181.0;38.0;59.0
48;SL: caravan, vouwwagen;2005;962.0;14.0;110.0;156.0;150.0;76.0;121.0;138.0;29.0;2.0;168.0;54.0;111.0;87.0;248.0;60.0;53.0;104.0;178.0;13.0;54.0
49;SL: caravan, vouwwagen;2006;1039.0;15.0;153.0;159.0;186.0;58.0;106.0;156.0;29.0;5.0;172.0;47.0;101.0;81.0;268.0;76.0;103.0;95.0;185.0;21.0;62.0
50;SL: caravan, vouwwagen;2007;865.0;8.0;85.0;141.0;122.0;67.0;104.0;126.0;35.0;3.0;174.0;27.0;96.0;90.0;226.0;46.0;99.0;61.0;152.0;16.0;52.0
51;SL: caravan, vouwwagen;2008;845.0;21.0;75.0;133.0;102.0;58.0;82.0;111.0;99.0;9.0;156.0;34.0;80.0;71.0;191.0;73.0;64.0;73.0;157.0;61.0;42.0
52;SL: caravan, vouwwagen;2009;865.0;27.0;111.0;137.0;122.0;71.0;90.0;99.0;61.0;2.0;147.0;57.0;83.0;72.0;224.0;62.0;74.0;86.0;133.0;33.0;42.0
53;SL: caravan, vouwwagen;2010;841.0;36.0;109.0;125.0;113.0;80.0;98.0;101.0;61.0;9.0;109.0;46.0;81.0;84.0;185.0;68.0;74.0;72.0;141.0;38.0;52.0
54;SL: caravan, vouwwagen;2011;834.0;21.0;122.0;82.0;147.0;78.0;104.0;94.0;43.0;5.0;140.0;24.0;102.0;78.0;191.0;75.0;74.0;61.0;129.0;26.0;74.0
55;SL: caravan, vouwwagen;2012;867.0;16.0;109.0;127.0;186.0;94.0;81.0;62.0;53.0;0.0;139.0;52.0;73.0;110.0;229.0;64.0;52.0;82.0;86.0;44.0;75.0
56;SL: caravan, vouwwagen;2013;687.0;9.0;103.0;91.0;176.0;58.0;52.0;68.0;50.0;6.0;74.0;44.0;41.0;67.0;211.0;44.0;50.0;39.0;88.0;51.0;51.0
57;SL: caravan, vouwwagen;2014;647.0;2.0;89.0;134.0;95.0;72.0;84.0;78.0;32.0;3.0;58.0;52.0;60.0;79.0;138.0;51.0;30.0;41.0;87.0;27.0;83.0
58;SL: caravan, vouwwagen;2015;577.0;29.0;48.0;98.0;105.0;71.0;52.0;45.0;51.0;9.0;67.0;59.0;46.0;82.0;163.0;35.0;13.0;44.0;67.0;36.0;32.0
59;SL: caravan, vouwwagen;2016;727.0;12.0;83.0;154.0;92.0;85.0;85.0;54.0;76.0;2.0;83.0;57.0;80.0;97.0;129.0;47.0;38.0;46.0;105.0;40.0;88.0
60;SL: boot;2002;297.0;12.0;0.0;216.0;0.0;5.0;6.0;15.0;3.0;0.0;40.0;97.0;3.0;24.0;3.0;59.0;27.0;8.0;40.0;3.0;33.0
61;SL: boot;2003;291.0;6.0;17.0;200.0;0.0;0.0;9.0;17.0;3.0;0.0;40.0;64.0;6.0;26.0;0.0;50.0;70.0;11.0;26.0;3.0;37.0
62;SL: boot;2004;227.0;2.0;22.0;95.0;0.0;0.0;4.0;10.0;5.0;0.0;88.0;43.0;4.0;13.0;8.0;36.0;32.0;17.0;10.0;;63.0
63;SL: boot;2005;304.0;0.0;36.0;162.0;0.0;6.0;8.0;11.0;3.0;7.0;73.0;77.0;8.0;24.0;4.0;64.0;46.0;8.0;25.0;7.0;40.0
64;SL: boot;2006;374.0;8.0;28.0;214.0;0.0;7.0;23.0;6.0;20.0;0.0;68.0;99.0;17.0;63.0;17.0;78.0;21.0;10.0;19.0;10.0;40.0
65;SL: boot;2007;301.0;6.0;9.0;173.0;;10.0;10.0;;4.0;;89.0;62.0;8.0;62.0;11.0;101.0;17.0;4.0;3.0;;33.0
66;SL: boot;2008;265.0;0.0;14.0;196.0;0.0;6.0;10.0;13.0;4.0;0.0;22.0;73.0;10.0;43.0;12.0;47.0;17.0;25.0;13.0;0.0;26.0
67;SL: boot;2009;291.0;8.0;7.0;242.0;0.0;3.0;2.0;5.0;0.0;0.0;24.0;84.0;2.0;41.0;11.0;107.0;11.0;5.0;8.0;0.0;22.0
68;SL: boot;2010;265.0;11.0;28.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;72.0;0.0;44.0;6.0;79.0;28.0;8.0;0.0;0.0;28.0
69;SL: boot;2011;;;;;;;;;;;;;;;;;;;;;
70;SL: boot;2012;161.0;;;;;;;;;;;;;;;;;;;;
71;SL: boot;2013;;;;;;;;;;;;;;;;;;;;;
72;SL: boot;2014;;;;;;;;;;;;;;;;;;;;;
73;SL: boot;2015;;;;;;;;;;;;;;;;;;;;;
74;SL: boot;2016;;;;;;;;;;;;;;;;;;;;;
75;Overige seizoenrecreatieve logiesvormen;2002;67.0;3.0;18.0;16.0;4.0;0.0;0.0;0.0;0.0;0.0;27.0;13.0;0.0;0.0;4.0;28.0;3.0;10.0;0.0;0.0;10.0
76;Overige seizoenrecreatieve logiesvormen;2003;86.0;0.0;19.0;16.0;13.0;0.0;2.0;0.0;0.0;9.0;28.0;0.0;2.0;0.0;13.0;19.0;28.0;0.0;0.0;9.0;16.0
77;Overige seizoenrecreatieve logiesvormen;2004;42.0;0.0;11.0;10.0;0.0;0.0;0.0;1.0;0.0;2.0;18.0;0.0;0.0;0.0;0.0;6.0;18.0;3.0;1.0;2.0;11.0
78;Overige seizoenrecreatieve logiesvormen;2005;50.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;8.0;0.0;38.0;4.0;0.0;0.0;0.0;8.0;18.0;0.0;2.0;8.0;9.0
79;Overige seizoenrecreatieve logiesvormen;2006;53.0;0.0;2.0;12.0;11.0;2.0;0.0;0.0;2.0;0.0;25.0;13.0;0.0;2.0;13.0;9.0;10.0;0.0;0.0;2.0;5.0
80;Overige seizoenrecreatieve logiesvormen;2007;;;;;;;;;;;;;;;;;;;;;
81;Overige seizoenrecreatieve logiesvormen;2008;53.0;0.0;4.0;2.0;2.0;7.0;0.0;2.0;5.0;0.0;30.0;0.0;0.0;7.0;7.0;18.0;12.0;0.0;2.0;5.0;2.0
82;Overige seizoenrecreatieve logiesvormen;2009;48.0;0.0;2.0;12.0;0.0;3.0;5.0;2.0;2.0;2.0;20.0;0.0;5.0;5.0;1.0;6.0;17.0;4.0;2.0;4.0;4.0
83;Overige seizoenrecreatieve logiesvormen;2010;95.0;6.0;7.0;7.0;5.0;3.0;0.0;8.0;2.0;0.0;56.0;6.0;0.0;3.0;17.0;17.0;17.0;7.0;10.0;0.0;19.0
84;Overige seizoenrecreatieve logiesvormen;2011;;;;;;;;;;;;;;;;;;;;;
85;Overige seizoenrecreatieve logiesvormen;2012;73.0;;;;;;;;;;;;;;;;;;;;
86;Overige seizoenrecreatieve logiesvormen;2013;;;;;;;;;;;;;;;;;;;;;
87;Overige seizoenrecreatieve logiesvormen;2014;;;;;;;;;;;;;;;;;;;;;
88;Overige seizoenrecreatieve logiesvormen;2015;;;;;;;;;;;;;;;;;;;;;
89;Overige seizoenrecreatieve logiesvormen;2016;;;;;;;;;;;;;;;;;;;;;
90;Totaal toeristische logiesvormen;2002;7172.0;560.0;836.0;618.0;801.0;586.0;807.0;700.0;802.0;461.0;1000.0;605.0;732.0;626.0;1277.0;632.0;325.0;722.0;829.0;1032.0;392.0
91;Totaal toeristische logiesvormen;2003;6978.0;609.0;898.0;754.0;856.0;651.0;699.0;575.0;700.0;399.0;836.0;631.0;639.0;680.0;1247.0;612.0;349.0;776.0;717.0;910.0;417.0
92;Totaal toeristische logiesvormen;2004;7162.0;556.0;868.0;717.0;810.0;594.0;879.0;590.0;999.0;353.0;795.0;549.0;776.0;622.0;1254.0;665.0;358.0;694.0;736.0;1115.0;393.0
93;Totaal toeristische logiesvormen;2005;6676.0;566.0;814.0;592.0;729.0;626.0;787.0;548.0;846.0;384.0;782.0;539.0;693.0;659.0;1142.0;658.0;320.0;559.0;662.0;1050.0;396.0
94;Totaal toeristische logiesvormen;2006;6789.0;491.0;803.0;675.0;702.0;606.0;844.0;597.0;825.0;371.0;876.0;520.0;746.0;649.0;1081.0;622.0;341.0;633.0;708.0;1034.0;456.0
95;Totaal toeristische logiesvormen;2007;6742.0;597.0;797.0;702.0;647.0;596.0;796.0;612.0;815.0;440.0;738.0;558.0;724.0;645.0;963.0;742.0;310.0;570.0;738.0;1083.0;408.0
96;Totaal toeristische logiesvormen;2008;6686.0;542.0;714.0;668.0;728.0;627.0;824.0;598.0;763.0;414.0;806.0;478.0;735.0;651.0;1120.0;703.0;283.0;546.0;691.0;1015.0;463.0
97;Totaal toeristische logiesvormen;2009;6883.0;560.0;788.0;755.0;784.0;519.0;872.0;553.0;878.0;408.0;766.0;549.0;775.0;549.0;1131.0;713.0;330.0;635.0;709.0;1084.0;407.0
98;Totaal toeristische logiesvormen;2010;6692.0;533.0;767.0;716.0;740.0;609.0;864.0;483.0;757.0;377.0;847.0;523.0;780.0;661.0;1132.0;683.0;364.0;603.0;602.0;955.0;388.0
99;Totaal toeristische logiesvormen;2011;6668.0;488.0;837.0;712.0;624.0;622.0;828.0;480.0;855.0;447.0;773.0;506.0;751.0;676.0;1031.0;604.0;344.0;603.0;602.0;1102.0;449.0
100;Totaal toeristische logiesvormen;2012;6327.0;499.0;743.0;630.0;695.0;553.0;826.0;529.0;826.0;369.0;657.0;451.0;754.0;583.0;1007.0;538.0;330.0;562.0;685.0;1017.0;400.0
101;Totaal toeristische logiesvormen;2013;6651.0;553.0;797.0;649.0;700.0;528.0;845.0;581.0;768.0;382.0;847.0;509.0;771.0;592.0;1115.0;669.0;301.0;580.0;693.0;989.0;431.0
102;Totaal toeristische logiesvormen;2014;6215.0;503.0;780.0;645.0;650.0;543.0;721.0;504.0;750.0;407.0;713.0;458.0;666.0;610.0;1033.0;691.0;283.0;513.0;596.0;1008.0;356.0
103;Totaal toeristische logiesvormen;2015;6383.0;477.0;813.0;659.0;786.0;519.0;743.0;477.0;760.0;360.0;790.0;454.0;682.0;568.0;1140.0;692.0;340.0;500.0;578.0;969.0;459.0
104;Totaal toeristische logiesvormen;2016;6579.0;577.0;791.0;608.0;705.0;596.0;831.0;542.0;723.0;379.0;827.0;543.0;756.0;624.0;1104.0;657.0;314.0;558.0;678.0;891.0;454.0
105;TL: woning familie, vrienden, kennissen;2002;;;;;;;;;;;;;;;;;;;;;
106;TL: woning familie, vrienden, kennissen;2003;;;;;;;;;;;;;;;;;;;;;
107;TL: woning familie, vrienden, kennissen;2004;;;;;;;;;;;;;;;;;;;;;
108;TL: woning familie, vrienden, kennissen;2005;;;;;;;;;;;;;;;;;;;;;
109;TL: woning familie, vrienden, kennissen;2006;;;;;;;;;;;;;;;;;;;;;
110;TL: woning familie, vrienden, kennissen;2007;;;;;;;;;;;;;;;;;;;;;
111;TL: woning familie, vrienden, kennissen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
112;TL: woning familie, vrienden, kennissen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
113;TL: woning familie, vrienden, kennissen;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114;TL: woning familie, vrienden, kennissen;2011;;;;;;;;;;;;;;;;;;;;;
115;TL: woning familie, vrienden, kennissen;2012;0.0;;;;;;;;;;;;;;;;;;;;
116;TL: woning familie, vrienden, kennissen;2013;;;;;;;;;;;;;;;;;;;;;
117;TL: woning familie, vrienden, kennissen;2014;;;;;;;;;;;;;;;;;;;;;
118;TL: woning familie, vrienden, kennissen;2015;;;;;;;;;;;;;;;;;;;;;
119;TL: woning familie, vrienden, kennissen;2016;;;;;;;;;;;;;;;;;;;;;
120;TL: woning van andere particulier;2002;724.0;32.0;71.0;107.0;29.0;45.0;55.0;40.0;56.0;41.0;246.0;59.0;52.0;54.0;81.0;99.0;86.0;67.0;66.0;61.0;98.0
121;TL: woning van andere particulier;2003;659.0;54.0;70.0;80.0;66.0;43.0;49.0;51.0;40.0;25.0;180.0;93.0;40.0;49.0;109.0;69.0;69.0;55.0;66.0;45.0;63.0
122;TL: woning van andere particulier;2004;615.0;39.0;95.0;90.0;33.0;52.0;67.0;21.0;45.0;15.0;157.0;80.0;47.0;56.0;88.0;101.0;86.0;47.0;35.0;29.0;47.0
123;TL: woning van andere particulier;2005;596.0;78.0;79.0;77.0;38.0;37.0;44.0;20.0;36.0;35.0;151.0;83.0;32.0;39.0;88.0;105.0;56.0;52.0;29.0;58.0;54.0
124;TL: woning van andere particulier;2006;604.0;59.0;76.0;86.0;39.0;28.0;65.0;26.0;31.0;18.0;176.0;68.0;56.0;33.0;73.0;121.0;70.0;55.0;36.0;37.0;54.0
125;TL: woning van andere particulier;2007;518.0;56.0;53.0;64.0;27.0;29.0;53.0;41.0;40.0;28.0;126.0;64.0;48.0;35.0;50.0;75.0;45.0;48.0;50.0;55.0;50.0
126;TL: woning van andere particulier;2008;610.0;62.0;62.0;75.0;47.0;33.0;62.0;32.0;33.0;21.0;183.0;57.0;57.0;38.0;97.0;91.0;70.0;53.0;42.0;40.0;64.0
127;TL: woning van andere particulier;2009;611.0;58.0;64.0;84.0;57.0;33.0;64.0;36.0;38.0;32.0;145.0;78.0;44.0;38.0;99.0;81.0;78.0;52.0;52.0;44.0;45.0
128;TL: woning van andere particulier;2010;683.0;76.0;76.0;96.0;49.0;43.0;55.0;6.0;44.0;25.0;213.0;79.0;46.0;44.0;97.0;134.0;96.0;57.0;23.0;42.0;63.0
129;TL: woning van andere particulier;2011;583.0;38.0;53.0;80.0;56.0;39.0;45.0;34.0;45.0;26.0;167.0;46.0;42.0;44.0;100.0;88.0;53.0;53.0;44.0;56.0;57.0
130;TL: woning van andere particulier;2012;714.0;82.0;72.0;95.0;75.0;60.0;68.0;28.0;58.0;24.0;149.0;81.0;60.0;69.0;115.0;57.0;77.0;97.0;48.0;58.0;52.0
131;TL: woning van andere particulier;2013;829.0;113.0;91.0;100.0;69.0;46.0;92.0;45.0;49.0;42.0;184.0;97.0;74.0;52.0;124.0;161.0;36.0;90.0;57.0;71.0;67.0
132;TL: woning van andere particulier;2014;895.0;112.0;110.0;123.0;89.0;51.0;76.0;49.0;71.0;45.0;170.0;87.0;68.0;68.0;161.0;167.0;60.0;77.0;55.0;86.0;66.0
133;TL: woning van andere particulier;2015;767.0;65.0;127.0;73.0;76.0;54.0;65.0;44.0;61.0;30.0;172.0;59.0;56.0;61.0;121.0;147.0;67.0;83.0;51.0;73.0;49.0
134;TL: woning van andere particulier;2016;889.0;127.0;172.0;74.0;68.0;57.0;69.0;49.0;66.0;47.0;159.0;113.0;58.0;61.0;117.0;169.0;64.0;114.0;70.0;83.0;38.0
135;TL: hotel;2002;635.0;44.0;80.0;28.0;81.0;76.0;61.0;29.0;67.0;102.0;68.0;61.0;47.0;76.0;157.0;35.0;24.0;56.0;29.0;141.0;9.0
136;TL: hotel;2003;545.0;48.0;81.0;14.0;91.0;63.0;19.0;13.0;15.0;103.0;98.0;59.0;18.0;64.0;149.0;37.0;25.0;52.0;13.0;110.0;20.0
137;TL: hotel;2004;506.0;49.0;43.0;23.0;83.0;39.0;48.0;30.0;23.0;100.0;67.0;48.0;47.0;39.0;116.0;46.0;20.0;26.0;33.0;112.0;18.0
138;TL: hotel;2005;597.0;54.0;70.0;18.0;41.0;68.0;62.0;41.0;53.0;112.0;79.0;57.0;53.0;68.0;85.0;50.0;44.0;25.0;46.0;144.0;25.0
139;TL: hotel;2006;550.0;46.0;65.0;30.0;53.0;53.0;40.0;34.0;28.0;88.0;114.0;51.0;37.0;53.0;77.0;74.0;57.0;25.0;44.0;104.0;29.0
140;TL: hotel;2007;589.0;39.0;80.0;43.0;54.0;58.0;50.0;30.0;30.0;118.0;88.0;48.0;41.0;70.0;87.0;72.0;26.0;37.0;33.0;136.0;39.0
141;TL: hotel;2008;548.0;45.0;60.0;29.0;67.0;60.0;33.0;20.0;28.0;113.0;91.0;30.0;26.0;60.0;110.0;75.0;41.0;23.0;21.0;124.0;37.0
142;TL: hotel;2009;530.0;35.0;75.0;46.0;64.0;57.0;41.0;42.0;10.0;103.0;58.0;42.0;35.0;59.0;77.0;57.0;35.0;45.0;48.0;110.0;23.0
143;TL: hotel;2010;497.0;24.0;63.0;58.0;40.0;53.0;43.0;40.0;14.0;99.0;64.0;24.0;42.0;77.0;59.0;49.0;47.0;35.0;42.0;99.0;24.0
