ID;Huishoudenskenmerken;Perioden;AantalHuishoudens_1;HypotheekschuldEigenWoning_2;WaardeEigenWoning_3;BrutoInkomen_4;BesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot025_10;k_025Tot075_11;k_075Tot100_12;k_1OfHoger_13;GeenSchuld_14;k_0Tot2_15;k_2Tot4_16;k_4OfHoger_17;GeenSchuld_18;k_0Tot35_19;k_35Tot7_20;k_7OfHoger_21;AantalHuishoudens_22;HypotheekschuldEigenWoning_23;WaardeEigenWoning_24;BrutoInkomen_25;BesteedbaarInkomen_26;HypotheekschuldWoningwaarde_27;HypotheekschuldBrutoInkomen_28;HypotheekschuldBesteedbaarInkomen_29;AantalHuishoudens_30;WaardeEigenWoning_31;BrutoInkomen_32;BesteedbaarInkomen_33
35;10500;2011;371;145.0;207.0;50.2;25.8;0.7;2.9;5.6;53;20;92;75;131;53;65;129;124;53;54;117;147;318;169.0;205.0;50.5;25.7;0.82;3.3;6.6;53;218.0;47.8;26.2
36;10500;2012;378;148.0;207.0;50.7;25.7;0.71;2.9;5.8;51;19;91;79;139;51;64;143;120;51;50;127;149;327;171.0;205.0;51.9;26.1;0.83;3.3;6.6;51;220.0;42.9;23.2
37;10500;2013;380;150.0;185.0;51.9;25.8;0.81;2.9;5.8;47;14;75;60;184;47;64;155;114;47;51;133;149;333;171.0;182.0;52.3;25.9;0.94;3.3;6.6;47;202.0;48.5;25.1
38;10500;2014;378;149.0;184.0;52.5;26.4;0.81;2.8;5.6;46;13;74;62;183;46;66;160;105;46;52;144;136;332;170.0;181.0;52.9;26.5;0.94;3.2;6.4;46;207.0;49.1;26.0
39;10500;2015;384;147.0;190.0;54.8;28.2;0.77;2.7;5.2;50;16;80;73;166;50;71;162;102;50;57;149;129;334;168.0;187.0;54.4;27.9;0.9;3.1;6.0;50;214.0;57.3;30.5
40;10550;2006;56;36.0;276.0;35.3;26.4;0.13;1.0;1.4;30;16;8;1;1;30;15;6;5;30;19;4;3;26;77.0;290.0;34.7;25.1;0.27;2.2;3.1;30;264.0;35.8;27.5
41;10550;2007;60;38.0;293.0;34.9;25.9;0.13;1.1;1.5;32;16;10;1;1;32;15;7;5;32;19;6;3;28;82.0;305.0;35.4;25.8;0.27;2.3;3.2;32;283.0;34.5;25.9
42;10550;2008;65;38.0;295.0;36.4;27.0;0.13;1.0;1.4;36;17;11;1;1;36;17;7;6;36;21;5;4;30;84.0;297.0;36.4;26.8;0.28;2.3;3.1;36;292.0;36.3;27.2
43;10550;2009;76;38.0;302.0;37.6;27.6;0.13;1.0;1.4;43;19;11;2;1;43;17;9;6;43;22;7;4;33;87.0;303.0;36.3;26.6;0.29;2.4;3.3;43;301.0;38.6;28.3
44;10550;2010;82;45.0;281.0;36.1;26.9;0.16;1.2;1.7;45;18;14;3;2;45;18;10;8;45;24;7;5;36;101.0;283.0;35.0;25.7;0.36;2.9;3.9;45;279.0;37.0;28.0
45;10550;2011;86;41.0;274.0;35.8;26.5;0.15;1.1;1.5;48;18;14;4;1;48;17;12;8;48;23;9;5;37;93.0;271.0;35.7;26.1;0.34;2.6;3.6;48;276.0;36.0;26.8
46;10550;2012;91;49.0;283.0;36.4;26.2;0.17;1.3;1.9;49;19;18;4;2;49;19;12;12;49;23;13;6;43;106.0;278.0;35.3;25.4;0.38;3.0;4.2;49;287.0;37.3;26.9
47;10550;2013;97;52.0;247.0;36.2;26.3;0.21;1.4;2.0;51;18;20;5;4;51;20;13;13;51;26;13;8;46;109.0;245.0;35.6;25.6;0.44;3.1;4.3;51;249.0;36.6;27.0
48;10550;2014;102;53.0;251.0;37.2;26.6;0.21;1.4;2.0;52;18;22;7;4;52;21;15;15;52;26;15;9;50;107.0;240.0;35.9;25.5;0.45;3.0;4.2;52;262.0;38.5;27.6
49;10550;2015;108;50.0;258.0;39.8;28.2;0.19;1.3;1.8;58;18;23;6;3;58;21;16;13;58;26;16;8;50;108.0;252.0;39.0;27.7;0.43;2.8;3.9;58;263.0;40.5;28.7
50;10600;2006;376;75.0;246.0;34.8;21.9;0.3;2.2;3.4;118;83;95;43;38;118;95;86;77;118;102;80;76;258;109.0;233.0;35.5;20.9;0.47;3.1;5.2;118;275.0;33.4;23.9
51;10600;2007;397;79.0;258.0;35.4;22.1;0.31;2.2;3.6;118;87;102;53;37;118;96;95;88;118;106;80;93;279;112.0;240.0;36.2;21.3;0.47;3.1;5.3;118;299.0;33.3;24.1
52;10600;2008;408;85.0;267.0;36.8;23.1;0.32;2.3;3.7;120;89;101;59;39;120;96;102;90;120;108;89;92;289;121.0;248.0;37.1;21.8;0.49;3.3;5.6;120;316.0;36.3;26.1
53;10600;2009;433;82.0;266.0;36.7;23.1;0.31;2.2;3.5;141;82;106;54;51;141;93;108;91;141;103;96;94;292;121.0;247.0;37.8;22.1;0.49;3.2;5.5;141;305.0;34.4;25.1
54;10600;2010;440;83.0;251.0;37.0;23.2;0.33;2.2;3.6;144;76;103;47;70;144;94;112;91;144;104;100;92;296;123.0;227.0;38.0;22.2;0.54;3.2;5.5;144;299.0;34.9;25.1
55;10600;2011;447;80.0;243.0;37.4;23.2;0.33;2.1;3.4;149;75;104;44;75;149;94;112;92;149;101;104;93;298;120.0;224.0;38.6;22.4;0.54;3.1;5.4;149;282.0;34.8;24.9
56;10600;2012;458;83.0;240.0;37.5;23.0;0.35;2.2;3.6;150;70;109;51;78;150;91;122;96;150;98;110;100;308;123.0;218.0;39.1;22.5;0.56;3.1;5.5;150;284.0;34.1;24.0
57;10600;2013;465;81.0;216.0;38.4;23.7;0.38;2.1;3.4;155;61;108;42;98;155;95;127;88;155;103;115;92;310;122.0;197.0;40.4;23.1;0.62;3.0;5.3;155;252.0;34.6;24.7
58;10600;2014;468;81.0;215.0;38.8;23.7;0.38;2.1;3.4;159;58;114;45;92;159;92;133;83;159;101;125;82;309;122.0;198.0;41.2;23.5;0.62;3.0;5.2;159;248.0;34.2;23.9
59;10600;2015;478;78.0;217.0;39.8;24.6;0.36;2.0;3.2;179;53;112;47;86;179;88;129;82;179;97;127;75;299;125.0;199.0;42.2;24.4;0.63;3.0;5.1;179;247.0;35.8;24.9
60;10650;2006;218;105.0;215.0;38.3;21.0;0.49;2.7;5.0;27;36;77;41;37;27;56;69;66;27;52;68;71;191;120.0;211.0;38.6;20.9;0.57;3.1;5.7;27;241.0;36.4;21.3
61;10650;2007;233;116.0;227.0;39.5;21.6;0.51;2.9;5.4;25;36;84;52;36;25;57;76;76;25;54;68;87;208;130.0;220.0;39.5;21.4;0.59;3.3;6.1;25;280.0;39.5;23.3
62;10650;2008;241;125.0;236.0;40.9;22.3;0.53;3.1;5.6;24;39;81;58;39;24;56;82;78;24;56;75;85;217;139.0;226.0;40.1;21.7;0.62;3.5;6.4;24;326.0;47.8;27.9
63;10650;2009;246;123.0;233.0;41.7;22.5;0.53;2.9;5.5;31;32;80;52;50;31;53;86;76;31;51;79;85;215;141.0;226.0;41.5;22.1;0.62;3.4;6.4;31;282.0;43.5;25.6
64;10650;2010;245;126.0;216.0;42.3;22.9;0.58;3.0;5.5;32;27;73;44;69;32;49;89;75;32;47;84;82;213;144.0;207.0;41.8;22.3;0.7;3.4;6.5;32;280.0;45.7;26.7
65;10650;2011;245;121.0;210.0;42.9;22.8;0.58;2.8;5.3;34;25;71;41;74;34;50;88;73;34;43;85;83;210;140.0;203.0;43.0;22.5;0.69;3.3;6.2;34;257.0;42.6;24.5
66;10650;2012;242;126.0;205.0;43.8;22.9;0.61;2.9;5.5;30;21;68;46;77;30;46;92;74;30;40;84;88;212;144.0;197.0;43.7;22.6;0.73;3.3;6.4;30;261.0;44.6;25.3
67;10650;2013;237;124.0;185.0;45.8;23.7;0.67;2.7;5.2;31;16;59;36;94;31;48;94;63;31;41;85;80;206;143.0;177.0;45.8;23.3;0.81;3.1;6.1;31;243.0;46.2;26.7
68;10650;2014;231;124.0;186.0;46.5;23.8;0.67;2.7;5.2;30;14;61;38;88;30;48;97;57;30;40;92;69;202;142.0;177.0;47.2;24.0;0.8;3.0;5.9;30;242.0;41.6;22.4
69;10650;2015;232;122.0;187.0;47.8;24.8;0.65;2.6;4.9;38;13;59;38;83;38;45;93;56;38;38;93;63;194;146.0;180.0;48.2;24.8;0.81;3.0;5.9;38;226.0;46.0;24.9
70;10700;2006;157;32.0;289.0;30.0;23.1;0.11;1.1;1.4;90;47;17;2;1;90;39;18;11;90;50;12;5;67;75.0;293.0;26.6;20.9;0.26;2.8;3.6;90;285.0;32.5;24.7
71;10700;2007;163;26.0;302.0;29.5;22.9;0.09;0.9;1.1;93;51;17;1;1;93;39;19;12;93;51;13;6;71;59.0;300.0;26.7;21.0;0.2;2.2;2.8;93;304.0;31.6;24.3
72;10700;2008;167;28.0;313.0;31.1;24.1;0.09;0.9;1.2;95;50;20;1;0;95;40;20;12;95;51;14;7;72;64.0;313.0;27.9;22.0;0.2;2.3;2.9;95;313.0;33.4;25.7
73;10700;2009;187;28.0;308.0;30.2;23.8;0.09;0.9;1.2;110;49;25;2;1;110;40;22;15;110;52;16;9;77;68.0;304.0;27.7;22.1;0.22;2.5;3.1;110;311.0;31.9;24.9
74;10700;2010;196;30.0;293.0;30.3;23.5;0.1;1.0;1.3;112;50;30;3;1;112;45;23;16;112;57;17;10;84;70.0;278.0;28.2;22.1;0.25;2.5;3.2;112;305.0;31.8;24.6
75;10700;2011;202;31.0;283.0;30.6;23.7;0.11;1.0;1.3;115;50;33;3;1;115;44;24;19;115;58;19;10;87;71.0;275.0;28.2;22.1;0.26;2.5;3.2;115;290.0;32.5;25.0
76;10700;2012;215;34.0;279.0;30.3;23.0;0.12;1.1;1.5;119;49;41;4;2;119;44;30;21;119;58;26;11;96;75.0;266.0;29.0;22.2;0.28;2.6;3.4;119;290.0;31.4;23.6
77;10700;2013;228;37.0;247.0;30.7;23.6;0.15;1.2;1.6;124;45;49;6;4;124;47;33;24;124;61;31;12;104;81.0;239.0;29.7;22.8;0.34;2.7;3.6;124;255.0;31.6;24.2
78;10700;2014;237;38.0;243.0;31.3;23.6;0.16;1.2;1.6;129;43;53;7;4;129;44;37;27;129;61;33;13;107;85.0;236.0;29.8;22.7;0.36;2.9;3.7;129;249.0;32.5;24.3
79;10700;2015;246;37.0;245.0;32.2;24.3;0.15;1.1;1.5;141;40;53;9;3;141;44;35;26;141;59;34;12;105;86.0;235.0;31.0;23.7;0.37;2.8;3.6;141;252.0;33.0;24.9
80;10100;2006;3051;145.0;282.0;71.5;40.2;0.51;2.0;3.6;352;577;1215;478;430;352;1348;956;396;352;1340;959;400;2699;163.0;280.0;72.6;40.2;0.58;2.2;4.1;352;295.0;62.5;40.2
81;10100;2007;3115;150.0;301.0;73.9;41.8;0.5;2.0;3.6;362;571;1238;552;392;362;1309;1026;418;362;1309;1044;401;2754;169.0;299.0;75.3;41.8;0.57;2.2;4.0;362;319.0;63.6;41.1
82;10100;2008;3157;157.0;314.0;78.3;45.2;0.5;2.0;3.5;363;559;1236;598;402;363;1284;1074;436;363;1314;1086;394;2794;178.0;311.0;79.4;45.2;0.57;2.2;3.9;363;341.0;69.7;45.4
83;10100;2009;3251;161.0;312.0;79.4;45.6;0.52;2.0;3.5;441;507;1192;585;527;441;1249;1116;444;441;1276;1111;423;2810;187.0;309.0;80.9;45.6;0.61;2.3;4.1;441;337.0;69.3;45.3
84;10100;2010;3278;165.0;293.0;79.7;45.8;0.56;2.1;3.6;453;434;1112;533;747;453;1220;1139;467;453;1242;1154;431;2826;191.0;289.0;81.4;46.0;0.66;2.3;4.2;453;319.0;68.9;44.9
85;10100;2011;3311;168.0;287.0;80.5;45.8;0.59;2.1;3.7;478;398;1070;521;845;478;1191;1160;482;478;1196;1176;461;2833;196.0;283.0;82.4;46.0;0.69;2.4;4.3;478;309.0;69.6;44.6
86;10100;2012;3324;172.0;286.0;81.6;45.7;0.6;2.1;3.8;467;378;1053;542;884;467;1181;1208;468;467;1172;1225;461;2858;200.0;281.0;83.5;46.0;0.71;2.4;4.3;467;314.0;69.7;43.8
87;10100;2013;3344;173.0;254.0;83.0;46.4;0.68;2.1;3.7;466;308;941;459;1170;466;1190;1225;462;466;1162;1264;453;2878;201.0;250.0;84.9;46.5;0.8;2.4;4.3;466;281.0;71.4;45.7
88;10100;2014;3356;172.0;252.0;84.0;46.6;0.68;2.0;3.7;488;294;912;464;1197;488;1187;1234;447;488;1154;1287;427;2868;201.0;247.0;86.0;46.9;0.81;2.3;4.3;488;280.0;72.2;45.0
89;10100;2015;3375;169.0;260.0;87.2;49.1;0.65;1.9;3.4;528;298;926;499;1124;528;1203;1236;408;528;1186;1304;358;2847;200.0;254.0;89.2;49.4;0.79;2.2;4.0;528;288.0;75.9;47.3
90;5;2006;2796;145.0;281.0;72.2;40.4;0.52;2.0;3.6;314;532;1120;439;391;314;1257;884;341;314;1244;888;350;2482;163.0;279.0;73.4;40.5;0.58;2.2;4.0;314;293.0;62.5;40.3
91;5;2007;2845;150.0;301.0;74.8;42.1;0.5;2.0;3.6;323;528;1133;502;358;323;1220;946;356;323;1213;960;349;2522;169.0;299.0;76.3;42.2;0.57;2.2;4.0;323;317.0;63.5;41.1
92;5;2008;2881;157.0;314.0;79.3;45.6;0.5;2.0;3.4;327;517;1128;542;367;327;1196;989;369;327;1220;996;339;2554;177.0;311.0;80.5;45.6;0.57;2.2;3.9;327;337.0;69.7;45.4
93;5;2009;2956;162.0;312.0;80.4;46.0;0.52;2.0;3.5;394;469;1086;529;478;394;1163;1024;376;394;1182;1016;365;2563;186.0;308.0;82.1;46.1;0.6;2.3;4.0;394;333.0;69.2;45.3
94;5;2010;2970;166.0;293.0;80.8;46.3;0.57;2.1;3.6;401;400;1014;478;677;401;1134;1039;396;401;1148;1049;371;2569;192.0;289.0;82.7;46.5;0.66;2.3;4.1;401;317.0;68.7;44.9
95;5;2011;3047;169.0;286.0;81.6;46.2;0.59;2.1;3.7;431;369;986;477;786;431;1117;1082;418;431;1117;1094;406;2617;197.0;283.0;83.6;46.5;0.7;2.4;4.2;431;307.0;69.4;44.5
96;5;2012;3057;173.0;286.0;82.7;46.2;0.6;2.1;3.7;421;352;970;493;821;421;1107;1125;403;421;1095;1139;401;2635;200.0;282.0;84.8;46.6;0.71;2.4;4.3;421;313.0;69.6;43.7
97;5;2013;3068;174.0;254.0;84.4;46.9;0.69;2.1;3.7;421;287;866;414;1080;421;1115;1137;395;421;1083;1171;392;2647;201.0;250.0;86.4;47.1;0.8;2.3;4.3;421;280.0;71.7;45.8
98;5;2014;3077;173.0;252.0;85.4;47.2;0.69;2.0;3.7;440;274;838;418;1106;440;1113;1143;380;440;1077;1193;367;2637;202.0;248.0;87.5;47.6;0.81;2.3;4.2;440;279.0;72.7;45.2
99;5;2015;3085;170.0;259.0;88.7;49.8;0.66;1.9;3.4;478;276;844;449;1038;478;1126;1137;345;478;1102;1203;302;2608;201.0;255.0;90.8;50.1;0.79;2.2;4.0;478;286.0;76.9;47.8
100;6;2006;1282;123.0;279.0;64.4;37.3;0.44;1.9;3.3;228;299;422;160;173;228;549;369;136;228;557;359;137;1054;150.0;275.0;66.5;37.4;0.55;2.3;4.0;228;298.0;54.4;36.7
101;6;2007;1321;120.0;301.0;66.4;38.4;0.4;1.8;3.1;238;308;435;185;156;238;544;395;143;238;553;390;139;1083;146.0;297.0;68.8;38.6;0.49;2.1;3.8;238;318.0;55.5;37.3
102;6;2008;1351;125.0;311.0;70.3;41.4;0.4;1.8;3.0;246;309;443;196;157;246;548;408;149;246;567;403;135;1105;153.0;305.0;72.4;41.5;0.5;2.1;3.7;246;340.0;61.0;41.1
103;6;2009;1390;127.0;307.0;70.3;41.5;0.41;1.8;3.1;284;287;441;175;203;284;535;420;151;284;560;402;145;1106;159.0;301.0;72.9;41.6;0.53;2.2;3.8;284;332.0;60.3;40.9
104;6;2010;1406;128.0;289.0;71.0;41.9;0.44;1.8;3.1;293;255;439;151;267;293;534;418;160;293;556;408;148;1113;162.0;282.0;73.4;42.0;0.57;2.2;3.9;293;317.0;61.6;41.8
105;6;2011;1433;130.0;282.0;70.7;41.4;0.46;1.8;3.1;309;237;444;152;290;309;529;430;166;309;546;419;159;1124;166.0;275.0;73.3;41.6;0.6;2.3;4.0;309;307.0;61.0;40.6
106;6;2012;1439;130.0;283.0;70.7;40.9;0.46;1.8;3.2;312;234;453;161;280;312;530;439;159;312;546;428;153;1128;165.0;275.0;73.5;41.3;0.6;2.2;4.0;312;310.0;60.4;39.4
107;6;2013;1448;128.0;251.0;72.0;41.8;0.51;1.8;3.1;316;198;437;144;352;316;537;440;156;316;547;440;145;1132;164.0;244.0;74.7;41.8;0.67;2.2;3.9;316;276.0;62.5;41.5
108;6;2014;1465;127.0;251.0;72.7;41.8;0.51;1.7;3.0;330;190;442;151;351;330;540;442;152;330;551;446;137;1134;164.0;243.0;75.4;42.1;0.67;2.2;3.9;330;278.0;63.5;41.0
109;6;2015;1481;124.0;258.0;75.5;44.0;0.48;1.6;2.8;359;191;445;166;322;359;548;430;145;359;562;446;114;1123;163.0;250.0;78.1;44.2;0.65;2.1;3.7;359;282.0;67.1;43.3
110;1;2006;935;151.0;269.0;71.8;38.7;0.56;2.1;3.9;85;180;348;154;168;85;418;319;113;85;400;325;125;850;166.0;268.0;71.9;38.5;0.62;2.3;4.3;85;284.0;70.8;40.9
111;1;2007;953;147.0;290.0;74.3;39.8;0.51;2.0;3.7;88;179;356;178;153;88;409;339;118;88;389;350;127;866;162.0;289.0;74.8;39.8;0.56;2.2;4.1;88;304.0;69.6;40.1
112;1;2008;959;154.0;298.0;78.9;43.2;0.52;2.0;3.6;88;173;356;189;154;88;404;347;120;88;391;358;122;871;170.0;294.0;78.9;42.9;0.58;2.2;4.0;88;332.0;79.4;46.6
113;1;2009;960;158.0;294.0;79.6;43.4;0.54;2.0;3.6;103;152;340;167;198;103;387;349;121;103;374;354;129;857;177.0;291.0;79.9;43.1;0.61;2.2;4.1;103;325.0;77.2;45.4
114;1;2010;950;161.0;276.0;80.6;43.9;0.58;2.0;3.7;103;126;321;139;260;103;379;343;125;103;363;353;131;846;181.0;271.0;80.9;43.6;0.67;2.2;4.2;103;313.0;78.3;46.1
115;1;2011;947;164.0;269.0;81.0;43.5;0.61;2.0;3.8;109;113;309;135;281;109;370;346;122;109;346;354;138;838;185.0;264.0;81.4;43.3;0.7;2.3;4.3;109;306.0;77.8;45.0
116;1;2012;910;165.0;268.0;82.2;43.3;0.62;2.0;3.8;105;103;293;138;271;105;355;341;110;105;325;352;128;805;187.0;263.0;82.8;43.3;0.71;2.3;4.3;105;307.0;77.4;43.2
117;1;2013;887;166.0;237.0;84.5;44.1;0.7;2.0;3.8;97;81;262;115;332;97;354;335;100;97;318;356;116;790;186.0;233.0;85.1;44.0;0.8;2.2;4.2;97;266.0;79.8;44.6
118;1;2014;873;165.0;236.0;86.5;44.8;0.7;1.9;3.7;101;71;256;117;327;101;350;330;92;101;313;353;105;772;186.0;232.0;86.9;44.7;0.8;2.1;4.2;101;267.0;83.9;45.7
