ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;Ontslagroute;JaarOntslag;Perioden;TotaalBedrijfseconomischOntslagenen_1;TotaalArbeid_2;Werknemer_3;Zelfstandige_4;TotaalUitkeringen_5;Arbeidsongeschiktheidsuitkering_6;WerkloosheidsuitkeringWW_7;Bijstandsuitkering_8;OverigeUitkering_9;InkomstenbronPensioen_10;ScholierStudent_11;OverigeInkomstenbron_12
41;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
42;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
43;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2007, vrijdag 28 september;22409.0;69.0;65.0;4.0;22.0;2.0;15.0;1.0;5.0;2.0;2.0;5.0
44;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2008, vrijdag 26 september;22240.0;73.0;68.0;5.0;18.0;3.0;10.0;1.0;4.0;2.0;2.0;5.0
45;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
46;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
47;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
48;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
49;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2008, vrijdag 26 september;11401.0;69.0;65.0;4.0;22.0;2.0;13.0;1.0;5.0;2.0;2.0;4.0
50;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2003;2004, vrijdag 24 september;35856.0;60.0;57.0;4.0;17.0;2.0;9.0;2.0;4.0;1.0;10.0;12.0
51;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2003;2005, vrijdag 30 september;35495.0;68.0;64.0;4.0;14.0;2.0;7.0;2.0;3.0;2.0;8.0;7.0
52;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2003;2006, vrijdag 29 september;34702.0;73.0;68.0;5.0;12.0;3.0;5.0;2.0;2.0;2.0;7.0;6.0
53;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2003;2007, vrijdag 28 september;34347.0;78.0;71.0;6.0;9.0;3.0;3.0;2.0;2.0;2.0;5.0;6.0
54;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2003;2008, vrijdag 26 september;33948.0;79.0;72.0;7.0;9.0;3.0;2.0;2.0;2.0;2.0;4.0;6.0
55;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
56;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2004;2005, vrijdag 30 september;26294.0;62.0;58.0;3.0;16.0;2.0;8.0;2.0;4.0;2.0;10.0;11.0
57;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2004;2006, vrijdag 29 september;25638.0;71.0;67.0;5.0;12.0;2.0;5.0;2.0;3.0;2.0;8.0;7.0
58;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2004;2007, vrijdag 28 september;25414.0;76.0;70.0;6.0;9.0;2.0;3.0;2.0;2.0;2.0;6.0;6.0
59;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2004;2008, vrijdag 26 september;25178.0;78.0;71.0;7.0;9.0;3.0;3.0;2.0;2.0;2.0;5.0;6.0
60;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
61;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
62;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2005;2006, vrijdag 29 september;26714.0;66.0;63.0;3.0;11.0;1.0;5.0;2.0;4.0;2.0;14.0;7.0
63;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2005;2007, vrijdag 28 september;26421.0;72.0;68.0;5.0;8.0;1.0;3.0;1.0;2.0;2.0;11.0;6.0
64;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2005;2008, vrijdag 26 september;26187.0;74.0;69.0;6.0;8.0;2.0;3.0;1.0;2.0;2.0;9.0;7.0
65;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
66;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
67;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
68;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2006;2007, vrijdag 28 september;44967.0;71.0;66.0;4.0;9.0;1.0;4.0;1.0;3.0;2.0;11.0;7.0
69;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2006;2008, vrijdag 26 september;44550.0;74.0;69.0;5.0;8.0;2.0;3.0;1.0;2.0;2.0;9.0;6.0
70;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
71;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
72;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
73;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
74;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Faillissementen;Ontslagjaar 2007;2008, vrijdag 26 september;33234.0;71.0;66.0;4.0;9.0;1.0;3.0;1.0;3.0;2.0;12.0;7.0
75;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2003;2004, vrijdag 24 september;12055.0;67.0;65.0;2.0;16.0;3.0;9.0;2.0;2.0;7.0;5.0;6.0
76;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2003;2005, vrijdag 30 september;11945.0;70.0;68.0;2.0;14.0;3.0;7.0;2.0;2.0;7.0;4.0;5.0
77;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2003;2006, vrijdag 29 september;11782.0;73.0;70.0;3.0;12.0;3.0;5.0;2.0;2.0;7.0;3.0;5.0
78;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2003;2007, vrijdag 28 september;11624.0;76.0;73.0;4.0;10.0;3.0;3.0;2.0;2.0;7.0;2.0;4.0
79;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2003;2008, vrijdag 26 september;11406.0;78.0;74.0;4.0;9.0;3.0;2.0;2.0;2.0;7.0;2.0;4.0
80;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
81;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2004;2005, vrijdag 30 september;14878.0;58.0;55.0;2.0;12.0;2.0;6.0;1.0;3.0;17.0;7.0;6.0
82;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2004;2006, vrijdag 29 september;14720.0;62.0;59.0;3.0;9.0;3.0;4.0;1.0;2.0;17.0;6.0;5.0
83;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2004;2007, vrijdag 28 september;14564.0;66.0;62.0;4.0;8.0;3.0;2.0;1.0;2.0;18.0;5.0;4.0
84;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2004;2008, vrijdag 26 september;14177.0;69.0;65.0;4.0;7.0;3.0;1.0;1.0;2.0;17.0;3.0;4.0
85;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
86;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
87;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2005;2006, vrijdag 29 september;13314.0;62.0;59.0;2.0;9.0;2.0;4.0;1.0;3.0;17.0;7.0;5.0
88;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2005;2007, vrijdag 28 september;13212.0;66.0;63.0;3.0;7.0;2.0;2.0;1.0;2.0;18.0;6.0;4.0
89;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2005;2008, vrijdag 26 september;13090.0;67.0;64.0;4.0;7.0;3.0;2.0;0.0;2.0;18.0;4.0;4.0
90;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
91;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
92;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
93;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2006;2007, vrijdag 28 september;16920.0;76.0;73.0;3.0;9.0;2.0;5.0;1.0;2.0;9.0;3.0;4.0
94;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2006;2008, vrijdag 26 september;16780.0;77.0;73.0;3.0;9.0;3.0;3.0;1.0;2.0;9.0;2.0;3.0
95;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
96;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
97;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
98;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
99;Totaal mannen en vrouwen;0;Totaal herkomstgroeperingen;Collectief;Ontslagjaar 2007;2008, vrijdag 26 september;10581.0;76.0;73.0;3.0;8.0;1.0;3.0;0.0;4.0;9.0;3.0;4.0
100;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2004, vrijdag 24 september;62499.0;64.0;60.0;3.0;20.0;2.0;13.0;1.0;4.0;2.0;6.0;8.0
101;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2005, vrijdag 30 september;62200.0;71.0;66.0;4.0;16.0;3.0;10.0;1.0;3.0;3.0;5.0;6.0
102;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2006, vrijdag 29 september;61827.0;75.0;70.0;5.0;13.0;3.0;7.0;1.0;2.0;3.0;4.0;5.0
103;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2007, vrijdag 28 september;61340.0;79.0;73.0;6.0;10.0;3.0;5.0;1.0;2.0;3.0;3.0;5.0
104;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2008, vrijdag 26 september;60703.0;80.0;74.0;7.0;9.0;3.0;3.0;1.0;2.0;3.0;2.0;5.0
105;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
106;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2005, vrijdag 30 september;65011.0;62.0;59.0;3.0;21.0;2.0;14.0;1.0;4.0;5.0;5.0;7.0
107;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2006, vrijdag 29 september;64682.0;70.0;66.0;5.0;15.0;2.0;9.0;1.0;3.0;5.0;4.0;5.0
108;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2007, vrijdag 28 september;64240.0;75.0;70.0;6.0;11.0;2.0;6.0;1.0;2.0;6.0;3.0;5.0
109;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2008, vrijdag 26 september;63536.0;77.0;71.0;6.0;9.0;3.0;4.0;1.0;2.0;6.0;2.0;5.0
110;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
111;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
112;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2006, vrijdag 29 september;60830.0;67.0;63.0;4.0;17.0;1.0;11.0;1.0;4.0;5.0;7.0;5.0
113;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2007, vrijdag 28 september;60424.0;73.0;68.0;5.0;12.0;2.0;7.0;1.0;3.0;5.0;6.0;4.0
114;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2008, vrijdag 26 september;60031.0;75.0;70.0;5.0;10.0;3.0;5.0;1.0;2.0;6.0;4.0;4.0
115;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
116;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
117;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
118;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2007, vrijdag 28 september;64712.0;73.0;69.0;4.0;12.0;1.0;7.0;1.0;3.0;4.0;7.0;5.0
119;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2008, vrijdag 26 september;64302.0;76.0;71.0;5.0;10.0;2.0;5.0;1.0;2.0;4.0;5.0;5.0
120;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
121;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
122;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
123;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
124;Totaal mannen en vrouwen;0;Autochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2008, vrijdag 26 september;41545.0;74.0;69.0;4.0;10.0;2.0;5.0;1.0;3.0;4.0;8.0;5.0
125;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2004, vrijdag 24 september;26064.0;64.0;61.0;3.0;27.0;2.0;20.0;1.0;4.0;1.0;2.0;6.0
126;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2005, vrijdag 30 september;25918.0;70.0;66.0;4.0;21.0;3.0;14.0;1.0;4.0;2.0;1.0;5.0
127;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2006, vrijdag 29 september;25751.0;75.0;69.0;6.0;17.0;3.0;10.0;1.0;3.0;2.0;1.0;5.0
128;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2007, vrijdag 28 september;25564.0;79.0;73.0;6.0;13.0;3.0;7.0;1.0;2.0;2.0;1.0;5.0
129;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2008, vrijdag 26 september;25356.0;80.0;73.0;7.0;10.0;3.0;4.0;1.0;2.0;3.0;1.0;5.0
130;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
131;Totaal mannen en vrouwen;0;Autochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2005, vrijdag 30 september;33854.0;63.0;59.0;4.0;28.0;2.0;20.0;1.0;5.0;2.0;2.0;6.0
