ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;Ontslagroute;JaarOntslag;Perioden;TotaalBedrijfseconomischOntslagenen_1;TotaalArbeid_2;Werknemer_3;Zelfstandige_4;TotaalUitkeringen_5;Arbeidsongeschiktheidsuitkering_6;WerkloosheidsuitkeringWW_7;Bijstandsuitkering_8;OverigeUitkering_9;InkomstenbronPensioen_10;ScholierStudent_11;OverigeInkomstenbron_12
5685;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5686;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5687;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2005;2006, vrijdag 29 september;766.0;86.0;79.0;7.0;9.0;1.0;5.0;1.0;2.0;;;4.0
5688;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2005;2007, vrijdag 28 september;772.0;93.0;84.0;9.0;4.0;1.0;2.0;1.0;1.0;;;2.0
5689;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2005;2008, vrijdag 26 september;787.0;93.0;82.0;11.0;4.0;1.0;1.0;1.0;1.0;;0.0;3.0
5690;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5691;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5692;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
5693;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2006;2007, vrijdag 28 september;1726.0;91.0;87.0;5.0;6.0;0.0;4.0;0.0;1.0;;0.0;2.0
5694;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2006;2008, vrijdag 26 september;1713.0;94.0;88.0;6.0;4.0;1.0;2.0;0.0;1.0;;0.0;2.0
5695;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
5696;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
5697;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
5698;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
5699;Mannen;4;Autochtonen;Collectief;Ontslagjaar 2007;2008, vrijdag 26 september;1066.0;94.0;89.0;5.0;4.0;0.0;2.0;;2.0;;0.0;2.0
5700;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2004, vrijdag 24 september;3248.0;58.0;55.0;3.0;30.0;3.0;20.0;3.0;4.0;;0.0;11.0
5701;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2005, vrijdag 30 september;3352.0;67.0;63.0;4.0;24.0;3.0;14.0;4.0;4.0;;0.0;8.0
5702;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2006, vrijdag 29 september;3368.0;76.0;69.0;6.0;17.0;3.0;6.0;4.0;4.0;;0.0;7.0
5703;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2007, vrijdag 28 september;3437.0;82.0;74.0;7.0;12.0;3.0;3.0;3.0;3.0;;0.0;6.0
5704;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2008, vrijdag 26 september;3438.0;83.0;75.0;9.0;10.0;3.0;2.0;3.0;2.0;;0.0;6.0
5705;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
5706;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2005, vrijdag 30 september;3070.0;60.0;57.0;3.0;30.0;2.0;19.0;4.0;5.0;;0.0;11.0
5707;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2006, vrijdag 29 september;3100.0;74.0;68.0;6.0;19.0;2.0;8.0;5.0;5.0;;0.0;7.0
5708;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2007, vrijdag 28 september;3100.0;81.0;73.0;7.0;13.0;2.0;4.0;4.0;3.0;;0.0;6.0
5709;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2008, vrijdag 26 september;3080.0;83.0;74.0;9.0;12.0;3.0;3.0;4.0;2.0;;0.0;6.0
5710;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5711;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5712;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2006, vrijdag 29 september;2601.0;69.0;64.0;5.0;23.0;1.0;15.0;2.0;6.0;;0.0;8.0
5713;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2007, vrijdag 28 september;2613.0;80.0;72.0;8.0;13.0;1.0;5.0;3.0;4.0;;0.0;7.0
5714;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2008, vrijdag 26 september;2640.0;81.0;72.0;9.0;12.0;2.0;3.0;3.0;3.0;;0.0;7.0
5715;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5716;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5717;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
5718;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2007, vrijdag 28 september;3227.0;75.0;70.0;5.0;18.0;1.0;9.0;3.0;5.0;;0.0;8.0
5719;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2008, vrijdag 26 september;3196.0;80.0;73.0;7.0;13.0;2.0;4.0;3.0;3.0;;0.0;8.0
5720;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
5721;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
5722;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
5723;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
5724;Mannen;4;Allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2008, vrijdag 26 september;2007.0;77.0;72.0;5.0;15.0;1.0;7.0;3.0;4.0;;0.0;8.0
5725;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2004, vrijdag 24 september;1336.0;54.0;51.0;3.0;38.0;3.0;28.0;2.0;5.0;;0.0;8.0
5726;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2005, vrijdag 30 september;1370.0;63.0;59.0;4.0;30.0;4.0;18.0;3.0;5.0;;0.0;6.0
5727;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2006, vrijdag 29 september;1375.0;73.0;67.0;7.0;21.0;3.0;8.0;4.0;6.0;;0.0;6.0
5728;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2007, vrijdag 28 september;1398.0;82.0;75.0;8.0;13.0;3.0;3.0;3.0;3.0;;0.0;5.0
5729;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2008, vrijdag 26 september;1371.0;85.0;76.0;9.0;11.0;4.0;2.0;2.0;2.0;;0.0;4.0
5730;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
5731;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2005, vrijdag 30 september;1524.0;58.0;55.0;3.0;35.0;2.0;25.0;2.0;6.0;;0.0;7.0
5732;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2006, vrijdag 29 september;1547.0;73.0;68.0;6.0;21.0;2.0;9.0;4.0;5.0;;0.0;6.0
5733;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2007, vrijdag 28 september;1534.0;82.0;74.0;7.0;14.0;3.0;4.0;4.0;3.0;;0.0;4.0
5734;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2008, vrijdag 26 september;1515.0;84.0;75.0;9.0;11.0;4.0;2.0;4.0;2.0;;0.0;4.0
5735;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5736;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5737;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2006, vrijdag 29 september;1316.0;64.0;59.0;5.0;30.0;1.0;22.0;1.0;7.0;;0.0;5.0
5738;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2007, vrijdag 28 september;1323.0;79.0;72.0;7.0;16.0;1.0;7.0;3.0;4.0;;0.0;5.0
5739;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2008, vrijdag 26 september;1310.0;83.0;75.0;9.0;12.0;3.0;3.0;3.0;3.0;;0.0;4.0
5740;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5741;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5742;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
5743;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2007, vrijdag 28 september;839.0;69.0;65.0;3.0;26.0;1.0;17.0;1.0;7.0;;;5.0
5744;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2008, vrijdag 26 september;819.0;79.0;73.0;5.0;16.0;3.0;5.0;3.0;5.0;;0.0;5.0
5745;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
5746;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
5747;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
5748;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
5749;Mannen;4;Allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2008, vrijdag 26 september;474.0;70.0;65.0;5.0;25.0;1.0;16.0;1.0;7.0;;;5.0
5750;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2003;2004, vrijdag 24 september;1486.0;60.0;56.0;3.0;25.0;2.0;14.0;5.0;4.0;;0.0;15.0
5751;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2003;2005, vrijdag 30 september;1535.0;70.0;66.0;4.0;21.0;2.0;11.0;5.0;3.0;;;9.0
5752;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2003;2006, vrijdag 29 september;1561.0;76.0;71.0;5.0;14.0;2.0;5.0;4.0;2.0;;0.0;9.0
5753;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2003;2007, vrijdag 28 september;1600.0;79.0;72.0;7.0;12.0;2.0;3.0;4.0;3.0;;0.0;9.0
5754;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2003;2008, vrijdag 26 september;1615.0;81.0;73.0;9.0;11.0;3.0;2.0;4.0;2.0;;0.0;8.0
5755;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
5756;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2004;2005, vrijdag 30 september;1220.0;62.0;59.0;3.0;23.0;1.0;12.0;6.0;3.0;;;16.0
5757;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2004;2006, vrijdag 29 september;1214.0;73.0;69.0;5.0;17.0;2.0;7.0;6.0;4.0;;0.0;9.0
5758;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2004;2007, vrijdag 28 september;1238.0;79.0;72.0;7.0;13.0;1.0;4.0;5.0;3.0;;;9.0
5759;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2004;2008, vrijdag 26 september;1239.0;80.0;71.0;9.0;12.0;2.0;3.0;5.0;3.0;;0.0;8.0
5760;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5761;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5762;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2005;2006, vrijdag 29 september;1054.0;74.0;69.0;5.0;16.0;0.0;7.0;3.0;5.0;;0.0;10.0
5763;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2005;2007, vrijdag 28 september;1063.0;80.0;71.0;8.0;11.0;1.0;3.0;3.0;4.0;;0.0;9.0
5764;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2005;2008, vrijdag 26 september;1099.0;77.0;67.0;10.0;13.0;2.0;3.0;4.0;4.0;;0.0;10.0
5765;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5766;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5767;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
5768;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2006;2007, vrijdag 28 september;1803.0;75.0;68.0;6.0;15.0;1.0;6.0;4.0;4.0;;0.0;10.0
5769;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2006;2008, vrijdag 26 september;1798.0;78.0;70.0;8.0;12.0;2.0;4.0;4.0;3.0;;0.0;10.0
5770;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
5771;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
5772;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
5773;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
5774;Mannen;4;Allochtonen;Faillissementen;Ontslagjaar 2007;2008, vrijdag 26 september;1273.0;78.0;72.0;6.0;13.0;1.0;4.0;4.0;4.0;;0.0;9.0
5775;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2003;2004, vrijdag 24 september;426.0;67.0;64.0;3.0;25.0;2.0;18.0;3.0;1.0;;;9.0
5776;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2003;2005, vrijdag 30 september;447.0;73.0;69.0;4.0;17.0;3.0;10.0;3.0;2.0;;;10.0
5777;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2003;2006, vrijdag 29 september;432.0;81.0;74.0;7.0;14.0;3.0;5.0;3.0;3.0;;0.0;5.0
5778;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2003;2007, vrijdag 28 september;439.0;89.0;81.0;7.0;8.0;3.0;1.0;3.0;1.0;;;4.0
5779;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2003;2008, vrijdag 26 september;452.0;85.0;77.0;9.0;8.0;4.0;2.0;2.0;1.0;;1.0;6.0
5780;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
5781;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2004;2005, vrijdag 30 september;326.0;61.0;56.0;5.0;30.0;2.0;21.0;3.0;4.0;;1.0;8.0
5782;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2004;2006, vrijdag 29 september;339.0;74.0;67.0;7.0;16.0;3.0;4.0;5.0;3.0;;1.0;9.0
5783;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2004;2007, vrijdag 28 september;328.0;84.0;74.0;10.0;11.0;2.0;2.0;2.0;4.0;;;5.0
5784;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2004;2008, vrijdag 26 september;326.0;85.0;75.0;11.0;11.0;3.0;3.0;3.0;2.0;;;4.0
5785;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5786;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5787;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2005;2006, vrijdag 29 september;231.0;74.0;68.0;6.0;17.0;3.0;9.0;2.0;3.0;;0.0;9.0
5788;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2005;2007, vrijdag 28 september;227.0;82.0;74.0;7.0;11.0;3.0;5.0;2.0;2.0;;;7.0
5789;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2005;2008, vrijdag 26 september;231.0;87.0;80.0;7.0;9.0;3.0;2.0;1.0;2.0;;0.0;4.0
5790;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5791;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5792;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
5793;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2006;2007, vrijdag 28 september;585.0;83.0;79.0;4.0;13.0;0.0;8.0;2.0;3.0;;0.0;4.0
5794;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2006;2008, vrijdag 26 september;579.0;87.0;82.0;4.0;9.0;1.0;4.0;2.0;2.0;;0.0;4.0
5795;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
5796;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
5797;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
5798;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
5799;Mannen;4;Allochtonen;Collectief;Ontslagjaar 2007;2008, vrijdag 26 september;260.0;87.0;84.0;3.0;6.0;0.0;5.0;;0.0;;;7.0
5800;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2004, vrijdag 24 september;1876.0;53.0;50.0;3.0;35.0;3.0;22.0;5.0;4.0;;0.0;12.0
5801;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2005, vrijdag 30 september;1932.0;62.0;58.0;4.0;30.0;3.0;16.0;6.0;4.0;;;8.0
5802;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2006, vrijdag 29 september;1952.0;70.0;64.0;5.0;22.0;3.0;8.0;6.0;5.0;;0.0;8.0
5803;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2007, vrijdag 28 september;2014.0;77.0;70.0;7.0;15.0;3.0;3.0;5.0;3.0;;0.0;7.0
5804;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2008, vrijdag 26 september;1983.0;79.0;71.0;8.0;13.0;4.0;3.0;4.0;2.0;;0.0;7.0
5805;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
5806;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2005, vrijdag 30 september;1929.0;53.0;51.0;3.0;35.0;2.0;22.0;5.0;6.0;;0.0;12.0
5807;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2006, vrijdag 29 september;1946.0;68.0;63.0;5.0;23.0;2.0;9.0;7.0;5.0;;0.0;8.0
5808;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2007, vrijdag 28 september;1976.0;76.0;70.0;6.0;16.0;2.0;4.0;6.0;4.0;;0.0;7.0
5809;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2008, vrijdag 26 september;1974.0;79.0;70.0;8.0;14.0;3.0;3.0;5.0;3.0;;0.0;7.0
5810;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5811;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5812;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2006, vrijdag 29 september;1531.0;63.0;58.0;5.0;28.0;1.0;17.0;3.0;7.0;;0.0;9.0
5813;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2007, vrijdag 28 september;1562.0;75.0;68.0;7.0;17.0;1.0;7.0;4.0;5.0;;0.0;7.0
5814;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2008, vrijdag 26 september;1598.0;78.0;69.0;9.0;15.0;3.0;4.0;5.0;4.0;;0.0;7.0
5815;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5816;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5817;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
5818;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2007, vrijdag 28 september;2063.0;70.0;65.0;5.0;22.0;1.0;11.0;4.0;6.0;;0.0;8.0
5819;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2008, vrijdag 26 september;2041.0;76.0;69.0;6.0;15.0;2.0;5.0;4.0;4.0;;0.0;9.0
5820;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
5821;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
5822;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
5823;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
5824;Mannen;4;Niet-westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2008, vrijdag 26 september;1280.0;74.0;69.0;5.0;18.0;1.0;9.0;4.0;5.0;;0.0;8.0
5825;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2004, vrijdag 24 september;773.0;48.0;45.0;3.0;43.0;3.0;32.0;2.0;6.0;;0.0;9.0
5826;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2005, vrijdag 30 september;792.0;57.0;53.0;4.0;37.0;4.0;22.0;4.0;6.0;;;6.0
5827;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2006, vrijdag 29 september;798.0;67.0;61.0;6.0;27.0;4.0;10.0;6.0;7.0;;0.0;6.0
5828;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2007, vrijdag 28 september;813.0;78.0;71.0;7.0;16.0;4.0;3.0;5.0;4.0;;0.0;5.0
5829;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2008, vrijdag 26 september;778.0;81.0;73.0;8.0;13.0;5.0;3.0;3.0;2.0;;0.0;5.0
5830;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
5831;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2005, vrijdag 30 september;907.0;51.0;49.0;2.0;41.0;2.0;29.0;3.0;8.0;;;7.0
5832;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2006, vrijdag 29 september;925.0;68.0;63.0;5.0;25.0;3.0;10.0;5.0;7.0;;0.0;6.0
5833;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2007, vrijdag 28 september;927.0;78.0;72.0;6.0;17.0;3.0;4.0;5.0;4.0;;0.0;5.0
5834;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2008, vrijdag 26 september;916.0;81.0;74.0;7.0;14.0;4.0;3.0;5.0;2.0;;;5.0
5835;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
5836;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
5837;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2006, vrijdag 29 september;767.0;58.0;53.0;4.0;37.0;1.0;25.0;1.0;10.0;;0.0;6.0
5838;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2007, vrijdag 28 september;781.0;75.0;69.0;6.0;20.0;2.0;9.0;4.0;6.0;;0.0;5.0
5839;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2008, vrijdag 26 september;791.0;81.0;73.0;8.0;15.0;3.0;4.0;4.0;4.0;;;3.0
5840;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
5841;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
5842;Mannen;4;Niet-westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
