ID;Leeftijd;Perioden;TotaalAantalHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
969;10;2000;408202;126253;281949;250874;28992;1980;103
970;10;2001;419427;130514;288913;259151;27828;1836;98
971;10;2002;426028;133546;292482;264171;26531;1685;95
972;10;2003;436299;137756;298543;271144;25672;1631;96
973;10;2004;449630;142446;307184;279997;25456;1633;98
974;10;2005;466419;148123;318296;290876;25631;1690;99
975;10;2006;475915;151651;324264;297066;25380;1701;117
976;10;2007;526653;168413;358240;327729;28357;2031;123
977;10;2008;569442;183665;385777;352919;30461;2241;156
978;10;2009;597787;195016;402771;368199;31931;2465;176
979;10;2010;617168;204388;412780;376965;32914;2716;185
980;10;2011;639114;214954;424160;386600;34270;3072;218
981;10;2012;623274;212513;410761;372587;34546;3375;253
982;10;2013;615286;212289;402997;363307;35662;3730;298
983;10;2014;613873;214247;399626;357892;37242;4163;329
984;10;2015;617419;217627;399792;355553;39262;4614;363
985;10;2016;624637;222177;402460;355637;41409;5024;390
986;10;2017;634527;227735;406792;356977;43837;5541;437
987;10;2018;642565;232637;409928;356890;46380;6151;507
988;10;2019;653138;238543;414595;358379;48921;6737;558
989;10;2020;665770;245153;420617;361013;51618;7376;610
990;10;2021;676591;251267;425324;362575;54051;8024;674
991;10;2022;689103;257630;431473;365268;56712;8741;752
992;10;2023;700219;263400;436819;367351;59277;9380;811
993;10;2024;711171;269112;442059;369170;61981;10036;872
994;10;2025;720578;274114;446464;370175;64715;10651;923
995;10;2026;726773;277897;448876;369863;66988;11072;953
996;10;2027;727033;279373;447660;366981;68402;11314;963
997;10;2028;725863;280254;445609;363586;69538;11507;978
998;10;2029;723817;280477;443340;359941;70675;11723;1001
999;10;2030;726005;282254;443751;358266;72328;12112;1045
1000;10;2031;727303;283474;443829;357097;73350;12317;1065
1001;10;2032;724760;283209;441551;354770;73413;12311;1057
1002;10;2033;716932;280633;436299;350502;72641;12132;1024
1003;10;2034;698187;273726;424461;341422;70370;11691;978
1004;10;2035;669476;262705;406771;327106;67501;11231;933
1005;10;2036;640197;251539;388658;312352;64588;10808;910
1006;10;2037;615699;242295;373404;299671;62307;10526;900
1007;10;2038;596209;234892;361317;289293;60748;10374;902
1008;10;2039;587537;231765;355772;284244;60245;10372;911
1009;10;2040;582970;230127;352843;281381;60137;10405;920
1010;10;2041;585637;231500;354137;281832;60807;10557;941
1011;10;2042;587951;232614;355337;282448;61302;10636;951
1012;10;2043;587950;233065;354885;282097;61258;10585;945
1013;10;2044;586089;232523;353566;281028;61072;10527;939
1014;10;2045;586507;232771;353736;281005;61227;10557;947
1015;10;2046;585973;232255;353718;280575;61532;10647;964
1016;10;2047;589796;233381;356415;282248;62347;10830;990
1017;10;2048;597059;236037;361022;285806;63237;10972;1007
1018;10;2049;604809;239025;365784;289662;64028;11076;1018
1019;10;2050;611664;241620;370044;293063;64769;11182;1030
1020;11;2000;373637;142695;230942;218710;11726;490;16
1021;11;2001;373201;142418;230783;218514;11758;495;16
1022;11;2002;375053;143207;231846;219757;11580;493;16
1023;11;2003;376089;143414;232675;220873;11299;487;16
1024;11;2004;383426;146116;237310;225854;10960;480;16
1025;11;2005;391458;149250;242208;231106;10613;473;16
1026;11;2006;401537;153032;248505;237814;10211;463;17
1027;11;2007;407640;155512;252128;241939;9722;450;17
1028;11;2008;417203;159395;257808;247989;9361;441;17
1029;11;2009;429780;164004;265776;256075;9244;439;18
1030;11;2010;445590;169802;275788;266074;9254;442;18
1031;11;2011;454388;173176;281212;271653;9100;440;19
1032;11;2012;502590;191331;311259;300654;10100;484;21
1033;11;2013;543057;207456;335601;324340;10720;518;23
1034;11;2014;569658;219059;350599;338910;11125;540;24
1035;11;2015;587713;228210;359503;347614;11314;551;24
1036;11;2016;608111;238703;369408;357205;11609;569;25
1037;11;2017;592846;234552;358294;346077;11625;568;24
1038;11;2018;585102;233001;352101;339565;11931;581;24
1039;11;2019;583578;233912;349666;336694;12353;596;23
1040;11;2020;586743;236531;350212;336601;12967;621;23
1041;11;2021;593376;240469;352907;338619;13618;647;23
1042;11;2022;602555;245519;357036;341863;14466;683;24
1043;11;2023;610042;249869;360173;343964;15459;726;24
1044;11;2024;619908;255281;364627;347395;16438;770;24
1045;11;2025;631803;261482;370321;351972;17506;819;24
1046;11;2026;641955;267101;374854;355511;18453;865;25
1047;11;2027;653782;273067;380715;360321;19457;912;25
1048;11;2028;664246;278417;385829;364541;20308;955;25
1049;11;2029;674552;283725;390827;368624;21179;998;26
1050;11;2030;683388;288285;395103;372029;22010;1038;26
1051;11;2031;689131;291624;397507;373731;22680;1070;26
1052;11;2032;689244;292561;396683;372461;23105;1091;26
1053;11;2033;687992;292857;395135;370531;23469;1109;26
1054;11;2034;685932;292498;393434;368355;23915;1138;26
1055;11;2035;688003;293762;394241;368396;24636;1183;26
1056;11;2036;689129;294462;394667;368326;25106;1209;26
1057;11;2037;686562;293634;392928;366463;25221;1218;26
1058;11;2038;678949;290508;388441;362160;25050;1205;26
1059;11;2039;660979;282979;378000;352492;24315;1168;25
1060;11;2040;633675;271276;362399;337863;23393;1120;23
1061;11;2041;605909;259447;346462;322901;22460;1079;22
1062;11;2042;582753;249672;333081;310262;21752;1046;21
1063;11;2043;564359;241875;322484;300143;21295;1025;21
1064;11;2044;556225;238507;317718;295481;21194;1022;21
1065;11;2045;551956;236729;315227;292978;21206;1022;21
1066;11;2046;554577;238085;316492;293940;21495;1036;21
1067;11;2047;556828;239225;317603;294832;21706;1044;21
1068;11;2048;556853;239652;317201;294443;21697;1041;20
1069;11;2049;555159;239118;316041;293341;21644;1036;20
1070;11;2050;555608;239406;316202;293419;21722;1041;20
1071;12;2000;333698;163529;170169;166520;3470;168;11
1072;12;2001;338535;165102;173433;169844;3411;167;11
1073;12;2002;341632;165822;175810;172187;3444;168;11
1074;12;2003;346456;167434;179022;175375;3466;169;12
1075;12;2004;346698;166985;179713;175987;3542;172;12
1076;12;2005;348353;166998;181355;177576;3592;175;12
1077;12;2006;347917;166127;181790;177965;3637;176;12
1078;12;2007;349789;166418;183371;179627;3558;174;12
1079;12;2008;350945;166197;184748;181123;3444;169;12
1080;12;2009;357828;168860;188968;185439;3351;166;12
1081;12;2010;365301;171966;193335;189878;3280;164;13
1082;12;2011;374646;175970;198676;195218;3281;164;13
1083;12;2012;380217;178504;201713;198258;3278;164;13
1084;12;2013;389001;182582;206419;202884;3352;169;14
1085;12;2014;400699;187552;213147;209488;3470;175;14
1086;12;2015;415397;193857;221540;217731;3613;181;15
1087;12;2016;423491;197397;226094;222204;3691;184;15
1088;12;2017;468491;217374;251117;246774;4118;208;17
1089;12;2018;506019;234861;271158;266466;4456;218;18
1090;12;2019;530431;247109;283322;278411;4668;225;18
1091;12;2020;546757;256325;290432;285381;4800;232;19
1092;12;2021;564971;267038;297933;292727;4945;242;19
1093;12;2022;550666;261075;289591;284509;4829;235;18
1094;12;2023;543493;258115;285378;280351;4778;231;18
1095;12;2024;542004;257951;284053;279036;4771;228;18
1096;12;2025;544921;259825;285096;280048;4801;229;18
1097;12;2026;551052;263185;287867;282763;4856;230;18
1098;12;2027;559543;267773;291770;286505;5011;236;18
1099;12;2028;566544;271569;294975;289504;5209;244;18
1100;12;2029;575789;276497;299292;293688;5337;249;18
1101;12;2030;586903;282290;304613;298791;5547;257;18
1102;12;2031;596390;287426;308964;303024;5659;262;19
1103;12;2032;607400;293015;314385;308265;5834;267;19
1104;12;2033;617106;297970;319136;312844;5999;274;19
1105;12;2034;626638;302885;323753;317249;6203;282;19
1106;12;2035;634768;306984;327784;321078;6399;288;19
1107;12;2036;639999;309862;330137;323249;6577;292;19
1108;12;2037;640033;310153;329880;322868;6697;296;19
1109;12;2038;638807;309624;329183;322088;6778;298;19
1110;12;2039;636851;308359;328492;321246;6926;301;19
1111;12;2040;638848;308725;330123;322628;7168;308;19
1112;12;2041;639912;308605;331307;323670;7309;309;19
1113;12;2042;637459;306969;330490;322780;7384;308;18
1114;12;2043;630322;303093;327229;319553;7355;303;18
1115;12;2044;613534;294776;318758;311289;7159;293;17
1116;12;2045;588226;282213;306013;298815;6901;281;16
1117;12;2046;562527;269553;292974;286054;6637;268;15
1118;12;2047;541167;259133;282034;275321;6440;259;14
1119;12;2048;524274;250839;273435;266868;6301;252;14
1120;12;2049;516888;247190;269698;263148;6285;251;14
1121;12;2050;513075;245292;267783;261214;6306;250;13
1122;13;2000;286735;179062;107673;105826;1755;85;7
1123;13;2001;286069;178360;107709;105860;1757;85;7
1124;13;2002;285448;177419;108029;106165;1772;85;7
1125;13;2003;284952;176603;108349;106469;1788;85;7
1126;13;2004;285507;175882;109625;107716;1817;85;7
1127;13;2005;286743;175595;111148;109202;1853;86;7
1128;13;2006;291434;177437;113997;111994;1909;87;7
1129;13;2007;294741;178443;116298;114244;1958;88;8
1130;13;2008;299438;180403;119035;116923;2014;90;8
1131;13;2009;300176;180142;120034;117893;2043;90;8
1132;13;2010;302069;180476;121593;119415;2079;91;8
1133;13;2011;302215;179830;122385;120182;2103;92;8
1134;13;2012;304247;180353;123894;121656;2137;93;8
1135;13;2013;305610;180377;125233;122964;2167;94;8
1136;13;2014;311900;183446;128454;126122;2227;96;9
1137;13;2015;318650;186878;131772;129375;2290;98;9
1138;13;2016;327058;191323;135735;133261;2364;101;9
1139;13;2017;332049;194027;138022;135496;2414;103;9
1140;13;2018;339872;198354;141518;138918;2484;106;10
1141;13;2019;350474;203806;146668;143964;2584;110;10
1142;13;2020;363705;210696;153009;150180;2705;114;10
1143;13;2021;370850;214413;156437;153531;2779;116;11
1144;13;2022;410996;236153;174843;171597;3104;130;12
1145;13;2023;443997;254720;189277;185753;3372;140;12
1146;13;2024;465102;267212;197890;194195;3539;143;13
1147;13;2025;478780;275983;202797;198998;3642;144;13
1148;13;2026;493626;285992;207634;203744;3731;146;13
1149;13;2027;481252;278736;202516;198721;3640;142;13
1150;13;2028;475304;274896;200408;196651;3604;141;12
1151;13;2029;474151;273984;200167;196412;3603;140;12
1152;13;2030;476788;275303;201485;197702;3631;140;12
1153;13;2031;482163;278188;203975;200140;3682;141;12
1154;13;2032;489549;282346;207203;203301;3748;142;12
1155;13;2033;495788;285689;210099;206134;3809;144;12
1156;13;2034;503881;290158;213723;209681;3884;146;12
1157;13;2035;513640;295542;218098;213963;3974;148;13
1158;13;2036;521848;300135;221713;217498;4052;150;13
1159;13;2037;531447;305286;226161;221853;4143;152;13
1160;13;2038;539870;309768;230102;225712;4224;153;13
1161;13;2039;548165;314169;233996;229525;4303;155;13
1162;13;2040;555324;317663;237661;233117;4374;157;13
1163;13;2041;559808;319810;239998;235404;4424;157;13
1164;13;2042;559766;319201;240565;235958;4439;155;13
1165;13;2043;558604;317757;240847;236237;4443;154;13
1166;13;2044;556992;315709;241283;236672;4446;152;13
1167;13;2045;559148;315418;243730;239089;4476;152;13
1168;13;2046;560243;314623;245620;240954;4502;151;13
1169;13;2047;558031;312190;245841;241179;4501;149;12
1170;13;2048;551550;307560;243990;239374;4459;145;12
1171;13;2049;536532;298539;237993;233502;4342;138;11
1172;13;2050;514466;285501;228965;224654;4168;132;11
1173;14;2000;169861;128286;41575;40813;715;44;3
1174;14;2001;179598;135253;44345;43534;761;46;4
1175;14;2002;188047;141560;46487;45634;801;48;4
1176;14;2003;195615;147242;48373;47481;839;49;4
1177;14;2004;204783;154018;50765;49821;889;51;4
1178;14;2005;211597;159053;52544;51561;926;53;4
1179;14;2006;212099;158991;53108;52111;940;53;4
1180;14;2007;212784;158945;53839;52823;958;54;4
1181;14;2008;213365;158893;54472;53441;973;54;4
1182;14;2009;214895;159244;55651;54596;996;54;5
1183;14;2010;216689;159866;56823;55743;1020;55;5
1184;14;2011;221079;162387;58692;57575;1056;56;5
1185;14;2012;224188;164002;60186;59039;1086;56;5
1186;14;2013;228260;166385;61875;60694;1119;57;5
1187;14;2014;229238;166605;62633;61434;1136;58;5
1188;14;2015;231074;167356;63718;62496;1158;59;5
1189;14;2016;231644;167210;64434;63197;1173;59;5
1190;14;2017;233577;168036;65541;64281;1195;60;5
1191;14;2018;234982;168431;66551;65271;1215;60;5
1192;14;2019;240137;171545;68592;67268;1257;61;6
1193;14;2020;245549;174878;70671;69304;1298;63;6
1194;14;2021;252220;179149;73071;71654;1347;64;6
1195;14;2022;256091;181642;74449;72999;1379;65;6
1196;14;2023;262195;185655;76540;75043;1424;67;6
1197;14;2024;270853;191120;79733;78172;1486;69;6
1198;14;2025;281653;198051;83602;81965;1558;72;7
1199;14;2026;287388;201745;85643;83965;1598;73;7
1200;14;2027;319734;223087;96647;94762;1798;80;7
1201;14;2028;345628;240677;104951;102907;1950;86;8
1202;14;2029;361631;251984;109647;107507;2042;90;8
1203;14;2030;371377;259238;112139;109939;2101;91;8
1204;14;2031;381122;266784;114338;112084;2151;95;8
1205;14;2032;371811;259816;111995;109785;2110;92;8
1206;14;2033;367727;256309;111418;109221;2099;90;8
1207;14;2034;367059;255324;111735;109532;2106;89;8
1208;14;2035;369202;256380;112822;110595;2130;89;8
1209;14;2036;373359;258815;114544;112280;2166;90;8
1210;14;2037;378982;262322;116660;114351;2210;91;8
1211;14;2038;383871;265149;118722;116371;2251;92;8
1212;14;2039;390101;268886;121215;118813;2301;93;8
1213;14;2040;397645;273463;124182;121720;2359;95;8
1214;14;2041;403917;277154;126763;124248;2411;96;8
1215;14;2042;411320;281442;129878;127302;2471;97;8
1216;14;2043;417802;285072;132730;130098;2525;99;8
1217;14;2044;424196;288594;135602;132915;2579;100;8
1218;14;2045;429834;291367;138467;135729;2628;102;8
1219;14;2046;433098;292724;140374;137605;2659;102;8
1220;14;2047;432899;291565;141334;138548;2676;102;8
1221;14;2048;431821;289587;142234;139436;2688;102;8
1222;14;2049;430607;287226;143381;140572;2700;101;8
1223;14;2050;432726;286687;146039;143192;2738;101;8
1224;15;2000;87345;74552;12793;12442;313;36;2
1225;15;2001;90062;77057;13005;12646;320;37;2
1226;15;2002;92478;79255;13223;12856;327;38;2
1227;15;2003;94140;80695;13445;13071;334;38;2
1228;15;2004;95000;81470;13530;13152;338;38;2
1229;15;2005;96656;82722;13934;13545;348;39;2
1230;15;2006;103684;88473;15211;14788;379;42;2
1231;15;2007;109880;93652;16228;15776;405;45;2
1232;15;2008;115236;98138;17098;16618;431;47;2
1233;15;2009;121307;103206;18101;17590;458;50;3
1234;15;2010;125683;106853;18830;18300;476;51;3
1235;15;2011;126643;107476;19167;18626;486;52;3
1236;15;2012;127693;108137;19556;19004;497;52;3
1237;15;2013;128553;108654;19899;19337;506;53;3
1238;15;2014;130130;109654;20476;19900;519;54;3
1239;15;2015;131698;110672;21026;20435;533;55;3
1240;15;2016;134770;112937;21833;21222;552;56;3
1241;15;2017;136823;114363;22460;21833;567;57;3
1242;15;2018;139333;116192;23141;22496;584;58;3
1243;15;2019;139840;116375;23465;22809;594;59;3
1244;15;2020;140778;116871;23907;23240;605;59;3
1245;15;2021;141078;116838;24240;23564;613;60;3
1246;15;2022;142239;117513;24726;24036;626;61;3
1247;15;2023;143176;117998;25178;24476;638;61;3
1248;15;2024;146512;120470;26042;25316;660;63;3
1249;15;2025;150033;123110;26923;26174;682;64;3
1250;15;2026;154378;126456;27922;27144;708;66;4
1251;15;2027;156740;128274;28466;27669;725;68;4
1252;15;2028;160548;131231;29317;28497;747;69;4
1253;15;2029;166288;135600;30688;29832;780;72;4
1254;15;2030;173353;141053;32300;31401;820;75;4
1255;15;2031;176881;143812;33069;32145;843;77;4
1256;15;2032;198070;160348;37722;36679;952;86;5
1257;15;2033;214174;173175;40999;39866;1034;94;5
1258;15;2034;223409;180760;42649;41456;1090;98;5
1259;15;2035;228407;184986;43421;42203;1114;99;5
1260;15;2036;232686;188685;44001;42771;1126;99;5
1261;15;2037;227190;183885;43305;42096;1107;97;5
1262;15;2038;225216;181824;43392;42184;1107;96;5
1263;15;2039;225010;181262;43748;42532;1115;96;5
1264;15;2040;226405;182012;44393;43161;1130;97;5
1265;15;2041;228963;183656;45307;44054;1150;98;5
1266;15;2042;232365;185964;46401;45122;1175;99;5
1267;15;2043;235455;187896;47559;46252;1201;101;5
1268;15;2044;239289;190363;48926;47588;1231;102;5
1269;15;2045;243953;193459;50494;49120;1265;104;5
1270;15;2046;247765;195790;51975;50567;1297;106;5
1271;15;2047;252352;198669;53683;52238;1332;108;5
1272;15;2048;256320;201024;55296;53818;1364;109;5
1273;15;2049;260267;203288;56979;55466;1397;111;5
1274;15;2050;263798;205065;58733;57184;1431;113;5
1275;16;2000;24547;22112;2435;2368;57;9;1
1276;16;2001;26842;24280;2562;2490;61;10;1
1277;16;2002;28066;25410;2656;2580;64;11;1
1278;16;2003;29838;27038;2800;2721;67;11;1
1279;16;2004;31678;28722;2956;2872;71;12;1
1280;16;2005;33569;30485;3084;2996;75;12;1
1281;16;2006;34790;31613;3177;3086;77;13;1
1282;16;2007;36137;32844;3293;3199;80;13;1
1283;16;2008;37215;33818;3397;3301;82;13;1
1284;16;2009;37880;34427;3453;3356;83;13;1
1285;16;2010;38907;35328;3579;3478;86;14;1
1286;16;2011;42352;38409;3943;3833;94;15;1
1287;16;2012;45196;40966;4230;4112;101;16;1
1288;16;2013;47445;42990;4455;4332;106;16;1
1289;16;2014;49868;45151;4717;4587;112;17;1
1290;16;2015;51469;46566;4903;4768;116;18;1
1291;16;2016;51811;46826;4985;4849;117;18;1
1292;16;2017;52174;47097;5077;4939;119;18;1
1293;16;2018;52392;47241;5151;5012;120;18;1
1294;16;2019;53011;47723;5288;5146;123;18;1
1295;16;2020;53477;48076;5401;5258;124;18;1
1296;16;2021;54581;48994;5587;5440;128;18;1
1297;16;2022;55184;49465;5719;5570;130;18;1
1298;16;2023;56016;50146;5870;5717;133;19;1
1299;16;2024;56035;50115;5920;5768;133;18;1
1300;16;2025;56345;50332;6013;5859;134;19;1
1301;16;2026;56518;50426;6092;5936;136;19;1
1302;16;2027;57021;50815;6206;6048;138;19;1
1303;16;2028;57450;51147;6303;6144;139;19;1
1304;16;2029;58895;52382;6513;6350;143;19;1
1305;16;2030;60393;53661;6732;6563;148;20;1
1306;16;2031;62193;55220;6973;6798;153;20;2
1307;16;2032;62985;55901;7084;6906;156;20;2
1308;16;2033;64474;57189;7285;7102;160;21;2
1309;16;2034;67002;59380;7622;7431;167;22;2
1310;16;2035;70072;62054;8018;7817;176;23;2
1311;16;2036;71313;63142;8171;7966;180;23;2
1312;16;2037;80837;71435;9402;9168;206;26;2
1313;16;2038;87320;77116;10204;9951;223;28;2
1314;16;2039;90385;79821;10564;10301;232;29;2
1315;16;2040;91517;80782;10735;10469;235;29;2
1316;16;2041;92221;81338;10883;10612;239;30;2
1317;16;2042;90198;79388;10810;10542;237;29;2
1318;16;2043;89772;78823;10949;10679;239;29;2
1319;16;2044;89824;78687;11137;10864;242;29;2
1320;16;2045;90444;79035;11409;11131;247;29;2
1321;16;2046;91485;79736;11749;11464;253;30;2
1322;16;2047;92834;80673;12161;11868;261;30;2
1323;16;2048;94148;81531;12617;12314;270;31;2
1324;16;2049;95737;82563;13174;12860;281;31;2
1325;16;2050;97666;83892;13774;13448;292;32;2
1326;17;2000;4079;3725;354;343;9;2;0
1327;17;2001;4631;4228;403;391;10;2;0
1328;17;2002;5065;4631;434;421;11;2;0
1329;17;2003;5523;5050;473;459;12;2;0
1330;17;2004;5999;5495;504;490;12;2;0
1331;17;2005;6529;5982;547;531;14;2;0
1332;17;2006;7015;6437;578;562;14;2;0
1333;17;2007;7438;6823;615;596;16;3;0
1334;17;2008;8007;7346;661;641;17;3;0
1335;17;2009;8573;7871;702;682;17;3;0
1336;17;2010;9136;8394;742;720;19;3;0
1337;17;2011;9474;8705;769;747;19;3;0
1338;17;2012;9836;9039;797;774;20;3;0
1339;17;2013;10157;9330;827;802;21;4;0
1340;17;2014;10344;9508;836;812;21;3;0
1341;17;2015;10655;9785;870;845;21;4;0
1342;17;2016;11576;10632;944;917;23;4;0
1343;17;2017;12249;11251;998;970;24;4;0
1344;17;2018;12714;11670;1044;1015;25;4;0
1345;17;2019;13171;12087;1084;1054;26;4;0
1346;17;2020;13420;12307;1113;1083;26;4;0
1347;17;2021;13495;12367;1128;1098;26;4;0
1348;17;2022;13573;12427;1146;1115;27;4;0
1349;17;2023;13592;12434;1158;1127;27;4;0
1350;17;2024;13767;12589;1178;1147;27;4;0
1351;17;2025;13873;12677;1196;1165;27;4;0
1352;17;2026;14149;12923;1226;1195;27;4;0
1353;17;2027;14267;13020;1247;1215;28;4;0
1354;17;2028;14434;13166;1268;1236;28;4;0
1355;17;2029;14421;13146;1275;1243;28;4;0
1356;17;2030;14486;13198;1288;1256;28;4;0
1357;17;2031;14558;13257;1301;1269;28;4;0
1358;17;2032;14684;13377;1307;1275;28;4;0
1359;17;2033;14802;13487;1315;1283;28;4;0
1360;17;2034;15154;13817;1337;1305;28;4;0
1361;17;2035;15523;14145;1378;1345;29;4;0
1362;17;2036;15955;14536;1419;1385;30;4;0
1363;17;2037;16105;14664;1441;1405;31;5;0
1364;17;2038;16447;14972;1475;1439;31;5;0
1365;17;2039;17128;15579;1549;1511;33;5;0
1366;17;2040;17910;16286;1624;1584;35;5;0
1367;17;2041;18183;16528;1655;1615;35;5;0
1368;17;2042;20655;18759;1896;1849;41;6;0
1369;17;2043;22168;20114;2054;2004;44;6;0
1370;17;2044;22791;20659;2132;2079;46;7;0
1371;17;2045;22973;20789;2184;2130;47;7;0
1372;17;2046;22986;20753;2233;2178;48;7;0
1373;17;2047;22899;20625;2274;2219;48;7;0
1374;17;2048;23071;20730;2341;2284;50;7;0
1375;17;2049;23175;20766;2409;2351;51;7;0
1376;17;2050;23361;20865;2496;2436;53;7;0
