ID;Marges;RegioS;Perioden;Ondernemersvertrouwen_1
66;Waarde;Fryslân (PV);2021 1e kwartaal;-3.2
67;Waarde;Fryslân (PV);2021 2e kwartaal;0.7
68;Waarde;Fryslân (PV);2021 3e kwartaal;10.4
69;Waarde;Fryslân (PV);2021 4e kwartaal;9.0
70;Waarde;Fryslân (PV);2022 1e kwartaal;3.1
71;Waarde;Fryslân (PV);2022 2e kwartaal;11.3
72;Waarde;Fryslân (PV);2022 3e kwartaal;0.3
73;Waarde;Fryslân (PV);2022 4e kwartaal;-3.5
74;Waarde;Fryslân (PV);2023 1e kwartaal;4.4
75;Waarde;Fryslân (PV);2023 2e kwartaal;0.9
76;Waarde;Drenthe (PV);2014 1e kwartaal;-2.9
77;Waarde;Drenthe (PV);2014 2e kwartaal;-3.3
78;Waarde;Drenthe (PV);2014 3e kwartaal;-2.2
79;Waarde;Drenthe (PV);2014 4e kwartaal;1.0
80;Waarde;Drenthe (PV);2015 1e kwartaal;2.7
81;Waarde;Drenthe (PV);2015 2e kwartaal;-0.8
82;Waarde;Drenthe (PV);2015 3e kwartaal;7.1
83;Waarde;Drenthe (PV);2015 4e kwartaal;4.2
84;Waarde;Drenthe (PV);2016 1e kwartaal;3.2
85;Waarde;Drenthe (PV);2016 2e kwartaal;4.8
86;Waarde;Drenthe (PV);2016 3e kwartaal;2.8
87;Waarde;Drenthe (PV);2016 4e kwartaal;7.4
88;Waarde;Drenthe (PV);2017 1e kwartaal;6.4
89;Waarde;Drenthe (PV);2017 2e kwartaal;14.3
90;Waarde;Drenthe (PV);2017 3e kwartaal;11.8
91;Waarde;Drenthe (PV);2017 4e kwartaal;10.5
92;Waarde;Drenthe (PV);2018 1e kwartaal;16.4
93;Waarde;Drenthe (PV);2018 2e kwartaal;12.1
94;Waarde;Drenthe (PV);2018 3e kwartaal;7.9
95;Waarde;Drenthe (PV);2018 4e kwartaal;8.7
96;Waarde;Drenthe (PV);2019 1e kwartaal;8.1
97;Waarde;Drenthe (PV);2019 2e kwartaal;6.3
98;Waarde;Drenthe (PV);2019 3e kwartaal;7.9
99;Waarde;Drenthe (PV);2019 4e kwartaal;1.2
100;Waarde;Drenthe (PV);2020 1e kwartaal;-1.5
101;Waarde;Drenthe (PV);2020 2e kwartaal;-37.3
102;Waarde;Drenthe (PV);2020 3e kwartaal;-23.5
103;Waarde;Drenthe (PV);2020 4e kwartaal;-12.0
104;Waarde;Drenthe (PV);2021 1e kwartaal;-14.0
105;Waarde;Drenthe (PV);2021 2e kwartaal;-5.4
106;Waarde;Drenthe (PV);2021 3e kwartaal;9.5
107;Waarde;Drenthe (PV);2021 4e kwartaal;11.7
108;Waarde;Drenthe (PV);2022 1e kwartaal;5.4
109;Waarde;Drenthe (PV);2022 2e kwartaal;5.9
110;Waarde;Drenthe (PV);2022 3e kwartaal;1.8
111;Waarde;Drenthe (PV);2022 4e kwartaal;-1.8
112;Waarde;Drenthe (PV);2023 1e kwartaal;0.5
113;Waarde;Drenthe (PV);2023 2e kwartaal;0.2
114;Waarde;Overijssel (PV);2014 1e kwartaal;-4.4
115;Waarde;Overijssel (PV);2014 2e kwartaal;-2.5
116;Waarde;Overijssel (PV);2014 3e kwartaal;-1.4
117;Waarde;Overijssel (PV);2014 4e kwartaal;4.1
118;Waarde;Overijssel (PV);2015 1e kwartaal;1.1
119;Waarde;Overijssel (PV);2015 2e kwartaal;2.8
120;Waarde;Overijssel (PV);2015 3e kwartaal;5.6
121;Waarde;Overijssel (PV);2015 4e kwartaal;9.7
122;Waarde;Overijssel (PV);2016 1e kwartaal;8.3
123;Waarde;Overijssel (PV);2016 2e kwartaal;6.8
124;Waarde;Overijssel (PV);2016 3e kwartaal;7.2
125;Waarde;Overijssel (PV);2016 4e kwartaal;8.8
126;Waarde;Overijssel (PV);2017 1e kwartaal;11.6
127;Waarde;Overijssel (PV);2017 2e kwartaal;14.3
128;Waarde;Overijssel (PV);2017 3e kwartaal;15.1
129;Waarde;Overijssel (PV);2017 4e kwartaal;15.3
130;Waarde;Overijssel (PV);2018 1e kwartaal;17.8
131;Waarde;Overijssel (PV);2018 2e kwartaal;12.8
132;Waarde;Overijssel (PV);2018 3e kwartaal;12.9
133;Waarde;Overijssel (PV);2018 4e kwartaal;12.5
134;Waarde;Overijssel (PV);2019 1e kwartaal;14.0
135;Waarde;Overijssel (PV);2019 2e kwartaal;10.0
136;Waarde;Overijssel (PV);2019 3e kwartaal;9.3
137;Waarde;Overijssel (PV);2019 4e kwartaal;5.9
138;Waarde;Overijssel (PV);2020 1e kwartaal;4.9
139;Waarde;Overijssel (PV);2020 2e kwartaal;-31.5
140;Waarde;Overijssel (PV);2020 3e kwartaal;-15.8
141;Waarde;Overijssel (PV);2020 4e kwartaal;-8.7
142;Waarde;Overijssel (PV);2021 1e kwartaal;-2.8
143;Waarde;Overijssel (PV);2021 2e kwartaal;8.1
144;Waarde;Overijssel (PV);2021 3e kwartaal;14.9
145;Waarde;Overijssel (PV);2021 4e kwartaal;11.6
146;Waarde;Overijssel (PV);2022 1e kwartaal;9.4
147;Waarde;Overijssel (PV);2022 2e kwartaal;12.7
148;Waarde;Overijssel (PV);2022 3e kwartaal;6.3
149;Waarde;Overijssel (PV);2022 4e kwartaal;0.6
150;Waarde;Overijssel (PV);2023 1e kwartaal;0.8
151;Waarde;Overijssel (PV);2023 2e kwartaal;0.4
152;Waarde;Flevoland (PV);2014 1e kwartaal;-1.5
153;Waarde;Flevoland (PV);2014 2e kwartaal;-0.6
154;Waarde;Flevoland (PV);2014 3e kwartaal;-1.4
155;Waarde;Flevoland (PV);2014 4e kwartaal;4.7
156;Waarde;Flevoland (PV);2015 1e kwartaal;5.1
157;Waarde;Flevoland (PV);2015 2e kwartaal;7.0
158;Waarde;Flevoland (PV);2015 3e kwartaal;7.2
159;Waarde;Flevoland (PV);2015 4e kwartaal;8.3
160;Waarde;Flevoland (PV);2016 1e kwartaal;11.5
161;Waarde;Flevoland (PV);2016 2e kwartaal;4.0
162;Waarde;Flevoland (PV);2016 3e kwartaal;10.9
163;Waarde;Flevoland (PV);2016 4e kwartaal;12.0
164;Waarde;Flevoland (PV);2017 1e kwartaal;14.3
165;Waarde;Flevoland (PV);2017 2e kwartaal;14.1
166;Waarde;Flevoland (PV);2017 3e kwartaal;15.3
167;Waarde;Flevoland (PV);2017 4e kwartaal;13.4
168;Waarde;Flevoland (PV);2018 1e kwartaal;9.1
169;Waarde;Flevoland (PV);2018 2e kwartaal;5.4
170;Waarde;Flevoland (PV);2018 3e kwartaal;7.0
171;Waarde;Flevoland (PV);2018 4e kwartaal;7.4
172;Waarde;Flevoland (PV);2019 1e kwartaal;5.8
173;Waarde;Flevoland (PV);2019 2e kwartaal;2.5
174;Waarde;Flevoland (PV);2019 3e kwartaal;7.0
175;Waarde;Flevoland (PV);2019 4e kwartaal;4.6
176;Waarde;Flevoland (PV);2020 1e kwartaal;2.8
177;Waarde;Flevoland (PV);2020 2e kwartaal;-28.8
178;Waarde;Flevoland (PV);2020 3e kwartaal;-16.7
179;Waarde;Flevoland (PV);2020 4e kwartaal;-11.1
180;Waarde;Flevoland (PV);2021 1e kwartaal;-11.1
181;Waarde;Flevoland (PV);2021 2e kwartaal;-2.8
182;Waarde;Flevoland (PV);2021 3e kwartaal;14.5
183;Waarde;Flevoland (PV);2021 4e kwartaal;11.9
184;Waarde;Flevoland (PV);2022 1e kwartaal;1.5
185;Waarde;Flevoland (PV);2022 2e kwartaal;15.0
186;Waarde;Flevoland (PV);2022 3e kwartaal;8.3
187;Waarde;Flevoland (PV);2022 4e kwartaal;-4.8
188;Waarde;Flevoland (PV);2023 1e kwartaal;5.0
189;Waarde;Flevoland (PV);2023 2e kwartaal;-1.4
190;Waarde;Gelderland (PV);2014 1e kwartaal;-2.3
191;Waarde;Gelderland (PV);2014 2e kwartaal;0.4
192;Waarde;Gelderland (PV);2014 3e kwartaal;2.7
193;Waarde;Gelderland (PV);2014 4e kwartaal;3.9
194;Waarde;Gelderland (PV);2015 1e kwartaal;3.8
195;Waarde;Gelderland (PV);2015 2e kwartaal;4.7
196;Waarde;Gelderland (PV);2015 3e kwartaal;10.9
197;Waarde;Gelderland (PV);2015 4e kwartaal;8.7
198;Waarde;Gelderland (PV);2016 1e kwartaal;9.7
199;Waarde;Gelderland (PV);2016 2e kwartaal;9.7
200;Waarde;Gelderland (PV);2016 3e kwartaal;10.0
201;Waarde;Gelderland (PV);2016 4e kwartaal;11.7
202;Waarde;Gelderland (PV);2017 1e kwartaal;15.1
203;Waarde;Gelderland (PV);2017 2e kwartaal;16.8
204;Waarde;Gelderland (PV);2017 3e kwartaal;17.3
205;Waarde;Gelderland (PV);2017 4e kwartaal;17.0
206;Waarde;Gelderland (PV);2018 1e kwartaal;17.4
207;Waarde;Gelderland (PV);2018 2e kwartaal;14.3
208;Waarde;Gelderland (PV);2018 3e kwartaal;19.1
209;Waarde;Gelderland (PV);2018 4e kwartaal;14.7
210;Waarde;Gelderland (PV);2019 1e kwartaal;10.1
211;Waarde;Gelderland (PV);2019 2e kwartaal;11.2
212;Waarde;Gelderland (PV);2019 3e kwartaal;10.1
213;Waarde;Gelderland (PV);2019 4e kwartaal;7.6
214;Waarde;Gelderland (PV);2020 1e kwartaal;7.5
215;Waarde;Gelderland (PV);2020 2e kwartaal;-34.1
216;Waarde;Gelderland (PV);2020 3e kwartaal;-18.6
217;Waarde;Gelderland (PV);2020 4e kwartaal;-8.1
218;Waarde;Gelderland (PV);2021 1e kwartaal;-7.7
219;Waarde;Gelderland (PV);2021 2e kwartaal;5.7
220;Waarde;Gelderland (PV);2021 3e kwartaal;18.8
221;Waarde;Gelderland (PV);2021 4e kwartaal;12.4
222;Waarde;Gelderland (PV);2022 1e kwartaal;0.7
223;Waarde;Gelderland (PV);2022 2e kwartaal;8.7
224;Waarde;Gelderland (PV);2022 3e kwartaal;6.3
225;Waarde;Gelderland (PV);2022 4e kwartaal;0.2
226;Waarde;Gelderland (PV);2023 1e kwartaal;3.2
227;Waarde;Gelderland (PV);2023 2e kwartaal;2.6
228;Waarde;Utrecht (PV);2014 1e kwartaal;-6.6
229;Waarde;Utrecht (PV);2014 2e kwartaal;4.6
230;Waarde;Utrecht (PV);2014 3e kwartaal;-0.7
231;Waarde;Utrecht (PV);2014 4e kwartaal;3.4
232;Waarde;Utrecht (PV);2015 1e kwartaal;6.6
233;Waarde;Utrecht (PV);2015 2e kwartaal;4.3
234;Waarde;Utrecht (PV);2015 3e kwartaal;4.7
235;Waarde;Utrecht (PV);2015 4e kwartaal;7.6
236;Waarde;Utrecht (PV);2016 1e kwartaal;7.1
237;Waarde;Utrecht (PV);2016 2e kwartaal;6.7
238;Waarde;Utrecht (PV);2016 3e kwartaal;11.5
239;Waarde;Utrecht (PV);2016 4e kwartaal;9.4
240;Waarde;Utrecht (PV);2017 1e kwartaal;11.4
241;Waarde;Utrecht (PV);2017 2e kwartaal;14.9
242;Waarde;Utrecht (PV);2017 3e kwartaal;11.5
243;Waarde;Utrecht (PV);2017 4e kwartaal;8.9
244;Waarde;Utrecht (PV);2018 1e kwartaal;7.0
245;Waarde;Utrecht (PV);2018 2e kwartaal;10.0
246;Waarde;Utrecht (PV);2018 3e kwartaal;13.2
247;Waarde;Utrecht (PV);2018 4e kwartaal;14.4
248;Waarde;Utrecht (PV);2019 1e kwartaal;9.8
249;Waarde;Utrecht (PV);2019 2e kwartaal;9.7
250;Waarde;Utrecht (PV);2019 3e kwartaal;10.6
251;Waarde;Utrecht (PV);2019 4e kwartaal;5.7
252;Waarde;Utrecht (PV);2020 1e kwartaal;1.6
253;Waarde;Utrecht (PV);2020 2e kwartaal;-34.6
254;Waarde;Utrecht (PV);2020 3e kwartaal;-23.1
255;Waarde;Utrecht (PV);2020 4e kwartaal;-8.9
256;Waarde;Utrecht (PV);2021 1e kwartaal;-7.9
257;Waarde;Utrecht (PV);2021 2e kwartaal;4.4
258;Waarde;Utrecht (PV);2021 3e kwartaal;20.0
259;Waarde;Utrecht (PV);2021 4e kwartaal;15.2
260;Waarde;Utrecht (PV);2022 1e kwartaal;3.5
261;Waarde;Utrecht (PV);2022 2e kwartaal;13.8
262;Waarde;Utrecht (PV);2022 3e kwartaal;6.9
263;Waarde;Utrecht (PV);2022 4e kwartaal;-1.9
264;Waarde;Utrecht (PV);2023 1e kwartaal;6.2
265;Waarde;Utrecht (PV);2023 2e kwartaal;8.9
266;Waarde;Noord-Holland (PV);2014 1e kwartaal;-3.1
267;Waarde;Noord-Holland (PV);2014 2e kwartaal;-0.5
268;Waarde;Noord-Holland (PV);2014 3e kwartaal;4.8
269;Waarde;Noord-Holland (PV);2014 4e kwartaal;5.8
270;Waarde;Noord-Holland (PV);2015 1e kwartaal;5.3
271;Waarde;Noord-Holland (PV);2015 2e kwartaal;7.5
272;Waarde;Noord-Holland (PV);2015 3e kwartaal;9.5
273;Waarde;Noord-Holland (PV);2015 4e kwartaal;11.1
274;Waarde;Noord-Holland (PV);2016 1e kwartaal;9.0
275;Waarde;Noord-Holland (PV);2016 2e kwartaal;8.1
276;Waarde;Noord-Holland (PV);2016 3e kwartaal;9.5
277;Waarde;Noord-Holland (PV);2016 4e kwartaal;8.9
278;Waarde;Noord-Holland (PV);2017 1e kwartaal;14.9
279;Waarde;Noord-Holland (PV);2017 2e kwartaal;15.5
280;Waarde;Noord-Holland (PV);2017 3e kwartaal;14.7
281;Waarde;Noord-Holland (PV);2017 4e kwartaal;15.3
282;Waarde;Noord-Holland (PV);2018 1e kwartaal;18.7
283;Waarde;Noord-Holland (PV);2018 2e kwartaal;15.4
284;Waarde;Noord-Holland (PV);2018 3e kwartaal;18.0
285;Waarde;Noord-Holland (PV);2018 4e kwartaal;14.9
286;Waarde;Noord-Holland (PV);2019 1e kwartaal;6.9
287;Waarde;Noord-Holland (PV);2019 2e kwartaal;10.6
288;Waarde;Noord-Holland (PV);2019 3e kwartaal;12.8
289;Waarde;Noord-Holland (PV);2019 4e kwartaal;7.0
290;Waarde;Noord-Holland (PV);2020 1e kwartaal;5.5
291;Waarde;Noord-Holland (PV);2020 2e kwartaal;-38.0
292;Waarde;Noord-Holland (PV);2020 3e kwartaal;-23.1
293;Waarde;Noord-Holland (PV);2020 4e kwartaal;-7.7
294;Waarde;Noord-Holland (PV);2021 1e kwartaal;-7.6
295;Waarde;Noord-Holland (PV);2021 2e kwartaal;2.5
296;Waarde;Noord-Holland (PV);2021 3e kwartaal;19.8
297;Waarde;Noord-Holland (PV);2021 4e kwartaal;17.2
298;Waarde;Noord-Holland (PV);2022 1e kwartaal;6.8
299;Waarde;Noord-Holland (PV);2022 2e kwartaal;16.3
300;Waarde;Noord-Holland (PV);2022 3e kwartaal;8.3
301;Waarde;Noord-Holland (PV);2022 4e kwartaal;4.2
302;Waarde;Noord-Holland (PV);2023 1e kwartaal;5.2
303;Waarde;Noord-Holland (PV);2023 2e kwartaal;8.8
304;Waarde;Zuid-Holland (PV);2014 1e kwartaal;-0.8
305;Waarde;Zuid-Holland (PV);2014 2e kwartaal;2.5
306;Waarde;Zuid-Holland (PV);2014 3e kwartaal;3.0
307;Waarde;Zuid-Holland (PV);2014 4e kwartaal;2.6
308;Waarde;Zuid-Holland (PV);2015 1e kwartaal;2.3
309;Waarde;Zuid-Holland (PV);2015 2e kwartaal;2.9
310;Waarde;Zuid-Holland (PV);2015 3e kwartaal;6.5
311;Waarde;Zuid-Holland (PV);2015 4e kwartaal;9.0
312;Waarde;Zuid-Holland (PV);2016 1e kwartaal;6.6
313;Waarde;Zuid-Holland (PV);2016 2e kwartaal;8.1
314;Waarde;Zuid-Holland (PV);2016 3e kwartaal;5.2
315;Waarde;Zuid-Holland (PV);2016 4e kwartaal;8.7
316;Waarde;Zuid-Holland (PV);2017 1e kwartaal;10.8
317;Waarde;Zuid-Holland (PV);2017 2e kwartaal;12.0
318;Waarde;Zuid-Holland (PV);2017 3e kwartaal;14.0
319;Waarde;Zuid-Holland (PV);2017 4e kwartaal;11.9
320;Waarde;Zuid-Holland (PV);2018 1e kwartaal;16.1
321;Waarde;Zuid-Holland (PV);2018 2e kwartaal;11.9
322;Waarde;Zuid-Holland (PV);2018 3e kwartaal;12.3
323;Waarde;Zuid-Holland (PV);2018 4e kwartaal;9.4
324;Waarde;Zuid-Holland (PV);2019 1e kwartaal;9.0
325;Waarde;Zuid-Holland (PV);2019 2e kwartaal;11.0
326;Waarde;Zuid-Holland (PV);2019 3e kwartaal;10.8
327;Waarde;Zuid-Holland (PV);2019 4e kwartaal;6.1
328;Waarde;Zuid-Holland (PV);2020 1e kwartaal;7.5
329;Waarde;Zuid-Holland (PV);2020 2e kwartaal;-30.7
330;Waarde;Zuid-Holland (PV);2020 3e kwartaal;-18.0
331;Waarde;Zuid-Holland (PV);2020 4e kwartaal;-9.8
332;Waarde;Zuid-Holland (PV);2021 1e kwartaal;-8.2
333;Waarde;Zuid-Holland (PV);2021 2e kwartaal;2.5
334;Waarde;Zuid-Holland (PV);2021 3e kwartaal;13.7
335;Waarde;Zuid-Holland (PV);2021 4e kwartaal;12.8
336;Waarde;Zuid-Holland (PV);2022 1e kwartaal;5.7
337;Waarde;Zuid-Holland (PV);2022 2e kwartaal;11.3
338;Waarde;Zuid-Holland (PV);2022 3e kwartaal;6.6
339;Waarde;Zuid-Holland (PV);2022 4e kwartaal;-0.5
340;Waarde;Zuid-Holland (PV);2023 1e kwartaal;5.0
341;Waarde;Zuid-Holland (PV);2023 2e kwartaal;4.0
342;Waarde;Zeeland (PV);2014 1e kwartaal;-1.5
343;Waarde;Zeeland (PV);2014 2e kwartaal;-1.7
344;Waarde;Zeeland (PV);2014 3e kwartaal;-11.8
345;Waarde;Zeeland (PV);2014 4e kwartaal;0.2
346;Waarde;Zeeland (PV);2015 1e kwartaal;2.3
347;Waarde;Zeeland (PV);2015 2e kwartaal;3.1
348;Waarde;Zeeland (PV);2015 3e kwartaal;6.8
349;Waarde;Zeeland (PV);2015 4e kwartaal;7.5
350;Waarde;Zeeland (PV);2016 1e kwartaal;7.8
351;Waarde;Zeeland (PV);2016 2e kwartaal;9.0
352;Waarde;Zeeland (PV);2016 3e kwartaal;7.6
353;Waarde;Zeeland (PV);2016 4e kwartaal;7.5
354;Waarde;Zeeland (PV);2017 1e kwartaal;11.3
355;Waarde;Zeeland (PV);2017 2e kwartaal;8.7
356;Waarde;Zeeland (PV);2017 3e kwartaal;9.5
357;Waarde;Zeeland (PV);2017 4e kwartaal;11.4
358;Waarde;Zeeland (PV);2018 1e kwartaal;10.8
359;Waarde;Zeeland (PV);2018 2e kwartaal;11.8
360;Waarde;Zeeland (PV);2018 3e kwartaal;9.6
361;Waarde;Zeeland (PV);2018 4e kwartaal;8.2
362;Waarde;Zeeland (PV);2019 1e kwartaal;10.2
363;Waarde;Zeeland (PV);2019 2e kwartaal;9.6
364;Waarde;Zeeland (PV);2019 3e kwartaal;6.3
365;Waarde;Zeeland (PV);2019 4e kwartaal;3.6
366;Waarde;Zeeland (PV);2020 1e kwartaal;2.8
367;Waarde;Zeeland (PV);2020 2e kwartaal;-33.1
368;Waarde;Zeeland (PV);2020 3e kwartaal;-13.1
369;Waarde;Zeeland (PV);2020 4e kwartaal;-10.8
370;Waarde;Zeeland (PV);2021 1e kwartaal;-19.7
371;Waarde;Zeeland (PV);2021 2e kwartaal;-1.0
372;Waarde;Zeeland (PV);2021 3e kwartaal;15.6
373;Waarde;Zeeland (PV);2021 4e kwartaal;10.3
374;Waarde;Zeeland (PV);2022 1e kwartaal;5.5
375;Waarde;Zeeland (PV);2022 2e kwartaal;10.2
376;Waarde;Zeeland (PV);2022 3e kwartaal;4.0
377;Waarde;Zeeland (PV);2022 4e kwartaal;-4.1
378;Waarde;Zeeland (PV);2023 1e kwartaal;-3.1
379;Waarde;Zeeland (PV);2023 2e kwartaal;1.6
380;Waarde;Noord-Brabant (PV);2014 1e kwartaal;-0.1
381;Waarde;Noord-Brabant (PV);2014 2e kwartaal;2.2
382;Waarde;Noord-Brabant (PV);2014 3e kwartaal;-0.4
383;Waarde;Noord-Brabant (PV);2014 4e kwartaal;5.0
384;Waarde;Noord-Brabant (PV);2015 1e kwartaal;4.0
385;Waarde;Noord-Brabant (PV);2015 2e kwartaal;6.2
386;Waarde;Noord-Brabant (PV);2015 3e kwartaal;7.0
387;Waarde;Noord-Brabant (PV);2015 4e kwartaal;8.0
388;Waarde;Noord-Brabant (PV);2016 1e kwartaal;6.8
389;Waarde;Noord-Brabant (PV);2016 2e kwartaal;6.0
390;Waarde;Noord-Brabant (PV);2016 3e kwartaal;7.1
391;Waarde;Noord-Brabant (PV);2016 4e kwartaal;8.9
392;Waarde;Noord-Brabant (PV);2017 1e kwartaal;12.9
393;Waarde;Noord-Brabant (PV);2017 2e kwartaal;11.5
394;Waarde;Noord-Brabant (PV);2017 3e kwartaal;12.1
395;Waarde;Noord-Brabant (PV);2017 4e kwartaal;12.6
396;Waarde;Noord-Brabant (PV);2018 1e kwartaal;14.8
397;Waarde;Noord-Brabant (PV);2018 2e kwartaal;12.9
398;Waarde;Noord-Brabant (PV);2018 3e kwartaal;12.2
399;Waarde;Noord-Brabant (PV);2018 4e kwartaal;11.1
400;Waarde;Noord-Brabant (PV);2019 1e kwartaal;10.5
401;Waarde;Noord-Brabant (PV);2019 2e kwartaal;9.9
402;Waarde;Noord-Brabant (PV);2019 3e kwartaal;7.5
403;Waarde;Noord-Brabant (PV);2019 4e kwartaal;5.9
404;Waarde;Noord-Brabant (PV);2020 1e kwartaal;5.6
405;Waarde;Noord-Brabant (PV);2020 2e kwartaal;-30.5
406;Waarde;Noord-Brabant (PV);2020 3e kwartaal;-16.1
407;Waarde;Noord-Brabant (PV);2020 4e kwartaal;-9.7
408;Waarde;Noord-Brabant (PV);2021 1e kwartaal;-5.9
409;Waarde;Noord-Brabant (PV);2021 2e kwartaal;5.7
410;Waarde;Noord-Brabant (PV);2021 3e kwartaal;17.3
411;Waarde;Noord-Brabant (PV);2021 4e kwartaal;12.9
412;Waarde;Noord-Brabant (PV);2022 1e kwartaal;4.7
413;Waarde;Noord-Brabant (PV);2022 2e kwartaal;11.6
414;Waarde;Noord-Brabant (PV);2022 3e kwartaal;7.0
415;Waarde;Noord-Brabant (PV);2022 4e kwartaal;4.8
416;Waarde;Noord-Brabant (PV);2023 1e kwartaal;6.6
417;Waarde;Noord-Brabant (PV);2023 2e kwartaal;5.3
418;Waarde;Limburg (PV);2014 1e kwartaal;-0.6
419;Waarde;Limburg (PV);2014 2e kwartaal;1.6
420;Waarde;Limburg (PV);2014 3e kwartaal;0.4
421;Waarde;Limburg (PV);2014 4e kwartaal;0.8
422;Waarde;Limburg (PV);2015 1e kwartaal;2.1
423;Waarde;Limburg (PV);2015 2e kwartaal;4.1
424;Waarde;Limburg (PV);2015 3e kwartaal;6.4
425;Waarde;Limburg (PV);2015 4e kwartaal;6.6
426;Waarde;Limburg (PV);2016 1e kwartaal;5.1
427;Waarde;Limburg (PV);2016 2e kwartaal;5.1
428;Waarde;Limburg (PV);2016 3e kwartaal;7.7
429;Waarde;Limburg (PV);2016 4e kwartaal;8.3
430;Waarde;Limburg (PV);2017 1e kwartaal;13.0
431;Waarde;Limburg (PV);2017 2e kwartaal;11.5
432;Waarde;Limburg (PV);2017 3e kwartaal;10.2
433;Waarde;Limburg (PV);2017 4e kwartaal;11.0
434;Waarde;Limburg (PV);2018 1e kwartaal;12.7
435;Waarde;Limburg (PV);2018 2e kwartaal;12.2
436;Waarde;Limburg (PV);2018 3e kwartaal;14.8
437;Waarde;Limburg (PV);2018 4e kwartaal;10.3
