ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
4407;Total public safety;Oost-Zuid-Holland (CR);2021;2;35;-33;7;103;-96
4408;Total public safety;Oost-Zuid-Holland (CR);2022;2;35;-33;5;103;-98
4409;Total public safety;Oost-Zuid-Holland (CR);2023;2;37;-35;6;107;-101
4410;Total public safety;Groot-Rijnmond (CR);2017;11;206;-195;8;145;-137
4411;Total public safety;Groot-Rijnmond (CR);2018;13;205;-192;9;144;-134
4412;Total public safety;Groot-Rijnmond (CR);2019;10;215;-205;7;149;-142
4413;Total public safety;Groot-Rijnmond (CR);2020;11;231;-220;8;159;-151
4414;Total public safety;Groot-Rijnmond (CR);2021;24;255;-232;16;175;-158
4415;Total public safety;Groot-Rijnmond (CR);2022;37;284;-247;25;193;-168
4416;Total public safety;Groot-Rijnmond (CR);2023;26;300;-274;17;202;-184
4417;Total public safety;Zuidoost-Zuid-Holland (CR);2017;4;43;-39;9;106;-97
4418;Total public safety;Zuidoost-Zuid-Holland (CR);2018;4;42;-38;9;103;-94
4419;Total public safety;Zuidoost-Zuid-Holland (CR);2019;2;38;-36;6;104;-98
4420;Total public safety;Zuidoost-Zuid-Holland (CR);2020;2;56;-54;5;151;-146
4421;Total public safety;Zuidoost-Zuid-Holland (CR);2021;8;50;-42;21;135;-114
4422;Total public safety;Zuidoost-Zuid-Holland (CR);2022;36;72;-36;97;192;-95
4423;Total public safety;Zuidoost-Zuid-Holland (CR);2023;41;77;-37;107;204;-97
4424;Total public safety;Zeeuwsch-Vlaanderen (CR);2017;0;14;-14;1;136;-136
4425;Total public safety;Zeeuwsch-Vlaanderen (CR);2018;0;12;-11;2;110;-108
4426;Total public safety;Zeeuwsch-Vlaanderen (CR);2019;0;11;-11;1;103;-102
4427;Total public safety;Zeeuwsch-Vlaanderen (CR);2020;0;12;-12;2;118;-116
4428;Total public safety;Zeeuwsch-Vlaanderen (CR);2021;0;12;-12;4;118;-114
4429;Total public safety;Zeeuwsch-Vlaanderen (CR);2022;0;13;-13;1;125;-125
4430;Total public safety;Zeeuwsch-Vlaanderen (CR);2023;0;14;-14;3;131;-128
4431;Total public safety;Overig Zeeland (CR);2017;1;26;-26;2;96;-94
4432;Total public safety;Overig Zeeland (CR);2018;1;29;-28;2;104;-102
4433;Total public safety;Overig Zeeland (CR);2019;1;31;-30;3;110;-107
4434;Total public safety;Overig Zeeland (CR);2020;1;32;-32;3;116;-114
4435;Total public safety;Overig Zeeland (CR);2021;1;34;-33;4;121;-117
4436;Total public safety;Overig Zeeland (CR);2022;8;39;-31;29;140;-111
4437;Total public safety;Overig Zeeland (CR);2023;13;44;-31;45;153;-108
4438;Total public safety;West-Noord-Brabant (CR);2017;15;69;-53;24;109;-85
4439;Total public safety;West-Noord-Brabant (CR);2018;11;69;-58;17;109;-92
4440;Total public safety;West-Noord-Brabant (CR);2019;7;68;-61;11;107;-96
4441;Total public safety;West-Noord-Brabant (CR);2020;3;70;-67;5;110;-106
4442;Total public safety;West-Noord-Brabant (CR);2021;5;83;-78;7;130;-123
4443;Total public safety;West-Noord-Brabant (CR);2022;6;80;-75;9;125;-116
4444;Total public safety;West-Noord-Brabant (CR);2023;6;84;-78;9;129;-120
4445;Total public safety;Midden-Noord-Brabant (CR);2017;4;49;-45;9;105;-96
4446;Total public safety;Midden-Noord-Brabant (CR);2018;5;48;-44;10;102;-92
4447;Total public safety;Midden-Noord-Brabant (CR);2019;4;52;-48;7;108;-101
4448;Total public safety;Midden-Noord-Brabant (CR);2020;4;55;-51;8;114;-105
4449;Total public safety;Midden-Noord-Brabant (CR);2021;5;57;-52;10;115;-106
4450;Total public safety;Midden-Noord-Brabant (CR);2022;5;58;-53;10;116;-106
4451;Total public safety;Midden-Noord-Brabant (CR);2023;5;62;-57;10;123;-113
4452;Total public safety;Noordoost-Noord-Brabant (CR);2017;3;51;-48;4;78;-73
4453;Total public safety;Noordoost-Noord-Brabant (CR);2018;3;53;-50;4;80;-76
4454;Total public safety;Noordoost-Noord-Brabant (CR);2019;4;60;-56;6;91;-85
4455;Total public safety;Noordoost-Noord-Brabant (CR);2020;11;67;-56;16;100;-84
4456;Total public safety;Noordoost-Noord-Brabant (CR);2021;4;64;-60;6;97;-91
4457;Total public safety;Noordoost-Noord-Brabant (CR);2022;4;66;-62;5;99;-94
4458;Total public safety;Noordoost-Noord-Brabant (CR);2023;4;72;-68;6;107;-102
4459;Total public safety;Zuidoost-Noord-Brabant (CR);2017;6;65;-60;7;86;-78
4460;Total public safety;Zuidoost-Noord-Brabant (CR);2018;4;68;-65;5;89;-84
4461;Total public safety;Zuidoost-Noord-Brabant (CR);2019;5;71;-66;7;92;-85
4462;Total public safety;Zuidoost-Noord-Brabant (CR);2020;6;81;-75;8;104;-96
4463;Total public safety;Zuidoost-Noord-Brabant (CR);2021;14;90;-76;17;114;-97
4464;Total public safety;Zuidoost-Noord-Brabant (CR);2022;15;93;-78;19;118;-99
4465;Total public safety;Zuidoost-Noord-Brabant (CR);2023;22;107;-85;28;134;-106
4466;Total public safety;Noord-Limburg (CR);2017;2;25;-23;7;90;-83
4467;Total public safety;Noord-Limburg (CR);2018;2;27;-25;6;95;-89
4468;Total public safety;Noord-Limburg (CR);2019;2;29;-27;8;103;-95
4469;Total public safety;Noord-Limburg (CR);2020;2;29;-27;7;104;-97
4470;Total public safety;Noord-Limburg (CR);2021;3;36;-32;11;125;-114
4471;Total public safety;Noord-Limburg (CR);2022;5;36;-31;17;128;-110
4472;Total public safety;Noord-Limburg (CR);2023;7;40;-33;22;138;-115
4473;Total public safety;Midden-Limburg (CR);2017;1;21;-21;3;90;-87
4474;Total public safety;Midden-Limburg (CR);2018;1;23;-22;6;99;-93
4475;Total public safety;Midden-Limburg (CR);2019;2;26;-24;8;110;-102
4476;Total public safety;Midden-Limburg (CR);2020;2;26;-24;8;110;-102
4477;Total public safety;Midden-Limburg (CR);2021;3;28;-25;13;119;-106
4478;Total public safety;Midden-Limburg (CR);2022;2;27;-25;9;114;-105
4479;Total public safety;Midden-Limburg (CR);2023;2;30;-28;10;125;-116
4480;Total public safety;Zuid-Limburg (CR);2017;4;61;-57;6;101;-95
4481;Total public safety;Zuid-Limburg (CR);2018;4;64;-60;8;107;-100
4482;Total public safety;Zuid-Limburg (CR);2019;5;66;-61;9;110;-101
4483;Total public safety;Zuid-Limburg (CR);2020;10;75;-64;17;125;-108
4484;Total public safety;Zuid-Limburg (CR);2021;8;79;-71;14;133;-119
4485;Total public safety;Zuid-Limburg (CR);2022;13;88;-75;22;149;-127
4486;Total public safety;Zuid-Limburg (CR);2023;13;95;-82;21;159;-138
4487;Total public safety;Flevoland (CR);2017;1;34;-33;3;83;-80
4488;Total public safety;Flevoland (CR);2018;1;35;-33;3;84;-81
4489;Total public safety;Flevoland (CR);2019;2;38;-37;4;92;-88
4490;Total public safety;Flevoland (CR);2020;1;41;-40;3;98;-95
4491;Total public safety;Flevoland (CR);2021;2;43;-41;4;99;-96
4492;Total public safety;Flevoland (CR);2022;2;47;-45;5;107;-102
4493;Total public safety;Flevoland (CR);2023;4;55;-51;9;124;-115
4494;Total public safety;Fewer than 5,000 inhabitants;2017;0;2;-2;16;202;-186
4495;Total public safety;Fewer than 5,000 inhabitants;2018;0;2;-2;13;178;-165
4496;Total public safety;Fewer than 5,000 inhabitants;2019;0;2;-2;12;183;-171
4497;Total public safety;Fewer than 5,000 inhabitants;2020;0;3;-2;13;207;-194
4498;Total public safety;Fewer than 5,000 inhabitants;2021;0;3;-3;14;225;-211
4499;Total public safety;Fewer than 5,000 inhabitants;2022;0;3;-3;16;224;-207
4500;Total public safety;Fewer than 5,000 inhabitants;2023;0;3;-3;15;245;-230
4501;Total public safety;5,000 to 9,999 inhabitants;2017;3;14;-11;19;98;-79
4502;Total public safety;5,000 to 9,999 inhabitants;2018;5;14;-10;36;109;-73
4503;Total public safety;5,000 to 9,999 inhabitants;2019;2;9;-7;21;108;-86
4504;Total public safety;5,000 to 9,999 inhabitants;2020;1;8;-7;18;112;-94
4505;Total public safety;5,000 to 9,999 inhabitants;2021;0;6;-6;4;108;-105
4506;Total public safety;5,000 to 9,999 inhabitants;2022;0;6;-6;6;114;-108
4507;Total public safety;5,000 to 9,999 inhabitants;2023;0;7;-7;4;129;-124
4508;Total public safety;10,000 to 19,999 inhabitants;2017;6;115;-109;5;82;-77
4509;Total public safety;10,000 to 19,999 inhabitants;2018;6;115;-110;4;88;-83
4510;Total public safety;10,000 to 19,999 inhabitants;2019;3;92;-88;3;92;-88
4511;Total public safety;10,000 to 19,999 inhabitants;2020;6;100;-94;6;98;-92
4512;Total public safety;10,000 to 19,999 inhabitants;2021;7;101;-94;7;102;-95
4513;Total public safety;10,000 to 19,999 inhabitants;2022;14;103;-89;15;111;-96
4514;Total public safety;10,000 to 19,999 inhabitants;2023;13;100;-87;16;121;-105
4515;Total public safety;20,000 to 49,999 inhabitants;2017;20;474;-454;3;79;-76
4516;Total public safety;20,000 to 49,999 inhabitants;2018;27;496;-469;5;82;-78
4517;Total public safety;20,000 to 49,999 inhabitants;2019;21;527;-505;4;86;-83
4518;Total public safety;20,000 to 49,999 inhabitants;2020;19;545;-526;3;91;-88
4519;Total public safety;20,000 to 49,999 inhabitants;2021;43;589;-545;7;97;-90
4520;Total public safety;20,000 to 49,999 inhabitants;2022;86;627;-541;14;105;-91
4521;Total public safety;20,000 to 49,999 inhabitants;2023;63;671;-607;11;112;-101
4522;Total public safety;50,000 to 99,999 inhabitants;2017;16;304;-288;5;93;-88
4523;Total public safety;50,000 to 99,999 inhabitants;2018;16;320;-304;5;95;-91
4524;Total public safety;50,000 to 99,999 inhabitants;2019;21;373;-352;6;101;-96
4525;Total public safety;50,000 to 99,999 inhabitants;2020;26;400;-374;7;106;-99
4526;Total public safety;50,000 to 99,999 inhabitants;2021;35;427;-392;9;113;-104
4527;Total public safety;50,000 to 99,999 inhabitants;2022;49;471;-422;12;118;-106
4528;Total public safety;50,000 to 99,999 inhabitants;2023;48;520;-472;12;125;-114
4529;Total public safety;100,000 to 149,999 inhabitants;2017;16;172;-157;10;107;-97
4530;Total public safety;100,000 to 149,999 inhabitants;2018;15;178;-163;9;108;-99
4531;Total public safety;100,000 to 149,999 inhabitants;2019;8;161;-153;6;108;-102
4532;Total public safety;100,000 to 149,999 inhabitants;2020;11;199;-188;7;124;-117
4533;Total public safety;100,000 to 149,999 inhabitants;2021;14;198;-184;9;123;-114
4534;Total public safety;100,000 to 149,999 inhabitants;2022;47;236;-189;29;145;-117
4535;Total public safety;100,000 to 149,999 inhabitants;2023;52;247;-195;32;150;-119
4536;Total public safety;150,000 to 249,999 inhabitants;2017;28;244;-215;12;106;-94
4537;Total public safety;150,000 to 249,999 inhabitants;2018;28;264;-235;12;114;-102
4538;Total public safety;150,000 to 249,999 inhabitants;2019;32;291;-259;13;116;-103
4539;Total public safety;150,000 to 249,999 inhabitants;2020;36;317;-281;14;125;-111
4540;Total public safety;150,000 to 249,999 inhabitants;2021;50;352;-302;20;138;-119
4541;Total public safety;150,000 to 249,999 inhabitants;2022;49;366;-317;19;143;-124
4542;Total public safety;150,000 to 249,999 inhabitants;2023;51;395;-344;20;152;-132
4543;Total public safety;250,000 inhabitants or more;2017;31;443;-412;13;189;-176
4544;Total public safety;250,000 inhabitants or more;2018;28;430;-402;12;181;-169
4545;Total public safety;250,000 inhabitants or more;2019;36;467;-431;15;195;-180
4546;Total public safety;250,000 inhabitants or more;2020;44;496;-453;18;204;-186
4547;Total public safety;250,000 inhabitants or more;2021;55;544;-489;23;224;-201
4548;Total public safety;250,000 inhabitants or more;2022;56;570;-514;23;231;-208
4549;Total public safety;250,000 inhabitants or more;2023;57;610;-553;23;243;-220
4550;Public safety;The Netherlands;2017;120;1768;-1648;7;104;-97
4551;Public safety;The Netherlands;2018;125;1818;-1693;7;106;-99
4552;Public safety;The Netherlands;2019;124;1922;-1797;7;111;-104
4553;Public safety;The Netherlands;2020;143;2068;-1924;8;119;-111
4554;Public safety;The Netherlands;2021;204;2219;-2015;12;127;-115
4555;Public safety;The Netherlands;2022;301;2383;-2081;17;135;-118
4556;Public safety;The Netherlands;2023;286;2554;-2268;16;143;-127
4557;Public safety;Noord-Nederland (LD);2017;14;137;-123;8;79;-71
4558;Public safety;Noord-Nederland (LD);2018;16;146;-131;9;85;-76
4559;Public safety;Noord-Nederland (LD);2019;11;152;-141;6;88;-82
4560;Public safety;Noord-Nederland (LD);2020;12;158;-146;7;91;-85
4561;Public safety;Noord-Nederland (LD);2021;22;174;-152;13;100;-88
4562;Public safety;Noord-Nederland (LD);2022;42;205;-163;24;117;-93
4563;Public safety;Noord-Nederland (LD);2023;38;214;-176;22;122;-100
4564;Public safety;Oost-Nederland (LD);2017;17;305;-287;5;85;-80
4565;Public safety;Oost-Nederland (LD);2018;24;326;-303;7;90;-84
4566;Public safety;Oost-Nederland (LD);2019;20;340;-320;6;93;-88
4567;Public safety;Oost-Nederland (LD);2020;19;357;-338;5;97;-92
4568;Public safety;Oost-Nederland (LD);2021;28;378;-350;8;102;-95
4569;Public safety;Oost-Nederland (LD);2022;53;421;-368;14;113;-99
4570;Public safety;Oost-Nederland (LD);2023;33;443;-410;9;118;-109
4571;Public safety;West-Nederland (LD);2017;54;986;-932;7;121;-115
4572;Public safety;West-Nederland (LD);2018;57;993;-937;7;121;-114
4573;Public safety;West-Nederland (LD);2019;63;1058;-994;8;128;-120
4574;Public safety;West-Nederland (LD);2020;74;1149;-1075;9;138;-129
4575;Public safety;West-Nederland (LD);2021;112;1230;-1118;13;147;-134
4576;Public safety;West-Nederland (LD);2022;157;1308;-1151;19;155;-137
4577;Public safety;West-Nederland (LD);2023;156;1407;-1251;18;165;-146
4578;Public safety;Zuid-Nederland (LD);2017;34;341;-307;9;94;-85
4579;Public safety;Zuid-Nederland (LD);2018;29;352;-323;8;97;-89
4580;Public safety;Zuid-Nederland (LD);2019;29;372;-343;8;102;-94
4581;Public safety;Zuid-Nederland (LD);2020;38;403;-365;10;110;-99
4582;Public safety;Zuid-Nederland (LD);2021;41;436;-395;11;118;-107
4583;Public safety;Zuid-Nederland (LD);2022;50;450;-400;13;121;-108
4584;Public safety;Zuid-Nederland (LD);2023;59;490;-432;16;131;-115
4585;Public safety;Groningen (PV);2017;5;50;-45;8;86;-78
4586;Public safety;Groningen (PV);2018;7;53;-47;12;92;-80
4587;Public safety;Groningen (PV);2019;8;60;-52;14;103;-90
4588;Public safety;Groningen (PV);2020;9;65;-56;15;111;-96
4589;Public safety;Groningen (PV);2021;17;74;-57;29;126;-97
4590;Public safety;Groningen (PV);2022;32;93;-61;54;157;-104
4591;Public safety;Groningen (PV);2023;30;94;-64;50;158;-108
4592;Public safety;Fryslân (PV);2017;9;53;-44;14;82;-68
4593;Public safety;Fryslân (PV);2018;8;58;-50;12;90;-78
4594;Public safety;Fryslân (PV);2019;2;53;-51;4;82;-78
4595;Public safety;Fryslân (PV);2020;2;54;-52;3;83;-80
4596;Public safety;Fryslân (PV);2021;3;60;-57;5;92;-87
4597;Public safety;Fryslân (PV);2022;9;69;-60;14;106;-92
4598;Public safety;Fryslân (PV);2023;7;72;-65;11;109;-98
4599;Public safety;Drenthe (PV);2017;1;34;-33;2;69;-68
4600;Public safety;Drenthe (PV);2018;1;35;-34;1;71;-69
4601;Public safety;Drenthe (PV);2019;1;38;-38;1;78;-76
4602;Public safety;Drenthe (PV);2020;1;39;-38;1;78;-77
4603;Public safety;Drenthe (PV);2021;2;40;-39;3;81;-78
4604;Public safety;Drenthe (PV);2022;1;43;-42;2;86;-84
4605;Public safety;Drenthe (PV);2023;1;48;-46;2;95;-93
4606;Public safety;Overijssel (PV);2017;6;101;-96;5;88;-83
4607;Public safety;Overijssel (PV);2018;6;105;-99;5;91;-86
4608;Public safety;Overijssel (PV);2019;9;114;-105;8;99;-91
4609;Public safety;Overijssel (PV);2020;10;123;-113;8;106;-97
4610;Public safety;Overijssel (PV);2021;11;125;-114;9;107;-98
4611;Public safety;Overijssel (PV);2022;16;137;-121;14;117;-103
4612;Public safety;Overijssel (PV);2023;14;140;-127;11;118;-107
4613;Public safety;Flevoland (PV);2017;1;34;-33;3;83;-80
4614;Public safety;Flevoland (PV);2018;1;35;-33;3;84;-81
4615;Public safety;Flevoland (PV);2019;2;38;-37;4;92;-88
4616;Public safety;Flevoland (PV);2020;1;41;-40;3;98;-95
4617;Public safety;Flevoland (PV);2021;2;43;-41;4;99;-96
4618;Public safety;Flevoland (PV);2022;2;47;-45;5;107;-102
4619;Public safety;Flevoland (PV);2023;4;55;-51;9;124;-115
4620;Public safety;Gelderland (PV);2017;10;169;-159;5;83;-78
4621;Public safety;Gelderland (PV);2018;16;187;-171;8;91;-83
4622;Public safety;Gelderland (PV);2019;9;188;-179;4;91;-86
4623;Public safety;Gelderland (PV);2020;9;193;-184;4;92;-88
4624;Public safety;Gelderland (PV);2021;16;211;-195;8;100;-93
4625;Public safety;Gelderland (PV);2022;35;237;-202;16;112;-96
4626;Public safety;Gelderland (PV);2023;16;248;-232;7;116;-109
4627;Public safety;Utrecht (PV);2017;4;120;-116;3;93;-90
4628;Public safety;Utrecht (PV);2018;4;127;-123;3;98;-95
4629;Public safety;Utrecht (PV);2019;4;140;-135;3;104;-101
4630;Public safety;Utrecht (PV);2020;5;149;-144;4;110;-106
4631;Public safety;Utrecht (PV);2021;7;154;-147;5;113;-108
4632;Public safety;Utrecht (PV);2022;15;167;-151;11;122;-110
4633;Public safety;Utrecht (PV);2023;18;186;-168;13;134;-121
4634;Public safety;Noord-Holland (PV);2017;24;372;-348;9;132;-124
4635;Public safety;Noord-Holland (PV);2018;25;377;-351;9;133;-124
4636;Public safety;Noord-Holland (PV);2019;32;412;-380;11;144;-133
4637;Public safety;Noord-Holland (PV);2020;31;437;-406;11;152;-141
4638;Public safety;Noord-Holland (PV);2021;50;478;-428;17;166;-148
4639;Public safety;Noord-Holland (PV);2022;41;487;-446;14;167;-153
4640;Public safety;Noord-Holland (PV);2023;40;528;-488;13;178;-165
4641;Public safety;Zuid-Holland (PV);2017;25;453;-428;7;124;-117
4642;Public safety;Zuid-Holland (PV);2018;27;449;-422;7;122;-115
4643;Public safety;Zuid-Holland (PV);2019;26;465;-439;7;127;-119
4644;Public safety;Zuid-Holland (PV);2020;37;518;-481;10;140;-130
4645;Public safety;Zuid-Holland (PV);2021;54;552;-498;14;148;-134
4646;Public safety;Zuid-Holland (PV);2022;92;602;-509;25;160;-136
4647;Public safety;Zuid-Holland (PV);2023;85;635;-551;22;167;-145
4648;Public safety;Zeeland (PV);2017;1;41;-40;2;107;-105
4649;Public safety;Zeeland (PV);2018;1;40;-40;2;106;-104
4650;Public safety;Zeeland (PV);2019;1;41;-41;2;108;-106
4651;Public safety;Zeeland (PV);2020;1;45;-44;3;117;-114
4652;Public safety;Zeeland (PV);2021;2;46;-45;4;120;-116
4653;Public safety;Zeeland (PV);2022;8;53;-44;21;136;-115
4654;Public safety;Zeeland (PV);2023;13;57;-44;33;147;-114
4655;Public safety;Noord-Brabant (PV);2017;28;234;-206;11;93;-82
4656;Public safety;Noord-Brabant (PV);2018;22;238;-216;9;94;-86
4657;Public safety;Noord-Brabant (PV);2019;20;251;-231;8;99;-91
4658;Public safety;Noord-Brabant (PV);2020;24;273;-249;9;107;-97
4659;Public safety;Noord-Brabant (PV);2021;27;294;-267;10;114;-104
4660;Public safety;Noord-Brabant (PV);2022;29;297;-268;11;115;-103
4661;Public safety;Noord-Brabant (PV);2023;37;325;-288;14;124;-110
4662;Public safety;Limburg (PV);2017;6;107;-101;6;96;-90
4663;Public safety;Limburg (PV);2018;8;114;-107;7;102;-96
4664;Public safety;Limburg (PV);2019;9;121;-112;8;108;-100
4665;Public safety;Limburg (PV);2020;14;130;-116;13;117;-104
4666;Public safety;Limburg (PV);2021;15;143;-128;13;128;-115
4667;Public safety;Limburg (PV);2022;20;152;-132;18;136;-118
4668;Public safety;Limburg (PV);2023;22;165;-144;19;146;-127
4669;Public safety;Oost-Groningen (CR);2017;0;12;-11;2;79;-77
4670;Public safety;Oost-Groningen (CR);2018;0;10;-10;1;76;-74
4671;Public safety;Oost-Groningen (CR);2019;0;12;-12;1;88;-86
4672;Public safety;Oost-Groningen (CR);2020;0;13;-12;3;94;-91
4673;Public safety;Oost-Groningen (CR);2021;1;13;-12;7;95;-87
4674;Public safety;Oost-Groningen (CR);2022;2;14;-13;12;104;-93
4675;Public safety;Oost-Groningen (CR);2023;3;14;-11;22;102;-79
4676;Public safety;Delfzijl en omgeving (CR);2017;2;5;-3;37;108;-71
4677;Public safety;Delfzijl en omgeving (CR);2018;3;5;-2;63;110;-46
4678;Public safety;Delfzijl en omgeving (CR);2019;2;6;-5;37;136;-99
4679;Public safety;Delfzijl en omgeving (CR);2020;1;6;-5;24;140;-116
4680;Public safety;Delfzijl en omgeving (CR);2021;4;10;-6;93;230;-137
4681;Public safety;Delfzijl en omgeving (CR);2022;9;14;-5;202;319;-117
4682;Public safety;Delfzijl en omgeving (CR);2023;13;17;-4;281;368;-86
4683;Public safety;Overig Groningen (CR);2017;3;33;-31;7;85;-79
4684;Public safety;Overig Groningen (CR);2018;4;38;-34;9;95;-86
4685;Public safety;Overig Groningen (CR);2019;6;42;-36;15;105;-90
