ID;VoertuigEnBestemming;Perioden;Prijsindexcijfers_1;Kwartaalmutatie_2;Jaarmutatie_3;Wegingscoefficienten_4
112;Totaal, verhuisvervoer;1998 1e kwartaal;106.8;2.1;4.0;218
113;Totaal, verhuisvervoer;1998 2e kwartaal;114.5;7.2;6.4;218
114;Totaal, verhuisvervoer;1998 3e kwartaal;115.7;1.0;6.7;218
115;Totaal, verhuisvervoer;1998 4e kwartaal;113.1;-2.2;8.1;218
116;Totaal, verhuisvervoer;1998;112.5;;6.2;218
117;Totaal, verhuisvervoer;1999 1e kwartaal;115.5;2.1;8.1;218
118;Totaal, verhuisvervoer;1999 2e kwartaal;117.3;1.6;2.4;218
119;Totaal, verhuisvervoer;1999 3e kwartaal;118.1;0.7;2.1;218
120;Totaal, verhuisvervoer;1999 4e kwartaal;116.9;-1.0;3.4;218
121;Totaal, verhuisvervoer;1999;116.9;;3.9;218
122;Totaal, verhuisvervoer;2000 1e kwartaal;116.1;-0.7;0.5;218
123;Totaal, verhuisvervoer;2000 2e kwartaal;117.0;0.8;-0.3;218
124;Totaal, verhuisvervoer;2000 3e kwartaal;123.0;5.1;4.1;218
125;Totaal, verhuisvervoer;2000 4e kwartaal;125.0;1.6;6.9;218
126;Totaal, verhuisvervoer;2000;120.3;;2.9;218
127;Totaal, verhuisvervoer;2001 1e kwartaal;124.3;-0.6;7.1;218
128;Totaal, verhuisvervoer;2001 2e kwartaal;128.3;3.2;9.7;218
129;Totaal, verhuisvervoer;2001 3e kwartaal;126.5;-1.4;2.8;218
130;Totaal, verhuisvervoer;2001 4e kwartaal;123.7;-2.2;-1.0;218
131;Totaal, verhuisvervoer;2001;125.7;;4.5;218
132;Totaal, verhuisvervoer;2002 1e kwartaal;121.0;-2.2;-2.7;218
133;Totaal, verhuisvervoer;2002 2e kwartaal;122.1;0.9;-4.8;218
134;Totaal, verhuisvervoer;2002 3e kwartaal;123.2;0.9;-2.6;218
135;Totaal, verhuisvervoer;2002 4e kwartaal;120.9;-1.9;-2.3;218
136;Totaal, verhuisvervoer;2002;121.8;;-3.1;218
137;Totaal, verhuisvervoer;2003 1e kwartaal;121.8;0.7;0.7;218
138;Totaal, open en gesloten vervoer;1994 1e kwartaal;100.0;;;4336
139;Totaal, open en gesloten vervoer;1994 2e kwartaal;99.8;-0.2;;4336
140;Totaal, open en gesloten vervoer;1994 3e kwartaal;99.9;0.1;;4336
141;Totaal, open en gesloten vervoer;1994 4e kwartaal;100.0;0.1;;4336
142;Totaal, open en gesloten vervoer;1994;99.9;;;4336
143;Totaal, open en gesloten vervoer;1995 1e kwartaal;101.2;1.2;1.2;4336
144;Totaal, open en gesloten vervoer;1995 2e kwartaal;101.3;0.1;1.5;4336
145;Totaal, open en gesloten vervoer;1995 3e kwartaal;101.2;-0.1;1.3;4336
146;Totaal, open en gesloten vervoer;1995 4e kwartaal;101.6;0.4;1.6;4336
147;Totaal, open en gesloten vervoer;1995;101.3;;1.4;4336
148;Totaal, open en gesloten vervoer;1996 1e kwartaal;102.9;1.3;1.7;4336
149;Totaal, open en gesloten vervoer;1996 2e kwartaal;102.9;0.0;1.6;4336
150;Totaal, open en gesloten vervoer;1996 3e kwartaal;102.7;-0.2;1.5;4336
151;Totaal, open en gesloten vervoer;1996 4e kwartaal;102.8;0.1;1.2;4336
152;Totaal, open en gesloten vervoer;1996;102.8;;1.5;4336
153;Totaal, open en gesloten vervoer;1997 1e kwartaal;104.5;1.7;1.6;4336
154;Totaal, open en gesloten vervoer;1997 2e kwartaal;104.8;0.3;1.8;4336
155;Totaal, open en gesloten vervoer;1997 3e kwartaal;105.1;0.3;2.3;4336
156;Totaal, open en gesloten vervoer;1997 4e kwartaal;105.6;0.5;2.7;4336
157;Totaal, open en gesloten vervoer;1997;105.0;;2.1;4336
158;Totaal, open en gesloten vervoer;1998 1e kwartaal;107.3;1.6;2.7;4336
159;Totaal, open en gesloten vervoer;1998 2e kwartaal;107.2;-0.1;2.3;4336
160;Totaal, open en gesloten vervoer;1998 3e kwartaal;107.3;0.1;2.1;4336
161;Totaal, open en gesloten vervoer;1998 4e kwartaal;107.3;0.0;1.6;4336
162;Totaal, open en gesloten vervoer;1998;107.3;;2.2;4336
163;Totaal, open en gesloten vervoer;1999 1e kwartaal;108.2;0.8;0.8;4336
164;Totaal, open en gesloten vervoer;1999 2e kwartaal;108.3;0.1;1.0;4336
165;Totaal, open en gesloten vervoer;1999 3e kwartaal;108.4;0.1;1.0;4336
166;Totaal, open en gesloten vervoer;1999 4e kwartaal;109.0;0.6;1.6;4336
167;Totaal, open en gesloten vervoer;1999;108.5;;1.1;4336
168;Totaal, open en gesloten vervoer;2000 1e kwartaal;110.8;1.7;2.4;4336
169;Totaal, open en gesloten vervoer;2000 2e kwartaal;110.9;0.1;2.4;4336
170;Totaal, open en gesloten vervoer;2000 3e kwartaal;111.6;0.6;3.0;4336
171;Totaal, open en gesloten vervoer;2000 4e kwartaal;113.4;1.6;4.0;4336
172;Totaal, open en gesloten vervoer;2000;111.7;;2.9;4336
173;Totaal, open en gesloten vervoer;2001 1e kwartaal;117.8;3.9;6.3;4336
174;Totaal, open en gesloten vervoer;2001 2e kwartaal;118.3;0.4;6.7;4336
175;Totaal, open en gesloten vervoer;2001 3e kwartaal;118.2;-0.1;5.9;4336
176;Totaal, open en gesloten vervoer;2001 4e kwartaal;118.0;-0.2;4.1;4336
177;Totaal, open en gesloten vervoer;2001;118.1;;5.7;4336
178;Totaal, open en gesloten vervoer;2002 1e kwartaal;121.2;2.7;2.9;4336
179;Totaal, open en gesloten vervoer;2002 2e kwartaal;121.2;0.0;2.5;4336
180;Totaal, open en gesloten vervoer;2002 3e kwartaal;121.7;0.4;3.0;4336
181;Totaal, open en gesloten vervoer;2002 4e kwartaal;122.0;0.2;3.4;4336
182;Totaal, open en gesloten vervoer;2002;121.5;;2.9;4336
183;Totaal, open en gesloten vervoer;2003 1e kwartaal;124.3;1.9;2.6;4336
184;Totaal, koel- vriesvervoer;1994 1e kwartaal;100.0;;;1184
185;Totaal, koel- vriesvervoer;1994 2e kwartaal;99.8;-0.2;;1184
186;Totaal, koel- vriesvervoer;1994 3e kwartaal;99.9;0.1;;1184
187;Totaal, koel- vriesvervoer;1994 4e kwartaal;100.2;0.3;;1184
188;Totaal, koel- vriesvervoer;1994;100.0;;;1184
189;Totaal, koel- vriesvervoer;1995 1e kwartaal;99.6;-0.6;-0.4;1184
190;Totaal, koel- vriesvervoer;1995 2e kwartaal;99.6;0.0;-0.2;1184
191;Totaal, koel- vriesvervoer;1995 3e kwartaal;99.3;-0.3;-0.6;1184
192;Totaal, koel- vriesvervoer;1995 4e kwartaal;99.4;0.1;-0.8;1184
193;Totaal, koel- vriesvervoer;1995;99.5;;-0.5;1184
194;Totaal, koel- vriesvervoer;1996 1e kwartaal;100.1;0.7;0.5;1184
195;Totaal, koel- vriesvervoer;1996 2e kwartaal;100.2;0.1;0.6;1184
196;Totaal, koel- vriesvervoer;1996 3e kwartaal;100.2;0.0;0.9;1184
197;Totaal, koel- vriesvervoer;1996 4e kwartaal;99.9;-0.3;0.5;1184
198;Totaal, koel- vriesvervoer;1996;100.1;;0.6;1184
199;Totaal, koel- vriesvervoer;1997 1e kwartaal;100.5;0.6;0.4;1184
200;Totaal, koel- vriesvervoer;1997 2e kwartaal;100.6;0.1;0.4;1184
201;Totaal, koel- vriesvervoer;1997 3e kwartaal;101.2;0.6;1.0;1184
202;Totaal, koel- vriesvervoer;1997 4e kwartaal;101.3;0.1;1.4;1184
203;Totaal, koel- vriesvervoer;1997;100.9;;0.8;1184
204;Totaal, koel- vriesvervoer;1998 1e kwartaal;101.7;0.4;1.2;1184
205;Totaal, koel- vriesvervoer;1998 2e kwartaal;101.8;0.1;1.2;1184
206;Totaal, koel- vriesvervoer;1998 3e kwartaal;102.0;0.2;0.8;1184
207;Totaal, koel- vriesvervoer;1998 4e kwartaal;102.2;0.2;0.9;1184
208;Totaal, koel- vriesvervoer;1998;101.9;;1.0;1184
209;Totaal, koel- vriesvervoer;1999 1e kwartaal;102.6;0.4;0.9;1184
210;Totaal, koel- vriesvervoer;1999 2e kwartaal;102.7;0.1;0.9;1184
211;Totaal, koel- vriesvervoer;1999 3e kwartaal;103.4;0.7;1.4;1184
212;Totaal, koel- vriesvervoer;1999 4e kwartaal;103.4;0.0;1.2;1184
213;Totaal, koel- vriesvervoer;1999;103.0;;1.1;1184
214;Totaal, koel- vriesvervoer;2000 1e kwartaal;105.4;1.9;2.7;1184
215;Totaal, koel- vriesvervoer;2000 2e kwartaal;106.0;0.6;3.2;1184
216;Totaal, koel- vriesvervoer;2000 3e kwartaal;107.0;0.9;3.5;1184
217;Totaal, koel- vriesvervoer;2000 4e kwartaal;107.4;0.4;3.9;1184
218;Totaal, koel- vriesvervoer;2000;106.5;;3.4;1184
219;Totaal, koel- vriesvervoer;2001 1e kwartaal;109.6;2.0;4.0;1184
220;Totaal, koel- vriesvervoer;2001 2e kwartaal;109.6;0.0;3.4;1184
221;Totaal, koel- vriesvervoer;2001 3e kwartaal;109.8;0.2;2.6;1184
222;Totaal, koel- vriesvervoer;2001 4e kwartaal;110.0;0.2;2.4;1184
223;Totaal, koel- vriesvervoer;2001;109.8;;3.1;1184
224;Totaal, koel- vriesvervoer;2002 1e kwartaal;112.1;1.9;2.3;1184
225;Totaal, koel- vriesvervoer;2002 2e kwartaal;112.2;0.1;2.4;1184
226;Totaal, koel- vriesvervoer;2002 3e kwartaal;112.0;-0.2;2.0;1184
227;Totaal, koel- vriesvervoer;2002 4e kwartaal;112.0;0.0;1.8;1184
228;Totaal, koel- vriesvervoer;2002;112.1;;2.1;1184
229;Totaal, koel- vriesvervoer;2003 1e kwartaal;112.9;0.8;0.7;1184
230;Totaal, tankvervoer;1994 1e kwartaal;100.0;;;838
231;Totaal, tankvervoer;1994 2e kwartaal;100.1;0.1;;838
232;Totaal, tankvervoer;1994 3e kwartaal;100.3;0.2;;838
233;Totaal, tankvervoer;1994 4e kwartaal;100.1;-0.2;;838
234;Totaal, tankvervoer;1994;100.1;;;838
235;Totaal, tankvervoer;1995 1e kwartaal;100.0;-0.1;0.0;838
236;Totaal, tankvervoer;1995 2e kwartaal;100.2;0.2;0.1;838
237;Totaal, tankvervoer;1995 3e kwartaal;99.7;-0.5;-0.6;838
238;Totaal, tankvervoer;1995 4e kwartaal;99.5;-0.2;-0.6;838
239;Totaal, tankvervoer;1995;99.9;;-0.2;838
240;Totaal, tankvervoer;1996 1e kwartaal;99.5;0.0;-0.5;838
241;Totaal, tankvervoer;1996 2e kwartaal;99.6;0.1;-0.6;838
242;Totaal, tankvervoer;1996 3e kwartaal;99.5;-0.1;-0.2;838
243;Totaal, tankvervoer;1996 4e kwartaal;99.6;0.1;0.1;838
244;Totaal, tankvervoer;1996;99.6;;-0.3;838
245;Totaal, tankvervoer;1997 1e kwartaal;99.9;0.3;0.4;838
246;Totaal, tankvervoer;1997 2e kwartaal;100.2;0.3;0.6;838
247;Totaal, tankvervoer;1997 3e kwartaal;100.2;0.0;0.7;838
248;Totaal, tankvervoer;1997 4e kwartaal;99.9;-0.3;0.3;838
249;Totaal, tankvervoer;1997;100.1;;0.5;838
250;Totaal, tankvervoer;1998 1e kwartaal;101.2;1.3;1.3;838
251;Totaal, tankvervoer;1998 2e kwartaal;101.0;-0.2;0.8;838
252;Totaal, tankvervoer;1998 3e kwartaal;100.3;-0.7;0.1;838
253;Totaal, tankvervoer;1998 4e kwartaal;100.5;0.2;0.6;838
254;Totaal, tankvervoer;1998;100.7;;0.6;838
255;Totaal, tankvervoer;1999 1e kwartaal;100.0;-0.5;-1.2;838
256;Totaal, tankvervoer;1999 2e kwartaal;99.4;-0.6;-1.6;838
257;Totaal, tankvervoer;1999 3e kwartaal;99.1;-0.3;-1.2;838
258;Totaal, tankvervoer;1999 4e kwartaal;99.4;0.3;-1.1;838
259;Totaal, tankvervoer;1999;99.5;;-1.2;838
260;Totaal, tankvervoer;2000 1e kwartaal;102.1;2.7;2.1;838
261;Totaal, tankvervoer;2000 2e kwartaal;102.8;0.7;3.4;838
262;Totaal, tankvervoer;2000 3e kwartaal;102.9;0.1;3.8;838
263;Totaal, tankvervoer;2000 4e kwartaal;103.9;1.0;4.5;838
264;Totaal, tankvervoer;2000;102.9;;3.4;838
265;Totaal, tankvervoer;2001 1e kwartaal;104.2;0.3;2.1;838
266;Totaal, tankvervoer;2001 2e kwartaal;105.3;1.1;2.4;838
267;Totaal, tankvervoer;2001 3e kwartaal;105.2;-0.1;2.2;838
268;Totaal, tankvervoer;2001 4e kwartaal;106.0;0.8;2.0;838
269;Totaal, tankvervoer;2001;105.2;;2.2;838
270;Totaal, tankvervoer;2002 1e kwartaal;106.3;0.3;2.0;838
271;Totaal, tankvervoer;2002 2e kwartaal;106.6;0.3;1.2;838
272;Totaal, tankvervoer;2002 3e kwartaal;106.6;0.0;1.3;838
273;Totaal, tankvervoer;2002 4e kwartaal;106.8;0.2;0.8;838
274;Totaal, tankvervoer;2002;106.6;;1.3;838
275;Totaal, tankvervoer;2003 1e kwartaal;108.3;1.4;1.9;838
276;Totaal, kippervervoer;1994 1e kwartaal;100.0;;;351
277;Totaal, kippervervoer;1994 2e kwartaal;100.2;0.2;;351
278;Totaal, kippervervoer;1994 3e kwartaal;100.1;-0.1;;351
279;Totaal, kippervervoer;1994 4e kwartaal;99.2;-0.9;;351
280;Totaal, kippervervoer;1994;99.9;;;351
281;Totaal, kippervervoer;1995 1e kwartaal;99.8;0.6;-0.2;351
282;Totaal, kippervervoer;1995 2e kwartaal;100.0;0.2;-0.2;351
283;Totaal, kippervervoer;1995 3e kwartaal;101.0;1.0;0.9;351
284;Totaal, kippervervoer;1995 4e kwartaal;101.5;0.5;2.3;351
285;Totaal, kippervervoer;1995;100.6;;0.7;351
286;Totaal, kippervervoer;1996 1e kwartaal;101.9;0.4;2.1;351
287;Totaal, kippervervoer;1996 2e kwartaal;102.1;0.2;2.1;351
288;Totaal, kippervervoer;1996 3e kwartaal;101.8;-0.3;0.8;351
289;Totaal, kippervervoer;1996 4e kwartaal;104.1;2.3;2.6;351
290;Totaal, kippervervoer;1996;102.5;;1.9;351
291;Totaal, kippervervoer;1997 1e kwartaal;103.4;-0.7;1.5;351
292;Totaal, kippervervoer;1997 2e kwartaal;103.0;-0.4;0.9;351
293;Totaal, kippervervoer;1997 3e kwartaal;102.8;-0.2;1.0;351
294;Totaal, kippervervoer;1997 4e kwartaal;103.3;0.5;-0.8;351
295;Totaal, kippervervoer;1997;103.1;;0.6;351
296;Totaal, kippervervoer;1998 1e kwartaal;104.7;1.4;1.3;351
297;Totaal, kippervervoer;1998 2e kwartaal;104.4;-0.3;1.4;351
298;Totaal, kippervervoer;1998 3e kwartaal;104.9;0.5;2.0;351
299;Totaal, kippervervoer;1998 4e kwartaal;105.1;0.2;1.7;351
300;Totaal, kippervervoer;1998;104.8;;1.6;351
301;Totaal, kippervervoer;1999 1e kwartaal;105.8;0.7;1.1;351
302;Totaal, kippervervoer;1999 2e kwartaal;105.8;0.0;1.3;351
303;Totaal, kippervervoer;1999 3e kwartaal;107.2;1.3;2.2;351
304;Totaal, kippervervoer;1999 4e kwartaal;107.1;-0.1;1.9;351
305;Totaal, kippervervoer;1999;106.5;;1.6;351
306;Totaal, kippervervoer;2000 1e kwartaal;110.4;3.1;4.3;351
307;Totaal, kippervervoer;2000 2e kwartaal;111.4;0.9;5.3;351
308;Totaal, kippervervoer;2000 3e kwartaal;113.0;1.4;5.4;351
309;Totaal, kippervervoer;2000 4e kwartaal;113.7;0.6;6.2;351
310;Totaal, kippervervoer;2000;112.1;;5.3;351
311;Totaal, kippervervoer;2001 1e kwartaal;118.4;4.1;7.2;351
312;Totaal, kippervervoer;2001 2e kwartaal;119.6;1.0;7.4;351
313;Totaal, kippervervoer;2001 3e kwartaal;119.3;-0.3;5.6;351
314;Totaal, kippervervoer;2001 4e kwartaal;119.6;0.3;5.2;351
315;Totaal, kippervervoer;2001;119.2;;6.3;351
316;Totaal, kippervervoer;2002 1e kwartaal;122.1;2.1;3.1;351
317;Totaal, kippervervoer;2002 2e kwartaal;125.9;3.1;5.3;351
318;Totaal, kippervervoer;2002 3e kwartaal;125.9;0.0;5.5;351
319;Totaal, kippervervoer;2002 4e kwartaal;125.5;-0.3;4.9;351
320;Totaal, kippervervoer;2002;124.9;;4.8;351
321;Totaal, kippervervoer;2003 1e kwartaal;124.4;-0.9;1.9;351
322;Totaal, overig vervoer;1994 1e kwartaal;100.0;;;2235
323;Totaal, overig vervoer;1994 2e kwartaal;99.9;-0.1;;2235
324;Totaal, overig vervoer;1994 3e kwartaal;99.9;0.0;;2235
325;Totaal, overig vervoer;1994 4e kwartaal;100.0;0.1;;2235
326;Totaal, overig vervoer;1994;100.0;;;2235
327;Totaal, overig vervoer;1995 1e kwartaal;99.3;-0.7;-0.7;2235
328;Totaal, overig vervoer;1995 2e kwartaal;98.7;-0.6;-1.2;2235
329;Totaal, overig vervoer;1995 3e kwartaal;99.6;0.9;-0.3;2235
330;Totaal, overig vervoer;1995 4e kwartaal;98.9;-0.7;-1.1;2235
331;Totaal, overig vervoer;1995;99.1;;-0.9;2235
332;Totaal, overig vervoer;1996 1e kwartaal;100.4;1.5;1.1;2235
333;Totaal, overig vervoer;1996 2e kwartaal;101.1;0.7;2.4;2235
334;Totaal, overig vervoer;1996 3e kwartaal;100.7;-0.4;1.1;2235
335;Totaal, overig vervoer;1996 4e kwartaal;100.9;0.2;2.0;2235
336;Totaal, overig vervoer;1996;100.8;;1.7;2235
337;Totaal, overig vervoer;1997 1e kwartaal;102.2;1.3;1.8;2235
338;Totaal, overig vervoer;1997 2e kwartaal;102.1;-0.1;1.0;2235
339;Totaal, overig vervoer;1997 3e kwartaal;102.0;-0.1;1.3;2235
340;Totaal, overig vervoer;1997 4e kwartaal;102.2;0.2;1.3;2235
341;Totaal, overig vervoer;1997;102.1;;1.3;2235
342;Totaal, overig vervoer;1998 1e kwartaal;103.0;0.8;0.8;2235
343;Totaal, overig vervoer;1998 2e kwartaal;103.6;0.6;1.5;2235
344;Totaal, overig vervoer;1998 3e kwartaal;103.7;0.1;1.7;2235
345;Totaal, overig vervoer;1998 4e kwartaal;103.9;0.2;1.7;2235
346;Totaal, overig vervoer;1998;103.5;;1.4;2235
347;Totaal, overig vervoer;1999 1e kwartaal;105.1;1.2;2.0;2235
348;Totaal, overig vervoer;1999 2e kwartaal;105.1;0.0;1.4;2235
349;Totaal, overig vervoer;1999 3e kwartaal;104.6;-0.5;0.9;2235
350;Totaal, overig vervoer;1999 4e kwartaal;105.0;0.4;1.1;2235
351;Totaal, overig vervoer;1999;104.9;;1.4;2235
352;Totaal, overig vervoer;2000 1e kwartaal;107.4;2.3;2.2;2235
353;Totaal, overig vervoer;2000 2e kwartaal;108.2;0.7;2.9;2235
354;Totaal, overig vervoer;2000 3e kwartaal;109.0;0.7;4.2;2235
355;Totaal, overig vervoer;2000 4e kwartaal;110.2;1.1;5.0;2235
356;Totaal, overig vervoer;2000;108.7;;3.6;2235
357;Totaal, overig vervoer;2001 1e kwartaal;110.5;0.3;2.9;2235
358;Totaal, overig vervoer;2001 2e kwartaal;110.1;-0.4;1.8;2235
359;Totaal, overig vervoer;2001 3e kwartaal;110.3;0.2;1.2;2235
