ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
7744;Totaal;Wijk 12 Heerle;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167412;1.0;120.0;105.0;65.0;140.0
7745;Totaal;Wijk 12 Heerle;2015;Roosendaal                              ;Wijk     ;WK167412;1.0;125.0;110.0;70.0;145.0
7746;Totaal;Wijk 13 Moerstraten;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167413;1.0;35.0;30.0;50.0;115.0
7747;Totaal;Wijk 13 Moerstraten;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167413;1.0;40.0;35.0;60.0;140.0
7748;Totaal;Wijk 13 Moerstraten;2015;Roosendaal                              ;Wijk     ;WK167413;1.0;40.0;35.0;60.0;140.0
7749;Totaal;Wijk 14 Wouwse Plantage;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167414;1.0;70.0;60.0;65.0;135.0
7750;Totaal;Wijk 14 Wouwse Plantage;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167414;1.0;75.0;60.0;65.0;130.0
7751;Totaal;Wijk 14 Wouwse Plantage;2015;Roosendaal                              ;Wijk     ;WK167414;1.0;80.0;65.0;70.0;140.0
7752;Totaal;Schouwen-Duiveland;1e halfjaar 2015;                                        ;         ;        ;;;;;
7753;Totaal;Schouwen-Duiveland;2e halfjaar 2015;                                        ;         ;        ;;;;;
7754;Totaal;Schouwen-Duiveland;2015;                                        ;         ;        ;;;;;
7755;Totaal;Wijk 00 Zierikzee;1e halfjaar 2015;                                        ;         ;        ;;;;;
7756;Totaal;Wijk 00 Zierikzee;2e halfjaar 2015;                                        ;         ;        ;;;;;
7757;Totaal;Wijk 00 Zierikzee;2015;                                        ;         ;        ;;;;;
7758;Totaal;Wijk 01 Brouwershaven;1e halfjaar 2015;                                        ;         ;        ;;;;;
7759;Totaal;Wijk 01 Brouwershaven;2e halfjaar 2015;                                        ;         ;        ;;;;;
7760;Totaal;Wijk 01 Brouwershaven;2015;                                        ;         ;        ;;;;;
7761;Totaal;Wijk 02 Zonnemaire;1e halfjaar 2015;                                        ;         ;        ;;;;;
7762;Totaal;Wijk 02 Zonnemaire;2e halfjaar 2015;                                        ;         ;        ;;;;;
7763;Totaal;Wijk 02 Zonnemaire;2015;                                        ;         ;        ;;;;;
7764;Totaal;Wijk 03 Dreischor;1e halfjaar 2015;                                        ;         ;        ;;;;;
7765;Totaal;Wijk 03 Dreischor;2e halfjaar 2015;                                        ;         ;        ;;;;;
7766;Totaal;Wijk 03 Dreischor;2015;                                        ;         ;        ;;;;;
7767;Totaal;Wijk 04 Noordgouwe;1e halfjaar 2015;                                        ;         ;        ;;;;;
7768;Totaal;Wijk 04 Noordgouwe;2e halfjaar 2015;                                        ;         ;        ;;;;;
7769;Totaal;Wijk 04 Noordgouwe;2015;                                        ;         ;        ;;;;;
7770;Totaal;Wijk 05 Bruinisse;1e halfjaar 2015;                                        ;         ;        ;;;;;
7771;Totaal;Wijk 05 Bruinisse;2e halfjaar 2015;                                        ;         ;        ;;;;;
7772;Totaal;Wijk 05 Bruinisse;2015;                                        ;         ;        ;;;;;
7773;Totaal;Wijk 06 Nieuwerkerk;1e halfjaar 2015;                                        ;         ;        ;;;;;
7774;Totaal;Wijk 06 Nieuwerkerk;2e halfjaar 2015;                                        ;         ;        ;;;;;
7775;Totaal;Wijk 06 Nieuwerkerk;2015;                                        ;         ;        ;;;;;
7776;Totaal;Wijk 07 Oosterland;1e halfjaar 2015;                                        ;         ;        ;;;;;
7777;Totaal;Wijk 07 Oosterland;2e halfjaar 2015;                                        ;         ;        ;;;;;
7778;Totaal;Wijk 07 Oosterland;2015;                                        ;         ;        ;;;;;
7779;Totaal;Wijk 08 Ouwerkerk;1e halfjaar 2015;                                        ;         ;        ;;;;;
7780;Totaal;Wijk 08 Ouwerkerk;2e halfjaar 2015;                                        ;         ;        ;;;;;
7781;Totaal;Wijk 08 Ouwerkerk;2015;                                        ;         ;        ;;;;;
7782;Totaal;Wijk 09 Scharendijke;1e halfjaar 2015;                                        ;         ;        ;;;;;
7783;Totaal;Wijk 09 Scharendijke;2e halfjaar 2015;                                        ;         ;        ;;;;;
7784;Totaal;Wijk 09 Scharendijke;2015;                                        ;         ;        ;;;;;
7785;Totaal;Wijk 10 Kerkwerve;1e halfjaar 2015;                                        ;         ;        ;;;;;
7786;Totaal;Wijk 10 Kerkwerve;2e halfjaar 2015;                                        ;         ;        ;;;;;
7787;Totaal;Wijk 10 Kerkwerve;2015;                                        ;         ;        ;;;;;
7788;Totaal;Wijk 11 Ellemeet;1e halfjaar 2015;                                        ;         ;        ;;;;;
7789;Totaal;Wijk 11 Ellemeet;2e halfjaar 2015;                                        ;         ;        ;;;;;
7790;Totaal;Wijk 11 Ellemeet;2015;                                        ;         ;        ;;;;;
7791;Totaal;Wijk 12 Haamstede;1e halfjaar 2015;                                        ;         ;        ;;;;;
7792;Totaal;Wijk 12 Haamstede;2e halfjaar 2015;                                        ;         ;        ;;;;;
7793;Totaal;Wijk 12 Haamstede;2015;                                        ;         ;        ;;;;;
7794;Totaal;Wijk 13 Renesse;1e halfjaar 2015;                                        ;         ;        ;;;;;
7795;Totaal;Wijk 13 Renesse;2e halfjaar 2015;                                        ;         ;        ;;;;;
7796;Totaal;Wijk 13 Renesse;2015;                                        ;         ;        ;;;;;
7797;Totaal;Wijk 14 Noordwelle;1e halfjaar 2015;                                        ;         ;        ;;;;;
7798;Totaal;Wijk 14 Noordwelle;2e halfjaar 2015;                                        ;         ;        ;;;;;
7799;Totaal;Wijk 14 Noordwelle;2015;                                        ;         ;        ;;;;;
7800;Totaal;Wijk 15 Serooskerke;1e halfjaar 2015;                                        ;         ;        ;;;;;
7801;Totaal;Wijk 15 Serooskerke;2e halfjaar 2015;                                        ;         ;        ;;;;;
7802;Totaal;Wijk 15 Serooskerke;2015;                                        ;         ;        ;;;;;
7803;Totaal;Aa en Hunze;1e halfjaar 2015;Aa en Hunze                             ;Gemeente ;GM1680  ;;1770.0;1530.0;70.0;135.0
7804;Totaal;Aa en Hunze;2e halfjaar 2015;Aa en Hunze                             ;Gemeente ;GM1680  ;;1440.0;1210.0;55.0;105.0
7805;Totaal;Aa en Hunze;2015;Aa en Hunze                             ;Gemeente ;GM1680  ;;1885.0;1615.0;75.0;145.0
7806;Totaal;Wijk 00 Annen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168000;1.0;230.0;210.0;65.0;135.0
7807;Totaal;Wijk 00 Annen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168000;1.0;165.0;150.0;45.0;95.0
7808;Totaal;Wijk 00 Annen;2015;Aa en Hunze                             ;Wijk     ;WK168000;1.0;240.0;220.0;65.0;140.0
7809;Totaal;Wijk 01 Eext;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168001;1.0;85.0;80.0;60.0;125.0
7810;Totaal;Wijk 01 Eext;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168001;1.0;80.0;65.0;55.0;105.0
7811;Totaal;Wijk 01 Eext;2015;Aa en Hunze                             ;Wijk     ;WK168001;1.0;95.0;85.0;70.0;135.0
7812;Totaal;Wijk 02 Anloo;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168002;1.0;45.0;35.0;100.0;170.0
7813;Totaal;Wijk 02 Anloo;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168002;1.0;40.0;30.0;85.0;155.0
7814;Totaal;Wijk 02 Anloo;2015;Aa en Hunze                             ;Wijk     ;WK168002;1.0;45.0;35.0;105.0;175.0
7815;Totaal;Wijk 03 Gasteren;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;15.0;45.0;100.0
7816;Totaal;Wijk 03 Gasteren;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168003;1.0;15.0;15.0;40.0;80.0
7817;Totaal;Wijk 03 Gasteren;2015;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;15.0;45.0;90.0
7818;Totaal;Wijk 04 Anderen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168004;1.0;15.0;10.0;50.0;100.0
7819;Totaal;Wijk 04 Anderen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168004;1.0;10.0;10.0;35.0;65.0
7820;Totaal;Wijk 04 Anderen;2015;Aa en Hunze                             ;Wijk     ;WK168004;1.0;15.0;15.0;60.0;125.0
7821;Totaal;Wijk 05 Schipborg;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168005;1.0;40.0;30.0;70.0;115.0
7822;Totaal;Wijk 05 Schipborg;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168005;1.0;35.0;25.0;60.0;100.0
7823;Totaal;Wijk 05 Schipborg;2015;Aa en Hunze                             ;Wijk     ;WK168005;1.0;40.0;35.0;70.0;120.0
7824;Totaal;Wijk 06 Eexterveen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168006;1.0;20.0;20.0;45.0;105.0
7825;Totaal;Wijk 06 Eexterveen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168006;1.0;20.0;15.0;40.0;85.0
7826;Totaal;Wijk 06 Eexterveen;2015;Aa en Hunze                             ;Wijk     ;WK168006;1.0;20.0;20.0;50.0;105.0
7827;Totaal;Wijk 07 Spijkerboor;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168007;1.0;0.0;0.0;25.0;65.0
7828;Totaal;Wijk 07 Spijkerboor;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168007;1.0;10.0;10.0;35.0;80.0
7829;Totaal;Wijk 07 Spijkerboor;2015;Aa en Hunze                             ;Wijk     ;WK168007;1.0;10.0;10.0;30.0;80.0
7830;Totaal;Wijk 08 Nieuw-Annerveen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168008;1.0;0.0;0.0;30.0;70.0
7831;Totaal;Wijk 08 Nieuw-Annerveen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168008;1.0;0.0;0.0;25.0;70.0
7832;Totaal;Wijk 08 Nieuw-Annerveen;2015;Aa en Hunze                             ;Wijk     ;WK168008;1.0;0.0;0.0;25.0;70.0
7833;Totaal;Wijk 09 Oud-Annerveen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168009;1.0;0.0;0.0;30.0;80.0
7834;Totaal;Wijk 09 Oud-Annerveen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168009;1.0;0.0;0.0;25.0;60.0
7835;Totaal;Wijk 09 Oud-Annerveen;2015;Aa en Hunze                             ;Wijk     ;WK168009;1.0;0.0;0.0;30.0;80.0
7836;Totaal;Wijk 11 Annerveenschekanaal;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168011;1.0;35.0;25.0;80.0;140.0
7837;Totaal;Wijk 11 Annerveenschekanaal;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168011;1.0;30.0;25.0;75.0;125.0
7838;Totaal;Wijk 11 Annerveenschekanaal;2015;Aa en Hunze                             ;Wijk     ;WK168011;1.0;35.0;30.0;85.0;150.0
7839;Totaal;Wijk 12 Eexterveenschekanaal;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168012;1.0;20.0;20.0;80.0;155.0
7840;Totaal;Wijk 12 Eexterveenschekanaal;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168012;1.0;15.0;15.0;55.0;100.0
7841;Totaal;Wijk 12 Eexterveenschekanaal;2015;Aa en Hunze                             ;Wijk     ;WK168012;1.0;20.0;15.0;65.0;125.0
7842;Totaal;Wijk 13 Eexterzandvoort;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168013;1.0;0.0;0.0;30.0;70.0
7843;Totaal;Wijk 13 Eexterzandvoort;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168013;1.0;10.0;0.0;35.0;65.0
7844;Totaal;Wijk 13 Eexterzandvoort;2015;Aa en Hunze                             ;Wijk     ;WK168013;1.0;10.0;10.0;45.0;80.0
7845;Totaal;Wijk 14 Gasselte;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168014;1.0;175.0;150.0;90.0;170.0
7846;Totaal;Wijk 14 Gasselte;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168014;1.0;155.0;125.0;85.0;145.0
7847;Totaal;Wijk 14 Gasselte;2015;Aa en Hunze                             ;Wijk     ;WK168014;1.0;190.0;160.0;100.0;185.0
7848;Totaal;Wijk 15 Gasselternijveen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168015;1.0;175.0;140.0;95.0;180.0
7849;Totaal;Wijk 15 Gasselternijveen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168015;1.0;165.0;135.0;90.0;170.0
7850;Totaal;Wijk 15 Gasselternijveen;2015;Aa en Hunze                             ;Wijk     ;WK168015;1.0;195.0;160.0;105.0;205.0
7851;Totaal;Wijk 16 Gasselternijveenschemond;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168016;1.0;45.0;40.0;70.0;140.0
7852;Totaal;Wijk 16 Gasselternijveenschemond;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168016;1.0;40.0;35.0;60.0;125.0
7853;Totaal;Wijk 16 Gasselternijveenschemond;2015;Aa en Hunze                             ;Wijk     ;WK168016;1.0;50.0;45.0;75.0;150.0
7854;Totaal;Wijk 17 Gieten;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168017;1.0;420.0;360.0;80.0;155.0
7855;Totaal;Wijk 17 Gieten;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168017;1.0;325.0;260.0;65.0;115.0
7856;Totaal;Wijk 17 Gieten;2015;Aa en Hunze                             ;Wijk     ;WK168017;1.0;445.0;375.0;85.0;160.0
7857;Totaal;Wijk 18 Gieterveen;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168018;1.0;75.0;60.0;60.0;120.0
7858;Totaal;Wijk 18 Gieterveen;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168018;1.0;65.0;55.0;55.0;105.0
7859;Totaal;Wijk 18 Gieterveen;2015;Aa en Hunze                             ;Wijk     ;WK168018;1.0;80.0;65.0;70.0;130.0
7860;Totaal;Wijk 19 Rolde;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168019;1.0;285.0;255.0;60.0;120.0
7861;Totaal;Wijk 19 Rolde;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168019;1.0;220.0;190.0;45.0;90.0
7862;Totaal;Wijk 19 Rolde;2015;Aa en Hunze                             ;Wijk     ;WK168019;1.0;300.0;265.0;65.0;125.0
7863;Totaal;Wijk 20 Grolloo;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168020;1.0;55.0;45.0;45.0;90.0
7864;Totaal;Wijk 20 Grolloo;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168020;1.0;30.0;30.0;25.0;55.0
7865;Totaal;Wijk 20 Grolloo;2015;Aa en Hunze                             ;Wijk     ;WK168020;1.0;50.0;45.0;40.0;85.0
7866;Totaal;Wijk 21 Ekehaar;1e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168021;1.0;15.0;10.0;25.0;65.0
7867;Totaal;Wijk 21 Ekehaar;2e halfjaar 2015;Aa en Hunze                             ;Wijk     ;WK168021;1.0;20.0;15.0;35.0;85.0
7868;Totaal;Wijk 21 Ekehaar;2015;Aa en Hunze                             ;Wijk     ;WK168021;1.0;20.0;15.0;45.0;90.0
7869;Totaal;Borger-Odoorn;1e halfjaar 2015;Borger-Odoorn                           ;Gemeente ;GM1681  ;;2980.0;2480.0;115.0;220.0
7870;Totaal;Borger-Odoorn;2e halfjaar 2015;Borger-Odoorn                           ;Gemeente ;GM1681  ;;2990.0;2470.0;115.0;220.0
7871;Totaal;Borger-Odoorn;2015;Borger-Odoorn                           ;Gemeente ;GM1681  ;;3210.0;2615.0;125.0;230.0
