ID;Regions;Periods;TotalFixedCapitalFormationGross_1;AgricultureForestryAndFishing_2;MiningAndQuarrying_3;ManufacturingIndustry_4;ElectricityGasAndWaterSupply_5;Construction_6;TradeHotelsAndRestaurantsAndRepair_7;TransportStorageAndCommunication_8;FinancialIntermediation_9;PublicAdministration_10;WelfareAndOtherServices_11;DwellingStock_12;IndustrialBuildings_13;CivilEngineering_14;Transport_15;MachineryAndEquipment_16;OtherFixedCapitalFormation_17;CultivatedAssets_18;TransferCostsOfGround_19
19;North Netherlands;2000;8208.38;398.1;88.65;786.96;123.72;133.73;523.65;930.42;3761.47;924.96;536.7;2661.47;1548.68;762.53;553.91;1321.8;1204.78;32.1;123.11
20;North Netherlands;2001;8411.35;375.92;72.72;744.52;163.76;144.58;511.15;757.07;4068.37;1014.91;558.36;3068.53;1515.19;851.39;462.81;1144.33;1228.02;27.65;113.44
21;East Netherlands;1995;11874.97;629.85;6.81;1315.51;608.52;177.88;771.43;661.61;5196.69;1687.61;819.07;3853.5;1896.35;1417.16;1122.2;1920.4;1345.91;147.48;172.44
22;East Netherlands;1996;12690.42;618.05;22.69;1613.19;469.66;221.44;903.93;674.32;5558.81;1849.61;758.72;4057.25;1912.23;1484.77;1221.12;2125.96;1551.93;139.76;197.85
23;East Netherlands;1997;13745.91;707.9;71.7;1577.79;376.18;275.44;975.63;749.19;6413.28;1767.93;831.33;4746.09;1978.03;1311.42;1216.58;2234.41;1890.45;165.18;203.29
24;East Netherlands;1998;14888.32;692.99;27.5;1860.77;354.37;293.65;1116.37;1072.42;6773.46;1915.26;781.55;4837.36;2139.79;1487.19;1481.78;2385.97;2233.53;124.07;198.64
25;East Netherlands;1999;16220.22;846.41;28.73;1742.07;409.39;360.95;1298.38;1226.42;7290.45;2181.92;835.49;5287.21;2468.61;1564.6;1393.0;2565.19;2544.1;170.18;227.33
26;East Netherlands;2000;17161.93;816.4;17.12;1984.64;420.48;334.89;1318.49;1112.88;8102.05;2183.28;871.7;5479.44;2755.25;1470.79;1792.33;2613.49;2654.93;146.6;249.1
27;East Netherlands;2001;17359.7;805.29;21.04;1841.81;222.45;350.51;1312.87;1234.72;8388.82;2260.55;921.65;5586.29;2913.81;1599.05;1797.26;2435.96;2668.33;120.71;238.3
28;West Netherlands;1995;30997.27;874.89;197.85;2678.66;1132.64;494.17;2453.14;4536.44;12691.78;3495.02;2442.25;7446.08;5248.42;3599.84;4388.96;5301.97;4493.33;111.18;407.04
29;West Netherlands;1996;32447.55;893.95;188.77;2942.76;870.35;724.23;2683.66;4186.12;13734.11;3941.08;2282.51;8033.72;5116.37;3956.51;4021.85;5587.4;5149.04;107.09;476.02
30;West Netherlands;1997;36228.9;991.06;230.52;4428.89;1027.81;705.17;2726.31;4595.89;15239.75;3849.42;2434.53;8510.19;5418.14;3860.31;4207.45;7488.73;6128.3;128.87;487.36
31;West Netherlands;1998;38617.99;1029.27;109.1;3512.06;1091.43;730.63;3202.63;5180.6;17382.82;4163.01;2216.44;9196.45;5978.5;4000.68;4806.96;6782.05;7134.46;103.04;615.86
32;West Netherlands;1999;43436.65;1317.55;172.46;3345.36;718.69;1024.15;3769.26;7227.52;18967.93;4533.18;2360.56;10105.11;6642.73;4515.79;5794.46;7680.6;7922.21;136.46;639.3
33;West Netherlands;2000;45509.99;1342.86;96.17;3205.9;773.71;786.34;3678.7;7666.84;20076.95;5485.27;2397.25;10959.57;7044.03;5212.11;6085.09;7242.19;8182.0;128.4;656.61
34;West Netherlands;2001;48870.4;1424.49;85.84;2913.1;807.05;958.11;3484.22;8456.93;21847.1;6312.05;2581.51;12047.48;7712.81;6324.76;5688.12;7530.57;8759.96;114.87;691.82
35;South Netherlands;1995;13590.72;594.0;54.0;2991.77;413.39;188.32;878.97;761.44;5154.49;1734.35;819.53;3749.59;1994.36;1157.14;1401.27;3323.49;1683.52;99.83;181.06
36;South Netherlands;1996;14795.96;657.98;50.37;2734.93;696.1;245.04;1027.36;759.63;5754.39;2035.66;834.05;4104.9;2135.49;1325.04;1651.31;3347.54;1911.78;108.0;211.92
37;South Netherlands;1997;15108.61;707.44;44.92;2469.02;477.38;287.24;1062.3;1087.71;6256.72;1821.93;893.95;4384.88;2201.74;1368.6;1507.46;3123.82;2209.0;97.11;215.55
38;South Netherlands;1998;16689.59;733.04;82.62;3162.18;426.25;334.88;1266.07;1326.26;6551.69;1988.16;818.45;4564.99;2592.11;1386.48;1622.07;3586.64;2690.52;70.74;176.05
39;South Netherlands;1999;18190.98;879.74;34.34;3149.43;472.76;405.89;1470.85;1561.79;7378.11;1977.1;860.96;5035.14;2889.99;1400.54;1770.86;3780.51;3012.08;100.54;201.34
40;South Netherlands;2000;19606.93;874.64;18.38;3128.5;334.08;370.04;1543.16;2052.87;8060.53;2233.38;991.35;4960.53;3629.06;2291.57;1711.47;3455.87;3237.35;80.9;240.18
41;South Netherlands;2001;19773.3;866.3;11.4;2914.57;243.74;356.8;1489.76;1493.28;8847.71;2475.26;1074.48;5503.71;3708.19;1849.8;1960.55;3223.2;3225.59;62.77;239.48
42;Groningen (PV);1995;2334.25;83.95;183.78;263.65;144.76;28.59;127.06;270.91;766.43;277.26;187.41;569.95;431.09;367.11;266.37;431.09;228.25;10.44;29.5
43;Groningen (PV);1996;3568.53;85.76;186.96;270.45;1225.21;37.66;130.23;373.46;858.55;276.35;123.43;650.72;385.26;345.33;363.02;1509.73;274.08;8.17;32.22
44;Groningen (PV);1997;3135.17;85.31;807.28;294.5;85.76;34.94;137.95;357.58;901.21;263.65;166.99;662.07;336.7;294.96;309.02;1141.26;348.05;10.44;33.13
45;Groningen (PV);1998;2677.4;88.55;214.98;340.08;64.14;36.12;151.16;459.42;896.22;270.1;156.62;645.4;311.34;299.86;334.38;674.62;383.81;7.27;20.71
46;Groningen (PV);1999;3163.93;110.4;214.09;291.9;261.91;39.8;171.68;701.8;860.41;345.01;166.92;601.91;423.43;604.6;234.03;850.04;409.77;10.95;29.2
47;Groningen (PV);2000;2763.2;101.02;60.37;288.18;25.56;36.24;161.72;636.39;885.27;373.49;194.94;641.45;435.47;328.16;207.93;657.43;446.13;6.68;39.94
48;Groningen (PV);2001;2906.79;92.09;41.37;274.17;40.07;42.24;164.58;480.04;1221.1;356.49;194.63;940.6;498.79;361.78;136.95;469.55;456.9;5.92;36.32
49;Friesland (PV);1995;1989.37;167.9;13.16;187.41;41.75;30.86;98.47;117.53;951.12;234.15;147.02;743.75;299.04;202.84;141.13;317.65;223.26;33.13;28.59
50;Friesland (PV);1996;2128.23;144.3;25.87;220.08;21.78;42.66;114.81;154.29;1001.49;272.27;130.23;770.52;286.34;209.65;187.87;348.96;267.73;23.14;33.58
51;Friesland (PV);1997;2335.15;152.47;23.14;227.34;17.24;48.1;124.34;149.75;1163.95;257.29;171.08;868.08;319.92;214.64;191.5;356.67;318.55;32.22;34.03
52;Friesland (PV);1998;2503.0;155.82;60.69;240.06;25.11;52.32;147.54;191.44;1179.59;301.35;149.07;853.53;358.83;270.57;234.38;373.84;367.4;22.77;21.68
53;Friesland (PV);1999;2701.52;189.7;12.42;292.24;19.86;64.75;171.5;206.62;1248.44;334.45;161.54;934.09;379.84;308.56;202.29;418.82;402.53;31.37;24.02
54;Friesland (PV);2000;3243.57;184.25;8.21;273.24;55.76;57.5;205.18;219.58;1716.62;321.8;201.43;1098.06;820.57;248.67;190.71;383.07;435.15;18.1;49.23
55;Friesland (PV);2001;3237.62;182.03;8.71;259.18;89.46;60.16;187.2;191.79;1706.14;330.96;221.99;1223.77;678.17;285.01;157.84;389.23;443.32;15.77;44.52
56;Drenthe (PV);1995;1866.4;88.94;282.25;185.14;38.12;24.5;88.49;67.61;689.75;242.32;159.73;580.84;283.16;266.82;107.55;402.5;189.23;12.25;24.5
57;Drenthe (PV);1996;1832.82;83.5;151.11;211.46;46.29;29.95;97.11;47.19;785.95;268.64;111.18;651.63;265.46;270.45;93.02;293.6;220.54;9.08;28.59
58;Drenthe (PV);1997;1957.61;89.39;214.18;226.89;46.74;35.39;106.64;61.26;789.58;252.3;135.68;630.75;280.44;210.1;105.28;405.23;283.16;12.25;30.4
59;Drenthe (PV);1998;1881.25;90.17;72.01;197.33;42.58;35.8;125.64;74.05;859.49;261.65;122.53;693.58;271.6;214.97;115.27;268.36;289.72;8.36;19.39
60;Drenthe (PV);1999;2084.67;113.21;133.15;235.0;31.38;55.46;137.33;78.85;927.67;243.1;129.52;755.54;269.4;247.11;118.36;351.18;311.76;12.5;18.81
61;Drenthe (PV);2000;2201.6;112.82;20.07;225.53;42.41;39.99;156.75;74.44;1159.59;229.67;140.33;921.96;292.64;185.69;155.26;281.3;323.5;7.32;33.93
62;Drenthe (PV);2001;2266.94;101.79;22.64;211.18;34.23;42.17;159.37;85.23;1141.13;327.46;141.74;904.16;338.24;204.6;168.02;285.56;327.8;5.96;32.6
63;Overijssel (PV);1995;3681.07;174.25;2.72;496.44;179.7;61.71;253.21;267.28;1527.42;457.41;260.92;1271.49;544.08;453.78;263.65;620.77;438.35;37.66;51.28
64;Overijssel (PV);1996;3937.45;172.89;9.98;553.61;240.96;81.23;302.67;264.55;1557.83;506.87;246.86;1256.52;584.02;525.02;303.13;667.96;511.41;31.31;58.08
65;Overijssel (PV);1997;4273.25;205.56;12.25;553.61;103.01;117.98;310.39;350.32;1857.78;491.9;270.91;1482.95;618.5;404.32;341.7;700.64;625.76;38.57;60.81
66;Overijssel (PV);1998;4597.45;207.57;15.6;614.92;142.77;100.42;353.47;388.47;1977.72;550.04;246.48;1538.67;673.61;480.74;394.15;731.64;694.16;24.96;59.51
67;Overijssel (PV);1999;4993.41;234.11;17.49;616.52;145.8;123.98;407.3;467.75;2054.15;660.53;265.79;1570.72;804.4;524.89;344.91;883.0;751.29;35.52;78.68
68;Overijssel (PV);2000;4928.84;215.05;9.01;668.49;74.42;116.39;407.37;415.8;2067.06;677.77;277.48;1615.81;827.53;478.2;295.28;777.77;835.35;21.48;77.41
69;Overijssel (PV);2001;5148.22;206.9;8.05;598.87;97.71;121.07;381.5;470.45;2316.23;674.3;273.14;1796.17;855.02;535.89;279.03;763.99;828.3;16.91;72.9
70;Flevoland (PV);1995;1540.58;94.39;0.0;56.27;21.33;9.08;62.62;37.66;923.9;298.59;37.66;628.49;191.5;207.38;281.8;102.55;92.57;19.51;16.79
71;Flevoland (PV);1996;1713.02;91.66;0.0;59.45;11.34;9.08;81.23;54.91;1047.32;325.81;31.76;697.91;213.73;227.8;310.84;117.08;106.18;19.97;19.06
72;Flevoland (PV);1997;2112.35;98.47;0.0;73.06;20.42;10.89;85.76;35.85;1463.89;273.63;50.37;1073.19;197.85;209.19;327.63;127.97;134.32;24.96;17.7
73;Flevoland (PV);1998;2163.86;107.52;0.03;101.03;10.89;14.56;94.65;55.54;1473.47;256.7;49.47;1018.99;171.83;216.17;397.48;159.17;158.22;19.85;22.15
74;Flevoland (PV);1999;2288.5;148.1;0.16;82.36;8.83;25.48;119.62;95.01;1464.24;291.77;52.94;1002.46;249.14;241.32;385.37;166.15;191.09;26.81;26.16
75;Flevoland (PV);2000;3205.95;148.31;0.03;110.28;73.65;16.9;136.05;103.49;2394.01;149.19;74.04;1345.35;365.78;120.56;904.66;174.34;247.22;25.8;22.23
76;Flevoland (PV);2001;3003.53;131.83;0.4;93.52;23.53;19.22;135.62;65.94;2293.89;165.04;74.55;1211.91;360.43;86.87;901.12;175.88;225.19;20.75;21.4
77;Gelderland (PV);1995;6653.78;360.76;3.63;762.8;407.49;107.55;456.05;357.13;2745.37;932.06;520.49;1953.52;1160.77;756.0;576.75;1197.07;814.99;89.85;104.37
78;Gelderland (PV);1996;7039.49;353.04;12.71;1000.13;217.36;130.69;520.03;354.4;2954.11;1016.92;480.1;2102.36;1114.48;731.49;607.16;1340.92;934.33;88.49;120.25
79;Gelderland (PV);1997;7360.77;403.86;59.45;951.12;252.76;146.57;579.93;363.02;3091.6;1002.4;510.05;2190.4;1161.68;698.37;546.81;1405.81;1130.82;102.1;124.79
80;Gelderland (PV);1998;8127.01;377.91;11.87;1144.81;200.71;178.67;668.25;628.4;3322.27;1108.52;485.6;2279.7;1294.35;790.28;690.15;1495.15;1381.15;79.26;116.98
81;Gelderland (PV);1999;8938.31;464.2;11.08;1043.19;254.76;211.49;771.46;663.66;3772.07;1229.62;516.76;2714.03;1415.07;798.39;662.72;1516.03;1601.72;107.85;122.49
82;Gelderland (PV);2000;9027.15;453.04;8.08;1205.86;272.41;201.6;775.07;593.59;3640.98;1356.33;520.19;2518.28;1561.94;872.02;592.38;1661.39;1572.36;99.32;149.45
83;Gelderland (PV);2001;9207.95;466.57;12.59;1149.42;101.2;210.23;795.76;698.32;3778.69;1421.21;573.96;2578.21;1698.36;976.29;617.11;1496.09;1614.85;83.05;144.0
84;Utrecht (PV);1995;4918.52;97.11;0.45;290.87;271.81;98.92;465.58;440.62;2345.14;567.23;341.24;1236.1;867.63;474.2;686.12;778.69;781.41;29.5;65.34
85;Utrecht (PV);1996;5213.48;91.66;0.91;332.17;108.91;194.22;431.54;601.71;2459.94;665.24;327.18;1259.69;855.83;815.9;690.65;650.72;832.69;28.13;79.87
86;Utrecht (PV);1997;5654.1;97.56;2.27;593.09;86.67;102.55;486.0;460.13;2780.77;675.22;370.28;1294.63;945.68;494.62;818.62;925.26;1056.4;32.67;86.22
87;Utrecht (PV);1998;6412.05;92.0;0.81;430.37;132.06;139.93;528.33;567.14;3388.51;779.72;353.19;1460.24;1210.13;549.95;978.63;820.45;1244.28;25.89;122.48
88;Utrecht (PV);1999;7292.78;122.56;0.95;384.45;149.95;187.45;603.85;835.66;3883.74;746.22;377.95;1720.79;1338.06;505.11;1148.18;1039.83;1388.9;33.91;118.0
89;Utrecht (PV);2000;7297.59;124.15;1.19;394.37;136.98;144.27;583.92;769.39;3587.75;1131.37;424.21;1906.25;1178.02;879.43;904.96;816.73;1463.15;31.13;117.91
90;Utrecht (PV);2001;8082.65;125.14;0.16;369.17;153.3;141.27;568.8;852.49;4300.72;1154.41;417.17;2334.71;1269.01;989.48;958.32;820.35;1564.23;27.48;119.06
91;Noord-Holland (PV);1995;11067.7;206.92;27.23;1038.25;405.23;123.88;833.59;2018.87;4360.83;1170.3;882.6;2380.08;1785.63;1109.49;2162.26;1781.54;1690.79;21.33;137.04
92;Noord-Holland (PV);1996;11071.78;232.79;77.6;941.14;184.69;156.55;932.97;1575.52;4822.32;1367.24;781.41;2676.4;1755.22;1254.7;1614.55;1664.92;1926.3;19.06;161.09
93;Noord-Holland (PV);1997;12018.37;238.69;87.58;872.17;429.73;173.8;937.96;1902.7;5226.64;1261.51;887.59;2735.84;1831.46;1277.39;1619.09;1978.48;2393.69;22.24;160.64
94;Noord-Holland (PV);1998;13189.13;251.45;52.94;1019.16;650.86;208.23;1154.2;1870.27;5798.72;1357.96;825.33;2864.34;2012.82;1124.16;1689.31;2439.22;2861.32;17.4;180.58
95;Noord-Holland (PV);1999;14075.81;323.62;39.74;909.67;242.97;264.43;1392.96;2603.37;5872.47;1561.68;864.89;2920.66;2313.49;1420.92;1815.57;2321.77;3069.04;23.78;190.59
96;Noord-Holland (PV);2000;16424.16;320.38;31.07;1163.51;242.36;219.57;1303.3;3629.02;6997.88;1622.79;894.3;3450.82;2592.51;1574.99;2602.61;2714.0;3244.36;18.69;226.19
97;Noord-Holland (PV);2001;16418.11;328.37;11.2;910.12;230.33;211.79;1202.88;2802.78;7892.91;1852.04;975.69;3971.92;2663.17;1717.17;2242.13;2267.61;3292.03;17.77;246.32
98;Zuid-Holland (PV);1995;13654.25;452.87;170.17;1149.88;429.28;250.49;1072.74;1970.31;5420.4;1614.55;1123.56;3351.17;2412.75;1899.98;1423.05;2475.37;1878.2;26.77;187.41
99;Zuid-Holland (PV);1996;14590.85;453.78;108.0;1395.37;547.26;349.86;1210.69;1876.83;5826.99;1754.31;1066.84;3570.8;2300.21;1755.68;1576.43;2929.61;2219.44;23.6;214.64
100;Zuid-Holland (PV);1997;16755.38;541.36;137.04;2732.21;256.84;404.32;1204.33;2145.93;6493.14;1767.93;1072.28;3861.22;2455.4;1935.37;1679.89;4077.22;2496.24;29.95;220.08
101;Zuid-Holland (PV);1998;17341.38;578.5;50.88;1764.51;277.84;349.85;1389.84;2625.72;7507.36;1846.35;950.52;4317.54;2547.14;2184.52;1996.13;3152.96;2820.09;22.6;300.41
102;Zuid-Holland (PV);1999;19924.42;732.7;128.83;1748.98;301.77;537.36;1638.34;3372.45;8431.24;2005.29;1027.46;4812.82;2725.56;2368.48;2551.08;3893.55;3232.11;28.65;312.17
103;Zuid-Holland (PV);2000;19751.65;736.09;62.56;1289.4;325.94;394.15;1646.51;3105.18;8702.28;2546.68;942.85;5003.55;2911.33;2582.08;2424.59;3291.68;3225.37;23.56;289.49
104;Zuid-Holland (PV);2001;22410.48;817.65;73.13;1268.67;285.99;573.3;1578.83;4677.27;9029.76;3078.67;1027.22;5252.31;3400.65;3416.87;2382.12;4020.51;3613.65;20.83;303.55
105;Zeeland (PV);1995;1356.8;117.98;0.45;199.66;26.32;20.87;80.77;106.64;565.86;143.39;95.29;479.19;182.87;115.71;117.98;266.37;143.39;33.58;17.24
106;Zeeland (PV);1996;1570.99;115.71;2.72;274.08;29.04;24.05;108.45;132.05;624.4;154.29;107.09;526.39;205.11;130.23;139.76;341.7;170.62;36.3;19.97
107;Zeeland (PV);1997;1801.05;112.99;4.08;230.97;254.57;24.05;98.02;87.13;739.21;144.76;104.37;618.5;185.6;152.92;89.85;508.23;181.97;44.02;20.42
108;Zeeland (PV);1998;1675.42;107.32;4.48;298.03;30.67;32.62;130.25;117.47;688.23;178.98;87.39;554.33;208.42;142.04;142.89;369.42;208.77;37.16;12.39
109;Zeeland (PV);1999;2143.64;138.67;2.95;302.25;24.0;34.91;134.1;416.04;780.49;219.99;90.25;650.84;265.63;221.28;279.62;425.45;232.16;50.11;18.55
110;Zeeland (PV);2000;2036.59;162.25;1.36;358.62;68.43;28.34;144.98;163.25;789.04;184.43;135.9;598.94;362.16;175.61;152.93;419.78;249.12;55.02;23.02
111;Zeeland (PV);2001;1959.16;153.33;1.35;365.14;137.43;31.75;133.71;124.39;623.71;226.92;161.43;488.54;379.98;201.24;105.56;422.11;290.06;48.79;22.89
112;Noord-Brabant (PV);1995;9059.72;417.48;42.66;1501.56;259.11;136.59;644.37;505.06;3760.93;1252.43;539.54;2679.57;1322.77;773.24;1126.28;1816.48;1153.06;68.52;119.8
113;Noord-Brabant (PV);1996;10515.9;464.67;26.32;1781.54;550.44;186.5;749.64;510.05;4142.56;1541.49;562.69;2875.61;1443.93;932.06;1377.68;2328.8;1343.19;73.51;141.58
114;Noord-Brabant (PV);1997;10618.46;495.07;15.43;1516.53;345.78;216.91;768.7;571.31;4707.52;1362.25;619.41;3305.79;1527.88;857.19;1218.85;1978.03;1521.07;62.62;147.02
115;Noord-Brabant (PV);1998;11426.51;500.93;61.89;1836.68;167.26;257.68;935.64;803.1;4797.52;1519.72;546.11;3336.73;1748.66;986.96;1273.48;2030.36;1870.69;44.34;135.29
116;Noord-Brabant (PV);1999;12767.63;604.91;11.44;2121.95;156.63;300.33;1081.49;880.75;5583.54;1462.86;563.74;3755.76;1874.12;931.69;1428.12;2457.8;2104.25;63.97;151.91
117;Noord-Brabant (PV);2000;14317.17;602.25;4.66;2293.9;113.16;283.94;1071.59;1498.98;6121.91;1673.78;653.01;3523.4;2763.63;1645.74;1406.72;2494.25;2275.77;46.68;160.98
118;Noord-Brabant (PV);2001;14304.97;609.0;2.28;1999.81;110.57;272.37;1113.23;1082.0;6545.03;1832.33;738.34;3700.84;2841.89;1418.45;1671.31;2187.28;2288.95;34.17;162.08
119;Limburg (PV);1995;4531.0;176.97;11.34;1490.21;154.29;51.73;235.06;256.39;1393.56;481.91;279.98;1070.01;671.59;383.9;274.99;1507.0;530.47;31.31;61.26
120;Limburg (PV);1996;4280.51;193.31;24.05;953.85;145.66;58.54;277.71;249.58;1612.28;494.17;271.36;1229.29;691.56;393.43;273.63;1018.74;568.59;34.49;70.34
121;Limburg (PV);1997;4490.61;212.82;29.5;952.48;132.05;69.88;293.6;516.4;1549.21;459.68;274.54;1079.09;673.86;511.41;289.06;1145.8;687.93;34.94;68.52
122;Limburg (PV);1998;5263.08;232.12;20.72;1325.5;258.99;77.2;330.42;523.16;1754.17;468.44;272.35;1228.26;843.45;399.52;348.59;1556.28;819.83;26.4;40.77
123;Limburg (PV);1999;5423.35;274.83;22.9;1027.48;316.13;105.57;389.36;681.04;1794.57;514.24;297.22;1279.38;1015.86;468.85;342.74;1322.7;907.83;36.56;49.43
124;Limburg (PV);2000;5289.75;272.39;13.72;834.6;220.92;86.1;471.57;553.88;1938.62;559.61;338.34;1437.12;865.43;645.84;304.75;961.62;961.58;34.22;79.2
125;Limburg (PV);2001;5468.34;257.3;9.12;914.76;133.18;84.43;376.53;411.28;2302.68;642.93;336.14;1802.86;866.3;431.36;289.25;1035.93;936.65;28.6;77.4
126;Oost-Groningen;1995;466.49;28.59;32.67;61.26;;10.44;27.23;29.04;189.68;57.18;30.4;167.44;67.16;74.87;31.76;68.52;48.55;1.82;6.81
127;Oost-Groningen;1996;515.04;34.03;51.73;80.77;;7.26;29.95;20.42;201.48;58.08;30.86;171.53;68.97;88.03;30.4;89.85;57.18;1.36;7.26
128;Oost-Groningen;1997;510.5;31.31;9.98;75.78;;9.98;29.04;27.23;235.06;58.54;33.58;202.39;74.42;44.02;31.76;85.31;63.08;1.82;7.71
129;Oost-Groningen;1998;607.34;38.0;48.67;100.17;;12.03;29.57;23.73;242.85;84.69;27.62;208.29;90.12;84.29;35.38;111.1;71.49;1.31;5.35
130;Oost-Groningen;1999;695.75;36.18;100.26;76.3;;11.02;30.66;34.06;266.63;112.59;28.05;233.16;109.23;126.52;36.01;105.47;75.22;2.01;8.13
131;Oost-Groningen;2000;611.09;33.23;5.24;92.28;;10.02;32.12;23.75;267.04;94.89;52.53;226.34;132.43;54.47;30.76;75.21;82.32;1.27;8.28
132;Oost-Groningen;2001;636.26;28.09;5.97;95.04;;8.83;37.9;29.59;279.5;84.27;67.06;241.12;140.51;49.78;29.1;79.04;88.44;1.06;7.21
133;Delfzijl e.o.;1995;211.46;10.89;0.0;62.62;;1.82;10.44;64.44;35.39;15.88;9.53;28.13;24.05;10.89;63.53;63.08;18.6;0.91;2.27
134;Delfzijl e.o.;1996;281.8;8.17;0.45;61.71;;3.18;11.34;128.42;38.12;17.24;13.16;30.86;32.22;14.52;126.15;54.0;20.42;0.91;2.27
135;Delfzijl e.o.;1997;269.09;7.71;2.72;79.41;;2.27;7.71;92.57;49.46;15.88;11.8;40.39;28.13;36.76;86.67;51.28;23.14;0.91;2.27
136;Delfzijl e.o.;1998;315.06;8.14;13.37;99.1;;1.89;8.55;82.14;70.49;20.25;11.13;61.04;24.67;23.52;74.14;99.45;29.75;0.78;1.7
137;Delfzijl e.o.;1999;412.42;12.45;6.19;257.93;;2.63;8.97;40.08;51.38;20.55;12.24;43.34;26.74;20.12;34.3;254.19;32.12;1.12;0.5
138;Delfzijl e.o.;2000;262.87;11.34;6.24;49.41;;2.02;30.79;75.34;56.46;15.79;15.48;47.73;26.44;17.21;89.27;48.63;29.83;0.61;3.15
139;Delfzijl e.o.;2001;233.57;12.71;12.59;49.99;;2.16;8.29;44.26;74.74;22.14;6.69;64.59;25.93;25.44;23.91;54.8;35.82;0.56;2.52
140;Overig Groningen;1995;1656.3;44.47;150.66;284.52;;16.79;88.94;177.43;541.36;204.2;147.93;374.37;339.88;281.8;170.62;299.04;161.55;7.71;20.87
