ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
3368;Lutjebroek;532;Stede Broec                ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Lutjebroek                 
3369;129;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Lutjegast                  
3370;615;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Lutjelollum                
3371;31;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Lutjeloo                   
3372;203;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Lutjewijtwerd              
3373;Lutjewinkel;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;ja ;nee;Lutjewinkel                
3374;554;59;Achtkarspelen              ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Lutkepost                  
3375;Lutkewierum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Lutkewierum                
3376;146;17;Haren                      ;8;Randgebied stad Groningen               ;20;Gr. ;nee;nee;Lutsborg                   
3377;Lutte, De;168;Losser                     ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Lutte, De                  
3378;Luttelgeest;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Luttelgeest                
3379;Lutten;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Lutten                     
3380;Luttenberg;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Luttenberg                 
3381;Lutterade;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Lutterade                  
3382;Lutterveld;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Lutterveld                 
3383;771;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Luxwoude                   
3384;Luyksgestel;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;ja ;nee;Luyksgestel                
3385;Lytshuzen;683;Wymbritseradiel            ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Lytshuzen                  
3386;Maalbroek;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Maalbroek                  
3387;Maaldrift;629;Wassenaar                  ;80;Randgebied 's-Gravenhage                ;28;ZH. ;nee;nee;Maaldrift                  
3388;Maarheeze;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;ja ;nee;Maarheeze                  
3389;423;53;Winsum                     ;6;Groninger centrale Weidestreek          ;20;Gr. ;nee;nee;Maarhuizen                 
3390;Maarland;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Maarland                   
3391;Maarn;332;Maarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;ja ;Maarn                      
3392;Maarsbergen;332;Maarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Maarsbergen                
3393;239;37;Stadskanaal                ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Maarsch, Ter               
3394;Maarssen;333;Maarssen                   ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;ja ;Maarssen                   
3395;Maarssenbroek;333;Maarssen                   ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Maarssenbroek              
3396;Maartensdijk;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;nee;nee;Maartensdijk               
3397;Maartensdijk;310;De Bilt                    ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Maartensdijk               
3398;Maas, Aan de;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Maas, Aan de               
3399;Maasband;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Maasband                   
3400;Maasbommel;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;ja ;nee;Maasbommel                 
3401;Maasbracht;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;ja ;Maasbracht                 
3402;Maasbree;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja ;Maasbree                   
3403;Maasdam;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Maasdam                    
3404;Maasdijk;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Maasdijk                   
3405;Maasdijk;555;Maasland                   ;81;Westland                                ;28;ZH. ;nee;nee;Maasdijk                   
3406;Maasdijk (ged.);565;Naaldwijk                  ;81;Westland                                ;28;ZH. ;ja ;nee;Maasdijk (ged.)            
3407;Maasdijk (ged.);519;'s-Gravenzande             ;81;Westland                                ;28;ZH. ;nee;nee;Maasdijk (ged.)            
3408;Maasdonk;1671;Maasdonk                   ;111;Maaskant                                ;30;NB. ;nee;ja ;Maasdonk                   
3409;Maasdriel;263;Maasdriel                  ;42;Bommelerwaard                           ;25;Gld.;nee;ja ;Maasdriel                  
3410;Maashees;756;Boxmeer                    ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Maashees                   
3411;Maaskantje;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Maaskantje                 
3412;Maasland;555;Maasland                   ;81;Westland                                ;28;ZH. ;ja ;ja ;Maasland                   
3413;Maasniel;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Maasniel                   
3414;Maassluis;556;Maassluis                  ;85;Ind. geb. ten N .v. de Nieuwe Waterweg  ;28;ZH. ;ja ;ja ;Maassluis                  
3415;Maastricht;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;ja ;ja ;Maastricht                 
3416;Maasvlakte;599;Rotterdam                  ;84;Rotterdam                               ;28;ZH. ;ja ;nee;Maasvlakte                 
3417;Maatsehei;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Maatsehei                  
3418;Macharen;828;Oss                        ;111;Maaskant                                ;30;NB. ;ja ;nee;Macharen                   
3419;Made;1719;Drimmelen                  ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;ja ;nee;Made                       
3420;Magele;1700;Twenterand                 ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Magele                     
3421;Magrette;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Magrette                   
3422;Majella;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;nee;nee;Majella                    
3423;741;85;Ooststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Makkinga                   
3424;Makkum;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Makkum                     
3425;Makkum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Makkum                     
3426;Makkum;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Makkum                     
3427;Malburgen;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Malburgen                  
3428;Malden;252;Heumen                     ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee;Malden                     
3429;Maliskamp;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Maliskamp                  
3430;Mallem;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Mallem                     
3431;Mamelis;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mamelis                    
3432;Mander;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Mander                     
3433;Manderveen;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Manderveen                 
3434;Manen;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Manen                      
3435;Mantgum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Mantgum                    
3436;Mantinge;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Mantinge                   
3437;Maranatha (Zustercomplex);770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Maranatha (Zustercomplex)  
3438;Maren;808;Lith                       ;111;Maaskant                                ;30;NB. ;nee;nee;Maren                      
3439;Maren-Kessel;808;Lith                       ;111;Maaskant                                ;30;NB. ;ja ;nee;Maren-Kessel               
3440;Margraten;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Margraten                  
3441;Maria Gewanden;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Maria Gewanden             
3442;Maria Parochie;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Maria Parochie             
3443;Mariadorp;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mariadorp                  
3444;Mariaheide;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Mariaheide                 
3445;Mariahoeve;518;'s-Gravenhage              ;79;'s-Gravenhage                           ;28;ZH. ;nee;nee;Mariahoeve                 
3446;Mariahoop;1711;Echt-Susteren              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Mariahoop                  
3447;Mariahout;1659;Laarbeek                   ;115;Industriegebied Helmond                 ;30;NB. ;ja ;nee;Mariahout                  
3448;Mariarade;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Mariarade                  
3449;Marijenkampen;1708;Steenwijkerland            ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Marijenkampen              
3450;Mariënberg;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Mariënberg                 
3451;Mariëndaal;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Mariëndaal                 
3452;Mariëndijk;565;Naaldwijk                  ;81;Westland                                ;28;ZH. ;nee;nee;Mariëndijk                 
3453;Mariënheem;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Mariënheem                 
3454;Mariënvelde;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Mariënvelde                
3455;Mariënwaard;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee;Mariënwaard                
3456;Markelerbroek;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Markelerbroek              
3457;Markelo;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Markelo                    
3458;Marken;852;Waterland                  ;57;Waterland                               ;27;NH. ;ja ;nee;Marken                     
3459;Markenbinnen;365;Graft-De Rijp              ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Markenbinnen               
3460;Markluiden;246;Heerde                     ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Markluiden                 
3461;Marknesse;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Marknesse                  
3462;Markvelde;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Markvelde                  
3463;Marle;1773;Olst-Wijhe                 ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Marle                      
3464;Marle;163;Hellendoorn                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Marle                      
3465;Marrum;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Marrum                     
3466;Mars, De;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Mars, De                   
3467;Marsdijk;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Marsdijk                   
3468;718;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Marssum                    
3469;5;3;Appingedam                 ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Marsum                     
3470;167;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Martenshoek                
3471;221;25;Marum                      ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;ja ;Marum                      
3472;Marwijksoord;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Marwijksoord               
3473;Mastenbroek (ged.);1896;Zwartewaterland            ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Mastenbroek (ged.)         
3474;Mastenbroek (ged.);166;Kampen                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Mastenbroek (ged.)         
3475;Mastwijk;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Mastwijk                   
3476;334;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Maten                      
3477;Mathijseind;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Mathijseind                
3478;Matsloot;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Matsloot                   
3479;Maurik;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Maurik                     
3480;Maxet;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Maxet                      
3481;Mechelen;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Mechelen                   
3482;Meddo;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Meddo                      
3483;Medemblik;420;Medemblik                  ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;ja ;Medemblik                  
3484;Meeden;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Meeden                     
3485;80;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;ja ;nee;Meedhuizen                 
3486;Meele, De;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Meele, De                  
3487;Meemortel;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Meemortel                  
3488;Meene, De;298;Zelhem                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Meene, De                  
3489;836;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Meente, De                 
3490;Meer;1700;Twenterand                 ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Meer                       
3491;Meerdijk;867;Waalwijk                   ;106;Langstraat                              ;30;NB. ;nee;nee;Meerdijk                   
3492;Meeren;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Meeren                     
3493;Meerestein;375;Beverwijk                  ;59;IJmond                                  ;27;NH. ;nee;nee;Meerestein                 
3494;Meerkerk;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;ja ;nee;Meerkerk                   
3495;256;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Meerland                   
3496;Meerlo;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Meerlo                     
3497;Meerlo-Wanssum;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;ja ;Meerlo-Wanssum             
3498;Meern, De;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;ja ;nee;Meern, De                  
3499;Meers;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Meers                      
3500;Meerssen;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Meerssen                   
3501;Meertenpolder;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Meertenpolder              
3502;Meerveldhoven;861;Veldhoven                  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Meerveldhoven              
3503;Meerven;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Meerven                    
3504;168;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Meerwijck                  
3505;Meerwijk;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Meerwijk                   
3506;Meeuwen;738;Aalburg                    ;105;Land van Altena                         ;30;NB. ;ja ;nee;Meeuwen                    
3507;Meeuwenplaat;599;Rotterdam                  ;84;Rotterdam                               ;28;ZH. ;nee;nee;Meeuwenplaat               
3508;Meezenbroek;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Meezenbroek                
3509;Megchelen;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;ja ;nee;Megchelen                  
3510;Megelsum;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Megelsum                   
3511;Megen;828;Oss                        ;111;Maaskant                                ;30;NB. ;ja ;nee;Megen                      
3512;Meierkamp;381;Bussum                     ;67;Overige gemeenten in het Gooi           ;27;NH. ;nee;nee;Meierkamp                  
3513;Meije (ged.);632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Meije (ged.)               
3514;Meije (ged.);497;Bodegraven                 ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Meije (ged.)               
3515;Meijel;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja ;Meijel                     
3516;Meijldoorn;844;Schijndel                  ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Meijldoorn                 
3517;Meinerswijk;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Meinerswijk                
3518;Mekkelholt;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Mekkelholt                 
3519;Mekkelhorst;168;Losser                     ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Mekkelhorst                
3520;Melderslo;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Melderslo                  
3521;Melick;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Melick                     
3522;Meliskerke;717;Veere                      ;96;Overige gemeenten Walcheren             ;29;Z.  ;ja ;nee;Meliskerke                 
3523;Melissant;504;Dirksland                  ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;nee;Melissant                  
3524;Melle;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Melle                      
3525;Melleschet;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Melleschet                 
3526;Mellinkmaat;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Mellinkmaat                
3527;719;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Menaldum                   
3528;720;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;ja ;Menaldumadeel              
3529;Mengelenberg;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee;Mengelenberg               
3530;Mennonietenbuurt;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Mennonietenbuurt           
3531;Mensingeweer;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Mensingeweer               
3532;Menterwolde;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;nee;ja ;Menterwolde                
3533;Menzel;1721;Bernheze                   ;111;Maaskant                                ;30;NB. ;nee;nee;Menzel                     
3534;988;119;Meppel                     ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;ja ;Meppel                     
3535;913;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Meppen                     
3536;Merkelbeek;881;Onderbanken                ;125;Oostelijke Mijnstreek                   ;31;L.  ;ja ;nee;Merkelbeek                 
3537;Merm;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Merm                       
3538;Merselo;984;Venray                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Merselo                    
3539;Mertel;855;Tilburg                    ;107;Tilburg                                 ;30;NB. ;nee;nee;Mertel                     
3540;Merum;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Merum                      
3541;204;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Merum                      
3542;Mesch;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mesch                      
3543;Meteren;236;Geldermalsen               ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee;Meteren                    
3544;Meterik;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Meterik                    
3545;521;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Metslawier                 
3546;Meulunteren-De Valk;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Meulunteren-De Valk        
3547;Mheer;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Mheer                      
3548;Midbuul;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Midbuul                    
3549;Middel;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;nee;nee;Middel                     
3550;Middel;1773;Olst-Wijhe                 ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Middel                     
3551;Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Middelaar                  
3552;Middelbeers;823;Oirschot                   ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Middelbeers                
3553;108;14;Groningen                  ;7;Stad Groningen                          ;20;Gr. ;nee;nee;Middelbert                 
3554;Middelburg;595;Reeuwijk                   ;74;Gouda en omstreken                      ;28;ZH. ;nee;nee;Middelburg                 
3555;Middelburg;687;Middelburg                 ;95;Kanaalzone Walcheren                    ;29;Z.  ;ja ;ja ;Middelburg                 
3556;Middeldijk;489;Barendrecht                ;86;Westelijk IJsselmonde                   ;28;ZH. ;nee;nee;Middeldijk                 
3557;Middelharnis;559;Middelharnis               ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;ja ;Middelharnis               
3558;Middelie;478;Zeevang                    ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Middelie                   
3559;Middelijk;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Middelijk                  
3560;Middelkoop;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee;Middelkoop                 
3561;Middelrode;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Middelrode                 
3562;Middelsluis;611;Cromstrijen                ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Middelsluis                
3563;205;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Middelstum                 
3564;Midden-Drenthe;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;ja ;Midden-Drenthe             
3565;Middenbeemster;370;Beemster                   ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Middenbeemster             
3566;Middenmeer;463;Wieringermeer              ;51;Wieringen, Wieringermeer                ;27;NH. ;ja ;nee;Middenmeer                 
3567;Middentocht;880;Wormerland                 ;58;Zaanstreek                              ;27;NH. ;nee;nee;Middentocht                
3568;Middenveld;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Middenveld                 
3569;Midlaren;1730;Tynaarlo                   ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Midlaren                   
3570;633;72;Harlingen                  ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Midlum                     
3571;819;93;Terschelling               ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee;Midsland                   
3572;257;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Midwolda                   
3573;184;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Midwolde                   
3574;Midwoud;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Midwoud                    
3575;Midzomer;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Midzomer                   
3576;616;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Miedum                     
3577;676;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;ja ;nee;Miedum                     
3578;Mierlo;814;Mierlo                     ;115;Industriegebied Helmond                 ;30;NB. ;ja ;ja ;Mierlo                     
3579;Mierlo-Hout;794;Helmond                    ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Mierlo-Hout                
3580;Mijdrecht;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee;Mijdrecht                  
3581;Mijnden;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Mijnden                    
3582;Mijnsheerenland;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Mijnsheerenland            
3583;Mijzenpolder;458;Schermer                   ;56;Noordhollands Middengewest              ;27;NH. ;nee;nee;Mijzenpolder               
3584;Mijzerkoog;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Mijzerkoog                 
3585;Mijzijde;632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Mijzijde                   
3586;644;74;Heerenveen                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Mildam                     
3587;Mildert;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Mildert                    
3588;Milheeze;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Milheeze                   
3589;Mill;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Mill                       
3590;Mill en Sint Hubert;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;ja ;Mill en Sint Hubert        
3591;Millen;1711;Echt-Susteren              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Millen                     
3592;Millengen;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Millengen                  
3593;Millingen aan de Rijn;265;Millingen aan de Rijn      ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;ja ;Millingen aan de Rijn      
3594;Milsbeek;907;Gennep                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Milsbeek                   
3595;Milschot;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Milschot                   
3596;Milt;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;nee;nee;Milt                       
3597;Mingersberg;986;Voerendaal                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Mingersberg                
