ID;Loonklassen;BedrijfstakkenBranchesSBI2008;CaribischNederland;Perioden;Banen_1;GemiddeldJaarloon_2
4940;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Bonaire;2019;280.0;25590.0
4941;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Bonaire;2020;300.0;25300.0
4942;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Bonaire;2021;300.0;25450.0
4943;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Bonaire;2022;290.0;25330.0
4944;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2011;;
4945;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2012;;
4946;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2013;;
4947;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2014;10.0;25590.0
4948;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2015;20.0;24850.0
4949;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2016;20.0;24760.0
4950;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2017;10.0;24350.0
4951;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2018;30.0;24000.0
4952;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2019;30.0;24910.0
4953;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2020;40.0;23950.0
4954;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2021;60.0;23640.0
4955;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Sint-Eustatius;2022;60.0;24650.0
4956;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2011;20.0;25760.0
4957;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2012;10.0;26020.0
4958;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2013;10.0;25840.0
4959;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2014;30.0;25130.0
4960;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2015;20.0;25540.0
4961;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2016;20.0;25080.0
4962;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2017;20.0;26320.0
4963;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2018;20.0;24580.0
4964;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2019;20.0;25090.0
4965;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2020;20.0;24180.0
4966;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2021;30.0;24900.0
4967;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Saba;2022;;
4968;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2011;;
4969;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2012;;
4970;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2013;;
4971;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2014;;
4972;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2015;;
4973;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2016;;
4974;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2017;;
4975;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2018;;
4976;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2019;;
4977;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2020;;
4978;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2021;;
4979;Bruto jaarloon: 20 000 tot 30 000 dollar;Q Gezondheids- en welzijnszorg;Niet in te delen;2022;;
4980;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2011;100.0;23700.0
4981;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2012;130.0;23400.0
4982;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2013;120.0;23510.0
4983;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2014;140.0;23440.0
4984;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2015;160.0;23760.0
4985;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2016;180.0;23730.0
4986;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2017;220.0;24080.0
4987;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2018;160.0;23890.0
4988;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2019;190.0;23570.0
4989;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2020;160.0;24280.0
4990;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2021;170.0;24140.0
4991;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2022;230.0;24100.0
4992;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2011;80.0;24070.0
4993;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2012;100.0;23310.0
4994;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2013;110.0;23560.0
4995;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2014;120.0;23520.0
4996;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2015;140.0;23780.0
4997;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2016;160.0;23660.0
4998;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2017;190.0;23920.0
4999;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2018;140.0;23790.0
5000;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2019;160.0;23420.0
5001;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2020;140.0;24150.0
5002;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2021;140.0;24140.0
5003;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Bonaire;2022;190.0;24100.0
5004;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2011;;
5005;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2012;;
5006;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2013;;
5007;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2014;;
5008;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2015;;
5009;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2016;;
5010;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2017;20.0;25810.0
5011;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2018;10.0;25310.0
5012;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2019;10.0;24840.0
5013;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2020;10.0;25470.0
5014;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2021;20.0;24580.0
5015;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2022;20.0;24090.0
5016;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2011;20.0;22130.0
5017;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2012;30.0;23710.0
5018;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2013;10.0;23100.0
5019;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2014;10.0;23300.0
5020;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2015;10.0;23990.0
5021;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2016;10.0;24890.0
5022;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2017;10.0;24110.0
5023;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2018;10.0;23440.0
5024;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2019;10.0;24190.0
5025;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2020;10.0;24660.0
5026;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2021;10.0;23670.0
5027;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Saba;2022;10.0;24020.0
5028;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2011;;
5029;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2012;;
5030;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2013;;
5031;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2014;;
5032;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2015;;
5033;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2016;;
5034;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2017;;
5035;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2018;;
5036;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2019;;
5037;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2020;;
5038;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2021;;
5039;Bruto jaarloon: 20 000 tot 30 000 dollar;R-U Cultuur, recreatie, overige diensten;Niet in te delen;2022;;
5040;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2011;50.0;23770.0
5041;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2012;30.0;22800.0
5042;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2013;70.0;24600.0
5043;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2014;60.0;23950.0
5044;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2015;50.0;23740.0
5045;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2016;40.0;24330.0
5046;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2017;;
5047;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2018;;
5048;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2019;;
5049;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2020;;
5050;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2021;;
5051;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Caribisch Nederland;2022;;
5052;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2011;30.0;24060.0
5053;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2012;20.0;23400.0
5054;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2013;20.0;23690.0
5055;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2014;20.0;24010.0
5056;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2015;20.0;23580.0
5057;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2016;20.0;24390.0
5058;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2017;;
5059;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2018;;
5060;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2019;;
5061;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2020;;
5062;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2021;;
5063;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Bonaire;2022;;
5064;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2011;10.0;22800.0
5065;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2012;10.0;21000.0
5066;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2013;10.0;23860.0
5067;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2014;10.0;24140.0
5068;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2015;10.0;23860.0
5069;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2016;10.0;24360.0
5070;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2017;;
5071;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2018;;
5072;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2019;;
5073;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2020;;
5074;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2021;;
5075;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Sint-Eustatius;2022;;
5076;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2011;10.0;23880.0
5077;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2012;;
5078;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2013;40.0;25310.0
5079;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2014;30.0;23780.0
5080;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2015;10.0;23890.0
5081;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2016;10.0;24190.0
5082;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2017;;
5083;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2018;;
5084;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2019;;
5085;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2020;;
5086;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2021;;
5087;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Saba;2022;;
5088;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2011;;
5089;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2012;;
5090;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2013;;
5091;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2014;;
5092;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2015;;
5093;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2016;;
5094;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2017;;
5095;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2018;;
5096;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2019;;
5097;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2020;;
5098;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2021;;
5099;Bruto jaarloon: 20 000 tot 30 000 dollar;SBI-code onbekend;Niet in te delen;2022;;
5100;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2011;870.0;34500.0
5101;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2012;980.0;34400.0
5102;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2013;1110.0;34560.0
5103;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2014;1220.0;34780.0
5104;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2015;1260.0;34740.0
5105;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2016;1330.0;34700.0
5106;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2017;1390.0;34680.0
5107;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2018;1420.0;34550.0
5108;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2019;1490.0;34610.0
5109;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2020;1470.0;34690.0
5110;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2021;1630.0;34570.0
5111;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Caribisch Nederland;2022;1770.0;34670.0
5112;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2011;690.0;34350.0
5113;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2012;760.0;34310.0
5114;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2013;860.0;34460.0
5115;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2014;940.0;34800.0
5116;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2015;960.0;34690.0
5117;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2016;1020.0;34630.0
5118;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2017;1090.0;34600.0
5119;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2018;1120.0;34540.0
5120;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2019;1230.0;34560.0
5121;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2020;1190.0;34660.0
5122;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2021;1330.0;34530.0
5123;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Bonaire;2022;1440.0;34660.0
5124;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2011;120.0;35070.0
5125;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2012;150.0;34700.0
5126;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2013;180.0;35130.0
5127;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2014;200.0;34920.0
5128;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2015;200.0;35170.0
5129;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2016;210.0;35040.0
5130;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2017;200.0;35060.0
5131;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2018;180.0;34820.0
5132;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2019;150.0;35020.0
5133;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2020;150.0;34890.0
5134;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2021;180.0;34570.0
5135;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Sint-Eustatius;2022;180.0;34900.0
5136;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2011;50.0;35050.0
5137;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2012;70.0;34780.0
5138;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2013;70.0;34290.0
5139;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2014;80.0;34250.0
5140;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2015;100.0;34260.0
5141;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2016;100.0;34670.0
5142;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2017;100.0;34760.0
5143;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2018;120.0;34330.0
5144;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2019;110.0;34620.0
5145;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2020;120.0;34680.0
5146;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2021;120.0;34920.0
5147;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Saba;2022;150.0;34570.0
5148;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2011;;
5149;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2012;;
5150;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2013;;
5151;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2014;;
5152;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2015;;
5153;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2016;;
5154;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2017;;
5155;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2018;;
5156;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2019;;
5157;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2020;;
5158;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2021;;
5159;Bruto jaarloon: 30 000 tot 40 000 dollar;A-U Alle economische activiteiten;Niet in te delen;2022;;
5160;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2011;;
5161;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2012;;
5162;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2013;;
5163;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2014;;
5164;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2015;;
5165;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2016;;
5166;Bruto jaarloon: 30 000 tot 40 000 dollar;A Landbouw, bosbouw en visserij;Caribisch Nederland;2017;;
