ID;Loonklassen;BedrijfstakkenBranchesSBI2008;CaribischNederland;Perioden;Banen_1;GemiddeldJaarloon_2
57;Alle loonklassen;A-U Alle economische activiteiten;Niet in te delen;2020;;
58;Alle loonklassen;A-U Alle economische activiteiten;Niet in te delen;2021;;
59;Alle loonklassen;A-U Alle economische activiteiten;Niet in te delen;2022;;
60;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2011;30.0;11330.0
61;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2012;20.0;10480.0
62;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2013;20.0;12240.0
63;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2014;30.0;12070.0
64;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2015;40.0;12680.0
65;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2016;40.0;14310.0
66;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2017;40.0;10180.0
67;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2018;20.0;14630.0
68;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2019;20.0;18800.0
69;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2020;20.0;14870.0
70;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2021;20.0;17250.0
71;Alle loonklassen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2022;30.0;20130.0
72;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2011;20.0;11810.0
73;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2012;20.0;9950.0
74;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2013;20.0;12290.0
75;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2014;20.0;12020.0
76;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2015;30.0;12930.0
77;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2016;40.0;14160.0
78;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2017;40.0;9410.0
79;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2018;10.0;18720.0
80;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2019;10.0;18210.0
81;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2020;10.0;15350.0
82;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2021;10.0;18020.0
83;Alle loonklassen;A Landbouw, bosbouw en visserij;Bonaire;2022;20.0;21410.0
84;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2011;;
85;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2012;;
86;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2013;;
87;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2014;;
88;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2015;;
89;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2016;;
90;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2017;;
91;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2018;10.0;8530.0
92;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2019;;
93;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2020;;
94;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2021;;
95;Alle loonklassen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2022;;
96;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2011;;
97;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2012;;
98;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2013;;
99;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2014;10.0;12280.0
100;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2015;10.0;11140.0
101;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2016;10.0;15220.0
102;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2017;;
103;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2018;;
104;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2019;;
105;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2020;;
106;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2021;;
107;Alle loonklassen;A Landbouw, bosbouw en visserij;Saba;2022;;
108;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2011;;
109;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2012;;
110;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2013;;
111;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2014;;
112;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2015;;
113;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2016;;
114;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2017;;
115;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2018;;
116;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2019;;
117;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2020;;
118;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2021;;
119;Alle loonklassen;A Landbouw, bosbouw en visserij;Niet in te delen;2022;;
120;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2011;50.0;37370.0
121;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2012;30.0;70180.0
122;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2013;50.0;46040.0
123;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2014;50.0;47290.0
124;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2015;50.0;50240.0
125;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2016;50.0;49320.0
126;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2017;50.0;51020.0
127;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2018;50.0;49020.0
128;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2019;40.0;55310.0
129;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2020;;
130;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2021;;
131;Alle loonklassen;B Delfstoffenwinning;Caribisch Nederland;2022;;
132;Alle loonklassen;B Delfstoffenwinning;Bonaire;2011;50.0;37370.0
133;Alle loonklassen;B Delfstoffenwinning;Bonaire;2012;30.0;70180.0
134;Alle loonklassen;B Delfstoffenwinning;Bonaire;2013;50.0;46040.0
135;Alle loonklassen;B Delfstoffenwinning;Bonaire;2014;50.0;47290.0
136;Alle loonklassen;B Delfstoffenwinning;Bonaire;2015;50.0;50240.0
137;Alle loonklassen;B Delfstoffenwinning;Bonaire;2016;50.0;49320.0
138;Alle loonklassen;B Delfstoffenwinning;Bonaire;2017;50.0;51020.0
139;Alle loonklassen;B Delfstoffenwinning;Bonaire;2018;50.0;49020.0
140;Alle loonklassen;B Delfstoffenwinning;Bonaire;2019;40.0;55310.0
141;Alle loonklassen;B Delfstoffenwinning;Bonaire;2020;;
142;Alle loonklassen;B Delfstoffenwinning;Bonaire;2021;;
143;Alle loonklassen;B Delfstoffenwinning;Bonaire;2022;;
144;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2011;;
145;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2012;;
146;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2013;;
147;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2014;;
148;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2015;;
149;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2016;;
150;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2017;;
151;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2018;;
152;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2019;;
153;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2020;;
154;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2021;;
155;Alle loonklassen;B Delfstoffenwinning;Sint-Eustatius;2022;;
156;Alle loonklassen;B Delfstoffenwinning;Saba;2011;;
157;Alle loonklassen;B Delfstoffenwinning;Saba;2012;;
158;Alle loonklassen;B Delfstoffenwinning;Saba;2013;;
159;Alle loonklassen;B Delfstoffenwinning;Saba;2014;;
160;Alle loonklassen;B Delfstoffenwinning;Saba;2015;;
161;Alle loonklassen;B Delfstoffenwinning;Saba;2016;;
162;Alle loonklassen;B Delfstoffenwinning;Saba;2017;;
163;Alle loonklassen;B Delfstoffenwinning;Saba;2018;;
164;Alle loonklassen;B Delfstoffenwinning;Saba;2019;;
165;Alle loonklassen;B Delfstoffenwinning;Saba;2020;;
166;Alle loonklassen;B Delfstoffenwinning;Saba;2021;;
167;Alle loonklassen;B Delfstoffenwinning;Saba;2022;;
168;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2011;;
169;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2012;;
170;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2013;;
171;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2014;;
172;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2015;;
173;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2016;;
174;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2017;;
175;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2018;;
176;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2019;;
177;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2020;;
178;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2021;;
179;Alle loonklassen;B Delfstoffenwinning;Niet in te delen;2022;;
180;Alle loonklassen;C Industrie;Caribisch Nederland;2011;360.0;24300.0
181;Alle loonklassen;C Industrie;Caribisch Nederland;2012;320.0;25740.0
182;Alle loonklassen;C Industrie;Caribisch Nederland;2013;410.0;26130.0
183;Alle loonklassen;C Industrie;Caribisch Nederland;2014;510.0;24000.0
184;Alle loonklassen;C Industrie;Caribisch Nederland;2015;440.0;27980.0
185;Alle loonklassen;C Industrie;Caribisch Nederland;2016;500.0;26620.0
186;Alle loonklassen;C Industrie;Caribisch Nederland;2017;330.0;25790.0
187;Alle loonklassen;C Industrie;Caribisch Nederland;2018;300.0;16680.0
188;Alle loonklassen;C Industrie;Caribisch Nederland;2019;260.0;18450.0
189;Alle loonklassen;C Industrie;Caribisch Nederland;2020;250.0;18820.0
190;Alle loonklassen;C Industrie;Caribisch Nederland;2021;270.0;18950.0
191;Alle loonklassen;C Industrie;Caribisch Nederland;2022;310.0;19950.0
192;Alle loonklassen;C Industrie;Bonaire;2011;280.0;22770.0
193;Alle loonklassen;C Industrie;Bonaire;2012;260.0;25220.0
194;Alle loonklassen;C Industrie;Bonaire;2013;280.0;25560.0
195;Alle loonklassen;C Industrie;Bonaire;2014;410.0;22860.0
196;Alle loonklassen;C Industrie;Bonaire;2015;380.0;23310.0
197;Alle loonklassen;C Industrie;Bonaire;2016;420.0;23880.0
198;Alle loonklassen;C Industrie;Bonaire;2017;330.0;26080.0
199;Alle loonklassen;C Industrie;Bonaire;2018;270.0;16830.0
200;Alle loonklassen;C Industrie;Bonaire;2019;220.0;18940.0
201;Alle loonklassen;C Industrie;Bonaire;2020;210.0;19000.0
202;Alle loonklassen;C Industrie;Bonaire;2021;230.0;18950.0
203;Alle loonklassen;C Industrie;Bonaire;2022;270.0;20290.0
204;Alle loonklassen;C Industrie;Sint-Eustatius;2011;80.0;29770.0
205;Alle loonklassen;C Industrie;Sint-Eustatius;2012;60.0;28050.0
206;Alle loonklassen;C Industrie;Sint-Eustatius;2013;130.0;27360.0
207;Alle loonklassen;C Industrie;Sint-Eustatius;2014;100.0;29040.0
208;Alle loonklassen;C Industrie;Sint-Eustatius;2015;60.0;57300.0
209;Alle loonklassen;C Industrie;Sint-Eustatius;2016;70.0;42640.0
210;Alle loonklassen;C Industrie;Sint-Eustatius;2017;;
211;Alle loonklassen;C Industrie;Sint-Eustatius;2018;10.0;10490.0
212;Alle loonklassen;C Industrie;Sint-Eustatius;2019;20.0;12100.0
213;Alle loonklassen;C Industrie;Sint-Eustatius;2020;;
214;Alle loonklassen;C Industrie;Sint-Eustatius;2021;;
215;Alle loonklassen;C Industrie;Sint-Eustatius;2022;;
216;Alle loonklassen;C Industrie;Saba;2011;;
217;Alle loonklassen;C Industrie;Saba;2012;;
218;Alle loonklassen;C Industrie;Saba;2013;;
219;Alle loonklassen;C Industrie;Saba;2014;;
220;Alle loonklassen;C Industrie;Saba;2015;;
221;Alle loonklassen;C Industrie;Saba;2016;10.0;16360.0
222;Alle loonklassen;C Industrie;Saba;2017;;
223;Alle loonklassen;C Industrie;Saba;2018;20.0;16920.0
224;Alle loonklassen;C Industrie;Saba;2019;20.0;19380.0
225;Alle loonklassen;C Industrie;Saba;2020;;
226;Alle loonklassen;C Industrie;Saba;2021;;
227;Alle loonklassen;C Industrie;Saba;2022;;
228;Alle loonklassen;C Industrie;Niet in te delen;2011;;
229;Alle loonklassen;C Industrie;Niet in te delen;2012;;
230;Alle loonklassen;C Industrie;Niet in te delen;2013;;
231;Alle loonklassen;C Industrie;Niet in te delen;2014;;
232;Alle loonklassen;C Industrie;Niet in te delen;2015;;
233;Alle loonklassen;C Industrie;Niet in te delen;2016;;
234;Alle loonklassen;C Industrie;Niet in te delen;2017;;
235;Alle loonklassen;C Industrie;Niet in te delen;2018;;
236;Alle loonklassen;C Industrie;Niet in te delen;2019;;
237;Alle loonklassen;C Industrie;Niet in te delen;2020;;
238;Alle loonklassen;C Industrie;Niet in te delen;2021;;
239;Alle loonklassen;C Industrie;Niet in te delen;2022;;
240;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2011;130.0;38780.0
241;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2012;130.0;37960.0
242;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2013;150.0;39220.0
243;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2014;160.0;41620.0
244;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2015;200.0;41640.0
245;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2016;210.0;41030.0
246;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2017;210.0;44190.0
247;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2018;270.0;41030.0
248;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2019;270.0;43160.0
249;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2020;290.0;42730.0
250;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2021;320.0;41210.0
251;Alle loonklassen;D-E Energie, water, afvalbeheer;Caribisch Nederland;2022;340.0;42720.0
252;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2011;100.0;39080.0
253;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2012;100.0;35400.0
254;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2013;110.0;37350.0
255;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2014;140.0;42100.0
256;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2015;160.0;41930.0
257;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2016;160.0;41890.0
258;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2017;160.0;45240.0
259;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2018;210.0;41680.0
260;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2019;220.0;43470.0
261;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2020;240.0;43020.0
262;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2021;270.0;41230.0
263;Alle loonklassen;D-E Energie, water, afvalbeheer;Bonaire;2022;290.0;42560.0
264;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2011;20.0;42770.0
265;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2012;20.0;51440.0
266;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2013;20.0;51020.0
267;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2014;;
268;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2015;30.0;41310.0
269;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2016;30.0;38560.0
270;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2017;30.0;42090.0
271;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2018;30.0;38510.0
272;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2019;30.0;42200.0
273;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2020;;
274;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2021;;
275;Alle loonklassen;D-E Energie, water, afvalbeheer;Sint-Eustatius;2022;;
276;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2011;20.0;33140.0
277;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2012;20.0;40090.0
278;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2013;20.0;39800.0
279;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2014;20.0;38000.0
280;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2015;20.0;39770.0
281;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2016;20.0;37370.0
282;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2017;20.0;38320.0
283;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2018;20.0;38280.0
284;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2019;20.0;41290.0
285;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2020;;
286;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2021;;
287;Alle loonklassen;D-E Energie, water, afvalbeheer;Saba;2022;;
288;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2011;;
289;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2012;;
290;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2013;;
291;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2014;;
292;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2015;;
293;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2016;;
294;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2017;;
295;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2018;;
296;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2019;;
297;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2020;;
298;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2021;;
299;Alle loonklassen;D-E Energie, water, afvalbeheer;Niet in te delen;2022;;
300;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2011;650.0;17460.0
301;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2012;600.0;17430.0
302;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2013;570.0;18540.0
303;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2014;580.0;16660.0
304;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2015;750.0;17380.0
305;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2016;780.0;18560.0
306;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2017;1080.0;24530.0
307;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2018;1090.0;22580.0
308;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2019;1080.0;22960.0
309;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2020;1180.0;20950.0
310;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2021;1300.0;21690.0
311;Alle loonklassen;F Bouwnijverheid;Caribisch Nederland;2022;1250.0;22970.0
312;Alle loonklassen;F Bouwnijverheid;Bonaire;2011;600.0;17330.0
313;Alle loonklassen;F Bouwnijverheid;Bonaire;2012;560.0;17460.0
314;Alle loonklassen;F Bouwnijverheid;Bonaire;2013;530.0;18360.0
315;Alle loonklassen;F Bouwnijverheid;Bonaire;2014;540.0;16270.0
316;Alle loonklassen;F Bouwnijverheid;Bonaire;2015;680.0;16830.0
317;Alle loonklassen;F Bouwnijverheid;Bonaire;2016;720.0;18220.0
318;Alle loonklassen;F Bouwnijverheid;Bonaire;2017;820.0;18800.0
319;Alle loonklassen;F Bouwnijverheid;Bonaire;2018;800.0;19290.0
320;Alle loonklassen;F Bouwnijverheid;Bonaire;2019;880.0;19730.0
321;Alle loonklassen;F Bouwnijverheid;Bonaire;2020;920.0;20280.0
322;Alle loonklassen;F Bouwnijverheid;Bonaire;2021;1080.0;19920.0
323;Alle loonklassen;F Bouwnijverheid;Bonaire;2022;1040.0;21380.0
324;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2011;30.0;18620.0
325;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2012;30.0;16140.0
326;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2013;30.0;19290.0
327;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2014;30.0;19590.0
328;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2015;20.0;20150.0
329;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2016;30.0;20550.0
330;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2017;220.0;46370.0
331;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2018;240.0;32950.0
332;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2019;150.0;40450.0
333;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2020;190.0;22120.0
334;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2021;160.0;31130.0
335;Alle loonklassen;F Bouwnijverheid;Sint-Eustatius;2022;150.0;31100.0
336;Alle loonklassen;F Bouwnijverheid;Saba;2011;20.0;19290.0
