ID;Geslacht;Niveau;Leerweg;Studierichting;Regio;Perioden;MboStudenten_1
4288;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Stedendriehoek en Noordwest Veluwe (AM);2023/'24;750.0
4289;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Stedendriehoek en Noordwest Veluwe (AM);2024/'25;700.0
4290;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2015/'16;550.0
4291;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2016/'17;490.0
4292;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2017/'18;390.0
4293;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2018/'19;360.0
4294;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2019/'20;340.0
4295;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2020/'21;420.0
4296;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2021/'22;470.0
4297;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2022/'23;450.0
4298;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2023/'24;450.0
4299;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Gelderland (AM);2024/'25;420.0
4300;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2015/'16;360.0
4301;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2016/'17;340.0
4302;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2017/'18;300.0
4303;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2018/'19;260.0
4304;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2019/'20;250.0
4305;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2020/'21;300.0
4306;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2021/'22;340.0
4307;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2022/'23;330.0
4308;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2023/'24;320.0
4309;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijk van Nijmegen (AM);2024/'25;300.0
4310;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2015/'16;410.0
4311;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2016/'17;370.0
4312;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2017/'18;320.0
4313;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2018/'19;300.0
4314;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2019/'20;290.0
4315;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2020/'21;310.0
4316;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2021/'22;340.0
4317;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2022/'23;350.0
4318;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2023/'24;330.0
4319;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Achterhoek (AM);2024/'25;290.0
4320;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2015/'16;310.0
4321;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2016/'17;300.0
4322;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2017/'18;280.0
4323;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2018/'19;250.0
4324;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2019/'20;220.0
4325;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2020/'21;320.0
4326;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2021/'22;330.0
4327;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2022/'23;290.0
4328;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2023/'24;270.0
4329;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rivierenland (AM);2024/'25;250.0
4330;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2015/'16;800.0
4331;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2016/'17;780.0
4332;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2017/'18;780.0
4333;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2018/'19;740.0
4334;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2019/'20;630.0
4335;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2020/'21;820.0
4336;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2021/'22;1000.0
4337;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2022/'23;1060.0
4338;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2023/'24;1000.0
4339;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Flevoland (AM);2024/'25;890.0
4340;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2015/'16;310.0
4341;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2016/'17;280.0
4342;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2017/'18;260.0
4343;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2018/'19;250.0
4344;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2019/'20;200.0
4345;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2020/'21;240.0
4346;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2021/'22;270.0
4347;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2022/'23;250.0
4348;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2023/'24;240.0
4349;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Gooi en Vechtstreek (AM);2024/'25;230.0
4350;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2015/'16;850.0
4351;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2016/'17;830.0
4352;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2017/'18;720.0
4353;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2018/'19;720.0
4354;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2019/'20;720.0
4355;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2020/'21;790.0
4356;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2021/'22;830.0
4357;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2022/'23;920.0
4358;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2023/'24;920.0
4359;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Utrecht (AM);2024/'25;890.0
4360;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2015/'16;370.0
4361;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2016/'17;320.0
4362;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2017/'18;280.0
4363;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2018/'19;240.0
4364;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2019/'20;280.0
4365;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2020/'21;290.0
4366;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2021/'22;320.0
4367;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2022/'23;330.0
4368;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2023/'24;330.0
4369;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Amersfoort (AM);2024/'25;350.0
4370;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2015/'16;720.0
4371;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2016/'17;660.0
4372;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2017/'18;560.0
4373;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2018/'19;500.0
4374;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2019/'20;500.0
4375;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2020/'21;670.0
4376;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2021/'22;800.0
4377;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2022/'23;890.0
4378;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2023/'24;850.0
4379;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noord-Holland Noord (AM);2024/'25;800.0
4380;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2015/'16;440.0
4381;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2016/'17;
4382;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2017/'18;
4383;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2018/'19;
4384;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2019/'20;
4385;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2020/'21;
4386;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2021/'22;
4387;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2022/'23;
4388;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2023/'24;
4389;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zuid-Kennemerland (AM);2024/'25;
4390;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2015/'16;420.0
4391;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2016/'17;390.0
4392;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2017/'18;360.0
4393;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2018/'19;300.0
4394;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2019/'20;290.0
4395;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2020/'21;370.0
4396;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2021/'22;470.0
4397;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2022/'23;500.0
4398;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2023/'24;510.0
4399;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zaanstreek/Waterland (AM);2024/'25;520.0
4400;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2015/'16;1210.0
4401;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2016/'17;1100.0
4402;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2017/'18;1090.0
4403;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2018/'19;1040.0
4404;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2019/'20;1010.0
4405;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2020/'21;1190.0
4406;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2021/'22;1370.0
4407;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2022/'23;1540.0
4408;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2023/'24;1570.0
4409;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Groot Amsterdam (AM);2024/'25;1580.0
4410;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2015/'16;420.0
4411;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2016/'17;360.0
4412;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2017/'18;330.0
4413;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2018/'19;330.0
4414;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2019/'20;320.0
4415;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2020/'21;420.0
4416;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2021/'22;450.0
4417;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2022/'23;510.0
4418;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2023/'24;480.0
4419;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Holland Rijnland (AM);2024/'25;440.0
4420;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2015/'16;230.0
4421;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2016/'17;190.0
4422;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2017/'18;190.0
4423;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2018/'19;180.0
4424;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2019/'20;170.0
4425;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2020/'21;220.0
4426;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2021/'22;250.0
4427;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2022/'23;240.0
4428;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2023/'24;230.0
4429;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Holland (AM);2024/'25;220.0
4430;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2015/'16;800.0
4431;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2016/'17;740.0
4432;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2017/'18;700.0
4433;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2018/'19;610.0
4434;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2019/'20;620.0
4435;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2020/'21;810.0
4436;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2021/'22;990.0
4437;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2022/'23;1010.0
4438;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2023/'24;1000.0
4439;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Haaglanden (AM);2024/'25;920.0
4440;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2015/'16;1750.0
4441;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2016/'17;1760.0
4442;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2017/'18;1590.0
4443;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2018/'19;1540.0
4444;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2019/'20;1480.0
4445;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2020/'21;1850.0
4446;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2021/'22;1990.0
4447;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2022/'23;2110.0
4448;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2023/'24;2030.0
4449;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Rijnmond (AM);2024/'25;2040.0
4450;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2015/'16;420.0
4451;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2016/'17;370.0
4452;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2017/'18;290.0
4453;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2018/'19;280.0
4454;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2019/'20;300.0
4455;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2020/'21;350.0
4456;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2021/'22;390.0
4457;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2022/'23;390.0
4458;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2023/'24;360.0
4459;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Drechtsteden (AM);2024/'25;380.0
4460;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2015/'16;340.0
4461;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2016/'17;340.0
4462;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2017/'18;400.0
4463;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2018/'19;340.0
4464;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2019/'20;330.0
4465;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2020/'21;390.0
4466;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2021/'22;440.0
4467;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2022/'23;450.0
4468;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2023/'24;380.0
4469;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Zeeland (AM);2024/'25;360.0
4470;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2015/'16;760.0
4471;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2016/'17;780.0
4472;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2017/'18;720.0
4473;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2018/'19;590.0
4474;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2019/'20;590.0
4475;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2020/'21;730.0
4476;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2021/'22;830.0
4477;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2022/'23;890.0
4478;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2023/'24;880.0
4479;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;West-Brabant (AM);2024/'25;870.0
4480;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2015/'16;400.0
4481;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2016/'17;410.0
4482;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2017/'18;390.0
4483;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2018/'19;360.0
4484;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2019/'20;360.0
4485;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2020/'21;420.0
4486;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2021/'22;510.0
4487;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2022/'23;500.0
4488;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2023/'24;530.0
4489;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Midden-Brabant (AM);2024/'25;480.0
4490;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2015/'16;790.0
4491;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2016/'17;740.0
4492;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2017/'18;590.0
4493;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2018/'19;470.0
4494;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2019/'20;500.0
4495;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2020/'21;630.0
4496;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2021/'22;680.0
4497;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2022/'23;710.0
4498;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);06 Informatica;Noordoost-Brabant (AM);2023/'24;670.0
