ID;Geslacht;Leeftijd;RegioIndeling2018;Perioden;TotaleBevolking_1
1809;Totaal mannen en vrouwen;Totaal;Amstelveen;2031;99.1
1810;Totaal mannen en vrouwen;Totaal;Amstelveen;2032;99.5
1811;Totaal mannen en vrouwen;Totaal;Amstelveen;2033;99.7
1812;Totaal mannen en vrouwen;Totaal;Amstelveen;2034;99.9
1813;Totaal mannen en vrouwen;Totaal;Amstelveen;2035;100.1
1814;Totaal mannen en vrouwen;Totaal;Amstelveen;2036;100.2
1815;Totaal mannen en vrouwen;Totaal;Amstelveen;2037;100.4
1816;Totaal mannen en vrouwen;Totaal;Amstelveen;2038;100.6
1817;Totaal mannen en vrouwen;Totaal;Amstelveen;2039;100.7
1818;Totaal mannen en vrouwen;Totaal;Amstelveen;2040;100.9
1819;Totaal mannen en vrouwen;Totaal;Amstelveen;2041;101.0
1820;Totaal mannen en vrouwen;Totaal;Amstelveen;2042;101.2
1821;Totaal mannen en vrouwen;Totaal;Amstelveen;2043;101.4
1822;Totaal mannen en vrouwen;Totaal;Amstelveen;2044;101.6
1823;Totaal mannen en vrouwen;Totaal;Amstelveen;2045;101.8
1824;Totaal mannen en vrouwen;Totaal;Amstelveen;2046;102.0
1825;Totaal mannen en vrouwen;Totaal;Amstelveen;2047;102.3
1826;Totaal mannen en vrouwen;Totaal;Amstelveen;2048;102.5
1827;Totaal mannen en vrouwen;Totaal;Amstelveen;2049;102.8
1828;Totaal mannen en vrouwen;Totaal;Amstelveen;2050;103.0
1829;Totaal mannen en vrouwen;Totaal;Amsterdam;2020;877.6
1830;Totaal mannen en vrouwen;Totaal;Amsterdam;2021;887.3
1831;Totaal mannen en vrouwen;Totaal;Amsterdam;2022;897.0
1832;Totaal mannen en vrouwen;Totaal;Amsterdam;2023;906.9
1833;Totaal mannen en vrouwen;Totaal;Amsterdam;2024;916.6
1834;Totaal mannen en vrouwen;Totaal;Amsterdam;2025;925.9
1835;Totaal mannen en vrouwen;Totaal;Amsterdam;2026;935.2
1836;Totaal mannen en vrouwen;Totaal;Amsterdam;2027;944.5
1837;Totaal mannen en vrouwen;Totaal;Amsterdam;2028;952.8
1838;Totaal mannen en vrouwen;Totaal;Amsterdam;2029;960.9
1839;Totaal mannen en vrouwen;Totaal;Amsterdam;2030;969.1
1840;Totaal mannen en vrouwen;Totaal;Amsterdam;2031;977.2
1841;Totaal mannen en vrouwen;Totaal;Amsterdam;2032;985.0
1842;Totaal mannen en vrouwen;Totaal;Amsterdam;2033;992.5
1843;Totaal mannen en vrouwen;Totaal;Amsterdam;2034;999.7
1844;Totaal mannen en vrouwen;Totaal;Amsterdam;2035;1006.4
1845;Totaal mannen en vrouwen;Totaal;Amsterdam;2036;1012.7
1846;Totaal mannen en vrouwen;Totaal;Amsterdam;2037;1018.4
1847;Totaal mannen en vrouwen;Totaal;Amsterdam;2038;1023.2
1848;Totaal mannen en vrouwen;Totaal;Amsterdam;2039;1027.4
1849;Totaal mannen en vrouwen;Totaal;Amsterdam;2040;1030.9
1850;Totaal mannen en vrouwen;Totaal;Amsterdam;2041;1033.9
1851;Totaal mannen en vrouwen;Totaal;Amsterdam;2042;1036.7
1852;Totaal mannen en vrouwen;Totaal;Amsterdam;2043;1039.4
1853;Totaal mannen en vrouwen;Totaal;Amsterdam;2044;1041.7
1854;Totaal mannen en vrouwen;Totaal;Amsterdam;2045;1044.0
1855;Totaal mannen en vrouwen;Totaal;Amsterdam;2046;1046.2
1856;Totaal mannen en vrouwen;Totaal;Amsterdam;2047;1048.3
1857;Totaal mannen en vrouwen;Totaal;Amsterdam;2048;1050.4
1858;Totaal mannen en vrouwen;Totaal;Amsterdam;2049;1052.5
1859;Totaal mannen en vrouwen;Totaal;Amsterdam;2050;1054.6
1860;Totaal mannen en vrouwen;Totaal;Apeldoorn;2020;162.2
1861;Totaal mannen en vrouwen;Totaal;Apeldoorn;2021;162.4
1862;Totaal mannen en vrouwen;Totaal;Apeldoorn;2022;162.7
1863;Totaal mannen en vrouwen;Totaal;Apeldoorn;2023;162.9
1864;Totaal mannen en vrouwen;Totaal;Apeldoorn;2024;163.4
1865;Totaal mannen en vrouwen;Totaal;Apeldoorn;2025;163.9
1866;Totaal mannen en vrouwen;Totaal;Apeldoorn;2026;164.4
1867;Totaal mannen en vrouwen;Totaal;Apeldoorn;2027;164.9
1868;Totaal mannen en vrouwen;Totaal;Apeldoorn;2028;165.3
1869;Totaal mannen en vrouwen;Totaal;Apeldoorn;2029;165.6
1870;Totaal mannen en vrouwen;Totaal;Apeldoorn;2030;165.6
1871;Totaal mannen en vrouwen;Totaal;Apeldoorn;2031;165.6
1872;Totaal mannen en vrouwen;Totaal;Apeldoorn;2032;165.6
1873;Totaal mannen en vrouwen;Totaal;Apeldoorn;2033;165.6
1874;Totaal mannen en vrouwen;Totaal;Apeldoorn;2034;165.5
1875;Totaal mannen en vrouwen;Totaal;Apeldoorn;2035;165.4
1876;Totaal mannen en vrouwen;Totaal;Apeldoorn;2036;165.3
1877;Totaal mannen en vrouwen;Totaal;Apeldoorn;2037;165.2
1878;Totaal mannen en vrouwen;Totaal;Apeldoorn;2038;165.0
1879;Totaal mannen en vrouwen;Totaal;Apeldoorn;2039;164.8
1880;Totaal mannen en vrouwen;Totaal;Apeldoorn;2040;164.7
1881;Totaal mannen en vrouwen;Totaal;Apeldoorn;2041;164.5
1882;Totaal mannen en vrouwen;Totaal;Apeldoorn;2042;164.2
1883;Totaal mannen en vrouwen;Totaal;Apeldoorn;2043;164.0
1884;Totaal mannen en vrouwen;Totaal;Apeldoorn;2044;163.7
1885;Totaal mannen en vrouwen;Totaal;Apeldoorn;2045;163.4
1886;Totaal mannen en vrouwen;Totaal;Apeldoorn;2046;163.2
1887;Totaal mannen en vrouwen;Totaal;Apeldoorn;2047;163.0
1888;Totaal mannen en vrouwen;Totaal;Apeldoorn;2048;162.7
1889;Totaal mannen en vrouwen;Totaal;Apeldoorn;2049;162.5
1890;Totaal mannen en vrouwen;Totaal;Apeldoorn;2050;162.3
1891;Totaal mannen en vrouwen;Totaal;Arnhem;2020;160.6
1892;Totaal mannen en vrouwen;Totaal;Arnhem;2021;162.0
1893;Totaal mannen en vrouwen;Totaal;Arnhem;2022;163.4
1894;Totaal mannen en vrouwen;Totaal;Arnhem;2023;164.6
1895;Totaal mannen en vrouwen;Totaal;Arnhem;2024;165.6
1896;Totaal mannen en vrouwen;Totaal;Arnhem;2025;166.7
1897;Totaal mannen en vrouwen;Totaal;Arnhem;2026;167.6
1898;Totaal mannen en vrouwen;Totaal;Arnhem;2027;168.4
1899;Totaal mannen en vrouwen;Totaal;Arnhem;2028;169.1
1900;Totaal mannen en vrouwen;Totaal;Arnhem;2029;169.8
1901;Totaal mannen en vrouwen;Totaal;Arnhem;2030;170.5
1902;Totaal mannen en vrouwen;Totaal;Arnhem;2031;171.1
1903;Totaal mannen en vrouwen;Totaal;Arnhem;2032;171.5
1904;Totaal mannen en vrouwen;Totaal;Arnhem;2033;171.9
1905;Totaal mannen en vrouwen;Totaal;Arnhem;2034;172.2
1906;Totaal mannen en vrouwen;Totaal;Arnhem;2035;172.4
1907;Totaal mannen en vrouwen;Totaal;Arnhem;2036;172.6
1908;Totaal mannen en vrouwen;Totaal;Arnhem;2037;172.8
1909;Totaal mannen en vrouwen;Totaal;Arnhem;2038;172.9
1910;Totaal mannen en vrouwen;Totaal;Arnhem;2039;173.1
1911;Totaal mannen en vrouwen;Totaal;Arnhem;2040;173.2
1912;Totaal mannen en vrouwen;Totaal;Arnhem;2041;173.2
1913;Totaal mannen en vrouwen;Totaal;Arnhem;2042;173.2
1914;Totaal mannen en vrouwen;Totaal;Arnhem;2043;173.2
1915;Totaal mannen en vrouwen;Totaal;Arnhem;2044;173.2
1916;Totaal mannen en vrouwen;Totaal;Arnhem;2045;173.2
1917;Totaal mannen en vrouwen;Totaal;Arnhem;2046;173.2
1918;Totaal mannen en vrouwen;Totaal;Arnhem;2047;173.3
1919;Totaal mannen en vrouwen;Totaal;Arnhem;2048;173.2
1920;Totaal mannen en vrouwen;Totaal;Arnhem;2049;173.1
1921;Totaal mannen en vrouwen;Totaal;Arnhem;2050;173.1
1922;Totaal mannen en vrouwen;Totaal;Assen;2020;68.6
1923;Totaal mannen en vrouwen;Totaal;Assen;2021;68.9
1924;Totaal mannen en vrouwen;Totaal;Assen;2022;69.1
1925;Totaal mannen en vrouwen;Totaal;Assen;2023;69.2
1926;Totaal mannen en vrouwen;Totaal;Assen;2024;69.4
1927;Totaal mannen en vrouwen;Totaal;Assen;2025;69.6
1928;Totaal mannen en vrouwen;Totaal;Assen;2026;69.7
1929;Totaal mannen en vrouwen;Totaal;Assen;2027;70.0
1930;Totaal mannen en vrouwen;Totaal;Assen;2028;70.3
1931;Totaal mannen en vrouwen;Totaal;Assen;2029;70.6
1932;Totaal mannen en vrouwen;Totaal;Assen;2030;70.8
1933;Totaal mannen en vrouwen;Totaal;Assen;2031;71.0
1934;Totaal mannen en vrouwen;Totaal;Assen;2032;71.3
1935;Totaal mannen en vrouwen;Totaal;Assen;2033;71.6
1936;Totaal mannen en vrouwen;Totaal;Assen;2034;71.8
1937;Totaal mannen en vrouwen;Totaal;Assen;2035;72.1
1938;Totaal mannen en vrouwen;Totaal;Assen;2036;72.3
1939;Totaal mannen en vrouwen;Totaal;Assen;2037;72.5
1940;Totaal mannen en vrouwen;Totaal;Assen;2038;72.7
1941;Totaal mannen en vrouwen;Totaal;Assen;2039;72.8
1942;Totaal mannen en vrouwen;Totaal;Assen;2040;73.0
1943;Totaal mannen en vrouwen;Totaal;Assen;2041;73.1
1944;Totaal mannen en vrouwen;Totaal;Assen;2042;73.1
1945;Totaal mannen en vrouwen;Totaal;Assen;2043;73.2
1946;Totaal mannen en vrouwen;Totaal;Assen;2044;73.2
1947;Totaal mannen en vrouwen;Totaal;Assen;2045;73.2
1948;Totaal mannen en vrouwen;Totaal;Assen;2046;73.1
1949;Totaal mannen en vrouwen;Totaal;Assen;2047;73.1
1950;Totaal mannen en vrouwen;Totaal;Assen;2048;73.0
1951;Totaal mannen en vrouwen;Totaal;Assen;2049;73.0
1952;Totaal mannen en vrouwen;Totaal;Assen;2050;72.9
1953;Totaal mannen en vrouwen;Totaal;Barneveld;2020;59.1
1954;Totaal mannen en vrouwen;Totaal;Barneveld;2021;59.5
1955;Totaal mannen en vrouwen;Totaal;Barneveld;2022;60.0
1956;Totaal mannen en vrouwen;Totaal;Barneveld;2023;60.4
1957;Totaal mannen en vrouwen;Totaal;Barneveld;2024;60.9
1958;Totaal mannen en vrouwen;Totaal;Barneveld;2025;61.3
1959;Totaal mannen en vrouwen;Totaal;Barneveld;2026;61.8
1960;Totaal mannen en vrouwen;Totaal;Barneveld;2027;62.2
1961;Totaal mannen en vrouwen;Totaal;Barneveld;2028;62.6
1962;Totaal mannen en vrouwen;Totaal;Barneveld;2029;63.0
1963;Totaal mannen en vrouwen;Totaal;Barneveld;2030;63.4
1964;Totaal mannen en vrouwen;Totaal;Barneveld;2031;63.8
1965;Totaal mannen en vrouwen;Totaal;Barneveld;2032;64.1
1966;Totaal mannen en vrouwen;Totaal;Barneveld;2033;64.4
1967;Totaal mannen en vrouwen;Totaal;Barneveld;2034;64.7
1968;Totaal mannen en vrouwen;Totaal;Barneveld;2035;65.0
1969;Totaal mannen en vrouwen;Totaal;Barneveld;2036;65.2
1970;Totaal mannen en vrouwen;Totaal;Barneveld;2037;65.5
1971;Totaal mannen en vrouwen;Totaal;Barneveld;2038;65.7
1972;Totaal mannen en vrouwen;Totaal;Barneveld;2039;65.8
1973;Totaal mannen en vrouwen;Totaal;Barneveld;2040;66.0
1974;Totaal mannen en vrouwen;Totaal;Barneveld;2041;66.1
1975;Totaal mannen en vrouwen;Totaal;Barneveld;2042;66.2
1976;Totaal mannen en vrouwen;Totaal;Barneveld;2043;66.3
1977;Totaal mannen en vrouwen;Totaal;Barneveld;2044;66.4
1978;Totaal mannen en vrouwen;Totaal;Barneveld;2045;66.5
1979;Totaal mannen en vrouwen;Totaal;Barneveld;2046;66.6
1980;Totaal mannen en vrouwen;Totaal;Barneveld;2047;66.7
1981;Totaal mannen en vrouwen;Totaal;Barneveld;2048;66.8
1982;Totaal mannen en vrouwen;Totaal;Barneveld;2049;66.9
1983;Totaal mannen en vrouwen;Totaal;Barneveld;2050;67.0
1984;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2020;66.5
1985;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2021;66.5
1986;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2022;66.5
1987;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2023;66.6
1988;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2024;66.6
1989;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2025;66.8
1990;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2026;66.9
1991;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2027;67.0
1992;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2028;67.2
1993;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2029;67.3
1994;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2030;67.4
1995;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2031;67.5
1996;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2032;67.6
1997;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2033;67.7
1998;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2034;67.8
1999;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2035;67.9
2000;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2036;68.0
2001;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2037;68.1
2002;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2038;68.2
2003;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2039;68.2
2004;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2040;68.3
2005;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2041;68.3
2006;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2042;68.4
2007;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2043;68.4
2008;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2044;68.4
2009;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2045;68.4
2010;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2046;68.4
2011;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2047;68.4
2012;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2048;68.3
2013;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2049;68.3
2014;Totaal mannen en vrouwen;Totaal;Bergen op Zoom;2050;68.3
2015;Totaal mannen en vrouwen;Totaal;Breda;2020;185.8
2016;Totaal mannen en vrouwen;Totaal;Breda;2021;187.0
2017;Totaal mannen en vrouwen;Totaal;Breda;2022;188.2
2018;Totaal mannen en vrouwen;Totaal;Breda;2023;189.4
2019;Totaal mannen en vrouwen;Totaal;Breda;2024;190.5
2020;Totaal mannen en vrouwen;Totaal;Breda;2025;191.7
2021;Totaal mannen en vrouwen;Totaal;Breda;2026;192.9
2022;Totaal mannen en vrouwen;Totaal;Breda;2027;194.2
2023;Totaal mannen en vrouwen;Totaal;Breda;2028;195.5
2024;Totaal mannen en vrouwen;Totaal;Breda;2029;196.7
2025;Totaal mannen en vrouwen;Totaal;Breda;2030;197.9
2026;Totaal mannen en vrouwen;Totaal;Breda;2031;199.1
2027;Totaal mannen en vrouwen;Totaal;Breda;2032;200.2
2028;Totaal mannen en vrouwen;Totaal;Breda;2033;201.3
2029;Totaal mannen en vrouwen;Totaal;Breda;2034;202.3
2030;Totaal mannen en vrouwen;Totaal;Breda;2035;203.2
2031;Totaal mannen en vrouwen;Totaal;Breda;2036;204.0
2032;Totaal mannen en vrouwen;Totaal;Breda;2037;204.9
2033;Totaal mannen en vrouwen;Totaal;Breda;2038;205.6
2034;Totaal mannen en vrouwen;Totaal;Breda;2039;206.3
2035;Totaal mannen en vrouwen;Totaal;Breda;2040;206.9
2036;Totaal mannen en vrouwen;Totaal;Breda;2041;207.5
2037;Totaal mannen en vrouwen;Totaal;Breda;2042;207.9
2038;Totaal mannen en vrouwen;Totaal;Breda;2043;208.4
2039;Totaal mannen en vrouwen;Totaal;Breda;2044;208.8
2040;Totaal mannen en vrouwen;Totaal;Breda;2045;209.1
2041;Totaal mannen en vrouwen;Totaal;Breda;2046;209.5
2042;Totaal mannen en vrouwen;Totaal;Breda;2047;209.8
2043;Totaal mannen en vrouwen;Totaal;Breda;2048;210.1
2044;Totaal mannen en vrouwen;Totaal;Breda;2049;210.3
2045;Totaal mannen en vrouwen;Totaal;Breda;2050;210.7
2046;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2020;67.8
2047;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2021;68.2
2048;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2022;68.4
2049;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2023;68.7
2050;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2024;68.9
2051;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2025;69.0
2052;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2026;69.1
2053;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2027;69.3
2054;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2028;69.4
2055;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2029;69.5
2056;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2030;69.6
2057;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2031;69.6
2058;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2032;69.7
2059;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2033;69.8
2060;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2034;69.8
2061;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2035;69.9
2062;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2036;69.9
2063;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2037;69.9
2064;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2038;70.0
2065;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2039;70.0
2066;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2040;70.0
2067;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2041;70.0
2068;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2042;70.1
2069;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2043;70.1
2070;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2044;70.1
2071;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2045;70.1
2072;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2046;70.1
2073;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2047;70.1
2074;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2048;70.1
2075;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2049;70.1
2076;Totaal mannen en vrouwen;Totaal;Capelle aan den IJssel;2050;70.1
2077;Totaal mannen en vrouwen;Totaal;Delft;2020;105.6
2078;Totaal mannen en vrouwen;Totaal;Delft;2021;107.4
2079;Totaal mannen en vrouwen;Totaal;Delft;2022;109.1
2080;Totaal mannen en vrouwen;Totaal;Delft;2023;110.7
2081;Totaal mannen en vrouwen;Totaal;Delft;2024;112.3
2082;Totaal mannen en vrouwen;Totaal;Delft;2025;113.6
2083;Totaal mannen en vrouwen;Totaal;Delft;2026;114.6
2084;Totaal mannen en vrouwen;Totaal;Delft;2027;115.6
2085;Totaal mannen en vrouwen;Totaal;Delft;2028;116.4
2086;Totaal mannen en vrouwen;Totaal;Delft;2029;117.1
2087;Totaal mannen en vrouwen;Totaal;Delft;2030;117.8
2088;Totaal mannen en vrouwen;Totaal;Delft;2031;118.7
2089;Totaal mannen en vrouwen;Totaal;Delft;2032;119.4
2090;Totaal mannen en vrouwen;Totaal;Delft;2033;120.2
2091;Totaal mannen en vrouwen;Totaal;Delft;2034;120.8
2092;Totaal mannen en vrouwen;Totaal;Delft;2035;121.6
2093;Totaal mannen en vrouwen;Totaal;Delft;2036;122.2
2094;Totaal mannen en vrouwen;Totaal;Delft;2037;122.8
2095;Totaal mannen en vrouwen;Totaal;Delft;2038;123.4
2096;Totaal mannen en vrouwen;Totaal;Delft;2039;124.0
2097;Totaal mannen en vrouwen;Totaal;Delft;2040;124.6
2098;Totaal mannen en vrouwen;Totaal;Delft;2041;125.1
2099;Totaal mannen en vrouwen;Totaal;Delft;2042;125.6
2100;Totaal mannen en vrouwen;Totaal;Delft;2043;126.1
2101;Totaal mannen en vrouwen;Totaal;Delft;2044;126.7
2102;Totaal mannen en vrouwen;Totaal;Delft;2045;127.2
2103;Totaal mannen en vrouwen;Totaal;Delft;2046;127.7
2104;Totaal mannen en vrouwen;Totaal;Delft;2047;128.3
2105;Totaal mannen en vrouwen;Totaal;Delft;2048;128.8
2106;Totaal mannen en vrouwen;Totaal;Delft;2049;129.3
2107;Totaal mannen en vrouwen;Totaal;Delft;2050;129.9
2108;Totaal mannen en vrouwen;Totaal;Deventer;2020;100.4
2109;Totaal mannen en vrouwen;Totaal;Deventer;2021;100.6
2110;Totaal mannen en vrouwen;Totaal;Deventer;2022;100.9
2111;Totaal mannen en vrouwen;Totaal;Deventer;2023;101.2
2112;Totaal mannen en vrouwen;Totaal;Deventer;2024;101.4
2113;Totaal mannen en vrouwen;Totaal;Deventer;2025;101.6
2114;Totaal mannen en vrouwen;Totaal;Deventer;2026;101.8
2115;Totaal mannen en vrouwen;Totaal;Deventer;2027;101.8
2116;Totaal mannen en vrouwen;Totaal;Deventer;2028;102.0
2117;Totaal mannen en vrouwen;Totaal;Deventer;2029;102.0
2118;Totaal mannen en vrouwen;Totaal;Deventer;2030;102.1
2119;Totaal mannen en vrouwen;Totaal;Deventer;2031;102.1
2120;Totaal mannen en vrouwen;Totaal;Deventer;2032;102.1
2121;Totaal mannen en vrouwen;Totaal;Deventer;2033;102.1
2122;Totaal mannen en vrouwen;Totaal;Deventer;2034;102.1
2123;Totaal mannen en vrouwen;Totaal;Deventer;2035;102.1
2124;Totaal mannen en vrouwen;Totaal;Deventer;2036;102.1
2125;Totaal mannen en vrouwen;Totaal;Deventer;2037;102.1
2126;Totaal mannen en vrouwen;Totaal;Deventer;2038;102.0
2127;Totaal mannen en vrouwen;Totaal;Deventer;2039;102.0
2128;Totaal mannen en vrouwen;Totaal;Deventer;2040;101.9
2129;Totaal mannen en vrouwen;Totaal;Deventer;2041;101.8
2130;Totaal mannen en vrouwen;Totaal;Deventer;2042;101.8
2131;Totaal mannen en vrouwen;Totaal;Deventer;2043;101.7
2132;Totaal mannen en vrouwen;Totaal;Deventer;2044;101.6
2133;Totaal mannen en vrouwen;Totaal;Deventer;2045;101.5
2134;Totaal mannen en vrouwen;Totaal;Deventer;2046;101.4
2135;Totaal mannen en vrouwen;Totaal;Deventer;2047;101.3
2136;Totaal mannen en vrouwen;Totaal;Deventer;2048;101.1
2137;Totaal mannen en vrouwen;Totaal;Deventer;2049;101.0
2138;Totaal mannen en vrouwen;Totaal;Deventer;2050;100.8
2139;Totaal mannen en vrouwen;Totaal;Doetinchem;2020;57.5
2140;Totaal mannen en vrouwen;Totaal;Doetinchem;2021;57.5
2141;Totaal mannen en vrouwen;Totaal;Doetinchem;2022;57.6
2142;Totaal mannen en vrouwen;Totaal;Doetinchem;2023;57.7
2143;Totaal mannen en vrouwen;Totaal;Doetinchem;2024;57.7
2144;Totaal mannen en vrouwen;Totaal;Doetinchem;2025;57.8
2145;Totaal mannen en vrouwen;Totaal;Doetinchem;2026;57.7
2146;Totaal mannen en vrouwen;Totaal;Doetinchem;2027;57.7
2147;Totaal mannen en vrouwen;Totaal;Doetinchem;2028;57.8
2148;Totaal mannen en vrouwen;Totaal;Doetinchem;2029;57.8
2149;Totaal mannen en vrouwen;Totaal;Doetinchem;2030;57.8
2150;Totaal mannen en vrouwen;Totaal;Doetinchem;2031;57.9
2151;Totaal mannen en vrouwen;Totaal;Doetinchem;2032;57.9
2152;Totaal mannen en vrouwen;Totaal;Doetinchem;2033;58.0
2153;Totaal mannen en vrouwen;Totaal;Doetinchem;2034;58.1
2154;Totaal mannen en vrouwen;Totaal;Doetinchem;2035;58.1
2155;Totaal mannen en vrouwen;Totaal;Doetinchem;2036;58.2
2156;Totaal mannen en vrouwen;Totaal;Doetinchem;2037;58.2
2157;Totaal mannen en vrouwen;Totaal;Doetinchem;2038;58.2
2158;Totaal mannen en vrouwen;Totaal;Doetinchem;2039;58.2
2159;Totaal mannen en vrouwen;Totaal;Doetinchem;2040;58.2
2160;Totaal mannen en vrouwen;Totaal;Doetinchem;2041;58.2
2161;Totaal mannen en vrouwen;Totaal;Doetinchem;2042;58.2
2162;Totaal mannen en vrouwen;Totaal;Doetinchem;2043;58.2
2163;Totaal mannen en vrouwen;Totaal;Doetinchem;2044;58.2
2164;Totaal mannen en vrouwen;Totaal;Doetinchem;2045;58.2
2165;Totaal mannen en vrouwen;Totaal;Doetinchem;2046;58.1
2166;Totaal mannen en vrouwen;Totaal;Doetinchem;2047;58.1
2167;Totaal mannen en vrouwen;Totaal;Doetinchem;2048;58.0
2168;Totaal mannen en vrouwen;Totaal;Doetinchem;2049;58.0
2169;Totaal mannen en vrouwen;Totaal;Doetinchem;2050;57.9
2170;Totaal mannen en vrouwen;Totaal;Dordrecht;2020;119.9
2171;Totaal mannen en vrouwen;Totaal;Dordrecht;2021;120.4
2172;Totaal mannen en vrouwen;Totaal;Dordrecht;2022;120.8
2173;Totaal mannen en vrouwen;Totaal;Dordrecht;2023;121.3
2174;Totaal mannen en vrouwen;Totaal;Dordrecht;2024;121.8
2175;Totaal mannen en vrouwen;Totaal;Dordrecht;2025;122.4
2176;Totaal mannen en vrouwen;Totaal;Dordrecht;2026;123.0
2177;Totaal mannen en vrouwen;Totaal;Dordrecht;2027;123.7
2178;Totaal mannen en vrouwen;Totaal;Dordrecht;2028;124.2
2179;Totaal mannen en vrouwen;Totaal;Dordrecht;2029;124.7
2180;Totaal mannen en vrouwen;Totaal;Dordrecht;2030;125.0
2181;Totaal mannen en vrouwen;Totaal;Dordrecht;2031;125.4
2182;Totaal mannen en vrouwen;Totaal;Dordrecht;2032;125.6
2183;Totaal mannen en vrouwen;Totaal;Dordrecht;2033;125.8
2184;Totaal mannen en vrouwen;Totaal;Dordrecht;2034;126.0
2185;Totaal mannen en vrouwen;Totaal;Dordrecht;2035;126.1
2186;Totaal mannen en vrouwen;Totaal;Dordrecht;2036;126.1
2187;Totaal mannen en vrouwen;Totaal;Dordrecht;2037;126.2
2188;Totaal mannen en vrouwen;Totaal;Dordrecht;2038;126.1
2189;Totaal mannen en vrouwen;Totaal;Dordrecht;2039;126.1
2190;Totaal mannen en vrouwen;Totaal;Dordrecht;2040;126.1
2191;Totaal mannen en vrouwen;Totaal;Dordrecht;2041;126.0
2192;Totaal mannen en vrouwen;Totaal;Dordrecht;2042;126.0
2193;Totaal mannen en vrouwen;Totaal;Dordrecht;2043;125.9
2194;Totaal mannen en vrouwen;Totaal;Dordrecht;2044;125.8
2195;Totaal mannen en vrouwen;Totaal;Dordrecht;2045;125.8
2196;Totaal mannen en vrouwen;Totaal;Dordrecht;2046;125.7
2197;Totaal mannen en vrouwen;Totaal;Dordrecht;2047;125.6
2198;Totaal mannen en vrouwen;Totaal;Dordrecht;2048;125.6
