ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
208;1 bewoond vertrek;Apeldoorn, Wijk H, Beemte;33;33;0;33;145;WS  6;5;3;4;7;9;5;WS 60
209;1 bewoond vertrek;Apeldoorn, Wijk I, Weenum;41;41;0;41;197;WS  6;0;5;3;9;19;5;WS 60
210;1 bewoond vertrek;Apeldoorn, Wijk K, Wiessel;57;57;0;57;215;WS  6;3;12;15;10;12;5;WS 60
211;1 bewoond vertrek;Apeldoorn, Wijk M, N.-Apeldoorn;43;43;0;43;196;WS  6;1;5;9;10;10;8;WS 60
212;1 bewoond vertrek;Arnhem, Totaal;1213;1213;3;1210;4248;WS  6;297;251;156;138;219;152;WS 60
213;1 bewoond vertrek;Arnhem, Wijk I;82;82;0;82;242;WS  6;20;22;15;10;11;4;WS 60
214;1 bewoond vertrek;Arnhem, Wijk II;203;203;0;203;708;WS  6;47;39;32;24;38;23;WS 60
215;1 bewoond vertrek;Arnhem, Wijk III;97;97;1;96;250;WS  6;37;29;7;8;12;4;WS 60
216;1 bewoond vertrek;Arnhem, Wijk IV;158;158;1;157;490;WS  6;48;41;14;15;24;16;WS 60
217;1 bewoond vertrek;Arnhem, Wijk V;118;118;0;118;374;WS  6;30;30;13;14;24;7;WS 60
218;1 bewoond vertrek;Arnhem, Wijk VI;230;230;0;230;768;WS  6;63;43;36;29;31;28;WS 60
219;1 bewoond vertrek;Arnhem, Wijk VII;293;293;1;292;1290;WS  6;47;40;34;35;72;65;WS 60
220;1 bewoond vertrek;Arnhem, Wijk VIII;32;32;0;32;126;WS  6;5;7;5;3;7;5;WS 60
221;1 bewoond vertrek;Assen, Totaal;911;911;0;911;3907;WS 48;98;139;140;132;230;172;WS 96
222;1 bewoond vertrek;Assen, Wijk A;340;340;0;340;1304;WS 48;62;59;57;42;67;53;WS 96
223;1 bewoond vertrek;Assen, Wijk B;194;194;0;194;887;WS 48;20;25;24;31;54;40;WS 96
224;1 bewoond vertrek;Assen, Wijk C;185;185;0;185;828;WS 48;7;34;30;25;58;31;WS 96
225;1 bewoond vertrek;Assen, Wijk D;192;192;0;192;888;WS 48;9;21;29;34;51;48;WS 96
226;1 bewoond vertrek;Bergen op Zoom, Totaal;493;493;0;493;1730;WS  2;90;112;86;68;82;55;WS 56
227;1 bewoond vertrek;Bergen op Zoom, Wijk A;5;5;0;5;20;WS  2;2;0;1;0;0;2;WS 56
228;1 bewoond vertrek;Bergen op Zoom, Wijk B;12;12;0;12;34;WS  2;4;1;2;3;2;0;WS 56
229;1 bewoond vertrek;Bergen op Zoom, Wijk C;16;16;0;16;39;WS  2;3;7;3;2;1;0;WS 56
230;1 bewoond vertrek;Bergen op Zoom, Wijk D;50;50;0;50;166;WS  2;9;11;9;9;8;4;WS 56
231;1 bewoond vertrek;Bergen op Zoom, Wijk E;139;139;0;139;466;WS  2;29;30;23;22;24;11;WS 56
232;1 bewoond vertrek;Bergen op Zoom, Wijk F;2;2;0;2;8;WS  2;0;1;0;0;1;0;WS 56
233;1 bewoond vertrek;Bergen op Zoom, Wijk G;50;50;0;50;190;WS  2;7;13;9;4;8;9;WS 56
234;1 bewoond vertrek;Bergen op Zoom, Wijk H;31;31;0;31;78;WS  2;11;7;6;4;2;1;WS 56
235;1 bewoond vertrek;Bergen op Zoom, Wijk I;58;58;0;58;203;WS  2;13;12;9;9;8;7;WS 56
236;1 bewoond vertrek;Bergen op Zoom, Wijk K;99;99;0;99;424;WS  2;6;22;18;14;20;19;WS 56
237;1 bewoond vertrek;Bergen op Zoom, Wijk L;25;25;0;25;85;WS  2;5;5;6;0;7;2;WS 56
238;1 bewoond vertrek;Bergen op Zoom, Wijk M;5;5;0;5;11;WS  2;1;3;0;1;0;0;WS 56
239;1 bewoond vertrek;Bergen op Zoom, Wijk N;1;1;0;1;6;WS  2;0;0;0;0;1;0;WS 56
240;1 bewoond vertrek;Breda, Totaal;984;984;0;984;3477;WS  2;201;198;157;129;183;116;WS 56
241;1 bewoond vertrek;Dantumadeel, Totaal;2034;2034;0;2034;8606;WS 30;145;358;371;351;491;318;WS 80
242;1 bewoond vertrek;Dantumadeel, Wijk A;45;45;0;45;166;WS 30;3;9;8;12;10;3;WS 80
243;1 bewoond vertrek;Dantumadeel, Wijk B;101;101;0;101;356;WS 30;10;24;25;8;25;9;WS 80
244;1 bewoond vertrek;Dantumadeel, Wijk C;16;16;0;16;59;WS 30;2;5;0;4;3;2;WS 80
245;1 bewoond vertrek;Dantumadeel, Wijk D;8;8;0;8;50;WS 30;0;0;1;0;4;3;WS 80
246;1 bewoond vertrek;Dantumadeel, Wijk E;159;159;0;159;667;WS 30;15;27;27;27;43;20;WS 80
247;1 bewoond vertrek;Dantumadeel, Wijk F;443;443;0;443;1872;WS 30;31;70;97;80;89;76;WS 80
248;1 bewoond vertrek;Dantumadeel, Wijk G;215;215;0;215;921;WS 30;16;38;39;31;58;33;WS 80
249;1 bewoond vertrek;Dantumadeel, Wijk H;189;189;0;189;818;WS 30;9;30;33;41;55;21;WS 80
250;1 bewoond vertrek;Dantumadeel, Wijk I;171;171;0;171;743;WS 30;9;34;23;31;46;28;WS 80
251;1 bewoond vertrek;Dantumadeel, Wijk K;169;169;0;169;650;WS 30;18;39;33;27;29;23;WS 80
252;1 bewoond vertrek;Dantumadeel, Wijk L;382;382;0;382;1714;WS 30;21;58;65;71;86;81;WS 80
253;1 bewoond vertrek;Dantumadeel, Wijk M;136;136;0;136;590;WS 30;11;24;20;19;43;19;WS 80
254;1 bewoond vertrek;Delft, Totaal;849;849;0;849;2534;WS 14;280;187;113;87;109;73;WS 66
255;1 bewoond vertrek;Delft, Wijk 1;80;80;0;80;228;WS 14;28;20;12;4;8;8;WS 66
256;1 bewoond vertrek;Delft, Wijk 2;156;156;0;156;477;WS 14;54;30;17;17;22;16;WS 66
257;1 bewoond vertrek;Delft, Wijk 3;40;40;0;40;105;WS 14;13;7;12;3;4;1;WS 66
258;1 bewoond vertrek;Delft, Wijk 4;97;97;0;97;258;WS 14;35;24;12;7;17;2;WS 66
259;1 bewoond vertrek;Delft, Wijk 5;34;34;0;34;94;WS 14;15;7;3;1;6;2;WS 66
260;1 bewoond vertrek;Delft, Wijk 6;148;148;0;148;413;WS 14;48;42;15;20;10;13;WS 66
261;1 bewoond vertrek;Delft, Wijk 7;132;132;0;132;330;WS 14;63;21;17;12;11;8;WS 66
262;1 bewoond vertrek;Delft, Wijk 8;162;162;0;162;629;WS 14;24;36;25;23;31;23;WS 66
263;1 bewoond vertrek;Deventer, Totaal;1118;1118;20;1098;4269;WS 40;192;196;181;140;274;135;WS 88
264;1 bewoond vertrek;Dordrecht, Totaal;1118;1118;11;1107;3314;WS 14;270;323;170;111;164;80;WS 66
265;1 bewoond vertrek;Dordrecht, Wijk A;66;66;1;65;201;WS 14;15;24;14;2;7;4;WS 66
266;1 bewoond vertrek;Dordrecht, Wijk B;36;36;1;35;93;WS 14;13;13;1;2;5;2;WS 66
267;1 bewoond vertrek;Dordrecht, Wijk C;569;569;4;565;1659;WS 14;124;169;87;60;85;44;WS 66
268;1 bewoond vertrek;Dordrecht, Wijk D;180;180;4;176;620;WS 14;41;37;30;18;31;23;WS 66
269;1 bewoond vertrek;Dordrecht, Wijk E;207;207;0;207;564;WS 14;61;66;29;20;25;6;WS 66
270;1 bewoond vertrek;Dordrecht, Wijk F;60;60;1;59;177;WS 14;16;14;9;9;11;1;WS 66
271;1 bewoond vertrek;Ede, Totaal;1018;1018;0;1018;4476;WS  8;87;156;173;140;275;187;WS 62
272;1 bewoond vertrek;Ede, Wijk Otterloo;110;110;0;110;502;WS  8;7;15;21;17;25;25;WS 62
273;1 bewoond vertrek;Ede, Wijk Lunteren;128;128;0;128;441;WS  8;18;28;26;18;32;6;WS 62
274;1 bewoond vertrek;Ede, Wijk Veenendaal;300;300;0;300;1402;WS  8;17;44;48;40;93;58;WS 62
275;1 bewoond vertrek;Ede, Wijk Bennekom;107;107;0;107;466;WS  8;15;10;20;18;20;24;WS 62
276;1 bewoond vertrek;Ede, Wijk Ede;373;373;0;373;1665;WS  8;30;59;58;47;105;74;WS 62
277;1 bewoond vertrek;Emmen, Totaal;2896;2896;0;2896;14887;WS 48;59;277;414;426;957;763;WS 96
278;1 bewoond vertrek;Emmen, Wijk A;223;223;0;223;1115;WS 48;6;19;30;41;78;49;WS 96
279;1 bewoond vertrek;Emmen, Wijk A.A;71;71;0;71;344;WS 48;2;9;11;14;21;14;WS 96
280;1 bewoond vertrek;Emmen, Wijk B;343;343;0;343;1803;WS 48;4;35;49;43;119;93;WS 96
281;1 bewoond vertrek;Emmen, Wijk B.A;40;40;0;40;186;WS 48;1;3;3;5;16;12;WS 96
282;1 bewoond vertrek;Emmen, Wijk C;103;103;0;103;477;WS 48;5;11;19;20;24;24;WS 96
283;1 bewoond vertrek;Emmen, Wijk D;248;248;0;248;1178;WS 48;14;25;42;42;74;51;WS 96
284;1 bewoond vertrek;Emmen, Wijk E;230;230;0;230;1258;WS 48;3;17;25;33;77;75;WS 96
285;1 bewoond vertrek;Emmen, Wijk E.A;73;73;0;73;421;WS 48;0;5;12;6;20;30;WS 96
286;1 bewoond vertrek;Emmen, Wijk F;310;310;0;310;1512;WS 48;11;34;58;46;96;65;WS 96
287;1 bewoond vertrek;Emmen, Wijk F.A;26;26;0;26;130;WS 48;1;2;2;5;12;4;WS 96
288;1 bewoond vertrek;Emmen, Wijk G;162;162;0;162;880;WS 48;3;16;18;24;44;57;WS 96
289;1 bewoond vertrek;Emmen, Wijk G.A;242;242;0;242;1206;WS 48;3;31;36;33;80;59;WS 96
290;1 bewoond vertrek;Emmen, Wijk G.B;235;235;0;235;1264;WS 48;2;22;29;27;84;71;WS 96
291;1 bewoond vertrek;Emmen, Wijk G.C;30;30;0;30;147;WS 48;1;6;5;0;10;8;WS 96
292;1 bewoond vertrek;Emmen, Wijk H;119;119;0;119;658;WS 48;1;11;16;13;39;39;WS 96
293;1 bewoond vertrek;Emmen, Wijk I;246;246;0;246;1276;WS 48;2;19;34;40;94;57;WS 96
294;1 bewoond vertrek;Emmen, Wijk I.A;98;98;0;98;517;WS 48;0;5;16;15;33;29;WS 96
295;1 bewoond vertrek;Emmen, Wijk I.B;97;97;0;97;515;WS 48;0;7;9;19;36;26;WS 96
296;1 bewoond vertrek;Enschede, Totaal;349;349;0;349;1245;WS 40;84;47;62;49;65;42;WS 88
297;1 bewoond vertrek;Gorinchem, Totaal;545;545;3;542;2056;WS 16;89;111;87;68;134;56;WS 68
298;1 bewoond vertrek;Gorinchem, Wijk A;114;114;2;112;415;WS 16;15;26;23;15;25;10;WS 68
299;1 bewoond vertrek;Gorinchem, Wijk B;186;186;0;186;765;WS 16;24;40;27;24;47;24;WS 68
300;1 bewoond vertrek;Gorinchem, Wijk C;70;70;0;70;282;WS 16;15;10;11;8;17;9;WS 68
301;1 bewoond vertrek;Gorinchem, Wijk D;147;147;1;146;482;WS 16;32;32;22;12;38;11;WS 68
302;1 bewoond vertrek;Gorinchem, Wijk E;28;28;0;28;112;WS 16;3;3;4;9;7;2;WS 68
303;1 bewoond vertrek;Gouda, Totaal;490;490;11;479;1372;WS 16;177;104;64;53;57;35;WS 68
304;1 bewoond vertrek;Gouda, Wijk A;12;12;1;11;36;WS 14;5;1;2;1;2;1;WS 68
305;1 bewoond vertrek;Gouda, Wijk B;12;12;0;12;26;WS 14;5;4;1;0;2;0;WS 68
306;1 bewoond vertrek;Gouda, Wijk C;25;25;1;24;64;WS 14;10;6;3;3;1;2;WS 68
307;1 bewoond vertrek;Gouda, Wijk D;2;2;1;1;10;WS 14;0;0;0;1;1;0;WS 68
308;1 bewoond vertrek;Gouda, Wijk E;6;6;0;6;9;WS 14;4;1;1;0;0;0;WS 68
309;1 bewoond vertrek;Gouda, Wijk F;17;17;0;17;27;WS 14;13;1;2;0;1;0;WS 68
310;1 bewoond vertrek;Gouda, Wijk G;21;21;0;21;55;WS 14;12;2;2;0;4;1;WS 68
311;1 bewoond vertrek;Gouda, Wijk H;8;8;0;8;15;WS 14;4;3;0;0;1;0;WS 68
312;1 bewoond vertrek;Gouda, Wijk I;23;23;2;21;32;WS 14;16;5;2;0;0;0;WS 68
313;1 bewoond vertrek;Gouda, Wijk K;49;49;0;49;155;WS 14;14;11;9;3;5;7;WS 68
314;1 bewoond vertrek;Gouda, Wijk L;32;32;0;32;64;WS 16;18;5;5;1;3;0;WS 68
315;1 bewoond vertrek;Gouda, Wijk M;38;38;1;37;148;WS 16;6;5;8;8;6;5;WS 68
316;1 bewoond vertrek;Gouda, Wijk N;64;64;1;63;115;WS 16;39;16;1;4;2;2;WS 68
317;1 bewoond vertrek;Gouda, Wijk O;79;79;1;78;244;WS 16;22;18;7;13;14;5;WS 68
318;1 bewoond vertrek;Gouda, Wijk P;44;44;1;43;183;WS 16;2;10;7;9;9;7;WS 68
319;1 bewoond vertrek;Gouda, Wijk Q;12;12;0;12;29;WS 16;6;1;2;1;2;0;WS 68
320;1 bewoond vertrek;Gouda, Wijk R;33;33;2;31;101;WS 16;1;14;10;4;2;2;WS 68
321;1 bewoond vertrek;Gouda, Wijk S;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
322;1 bewoond vertrek;Gouda, Wijk T;13;13;0;13;59;WS 16;0;1;2;5;2;3;WS 68
323;1 bewoond vertrek;Gouda, Wijk RR;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
324;1 bewoond vertrek;Gravenhage ('s), Totaal;9346;9346;0;9346;27579;WS 12;3286;1833;1212;967;1243;805;WS 64
325;1 bewoond vertrek;Gravenhage ('s), Wijk 1;1763;1763;0;1763;4589;WS 12;792;311;187;162;193;118;WS 64
326;1 bewoond vertrek;Gravenhage ('s), Wijk 2;1388;1388;0;1388;3706;WS 12;576;267;167;124;164;90;WS 64
327;1 bewoond vertrek;Gravenhage ('s), Wijk 3;1497;1497;0;1497;4598;WS 12;430;340;218;166;217;126;WS 64
328;1 bewoond vertrek;Gravenhage ('s), Wijk 4;704;704;0;704;1666;WS 12;393;90;57;60;55;49;WS 64
329;1 bewoond vertrek;Gravenhage ('s), Wijk 5;333;333;0;333;956;WS 12;124;65;35;37;44;28;WS 64
330;1 bewoond vertrek;Gravenhage ('s), Wijk 6;337;337;0;337;680;WS 12;200;56;30;20;19;12;WS 64
331;1 bewoond vertrek;Gravenhage ('s), Wijk 7;1814;1814;0;1814;5520;WS 12;555;396;259;194;257;153;WS 64
332;1 bewoond vertrek;Gravenhage ('s), Wijk 8;1510;1510;0;1510;5864;WS 12;216;308;259;204;294;229;WS 64
333;1 bewoond vertrek;Groningen (gem.), Totaal;4903;4903;1;4902;18784;WS 44;739;930;835;668;1076;655;WS 92
334;1 bewoond vertrek;Groningen, Wijk A;49;49;0;49;146;WS 44;11;14;6;5;11;2;WS 92
335;1 bewoond vertrek;Groningen, Wijk B;19;19;0;19;56;WS 44;7;2;3;3;2;2;WS 92
336;1 bewoond vertrek;Groningen, Wijk C;69;69;0;69;206;WS 44;24;11;12;7;10;5;WS 92
337;1 bewoond vertrek;Groningen, Wijk D;24;24;0;24;71;WS 44;5;4;7;5;2;1;WS 92
338;1 bewoond vertrek;Groningen, Wijk E;56;56;0;56;169;WS 44;13;14;12;9;6;2;WS 92
339;1 bewoond vertrek;Groningen, Wijk F;127;127;0;127;394;WS 44;33;37;15;16;15;11;WS 92
340;1 bewoond vertrek;Groningen, Wijk G;141;141;1;140;522;WS 44;16;43;19;13;32;18;WS 92
341;1 bewoond vertrek;Groningen, Wijk H;39;39;0;39;143;WS 44;11;4;6;6;7;5;WS 92
342;1 bewoond vertrek;Groningen, Wijk I;142;142;0;142;468;WS 44;38;33;18;18;22;13;WS 92
343;1 bewoond vertrek;Groningen, Wijk K;65;65;0;65;175;WS 44;24;13;11;5;9;3;WS 92
344;1 bewoond vertrek;Groningen, Wijk L;472;472;0;472;1796;WS 44;54;104;84;64;103;63;WS 92
345;1 bewoond vertrek;Groningen, Wijk M;78;78;0;78;268;WS 44;19;17;8;10;16;8;WS 92
346;1 bewoond vertrek;Groningen, Wijk N;75;75;0;75;260;WS 44;17;8;13;11;17;9;WS 92
347;1 bewoond vertrek;Groningen, Wijk O;217;217;0;217;837;WS 44;33;45;30;35;45;29;WS 92
348;1 bewoond vertrek;Groningen, Wijk P;576;576;0;576;2057;WS 44;105;121;96;82;106;66;WS 92
349;1 bewoond vertrek;Groningen, Wijk Q;63;63;0;63;247;WS 44;11;7;8;11;19;7;WS 92
350;1 bewoond vertrek;Groningen, Wijk R;326;326;0;326;1258;WS 44;58;52;64;31;72;49;WS 92
351;1 bewoond vertrek;Groningen, Wijk S;319;319;0;319;1260;WS 44;41;72;45;43;71;47;WS 92
352;1 bewoond vertrek;Groningen, Wijk T;170;170;0;170;658;WS 44;34;26;29;20;32;29;WS 92
353;1 bewoond vertrek;Groningen, Wijk U;289;289;0;289;1182;WS 44;36;48;43;43;73;46;WS 92
354;1 bewoond vertrek;Groningen, Wijk V;210;210;0;210;873;WS 44;14;36;42;30;63;25;WS 92
355;1 bewoond vertrek;Groningen, Wijk W;177;177;0;177;768;WS 44;20;26;29;22;51;29;WS 92
356;1 bewoond vertrek;Groningen, Wijk X;219;219;0;219;980;WS 44;13;32;42;27;64;41;WS 92
357;1 bewoond vertrek;Groningen, Wijk Y;653;653;0;653;2552;WS 44;70;112;142;95;152;82;WS 92
358;1 bewoond vertrek;Groningen, Wijk Z;328;328;0;328;1438;WS 44;32;49;51;57;76;63;WS 92
359;1 bewoond vertrek;Haarlem, Totaal;1469;1469;1;1468;4100;WS 20;539;335;167;145;182;101;WS 72
360;1 bewoond vertrek;Haarlem, Wijk I;285;285;0;285;1029;WS 20;39;80;41;42;47;36;WS 72
361;1 bewoond vertrek;Haarlem, Wijk II;195;195;1;194;472;WS 20;96;39;22;11;17;10;WS 72
362;1 bewoond vertrek;Haarlem, Wijk III;280;280;0;280;720;WS 20;116;60;34;19;40;11;WS 72
363;1 bewoond vertrek;Haarlem, Wijk IV;409;409;0;409;1162;WS 20;153;87;44;40;53;32;WS 72
364;1 bewoond vertrek;Haarlem, Wijk V;187;187;0;187;441;WS 20;79;48;17;22;14;7;WS 72
365;1 bewoond vertrek;Haarlem, Wijk VI;113;113;0;113;276;WS 20;56;21;9;11;11;5;WS 72
366;1 bewoond vertrek;Haarlemmermeer, Totaal;1224;1224;0;1224;5387;WS 20;113;189;208;165;303;246;WS 72
367;1 bewoond vertrek;Harlingen, Totaal;1122;1122;0;1122;4367;WS 30;173;231;177;147;219;175;WS 80
368;1 bewoond vertrek;Harlingen, Wijk A;170;170;0;170;710;WS 30;28;31;24;21;33;33;WS 80
369;1 bewoond vertrek;Harlingen, Wijk B;176;176;0;176;682;WS 30;22;38;28;24;42;22;WS 80
370;1 bewoond vertrek;Harlingen, Wijk C;37;37;0;37;162;WS 30;6;5;5;6;8;7;WS 80
371;1 bewoond vertrek;Harlingen, Wijk D;106;106;0;106;374;WS 30;11;27;23;16;20;9;WS 80
372;1 bewoond vertrek;Harlingen, Wijk E;98;98;0;98;296;WS 30;19;30;21;9;11;8;WS 80
373;1 bewoond vertrek;Harlingen, Wijk F;79;79;0;79;263;WS 30;21;19;11;6;12;10;WS 80
374;1 bewoond vertrek;Harlingen, Wijk G;252;252;0;252;986;WS 30;44;46;41;31;45;45;WS 80
375;1 bewoond vertrek;Harlingen, Wijk H;180;180;0;180;778;WS 30;21;32;20;30;41;36;WS 80
376;1 bewoond vertrek;Harlingen, Wijk I;24;24;0;24;116;WS 30;1;3;4;4;7;5;WS 80
377;1 bewoond vertrek;Helder (den), Totaal;466;466;0;466;1242;WS 20;176;104;62;47;56;21;WS 72
378;1 bewoond vertrek;Helmond, Totaal;62;62;0;62;136;WS  4;25;14;16;2;5;0;WS 58
379;1 bewoond vertrek;Helmond, Wijk A;3;3;0;3;7;WS  4;1;0;2;0;0;0;WS 58
380;1 bewoond vertrek;Helmond, Wijk B;6;6;0;6;12;WS  4;3;0;3;0;0;0;WS 58
381;1 bewoond vertrek;Helmond, Wijk C;13;13;0;13;19;WS  4;8;4;1;0;0;0;WS 58
382;1 bewoond vertrek;Helmond, Wijk D;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
383;1 bewoond vertrek;Helmond, Wijk E;8;8;0;8;27;WS  4;2;1;1;1;3;0;WS 58
384;1 bewoond vertrek;Helmond, Wijk F;1;1;0;1;1;WS  4;1;0;0;0;0;0;WS 58
385;1 bewoond vertrek;Helmond, Wijk G;5;5;0;5;11;WS  4;1;2;2;0;0;0;WS 58
386;1 bewoond vertrek;Helmond, Wijk H;8;8;0;8;18;WS  4;1;4;3;0;0;0;WS 58
387;1 bewoond vertrek;Helmond, Wijk I;3;3;0;3;3;WS  4;3;0;0;0;0;0;WS 58
388;1 bewoond vertrek;Helmond, Wijk K;10;10;0;10;21;WS  4;3;3;4;0;0;0;WS 58
389;1 bewoond vertrek;Helmond, Wijk L;5;5;0;5;17;WS  4;2;0;0;1;2;0;WS 58
390;1 bewoond vertrek;Helmond, Wijk M;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
391;1 bewoond vertrek;Helmond, Wijk N;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
392;1 bewoond vertrek;Hengelo (Ov), Totaal;425;425;0;425;1973;WS 42;41;43;70;56;119;96;WS 90
393;1 bewoond vertrek;Hengelo (Ov), Wijk Beckum;12;12;0;12;44;WS 42;1;2;2;4;3;0;WS 90
394;1 bewoond vertrek;Hengelo (Ov), Wijk Oele;4;4;0;4;17;WS 42;0;0;2;0;2;0;WS 90
395;1 bewoond vertrek;Hengelo (Ov), Wijk Woolde;40;40;0;40;205;WS 42;0;2;8;4;9;17;WS 90
396;1 bewoond vertrek;Hengelo (Ov), Wijk Dorp Hengelo;369;369;0;369;1707;WS 42;40;39;58;48;105;79;WS 90
397;1 bewoond vertrek;Hertogenbosch ('s), Totaal;1365;1365;7;1358;4685;WS  2;272;341;199;166;237;150;WS 56
398;1 bewoond vertrek;Hertogenbosch ('s), Wijk A;158;158;1;157;541;WS  2;35;40;23;18;24;18;WS 56
399;1 bewoond vertrek;Hertogenbosch ('s), Wijk B;110;110;0;110;355;WS  2;16;35;21;13;17;8;WS 56
400;1 bewoond vertrek;Hertogenbosch ('s), Wijk C;308;308;1;307;1035;WS  2;65;79;38;36;57;33;WS 56
401;1 bewoond vertrek;Hertogenbosch ('s), Wijk D;130;130;2;128;450;WS  2;29;35;14;15;23;14;WS 56
402;1 bewoond vertrek;Hertogenbosch ('s), Wijk E;167;167;0;167;648;WS  2;24;35;30;22;33;23;WS 56
403;1 bewoond vertrek;Hertogenbosch ('s), Wijk F;90;90;0;90;280;WS  2;19;26;13;12;14;6;WS 56
404;1 bewoond vertrek;Hertogenbosch ('s), Wijk G;97;97;0;97;275;WS  2;35;14;17;11;13;7;WS 56
405;1 bewoond vertrek;Hertogenbosch ('s), Wijk H;90;90;0;90;334;WS  2;12;17;17;14;18;12;WS 56
406;1 bewoond vertrek;Hertogenbosch ('s), Wijk I;126;126;2;124;448;WS  2;23;35;12;15;23;18;WS 56
407;1 bewoond vertrek;Hertogenbosch ('s), Wijk K;26;26;0;26;115;WS  2;1;8;4;2;5;6;WS 56
408;1 bewoond vertrek;Hertogenbosch ('s), Wijk L;54;54;1;53;172;WS  2;12;15;8;7;8;4;WS 56
409;1 bewoond vertrek;Hertogenbosch ('s), Wijk M;9;9;0;9;32;WS  2;1;2;2;1;2;1;WS 56
410;1 bewoond vertrek;Hertogenbosch ('s), Wijk N;0;0;0;0;0;WS  2;0;0;0;0;0;0;WS 56
411;1 bewoond vertrek;Hertogenbosch ('s), Wijk O;0;0;0;0;0;WS  2;0;0;0;0;0;0;WS 56
412;1 bewoond vertrek;Hilversum, Totaal;242;242;0;242;703;WS 22;74;58;40;20;33;17;WS 74
413;1 bewoond vertrek;Hilversum, Wijk 1;19;19;0;19;60;WS 22;4;3;5;2;4;1;WS 72
414;1 bewoond vertrek;Hilversum, Wijk 2;24;24;0;24;85;WS 22;5;5;3;3;6;2;WS 72
415;1 bewoond vertrek;Hilversum, Wijk 3;10;10;0;10;26;WS 22;4;3;2;0;0;1;WS 72
416;1 bewoond vertrek;Hilversum, Wijk 4;23;23;0;23;48;WS 22;10;6;5;1;0;1;WS 72
417;1 bewoond vertrek;Hilversum, Wijk 5;15;15;0;15;41;WS 22;5;4;2;2;1;1;WS 72
418;1 bewoond vertrek;Hilversum, Wijk 6;9;9;0;9;26;WS 22;3;3;0;1;1;1;WS 72
419;1 bewoond vertrek;Hilversum, Wijk 7;3;3;0;3;7;WS 22;0;2;1;0;0;0;WS 72
420;1 bewoond vertrek;Hilversum, Wijk 8;10;10;0;10;40;WS 22;2;0;2;2;3;1;WS 72
421;1 bewoond vertrek;Hilversum, Wijk 9;1;1;0;1;1;WS 22;1;0;0;0;0;0;WS 72
422;1 bewoond vertrek;Hilversum, Wijk 10;2;2;0;2;6;WS 22;1;0;0;0;1;0;WS 72
423;1 bewoond vertrek;Hilversum, Wijk 11;5;5;0;5;5;WS 22;5;0;0;0;0;0;WS 72
424;1 bewoond vertrek;Hilversum, Wijk 12;1;1;0;1;3;WS 22;0;0;1;0;0;0;WS 74
425;1 bewoond vertrek;Hilversum, Wijk 13;6;6;0;6;11;WS 22;3;1;2;0;0;0;WS 74
426;1 bewoond vertrek;Hilversum, Wijk 14;22;22;0;22;58;WS 22;7;5;7;0;1;2;WS 74
427;1 bewoond vertrek;Hilversum, Wijk 15;13;13;0;13;47;WS 22;2;5;1;1;2;2;WS 74
428;1 bewoond vertrek;Hilversum, Wijk 16;26;26;0;26;72;WS 22;6;8;5;3;3;1;WS 74
429;1 bewoond vertrek;Hilversum, Wijk 17;21;21;0;21;79;WS 22;4;5;2;1;7;2;WS 74
430;1 bewoond vertrek;Hilversum, Wijk 18;1;1;0;1;1;WS 22;1;0;0;0;0;0;WS 74
431;1 bewoond vertrek;Hilversum, Wijk 19;28;28;0;28;81;WS 22;10;7;1;4;4;2;WS 74
432;1 bewoond vertrek;Hilversum, Wijk 20;2;2;0;2;3;WS 22;1;1;0;0;0;0;WS 74
433;1 bewoond vertrek;Hilversum, Wijk 21;1;1;0;1;3;WS 22;0;0;1;0;0;0;WS 74
434;1 bewoond vertrek;Hoogeveen, Totaal;1632;1632;0;1632;7117;WS 48;113;248;269;286;434;282;WS 96
435;1 bewoond vertrek;Hoogeveen, Wijk A;252;252;0;252;921;WS 48;36;47;41;43;63;22;WS 96
436;1 bewoond vertrek;Hoogeveen, Wijk B;229;229;0;229;807;WS 48;34;54;43;29;48;21;WS 96
437;1 bewoond vertrek;Hoogeveen, Wijk C;358;358;0;358;1591;WS 48;12;55;63;72;92;64;WS 96
438;1 bewoond vertrek;Hoogeveen, Wijk D;129;129;0;129;615;WS 48;5;13;22;26;37;26;WS 96
439;1 bewoond vertrek;Hoogeveen, Wijk E;523;523;0;523;2524;WS 48;23;60;76;91;149;124;WS 96
440;1 bewoond vertrek;Hoogeveen, Wijk F;141;141;0;141;659;WS 48;3;19;24;25;45;25;WS 96
441;1 bewoond vertrek;Hoorn, Totaal;369;369;0;369;1021;WS 22;147;65;47;42;43;25;WS 74
442;1 bewoond vertrek;Hoorn, Wijk 1;21;21;0;21;69;WS 22;4;6;2;3;5;1;WS 74
