ID;Bestedingscategorie;CaribischNederland;Perioden;ConsumentenprijsindexCPI_1;Kwartaalmutatie_2;Jaarmutatie_3;Wegingscoefficient_4
28;000000 Alle bestedingen;Bonaire;2015 4e kwartaal;98.77;-0.3;-1.2;100000.0
29;000000 Alle bestedingen;Bonaire;2015;98.9;;-0.9;100000.0
30;000000 Alle bestedingen;Bonaire;2016 1e kwartaal;99.35;0.6;0.5;100000.0
31;000000 Alle bestedingen;Bonaire;2016 2e kwartaal;99.33;0.0;0.4;100000.0
32;000000 Alle bestedingen;Bonaire;2016 3e kwartaal;99.71;0.4;0.6;100000.0
33;000000 Alle bestedingen;Bonaire;2016 4e kwartaal;99.31;-0.4;0.5;100000.0
34;000000 Alle bestedingen;Bonaire;2016;99.43;;0.5;100000.0
35;000000 Alle bestedingen;Bonaire;2017 1e kwartaal;99.45;0.1;0.1;100000.0
36;000000 Alle bestedingen;Bonaire;2017 2e kwartaal;99.77;0.3;0.4;100000.0
37;000000 Alle bestedingen;Bonaire;2017 3e kwartaal;100.37;0.6;0.7;100000.0
38;000000 Alle bestedingen;Bonaire;2017 4e kwartaal;100.4;0.0;1.1;100000.0
39;000000 Alle bestedingen;Bonaire;2017;100.0;;0.6;100000.0
40;000000 Alle bestedingen;Bonaire;2018 1e kwartaal;103.28;2.9;3.9;100000.0
41;000000 Alle bestedingen;Bonaire;2018 2e kwartaal;102.79;-0.5;3.0;100000.0
42;000000 Alle bestedingen;Bonaire;2018 3e kwartaal;103.87;1.1;3.5;100000.0
43;000000 Alle bestedingen;Bonaire;2018 4e kwartaal;103.83;0.0;3.4;100000.0
44;000000 Alle bestedingen;Bonaire;2018;103.44;;3.4;100000.0
45;000000 Alle bestedingen;Bonaire;2019 1e kwartaal;103.96;0.1;0.7;100000.0
46;000000 Alle bestedingen;Bonaire;2019 2e kwartaal;103.94;0.0;1.1;100000.0
47;000000 Alle bestedingen;Bonaire;2019 3e kwartaal;105.11;1.1;1.2;100000.0
48;000000 Alle bestedingen;Bonaire;2019 4e kwartaal;106.1;0.9;2.2;100000.0
49;000000 Alle bestedingen;Bonaire;2019;104.78;;1.3;100000.0
50;000000 Alle bestedingen;Bonaire;2020 1e kwartaal;104.99;-1.0;1.0;100000.0
51;000000 Alle bestedingen;Bonaire;2020 2e kwartaal;102.92;-2.0;-1.0;100000.0
52;000000 Alle bestedingen;Bonaire;2020 3e kwartaal;100.07;-2.8;-4.8;100000.0
53;000000 Alle bestedingen;Bonaire;2020 4e kwartaal;100.55;0.5;-5.2;100000.0
54;000000 Alle bestedingen;Bonaire;2020;102.13;;-2.5;100000.0
55;000000 Alle bestedingen;Bonaire;2021 1e kwartaal;101.59;1.0;-3.2;100000.0
56;000000 Alle bestedingen;Bonaire;2021 2e kwartaal;103.28;1.7;0.3;100000.0
57;000000 Alle bestedingen;Bonaire;2021 3e kwartaal;104.4;1.1;4.3;100000.0
58;000000 Alle bestedingen;Bonaire;2021 4e kwartaal;106.33;1.8;5.7;100000.0
59;000000 Alle bestedingen;Bonaire;2021;103.9;;1.7;100000.0
60;000000 Alle bestedingen;Bonaire;2022 1e kwartaal;110.96;4.4;9.2;100000.0
61;000000 Alle bestedingen;Bonaire;2022 2e kwartaal;112.94;1.8;9.4;100000.0
62;000000 Alle bestedingen;Bonaire;2022 3e kwartaal;117.17;3.7;12.2;100000.0
63;000000 Alle bestedingen;Bonaire;2022 4e kwartaal;114.96;-1.9;8.1;100000.0
64;000000 Alle bestedingen;Bonaire;2022;114.01;;9.7;100000.0
65;000000 Alle bestedingen;Bonaire;2023 1e kwartaal;115.95;0.9;4.5;100000.0
66;000000 Alle bestedingen;Bonaire;2023 2e kwartaal;118.15;1.9;4.6;100000.0
67;000000 Alle bestedingen;Bonaire;2023 3e kwartaal;119.44;1.1;1.9;100000.0
68;000000 Alle bestedingen;Bonaire;2023 4e kwartaal;119.68;0.2;4.1;100000.0
69;000000 Alle bestedingen;Bonaire;2023;118.31;;3.8;100000.0
70;000000 Alle bestedingen;Bonaire;2024 1e kwartaal;119.91;0.2;3.4;100000.0
71;000000 Alle bestedingen;Bonaire;2024 2e kwartaal;121.16;1.0;2.5;100000.0
72;000000 Alle bestedingen;Bonaire;2024 3e kwartaal;122.45;1.1;2.5;100000.0
73;000000 Alle bestedingen;Bonaire;2024 4e kwartaal;121.84;-0.5;1.8;100000.0
74;000000 Alle bestedingen;Bonaire;2024;121.34;;2.6;100000.0
75;000000 Alle bestedingen;Bonaire;2025 1e kwartaal;;2.0;3.7;100000.0
76;000000 Alle bestedingen;Sint Eustatius;2010 1e kwartaal;81.2;;;100000.0
77;000000 Alle bestedingen;Sint Eustatius;2010 2e kwartaal;81.68;0.6;;100000.0
78;000000 Alle bestedingen;Sint Eustatius;2010 3e kwartaal;81.46;-0.3;;100000.0
79;000000 Alle bestedingen;Sint Eustatius;2010 4e kwartaal;82.15;0.8;;100000.0
80;000000 Alle bestedingen;Sint Eustatius;2010;81.62;;;100000.0
81;000000 Alle bestedingen;Sint Eustatius;2011 1e kwartaal;86.9;5.8;7.0;100000.0
82;000000 Alle bestedingen;Sint Eustatius;2011 2e kwartaal;90.26;3.9;10.5;100000.0
83;000000 Alle bestedingen;Sint Eustatius;2011 3e kwartaal;90.6;0.4;11.2;100000.0
84;000000 Alle bestedingen;Sint Eustatius;2011 4e kwartaal;91.06;0.5;10.8;100000.0
85;000000 Alle bestedingen;Sint Eustatius;2011;89.71;;9.9;100000.0
86;000000 Alle bestedingen;Sint Eustatius;2012 1e kwartaal;92.65;1.7;6.6;100000.0
87;000000 Alle bestedingen;Sint Eustatius;2012 2e kwartaal;94.96;2.5;5.2;100000.0
88;000000 Alle bestedingen;Sint Eustatius;2012 3e kwartaal;94.78;-0.2;4.6;100000.0
89;000000 Alle bestedingen;Sint Eustatius;2012 4e kwartaal;95.56;0.8;4.9;100000.0
90;000000 Alle bestedingen;Sint Eustatius;2012;94.49;;5.3;100000.0
91;000000 Alle bestedingen;Sint Eustatius;2013 1e kwartaal;96.26;0.7;3.9;100000.0
92;000000 Alle bestedingen;Sint Eustatius;2013 2e kwartaal;96.62;0.4;1.7;100000.0
93;000000 Alle bestedingen;Sint Eustatius;2013 3e kwartaal;96.35;-0.3;1.7;100000.0
94;000000 Alle bestedingen;Sint Eustatius;2013 4e kwartaal;97.56;1.3;2.1;100000.0
95;000000 Alle bestedingen;Sint Eustatius;2013;96.7;;2.3;100000.0
96;000000 Alle bestedingen;Sint Eustatius;2014 1e kwartaal;98.64;1.1;2.5;100000.0
97;000000 Alle bestedingen;Sint Eustatius;2014 2e kwartaal;99.38;0.8;2.9;100000.0
98;000000 Alle bestedingen;Sint Eustatius;2014 3e kwartaal;99.65;0.3;3.4;100000.0
99;000000 Alle bestedingen;Sint Eustatius;2014 4e kwartaal;99.08;-0.6;1.6;100000.0
100;000000 Alle bestedingen;Sint Eustatius;2014;99.19;;2.6;100000.0
101;000000 Alle bestedingen;Sint Eustatius;2015 1e kwartaal;97.59;-1.5;-1.1;100000.0
102;000000 Alle bestedingen;Sint Eustatius;2015 2e kwartaal;97.66;0.1;-1.7;100000.0
103;000000 Alle bestedingen;Sint Eustatius;2015 3e kwartaal;99.18;1.6;-0.5;100000.0
104;000000 Alle bestedingen;Sint Eustatius;2015 4e kwartaal;98.43;-0.8;-0.7;100000.0
105;000000 Alle bestedingen;Sint Eustatius;2015;98.22;;-1.0;100000.0
106;000000 Alle bestedingen;Sint Eustatius;2016 1e kwartaal;97.98;-0.5;0.4;100000.0
107;000000 Alle bestedingen;Sint Eustatius;2016 2e kwartaal;97.59;-0.4;-0.1;100000.0
108;000000 Alle bestedingen;Sint Eustatius;2016 3e kwartaal;98.27;0.7;-0.9;100000.0
109;000000 Alle bestedingen;Sint Eustatius;2016 4e kwartaal;98.68;0.4;0.3;100000.0
110;000000 Alle bestedingen;Sint Eustatius;2016;98.13;;-0.1;100000.0
111;000000 Alle bestedingen;Sint Eustatius;2017 1e kwartaal;99.01;0.3;1.1;100000.0
112;000000 Alle bestedingen;Sint Eustatius;2017 2e kwartaal;100.13;1.1;2.6;100000.0
113;000000 Alle bestedingen;Sint Eustatius;2017 3e kwartaal;100.4;0.3;2.2;100000.0
114;000000 Alle bestedingen;Sint Eustatius;2017 4e kwartaal;100.46;0.1;1.8;100000.0
115;000000 Alle bestedingen;Sint Eustatius;2017;100.0;;1.9;100000.0
116;000000 Alle bestedingen;Sint Eustatius;2018 1e kwartaal;101.01;0.5;2.0;100000.0
117;000000 Alle bestedingen;Sint Eustatius;2018 2e kwartaal;101.35;0.3;1.2;100000.0
118;000000 Alle bestedingen;Sint Eustatius;2018 3e kwartaal;101.48;0.1;1.1;100000.0
119;000000 Alle bestedingen;Sint Eustatius;2018 4e kwartaal;101.57;0.1;1.1;100000.0
120;000000 Alle bestedingen;Sint Eustatius;2018;101.35;;1.3;100000.0
121;000000 Alle bestedingen;Sint Eustatius;2019 1e kwartaal;101.75;0.2;0.7;100000.0
122;000000 Alle bestedingen;Sint Eustatius;2019 2e kwartaal;101.75;0.0;0.4;100000.0
123;000000 Alle bestedingen;Sint Eustatius;2019 3e kwartaal;102.2;0.4;0.7;100000.0
124;000000 Alle bestedingen;Sint Eustatius;2019 4e kwartaal;102.59;0.4;1.0;100000.0
125;000000 Alle bestedingen;Sint Eustatius;2019;102.07;;0.7;100000.0
126;000000 Alle bestedingen;Sint Eustatius;2020 1e kwartaal;103.0;0.4;1.2;100000.0
127;000000 Alle bestedingen;Sint Eustatius;2020 2e kwartaal;100.9;-2.0;-0.8;100000.0
128;000000 Alle bestedingen;Sint Eustatius;2020 3e kwartaal;98.82;-2.1;-3.3;100000.0
129;000000 Alle bestedingen;Sint Eustatius;2020 4e kwartaal;99.34;0.5;-3.2;100000.0
130;000000 Alle bestedingen;Sint Eustatius;2020;100.52;;-1.5;100000.0
131;000000 Alle bestedingen;Sint Eustatius;2021 1e kwartaal;98.73;-0.6;-4.1;100000.0
132;000000 Alle bestedingen;Sint Eustatius;2021 2e kwartaal;99.64;0.9;-1.2;100000.0
133;000000 Alle bestedingen;Sint Eustatius;2021 3e kwartaal;101.21;1.6;2.4;100000.0
134;000000 Alle bestedingen;Sint Eustatius;2021 4e kwartaal;102.03;0.8;2.7;100000.0
135;000000 Alle bestedingen;Sint Eustatius;2021;100.4;;-0.1;100000.0
136;000000 Alle bestedingen;Sint Eustatius;2022 1e kwartaal;103.56;1.5;4.9;100000.0
137;000000 Alle bestedingen;Sint Eustatius;2022 2e kwartaal;107.28;3.6;7.7;100000.0
138;000000 Alle bestedingen;Sint Eustatius;2022 3e kwartaal;110.34;2.9;9.0;100000.0
139;000000 Alle bestedingen;Sint Eustatius;2022 4e kwartaal;111.32;0.9;9.1;100000.0
140;000000 Alle bestedingen;Sint Eustatius;2022;108.13;;7.7;100000.0
141;000000 Alle bestedingen;Sint Eustatius;2023 1e kwartaal;111.81;0.4;8.0;100000.0
142;000000 Alle bestedingen;Sint Eustatius;2023 2e kwartaal;110.86;-0.8;3.3;100000.0
143;000000 Alle bestedingen;Sint Eustatius;2023 3e kwartaal;110.3;-0.5;0.0;100000.0
144;000000 Alle bestedingen;Sint Eustatius;2023 4e kwartaal;110.23;-0.1;-1.0;100000.0
145;000000 Alle bestedingen;Sint Eustatius;2023;110.8;;2.5;100000.0
146;000000 Alle bestedingen;Sint Eustatius;2024 1e kwartaal;111.36;1.0;-0.4;100000.0
147;000000 Alle bestedingen;Sint Eustatius;2024 2e kwartaal;113.6;2.0;2.5;100000.0
148;000000 Alle bestedingen;Sint Eustatius;2024 3e kwartaal;113.84;0.2;3.2;100000.0
149;000000 Alle bestedingen;Sint Eustatius;2024 4e kwartaal;113.98;0.1;3.4;100000.0
150;000000 Alle bestedingen;Sint Eustatius;2024;113.2;;2.2;100000.0
151;000000 Alle bestedingen;Sint Eustatius;2025 1e kwartaal;;;;
152;000000 Alle bestedingen;Saba;2010 1e kwartaal;86.88;;;100000.0
153;000000 Alle bestedingen;Saba;2010 2e kwartaal;87.19;0.4;;100000.0
154;000000 Alle bestedingen;Saba;2010 3e kwartaal;87.84;0.7;;100000.0
155;000000 Alle bestedingen;Saba;2010 4e kwartaal;88.17;0.4;;100000.0
156;000000 Alle bestedingen;Saba;2010;87.52;;;100000.0
157;000000 Alle bestedingen;Saba;2011 1e kwartaal;90.96;3.2;4.7;100000.0
158;000000 Alle bestedingen;Saba;2011 2e kwartaal;93.18;2.4;6.9;100000.0
159;000000 Alle bestedingen;Saba;2011 3e kwartaal;93.65;0.5;6.6;100000.0
160;000000 Alle bestedingen;Saba;2011 4e kwartaal;94.73;1.2;7.4;100000.0
161;000000 Alle bestedingen;Saba;2011;93.13;;6.4;100000.0
162;000000 Alle bestedingen;Saba;2012 1e kwartaal;96.1;1.4;5.7;100000.0
163;000000 Alle bestedingen;Saba;2012 2e kwartaal;96.79;0.7;3.9;100000.0
164;000000 Alle bestedingen;Saba;2012 3e kwartaal;96.51;-0.3;3.1;100000.0
165;000000 Alle bestedingen;Saba;2012 4e kwartaal;97.02;0.5;2.4;100000.0
166;000000 Alle bestedingen;Saba;2012;96.61;;3.7;100000.0
167;000000 Alle bestedingen;Saba;2013 1e kwartaal;97.28;0.3;1.2;100000.0
168;000000 Alle bestedingen;Saba;2013 2e kwartaal;97.75;0.5;1.0;100000.0
169;000000 Alle bestedingen;Saba;2013 3e kwartaal;97.89;0.1;1.4;100000.0
170;000000 Alle bestedingen;Saba;2013 4e kwartaal;98.16;0.3;1.2;100000.0
171;000000 Alle bestedingen;Saba;2013;97.77;;1.2;100000.0
172;000000 Alle bestedingen;Saba;2014 1e kwartaal;98.64;0.5;1.4;100000.0
173;000000 Alle bestedingen;Saba;2014 2e kwartaal;99.7;1.1;2.0;100000.0
174;000000 Alle bestedingen;Saba;2014 3e kwartaal;100.4;0.7;2.6;100000.0
175;000000 Alle bestedingen;Saba;2014 4e kwartaal;100.19;-0.2;2.1;100000.0
176;000000 Alle bestedingen;Saba;2014;99.73;;2.0;100000.0
177;000000 Alle bestedingen;Saba;2015 1e kwartaal;100.12;-0.1;1.5;100000.0
178;000000 Alle bestedingen;Saba;2015 2e kwartaal;100.56;0.4;0.9;100000.0
179;000000 Alle bestedingen;Saba;2015 3e kwartaal;99.98;-0.6;-0.4;100000.0
180;000000 Alle bestedingen;Saba;2015 4e kwartaal;100.05;0.1;-0.1;100000.0
181;000000 Alle bestedingen;Saba;2015;100.18;;0.5;100000.0
182;000000 Alle bestedingen;Saba;2016 1e kwartaal;100.41;0.4;0.3;100000.0
183;000000 Alle bestedingen;Saba;2016 2e kwartaal;100.59;0.2;0.0;100000.0
184;000000 Alle bestedingen;Saba;2016 3e kwartaal;100.17;-0.4;0.2;100000.0
185;000000 Alle bestedingen;Saba;2016 4e kwartaal;99.76;-0.4;-0.3;100000.0
186;000000 Alle bestedingen;Saba;2016;100.23;;0.1;100000.0
187;000000 Alle bestedingen;Saba;2017 1e kwartaal;99.39;-0.4;-1.0;100000.0
188;000000 Alle bestedingen;Saba;2017 2e kwartaal;99.57;0.2;-1.0;100000.0
189;000000 Alle bestedingen;Saba;2017 3e kwartaal;98.89;-0.7;-1.3;100000.0
190;000000 Alle bestedingen;Saba;2017 4e kwartaal;102.14;3.3;2.4;100000.0
191;000000 Alle bestedingen;Saba;2017;100.0;;-0.2;100000.0
192;000000 Alle bestedingen;Saba;2018 1e kwartaal;102.28;0.1;2.9;100000.0
193;000000 Alle bestedingen;Saba;2018 2e kwartaal;102.76;0.5;3.2;100000.0
194;000000 Alle bestedingen;Saba;2018 3e kwartaal;103.28;0.5;4.4;100000.0
195;000000 Alle bestedingen;Saba;2018 4e kwartaal;102.18;-1.1;0.0;100000.0
196;000000 Alle bestedingen;Saba;2018;102.63;;2.6;100000.0
197;000000 Alle bestedingen;Saba;2019 1e kwartaal;102.88;0.7;0.6;100000.0
198;000000 Alle bestedingen;Saba;2019 2e kwartaal;103.23;0.3;0.5;100000.0
199;000000 Alle bestedingen;Saba;2019 3e kwartaal;103.58;0.3;0.3;100000.0
200;000000 Alle bestedingen;Saba;2019 4e kwartaal;102.99;-0.6;0.8;100000.0
201;000000 Alle bestedingen;Saba;2019;103.17;;0.5;100000.0
202;000000 Alle bestedingen;Saba;2020 1e kwartaal;103.3;0.3;0.4;100000.0
203;000000 Alle bestedingen;Saba;2020 2e kwartaal;102.39;-0.9;-0.8;100000.0
204;000000 Alle bestedingen;Saba;2020 3e kwartaal;101.93;-0.4;-1.6;100000.0
205;000000 Alle bestedingen;Saba;2020 4e kwartaal;102.16;0.2;-0.8;100000.0
206;000000 Alle bestedingen;Saba;2020;102.45;;-0.7;100000.0
207;000000 Alle bestedingen;Saba;2021 1e kwartaal;101.96;-0.2;-1.3;100000.0
208;000000 Alle bestedingen;Saba;2021 2e kwartaal;103.45;1.5;1.0;100000.0
209;000000 Alle bestedingen;Saba;2021 3e kwartaal;105.22;1.7;3.2;100000.0
210;000000 Alle bestedingen;Saba;2021 4e kwartaal;106.23;1.0;4.0;100000.0
211;000000 Alle bestedingen;Saba;2021;104.22;;1.7;100000.0
212;000000 Alle bestedingen;Saba;2022 1e kwartaal;108.79;2.4;6.7;100000.0
213;000000 Alle bestedingen;Saba;2022 2e kwartaal;111.89;2.8;8.2;100000.0
214;000000 Alle bestedingen;Saba;2022 3e kwartaal;115.46;3.2;9.7;100000.0
215;000000 Alle bestedingen;Saba;2022 4e kwartaal;116.52;0.9;9.7;100000.0
216;000000 Alle bestedingen;Saba;2022;113.17;;8.6;100000.0
217;000000 Alle bestedingen;Saba;2023 1e kwartaal;116.45;-0.1;7.0;100000.0
218;000000 Alle bestedingen;Saba;2023 2e kwartaal;117.69;1.1;5.2;100000.0
219;000000 Alle bestedingen;Saba;2023 3e kwartaal;118.67;0.8;2.8;100000.0
220;000000 Alle bestedingen;Saba;2023 4e kwartaal;117.91;-0.6;1.2;100000.0
221;000000 Alle bestedingen;Saba;2023;117.68;;4.0;100000.0
222;000000 Alle bestedingen;Saba;2024 1e kwartaal;118.66;0.6;1.9;100000.0
223;000000 Alle bestedingen;Saba;2024 2e kwartaal;120.09;1.2;2.0;100000.0
224;000000 Alle bestedingen;Saba;2024 3e kwartaal;120.89;0.7;1.9;100000.0
225;000000 Alle bestedingen;Saba;2024 4e kwartaal;121.15;0.2;2.7;100000.0
226;000000 Alle bestedingen;Saba;2024;120.2;;2.1;100000.0
227;000000 Alle bestedingen;Saba;2025 1e kwartaal;;;;
228;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2010 1e kwartaal;88.43;;;16356.0
229;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2010 2e kwartaal;88.54;0.1;;16356.0
230;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2010 3e kwartaal;88.62;0.1;;16356.0
231;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2010 4e kwartaal;89.39;0.9;;16356.0
232;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2010;88.75;;;16356.0
233;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2011 1e kwartaal;91.58;2.4;3.6;16356.0
234;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2011 2e kwartaal;94.74;3.5;7.0;16356.0
235;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2011 3e kwartaal;97.23;2.6;9.7;16356.0
236;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2011 4e kwartaal;98.97;1.8;10.7;16356.0
237;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2011;95.63;;7.8;16356.0
238;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2012 1e kwartaal;99.69;0.7;8.9;16356.0
239;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2012 2e kwartaal;100.4;0.7;6.0;16356.0
240;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2012 3e kwartaal;100.14;-0.3;3.0;16356.0
241;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2012 4e kwartaal;99.37;-0.8;0.4;16356.0
242;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2012;99.9;;4.5;16356.0
243;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2013 1e kwartaal;98.89;-0.5;-0.8;16356.0
244;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2013 2e kwartaal;98.74;-0.2;-1.7;16356.0
245;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2013 3e kwartaal;98.56;-0.2;-1.6;16356.0
246;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2013 4e kwartaal;99.07;0.5;-0.3;16356.0
247;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2013;98.82;;-1.1;16356.0
248;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2014 1e kwartaal;99.45;0.4;0.6;18367.0
249;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2014 2e kwartaal;100.73;1.3;2.0;18367.0
250;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2014 3e kwartaal;101.77;1.0;3.3;18367.0
251;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2014 4e kwartaal;101.89;0.1;2.8;18367.0
252;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2014;100.96;;2.2;18367.0
253;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2015 1e kwartaal;102.34;0.4;2.9;18367.0
254;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2015 2e kwartaal;101.18;-1.1;0.4;18367.0
255;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2015 3e kwartaal;99.72;-1.4;-2.0;18367.0
256;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2015 4e kwartaal;99.65;-0.1;-2.2;18367.0
257;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2015;100.72;;-0.2;18367.0
258;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2016 1e kwartaal;100.08;0.4;-2.2;16528.0
259;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2016 2e kwartaal;100.53;0.4;-0.6;16528.0
260;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2016 3e kwartaal;100.2;-0.3;0.5;16528.0
261;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2016 4e kwartaal;100.59;0.4;0.9;16528.0
262;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2016;100.35;;-0.4;16528.0
263;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2017 1e kwartaal;99.3;-1.3;-0.8;16436.0
264;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2017 2e kwartaal;99.81;0.5;-0.7;16436.0
265;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2017 3e kwartaal;100.57;0.8;0.4;16436.0
266;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2017 4e kwartaal;100.32;-0.2;-0.3;16436.0
267;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2017;100.0;;-0.3;16436.0
268;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2018 1e kwartaal;102.82;2.5;3.5;16436.0
269;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2018 2e kwartaal;102.3;-0.5;2.5;16436.0
270;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2018 3e kwartaal;101.31;-1.0;0.7;16436.0
271;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2018 4e kwartaal;101.57;0.3;1.2;16436.0
272;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2018;102.0;;2.0;16436.0
273;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2019 1e kwartaal;102.48;0.9;-0.3;16436.0
274;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2019 2e kwartaal;104.98;2.4;2.6;16436.0
275;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2019 3e kwartaal;105.52;0.5;4.2;16436.0
276;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2019 4e kwartaal;106.2;0.6;4.6;16436.0
277;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2019;104.8;;2.7;16436.0
278;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2020 1e kwartaal;106.01;-0.2;3.4;16436.0
279;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2020 2e kwartaal;106.04;0.0;1.0;16436.0
280;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2020 3e kwartaal;105.72;-0.3;0.2;16436.0
281;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2020 4e kwartaal;107.22;1.4;1.0;16436.0
282;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2020;106.25;;1.4;16436.0
283;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2021 1e kwartaal;107.43;0.2;1.3;16436.0
284;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2021 2e kwartaal;109.01;1.5;2.8;16436.0
285;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2021 3e kwartaal;109.38;0.3;3.5;16436.0
286;010000 Voedingsmidd. en alc.vrije drank;Bonaire;2021 4e kwartaal;110.84;1.3;3.4;16436.0
