ID;Misdrijven;Regiokenmerken;Perioden;IngeschrevenRechtbankstrafzaken_1;BeslissingenDoorOpenbaarMinisterie_2;AfdoeningenDoorDeRechterIn1eAanleg_3
46;Misdrijven, totaal;Sterk stedelijk;2015;65365;68985;34745
47;Misdrijven, totaal;Sterk stedelijk;2016;61455;65355;29930
48;Misdrijven, totaal;Matig stedelijk;2001;50155;54725;18345
49;Misdrijven, totaal;Matig stedelijk;2002;50270;56105;17535
50;Misdrijven, totaal;Matig stedelijk;2003;53550;57985;19375
51;Misdrijven, totaal;Matig stedelijk;2004;54145;57945;19110
52;Misdrijven, totaal;Matig stedelijk;2005;53705;57620;20850
53;Misdrijven, totaal;Matig stedelijk;2006;53730;57975;23800
54;Misdrijven, totaal;Matig stedelijk;2007;51660;53410;22345
55;Misdrijven, totaal;Matig stedelijk;2008;48605;51025;22175
56;Misdrijven, totaal;Matig stedelijk;2009;41915;47860;20955
57;Misdrijven, totaal;Matig stedelijk;2010;37315;38400;18255
58;Misdrijven, totaal;Matig stedelijk;2011;41840;42955;17505
59;Misdrijven, totaal;Matig stedelijk;2012;40875;43350;17075
60;Misdrijven, totaal;Matig stedelijk;2013;37450;39870;17185
61;Misdrijven, totaal;Matig stedelijk;2014;37465;39195;17435
62;Misdrijven, totaal;Matig stedelijk;2015;23830;25185;12710
63;Misdrijven, totaal;Matig stedelijk;2016;23250;24630;10970
64;Misdrijven, totaal;Weinig stedelijk;2001;32345;35200;11720
65;Misdrijven, totaal;Weinig stedelijk;2002;33710;36950;10965
66;Misdrijven, totaal;Weinig stedelijk;2003;37090;39905;12560
67;Misdrijven, totaal;Weinig stedelijk;2004;38655;41445;13275
68;Misdrijven, totaal;Weinig stedelijk;2005;37020;39415;14385
69;Misdrijven, totaal;Weinig stedelijk;2006;37325;39795;15805
70;Misdrijven, totaal;Weinig stedelijk;2007;37865;39900;16340
71;Misdrijven, totaal;Weinig stedelijk;2008;35780;37160;16000
72;Misdrijven, totaal;Weinig stedelijk;2009;30585;35170;15150
73;Misdrijven, totaal;Weinig stedelijk;2010;28240;29315;13195
74;Misdrijven, totaal;Weinig stedelijk;2011;31885;32345;12760
75;Misdrijven, totaal;Weinig stedelijk;2012;30430;32265;11595
76;Misdrijven, totaal;Weinig stedelijk;2013;28015;30250;11965
77;Misdrijven, totaal;Weinig stedelijk;2014;27545;28850;12420
78;Misdrijven, totaal;Weinig stedelijk;2015;24390;26205;12720
79;Misdrijven, totaal;Weinig stedelijk;2016;23530;24905;10915
80;Misdrijven, totaal;Niet stedelijk;2001;19230;20505;6375
81;Misdrijven, totaal;Niet stedelijk;2002;19265;21380;5960
82;Misdrijven, totaal;Niet stedelijk;2003;20780;22165;6570
83;Misdrijven, totaal;Niet stedelijk;2004;21345;22810;6810
84;Misdrijven, totaal;Niet stedelijk;2005;20010;21275;7420
85;Misdrijven, totaal;Niet stedelijk;2006;18975;20225;7665
86;Misdrijven, totaal;Niet stedelijk;2007;18855;19800;7985
87;Misdrijven, totaal;Niet stedelijk;2008;17115;17920;7565
88;Misdrijven, totaal;Niet stedelijk;2009;14735;16880;7170
89;Misdrijven, totaal;Niet stedelijk;2010;12970;13385;6000
90;Misdrijven, totaal;Niet stedelijk;2011;13155;13460;5425
91;Misdrijven, totaal;Niet stedelijk;2012;12595;13330;5225
92;Misdrijven, totaal;Niet stedelijk;2013;11115;11955;4910
93;Misdrijven, totaal;Niet stedelijk;2014;10730;11230;5080
94;Misdrijven, totaal;Niet stedelijk;2015;7930;8470;3970
95;Misdrijven, totaal;Niet stedelijk;2016;7970;8540;3575
96;Misdrijven, totaal;Gemeente van misdrijf onbekend;2001;2755;2425;21525
97;Misdrijven, totaal;Gemeente van misdrijf onbekend;2002;3950;2855;36235
98;Misdrijven, totaal;Gemeente van misdrijf onbekend;2003;4155;2925;40190
99;Misdrijven, totaal;Gemeente van misdrijf onbekend;2004;4035;2890;38000
100;Misdrijven, totaal;Gemeente van misdrijf onbekend;2005;3645;2615;30065
101;Misdrijven, totaal;Gemeente van misdrijf onbekend;2006;3675;2840;12745
102;Misdrijven, totaal;Gemeente van misdrijf onbekend;2007;3975;2865;10885
103;Misdrijven, totaal;Gemeente van misdrijf onbekend;2008;4395;4330;9840
104;Misdrijven, totaal;Gemeente van misdrijf onbekend;2009;3520;3980;9705
105;Misdrijven, totaal;Gemeente van misdrijf onbekend;2010;3055;3770;7460
106;Misdrijven, totaal;Gemeente van misdrijf onbekend;2011;2975;3610;6075
107;Misdrijven, totaal;Gemeente van misdrijf onbekend;2012;2935;3710;6175
108;Misdrijven, totaal;Gemeente van misdrijf onbekend;2013;2830;3440;5430
109;Misdrijven, totaal;Gemeente van misdrijf onbekend;2014;2545;2995;4825
110;Misdrijven, totaal;Gemeente van misdrijf onbekend;2015;2485;2790;3915
111;Misdrijven, totaal;Gemeente van misdrijf onbekend;2016;2575;2660;3490
112;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2001;53260;61260;23275
113;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2002;57790;63690;17710
114;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2003;62225;68625;22420
115;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2004;62825;68680;21960
116;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2005;61905;67310;25545
117;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2006;62410;67820;32885
118;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2007;63100;64670;28320
119;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2008;61425;64760;28845
120;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2009;57980;68165;32215
121;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2010;53550;56485;28395
122;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2011;57955;60450;28945
123;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2012;55535;58470;26765
124;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2013;51860;54530;27270
125;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2014;55585;57595;25315
126;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2015;49565;53170;28525
127;Misdrijven, totaal;Gemeenten: 250.000 inwoners of meer;2016;50115;52885;24765
128;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2001;59695;64520;22650
129;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2002;63760;70370;22890
130;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2003;68140;74340;26220
131;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2004;67330;72290;25760
132;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2005;64250;68930;26320
133;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2006;65970;71280;30645
134;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2007;66170;68510;31140
135;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2008;64310;68425;31790
136;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2009;56585;63310;29945
137;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2010;53165;54790;27630
138;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2011;57185;58325;25325
139;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2012;58755;62265;25390
140;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2013;56310;59925;26160
141;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2014;58875;61560;28460
142;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2015;54585;57695;29485
143;Misdrijven, totaal;Gemeenten: 100.000 tot 250.000 inwoners;2016;54005;57610;26605
144;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2001;38055;41815;15805
145;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2002;40330;44055;14305
146;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2003;43900;47790;16980
147;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2004;46455;49740;17255
148;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2005;47030;50285;18910
149;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2006;46835;50450;22505
150;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2007;50285;52380;22465
151;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2008;49390;51390;23135
152;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2009;42740;49695;22890
153;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2010;38265;39660;19095
154;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2011;45365;46420;20420
155;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2012;43120;45560;18510
156;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2013;39885;42315;18750
157;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2014;36005;37585;16170
158;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2015;32575;34430;17150
159;Misdrijven, totaal;Gemeenten: 50.000 tot 100.000 inwoners;2016;32270;34315;15520
160;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2001;54670;59305;20465
161;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2002;57425;63015;19165
162;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2003;62475;67295;22200
163;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2004;62735;67340;23345
164;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2005;63300;67535;25525
165;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2006;63395;67245;28040
166;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2007;65415;68235;28445
167;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2008;61530;63990;28205
168;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2009;52770;60870;26975
169;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2010;49195;51195;23635
170;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2011;53435;54515;22485
171;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2012;51695;54810;21385
172;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2013;47450;50995;21455
173;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2014;47160;49385;21800
174;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2015;42300;45150;22405
175;Misdrijven, totaal;Gemeenten: 20.000 tot 50.000 inwoners;2016;42175;44760;19615
176;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2001;27595;30305;9620
177;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2002;28030;31380;8515
178;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2003;29420;31595;9345
179;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2004;30595;32630;9735
180;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2005;26730;29095;9980
181;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2006;25425;27615;10955
182;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2007;23705;24940;9875
183;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2008;21965;23040;9720
184;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2009;19060;22215;9250
185;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2010;15715;16270;7315
186;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2011;15610;16080;6195
187;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2012;14845;15580;5990
188;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2013;12230;13130;5545
189;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2014;12155;12685;5500
190;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2015;9940;10640;4890
191;Misdrijven, totaal;Gemeenten: minder dan 20.000 inwoners;2016;9710;10310;4350
192;Misdrijven, totaal;Gemeente van misdrijf onbekend;2001;2755;2425;21525
193;Misdrijven, totaal;Gemeente van misdrijf onbekend;2002;3950;2855;36235
194;Misdrijven, totaal;Gemeente van misdrijf onbekend;2003;4155;2925;40190
195;Misdrijven, totaal;Gemeente van misdrijf onbekend;2004;4035;2890;38000
196;Misdrijven, totaal;Gemeente van misdrijf onbekend;2005;3645;2615;30065
197;Misdrijven, totaal;Gemeente van misdrijf onbekend;2006;3675;2840;12745
198;Misdrijven, totaal;Gemeente van misdrijf onbekend;2007;3975;2865;10885
199;Misdrijven, totaal;Gemeente van misdrijf onbekend;2008;4395;4330;9840
200;Misdrijven, totaal;Gemeente van misdrijf onbekend;2009;3520;3980;9705
201;Misdrijven, totaal;Gemeente van misdrijf onbekend;2010;3055;3770;7460
202;Misdrijven, totaal;Gemeente van misdrijf onbekend;2011;2975;3610;6075
203;Misdrijven, totaal;Gemeente van misdrijf onbekend;2012;2935;3710;6175
204;Misdrijven, totaal;Gemeente van misdrijf onbekend;2013;2830;3440;5430
205;Misdrijven, totaal;Gemeente van misdrijf onbekend;2014;2545;2995;4825
206;Misdrijven, totaal;Gemeente van misdrijf onbekend;2015;2485;2790;3915
207;Misdrijven, totaal;Gemeente van misdrijf onbekend;2016;2575;2660;3490
208;Misdrijven, totaal;Noord-Nederland (LD);2001;23320;24155;8130
209;Misdrijven, totaal;Noord-Nederland (LD);2002;24310;26170;7390
210;Misdrijven, totaal;Noord-Nederland (LD);2003;25315;26670;8450
211;Misdrijven, totaal;Noord-Nederland (LD);2004;25425;27130;8840
212;Misdrijven, totaal;Noord-Nederland (LD);2005;24860;25185;10030
213;Misdrijven, totaal;Noord-Nederland (LD);2006;25620;27240;10335
214;Misdrijven, totaal;Noord-Nederland (LD);2007;25835;26885;11465
215;Misdrijven, totaal;Noord-Nederland (LD);2008;22890;24370;10590
216;Misdrijven, totaal;Noord-Nederland (LD);2009;20310;22685;10120
217;Misdrijven, totaal;Noord-Nederland (LD);2010;18615;19085;8775
218;Misdrijven, totaal;Noord-Nederland (LD);2011;20015;19795;8540
219;Misdrijven, totaal;Noord-Nederland (LD);2012;20555;22305;7940
220;Misdrijven, totaal;Noord-Nederland (LD);2013;19315;21295;9000
221;Misdrijven, totaal;Noord-Nederland (LD);2014;18030;18340;9800
222;Misdrijven, totaal;Noord-Nederland (LD);2015;16565;17715;8020
223;Misdrijven, totaal;Noord-Nederland (LD);2016;16545;17410;7505
224;Misdrijven, totaal;Oost-Nederland (LD);2001;42515;45800;16525
225;Misdrijven, totaal;Oost-Nederland (LD);2002;45760;49945;16685
226;Misdrijven, totaal;Oost-Nederland (LD);2003;48415;52850;18890
227;Misdrijven, totaal;Oost-Nederland (LD);2004;49055;52965;19245
228;Misdrijven, totaal;Oost-Nederland (LD);2005;48680;50680;19955
229;Misdrijven, totaal;Oost-Nederland (LD);2006;47485;50890;22065
230;Misdrijven, totaal;Oost-Nederland (LD);2007;47780;49900;22770
231;Misdrijven, totaal;Oost-Nederland (LD);2008;44085;45875;20115
232;Misdrijven, totaal;Oost-Nederland (LD);2009;37380;42550;19535
233;Misdrijven, totaal;Oost-Nederland (LD);2010;36055;36785;16980
234;Misdrijven, totaal;Oost-Nederland (LD);2011;37260;38155;16145
235;Misdrijven, totaal;Oost-Nederland (LD);2012;40640;43665;15625
236;Misdrijven, totaal;Oost-Nederland (LD);2013;38960;41685;15745
237;Misdrijven, totaal;Oost-Nederland (LD);2014;36925;39970;17500
238;Misdrijven, totaal;Oost-Nederland (LD);2015;32105;34255;19575
239;Misdrijven, totaal;Oost-Nederland (LD);2016;33315;34555;16590
240;Misdrijven, totaal;West-Nederland (LD);2001;121345;138200;48780
241;Misdrijven, totaal;West-Nederland (LD);2002;128215;143875;41000
242;Misdrijven, totaal;West-Nederland (LD);2003;140670;154135;49590
243;Misdrijven, totaal;West-Nederland (LD);2004;143255;154765;49040
244;Misdrijven, totaal;West-Nederland (LD);2005;139385;153330;55900
245;Misdrijven, totaal;West-Nederland (LD);2006;141075;153635;68780
246;Misdrijven, totaal;West-Nederland (LD);2007;144175;149020;62050
247;Misdrijven, totaal;West-Nederland (LD);2008;141570;148690;65435
248;Misdrijven, totaal;West-Nederland (LD);2009;126640;148870;68575
249;Misdrijven, totaal;West-Nederland (LD);2010;114720;119900;58060
250;Misdrijven, totaal;West-Nederland (LD);2011;126270;131660;58410
251;Misdrijven, totaal;West-Nederland (LD);2012;118940;125100;56445
252;Misdrijven, totaal;West-Nederland (LD);2013;109090;114270;55430
253;Misdrijven, totaal;West-Nederland (LD);2014;115305;119465;51160
254;Misdrijven, totaal;West-Nederland (LD);2015;103275;109835;56155
255;Misdrijven, totaal;West-Nederland (LD);2016;102085;108110;48990
256;Misdrijven, totaal;Zuid-Nederland (LD);2001;46095;49050;18370
257;Misdrijven, totaal;Zuid-Nederland (LD);2002;49055;52520;17515
258;Misdrijven, totaal;Zuid-Nederland (LD);2003;51765;55995;20230
259;Misdrijven, totaal;Zuid-Nederland (LD);2004;52205;55820;20925
260;Misdrijven, totaal;Zuid-Nederland (LD);2005;50285;53965;20395
261;Misdrijven, totaal;Zuid-Nederland (LD);2006;49855;52650;23850
262;Misdrijven, totaal;Zuid-Nederland (LD);2007;50890;52930;23955
263;Misdrijven, totaal;Zuid-Nederland (LD);2008;50075;52680;25555
264;Misdrijven, totaal;Zuid-Nederland (LD);2009;44810;50155;23040
265;Misdrijven, totaal;Zuid-Nederland (LD);2010;40495;42630;22260
266;Misdrijven, totaal;Zuid-Nederland (LD);2011;46005;46185;20280
267;Misdrijven, totaal;Zuid-Nederland (LD);2012;43820;45620;18030
268;Misdrijven, totaal;Zuid-Nederland (LD);2013;40370;43640;19005
269;Misdrijven, totaal;Zuid-Nederland (LD);2014;39525;41035;18790
270;Misdrijven, totaal;Zuid-Nederland (LD);2015;37020;39280;18710
271;Misdrijven, totaal;Zuid-Nederland (LD);2016;36335;39795;17780
272;Misdrijven, totaal;Niet in te delen (LD);2001;2755;2425;21525
273;Misdrijven, totaal;Niet in te delen (LD);2002;3950;2855;36235
274;Misdrijven, totaal;Niet in te delen (LD);2003;4155;2925;40190
275;Misdrijven, totaal;Niet in te delen (LD);2004;4035;2890;38000
276;Misdrijven, totaal;Niet in te delen (LD);2005;3645;2615;30065
277;Misdrijven, totaal;Niet in te delen (LD);2006;3675;2840;12745
278;Misdrijven, totaal;Niet in te delen (LD);2007;3975;2865;10885
279;Misdrijven, totaal;Niet in te delen (LD);2008;4395;4330;9840
280;Misdrijven, totaal;Niet in te delen (LD);2009;3520;3980;9705
281;Misdrijven, totaal;Niet in te delen (LD);2010;3055;3770;7460
282;Misdrijven, totaal;Niet in te delen (LD);2011;2975;3610;6075
283;Misdrijven, totaal;Niet in te delen (LD);2012;2935;3710;6175
284;Misdrijven, totaal;Niet in te delen (LD);2013;2830;3440;5430
285;Misdrijven, totaal;Niet in te delen (LD);2014;2545;2995;4825
286;Misdrijven, totaal;Niet in te delen (LD);2015;2485;2790;3915
287;Misdrijven, totaal;Niet in te delen (LD);2016;2575;2660;3490
288;Misdrijven, totaal;Groningen (PV);2001;9840;10205;2945
289;Misdrijven, totaal;Groningen (PV);2002;10015;11175;2730
290;Misdrijven, totaal;Groningen (PV);2003;10215;10770;3105
291;Misdrijven, totaal;Groningen (PV);2004;10145;10825;3315
292;Misdrijven, totaal;Groningen (PV);2005;9675;9770;3865
293;Misdrijven, totaal;Groningen (PV);2006;10050;11155;3705
294;Misdrijven, totaal;Groningen (PV);2007;9875;10675;4650
295;Misdrijven, totaal;Groningen (PV);2008;8780;9520;4190
296;Misdrijven, totaal;Groningen (PV);2009;8445;9110;3690
297;Misdrijven, totaal;Groningen (PV);2010;7840;8030;3355
298;Misdrijven, totaal;Groningen (PV);2011;7855;7850;3365
299;Misdrijven, totaal;Groningen (PV);2012;7690;8515;3330
300;Misdrijven, totaal;Groningen (PV);2013;7580;8475;3775
301;Misdrijven, totaal;Groningen (PV);2014;6860;7050;3875
302;Misdrijven, totaal;Groningen (PV);2015;6280;6755;3080
303;Misdrijven, totaal;Groningen (PV);2016;6275;6580;3045
304;Misdrijven, totaal;Friesland (PV);2001;8440;8680;3260
305;Misdrijven, totaal;Friesland (PV);2002;8990;9385;2840
306;Misdrijven, totaal;Friesland (PV);2003;9650;10000;3380
307;Misdrijven, totaal;Friesland (PV);2004;9840;10220;3420
308;Misdrijven, totaal;Friesland (PV);2005;9675;9900;3800
309;Misdrijven, totaal;Friesland (PV);2006;9750;10145;4315
310;Misdrijven, totaal;Friesland (PV);2007;9945;9710;4105
311;Misdrijven, totaal;Friesland (PV);2008;8410;9045;3785
312;Misdrijven, totaal;Friesland (PV);2009;7335;8460;3970
313;Misdrijven, totaal;Friesland (PV);2010;6490;6790;3335
314;Misdrijven, totaal;Friesland (PV);2011;7690;7530;3155
315;Misdrijven, totaal;Friesland (PV);2012;7740;8415;2670
316;Misdrijven, totaal;Friesland (PV);2013;7155;7730;3275
317;Misdrijven, totaal;Friesland (PV);2014;6810;6920;3480
318;Misdrijven, totaal;Friesland (PV);2015;6120;6525;3005
319;Misdrijven, totaal;Friesland (PV);2016;6390;6705;2695
320;Misdrijven, totaal;Drenthe (PV);2001;5040;5265;1925
321;Misdrijven, totaal;Drenthe (PV);2002;5305;5610;1820
322;Misdrijven, totaal;Drenthe (PV);2003;5445;5900;1970
323;Misdrijven, totaal;Drenthe (PV);2004;5435;6085;2100
324;Misdrijven, totaal;Drenthe (PV);2005;5510;5515;2370
325;Misdrijven, totaal;Drenthe (PV);2006;5820;5940;2315
326;Misdrijven, totaal;Drenthe (PV);2007;6015;6500;2710
327;Misdrijven, totaal;Drenthe (PV);2008;5700;5805;2615
328;Misdrijven, totaal;Drenthe (PV);2009;4525;5115;2465
329;Misdrijven, totaal;Drenthe (PV);2010;4285;4265;2085
330;Misdrijven, totaal;Drenthe (PV);2011;4470;4415;2020
331;Misdrijven, totaal;Drenthe (PV);2012;5125;5375;1940
332;Misdrijven, totaal;Drenthe (PV);2013;4580;5095;1945
333;Misdrijven, totaal;Drenthe (PV);2014;4360;4375;2445
334;Misdrijven, totaal;Drenthe (PV);2015;4165;4435;1940
335;Misdrijven, totaal;Drenthe (PV);2016;3880;4120;1760
336;Misdrijven, totaal;Overijssel (PV);2001;13725;14735;5455
337;Misdrijven, totaal;Overijssel (PV);2002;14825;16300;5800
338;Misdrijven, totaal;Overijssel (PV);2003;15180;16245;5860
339;Misdrijven, totaal;Overijssel (PV);2004;15915;16925;5850
340;Misdrijven, totaal;Overijssel (PV);2005;16380;17340;6590
341;Misdrijven, totaal;Overijssel (PV);2006;16200;17415;7885
342;Misdrijven, totaal;Overijssel (PV);2007;16380;17225;7720
343;Misdrijven, totaal;Overijssel (PV);2008;15405;15615;7280
344;Misdrijven, totaal;Overijssel (PV);2009;12725;14160;6790
345;Misdrijven, totaal;Overijssel (PV);2010;11720;12105;5560
346;Misdrijven, totaal;Overijssel (PV);2011;11475;11510;5275
347;Misdrijven, totaal;Overijssel (PV);2012;13580;14450;4915
348;Misdrijven, totaal;Overijssel (PV);2013;12095;12880;4430
349;Misdrijven, totaal;Overijssel (PV);2014;11325;12340;4895
350;Misdrijven, totaal;Overijssel (PV);2015;9520;10220;5770
351;Misdrijven, totaal;Overijssel (PV);2016;10205;10600;4755
352;Misdrijven, totaal;Flevoland (PV);2001;4655;5095;2045
353;Misdrijven, totaal;Flevoland (PV);2002;5340;5620;1965
354;Misdrijven, totaal;Flevoland (PV);2003;5750;6470;2030
355;Misdrijven, totaal;Flevoland (PV);2004;6215;6750;2170
356;Misdrijven, totaal;Flevoland (PV);2005;5960;6350;2450
357;Misdrijven, totaal;Flevoland (PV);2006;5900;6495;2530
358;Misdrijven, totaal;Flevoland (PV);2007;6045;6580;2810
359;Misdrijven, totaal;Flevoland (PV);2008;6275;6605;2445
360;Misdrijven, totaal;Flevoland (PV);2009;5085;6435;3030
