ID;Bestemming;Perioden;InvesteringenWerkelijkePrijzen_1;InvesteringenPrijsniveau2021_2;InvesteringenVolumemutatie_3;InvesteringenPrijsindexcijfers_4
56;A Landbouw, bosbouw en visserij;2022;5496.0;5089.0;6.7;108.0
57;A Landbouw, bosbouw en visserij;2023;5969.0;5307.0;4.3;112.5
58;01 Landbouw;1995;2158.0;3469.0;;62.2
59;01 Landbouw;1996;2208.0;3651.0;5.2;60.5
60;01 Landbouw;1997;2863.0;4596.0;25.9;62.3
61;01 Landbouw;1998;2418.0;3800.0;-17.3;63.6
62;01 Landbouw;1999;3040.0;4724.0;24.3;64.3
63;01 Landbouw;2000;2950.0;4403.0;-6.8;67.0
64;01 Landbouw;2001;3202.0;4600.0;4.5;69.6
65;01 Landbouw;2002;3303.0;4529.0;-1.5;72.9
66;01 Landbouw;2003;3378.0;4559.0;0.7;74.1
67;01 Landbouw;2004;3062.0;4068.0;-10.8;75.3
68;01 Landbouw;2005;3209.0;4196.0;3.1;76.5
69;01 Landbouw;2006;3368.0;4301.0;2.5;78.3
70;01 Landbouw;2007;4085.0;5087.0;18.3;80.3
71;01 Landbouw;2008;4422.0;5368.0;5.5;82.4
72;01 Landbouw;2009;4117.0;4848.0;-9.7;84.9
73;01 Landbouw;2010;4364.0;4996.0;3.1;87.4
74;01 Landbouw;2011;5682.0;6494.0;30.0;87.5
75;01 Landbouw;2012;5232.0;5962.0;-8.2;87.8
76;01 Landbouw;2013;4802.0;5403.0;-9.4;88.9
77;01 Landbouw;2014;5146.0;5712.0;5.7;90.1
78;01 Landbouw;2015;4839.0;5269.0;-7.8;91.8
79;01 Landbouw;2016;4449.0;4831.0;-8.3;92.1
80;01 Landbouw;2017;4589.0;5005.0;3.6;91.7
81;01 Landbouw;2018;4945.0;5290.0;5.7;93.5
82;01 Landbouw;2019;5212.0;5431.0;2.7;96.0
83;01 Landbouw;2020;5260.0;5393.0;-0.7;97.5
84;01 Landbouw;2021;4695.0;4695.0;-12.9;100.0
85;01 Landbouw;2022;5379.0;4976.0;6.0;108.1
86;01 Landbouw;2023;;;;
87;02 Bosbouw;1995;2.0;2.0;;117.8
88;02 Bosbouw;1996;2.0;2.0;0.0;117.8
89;02 Bosbouw;1997;3.0;3.0;50.0;117.8
90;02 Bosbouw;1998;5.0;4.0;66.7;117.8
91;02 Bosbouw;1999;8.0;7.0;60.0;117.8
92;02 Bosbouw;2000;7.0;6.0;-12.5;117.8
93;02 Bosbouw;2001;17.0;14.0;142.9;117.8
94;02 Bosbouw;2002;13.0;12.0;-17.6;109.4
95;02 Bosbouw;2003;7.0;7.0;-38.5;95.7
96;02 Bosbouw;2004;9.0;10.0;42.9;86.1
97;02 Bosbouw;2005;10.0;12.0;11.1;86.1
98;02 Bosbouw;2006;11.0;13.0;10.0;86.1
99;02 Bosbouw;2007;9.0;10.0;-18.2;86.1
100;02 Bosbouw;2008;11.0;13.0;22.2;86.1
101;02 Bosbouw;2009;15.0;17.0;36.4;86.1
102;02 Bosbouw;2010;11.0;13.0;-26.7;86.1
103;02 Bosbouw;2011;9.0;10.0;-18.2;86.1
104;02 Bosbouw;2012;11.0;12.0;11.1;94.7
105;02 Bosbouw;2013;9.0;10.0;-18.2;94.7
106;02 Bosbouw;2014;5.0;5.0;-44.4;94.7
107;02 Bosbouw;2015;14.0;15.0;180.0;94.7
108;02 Bosbouw;2016;17.0;18.0;21.4;94.7
109;02 Bosbouw;2017;19.0;20.0;11.8;94.7
110;02 Bosbouw;2018;18.0;19.0;-5.3;94.7
111;02 Bosbouw;2019;17.0;18.0;-5.6;94.7
112;02 Bosbouw;2020;19.0;20.0;11.8;94.7
113;02 Bosbouw;2021;19.0;19.0;-5.3;100.0
114;02 Bosbouw;2022;18.0;17.0;-10.5;105.9
115;02 Bosbouw;2023;;;;
116;03 Visserij;1995;43.0;66.0;;64.8
117;03 Visserij;1996;43.0;65.0;-2.3;66.3
118;03 Visserij;1997;34.0;51.0;-20.9;66.3
119;03 Visserij;1998;61.0;87.0;70.6;69.7
120;03 Visserij;1999;70.0;96.0;9.8;72.9
121;03 Visserij;2000;108.0;145.0;51.4;74.2
122;03 Visserij;2001;58.0;77.0;-47.2;75.5
123;03 Visserij;2002;82.0;102.0;32.8;80.4
124;03 Visserij;2003;54.0;68.0;-32.9;79.0
125;03 Visserij;2004;36.0;46.0;-33.3;79.0
126;03 Visserij;2005;26.0;32.0;-30.6;82.1
127;03 Visserij;2006;42.0;51.0;61.5;82.1
128;03 Visserij;2007;47.0;55.0;7.1;85.8
129;03 Visserij;2008;38.0;44.0;-19.1;85.8
130;03 Visserij;2009;73.0;80.0;81.6;90.8
131;03 Visserij;2010;29.0;31.0;-61.6;94.0
132;03 Visserij;2011;32.0;33.0;6.9;97.0
133;03 Visserij;2012;80.0;81.0;146.9;98.3
134;03 Visserij;2013;73.0;75.0;-7.5;96.9
135;03 Visserij;2014;69.0;70.0;-6.8;98.4
136;03 Visserij;2015;61.0;62.0;-11.6;98.4
137;03 Visserij;2016;57.0;59.0;-4.9;96.7
138;03 Visserij;2017;58.0;61.0;3.5;95.0
139;03 Visserij;2018;59.0;63.0;3.4;93.5
140;03 Visserij;2019;41.0;42.0;-33.9;98.2
141;03 Visserij;2020;43.0;44.0;4.9;98.2
142;03 Visserij;2021;57.0;57.0;30.2;100.0
143;03 Visserij;2022;99.0;96.0;68.4;103.1
144;03 Visserij;2023;;;;
145;B-E Nijverheid (geen bouw) en energie;1995;14083.0;19417.0;;72.5
146;B-E Nijverheid (geen bouw) en energie;1996;14658.0;20205.0;4.1;72.5
147;B-E Nijverheid (geen bouw) en energie;1997;15387.0;20992.0;3.9;73.3
148;B-E Nijverheid (geen bouw) en energie;1998;15217.0;20768.0;-1.1;73.3
149;B-E Nijverheid (geen bouw) en energie;1999;15294.0;20812.0;0.2;73.5
150;B-E Nijverheid (geen bouw) en energie;2000;15674.0;20876.0;0.3;75.1
151;B-E Nijverheid (geen bouw) en energie;2001;15770.0;20599.0;-1.3;76.6
152;B-E Nijverheid (geen bouw) en energie;2002;15780.0;20225.0;-1.8;78.0
153;B-E Nijverheid (geen bouw) en energie;2003;15555.0;19875.0;-1.7;78.3
154;B-E Nijverheid (geen bouw) en energie;2004;15019.0;19070.0;-4.1;78.8
155;B-E Nijverheid (geen bouw) en energie;2005;15827.0;19934.0;4.5;79.4
156;B-E Nijverheid (geen bouw) en energie;2006;17445.0;21619.0;8.5;80.7
157;B-E Nijverheid (geen bouw) en energie;2007;18595.0;22633.0;4.7;82.2
158;B-E Nijverheid (geen bouw) en energie;2008;20271.0;24031.0;6.2;84.4
159;B-E Nijverheid (geen bouw) en energie;2009;19117.0;22441.0;-6.6;85.2
160;B-E Nijverheid (geen bouw) en energie;2010;19105.0;22147.0;-1.3;86.3
161;B-E Nijverheid (geen bouw) en energie;2011;22186.0;25482.0;15.1;87.1
162;B-E Nijverheid (geen bouw) en energie;2012;22243.0;25216.0;-1.0;88.2
163;B-E Nijverheid (geen bouw) en energie;2013;21430.0;24182.0;-4.1;88.6
164;B-E Nijverheid (geen bouw) en energie;2014;23698.0;26589.0;10.0;89.1
165;B-E Nijverheid (geen bouw) en energie;2015;23556.0;25943.0;-2.4;90.8
166;B-E Nijverheid (geen bouw) en energie;2016;24718.0;27148.0;4.6;91.0
167;B-E Nijverheid (geen bouw) en energie;2017;23545.0;25644.0;-5.5;91.8
168;B-E Nijverheid (geen bouw) en energie;2018;26125.0;27888.0;8.7;93.7
169;B-E Nijverheid (geen bouw) en energie;2019;27590.0;28835.0;3.4;95.7
170;B-E Nijverheid (geen bouw) en energie;2020;26218.0;27126.0;-5.9;96.7
171;B-E Nijverheid (geen bouw) en energie;2021;26403.0;26403.0;-2.7;100.0
172;B-E Nijverheid (geen bouw) en energie;2022;31211.0;29017.0;9.9;107.6
173;B-E Nijverheid (geen bouw) en energie;2023;33150.0;29422.0;1.4;112.7
174;B Delfstoffenwinning;1995;1269.0;1756.0;;72.2
175;B Delfstoffenwinning;1996;1381.0;1917.0;9.1;72.0
176;B Delfstoffenwinning;1997;1885.0;2592.0;35.2;72.7
177;B Delfstoffenwinning;1998;1586.0;2159.0;-16.7;73.5
178;B Delfstoffenwinning;1999;1359.0;1848.0;-14.4;73.5
179;B Delfstoffenwinning;2000;1323.0;1759.0;-4.9;75.2
180;B Delfstoffenwinning;2001;1901.0;2452.0;39.5;77.5
181;B Delfstoffenwinning;2002;1931.0;2421.0;-1.3;79.7
182;B Delfstoffenwinning;2003;1889.0;2360.0;-2.5;80.0
183;B Delfstoffenwinning;2004;1554.0;1958.0;-17.0;79.4
184;B Delfstoffenwinning;2005;1948.0;2457.0;25.5;79.3
185;B Delfstoffenwinning;2006;2263.0;2805.0;14.2;80.7
186;B Delfstoffenwinning;2007;2033.0;2482.0;-11.5;81.9
187;B Delfstoffenwinning;2008;2726.0;3216.0;29.6;84.8
188;B Delfstoffenwinning;2009;2443.0;2886.0;-10.3;84.7
189;B Delfstoffenwinning;2010;2347.0;2698.0;-6.5;87.0
190;B Delfstoffenwinning;2011;3223.0;3626.0;34.4;88.9
191;B Delfstoffenwinning;2012;2850.0;3146.0;-13.2;90.6
192;B Delfstoffenwinning;2013;2575.0;2804.0;-10.9;91.8
193;B Delfstoffenwinning;2014;3270.0;3518.0;25.4;93.0
194;B Delfstoffenwinning;2015;2642.0;2845.0;-19.1;92.9
195;B Delfstoffenwinning;2016;2273.0;2449.0;-13.9;92.8
196;B Delfstoffenwinning;2017;1760.0;1906.0;-22.2;92.3
197;B Delfstoffenwinning;2018;910.0;961.0;-49.6;94.7
198;B Delfstoffenwinning;2019;2142.0;2230.0;132.2;96.0
199;B Delfstoffenwinning;2020;561.0;582.0;-73.9;96.4
200;B Delfstoffenwinning;2021;857.0;857.0;47.2;100.0
201;B Delfstoffenwinning;2022;989.0;915.0;6.8;108.1
202;B Delfstoffenwinning;2023;1017.0;905.0;-1.1;112.4
203;06 Winning van aardolie en aardgas;1995;;;;
204;06 Winning van aardolie en aardgas;1996;;;;
205;06 Winning van aardolie en aardgas;1997;;;;
206;06 Winning van aardolie en aardgas;1998;;;;
207;06 Winning van aardolie en aardgas;1999;;;;
208;06 Winning van aardolie en aardgas;2000;;;;
209;06 Winning van aardolie en aardgas;2001;;;;
210;06 Winning van aardolie en aardgas;2002;;;;
211;06 Winning van aardolie en aardgas;2003;;;;
212;06 Winning van aardolie en aardgas;2004;;;;
213;06 Winning van aardolie en aardgas;2005;;;;
214;06 Winning van aardolie en aardgas;2006;;;;
215;06 Winning van aardolie en aardgas;2007;;;;
216;06 Winning van aardolie en aardgas;2008;;;;
217;06 Winning van aardolie en aardgas;2009;;;;
218;06 Winning van aardolie en aardgas;2010;;;;
219;06 Winning van aardolie en aardgas;2011;;;;
220;06 Winning van aardolie en aardgas;2012;;;;
221;06 Winning van aardolie en aardgas;2013;;;;
222;06 Winning van aardolie en aardgas;2014;;;;
223;06 Winning van aardolie en aardgas;2015;2584.0;2797.0;;92.4
224;06 Winning van aardolie en aardgas;2016;2209.0;2392.0;-14.5;92.3
225;06 Winning van aardolie en aardgas;2017;1668.0;1817.0;-24.0;91.8
226;06 Winning van aardolie en aardgas;2018;823.0;870.0;-52.1;94.6
227;06 Winning van aardolie en aardgas;2019;2091.0;2181.0;150.5;95.9
228;06 Winning van aardolie en aardgas;2020;491.0;511.0;-76.6;96.1
229;06 Winning van aardolie en aardgas;2021;739.0;739.0;44.6;100.0
230;06 Winning van aardolie en aardgas;2022;905.0;834.0;12.9;108.5
231;06 Winning van aardolie en aardgas;2023;;;;
232;08 Delfstoffenwinning (geen olie en gas);1995;;;;
233;08 Delfstoffenwinning (geen olie en gas);1996;;;;
234;08 Delfstoffenwinning (geen olie en gas);1997;;;;
235;08 Delfstoffenwinning (geen olie en gas);1998;;;;
236;08 Delfstoffenwinning (geen olie en gas);1999;;;;
237;08 Delfstoffenwinning (geen olie en gas);2000;;;;
238;08 Delfstoffenwinning (geen olie en gas);2001;;;;
239;08 Delfstoffenwinning (geen olie en gas);2002;;;;
240;08 Delfstoffenwinning (geen olie en gas);2003;;;;
241;08 Delfstoffenwinning (geen olie en gas);2004;;;;
242;08 Delfstoffenwinning (geen olie en gas);2005;;;;
243;08 Delfstoffenwinning (geen olie en gas);2006;;;;
244;08 Delfstoffenwinning (geen olie en gas);2007;;;;
245;08 Delfstoffenwinning (geen olie en gas);2008;;;;
246;08 Delfstoffenwinning (geen olie en gas);2009;;;;
247;08 Delfstoffenwinning (geen olie en gas);2010;;;;
248;08 Delfstoffenwinning (geen olie en gas);2011;;;;
249;08 Delfstoffenwinning (geen olie en gas);2012;;;;
250;08 Delfstoffenwinning (geen olie en gas);2013;;;;
251;08 Delfstoffenwinning (geen olie en gas);2014;;;;
252;08 Delfstoffenwinning (geen olie en gas);2015;58.0;60.0;;96.9
253;08 Delfstoffenwinning (geen olie en gas);2016;64.0;66.0;10.3;96.9
254;08 Delfstoffenwinning (geen olie en gas);2017;92.0;94.0;42.2;98.0
255;08 Delfstoffenwinning (geen olie en gas);2018;87.0;90.0;-4.3;96.9
256;08 Delfstoffenwinning (geen olie en gas);2019;51.0;53.0;-41.4;96.9
257;08 Delfstoffenwinning (geen olie en gas);2020;70.0;71.0;35.3;98.3
258;08 Delfstoffenwinning (geen olie en gas);2021;118.0;118.0;65.7;100.0
259;08 Delfstoffenwinning (geen olie en gas);2022;84.0;81.0;-31.4;103.7
260;08 Delfstoffenwinning (geen olie en gas);2023;;;;
261;09 Dienstverlening delfstoffenwinning;1995;;;;
262;09 Dienstverlening delfstoffenwinning;1996;;;;
263;09 Dienstverlening delfstoffenwinning;1997;;;;
264;09 Dienstverlening delfstoffenwinning;1998;;;;
265;09 Dienstverlening delfstoffenwinning;1999;;;;
266;09 Dienstverlening delfstoffenwinning;2000;;;;
267;09 Dienstverlening delfstoffenwinning;2001;;;;
268;09 Dienstverlening delfstoffenwinning;2002;;;;
269;09 Dienstverlening delfstoffenwinning;2003;;;;
270;09 Dienstverlening delfstoffenwinning;2004;;;;
271;09 Dienstverlening delfstoffenwinning;2005;;;;
272;09 Dienstverlening delfstoffenwinning;2006;;;;
273;09 Dienstverlening delfstoffenwinning;2007;;;;
274;09 Dienstverlening delfstoffenwinning;2008;;;;
275;09 Dienstverlening delfstoffenwinning;2009;;;;
276;09 Dienstverlening delfstoffenwinning;2010;;;;
277;09 Dienstverlening delfstoffenwinning;2011;;;;
278;09 Dienstverlening delfstoffenwinning;2012;;;;
279;09 Dienstverlening delfstoffenwinning;2013;;;;
280;09 Dienstverlening delfstoffenwinning;2014;;;;
281;09 Dienstverlening delfstoffenwinning;2015;0.0;;;
282;09 Dienstverlening delfstoffenwinning;2016;0.0;;;
283;09 Dienstverlening delfstoffenwinning;2017;0.0;;;
284;09 Dienstverlening delfstoffenwinning;2018;0.0;;;
285;09 Dienstverlening delfstoffenwinning;2019;0.0;;;
286;09 Dienstverlening delfstoffenwinning;2020;0.0;;;
287;09 Dienstverlening delfstoffenwinning;2021;0.0;;;
288;09 Dienstverlening delfstoffenwinning;2022;0.0;;;
289;09 Dienstverlening delfstoffenwinning;2023;;;;
290;C Industrie;1995;9391.0;12764.0;;73.6
291;C Industrie;1996;9776.0;13342.0;4.5;73.3
292;C Industrie;1997;10163.0;13714.0;2.8;74.1
293;C Industrie;1998;11009.0;14883.0;8.5;74.0
294;C Industrie;1999;11304.0;15247.0;2.4;74.1
295;C Industrie;2000;11480.0;15145.0;-0.7;75.8
296;C Industrie;2001;11299.0;14668.0;-3.2;77.0
297;C Industrie;2002;11105.0;14169.0;-3.4;78.4
298;C Industrie;2003;10730.0;13665.0;-3.6;78.5
299;C Industrie;2004;10228.0;12908.0;-5.5;79.2
300;C Industrie;2005;10628.0;13257.0;2.7;80.2
301;C Industrie;2006;11494.0;14098.0;6.3;81.5
302;C Industrie;2007;12199.0;14705.0;4.3;83.0
303;C Industrie;2008;12846.0;15134.0;2.9;84.9
304;C Industrie;2009;11780.0;13663.0;-9.7;86.2
305;C Industrie;2010;10883.0;12502.0;-8.5;87.1
306;C Industrie;2011;12240.0;13987.0;11.9;87.5
307;C Industrie;2012;12676.0;14325.0;2.4;88.5
308;C Industrie;2013;12153.0;13693.0;-4.4;88.8
309;C Industrie;2014;12797.0;14341.0;4.7;89.2
310;C Industrie;2015;13613.0;15035.0;4.8;90.5
311;C Industrie;2016;15226.0;16729.0;11.3;91.0
312;C Industrie;2017;15476.0;16889.0;1.0;91.6
313;C Industrie;2018;17136.0;18329.0;8.5;93.5
314;C Industrie;2019;17512.0;18298.0;-0.2;95.7
315;C Industrie;2020;16242.0;16734.0;-8.5;97.1
316;C Industrie;2021;15683.0;15683.0;-6.3;100.0
317;C Industrie;2022;18232.0;17163.0;9.4;106.2
318;C Industrie;2023;19702.0;17687.0;3.1;111.4
319;10-12 Voedings-, genotmiddelenindustrie;1995;1375.0;1839.0;;74.8
320;10-12 Voedings-, genotmiddelenindustrie;1996;1561.0;2110.0;14.7;74.0
321;10-12 Voedings-, genotmiddelenindustrie;1997;1683.0;2257.0;7.0;74.6
322;10-12 Voedings-, genotmiddelenindustrie;1998;1574.0;2103.0;-6.8;74.9
323;10-12 Voedings-, genotmiddelenindustrie;1999;1729.0;2296.0;9.2;75.3
324;10-12 Voedings-, genotmiddelenindustrie;2000;1787.0;2316.0;0.9;77.2
325;10-12 Voedings-, genotmiddelenindustrie;2001;1791.0;2286.0;-1.3;78.3
326;10-12 Voedings-, genotmiddelenindustrie;2002;1914.0;2396.0;4.8;79.9
327;10-12 Voedings-, genotmiddelenindustrie;2003;1859.0;2341.0;-2.3;79.4
328;10-12 Voedings-, genotmiddelenindustrie;2004;1846.0;2278.0;-2.7;81.0
329;10-12 Voedings-, genotmiddelenindustrie;2005;2023.0;2451.0;7.6;82.5
330;10-12 Voedings-, genotmiddelenindustrie;2006;1762.0;2101.0;-14.3;83.9
331;10-12 Voedings-, genotmiddelenindustrie;2007;2009.0;2329.0;10.8;86.3
332;10-12 Voedings-, genotmiddelenindustrie;2008;2084.0;2359.0;1.3;88.4
333;10-12 Voedings-, genotmiddelenindustrie;2009;1893.0;2103.0;-10.8;90.0
334;10-12 Voedings-, genotmiddelenindustrie;2010;1857.0;2014.0;-4.2;92.2
335;10-12 Voedings-, genotmiddelenindustrie;2011;1754.0;1896.0;-5.9;92.5
336;10-12 Voedings-, genotmiddelenindustrie;2012;1966.0;2100.0;10.8;93.6
337;10-12 Voedings-, genotmiddelenindustrie;2013;2237.0;2383.0;13.5;93.9
338;10-12 Voedings-, genotmiddelenindustrie;2014;2487.0;2638.0;10.7;94.3
339;10-12 Voedings-, genotmiddelenindustrie;2015;2327.0;2426.0;-8.0;95.9
340;10-12 Voedings-, genotmiddelenindustrie;2016;2330.0;2424.0;-0.1;96.1
341;10-12 Voedings-, genotmiddelenindustrie;2017;2362.0;2451.0;1.1;96.4
342;10-12 Voedings-, genotmiddelenindustrie;2018;2728.0;2795.0;14.1;97.6
343;10-12 Voedings-, genotmiddelenindustrie;2019;2688.0;2685.0;-3.9;100.1
344;10-12 Voedings-, genotmiddelenindustrie;2020;2522.0;2564.0;-4.5;98.4
345;10-12 Voedings-, genotmiddelenindustrie;2021;2470.0;2470.0;-3.6;100.0
346;10-12 Voedings-, genotmiddelenindustrie;2022;2768.0;2603.0;5.4;106.3
347;10-12 Voedings-, genotmiddelenindustrie;2023;;;;
348;10 Voedingsmiddelenindustrie;1995;;;;
349;10 Voedingsmiddelenindustrie;1996;;;;
350;10 Voedingsmiddelenindustrie;1997;;;;
351;10 Voedingsmiddelenindustrie;1998;;;;
352;10 Voedingsmiddelenindustrie;1999;;;;
353;10 Voedingsmiddelenindustrie;2000;;;;
354;10 Voedingsmiddelenindustrie;2001;;;;
355;10 Voedingsmiddelenindustrie;2002;;;;
356;10 Voedingsmiddelenindustrie;2003;;;;
357;10 Voedingsmiddelenindustrie;2004;;;;
358;10 Voedingsmiddelenindustrie;2005;;;;
359;10 Voedingsmiddelenindustrie;2006;;;;
360;10 Voedingsmiddelenindustrie;2007;;;;
361;10 Voedingsmiddelenindustrie;2008;;;;
362;10 Voedingsmiddelenindustrie;2009;;;;
363;10 Voedingsmiddelenindustrie;2010;;;;
364;10 Voedingsmiddelenindustrie;2011;;;;
365;10 Voedingsmiddelenindustrie;2012;;;;
366;10 Voedingsmiddelenindustrie;2013;;;;
367;10 Voedingsmiddelenindustrie;2014;;;;
368;10 Voedingsmiddelenindustrie;2015;2102.0;2264.0;;92.8
369;10 Voedingsmiddelenindustrie;2016;2033.0;2185.0;-3.5;93.0
370;10 Voedingsmiddelenindustrie;2017;2108.0;2258.0;3.3;93.3
371;10 Voedingsmiddelenindustrie;2018;2368.0;2509.0;11.1;94.4
372;10 Voedingsmiddelenindustrie;2019;2302.0;2379.0;-5.2;96.8
373;10 Voedingsmiddelenindustrie;2020;2230.0;2268.0;-4.6;98.3
374;10 Voedingsmiddelenindustrie;2021;2192.0;2192.0;-3.4;100.0
375;10 Voedingsmiddelenindustrie;2022;2502.0;2354.0;7.4;106.3
376;10 Voedingsmiddelenindustrie;2023;;;;
377;11 Drankenindustrie;1995;;;;
378;11 Drankenindustrie;1996;;;;
379;11 Drankenindustrie;1997;;;;
380;11 Drankenindustrie;1998;;;;
381;11 Drankenindustrie;1999;;;;
382;11 Drankenindustrie;2000;;;;
383;11 Drankenindustrie;2001;;;;
384;11 Drankenindustrie;2002;;;;
385;11 Drankenindustrie;2003;;;;
386;11 Drankenindustrie;2004;;;;
387;11 Drankenindustrie;2005;;;;
388;11 Drankenindustrie;2006;;;;
389;11 Drankenindustrie;2007;;;;
390;11 Drankenindustrie;2008;;;;
391;11 Drankenindustrie;2009;;;;
392;11 Drankenindustrie;2010;;;;
393;11 Drankenindustrie;2011;;;;
394;11 Drankenindustrie;2012;;;;
395;11 Drankenindustrie;2013;;;;
396;11 Drankenindustrie;2014;;;;
397;11 Drankenindustrie;2015;212.0;229.0;;92.4
398;11 Drankenindustrie;2016;254.0;274.0;19.3;92.8
399;11 Drankenindustrie;2017;222.0;240.0;-12.2;92.4
400;11 Drankenindustrie;2018;321.0;342.0;42.3;93.8
401;11 Drankenindustrie;2019;342.0;354.0;3.4;96.7
402;11 Drankenindustrie;2020;245.0;248.0;-29.8;98.7
403;11 Drankenindustrie;2021;226.0;226.0;-9.0;100.0
404;11 Drankenindustrie;2022;224.0;210.0;-7.1;106.7
405;11 Drankenindustrie;2023;;;;
406;12 Tabaksindustrie;1995;;;;
407;12 Tabaksindustrie;1996;;;;
408;12 Tabaksindustrie;1997;;;;
409;12 Tabaksindustrie;1998;;;;
410;12 Tabaksindustrie;1999;;;;
411;12 Tabaksindustrie;2000;;;;
412;12 Tabaksindustrie;2001;;;;
413;12 Tabaksindustrie;2002;;;;
414;12 Tabaksindustrie;2003;;;;
415;12 Tabaksindustrie;2004;;;;
416;12 Tabaksindustrie;2005;;;;
417;12 Tabaksindustrie;2006;;;;
418;12 Tabaksindustrie;2007;;;;
419;12 Tabaksindustrie;2008;;;;
420;12 Tabaksindustrie;2009;;;;
421;12 Tabaksindustrie;2010;;;;
422;12 Tabaksindustrie;2011;;;;
423;12 Tabaksindustrie;2012;;;;
424;12 Tabaksindustrie;2013;;;;
