ID;GewichtspercentielBijZwangerschapsduur;Zwangerschapsduur;Perioden;Levendgeborenen_1;Overleden1eWeek_2;NeonataleSterfte_3;Zuigelingensterfte_4;Overleden1eWeek1000Levendgeborenen_5;NeonataleSterfte1000Levendgeborenen_6;Zuigelingensterfte1000Levendgeborenen_7
440;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2015;854;10.0;11.0;12.0;12.2;13.4;14.5
441;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2016;814;9.0;10.0;12.0;11.2;12.4;15.1
442;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2004;20658;8.0;14.0;27.0;0.4;0.7;1.3
443;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2005;19340;10.0;12.0;21.0;0.5;0.6;1.1
444;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2006;19491;6.0;12.0;20.0;0.3;0.6;1.0
445;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2007;19284;10.0;15.0;16.0;0.5;0.8;0.8
446;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2008;20693;13.0;17.0;26.0;0.6;0.8;1.2
447;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2009;20792;8.0;11.0;20.0;0.4;0.5;1.0
448;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2010;20706;;8.0;17.0;;0.4;0.8
449;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2011;19578;10.0;12.0;20.0;0.5;0.6;1.0
450;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2012;18900;7.0;10.0;22.0;0.4;0.5;1.2
451;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2013;17840;9.0;14.0;24.0;0.5;0.8;1.3
452;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2014;18330;;10.0;17.0;;0.6;0.9
453;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2015;17831;;5.0;8.0;;0.3;0.5
454;Gewichtspercentiel >= 85 (zwaarder);37 tot 41 weken;2016;17919;10.0;13.0;27.0;0.6;0.7;1.5
455;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2004;7238;;;7.0;;;0.9
456;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2005;6980;;8.0;10.0;;1.1;1.4
457;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2006;6581;8.0;9.0;11.0;1.2;1.4;1.7
458;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2007;6597;6.0;6.0;7.0;0.8;0.8;1.0
459;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2008;6523;;5.0;7.0;;0.8;1.1
460;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2009;6245;;5.0;10.0;;0.8;1.7
461;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2010;5795;;;8.0;;;1.4
462;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2011;5643;;;;;;
463;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2012;5093;;;5.0;;;1.0
464;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2013;4648;;;;;;
465;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2014;4833;;;5.0;;;1.1
466;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2015;4493;;;;;;
467;Gewichtspercentiel >= 85 (zwaarder);41 weken of meer;2016;4509;;;;;;
468;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2004;16947;79.0;114.0;160.0;4.7;6.7;9.5
469;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2005;16566;98.0;125.0;174.0;5.9;7.5;10.5
470;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2006;15873;62.0;88.0;120.0;3.9;5.5;7.6
471;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2007;15415;42.0;67.0;105.0;2.7;4.3;6.8
472;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2008;14578;46.0;68.0;105.0;3.1;4.7;7.2
473;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2009;14661;59.0;82.0;136.0;4.0;5.6;9.2
474;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2010;14350;57.0;75.0;104.0;4.0;5.2;7.2
475;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2011;13881;46.0;69.0;91.0;3.3;5.0;6.5
476;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2012;13402;33.0;44.0;80.0;2.4;3.3;6.0
477;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2013;13323;35.0;50.0;73.0;2.6;3.8;5.5
478;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2014;13442;45.0;74.0;113.0;3.4;5.5;8.4
479;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2015;13100;30.0;62.0;85.0;2.3;4.7;6.5
480;"Licht geboortegewicht; SGA < p10";Totaal zwangerschapsduur 25 wkn of meer;2016;13561;36.0;46.0;81.0;2.6;3.4;6.0
481;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2004;29;12.0;13.0;14.0;421.9;458.4;495.9
482;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2005;29;11.0;12.0;15.0;366.6;433.7;504.4
483;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2006;29;5.0;7.0;8.0;182.7;259.0;293.8
484;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2007;20;7.0;9.0;9.0;375.8;482.7;482.7
485;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2008;25;7.0;13.0;16.0;282.7;541.1;628.6
486;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2009;30;7.0;12.0;13.0;230.4;407.2;442.4
487;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2010;31;8.0;14.0;16.0;265.9;438.5;504.8
488;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2011;34;8.0;14.0;15.0;245.9;407.8;437.7
489;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2012;32;7.0;7.0;11.0;229.2;229.2;359.0
490;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2013;28;;7.0;13.0;;250.0;464.3
491;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2014;48;6.0;14.0;22.0;126.9;298.3;449.2
492;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2015;40;9.0;15.0;19.0;213.3;363.2;464.6
493;"Licht geboortegewicht; SGA < p10";25 tot 28 weken;2016;26;6.0;8.0;9.0;222.2;300.1;339.4
494;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2004;80;7.0;10.0;13.0;81.8;123.0;161.9
495;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2005;89;9.0;12.0;16.0;106.7;130.1;180.4
496;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2006;61;;;7.0;;;116.1
497;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2007;62;;5.0;11.0;;82.8;168.6
498;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2008;64;;;7.0;;;113.3
499;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2009;62;5.0;6.0;10.0;82.8;99.0;166.3
500;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2010;64;5.0;8.0;9.0;79.6;128.1;144.1
501;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2011;52;;5.0;7.0;;98.7;137.4
502;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2012;54;;;5.0;;;98.4
503;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2013;55;;;5.0;;;90.9
504;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2014;52;6.0;8.0;9.0;118.4;157.2;177.8
505;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2015;47;;9.0;11.0;;198.6;242.3
506;"Licht geboortegewicht; SGA < p10";28 tot 32 weken;2016;53;;5.0;8.0;;97.7;142.5
507;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2004;771;13.0;16.0;22.0;17.3;20.1;28.4
508;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2005;797;25.0;29.0;33.0;31.0;36.6;41.8
509;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2006;776;12.0;19.0;27.0;16.0;24.0;34.5
510;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2007;717;15.0;17.0;22.0;21.4;24.3;30.2
511;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2008;677;9.0;10.0;17.0;13.8;15.4;24.7
512;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2009;725;10.0;14.0;20.0;13.9;19.5;27.9
513;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2010;725;16.0;17.0;21.0;21.5;22.9;28.6
514;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2011;647;10.0;11.0;18.0;14.8;16.4;27.4
515;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2012;626;5.0;8.0;15.0;8.6;13.5;23.5
516;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2013;600;5.0;6.0;12.0;8.3;10.0;20.0
517;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2014;632;8.0;8.0;12.0;12.3;12.3;18.7
518;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2015;569;6.0;11.0;14.0;10.0;18.9;24.3
519;"Licht geboortegewicht; SGA < p10";32 tot 37 weken;2016;608;5.0;7.0;12.0;7.8;11.5;20.3
520;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2004;12069;39.0;58.0;84.0;3.2;4.8;6.9
521;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2005;11751;31.0;45.0;76.0;2.6;3.8;6.5
522;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2006;11310;26.0;39.0;54.0;2.3;3.5;4.8
523;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2007;11080;16.0;31.0;55.0;1.5;2.8;4.9
524;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2008;10632;17.0;26.0;44.0;1.6;2.5;4.2
525;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2009;10924;31.0;41.0;72.0;2.8;3.8;6.6
526;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2010;10823;22.0;29.0;48.0;2.0;2.7;4.4
527;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2011;10510;21.0;33.0;42.0;2.0;3.1;4.0
528;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2012;10296;16.0;22.0;42.0;1.5;2.1;4.1
529;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2013;10362;23.0;31.0;40.0;2.2;3.0;3.9
530;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2014;10532;22.0;38.0;61.0;2.1;3.6;5.8
531;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2015;10272;9.0;21.0;33.0;0.8;2.0;3.2
532;"Licht geboortegewicht; SGA < p10";37 tot 41 weken;2016;10533;15.0;19.0;42.0;1.5;1.8;3.9
533;"Licht geboortegewicht; SGA < p10";41 weken of meer;2004;3999;9.0;18.0;28.0;2.2;4.4;6.9
534;"Licht geboortegewicht; SGA < p10";41 weken of meer;2005;3900;22.0;27.0;34.0;5.7;6.8;8.7
535;"Licht geboortegewicht; SGA < p10";41 weken of meer;2006;3697;14.0;18.0;24.0;3.8;4.9;6.5
536;"Licht geboortegewicht; SGA < p10";41 weken of meer;2007;3536;;;8.0;;;2.3
537;"Licht geboortegewicht; SGA < p10";41 weken of meer;2008;3180;11.0;14.0;21.0;3.3;4.3;6.6
538;"Licht geboortegewicht; SGA < p10";41 weken of meer;2009;2921;6.0;8.0;20.0;2.2;2.9;6.7
539;"Licht geboortegewicht; SGA < p10";41 weken of meer;2010;2707;6.0;7.0;10.0;2.3;2.7;3.8
540;"Licht geboortegewicht; SGA < p10";41 weken of meer;2011;2639;;7.0;9.0;;2.6;3.3
541;"Licht geboortegewicht; SGA < p10";41 weken of meer;2012;2395;;;6.0;;;2.6
542;"Licht geboortegewicht; SGA < p10";41 weken of meer;2013;2279;;;;;;
543;"Licht geboortegewicht; SGA < p10";41 weken of meer;2014;2177;;5.0;10.0;;2.5;4.4
544;"Licht geboortegewicht; SGA < p10";41 weken of meer;2015;2172;6.0;7.0;8.0;2.6;3.1;3.6
545;"Licht geboortegewicht; SGA < p10";41 weken of meer;2016;2341;6.0;7.0;11.0;2.4;2.8;4.5
546;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2004;169455;247.0;345.0;479.0;1.5;2.0;2.8
547;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2005;163443;236.0;328.0;478.0;1.4;2.0;2.9
548;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2006;161894;229.0;333.0;474.0;1.4;2.1;2.9
549;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2007;158936;215.0;307.0;416.0;1.4;1.9;2.6
550;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2008;162767;168.0;246.0;353.0;1.0;1.5;2.2
551;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2009;162837;159.0;238.0;377.0;1.0;1.5;2.3
552;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2010;162818;163.0;247.0;374.0;1.0;1.5;2.3
553;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2011;159377;168.0;230.0;351.0;1.1;1.4;2.2
554;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2012;155657;141.0;204.0;337.0;0.9;1.3;2.2
555;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2013;151357;153.0;218.0;313.0;1.0;1.4;2.1
556;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2014;155247;147.0;211.0;317.0;0.9;1.4;2.0
557;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2015;151486;128.0;190.0;274.0;0.8;1.3;1.8
558;"Geen licht geboortegewicht; SGA >=p10";Totaal zwangerschapsduur 25 wkn of meer;2016;152744;145.0;205.0;313.0;0.9;1.3;2.0
559;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2004;262;43.0;60.0;67.0;165.8;227.8;255.0
560;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2005;215;38.0;54.0;61.0;177.3;249.3;282.7
561;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2006;233;36.0;60.0;70.0;156.2;258.2;301.4
562;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2007;263;46.0;67.0;74.0;173.0;255.6;280.1
563;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2008;271;25.0;41.0;54.0;93.6;150.7;201.2
564;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2009;261;31.0;55.0;65.0;117.3;210.0;249.5
565;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2010;244;28.0;41.0;49.0;115.8;168.3;202.4
566;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2011;281;32.0;52.0;59.0;114.1;186.2;211.3
567;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2012;252;23.0;41.0;51.0;92.2;162.2;203.0
568;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2013;277;31.0;47.0;63.0;111.9;169.7;227.4
569;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2014;271;27.0;41.0;53.0;98.7;151.0;197.1
570;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2015;264;28.0;48.0;60.0;105.3;182.1;229.0
571;"Geen licht geboortegewicht; SGA >=p10";25 tot 28 weken;2016;267;21.0;27.0;35.0;77.8;101.1;132.5
572;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2004;816;40.0;51.0;60.0;49.4;62.6;73.6
573;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2005;855;34.0;56.0;66.0;39.7;65.4;77.5
574;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2006;832;33.0;48.0;52.0;40.1;57.5;62.4
575;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2007;838;40.0;53.0;64.0;47.2;63.1;76.9
576;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2008;841;18.0;31.0;39.0;21.3;37.3;46.3
577;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2009;850;26.0;37.0;50.0;30.8;43.4;59.0
578;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2010;807;25.0;40.0;48.0;30.6;49.0;59.2
579;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2011;776;16.0;23.0;32.0;20.2;29.8;41.6
580;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2012;763;25.0;32.0;47.0;32.2;41.6;62.0
581;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2013;800;32.0;43.0;46.0;40.0;53.8;57.5
582;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2014;798;22.0;34.0;42.0;27.8;42.1;52.7
583;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2015;740;21.0;28.0;31.0;28.8;38.3;42.4
584;"Geen licht geboortegewicht; SGA >=p10";28 tot 32 weken;2016;823;20.0;32.0;39.0;23.8;38.7;47.7
585;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2004;7975;56.0;64.0;84.0;7.0;8.0;10.6
586;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2005;7698;62.0;76.0;101.0;8.0;9.9;13.1
587;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2006;7633;48.0;69.0;93.0;6.3;9.1;12.1
588;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2007;7552;34.0;54.0;65.0;4.5;7.1;8.7
589;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2008;7807;41.0;47.0;58.0;5.2;6.0;7.5
590;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2009;7921;37.0;48.0;68.0;4.7;6.1;8.6
591;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2010;7980;43.0;53.0;70.0;5.4;6.6;8.8
592;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2011;7438;43.0;51.0;68.0;5.7;6.9;9.2
593;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2012;7260;32.0;43.0;61.0;4.4;6.0;8.4
594;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2013;7138;34.0;44.0;52.0;4.8;6.2;7.3
595;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2014;7203;42.0;49.0;61.0;5.9;6.7;8.4
596;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2015;6789;30.0;36.0;47.0;4.4;5.3;7.0
597;"Geen licht geboortegewicht; SGA >=p10";32 tot 37 weken;2016;6682;38.0;41.0;61.0;5.7;6.2;9.2
598;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2004;120914;73.0;119.0;202.0;0.6;1.0;1.7
599;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2005;115440;75.0;101.0;182.0;0.7;0.9;1.6
600;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2006;115560;80.0;115.0;204.0;0.7;1.0;1.8
601;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2007;114343;71.0;103.0;166.0;0.6;0.9;1.5
602;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2008;118614;66.0;97.0;155.0;0.6;0.8;1.3
603;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2009;119968;56.0;80.0;152.0;0.5;0.7;1.3
604;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2010;121762;56.0;96.0;179.0;0.5;0.8;1.5
605;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2011;119528;65.0;85.0;157.0;0.5;0.7;1.3
606;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2012;118079;48.0;73.0;146.0;0.4;0.6;1.2
607;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2013;115282;46.0;71.0;129.0;0.4;0.6;1.1
608;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2014;118399;42.0;71.0;135.0;0.4;0.6;1.1
609;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2015;116558;42.0;67.0;114.0;0.4;0.6;1.0
610;"Geen licht geboortegewicht; SGA >=p10";37 tot 41 weken;2016;117002;54.0;89.0;148.0;0.5;0.8;1.3
611;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2004;39488;34.0;51.0;65.0;0.9;1.3;1.7
612;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2005;39236;27.0;41.0;69.0;0.7;1.0;1.7
613;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2006;37636;31.0;40.0;55.0;0.8;1.1;1.5
614;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2007;35940;25.0;30.0;47.0;0.7;0.8;1.3
615;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2008;35235;18.0;30.0;46.0;0.5;0.9;1.3
616;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2009;33837;9.0;18.0;42.0;0.3;0.5;1.2
617;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2010;32025;10.0;18.0;28.0;0.3;0.6;0.9
618;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2011;31353;13.0;18.0;34.0;0.4;0.6;1.1
619;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2012;29303;13.0;16.0;31.0;0.4;0.5;1.1
620;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2013;27861;10.0;14.0;23.0;0.4;0.5;0.8
621;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2014;28575;13.0;17.0;26.0;0.5;0.6;0.9
622;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2015;27135;7.0;11.0;21.0;0.3;0.4;0.8
623;"Geen licht geboortegewicht; SGA >=p10";41 weken of meer;2016;27971;13.0;16.0;28.0;0.5;0.6;1.0
