ID;GewichtspercentielBijZwangerschapsduur;Zwangerschapsduur;Perioden;Levendgeborenen_1;Overleden1eWeek_2;NeonataleSterfte_3;Zuigelingensterfte_4;Overleden1eWeek1000Levendgeborenen_5;NeonataleSterfte1000Levendgeborenen_6;Zuigelingensterfte1000Levendgeborenen_7
63;Totaal gewichtspercentielen;37 tot 41 weken;2015;126830;50.0;88.0;147.0;0.4;0.7;1.2
64;Totaal gewichtspercentielen;37 tot 41 weken;2016;127535;69.0;108.0;190.0;0.5;0.8;1.5
65;Totaal gewichtspercentielen;41 weken of meer;2004;43486;43.0;69.0;93.0;1.0;1.6;2.1
66;Totaal gewichtspercentielen;41 weken of meer;2005;43136;49.0;68.0;103.0;1.1;1.6;2.4
67;Totaal gewichtspercentielen;41 weken of meer;2006;41333;45.0;59.0;79.0;1.1;1.4;1.9
68;Totaal gewichtspercentielen;41 weken of meer;2007;39476;26.0;34.0;55.0;0.7;0.9;1.4
69;Totaal gewichtspercentielen;41 weken of meer;2008;38414;28.0;44.0;67.0;0.7;1.1;1.7
70;Totaal gewichtspercentielen;41 weken of meer;2009;36757;16.0;27.0;62.0;0.4;0.7;1.7
71;Totaal gewichtspercentielen;41 weken of meer;2010;34732;17.0;25.0;38.0;0.5;0.7;1.1
72;Totaal gewichtspercentielen;41 weken of meer;2011;33992;17.0;25.0;42.0;0.5;0.7;1.2
73;Totaal gewichtspercentielen;41 weken of meer;2012;31698;14.0;18.0;38.0;0.4;0.6;1.2
74;Totaal gewichtspercentielen;41 weken of meer;2013;30140;11.0;15.0;26.0;0.4;0.5;0.9
75;Totaal gewichtspercentielen;41 weken of meer;2014;30753;17.0;22.0;35.0;0.5;0.7;1.2
76;Totaal gewichtspercentielen;41 weken of meer;2015;29307;13.0;18.0;29.0;0.4;0.6;1.0
77;Totaal gewichtspercentielen;41 weken of meer;2016;30312;19.0;23.0;39.0;0.6;0.7;1.3
78;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2004;25124;96.0;142.0;195.0;3.8;5.7;7.8
79;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2005;24476;120.0;156.0;212.0;4.9;6.4;8.7
80;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2006;23904;84.0;115.0;159.0;3.5;4.8;6.6
81;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2007;23048;63.0;97.0;143.0;2.7;4.2;6.2
82;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2008;22270;52.0;81.0;124.0;2.3;3.6;5.6
83;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2009;22245;72.0;100.0;163.0;3.3;4.5;7.3
84;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2010;22012;73.0;96.0;136.0;3.3;4.4;6.2
85;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2011;21397;55.0;85.0;111.0;2.6;4.0;5.2
86;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2012;20739;35.0;52.0;94.0;1.7;2.5;4.6
87;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2013;20672;42.0;60.0;95.0;2.0;2.9;4.6
88;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2014;20922;57.0;87.0;133.0;2.7;4.2;6.3
89;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2015;20508;38.0;76.0;106.0;1.9;3.7;5.2
90;Gewichtspercentiel < 15 (lichter);Totaal zwangerschapsduur 25 wkn of meer;2016;20877;42.0;58.0;98.0;2.0;2.8;4.7
91;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2004;40;13.0;16.0;17.0;329.4;407.4;434.2
92;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2005;38;12.0;14.0;17.0;303.2;353.6;433.3
93;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2006;38;8.0;12.0;13.0;219.9;305.6;331.9
94;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2007;32;9.0;14.0;14.0;294.4;425.7;425.7
95;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2008;41;8.0;15.0;19.0;194.8;375.7;453.7
96;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2009;45;10.0;16.0;17.0;221.2;360.0;383.2
97;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2010;42;10.0;16.0;19.0;244.1;370.6;443.7
98;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2011;50;9.0;17.0;18.0;189.7;346.4;367.0
99;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2012;44;7.0;10.0;16.0;165.5;236.3;352.8
100;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2013;41;;8.0;17.0;;195.1;414.6
101;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2014;56;7.0;15.0;23.0;126.2;272.8;401.8
102;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2015;56;11.0;18.0;24.0;197.6;323.0;432.2
103;Gewichtspercentiel < 15 (lichter);25 tot 28 weken;2016;32;6.0;8.0;9.0;180.0;243.1;274.9
104;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2004;123;10.0;14.0;20.0;79.4;115.8;159.5
105;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2005;144;14.0;17.0;22.0;95.4;116.8;154.7
106;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2006;96;8.0;9.0;12.0;87.1;97.9;129.4
107;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2007;108;5.0;10.0;17.0;48.2;96.0;155.0
108;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2008;101;;;8.0;;;83.0
109;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2009;98;5.0;6.0;13.0;52.6;63.0;137.3
110;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2010;96;7.0;11.0;12.0;74.6;118.2;128.9
111;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2011;88;;9.0;12.0;;107.7;142.5
112;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2012;75;;6.0;8.0;;83.9;111.5
113;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2013;81;;;5.0;;;61.7
114;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2014;80;8.0;10.0;12.0;102.6;128.0;154.1
115;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2015;80;;12.0;14.0;;144.3;170.1
116;Gewichtspercentiel < 15 (lichter);28 tot 32 weken;2016;74;;6.0;10.0;;84.2;130.3
117;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2004;1123;18.0;20.0;26.0;15.8;17.7;23.4
118;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2005;1115;27.0;35.0;39.0;24.3;31.0;34.8
119;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2006;1104;17.0;23.0;32.0;15.1;20.7;29.0
120;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2007;1008;20.0;23.0;28.0;20.2;23.3;27.5
121;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2008;990;13.0;15.0;21.0;12.9;14.9;21.3
122;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2009;1020;12.0;19.0;25.0;12.1;18.2;24.1
123;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2010;1058;19.0;20.0;28.0;17.7;18.7;26.4
124;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2011;949;11.0;13.0;22.0;11.3;13.5;23.2
125;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2012;924;6.0;11.0;17.0;7.0;11.4;18.1
126;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2013;880;8.0;10.0;17.0;9.1;11.4;19.3
127;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2014;933;9.0;9.0;13.0;9.6;9.6;13.9
128;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2015;842;7.0;13.0;16.0;8.2;15.4;19.0
129;Gewichtspercentiel < 15 (lichter);32 tot 37 weken;2016;895;7.0;9.0;16.0;7.8;10.3;17.4
130;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2004;17875;42.0;68.0;98.0;2.4;3.8;5.5
131;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2005;17340;41.0;59.0;92.0;2.4;3.4;5.3
132;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2006;17119;33.0;50.0;72.0;1.9;2.9;4.2
133;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2007;16687;26.0;45.0;75.0;1.5;2.7;4.5
134;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2008;16235;19.0;31.0;54.0;1.2;1.9;3.3
135;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2009;16589;38.0;49.0;85.0;2.3;3.0;5.1
136;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2010;16586;30.0;40.0;65.0;1.8;2.4;3.9
137;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2011;16227;26.0;39.0;49.0;1.6;2.4;3.0
138;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2012;16017;17.0;23.0;47.0;1.0;1.4;3.0
139;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2013;16062;26.0;37.0;52.0;1.6;2.3;3.2
140;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2014;16314;27.0;45.0;73.0;1.7;2.8;4.5
141;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2015;16092;12.0;26.0;43.0;0.8;1.6;2.7
142;Gewichtspercentiel < 15 (lichter);37 tot 41 weken;2016;16292;19.0;29.0;54.0;1.2;1.8;3.3
143;Gewichtspercentiel < 15 (lichter);41 weken of meer;2004;5964;13.0;23.0;35.0;2.2;3.9;5.8
144;Gewichtspercentiel < 15 (lichter);41 weken of meer;2005;5838;26.0;32.0;42.0;4.5;5.5;7.3
145;Gewichtspercentiel < 15 (lichter);41 weken of meer;2006;5548;17.0;21.0;29.0;3.1;3.8;5.2
146;Gewichtspercentiel < 15 (lichter);41 weken of meer;2007;5213;;5.0;10.0;;1.0;2.0
147;Gewichtspercentiel < 15 (lichter);41 weken of meer;2008;4903;11.0;15.0;22.0;2.2;3.0;4.5
148;Gewichtspercentiel < 15 (lichter);41 weken of meer;2009;4494;7.0;10.0;23.0;1.6;2.3;5.1
149;Gewichtspercentiel < 15 (lichter);41 weken of meer;2010;4230;7.0;9.0;12.0;1.7;2.2;2.9
150;Gewichtspercentiel < 15 (lichter);41 weken of meer;2011;4084;;7.0;10.0;;1.6;2.4
151;Gewichtspercentiel < 15 (lichter);41 weken of meer;2012;3678;;;6.0;;;1.7
152;Gewichtspercentiel < 15 (lichter);41 weken of meer;2013;3608;;;;;;
153;Gewichtspercentiel < 15 (lichter);41 weken of meer;2014;3539;5.0;7.0;12.0;1.5;2.1;3.3
154;Gewichtspercentiel < 15 (lichter);41 weken of meer;2015;3439;6.0;7.0;10.0;1.7;2.0;2.9
155;Gewichtspercentiel < 15 (lichter);41 weken of meer;2016;3583;6.0;7.0;11.0;1.6;1.8;3.0
156;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2004;34289;67.0;90.0;118.0;1.9;2.6;3.4
157;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2005;33292;51.0;72.0;119.0;1.5;2.2;3.6
158;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2006;33236;50.0;73.0;109.0;1.5;2.2;3.3
159;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2007;32118;52.0;68.0;106.0;1.6;2.1;3.3
160;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2008;32232;28.0;48.0;70.0;0.9;1.5;2.2
161;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2009;32415;34.0;49.0;88.0;1.1;1.5;2.7
162;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2010;32595;32.0;55.0;81.0;1.0;1.7;2.5
163;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2011;32302;35.0;51.0;92.0;1.1;1.6;2.9
164;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2012;31416;28.0;42.0;78.0;0.9;1.3;2.5
165;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2013;31341;29.0;47.0;71.0;0.9;1.5;2.3
166;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2014;32251;28.0;40.0;75.0;0.9;1.2;2.3
167;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2015;31413;14.0;27.0;40.0;0.4;0.9;1.3
168;Gewichtspercentiel 15-<35 (iets lichter);Totaal zwangerschapsduur 25 wkn of meer;2016;31870;21.0;34.0;69.0;0.7;1.1;2.2
169;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2004;35;9.0;12.0;13.0;244.8;334.3;362.8
170;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2005;17;;6.0;7.0;;352.1;411.2
171;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2006;38;6.0;7.0;8.0;164.1;190.7;217.3
172;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2007;34;6.0;9.0;9.0;183.0;275.0;275.0
173;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2008;31;6.0;8.0;9.0;184.5;251.5;283.4
174;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2009;37;;5.0;7.0;;145.6;201.1
175;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2010;34;;6.0;7.0;;189.9;219.3
176;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2011;36;;5.0;7.0;;145.9;203.2
177;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2012;32;;;;;;
178;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2013;42;5.0;8.0;11.0;119.0;190.5;261.9
179;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2014;35;;;8.0;;;239.7
180;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2015;29;;;;;;
181;Gewichtspercentiel 15-<35 (iets lichter);25 tot 28 weken;2016;27;;;5.0;;;188.0
182;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2004;140;12.0;15.0;17.0;82.2;105.4;122.5
183;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2005;147;;11.0;13.0;;71.5;85.7
184;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2006;169;;6.0;7.0;;36.5;42.8
185;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2007;136;6.0;9.0;12.0;44.6;67.1;90.5
186;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2008;148;;5.0;6.0;;34.5;41.9
187;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2009;142;;5.0;6.0;;32.1;39.2
188;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2010;126;;;7.0;;;57.2
189;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2011;124;;;;;;
190;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2012;147;;;13.0;;;86.1
191;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2013;125;5.0;9.0;9.0;40.0;72.0;72.0
192;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2014;122;;;5.0;;;42.7
193;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2015;135;;;;;;
194;Gewichtspercentiel 15-<35 (iets lichter);28 tot 32 weken;2016;111;;;;;;
195;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2004;1524;16.0;17.0;21.0;10.7;11.3;14.0
196;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2005;1477;15.0;17.0;24.0;10.1;11.5;16.4
197;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2006;1504;12.0;21.0;28.0;7.8;14.0;18.7
198;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2007;1448;10.0;15.0;23.0;7.1;10.7;15.8
199;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2008;1500;5.0;5.0;6.0;3.6;3.6;4.3
200;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2009;1476;11.0;13.0;18.0;7.6;9.0;12.4
201;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2010;1534;9.0;11.0;12.0;5.7;7.1;7.7
202;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2011;1401;8.0;13.0;21.0;5.9;8.9;14.7
203;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2012;1352;9.0;13.0;18.0;6.3;9.3;13.2
204;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2013;1480;7.0;10.0;13.0;4.7;6.8;8.8
205;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2014;1451;12.0;13.0;16.0;8.0;8.7;10.8
206;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2015;1294;;;;;;
207;Gewichtspercentiel 15-<35 (iets lichter);32 tot 37 weken;2016;1300;5.0;7.0;13.0;3.6;5.3;9.9
208;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2004;24765;25.0;37.0;55.0;1.0;1.5;2.2
209;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2005;23899;19.0;27.0;55.0;0.8;1.1;2.3
210;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2006;23994;18.0;27.0;51.0;0.8;1.1;2.1
211;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2007;23426;20.0;23.0;44.0;0.8;1.0;1.9
212;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2008;23763;11.0;22.0;38.0;0.5;0.9;1.6
213;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2009;24100;14.0;24.0;46.0;0.6;1.0;1.9
214;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2010;24781;16.0;31.0;51.0;0.6;1.2;2.0
215;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2011;24635;17.0;26.0;52.0;0.7;1.0;2.1
216;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2012;24208;12.0;19.0;36.0;0.5;0.8;1.5
217;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2013;24187;11.0;17.0;34.0;0.5;0.7;1.4
218;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2014;24898;9.0;18.0;43.0;0.4;0.7;1.7
219;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2015;24630;9.0;16.0;28.0;0.4;0.7;1.1
220;Gewichtspercentiel 15-<35 (iets lichter);37 tot 41 weken;2016;24753;12.0;19.0;36.0;0.5;0.8;1.5
221;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2004;7825;5.0;9.0;12.0;0.7;1.1;1.5
222;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2005;7751;10.0;12.0;20.0;1.3;1.5;2.6
223;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2006;7532;9.0;12.0;15.0;1.2;1.7;1.9
224;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2007;7075;9.0;12.0;17.0;1.3;1.6;2.4
