ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
3318;Akkerbouw/veeteeltcombinaties;Drenthe;2000;179;167;11;1197;184.0;144;40.0;153.0;112;40.0;31;1045;95;3;2;0;891;106;48;0;358;95;4;1;0;298;44;17;0;;989;99;;636;1;9;5;;;630;67;1633;660;95;629;319;5;46;20;583;62;299;32;263;9407;3196;1136;5075
3319;Akkerbouw/veeteeltcombinaties;Drenthe;2001;150;140;10;1030;157.0;122;35.0;129.0;94;35.0;28;901;87;11;2;0;679;168;54;0;311;89;10;2;0;253;38;19;0;;866;98;;559;2;8;4;;;555;66;1451;588;89;582;280;11;35;14;547;65;266;32;228;8375;2836;961;4579
3320;Akkerbouw/veeteeltcombinaties;Drenthe;2002;135;126;9;868;134.0;105;29.0;112.0;83;29.0;22;756;93;6;1;0;666;69;21;0;260;92;8;0;0;226;31;3;0;;799;99;;540;1;2;1;;;540;67;1403;567;93;663;308;7;19;7;644;80;302;37;208;8065;2764;1113;4188
3321;Akkerbouw/veeteeltcombinaties;Drenthe;2003;135;125;10;892;143.0;109;34.0;121.0;87;34.0;22;772;93;7;0;0;711;59;1;0;278;93;6;0;0;255;23;0;0;;746;99;;469;1;3;2;;;468;59;1369;555;95;610;281;5;12;6;598;76;276;35;207;7909;2688;1087;4134
3322;Akkerbouw/veeteeltcombinaties;Drenthe;2004;138;127;10;866;125.0;102;22.0;104.0;82;22.0;21;762;93;7;0;0;663;90;9;0;271;95;5;0;0;238;33;0;0;;750;99;;482;1;5;3;;;479;60;1411;568;98;667;304;2;20;9;647;81;295;37;206;8014;2905;1155;3954
3323;Akkerbouw/veeteeltcombinaties;Drenthe;2005;155;143;12;980;125.0;97;28.0;103.0;75;28.0;22;878;94;5;1;0;748;79;51;0;311;92;7;1;0;260;32;19;0;;757;98;;452;2;14;6;;;446;52;1491;602;96;644;303;4;36;15;609;72;288;34;207;8509;3060;1474;3976
3324;Akkerbouw/veeteeltcombinaties;Drenthe;2006;151;140;11;924;117.0;90;27.0;95.0;68;27.0;22;829;92;7;0;0;699;111;18;0;295;92;8;0;0;257;38;0;0;1465.0;779;96;650.0;474;4;15;6;636.0;77.0;468;57;1465;587;95;648;296;5;21;9;628;76;287;35;203;8279;3018;1230;4030
3325;Akkerbouw/veeteeltcombinaties;Drenthe;2007;141;131;10;828;106.0;81;25.0;89.0;64;25.0;17;739;90;9;2;0;639;80;21;0;265;90;10;0;0;228;38;0;0;1410.0;728;96;683.0;463;4;13;5;671.0;85.0;458;58;1410;558;96;683;299;4;18;7;666;84;292;37;196;7902;2807;1306;3789
3326;Akkerbouw/veeteeltcombinaties;Drenthe;2008;124;116;9;728;92.0;70;21.0;76.0;54;21.0;16;652;92;7;1;0;495;135;21;0;234;92;8;0;0;177;57;0;0;1250.0;634;97;610.0;389;3;12;5;598.0;85.0;385;55;1250;495;97;610;264;3;16;6;594;85;257;37;183;7030;2429;1253;3348
3327;Akkerbouw/veeteeltcombinaties;Drenthe;2009;124;116;8;693;89.0;68;22.0;76.0;54;22.0;14;617;96;4;1;0;554;45;19;0;220;96;4;0;0;195;25;0;0;1283.0;652;99;675.0;432;1;9;4;665.0;92.0;428;59;1283;508;99;675;293;1;13;5;661;91;287;40;171;7240;2441;1236;3563
3328;Akkerbouw/veeteeltcombinaties;Overijssel;1994;52;49;3;383;;44;;;35;;9;349;96;4;0;0;282;65;1;0;111;97;2;0;0;97;11;3;0;;848;100;;736;0;0;0;;;736;141;897;372;96;559;262;4;11;4;548;105;257;49;388;5229;1936;1946;1347
3329;Akkerbouw/veeteeltcombinaties;Overijssel;1995;55;52;3;405;;45;;;35;;11;370;95;4;1;0;255;94;21;0;112;98;2;0;0;95;16;0;0;;651;100;;540;0;0;0;;;540;104;887;372;95;537;256;5;21;7;517;100;249;48;376;5180;2033;1727;1420
3330;Akkerbouw/veeteeltcombinaties;Overijssel;1996;56;51;5;406;;46;;;34;;12;372;94;5;1;0;277;82;13;0;102;97;3;0;0;86;16;0;0;;622;100;;520;0;0;0;;;520;100;896;372;94;540;266;6;17;5;524;101;261;50;412;5204;1979;1849;1376
3331;Akkerbouw/veeteeltcombinaties;Overijssel;1997;61;56;5;444;;50;;;38;;13;406;96;4;0;0;314;85;8;0;115;98;2;0;0;103;13;0;0;;727;100;;611;0;0;0;;;611;101;1058;434;96;674;318;4;22;7;651;107;311;51;417;6081;2315;2053;1714
3332;Akkerbouw/veeteeltcombinaties;Overijssel;1998;55;50;5;381;;38;;;29;;10;352;94;4;1;0;267;68;17;0;106;98;2;0;0;89;13;3;0;;612;99;;507;1;1;0;;;506;92;985;399;95;652;294;5;19;6;633;115;288;52;379;5507;2275;1548;1684
3333;Akkerbouw/veeteeltcombinaties;Overijssel;1999;62;56;6;414;67.0;56;11.0;56.0;46;11.0;10;357;96;4;0;0;291;65;1;0;126;96;3;0;0;98;28;0;0;;549;100;;424;0;0;0;;;424;86;856;357;97;513;238;3;18;8;495;100;230;46;357;4949;1992;1623;1334
3334;Akkerbouw/veeteeltcombinaties;Overijssel;2000;77;69;7;497;78.0;64;13.0;64.0;51;13.0;14;433;92;6;1;0;366;56;11;0;151;95;5;1;0;119;28;3;0;;586;99;;436;1;1;1;;;435;79;964;397;93;538;249;7;14;6;523;95;243;44;365;5533;2159;1413;1962
3335;Akkerbouw/veeteeltcombinaties;Overijssel;2001;63;54;9;418;67.0;54;12.0;55.0;43;12.0;12;363;94;6;1;0;297;60;7;0;128;95;5;0;0;109;18;2;0;;527;100;;399;0;1;1;;;399;78;883;360;95;523;231;5;7;3;516;101;228;45;347;5089;1836;1453;1801
3336;Akkerbouw/veeteeltcombinaties;Overijssel;2002;59;53;6;375;62.0;53;9.0;54.0;44;9.0;9;321;95;5;0;0;270;51;0;0;117;94;6;0;0;93;23;0;0;;464;100;;347;0;0;0;;;347;74;802;330;94;483;213;6;7;3;476;102;210;45;316;4671;1653;1564;1455
3337;Akkerbouw/veeteeltcombinaties;Overijssel;2003;75;64;11;493;80.0;67;14.0;67.0;53;14.0;14;426;88;10;1;0;301;120;4;0;157;89;11;0;0;112;44;1;0;;503;99;;347;1;1;1;;;346;65;954;388;92;539;234;8;15;6;524;98;227;43;353;5346;2236;1636;1474
3338;Akkerbouw/veeteeltcombinaties;Overijssel;2004;77;66;11;457;64.0;55;8.0;51.0;43;8.0;13;407;93;7;0;0;333;69;5;0;146;93;8;0;0;117;29;0;0;;516;100;;370;0;0;0;;;370;68;995;399;96;595;255;4;8;3;587;107;252;46;360;5468;2377;1618;1473
3339;Akkerbouw/veeteeltcombinaties;Overijssel;2005;85;74;11;497;67.0;47;20.0;53.0;33;20.0;13;444;90;9;1;0;354;67;22;0;159;90;10;0;0;119;40;0;0;;495;99;;336;1;2;1;;;336;61;1005;400;96;571;244;4;10;4;561;101;240;44;335;5525;2295;2046;1184
3340;Akkerbouw/veeteeltcombinaties;Overijssel;2006;80;72;8;486;65.0;47;17.0;52.0;34;17.0;13;435;93;7;1;0;344;83;8;0;160;91;9;0;0;112;48;0;0;1022.0;533;96;593.0;369;4;6;2;587.0;104.0;367;65;1022;403;95;592;246;5;8;4;584;104;242;43;320;5638;2161;2063;1414
3341;Akkerbouw/veeteeltcombinaties;Overijssel;2007;57;51;6;354;47.0;34;13.0;38.0;25;13.0;9;316;93;6;1;0;239;71;5;0;115;94;6;0;0;91;23;1;0;856.0;436;98;548.0;320;2;8;3;540.0;115.0;317;67;856;335;97;548;223;3;8;3;540;114;220;47;267;4715;1750;1720;1244
3342;Akkerbouw/veeteeltcombinaties;Overijssel;2008;61;55;7;376;49.0;36;13.0;40.0;27;13.0;9;336;97;3;0;0;301;31;3;0;120;97;3;0;0;107;13;0;0;911.0;455;99;576.0;333;1;1;0;575.0;115.0;333;66;911;358;98;576;238;2;1;0;575;115;237;47;287;5012;1917;1995;1100
3343;Akkerbouw/veeteeltcombinaties;Overijssel;2009;59;54;5;346;47.0;34;13.0;39.0;26;13.0;8;307;94;5;1;0;268;31;8;0;110;94;6;0;0;96;14;0;0;860.0;437;99;555.0;327;1;2;1;552.0;114.0;326;67;860;342;99;555;233;1;2;1;552;114;232;48;278;4836;1737;1850;1249
3344;Akkerbouw/veeteeltcombinaties;Flevoland;1994;62;59;3;428;;48;;;35;;12;393;47;34;19;0;124;166;102;0;121;60;37;3;0;54;60;7;0;;348;98;;227;2;1;1;;;227;102;380;160;45;62;40;55;77;25;-15;-7;15;7;62;2222;880;165;1178
3345;Akkerbouw/veeteeltcombinaties;Flevoland;1995;72;70;2;498;;55;;;41;;14;456;42;32;26;0;119;186;151;0;137;61;32;6;0;67;59;12;0;;306;97;;170;3;3;1;;;169;69;419;175;42;49;35;58;90;28;-41;-17;7;3;62;2428;974;162;1292
3346;Akkerbouw/veeteeltcombinaties;Flevoland;1996;75;72;3;530;;59;;;42;;17;487;47;23;31;0;180;115;192;0;131;68;27;5;0;73;45;13;0;;306;97;;176;3;5;1;;;175;68;442;181;45;58;50;55;105;30;-47;-18;20;8;62;2582;882;219;1480
3347;Akkerbouw/veeteeltcombinaties;Flevoland;1997;76;73;3;530;;58;;;41;;17;488;52;23;25;0;209;111;168;0;139;67;30;3;0;80;50;10;0;;339;98;;201;2;4;1;;;200;70;493;202;51;98;66;49;96;28;2;1;39;14;61;2846;1053;205;1587
3348;Akkerbouw/veeteeltcombinaties;Flevoland;1998;66;63;3;413;;41;;;29;;12;384;63;25;13;0;220;107;58;0;118;77;23;0;0;85;32;0;0;;320;100;;202;0;0;0;;;202;70;503;208;59;147;85;41;34;11;113;39;74;26;56;2881;1162;145;1574
3349;Akkerbouw/veeteeltcombinaties;Flevoland;1999;68;66;2;424;62.0;48;14.0;50.0;36;14.0;12;374;66;25;8;0;235;104;34;0;128;64;36;0;0;78;50;0;0;;308;100;;180;0;0;0;;;180;65;487;198;66;143;74;34;34;12;109;39;62;22;59;2785;1014;260;1511
3350;Akkerbouw/veeteeltcombinaties;Flevoland;2000;97;94;2;559;82.0;63;19.0;66.0;47;19.0;16;492;65;32;3;0;272;200;21;0;170;67;33;0;0;100;71;0;0;;392;100;;222;0;0;0;;;222;60;649;265;64;192;95;36;40;14;152;41;81;22;72;3708;1413;214;2081
3351;Akkerbouw/veeteeltcombinaties;Flevoland;2001;93;89;4;561;89.0;66;23.0;74.0;51;23.0;15;487;62;25;14;0;226;150;111;0;174;62;34;4;0;76;86;11;0;;349;89;;177;11;5;2;;;175;52;580;235;62;160;76;38;72;27;88;26;49;14;73;3380;1065;188;2127
3352;Akkerbouw/veeteeltcombinaties;Flevoland;2002;92;89;3;529;86.0;63;23.0;73.0;51;23.0;13;456;70;28;1;0;279;174;3;0;164;70;28;1;0;99;60;5;0;;348;97;;186;3;2;1;;;185;53;598;249;70;170;88;30;31;13;138;40;76;22;67;3502;1298;243;1962
3353;Akkerbouw/veeteeltcombinaties;Flevoland;2003;81;77;4;469;77.0;56;21.0;67.0;46;21.0;10;403;78;19;3;0;270;103;30;0;149;73;27;0;0;90;59;0;0;;318;97;;169;3;1;1;;;168;50;576;235;76;199;92;24;30;12;169;50;80;24;63;3365;1090;209;2066
3354;Akkerbouw/veeteeltcombinaties;Flevoland;2004;94;91;2;495;68.0;58;10.0;58.0;47;10.0;10;438;76;21;3;0;288;125;25;0;154;78;21;2;0;106;41;7;0;;334;98;;181;2;5;2;;;180;50;611;250;76;201;97;24;27;10;173;48;88;24;63;3580;1171;281;2127
3355;Akkerbouw/veeteeltcombinaties;Flevoland;2005;89;86;3;474;60.0;47;13.0;49.0;36;13.0;11;425;73;21;5;0;272;122;30;0;151;75;25;0;0;98;53;0;0;;295;95;;144;5;1;0;;;143;43;572;234;71;170;84;29;26;10;144;43;74;22;56;3318;1150;350;1818
3356;Akkerbouw/veeteeltcombinaties;Flevoland;2006;89;87;2;478;57.0;46;11.0;45.0;35;11.0;11;433;82;16;1;0;329;99;4;0;153;84;16;0;0;122;31;0;0;639.0;341;84;217.0;176;16;10;4;206.0;56.0;172;47;639;255;84;217;102;16;10;4;206;56;99;27;67;3656;1204;312;2140
3357;Akkerbouw/veeteeltcombinaties;Flevoland;2007;104;101;3;578;74.0;57;17.0;62.0;45;17.0;12;515;73;23;4;0;317;153;46;0;182;75;25;0;0;117;65;0;0;672.0;359;74;189.0;158;26;32;12;157.0;40.0;146;37;672;273;73;188;94;27;33;12;156;40;82;21;73;3924;1249;386;2290
3358;Akkerbouw/veeteeltcombinaties;Flevoland;2008;92;90;2;499;60.0;47;13.0;49.0;36;13.0;11;450;73;24;3;0;272;148;31;0;160;76;22;2;0;102;56;2;0;614.0;317;75;192.0;142;25;28;10;164.0;46.0;132;37;614;245;75;192;89;25;28;10;164;46;79;22;63;3539;1092;365;2082
3359;Akkerbouw/veeteeltcombinaties;Flevoland;2009;86;85;2;440;53.0;42;12.0;44.0;33;12.0;9;395;82;16;2;0;295;92;9;0;138;82;18;0;0;104;34;0;0;611.0;313;84;225.0;163;16;10;3;215.0;62.0;160;46;611;244;84;225;105;16;10;3;215;62;102;29;61;3463;1216;351;1896
3360;Akkerbouw/veeteeltcombinaties;Gelderland;1994;77;72;6;572;;64;;;48;;16;524;95;4;1;0;355;133;37;0;162;97;3;0;0;123;31;8;0;;1172;100;;1010;0;0;0;;;1010;141;1235;515;95;746;355;5;37;13;710;99;342;48;582;7175;2815;2542;1817
3361;Akkerbouw/veeteeltcombinaties;Gelderland;1995;79;72;6;588;;64;;;46;;19;542;94;4;2;0;381;110;51;0;157;96;4;0;0;128;29;0;0;;978;100;;820;0;0;0;;;820;106;1332;559;94;825;396;6;36;10;789;102;386;50;552;7742;3153;2406;2183
3362;Akkerbouw/veeteeltcombinaties;Gelderland;1996;81;72;9;605;;66;;;46;;21;559;93;5;2;0;378;135;46;0;145;98;2;0;0;130;14;2;0;;919;100;;773;0;0;0;;;773;101;1321;554;95;798;396;5;37;10;761;100;386;51;569;7621;3220;2357;2044
3363;Akkerbouw/veeteeltcombinaties;Gelderland;1997;80;71;9;606;;69;;;49;;19;557;92;6;2;0;345;167;45;0;155;97;3;0;0;119;31;4;0;;898;100;;744;0;2;1;;;743;99;1288;539;93;776;377;7;46;14;731;98;363;49;546;7489;2972;2427;2091
3364;Akkerbouw/veeteeltcombinaties;Gelderland;1998;86;76;9;600;;60;;;42;;18;558;93;5;2;0;396;115;48;0;167;96;3;1;0;133;20;13;0;;867;99;;702;1;4;2;;;700;90;1356;566;94;838;401;6;42;15;796;102;386;50;540;7784;3284;2239;2261
3365;Akkerbouw/veeteeltcombinaties;Gelderland;1999;71;61;10;483;74.0;61;14.0;60.0;46;14.0;15;423;95;4;1;0;341;71;11;0;144;96;4;0;0;122;22;0;0;;809;100;;665;0;0;0;;;665;92;1262;529;96;850;384;4;13;5;837;115;380;52;547;7256;3110;2352;1794
3366;Akkerbouw/veeteeltcombinaties;Gelderland;2000;85;73;12;564;88.0;74;15.0;71.0;57;15.0;17;493;91;6;2;0;353;93;47;0;170;93;6;1;0;121;41;9;0;;754;99;;587;1;7;3;;;583;82;1241;512;92;780;350;8;35;14;744;105;336;47;515;7113;2831;1782;2501
3367;Akkerbouw/veeteeltcombinaties;Gelderland;2001;78;67;11;524;79.0;65;14.0;63.0;49;14.0;17;462;93;5;2;0;360;83;19;0;158;94;5;1;0;128;28;2;0;;701;99;;544;1;1;0;;;543;81;1180;486;94;734;329;6;18;7;716;106;323;48;462;6742;2731;1549;2462
3368;Akkerbouw/veeteeltcombinaties;Gelderland;2002;77;66;11;519;80.0;65;15.0;63.0;48;15.0;17;456;94;5;2;0;364;73;19;0;155;95;4;1;0;129;24;3;0;;706;99;;551;1;1;1;;;550;78;1240;509;95;796;354;5;12;4;784;111;350;49;451;7068;2843;1658;2567
3369;Akkerbouw/veeteeltcombinaties;Gelderland;2003;105;89;16;711;115.0;93;22.0;93.0;71;22.0;22;618;89;10;2;0;477;123;18;0;227;91;8;1;0;174;43;11;0;;760;98;;540;2;8;8;;;533;66;1445;585;92;842;365;8;20;13;821;102;352;44;510;8071;3364;2078;2629
3370;Akkerbouw/veeteeltcombinaties;Gelderland;2004;118;100;18;717;102.0;89;14.0;81.0;67;14.0;21;636;91;8;0;0;481;153;2;0;230;91;9;0;0;169;61;0;0;;780;100;;551;0;2;1;;;550;67;1504;607;95;878;377;5;12;5;866;105;372;45;485;8256;3706;2053;2497
3371;Akkerbouw/veeteeltcombinaties;Gelderland;2005;108;92;16;650;93.0;65;28.0;74.0;46;28.0;19;576;92;7;1;0;458;107;11;0;211;92;8;0;0;167;42;2;0;;709;98;;500;2;5;2;;;498;63;1408;576;95;847;371;5;18;8;829;105;363;46;465;7902;3393;2051;2458
3372;Akkerbouw/veeteeltcombinaties;Gelderland;2006;102;88;14;607;85.0;59;26.0;67.0;41;26.0;18;540;93;6;0;0;454;83;3;0;198;92;8;0;0;159;40;0;0;1373.0;729;97;838.0;527;3;5;2;833.0;109.0;525;69;1373;554;97;837;357;3;5;2;832;109;354;46;439;7639;3178;2059;2402
3373;Akkerbouw/veeteeltcombinaties;Gelderland;2007;114;99;16;685;95.0;67;28.0;76.0;48;28.0;19;609;92;7;1;0;484;102;24;0;223;90;10;0;0;165;56;2;0;1431.0;735;97;831.0;511;3;10;4;821.0;104.0;507;64;1431;569;97;831;350;3;10;4;821;104;346;44;423;7893;3196;2359;2338
3374;Akkerbouw/veeteeltcombinaties;Gelderland;2008;97;85;12;579;81.0;57;25.0;65.0;41;25.0;16;513;94;5;1;0;427;77;9;0;185;94;6;0;0;153;32;0;0;1283.0;651;98;774.0;464;2;5;2;769.0;108.0;462;65;1283;514;98;773;330;2;5;2;768;107;328;46;409;7153;2834;2088;2230
3375;Akkerbouw/veeteeltcombinaties;Gelderland;2009;90;78;12;527;72.0;50;22.0;57.0;35;22.0;15;470;94;5;1;0;392;74;4;0;167;95;5;0;0;141;26;0;0;1352.0;681;98;887.0;511;2;5;2;883.0;119.0;510;69;1352;544;98;887;377;2;5;2;883;119;375;50;398;7440;3251;2075;2113
3376;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);1994;4;4;0;35;;4;;;3;;1;32;98;2;0;0;27;5;0;0;10;98;2;0;0;8;1;0;0;;110;100;;101;0;0;0;;;101;151;114;48;98;83;39;2;1;1;82;123;38;57;42;667;281;241;145
3377;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);1995;3;3;0;25;;3;;;2;;1;23;100;0;0;0;23;0;0;0;7;100;0;0;0;7;0;0;0;;71;100;;65;0;0;0;;;65;115;97;41;100;74;34;0;0;0;74;130;34;61;40;565;229;238;98
3378;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);1996;6;6;1;50;;5;;;4;;2;47;98;2;0;0;43;3;0;0;12;100;0;0;0;12;0;0;0;;75;100;;64;0;0;0;;;64;102;111;46;100;64;34;0;0;0;64;103;34;55;44;622;279;198;145
3379;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);1997;8;8;1;69;;8;;;6;;2;63;93;5;2;0;22;38;3;0;17;95;5;0;0;11;6;0;0;;80;100;;63;0;0;0;;;63;94;115;48;93;59;29;7;7;2;52;78;26;40;43;669;266;256;146
3380;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);1998;11;10;1;83;;8;;;6;;2;76;93;5;2;0;50;14;12;0;23;98;2;0;0;19;4;0;0;;94;100;;71;0;0;0;;;71;84;144;61;93;72;37;7;5;1;67;80;35;42;43;845;337;210;298
3381;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);1999;9;8;1;63;10.0;8;2.0;8.0;6;2.0;2;55;98;0;2;0;46;0;9;0;19;96;2;2;0;11;5;3;0;;81;98;;63;2;2;1;;;62;85;126;52;98;76;35;2;5;2;71;97;33;45;45;734;279;240;215
3382;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2000;14;13;1;97;16.0;13;3.0;13.0;10;3.0;3;84;92;6;2;0;45;29;10;0;30;96;2;2;0;20;7;4;0;;101;98;;72;2;2;1;;;71;76;173;70;94;94;41;6;5;2;88;94;39;42;48;939;463;218;259
3383;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2001;7;6;1;54;9.0;6;3.0;8.0;5;3.0;2;46;92;8;0;0;32;14;0;0;16;97;3;0;0;15;1;0;0;;66;100;;50;0;0;0;;;50;79;111;46;95;65;30;5;2;1;64;100;29;45;37;638;259;193;186
3384;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2002;13;11;2;89;14.0;11;3.0;11.0;8;3.0;3;78;91;7;2;0;61;8;8;0;27;88;9;2;0;20;3;3;0;;91;98;;65;2;2;1;;;64;71;164;66;88;92;41;12;7;3;86;94;39;42;43;911;371;183;358
3385;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2003;14;12;3;108;18.0;14;4.0;15.0;11;4.0;4;94;89;6;4;0;62;22;10;0;35;87;13;0;0;21;14;0;0;;105;96;;71;4;1;1;;;70;62;213;85;91;121;51;9;4;2;117;105;49;44;47;1121;593;285;243
3386;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2004;13;11;2;84;12.0;10;2.0;9.0;7;2.0;3;75;100;0;0;0;75;0;0;0;28;100;0;0;0;28;0;0;0;;110;100;;83;0;0;0;;;83;71;219;86;100;144;58;0;0;0;144;123;58;50;56;1167;534;322;311
3387;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2005;14;12;2;93;13.0;9;4.0;10.0;6;4.0;3;83;86;9;5;0;46;24;13;0;29;91;7;2;0;21;6;3;0;;97;95;;68;5;2;1;;;67;63;203;81;89;124;52;11;5;2;119;113;50;47;44;1060;588;247;225
3388;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2006;11;10;1;70;9.0;6;3.0;7.0;4;3.0;2;63;88;12;0;0;57;5;0;0;22;91;9;0;0;21;1;0;0;161.0;84;88;99.0;61;12;1;0;98.0;113.0;61;70;161;64;88;99;42;12;1;0;98;113;41;48;43;872;391;222;260
3389;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2007;9;8;1;54;7.0;5;2.0;6.0;4;2.0;2;48;93;7;0;0;40;8;0;0;18;89;11;0;0;12;5;0;0;119.0;63;96;71.0;44;4;0;0;71.0;105.0;44;65;119;48;96;71;31;4;0;0;71;105;31;45;28;677;262;123;292
3390;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2008;13;10;2;76;10.0;7;3.0;8.0;5;3.0;2;68;84;16;0;0;48;20;0;0;24;84;16;0;0;17;7;0;0;152.0;76;95;86.0;50;5;2;1;84.0;101.0;50;60;152;60;95;86;36;5;2;1;84;101;35;42;37;832;329;324;179
3391;Akkerbouw/veeteeltcombinaties;Utrecht (provincie);2009;13;11;2;79;11.0;8;4.0;9.0;5;4.0;2;70;90;7;2;0;57;7;6;0;25;86;12;2;0;17;6;2;0;186.0;88;98;118.0;63;2;2;1;116.0;123.0;62;66;186;71;98;118;47;2;2;1;116;122;46;48;42;947;481;203;264
3392;Akkerbouw/veeteeltcombinaties;Noord-Holland;1994;44;41;2;351;;38;;;26;;12;325;67;26;7;0;133;133;59;0;93;86;11;3;0;55;32;6;0;;341;99;;248;1;0;0;;;248;117;370;156;70;93;58;30;49;15;44;21;43;20;70;2117;973;159;985
3393;Akkerbouw/veeteeltcombinaties;Noord-Holland;1995;41;39;2;326;;35;;;24;;11;303;72;22;5;0;150;129;24;0;85;88;12;0;0;59;27;0;0;;268;100;;183;0;0;0;;;183;87;369;154;76;97;59;24;31;9;66;31;51;24;58;2098;942;177;979
3394;Akkerbouw/veeteeltcombinaties;Noord-Holland;1996;43;40;3;342;;36;;;23;;13;320;69;22;9;0;190;91;39;0;78;95;5;0;0;70;9;0;0;;272;100;;193;0;0;0;;;193;87;399;166;78;109;78;22;29;7;80;36;71;32;74;2229;1061;125;1043
3395;Akkerbouw/veeteeltcombinaties;Noord-Holland;1997;45;41;4;375;;39;;;25;;15;350;66;22;12;0;140;116;94;0;88;86;13;1;0;62;26;0;0;;278;99;;190;1;0;0;;;190;83;409;169;70;106;67;30;47;12;59;26;55;24;76;2291;1050;179;1063
3396;Akkerbouw/veeteeltcombinaties;Noord-Holland;1998;43;38;5;349;;32;;;18;;14;331;61;28;11;0;139;134;58;0;89;85;15;0;0;61;28;0;0;;245;100;;156;0;0;0;;;156;72;393;165;69;100;63;31;38;10;63;29;53;24;74;2174;1140;148;886
3397;Akkerbouw/veeteeltcombinaties;Noord-Holland;1999;40;36;4;297;42.0;34;9.0;31.0;23;9.0;11;266;80;16;4;0;184;50;33;0;86;89;10;1;0;63;21;1;0;;243;99;;157;1;1;0;;;157;72;391;160;86;145;76;14;20;6;125;58;69;32;81;2170;1003;186;980
3398;Akkerbouw/veeteeltcombinaties;Noord-Holland;2000;43;39;4;321;45.0;36;9.0;32.0;23;9.0;13;288;75;25;0;0;174;114;0;0;92;83;17;0;0;65;27;0;0;;245;100;;153;0;0;0;;;153;68;425;174;87;152;78;13;15;5;137;61;74;33;77;2256;1285;113;858
3399;Akkerbouw/veeteeltcombinaties;Noord-Holland;2001;40;37;3;296;43.0;34;9.0;32.0;23;9.0;11;264;75;23;3;0;125;124;15;0;86;83;14;3;0;61;20;5;0;;218;97;;133;3;4;1;;;132;64;375;157;83;130;65;17;19;6;111;53;58;28;71;2075;1083;121;872
3400;Akkerbouw/veeteeltcombinaties;Noord-Holland;2002;59;55;4;402;59.0;47;12.0;46.0;33;12.0;13;356;84;11;4;0;238;62;57;0;118;85;12;2;0;79;29;10;0;;321;97;;205;3;6;2;;;203;64;569;237;88;253;129;12;41;14;213;67;115;36;89;3187;1525;205;1457
3401;Akkerbouw/veeteeltcombinaties;Noord-Holland;2003;63;58;6;451;64.0;51;13.0;46.0;33;13.0;18;405;77;18;4;1;248;102;44;11;133;80;18;2;0;85;40;9;0;;328;97;;198;3;12;4;;;194;56;654;266;88;282;140;12;33;11;249;71;130;37;95;3488;1884;190;1415
