ID;Vervoerwijze;GoederenindelingSITC;CaribischNederland;Perioden;TotaalInEnUitvoer_1;Invoer_2;Uitvoer_3
582;Luchtvaart;1 Dranken en tabak;Bonaire;2013;10;10;0
583;Luchtvaart;1 Dranken en tabak;Bonaire;2014;0;0;0
584;Luchtvaart;1 Dranken en tabak;Bonaire;2015;0;0;0
585;Luchtvaart;1 Dranken en tabak;Bonaire;2016;10;10;0
586;Luchtvaart;1 Dranken en tabak;Bonaire;2017;10;10;0
587;Luchtvaart;1 Dranken en tabak;Bonaire;2018;10;10;0
588;Luchtvaart;1 Dranken en tabak;Sint-Eustatius;2013;0;0;0
589;Luchtvaart;1 Dranken en tabak;Sint-Eustatius;2014;0;0;0
590;Luchtvaart;1 Dranken en tabak;Sint-Eustatius;2015;0;0;0
591;Luchtvaart;1 Dranken en tabak;Sint-Eustatius;2016;0;0;0
592;Luchtvaart;1 Dranken en tabak;Sint-Eustatius;2017;0;0;0
593;Luchtvaart;1 Dranken en tabak;Sint-Eustatius;2018;0;0;0
594;Luchtvaart;1 Dranken en tabak;Saba;2013;0;0;0
595;Luchtvaart;1 Dranken en tabak;Saba;2014;0;0;0
596;Luchtvaart;1 Dranken en tabak;Saba;2015;0;0;0
597;Luchtvaart;1 Dranken en tabak;Saba;2016;0;0;0
598;Luchtvaart;1 Dranken en tabak;Saba;2017;0;0;0
599;Luchtvaart;1 Dranken en tabak;Saba;2018;0;0;0
600;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Caribisch Nederland;2013;10;10;0
601;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Caribisch Nederland;2014;10;10;0
602;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Caribisch Nederland;2015;20;20;0
603;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Caribisch Nederland;2016;30;30;0
604;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Caribisch Nederland;2017;0;0;0
605;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Caribisch Nederland;2018;20;20;0
606;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Bonaire;2013;10;10;0
607;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Bonaire;2014;10;10;0
608;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Bonaire;2015;20;20;0
609;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Bonaire;2016;30;30;0
610;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Bonaire;2017;0;0;0
611;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Bonaire;2018;20;20;0
612;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Sint-Eustatius;2013;0;0;0
613;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Sint-Eustatius;2014;0;0;0
614;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Sint-Eustatius;2015;0;0;0
615;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Sint-Eustatius;2016;0;0;0
616;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Sint-Eustatius;2017;0;0;0
617;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Sint-Eustatius;2018;0;0;0
618;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Saba;2013;0;0;0
619;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Saba;2014;0;0;0
620;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Saba;2015;0;0;0
621;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Saba;2016;0;0;0
622;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Saba;2017;0;0;0
623;Luchtvaart;2 Grondstoffen, niet eetbaar, behalve...;Saba;2018;0;0;0
624;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Caribisch Nederland;2013;0;0;0
625;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Caribisch Nederland;2014;10;10;0
626;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Caribisch Nederland;2015;0;0;0
627;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Caribisch Nederland;2016;0;0;0
628;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Caribisch Nederland;2017;0;0;0
629;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Caribisch Nederland;2018;0;0;0
630;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Bonaire;2013;0;0;0
631;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Bonaire;2014;10;10;0
632;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Bonaire;2015;0;0;0
633;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Bonaire;2016;0;0;0
634;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Bonaire;2017;0;0;0
635;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Bonaire;2018;0;0;0
636;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Sint-Eustatius;2013;0;0;0
637;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Sint-Eustatius;2014;0;0;0
638;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Sint-Eustatius;2015;0;0;0
639;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Sint-Eustatius;2016;0;0;0
640;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Sint-Eustatius;2017;0;0;0
641;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Sint-Eustatius;2018;0;0;0
642;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Saba;2013;0;0;0
643;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Saba;2014;0;0;0
644;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Saba;2015;0;0;0
645;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Saba;2016;0;0;0
646;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Saba;2017;0;0;0
647;Luchtvaart;3 Minerale brandstoffen, smeermiddele...;Saba;2018;0;0;0
648;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Caribisch Nederland;2013;0;0;0
649;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Caribisch Nederland;2014;0;0;0
650;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Caribisch Nederland;2015;0;0;0
651;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Caribisch Nederland;2016;0;0;0
652;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Caribisch Nederland;2017;0;0;0
653;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Caribisch Nederland;2018;0;0;0
654;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Bonaire;2013;0;0;0
655;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Bonaire;2014;0;0;0
656;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Bonaire;2015;0;0;0
657;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Bonaire;2016;0;0;0
658;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Bonaire;2017;0;0;0
659;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Bonaire;2018;0;0;0
660;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Sint-Eustatius;2013;0;0;0
661;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Sint-Eustatius;2014;0;0;0
662;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Sint-Eustatius;2015;0;0;0
663;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Sint-Eustatius;2016;0;0;0
664;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Sint-Eustatius;2017;0;0;0
665;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Sint-Eustatius;2018;0;0;0
666;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Saba;2013;0;0;0
667;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Saba;2014;0;0;0
668;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Saba;2015;0;0;0
669;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Saba;2016;0;0;0
670;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Saba;2017;0;0;0
671;Luchtvaart;4 Dierlijke en plantaardige oliën en ...;Saba;2018;0;0;0
672;Luchtvaart;5 Chemische producten;Caribisch Nederland;2013;60;60;0
673;Luchtvaart;5 Chemische producten;Caribisch Nederland;2014;40;40;0
674;Luchtvaart;5 Chemische producten;Caribisch Nederland;2015;50;50;0
675;Luchtvaart;5 Chemische producten;Caribisch Nederland;2016;50;50;0
676;Luchtvaart;5 Chemische producten;Caribisch Nederland;2017;50;50;0
677;Luchtvaart;5 Chemische producten;Caribisch Nederland;2018;50;50;0
678;Luchtvaart;5 Chemische producten;Bonaire;2013;60;60;0
679;Luchtvaart;5 Chemische producten;Bonaire;2014;40;40;0
680;Luchtvaart;5 Chemische producten;Bonaire;2015;50;50;0
681;Luchtvaart;5 Chemische producten;Bonaire;2016;50;50;0
682;Luchtvaart;5 Chemische producten;Bonaire;2017;50;50;0
683;Luchtvaart;5 Chemische producten;Bonaire;2018;50;50;0
684;Luchtvaart;5 Chemische producten;Sint-Eustatius;2013;0;0;0
685;Luchtvaart;5 Chemische producten;Sint-Eustatius;2014;0;0;0
686;Luchtvaart;5 Chemische producten;Sint-Eustatius;2015;0;0;0
687;Luchtvaart;5 Chemische producten;Sint-Eustatius;2016;0;0;0
688;Luchtvaart;5 Chemische producten;Sint-Eustatius;2017;0;0;0
689;Luchtvaart;5 Chemische producten;Sint-Eustatius;2018;0;0;0
690;Luchtvaart;5 Chemische producten;Saba;2013;0;0;0
691;Luchtvaart;5 Chemische producten;Saba;2014;0;0;0
692;Luchtvaart;5 Chemische producten;Saba;2015;0;0;0
693;Luchtvaart;5 Chemische producten;Saba;2016;0;0;0
694;Luchtvaart;5 Chemische producten;Saba;2017;0;0;0
695;Luchtvaart;5 Chemische producten;Saba;2018;0;0;0
696;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Caribisch Nederland;2013;30;30;0
697;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Caribisch Nederland;2014;30;30;0
698;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Caribisch Nederland;2015;60;50;0
699;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Caribisch Nederland;2016;60;60;0
700;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Caribisch Nederland;2017;60;60;0
701;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Caribisch Nederland;2018;80;80;0
702;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Bonaire;2013;30;30;0
703;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Bonaire;2014;30;30;0
704;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Bonaire;2015;60;50;0
705;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Bonaire;2016;60;60;0
706;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Bonaire;2017;60;60;0
707;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Bonaire;2018;80;70;0
708;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Sint-Eustatius;2013;0;0;0
709;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Sint-Eustatius;2014;0;0;0
710;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Sint-Eustatius;2015;0;0;0
711;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Sint-Eustatius;2016;0;0;0
712;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Sint-Eustatius;2017;0;0;0
713;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Sint-Eustatius;2018;0;0;0
714;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Saba;2013;0;0;0
715;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Saba;2014;0;0;0
716;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Saba;2015;0;0;0
717;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Saba;2016;0;0;0
718;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Saba;2017;0;0;0
719;Luchtvaart;6 Fabrikaten, hoofdzakelijk gerangsch...;Saba;2018;0;0;0
720;Luchtvaart;7 Machines en vervoermaterieel;Caribisch Nederland;2013;80;60;20
721;Luchtvaart;7 Machines en vervoermaterieel;Caribisch Nederland;2014;50;50;0
722;Luchtvaart;7 Machines en vervoermaterieel;Caribisch Nederland;2015;80;70;10
723;Luchtvaart;7 Machines en vervoermaterieel;Caribisch Nederland;2016;90;90;0
724;Luchtvaart;7 Machines en vervoermaterieel;Caribisch Nederland;2017;110;110;0
725;Luchtvaart;7 Machines en vervoermaterieel;Caribisch Nederland;2018;90;90;0
726;Luchtvaart;7 Machines en vervoermaterieel;Bonaire;2013;80;60;20
727;Luchtvaart;7 Machines en vervoermaterieel;Bonaire;2014;50;50;0
728;Luchtvaart;7 Machines en vervoermaterieel;Bonaire;2015;80;70;10
729;Luchtvaart;7 Machines en vervoermaterieel;Bonaire;2016;90;90;0
730;Luchtvaart;7 Machines en vervoermaterieel;Bonaire;2017;110;100;0
731;Luchtvaart;7 Machines en vervoermaterieel;Bonaire;2018;90;90;0
732;Luchtvaart;7 Machines en vervoermaterieel;Sint-Eustatius;2013;0;0;0
733;Luchtvaart;7 Machines en vervoermaterieel;Sint-Eustatius;2014;0;0;0
734;Luchtvaart;7 Machines en vervoermaterieel;Sint-Eustatius;2015;0;0;0
735;Luchtvaart;7 Machines en vervoermaterieel;Sint-Eustatius;2016;0;0;0
736;Luchtvaart;7 Machines en vervoermaterieel;Sint-Eustatius;2017;0;0;0
737;Luchtvaart;7 Machines en vervoermaterieel;Sint-Eustatius;2018;0;0;0
738;Luchtvaart;7 Machines en vervoermaterieel;Saba;2013;0;0;0
739;Luchtvaart;7 Machines en vervoermaterieel;Saba;2014;0;0;0
740;Luchtvaart;7 Machines en vervoermaterieel;Saba;2015;0;0;0
741;Luchtvaart;7 Machines en vervoermaterieel;Saba;2016;0;0;0
742;Luchtvaart;7 Machines en vervoermaterieel;Saba;2017;0;0;0
743;Luchtvaart;7 Machines en vervoermaterieel;Saba;2018;0;0;0
744;Luchtvaart;8 Diverse gefabriceerde goederen;Caribisch Nederland;2013;60;60;0
745;Luchtvaart;8 Diverse gefabriceerde goederen;Caribisch Nederland;2014;50;50;0
746;Luchtvaart;8 Diverse gefabriceerde goederen;Caribisch Nederland;2015;80;70;0
747;Luchtvaart;8 Diverse gefabriceerde goederen;Caribisch Nederland;2016;90;90;0
748;Luchtvaart;8 Diverse gefabriceerde goederen;Caribisch Nederland;2017;100;100;0
749;Luchtvaart;8 Diverse gefabriceerde goederen;Caribisch Nederland;2018;140;130;0
750;Luchtvaart;8 Diverse gefabriceerde goederen;Bonaire;2013;60;60;0
751;Luchtvaart;8 Diverse gefabriceerde goederen;Bonaire;2014;50;50;0
752;Luchtvaart;8 Diverse gefabriceerde goederen;Bonaire;2015;80;70;0
753;Luchtvaart;8 Diverse gefabriceerde goederen;Bonaire;2016;90;90;0
754;Luchtvaart;8 Diverse gefabriceerde goederen;Bonaire;2017;100;100;0
755;Luchtvaart;8 Diverse gefabriceerde goederen;Bonaire;2018;140;130;0
756;Luchtvaart;8 Diverse gefabriceerde goederen;Sint-Eustatius;2013;0;0;0
757;Luchtvaart;8 Diverse gefabriceerde goederen;Sint-Eustatius;2014;0;0;0
758;Luchtvaart;8 Diverse gefabriceerde goederen;Sint-Eustatius;2015;0;0;0
759;Luchtvaart;8 Diverse gefabriceerde goederen;Sint-Eustatius;2016;0;0;0
760;Luchtvaart;8 Diverse gefabriceerde goederen;Sint-Eustatius;2017;0;0;0
761;Luchtvaart;8 Diverse gefabriceerde goederen;Sint-Eustatius;2018;0;0;0
762;Luchtvaart;8 Diverse gefabriceerde goederen;Saba;2013;0;0;0
763;Luchtvaart;8 Diverse gefabriceerde goederen;Saba;2014;0;0;0
764;Luchtvaart;8 Diverse gefabriceerde goederen;Saba;2015;0;0;0
765;Luchtvaart;8 Diverse gefabriceerde goederen;Saba;2016;0;0;0
766;Luchtvaart;8 Diverse gefabriceerde goederen;Saba;2017;0;0;0
767;Luchtvaart;8 Diverse gefabriceerde goederen;Saba;2018;0;0;0
768;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Caribisch Nederland;2013;220;210;0
769;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Caribisch Nederland;2014;160;150;0
770;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Caribisch Nederland;2015;80;70;0
771;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Caribisch Nederland;2016;50;50;0
772;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Caribisch Nederland;2017;40;30;0
773;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Caribisch Nederland;2018;40;40;0
774;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Bonaire;2013;140;140;0
775;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Bonaire;2014;100;90;0
776;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Bonaire;2015;0;0;0
777;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Bonaire;2016;0;0;0
778;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Bonaire;2017;0;0;0
779;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Bonaire;2018;0;0;0
780;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Sint-Eustatius;2013;40;30;0
781;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Sint-Eustatius;2014;40;40;0
782;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Sint-Eustatius;2015;70;60;0
783;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Sint-Eustatius;2016;40;40;0
784;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Sint-Eustatius;2017;20;20;0
785;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Sint-Eustatius;2018;30;30;0
786;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Saba;2013;40;40;0
787;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Saba;2014;20;20;0
788;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Saba;2015;10;10;0
789;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Saba;2016;10;10;0
790;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Saba;2017;10;10;0
791;Luchtvaart;9 Niet afzonderlijk genoemde goederen;Saba;2018;10;10;0
