ID;SBI93;Perioden;Vacaturegraad_1
168;D Industrie;1999 1e kwartaal;21
169;D Industrie;1999 2e kwartaal;26
170;D Industrie;1999 3e kwartaal;25
171;D Industrie;1999 4e kwartaal;27
172;D Industrie;2000 1e kwartaal;30
173;D Industrie;2000 2e kwartaal;34
174;D Industrie;2000 3e kwartaal;27
175;D Industrie;2000 4e kwartaal;28
176;D Industrie;2001 1e kwartaal;25
177;D Industrie;2001 2e kwartaal;26
178;D Industrie;2001 3e kwartaal;21
179;D Industrie;2001 4e kwartaal;19
180;D Industrie;2002 1e kwartaal;19
181;D Industrie;2002 2e kwartaal;18
182;D Industrie;2002 3e kwartaal;12
183;D Industrie;2002 4e kwartaal;13
184;D Industrie;2003 1e kwartaal;12
185;D Industrie;2003 2e kwartaal;11
186;D Industrie;2003 3e kwartaal;9
187;D Industrie;2003 4e kwartaal;11
188;D Industrie;2004 1e kwartaal;12
189;D Industrie;2004 2e kwartaal;12
190;D Industrie;2004 3e kwartaal;10
191;D Industrie;2004 4e kwartaal;12
192;D Industrie;2005 1e kwartaal;13
193;D Industrie;2005 2e kwartaal;15
194;D Industrie;2005 3e kwartaal;16
195;D Industrie;2005 4e kwartaal;17
196;D Industrie;2006 1e kwartaal;19
197;D Industrie;2006 2e kwartaal;23
198;D Industrie;2006 3e kwartaal;23
199;D Industrie;2006 4e kwartaal*;26
200;E Openbare voorzieningsbedrijven;1997 1e kwartaal;11
201;E Openbare voorzieningsbedrijven;1997 2e kwartaal;14
202;E Openbare voorzieningsbedrijven;1997 3e kwartaal;11
203;E Openbare voorzieningsbedrijven;1997 4e kwartaal;13
204;E Openbare voorzieningsbedrijven;1998 1e kwartaal;12
205;E Openbare voorzieningsbedrijven;1998 2e kwartaal;17
206;E Openbare voorzieningsbedrijven;1998 3e kwartaal;12
207;E Openbare voorzieningsbedrijven;1998 4e kwartaal;12
208;E Openbare voorzieningsbedrijven;1999 1e kwartaal;16
209;E Openbare voorzieningsbedrijven;1999 2e kwartaal;16
210;E Openbare voorzieningsbedrijven;1999 3e kwartaal;9
211;E Openbare voorzieningsbedrijven;1999 4e kwartaal;12
212;E Openbare voorzieningsbedrijven;2000 1e kwartaal;15
213;E Openbare voorzieningsbedrijven;2000 2e kwartaal;18
214;E Openbare voorzieningsbedrijven;2000 3e kwartaal;11
215;E Openbare voorzieningsbedrijven;2000 4e kwartaal;15
216;E Openbare voorzieningsbedrijven;2001 1e kwartaal;21
217;E Openbare voorzieningsbedrijven;2001 2e kwartaal;14
218;E Openbare voorzieningsbedrijven;2001 3e kwartaal;13
219;E Openbare voorzieningsbedrijven;2001 4e kwartaal;17
220;E Openbare voorzieningsbedrijven;2002 1e kwartaal;8
221;E Openbare voorzieningsbedrijven;2002 2e kwartaal;13
222;E Openbare voorzieningsbedrijven;2002 3e kwartaal;12
223;E Openbare voorzieningsbedrijven;2002 4e kwartaal;9
224;E Openbare voorzieningsbedrijven;2003 1e kwartaal;10
225;E Openbare voorzieningsbedrijven;2003 2e kwartaal;8
226;E Openbare voorzieningsbedrijven;2003 3e kwartaal;13
227;E Openbare voorzieningsbedrijven;2003 4e kwartaal;11
228;E Openbare voorzieningsbedrijven;2004 1e kwartaal;11
229;E Openbare voorzieningsbedrijven;2004 2e kwartaal;14
230;E Openbare voorzieningsbedrijven;2004 3e kwartaal;9
231;E Openbare voorzieningsbedrijven;2004 4e kwartaal;16
232;E Openbare voorzieningsbedrijven;2005 1e kwartaal;12
233;E Openbare voorzieningsbedrijven;2005 2e kwartaal;16
234;E Openbare voorzieningsbedrijven;2005 3e kwartaal;11
235;E Openbare voorzieningsbedrijven;2005 4e kwartaal;16
236;E Openbare voorzieningsbedrijven;2006 1e kwartaal;28
237;E Openbare voorzieningsbedrijven;2006 2e kwartaal;34
238;E Openbare voorzieningsbedrijven;2006 3e kwartaal;33
239;E Openbare voorzieningsbedrijven;2006 4e kwartaal*;40
240;F Bouwnijverheid;1997 1e kwartaal;17
241;F Bouwnijverheid;1997 2e kwartaal;22
242;F Bouwnijverheid;1997 3e kwartaal;16
243;F Bouwnijverheid;1997 4e kwartaal;20
244;F Bouwnijverheid;1998 1e kwartaal;22
245;F Bouwnijverheid;1998 2e kwartaal;26
246;F Bouwnijverheid;1998 3e kwartaal;21
247;F Bouwnijverheid;1998 4e kwartaal;25
248;F Bouwnijverheid;1999 1e kwartaal;32
249;F Bouwnijverheid;1999 2e kwartaal;45
250;F Bouwnijverheid;1999 3e kwartaal;36
251;F Bouwnijverheid;1999 4e kwartaal;36
252;F Bouwnijverheid;2000 1e kwartaal;53
253;F Bouwnijverheid;2000 2e kwartaal;51
254;F Bouwnijverheid;2000 3e kwartaal;41
255;F Bouwnijverheid;2000 4e kwartaal;42
256;F Bouwnijverheid;2001 1e kwartaal;48
257;F Bouwnijverheid;2001 2e kwartaal;48
258;F Bouwnijverheid;2001 3e kwartaal;35
259;F Bouwnijverheid;2001 4e kwartaal;36
260;F Bouwnijverheid;2002 1e kwartaal;38
261;F Bouwnijverheid;2002 2e kwartaal;34
262;F Bouwnijverheid;2002 3e kwartaal;17
263;F Bouwnijverheid;2002 4e kwartaal;17
264;F Bouwnijverheid;2003 1e kwartaal;21
265;F Bouwnijverheid;2003 2e kwartaal;20
266;F Bouwnijverheid;2003 3e kwartaal;10
267;F Bouwnijverheid;2003 4e kwartaal;12
268;F Bouwnijverheid;2004 1e kwartaal;17
269;F Bouwnijverheid;2004 2e kwartaal;22
270;F Bouwnijverheid;2004 3e kwartaal;17
271;F Bouwnijverheid;2004 4e kwartaal;20
272;F Bouwnijverheid;2005 1e kwartaal;26
273;F Bouwnijverheid;2005 2e kwartaal;27
274;F Bouwnijverheid;2005 3e kwartaal;28
275;F Bouwnijverheid;2005 4e kwartaal;31
276;F Bouwnijverheid;2006 1e kwartaal;39
277;F Bouwnijverheid;2006 2e kwartaal;43
278;F Bouwnijverheid;2006 3e kwartaal;47
279;F Bouwnijverheid;2006 4e kwartaal*;39
280;G-K Commerciële dienstverlening;1997 1e kwartaal;17
281;G-K Commerciële dienstverlening;1997 2e kwartaal;18
282;G-K Commerciële dienstverlening;1997 3e kwartaal;16
283;G-K Commerciële dienstverlening;1997 4e kwartaal;23
284;G-K Commerciële dienstverlening;1998 1e kwartaal;25
285;G-K Commerciële dienstverlening;1998 2e kwartaal;28
286;G-K Commerciële dienstverlening;1998 3e kwartaal;24
287;G-K Commerciële dienstverlening;1998 4e kwartaal;25
288;G-K Commerciële dienstverlening;1999 1e kwartaal;28
289;G-K Commerciële dienstverlening;1999 2e kwartaal;35
290;G-K Commerciële dienstverlening;1999 3e kwartaal;30
291;G-K Commerciële dienstverlening;1999 4e kwartaal;33
292;G-K Commerciële dienstverlening;2000 1e kwartaal;37
293;G-K Commerciële dienstverlening;2000 2e kwartaal;36
294;G-K Commerciële dienstverlening;2000 3e kwartaal;30
295;G-K Commerciële dienstverlening;2000 4e kwartaal;36
296;G-K Commerciële dienstverlening;2001 1e kwartaal;36
297;G-K Commerciële dienstverlening;2001 2e kwartaal;36
298;G-K Commerciële dienstverlening;2001 3e kwartaal;27
299;G-K Commerciële dienstverlening;2001 4e kwartaal;25
300;G-K Commerciële dienstverlening;2002 1e kwartaal;27
301;G-K Commerciële dienstverlening;2002 2e kwartaal;25
302;G-K Commerciële dienstverlening;2002 3e kwartaal;18
303;G-K Commerciële dienstverlening;2002 4e kwartaal;19
304;G-K Commerciële dienstverlening;2003 1e kwartaal;20
305;G-K Commerciële dienstverlening;2003 2e kwartaal;21
306;G-K Commerciële dienstverlening;2003 3e kwartaal;13
307;G-K Commerciële dienstverlening;2003 4e kwartaal;17
308;G-K Commerciële dienstverlening;2004 1e kwartaal;21
309;G-K Commerciële dienstverlening;2004 2e kwartaal;23
310;G-K Commerciële dienstverlening;2004 3e kwartaal;20
311;G-K Commerciële dienstverlening;2004 4e kwartaal;23
312;G-K Commerciële dienstverlening;2005 1e kwartaal;30
313;G-K Commerciële dienstverlening;2005 2e kwartaal;28
314;G-K Commerciële dienstverlening;2005 3e kwartaal;29
315;G-K Commerciële dienstverlening;2005 4e kwartaal;29
316;G-K Commerciële dienstverlening;2006 1e kwartaal;34
317;G-K Commerciële dienstverlening;2006 2e kwartaal;38
318;G-K Commerciële dienstverlening;2006 3e kwartaal;36
319;G-K Commerciële dienstverlening;2006 4e kwartaal*;36
320;"G Reparatie consumentenartikelen; handel";1997 1e kwartaal;15
321;"G Reparatie consumentenartikelen; handel";1997 2e kwartaal;16
322;"G Reparatie consumentenartikelen; handel";1997 3e kwartaal;15
323;"G Reparatie consumentenartikelen; handel";1997 4e kwartaal;21
324;"G Reparatie consumentenartikelen; handel";1998 1e kwartaal;20
325;"G Reparatie consumentenartikelen; handel";1998 2e kwartaal;25
326;"G Reparatie consumentenartikelen; handel";1998 3e kwartaal;22
327;"G Reparatie consumentenartikelen; handel";1998 4e kwartaal;22
328;"G Reparatie consumentenartikelen; handel";1999 1e kwartaal;26
329;"G Reparatie consumentenartikelen; handel";1999 2e kwartaal;33
330;"G Reparatie consumentenartikelen; handel";1999 3e kwartaal;27
331;"G Reparatie consumentenartikelen; handel";1999 4e kwartaal;28
332;"G Reparatie consumentenartikelen; handel";2000 1e kwartaal;31
333;"G Reparatie consumentenartikelen; handel";2000 2e kwartaal;32
334;"G Reparatie consumentenartikelen; handel";2000 3e kwartaal;27
335;"G Reparatie consumentenartikelen; handel";2000 4e kwartaal;30
336;"G Reparatie consumentenartikelen; handel";2001 1e kwartaal;30
337;"G Reparatie consumentenartikelen; handel";2001 2e kwartaal;30
338;"G Reparatie consumentenartikelen; handel";2001 3e kwartaal;22
339;"G Reparatie consumentenartikelen; handel";2001 4e kwartaal;22
340;"G Reparatie consumentenartikelen; handel";2002 1e kwartaal;25
341;"G Reparatie consumentenartikelen; handel";2002 2e kwartaal;23
342;"G Reparatie consumentenartikelen; handel";2002 3e kwartaal;17
343;"G Reparatie consumentenartikelen; handel";2002 4e kwartaal;20
344;"G Reparatie consumentenartikelen; handel";2003 1e kwartaal;19
345;"G Reparatie consumentenartikelen; handel";2003 2e kwartaal;23
346;"G Reparatie consumentenartikelen; handel";2003 3e kwartaal;12
347;"G Reparatie consumentenartikelen; handel";2003 4e kwartaal;16
348;"G Reparatie consumentenartikelen; handel";2004 1e kwartaal;18
349;"G Reparatie consumentenartikelen; handel";2004 2e kwartaal;20
350;"G Reparatie consumentenartikelen; handel";2004 3e kwartaal;16
351;"G Reparatie consumentenartikelen; handel";2004 4e kwartaal;20
352;"G Reparatie consumentenartikelen; handel";2005 1e kwartaal;21
353;"G Reparatie consumentenartikelen; handel";2005 2e kwartaal;21
354;"G Reparatie consumentenartikelen; handel";2005 3e kwartaal;24
355;"G Reparatie consumentenartikelen; handel";2005 4e kwartaal;25
356;"G Reparatie consumentenartikelen; handel";2006 1e kwartaal;27
357;"G Reparatie consumentenartikelen; handel";2006 2e kwartaal;31
358;"G Reparatie consumentenartikelen; handel";2006 3e kwartaal;31
359;"G Reparatie consumentenartikelen; handel";2006 4e kwartaal*;30
360;H Horeca;1997 1e kwartaal;20
361;H Horeca;1997 2e kwartaal;16
362;H Horeca;1997 3e kwartaal;13
363;H Horeca;1997 4e kwartaal;23
364;H Horeca;1998 1e kwartaal;36
365;H Horeca;1998 2e kwartaal;30
366;H Horeca;1998 3e kwartaal;20
367;H Horeca;1998 4e kwartaal;24
368;H Horeca;1999 1e kwartaal;37
369;H Horeca;1999 2e kwartaal;34
370;H Horeca;1999 3e kwartaal;28
371;H Horeca;1999 4e kwartaal;36
372;H Horeca;2000 1e kwartaal;40
373;H Horeca;2000 2e kwartaal;37
374;H Horeca;2000 3e kwartaal;27
375;H Horeca;2000 4e kwartaal;31
376;H Horeca;2001 1e kwartaal;36
377;H Horeca;2001 2e kwartaal;35
378;H Horeca;2001 3e kwartaal;31
379;H Horeca;2001 4e kwartaal;29
380;H Horeca;2002 1e kwartaal;34
381;H Horeca;2002 2e kwartaal;37
382;H Horeca;2002 3e kwartaal;25
383;H Horeca;2002 4e kwartaal;22
384;H Horeca;2003 1e kwartaal;23
385;H Horeca;2003 2e kwartaal;23
386;H Horeca;2003 3e kwartaal;11
387;H Horeca;2003 4e kwartaal;15
388;H Horeca;2004 1e kwartaal;29
389;H Horeca;2004 2e kwartaal;33
390;H Horeca;2004 3e kwartaal;24
391;H Horeca;2004 4e kwartaal;26
392;H Horeca;2005 1e kwartaal;50
393;H Horeca;2005 2e kwartaal;41
394;H Horeca;2005 3e kwartaal;41
395;H Horeca;2005 4e kwartaal;31
396;H Horeca;2006 1e kwartaal;45
397;H Horeca;2006 2e kwartaal;54
398;H Horeca;2006 3e kwartaal;46
399;H Horeca;2006 4e kwartaal*;43
400;I Vervoer, opslag en communicatie;1997 1e kwartaal;12
401;I Vervoer, opslag en communicatie;1997 2e kwartaal;13
402;I Vervoer, opslag en communicatie;1997 3e kwartaal;13
403;I Vervoer, opslag en communicatie;1997 4e kwartaal;20
404;I Vervoer, opslag en communicatie;1998 1e kwartaal;23
405;I Vervoer, opslag en communicatie;1998 2e kwartaal;21
406;I Vervoer, opslag en communicatie;1998 3e kwartaal;18
407;I Vervoer, opslag en communicatie;1998 4e kwartaal;20
408;I Vervoer, opslag en communicatie;1999 1e kwartaal;28
409;I Vervoer, opslag en communicatie;1999 2e kwartaal;41
410;I Vervoer, opslag en communicatie;1999 3e kwartaal;36
411;I Vervoer, opslag en communicatie;1999 4e kwartaal;32
412;I Vervoer, opslag en communicatie;2000 1e kwartaal;27
413;I Vervoer, opslag en communicatie;2000 2e kwartaal;27
414;I Vervoer, opslag en communicatie;2000 3e kwartaal;29
415;I Vervoer, opslag en communicatie;2000 4e kwartaal;27
416;I Vervoer, opslag en communicatie;2001 1e kwartaal;25
417;I Vervoer, opslag en communicatie;2001 2e kwartaal;23
418;I Vervoer, opslag en communicatie;2001 3e kwartaal;18
419;I Vervoer, opslag en communicatie;2001 4e kwartaal;15
420;I Vervoer, opslag en communicatie;2002 1e kwartaal;18
421;I Vervoer, opslag en communicatie;2002 2e kwartaal;17
422;I Vervoer, opslag en communicatie;2002 3e kwartaal;12
423;I Vervoer, opslag en communicatie;2002 4e kwartaal;11
424;I Vervoer, opslag en communicatie;2003 1e kwartaal;15
425;I Vervoer, opslag en communicatie;2003 2e kwartaal;14
426;I Vervoer, opslag en communicatie;2003 3e kwartaal;10
427;I Vervoer, opslag en communicatie;2003 4e kwartaal;14
428;I Vervoer, opslag en communicatie;2004 1e kwartaal;13
429;I Vervoer, opslag en communicatie;2004 2e kwartaal;18
430;I Vervoer, opslag en communicatie;2004 3e kwartaal;14
431;I Vervoer, opslag en communicatie;2004 4e kwartaal;13
432;I Vervoer, opslag en communicatie;2005 1e kwartaal;19
433;I Vervoer, opslag en communicatie;2005 2e kwartaal;18
434;I Vervoer, opslag en communicatie;2005 3e kwartaal;19
435;I Vervoer, opslag en communicatie;2005 4e kwartaal;20
436;I Vervoer, opslag en communicatie;2006 1e kwartaal;24
437;I Vervoer, opslag en communicatie;2006 2e kwartaal;29
438;I Vervoer, opslag en communicatie;2006 3e kwartaal;27
439;I Vervoer, opslag en communicatie;2006 4e kwartaal*;25
440;J Financiële instellingen;1997 1e kwartaal;19
441;J Financiële instellingen;1997 2e kwartaal;21
442;J Financiële instellingen;1997 3e kwartaal;16
443;J Financiële instellingen;1997 4e kwartaal;21
444;J Financiële instellingen;1998 1e kwartaal;20
445;J Financiële instellingen;1998 2e kwartaal;23
446;J Financiële instellingen;1998 3e kwartaal;19
447;J Financiële instellingen;1998 4e kwartaal;22
448;J Financiële instellingen;1999 1e kwartaal;21
449;J Financiële instellingen;1999 2e kwartaal;36
450;J Financiële instellingen;1999 3e kwartaal;23
451;J Financiële instellingen;1999 4e kwartaal;24
452;J Financiële instellingen;2000 1e kwartaal;36
453;J Financiële instellingen;2000 2e kwartaal;29
454;J Financiële instellingen;2000 3e kwartaal;23
455;J Financiële instellingen;2000 4e kwartaal;31
456;J Financiële instellingen;2001 1e kwartaal;31
457;J Financiële instellingen;2001 2e kwartaal;28
458;J Financiële instellingen;2001 3e kwartaal;22
459;J Financiële instellingen;2001 4e kwartaal;29
460;J Financiële instellingen;2002 1e kwartaal;23
461;J Financiële instellingen;2002 2e kwartaal;18
462;J Financiële instellingen;2002 3e kwartaal;12
463;J Financiële instellingen;2002 4e kwartaal;14
464;J Financiële instellingen;2003 1e kwartaal;17
465;J Financiële instellingen;2003 2e kwartaal;16
466;J Financiële instellingen;2003 3e kwartaal;15
467;J Financiële instellingen;2003 4e kwartaal;17
468;J Financiële instellingen;2004 1e kwartaal;23
469;J Financiële instellingen;2004 2e kwartaal;20
470;J Financiële instellingen;2004 3e kwartaal;24
471;J Financiële instellingen;2004 4e kwartaal;23
472;J Financiële instellingen;2005 1e kwartaal;30
473;J Financiële instellingen;2005 2e kwartaal;32
474;J Financiële instellingen;2005 3e kwartaal;27
475;J Financiële instellingen;2005 4e kwartaal;30
476;J Financiële instellingen;2006 1e kwartaal;44
477;J Financiële instellingen;2006 2e kwartaal;40
478;J Financiële instellingen;2006 3e kwartaal;36
479;J Financiële instellingen;2006 4e kwartaal*;41
480;K Onroerend goed, zakelijke dienstv.;1997 1e kwartaal;21
481;K Onroerend goed, zakelijke dienstv.;1997 2e kwartaal;21
482;K Onroerend goed, zakelijke dienstv.;1997 3e kwartaal;20
483;K Onroerend goed, zakelijke dienstv.;1997 4e kwartaal;26
484;K Onroerend goed, zakelijke dienstv.;1998 1e kwartaal;31
485;K Onroerend goed, zakelijke dienstv.;1998 2e kwartaal;34
486;K Onroerend goed, zakelijke dienstv.;1998 3e kwartaal;28
487;K Onroerend goed, zakelijke dienstv.;1998 4e kwartaal;31
488;K Onroerend goed, zakelijke dienstv.;1999 1e kwartaal;31
489;K Onroerend goed, zakelijke dienstv.;1999 2e kwartaal;35
490;K Onroerend goed, zakelijke dienstv.;1999 3e kwartaal;33
491;K Onroerend goed, zakelijke dienstv.;1999 4e kwartaal;39
492;K Onroerend goed, zakelijke dienstv.;2000 1e kwartaal;47
493;K Onroerend goed, zakelijke dienstv.;2000 2e kwartaal;44
494;K Onroerend goed, zakelijke dienstv.;2000 3e kwartaal;38
495;K Onroerend goed, zakelijke dienstv.;2000 4e kwartaal;48
