ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
3095;432 Construction installation;All enterprises;2011 February;113.0;7.7
3096;432 Construction installation;All enterprises;2011 March;132.0;-0.7
3097;432 Construction installation;All enterprises;2011 1st quarter;115.0;3.6
3098;432 Construction installation;All enterprises;2011 April;124.0;3.6
3099;432 Construction installation;All enterprises;2011 May;130.0;16.0
3100;432 Construction installation;All enterprises;2011 June;129.0;-1.9
3101;432 Construction installation;All enterprises;2011 2nd quarter;128.0;5.4
3102;432 Construction installation;All enterprises;2011 July;119.0;1.6
3103;432 Construction installation;All enterprises;2011 August;97.0;8.2
3104;432 Construction installation;All enterprises;2011 September;134.0;7.5
3105;432 Construction installation;All enterprises;2011 3rd quarter;117.0;5.6
3106;432 Construction installation;All enterprises;2011 October;131.0;4.2
3107;432 Construction installation;All enterprises;2011 November;138.0;8.2
3108;432 Construction installation;All enterprises;2011 December;150.0;4.1
3109;432 Construction installation;All enterprises;2011 4rd quarter;140.0;5.4
3110;432 Construction installation;All enterprises;2011;125.0;5.0
3111;432 Construction installation;All enterprises;2012 January;103.0;2.6
3112;432 Construction installation;All enterprises;2012 February;109.0;-3.6
3113;432 Construction installation;All enterprises;2012 March;124.0;-5.6
3114;432 Construction installation;All enterprises;2012 1st quarter;112.0;-2.5
3115;432 Construction installation;All enterprises;2012 April;117.0;-5.8
3116;432 Construction installation;All enterprises;2012 May;119.0;-8.4
3117;432 Construction installation;All enterprises;2012 June;130.0;1.0
3118;432 Construction installation;All enterprises;2012 2nd quarter;122.0;-4.4
3119;432 Construction installation;All enterprises;2012 July;115.0;-3.7
3120;432 Construction installation;All enterprises;2012 August;95.0;-2.1
3121;432 Construction installation;All enterprises;2012 September;128.0;-5.1
3122;432 Construction installation;All enterprises;2012 3rd quarter;113.0;-3.8
3123;432 Construction installation;All enterprises;2012 October;128.0;-2.4
3124;432 Construction installation;All enterprises;2012 November;131.0;-5.1
3125;432 Construction installation;All enterprises;2012 December;132.0;-12.0
3126;432 Construction installation;All enterprises;2012 4th quarter;130.0;-6.7
3127;432 Construction installation;All enterprises;2012;119.0;-4.5
3128;432 Construction installation;10 or more persons employed;2005 January;74.0;-1.4
3129;432 Construction installation;10 or more persons employed;2005 February;88.0;-0.8
3130;432 Construction installation;10 or more persons employed;2005 March;101.0;-4.6
3131;432 Construction installation;10 or more persons employed;2005 1st quarter;87.0;-2.4
3132;432 Construction installation;10 or more persons employed;2005 April;101.0;8.6
3133;432 Construction installation;10 or more persons employed;2005 May;93.0;11.2
3134;432 Construction installation;10 or more persons employed;2005 June;111.0;10.0
3135;432 Construction installation;10 or more persons employed;2005 2nd quarter;102.0;9.9
3136;432 Construction installation;10 or more persons employed;2005 July;95.0;4.9
3137;432 Construction installation;10 or more persons employed;2005 August;79.0;15.7
3138;432 Construction installation;10 or more persons employed;2005 September;109.0;6.9
3139;432 Construction installation;10 or more persons employed;2005 3rd quarter;95.0;8.5
3140;432 Construction installation;10 or more persons employed;2005 October;103.0;5.8
3141;432 Construction installation;10 or more persons employed;2005 November;113.0;7.9
3142;432 Construction installation;10 or more persons employed;2005 December;131.0;6.9
3143;432 Construction installation;10 or more persons employed;2005 4th quarter;116.0;6.9
3144;432 Construction installation;10 or more persons employed;2005;100.0;5.8
3145;432 Construction installation;10 or more persons employed;2006 January;81.0;9.2
3146;432 Construction installation;10 or more persons employed;2006 February;93.0;6.5
3147;432 Construction installation;10 or more persons employed;2006 March;111.0;9.9
3148;432 Construction installation;10 or more persons employed;2006 1st quarter;95.0;8.6
3149;432 Construction installation;10 or more persons employed;2006 April;100.0;-1.3
3150;432 Construction installation;10 or more persons employed;2006 May;105.0;12.8
3151;432 Construction installation;10 or more persons employed;2006 June;112.0;0.4
3152;432 Construction installation;10 or more persons employed;2006 2nd quarter;106.0;3.6
3153;432 Construction installation;10 or more persons employed;2006 July;101.0;6.2
3154;432 Construction installation;10 or more persons employed;2006 August;84.0;6.2
3155;432 Construction installation;10 or more persons employed;2006 September;111.0;1.4
3156;432 Construction installation;10 or more persons employed;2006 3rd quarter;99.0;4.4
3157;432 Construction installation;10 or more persons employed;2006 October;113.0;9.3
3158;432 Construction installation;10 or more persons employed;2006 November;118.0;4.2
3159;432 Construction installation;10 or more persons employed;2006 December;135.0;3.0
3160;432 Construction installation;10 or more persons employed;2006 4th quarter;122.0;5.3
3161;432 Construction installation;10 or more persons employed;2006;105.0;5.4
3162;432 Construction installation;10 or more persons employed;2007 January;89.0;10.2
3163;432 Construction installation;10 or more persons employed;2007 February;102.0;9.6
3164;432 Construction installation;10 or more persons employed;2007 March;136.0;23.1
3165;432 Construction installation;10 or more persons employed;2007 1st quarter;109.0;15.0
3166;432 Construction installation;10 or more persons employed;2007 April;109.0;9.3
3167;432 Construction installation;10 or more persons employed;2007 May;115.0;9.3
3168;432 Construction installation;10 or more persons employed;2007 June;129.0;15.3
3169;432 Construction installation;10 or more persons employed;2007 2nd quarter;118.0;11.4
3170;432 Construction installation;10 or more persons employed;2007 July;113.0;12.2
3171;432 Construction installation;10 or more persons employed;2007 August;94.0;12.0
3172;432 Construction installation;10 or more persons employed;2007 September;120.0;8.4
3173;432 Construction installation;10 or more persons employed;2007 3rd quarter;109.0;10.7
3174;432 Construction installation;10 or more persons employed;2007 October;134.0;18.3
3175;432 Construction installation;10 or more persons employed;2007 November;138.0;17.1
3176;432 Construction installation;10 or more persons employed;2007 December;143.0;5.6
3177;432 Construction installation;10 or more persons employed;2007 4th quarter;138.0;13.2
3178;432 Construction installation;10 or more persons employed;2007;119.0;12.6
3179;432 Construction installation;10 or more persons employed;2008 January;102.0;14.3
3180;432 Construction installation;10 or more persons employed;2008 February;122.0;18.9
3181;432 Construction installation;10 or more persons employed;2008 March;128.0;-6.0
3182;432 Construction installation;10 or more persons employed;2008 1st quarter;117.0;7.3
3183;432 Construction installation;10 or more persons employed;2008 April;134.0;23.2
3184;432 Construction installation;10 or more persons employed;2008 May;124.0;8.0
3185;432 Construction installation;10 or more persons employed;2008 June;143.0;11.1
3186;432 Construction installation;10 or more persons employed;2008 2nd quarter;134.0;13.8
3187;432 Construction installation;10 or more persons employed;2008 July;125.0;10.3
3188;432 Construction installation;10 or more persons employed;2008 August;98.0;4.2
3189;432 Construction installation;10 or more persons employed;2008 September;143.0;19.0
3190;432 Construction installation;10 or more persons employed;2008 3rd quarter;122.0;11.7
3191;432 Construction installation;10 or more persons employed;2008 October;145.0;8.8
3192;432 Construction installation;10 or more persons employed;2008 November;138.0;0.1
3193;432 Construction installation;10 or more persons employed;2008 December;153.0;7.2
3194;432 Construction installation;10 or more persons employed;2008 4th quarter;146.0;5.3
3195;432 Construction installation;10 or more persons employed;2008;130.0;9.4
3196;432 Construction installation;10 or more persons employed;2009 January;103.0;1.3
3197;432 Construction installation;10 or more persons employed;2009 February;116.0;-4.8
3198;432 Construction installation;10 or more persons employed;2009 March;143.0;11.5
3199;432 Construction installation;10 or more persons employed;2009 1st quarter;121.0;2.9
3200;432 Construction installation;10 or more persons employed;2009 April;126.0;-6.6
3201;432 Construction installation;10 or more persons employed;2009 May;116.0;-6.2
3202;432 Construction installation;10 or more persons employed;2009 June;131.0;-8.6
3203;432 Construction installation;10 or more persons employed;2009 2nd quarter;124.0;-7.2
3204;432 Construction installation;10 or more persons employed;2009 July;124.0;-1.2
3205;432 Construction installation;10 or more persons employed;2009 August;82.0;-16.7
3206;432 Construction installation;10 or more persons employed;2009 September;127.0;-11.3
3207;432 Construction installation;10 or more persons employed;2009 3rd quarter;111.0;-9.3
3208;432 Construction installation;10 or more persons employed;2009 October;123.0;-15.5
3209;432 Construction installation;10 or more persons employed;2009 November;128.0;-7.8
3210;432 Construction installation;10 or more persons employed;2009 December;134.0;-12.4
3211;432 Construction installation;10 or more persons employed;2009 4th quarter;128.0;-12.0
3212;432 Construction installation;10 or more persons employed;2009;121.0;-6.7
3213;432 Construction installation;10 or more persons employed;2010 January;94.0;-8.8
3214;432 Construction installation;10 or more persons employed;2010 February;103.0;-11.4
3215;432 Construction installation;10 or more persons employed;2010 March;131.0;-8.4
3216;432 Construction installation;10 or more persons employed;2010 1st quarter;109.0;-9.5
3217;432 Construction installation;10 or more persons employed;2010 April;118.0;-6.3
3218;432 Construction installation;10 or more persons employed;2010 May;110.0;-5.7
3219;432 Construction installation;10 or more persons employed;2010 June;130.0;-1.1
3220;432 Construction installation;10 or more persons employed;2010 2nd quarter;119.0;-4.3
3221;432 Construction installation;10 or more persons employed;2010 July;115.0;-7.4
3222;432 Construction installation;10 or more persons employed;2010 August;88.0;7.9
3223;432 Construction installation;10 or more persons employed;2010 September;123.0;-3.2
3224;432 Construction installation;10 or more persons employed;2010 3rd quarter;109.0;-2.0
3225;432 Construction installation;10 or more persons employed;2010 October;122.0;-0.5
3226;432 Construction installation;10 or more persons employed;2010 November;124.0;-3.1
3227;432 Construction installation;10 or more persons employed;2010 December;136.0;1.9
3228;432 Construction installation;10 or more persons employed;2010 4rd quarter;127.0;-0.5
3229;432 Construction installation;10 or more persons employed;2010;116.0;-4.1
3230;432 Construction installation;10 or more persons employed;2011 January;99.0;5.7
3231;432 Construction installation;10 or more persons employed;2011 February;111.0;7.9
3232;432 Construction installation;10 or more persons employed;2011 March;130.0;-0.9
3233;432 Construction installation;10 or more persons employed;2011 1st quarter;113.0;3.7
3234;432 Construction installation;10 or more persons employed;2011 April;122.0;3.5
3235;432 Construction installation;10 or more persons employed;2011 May;127.0;15.9
3236;432 Construction installation;10 or more persons employed;2011 June;127.0;-2.1
3237;432 Construction installation;10 or more persons employed;2011 2nd quarter;125.0;5.3
3238;432 Construction installation;10 or more persons employed;2011 July;117.0;1.7
3239;432 Construction installation;10 or more persons employed;2011 August;96.0;9.0
3240;432 Construction installation;10 or more persons employed;2011 September;132.0;7.6
3241;432 Construction installation;10 or more persons employed;2011 3rd quarter;115.0;5.9
3242;432 Construction installation;10 or more persons employed;2011 October;130.0;6.6
3243;432 Construction installation;10 or more persons employed;2011 November;136.0;10.1
3244;432 Construction installation;10 or more persons employed;2011 December;142.0;4.2
3245;432 Construction installation;10 or more persons employed;2011 4rd quarter;136.0;6.9
3246;432 Construction installation;10 or more persons employed;2011;122.0;5.5
3247;432 Construction installation;10 or more persons employed;2012 January;102.0;3.1
3248;432 Construction installation;10 or more persons employed;2012 February;107.0;-3.8
3249;432 Construction installation;10 or more persons employed;2012 March;121.0;-6.9
3250;432 Construction installation;10 or more persons employed;2012 1st quarter;110.0;-3.0
3251;432 Construction installation;10 or more persons employed;2012 April;115.0;-5.7
3252;432 Construction installation;10 or more persons employed;2012 May;117.0;-8.3
3253;432 Construction installation;10 or more persons employed;2012 June;129.0;1.4
3254;432 Construction installation;10 or more persons employed;2012 2nd quarter;120.0;-4.2
3255;432 Construction installation;10 or more persons employed;2012 July;113.0;-3.4
3256;432 Construction installation;10 or more persons employed;2012 August;93.0;-3.4
3257;432 Construction installation;10 or more persons employed;2012 September;123.0;-7.1
3258;432 Construction installation;10 or more persons employed;2012 3rd quarter;109.0;-4.8
3259;432 Construction installation;10 or more persons employed;2012 October;128.0;-1.8
3260;432 Construction installation;10 or more persons employed;2012 November;130.0;-4.4
3261;432 Construction installation;10 or more persons employed;2012 December;128.0;-10.1
3262;432 Construction installation;10 or more persons employed;2012 4th quarter;129.0;-5.6
3263;432 Construction installation;10 or more persons employed;2012;117.0;-4.4
3264;433 Building completion;All enterprises;2005 January;54.0;-10.7
3265;433 Building completion;All enterprises;2005 February;74.0;-1.0
3266;433 Building completion;All enterprises;2005 March;97.0;4.9
3267;433 Building completion;All enterprises;2005 1st quarter;75.0;-1.2
3268;433 Building completion;All enterprises;2005 April;97.0;6.8
3269;433 Building completion;All enterprises;2005 May;96.0;4.5
3270;433 Building completion;All enterprises;2005 June;126.0;14.6
3271;433 Building completion;All enterprises;2005 2nd quarter;106.0;9.0
3272;433 Building completion;All enterprises;2005 July;102.0;1.4
3273;433 Building completion;All enterprises;2005 August;68.0;9.2
3274;433 Building completion;All enterprises;2005 September;122.0;18.8
3275;433 Building completion;All enterprises;2005 3rd quarter;97.0;9.9
3276;433 Building completion;All enterprises;2005 October;110.0;3.2
3277;433 Building completion;All enterprises;2005 November;117.0;6.7
3278;433 Building completion;All enterprises;2005 December;137.0;13.9
3279;433 Building completion;All enterprises;2005 4th quarter;121.0;8.2
3280;433 Building completion;All enterprises;2005;100.0;6.9
3281;433 Building completion;All enterprises;2006 January;61.0;11.7
3282;433 Building completion;All enterprises;2006 February;82.0;11.3
3283;433 Building completion;All enterprises;2006 March;110.0;13.4
3284;433 Building completion;All enterprises;2006 1st quarter;84.0;12.3
3285;433 Building completion;All enterprises;2006 April;96.0;-1.3
3286;433 Building completion;All enterprises;2006 May;111.0;15.6
3287;433 Building completion;All enterprises;2006 June;129.0;2.4
3288;433 Building completion;All enterprises;2006 2nd quarter;112.0;5.2
3289;433 Building completion;All enterprises;2006 July;107.0;5.3
3290;433 Building completion;All enterprises;2006 August;76.0;12.1
3291;433 Building completion;All enterprises;2006 September;124.0;2.0
3292;433 Building completion;All enterprises;2006 3rd quarter;102.0;5.5
3293;433 Building completion;All enterprises;2006 October;119.0;8.2
3294;433 Building completion;All enterprises;2006 November;125.0;7.5
3295;433 Building completion;All enterprises;2006 December;143.0;4.6
3296;433 Building completion;All enterprises;2006 4th quarter;129.0;6.6
3297;433 Building completion;All enterprises;2006;107.0;7.1
3298;433 Building completion;All enterprises;2007 January;68.0;12.0
3299;433 Building completion;All enterprises;2007 February;93.0;13.4
3300;433 Building completion;All enterprises;2007 March;121.0;10.0
3301;433 Building completion;All enterprises;2007 1st quarter;94.0;11.6
3302;433 Building completion;All enterprises;2007 April;106.0;10.3
3303;433 Building completion;All enterprises;2007 May;117.0;5.3
3304;433 Building completion;All enterprises;2007 June;143.0;10.4
3305;433 Building completion;All enterprises;2007 2nd quarter;122.0;8.7
3306;433 Building completion;All enterprises;2007 July;113.0;5.3
3307;433 Building completion;All enterprises;2007 August;84.0;10.8
3308;433 Building completion;All enterprises;2007 September;132.0;6.7
3309;433 Building completion;All enterprises;2007 3rd quarter;110.0;7.2
3310;433 Building completion;All enterprises;2007 October;131.0;10.2
3311;433 Building completion;All enterprises;2007 November;135.0;7.6
3312;433 Building completion;All enterprises;2007 December;147.0;2.7
3313;433 Building completion;All enterprises;2007 4th quarter;138.0;6.6
3314;433 Building completion;All enterprises;2007;116.0;8.3
3315;433 Building completion;All enterprises;2008 January;80.0;16.7
3316;433 Building completion;All enterprises;2008 February;106.0;13.8
3317;433 Building completion;All enterprises;2008 March;125.0;3.5
3318;433 Building completion;All enterprises;2008 1st quarter;104.0;10.1
3319;433 Building completion;All enterprises;2008 April;125.0;17.9
3320;433 Building completion;All enterprises;2008 May;122.0;4.2
3321;433 Building completion;All enterprises;2008 June;148.0;3.5
3322;433 Building completion;All enterprises;2008 2nd quarter;131.0;7.9
3323;433 Building completion;All enterprises;2008 July;125.0;10.6
3324;433 Building completion;All enterprises;2008 August;91.0;7.3
3325;433 Building completion;All enterprises;2008 September;142.0;7.7
3326;433 Building completion;All enterprises;2008 3rd quarter;119.0;8.6
3327;433 Building completion;All enterprises;2008 October;143.0;9.0
3328;433 Building completion;All enterprises;2008 November;132.0;-2.1
3329;433 Building completion;All enterprises;2008 December;145.0;-1.6
3330;433 Building completion;All enterprises;2008 4th quarter;140.0;1.6
3331;433 Building completion;All enterprises;2008;124.0;6.6
3332;433 Building completion;All enterprises;2009 January;82.0;3.6
3333;433 Building completion;All enterprises;2009 February;101.0;-5.3
3334;433 Building completion;All enterprises;2009 March;124.0;-1.1
3335;433 Building completion;All enterprises;2009 1st quarter;102.0;-1.3
3336;433 Building completion;All enterprises;2009 April;123.0;-1.2
3337;433 Building completion;All enterprises;2009 May;120.0;-1.3
3338;433 Building completion;All enterprises;2009 June;137.0;-7.2
3339;433 Building completion;All enterprises;2009 2nd quarter;127.0;-3.5
3340;433 Building completion;All enterprises;2009 July;130.0;4.3
3341;433 Building completion;All enterprises;2009 August;86.0;-5.6
3342;433 Building completion;All enterprises;2009 September;132.0;-7.7
3343;433 Building completion;All enterprises;2009 3rd quarter;116.0;-3.0
3344;433 Building completion;All enterprises;2009 October;135.0;-5.4
3345;433 Building completion;All enterprises;2009 November;125.0;-5.6
3346;433 Building completion;All enterprises;2009 December;137.0;-5.4
3347;433 Building completion;All enterprises;2009 4th quarter;132.0;-5.5
3348;433 Building completion;All enterprises;2009;119.0;-3.5
3349;433 Building completion;All enterprises;2010 January;68.0;-18.0
3350;433 Building completion;All enterprises;2010 February;89.0;-11.8
3351;433 Building completion;All enterprises;2010 March;116.0;-6.4
3352;433 Building completion;All enterprises;2010 1st quarter;91.0;-11.3
3353;433 Building completion;All enterprises;2010 April;117.0;-5.1
3354;433 Building completion;All enterprises;2010 May;110.0;-8.3
3355;433 Building completion;All enterprises;2010 June;137.0;-0.2
3356;433 Building completion;All enterprises;2010 2nd quarter;121.0;-4.3
3357;433 Building completion;All enterprises;2010 July;126.0;-3.2
3358;433 Building completion;All enterprises;2010 August;85.0;-0.7
3359;433 Building completion;All enterprises;2010 September;127.0;-3.5
3360;433 Building completion;All enterprises;2010 3rd quarter;113.0;-2.7
3361;433 Building completion;All enterprises;2010 October;127.0;-5.8
3362;433 Building completion;All enterprises;2010 November;128.0;3.1
3363;433 Building completion;All enterprises;2010 December;132.0;-4.1
3364;433 Building completion;All enterprises;2010 4rd quarter;129.0;-2.5
3365;433 Building completion;All enterprises;2010;113.0;-4.9
3366;433 Building completion;All enterprises;2011 January;74.0;9.0
3367;433 Building completion;All enterprises;2011 February;96.0;8.3
3368;433 Building completion;All enterprises;2011 March;120.0;3.7
3369;433 Building completion;All enterprises;2011 1st quarter;97.0;6.5
3370;433 Building completion;All enterprises;2011 April;115.0;-1.8
3371;433 Building completion;All enterprises;2011 May;130.0;17.8
3372;433 Building completion;All enterprises;2011 June;131.0;-4.3
3373;433 Building completion;All enterprises;2011 2nd quarter;125.0;3.2
3374;433 Building completion;All enterprises;2011 July;122.0;-3.6
3375;433 Building completion;All enterprises;2011 August;86.0;0.7
3376;433 Building completion;All enterprises;2011 September;131.0;3.2
3377;433 Building completion;All enterprises;2011 3rd quarter;113.0;0.1
3378;433 Building completion;All enterprises;2011 October;118.0;-7.3
3379;433 Building completion;All enterprises;2011 November;125.0;-2.6
3380;433 Building completion;All enterprises;2011 December;135.0;2.8
3381;433 Building completion;All enterprises;2011 4rd quarter;126.0;-2.3
3382;433 Building completion;All enterprises;2011;115.0;1.5
3383;433 Building completion;All enterprises;2012 January;68.0;-7.7
3384;433 Building completion;All enterprises;2012 February;85.0;-11.6
3385;433 Building completion;All enterprises;2012 March;108.0;-10.5
3386;433 Building completion;All enterprises;2012 1st quarter;87.0;-10.1
3387;433 Building completion;All enterprises;2012 April;103.0;-10.5
3388;433 Building completion;All enterprises;2012 May;108.0;-16.5
3389;433 Building completion;All enterprises;2012 June;123.0;-6.4
3390;433 Building completion;All enterprises;2012 2nd quarter;111.0;-11.1
3391;433 Building completion;All enterprises;2012 July;108.0;-11.2
3392;433 Building completion;All enterprises;2012 August;82.0;-4.3
3393;433 Building completion;All enterprises;2012 September;124.0;-5.4
3394;433 Building completion;All enterprises;2012 3rd quarter;105.0;-7.2
3395;433 Building completion;All enterprises;2012 October;106.0;-10.4
3396;433 Building completion;All enterprises;2012 November;111.0;-11.0
3397;433 Building completion;All enterprises;2012 December;114.0;-15.9
3398;433 Building completion;All enterprises;2012 4th quarter;110.0;-12.6
3399;433 Building completion;All enterprises;2012;103.0;-10.4
3400;433 Building completion;10 or more persons employed;2005 January;50.0;-15.3
3401;433 Building completion;10 or more persons employed;2005 February;75.0;2.0
3402;433 Building completion;10 or more persons employed;2005 March;90.0;-0.9
3403;433 Building completion;10 or more persons employed;2005 1st quarter;72.0;-3.8
3404;433 Building completion;10 or more persons employed;2005 April;102.0;10.0
3405;433 Building completion;10 or more persons employed;2005 May;100.0;9.9
3406;433 Building completion;10 or more persons employed;2005 June;123.0;8.2
3407;433 Building completion;10 or more persons employed;2005 2nd quarter;108.0;9.2
3408;433 Building completion;10 or more persons employed;2005 July;105.0;4.5
3409;433 Building completion;10 or more persons employed;2005 August;66.0;10.0
3410;433 Building completion;10 or more persons employed;2005 September;117.0;9.1
3411;433 Building completion;10 or more persons employed;2005 3rd quarter;96.0;7.6
3412;433 Building completion;10 or more persons employed;2005 October;119.0;2.9
3413;433 Building completion;10 or more persons employed;2005 November;126.0;10.6
3414;433 Building completion;10 or more persons employed;2005 December;127.0;4.3
3415;433 Building completion;10 or more persons employed;2005 4th quarter;124.0;5.9
3416;433 Building completion;10 or more persons employed;2005;100.0;5.3
3417;433 Building completion;10 or more persons employed;2006 January;56.0;10.9
3418;433 Building completion;10 or more persons employed;2006 February;82.0;8.6
3419;433 Building completion;10 or more persons employed;2006 March;102.0;13.2
3420;433 Building completion;10 or more persons employed;2006 1st quarter;80.0;11.0
3421;433 Building completion;10 or more persons employed;2006 April;94.0;-7.9
3422;433 Building completion;10 or more persons employed;2006 May;110.0;9.9
3423;433 Building completion;10 or more persons employed;2006 June;116.0;-5.8
3424;433 Building completion;10 or more persons employed;2006 2nd quarter;107.0;-1.6
3425;433 Building completion;10 or more persons employed;2006 July;103.0;-2.3
3426;433 Building completion;10 or more persons employed;2006 August;68.0;2.8
3427;433 Building completion;10 or more persons employed;2006 September;110.0;-5.7
3428;433 Building completion;10 or more persons employed;2006 3rd quarter;94.0;-2.5
3429;433 Building completion;10 or more persons employed;2006 October;119.0;0.3
3430;433 Building completion;10 or more persons employed;2006 November;124.0;-1.4
3431;433 Building completion;10 or more persons employed;2006 December;119.0;-5.8
3432;433 Building completion;10 or more persons employed;2006 4th quarter;121.0;-2.4
3433;433 Building completion;10 or more persons employed;2006;100.0;0.2
3434;433 Building completion;10 or more persons employed;2007 January;56.0;1.5
3435;433 Building completion;10 or more persons employed;2007 February;87.0;6.2
3436;433 Building completion;10 or more persons employed;2007 March;104.0;1.9
3437;433 Building completion;10 or more persons employed;2007 1st quarter;82.0;3.3
3438;433 Building completion;10 or more persons employed;2007 April;98.0;4.7
3439;433 Building completion;10 or more persons employed;2007 May;106.0;-3.4
3440;433 Building completion;10 or more persons employed;2007 June;122.0;5.4
3441;433 Building completion;10 or more persons employed;2007 2nd quarter;109.0;2.2
3442;433 Building completion;10 or more persons employed;2007 July;102.0;-0.7
3443;433 Building completion;10 or more persons employed;2007 August;74.0;9.6
3444;433 Building completion;10 or more persons employed;2007 September;114.0;3.7
3445;433 Building completion;10 or more persons employed;2007 3rd quarter;97.0;3.5
3446;433 Building completion;10 or more persons employed;2007 October;125.0;4.7
3447;433 Building completion;10 or more persons employed;2007 November;132.0;6.4
3448;433 Building completion;10 or more persons employed;2007 December;121.0;1.8
3449;433 Building completion;10 or more persons employed;2007 4th quarter;126.0;4.3
3450;433 Building completion;10 or more persons employed;2007;104.0;3.3
3451;433 Building completion;10 or more persons employed;2008 January;64.0;12.9
3452;433 Building completion;10 or more persons employed;2008 February;93.0;7.7
3453;433 Building completion;10 or more persons employed;2008 March;98.0;-6.1
3454;433 Building completion;10 or more persons employed;2008 1st quarter;85.0;3.1
3455;433 Building completion;10 or more persons employed;2008 April;106.0;8.4
3456;433 Building completion;10 or more persons employed;2008 May;107.0;0.8
3457;433 Building completion;10 or more persons employed;2008 June;114.0;-6.2
3458;433 Building completion;10 or more persons employed;2008 2nd quarter;109.0;0.4
3459;433 Building completion;10 or more persons employed;2008 July;99.0;-3.0
3460;433 Building completion;10 or more persons employed;2008 August;70.0;-5.6
3461;433 Building completion;10 or more persons employed;2008 September;119.0;4.5
3462;433 Building completion;10 or more persons employed;2008 3rd quarter;96.0;-0.7
3463;433 Building completion;10 or more persons employed;2008 October;121.0;-2.5
3464;433 Building completion;10 or more persons employed;2008 November;109.0;-17.9
3465;433 Building completion;10 or more persons employed;2008 December;111.0;-8.8
3466;433 Building completion;10 or more persons employed;2008 4th quarter;114.0;-9.9
3467;433 Building completion;10 or more persons employed;2008;101.0;-2.5
3468;433 Building completion;10 or more persons employed;2009 January;62.0;-2.4
3469;433 Building completion;10 or more persons employed;2009 February;80.0;-14.2
3470;433 Building completion;10 or more persons employed;2009 March;100.0;2.7
3471;433 Building completion;10 or more persons employed;2009 1st quarter;81.0;-4.8
3472;433 Building completion;10 or more persons employed;2009 April;102.0;-4.5
3473;433 Building completion;10 or more persons employed;2009 May;95.0;-11.6
3474;433 Building completion;10 or more persons employed;2009 June;106.0;-7.1
3475;433 Building completion;10 or more persons employed;2009 2nd quarter;101.0;-7.7
3476;433 Building completion;10 or more persons employed;2009 July;107.0;8.3
3477;433 Building completion;10 or more persons employed;2009 August;64.0;-9.4
3478;433 Building completion;10 or more persons employed;2009 September;107.0;-10.2
3479;433 Building completion;10 or more persons employed;2009 3rd quarter;93.0;-3.6
3480;433 Building completion;10 or more persons employed;2009 October;114.0;-6.3
3481;433 Building completion;10 or more persons employed;2009 November;105.0;-3.5
3482;433 Building completion;10 or more persons employed;2009 December;107.0;-3.5
3483;433 Building completion;10 or more persons employed;2009 4th quarter;109.0;-4.5
3484;433 Building completion;10 or more persons employed;2009;96.0;-5.2
3485;433 Building completion;10 or more persons employed;2010 January;43.0;-30.4
3486;433 Building completion;10 or more persons employed;2010 February;65.0;-18.6
3487;433 Building completion;10 or more persons employed;2010 March;85.0;-15.3
3488;433 Building completion;10 or more persons employed;2010 1st quarter;64.0;-20.3
3489;433 Building completion;10 or more persons employed;2010 April;91.0;-10.7
3490;433 Building completion;10 or more persons employed;2010 May;83.0;-12.4
3491;433 Building completion;10 or more persons employed;2010 June;104.0;-1.9
3492;433 Building completion;10 or more persons employed;2010 2nd quarter;93.0;-8.1
3493;433 Building completion;10 or more persons employed;2010 July;100.0;-6.9
3494;433 Building completion;10 or more persons employed;2010 August;60.0;-5.1
3495;433 Building completion;10 or more persons employed;2010 September;103.0;-4.0
3496;433 Building completion;10 or more persons employed;2010 3rd quarter;88.0;-5.4
3497;433 Building completion;10 or more persons employed;2010 October;98.0;-14.0
3498;433 Building completion;10 or more persons employed;2010 November;101.0;-3.9
3499;433 Building completion;10 or more persons employed;2010 December;89.0;-16.8
3500;433 Building completion;10 or more persons employed;2010 4rd quarter;96.0;-11.7
3501;433 Building completion;10 or more persons employed;2010;85.0;-11.0
3502;433 Building completion;10 or more persons employed;2011 January;46.0;5.8
3503;433 Building completion;10 or more persons employed;2011 February;64.0;-1.8
3504;433 Building completion;10 or more persons employed;2011 March;82.0;-3.1
3505;433 Building completion;10 or more persons employed;2011 1st quarter;64.0;-0.7
3506;433 Building completion;10 or more persons employed;2011 April;76.0;-16.1
3507;433 Building completion;10 or more persons employed;2011 May;89.0;6.9
3508;433 Building completion;10 or more persons employed;2011 June;86.0;-17.7
3509;433 Building completion;10 or more persons employed;2011 2nd quarter;84.0;-9.8
3510;433 Building completion;10 or more persons employed;2011 July;85.0;-14.9
3511;433 Building completion;10 or more persons employed;2011 August;54.0;-10.5
3512;433 Building completion;10 or more persons employed;2011 September;89.0;-13.3
3513;433 Building completion;10 or more persons employed;2011 3rd quarter;76.0;-13.3
3514;433 Building completion;10 or more persons employed;2011 October;84.0;-14.0
3515;433 Building completion;10 or more persons employed;2011 November;94.0;-6.6
3516;433 Building completion;10 or more persons employed;2011 December;87.0;-1.8
3517;433 Building completion;10 or more persons employed;2011 4rd quarter;89.0;-7.6
3518;433 Building completion;10 or more persons employed;2011;78.0;-8.4
3519;433 Building completion;10 or more persons employed;2012 January;38.0;-16.3
3520;433 Building completion;10 or more persons employed;2012 February;55.0;-14.3
3521;433 Building completion;10 or more persons employed;2012 March;70.0;-15.3
