ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
8228;Total male and female;2 years;Guyanese;2014;1.0
8229;Total male and female;2 years;Guyanese;2015;0.0
8230;Total male and female;2 years;Guyanese;2016;1.0
8231;Total male and female;2 years;Guyanese;2017;1.0
8232;Total male and female;2 years;Guyanese;2018;1.0
8233;Total male and female;2 years;Guyanese;2019;0.0
8234;Total male and female;2 years;Guyanese;2020;0.0
8235;Total male and female;2 years;Guyanese;2021;1.0
8236;Total male and female;2 years;Guyanese;2022;0.0
8237;Total male and female;2 years;Guyanese;2023;1.0
8238;Total male and female;2 years;Guyanese;2024;1.0
8239;Total male and female;2 years;Haitian;2014;1.0
8240;Total male and female;2 years;Haitian;2015;2.0
8241;Total male and female;2 years;Haitian;2016;1.0
8242;Total male and female;2 years;Haitian;2017;0.0
8243;Total male and female;2 years;Haitian;2018;1.0
8244;Total male and female;2 years;Haitian;2019;0.0
8245;Total male and female;2 years;Haitian;2020;0.0
8246;Total male and female;2 years;Haitian;2021;0.0
8247;Total male and female;2 years;Haitian;2022;0.0
8248;Total male and female;2 years;Haitian;2023;0.0
8249;Total male and female;2 years;Haitian;2024;0.0
8250;Total male and female;2 years;Honduran;2014;1.0
8251;Total male and female;2 years;Honduran;2015;0.0
8252;Total male and female;2 years;Honduran;2016;0.0
8253;Total male and female;2 years;Honduran;2017;1.0
8254;Total male and female;2 years;Honduran;2018;1.0
8255;Total male and female;2 years;Honduran;2019;0.0
8256;Total male and female;2 years;Honduran;2020;2.0
8257;Total male and female;2 years;Honduran;2021;1.0
8258;Total male and female;2 years;Honduran;2022;1.0
8259;Total male and female;2 years;Honduran;2023;2.0
8260;Total male and female;2 years;Honduran;2024;1.0
8261;Total male and female;2 years;Hungarian;2014;104.0
8262;Total male and female;2 years;Hungarian;2015;107.0
8263;Total male and female;2 years;Hungarian;2016;131.0
8264;Total male and female;2 years;Hungarian;2017;159.0
8265;Total male and female;2 years;Hungarian;2018;164.0
8266;Total male and female;2 years;Hungarian;2019;175.0
8267;Total male and female;2 years;Hungarian;2020;179.0
8268;Total male and female;2 years;Hungarian;2021;182.0
8269;Total male and female;2 years;Hungarian;2022;207.0
8270;Total male and female;2 years;Hungarian;2023;202.0
8271;Total male and female;2 years;Hungarian;2024;233.0
8272;Total male and female;2 years;Icelandic;2014;4.0
8273;Total male and female;2 years;Icelandic;2015;2.0
8274;Total male and female;2 years;Icelandic;2016;2.0
8275;Total male and female;2 years;Icelandic;2017;1.0
8276;Total male and female;2 years;Icelandic;2018;5.0
8277;Total male and female;2 years;Icelandic;2019;3.0
8278;Total male and female;2 years;Icelandic;2020;6.0
8279;Total male and female;2 years;Icelandic;2021;6.0
8280;Total male and female;2 years;Icelandic;2022;8.0
8281;Total male and female;2 years;Icelandic;2023;8.0
8282;Total male and female;2 years;Icelandic;2024;3.0
8283;Total male and female;2 years;Indian;2014;283.0
8284;Total male and female;2 years;Indian;2015;327.0
8285;Total male and female;2 years;Indian;2016;375.0
8286;Total male and female;2 years;Indian;2017;441.0
8287;Total male and female;2 years;Indian;2018;530.0
8288;Total male and female;2 years;Indian;2019;584.0
8289;Total male and female;2 years;Indian;2020;737.0
8290;Total male and female;2 years;Indian;2021;655.0
8291;Total male and female;2 years;Indian;2022;728.0
8292;Total male and female;2 years;Indian;2023;851.0
8293;Total male and female;2 years;Indian;2024;1001.0
8294;Total male and female;2 years;Indonesian;2014;39.0
8295;Total male and female;2 years;Indonesian;2015;62.0
8296;Total male and female;2 years;Indonesian;2016;68.0
8297;Total male and female;2 years;Indonesian;2017;69.0
8298;Total male and female;2 years;Indonesian;2018;75.0
8299;Total male and female;2 years;Indonesian;2019;57.0
8300;Total male and female;2 years;Indonesian;2020;58.0
8301;Total male and female;2 years;Indonesian;2021;57.0
8302;Total male and female;2 years;Indonesian;2022;61.0
8303;Total male and female;2 years;Indonesian;2023;50.0
8304;Total male and female;2 years;Indonesian;2024;64.0
8305;Total male and female;2 years;Iranian;2014;18.0
8306;Total male and female;2 years;Iranian;2015;40.0
8307;Total male and female;2 years;Iranian;2016;27.0
8308;Total male and female;2 years;Iranian;2017;33.0
8309;Total male and female;2 years;Iranian;2018;51.0
8310;Total male and female;2 years;Iranian;2019;75.0
8311;Total male and female;2 years;Iranian;2020;86.0
8312;Total male and female;2 years;Iranian;2021;87.0
8313;Total male and female;2 years;Iranian;2022;100.0
8314;Total male and female;2 years;Iranian;2023;104.0
8315;Total male and female;2 years;Iranian;2024;115.0
8316;Total male and female;2 years;Iraqi;2014;106.0
8317;Total male and female;2 years;Iraqi;2015;81.0
8318;Total male and female;2 years;Iraqi;2016;65.0
8319;Total male and female;2 years;Iraqi;2017;96.0
8320;Total male and female;2 years;Iraqi;2018;85.0
8321;Total male and female;2 years;Iraqi;2019;110.0
8322;Total male and female;2 years;Iraqi;2020;78.0
8323;Total male and female;2 years;Iraqi;2021;69.0
8324;Total male and female;2 years;Iraqi;2022;59.0
8325;Total male and female;2 years;Iraqi;2023;49.0
8326;Total male and female;2 years;Iraqi;2024;46.0
8327;Total male and female;2 years;Irish;2014;36.0
8328;Total male and female;2 years;Irish;2015;33.0
8329;Total male and female;2 years;Irish;2016;33.0
8330;Total male and female;2 years;Irish;2017;40.0
8331;Total male and female;2 years;Irish;2018;31.0
8332;Total male and female;2 years;Irish;2019;40.0
8333;Total male and female;2 years;Irish;2020;39.0
8334;Total male and female;2 years;Irish;2021;44.0
8335;Total male and female;2 years;Irish;2022;34.0
8336;Total male and female;2 years;Irish;2023;40.0
8337;Total male and female;2 years;Irish;2024;47.0
8338;Total male and female;2 years;Israeli;2014;11.0
8339;Total male and female;2 years;Israeli;2015;22.0
8340;Total male and female;2 years;Israeli;2016;21.0
8341;Total male and female;2 years;Israeli;2017;19.0
8342;Total male and female;2 years;Israeli;2018;23.0
8343;Total male and female;2 years;Israeli;2019;21.0
8344;Total male and female;2 years;Israeli;2020;31.0
8345;Total male and female;2 years;Israeli;2021;28.0
8346;Total male and female;2 years;Israeli;2022;21.0
8347;Total male and female;2 years;Israeli;2023;22.0
8348;Total male and female;2 years;Israeli;2024;35.0
8349;Total male and female;2 years;Italian;2014;183.0
8350;Total male and female;2 years;Italian;2015;219.0
8351;Total male and female;2 years;Italian;2016;207.0
8352;Total male and female;2 years;Italian;2017;279.0
8353;Total male and female;2 years;Italian;2018;290.0
8354;Total male and female;2 years;Italian;2019;272.0
8355;Total male and female;2 years;Italian;2020;376.0
8356;Total male and female;2 years;Italian;2021;334.0
8357;Total male and female;2 years;Italian;2022;388.0
8358;Total male and female;2 years;Italian;2023;382.0
8359;Total male and female;2 years;Italian;2024;402.0
8360;Total male and female;2 years;Ivorian;2014;9.0
8361;Total male and female;2 years;Ivorian;2015;5.0
8362;Total male and female;2 years;Ivorian;2016;6.0
8363;Total male and female;2 years;Ivorian;2017;6.0
8364;Total male and female;2 years;Ivorian;2018;6.0
8365;Total male and female;2 years;Ivorian;2019;8.0
8366;Total male and female;2 years;Ivorian;2020;5.0
8367;Total male and female;2 years;Ivorian;2021;4.0
8368;Total male and female;2 years;Ivorian;2022;7.0
8369;Total male and female;2 years;Ivorian;2023;1.0
8370;Total male and female;2 years;Ivorian;2024;7.0
8371;Total male and female;2 years;Jamaican;2014;0.0
8372;Total male and female;2 years;Jamaican;2015;1.0
8373;Total male and female;2 years;Jamaican;2016;0.0
8374;Total male and female;2 years;Jamaican;2017;3.0
8375;Total male and female;2 years;Jamaican;2018;3.0
8376;Total male and female;2 years;Jamaican;2019;0.0
8377;Total male and female;2 years;Jamaican;2020;1.0
8378;Total male and female;2 years;Jamaican;2021;2.0
8379;Total male and female;2 years;Jamaican;2022;2.0
8380;Total male and female;2 years;Jamaican;2023;0.0
8381;Total male and female;2 years;Jamaican;2024;2.0
8382;Total male and female;2 years;Japanese;2014;63.0
8383;Total male and female;2 years;Japanese;2015;68.0
8384;Total male and female;2 years;Japanese;2016;80.0
8385;Total male and female;2 years;Japanese;2017;62.0
8386;Total male and female;2 years;Japanese;2018;75.0
8387;Total male and female;2 years;Japanese;2019;73.0
8388;Total male and female;2 years;Japanese;2020;76.0
8389;Total male and female;2 years;Japanese;2021;79.0
8390;Total male and female;2 years;Japanese;2022;72.0
8391;Total male and female;2 years;Japanese;2023;88.0
8392;Total male and female;2 years;Japanese;2024;72.0
8393;Total male and female;2 years;Jordanian;2014;5.0
8394;Total male and female;2 years;Jordanian;2015;2.0
8395;Total male and female;2 years;Jordanian;2016;3.0
8396;Total male and female;2 years;Jordanian;2017;3.0
8397;Total male and female;2 years;Jordanian;2018;4.0
8398;Total male and female;2 years;Jordanian;2019;5.0
8399;Total male and female;2 years;Jordanian;2020;5.0
8400;Total male and female;2 years;Jordanian;2021;4.0
8401;Total male and female;2 years;Jordanian;2022;7.0
8402;Total male and female;2 years;Jordanian;2023;4.0
8403;Total male and female;2 years;Jordanian;2024;5.0
8404;Total male and female;2 years;Kazakh;2014;5.0
8405;Total male and female;2 years;Kazakh;2015;8.0
8406;Total male and female;2 years;Kazakh;2016;4.0
8407;Total male and female;2 years;Kazakh;2017;4.0
8408;Total male and female;2 years;Kazakh;2018;6.0
8409;Total male and female;2 years;Kazakh;2019;8.0
8410;Total male and female;2 years;Kazakh;2020;9.0
8411;Total male and female;2 years;Kazakh;2021;12.0
8412;Total male and female;2 years;Kazakh;2022;12.0
8413;Total male and female;2 years;Kazakh;2023;15.0
8414;Total male and female;2 years;Kazakh;2024;14.0
8415;Total male and female;2 years;Kenyan;2014;2.0
8416;Total male and female;2 years;Kenyan;2015;7.0
8417;Total male and female;2 years;Kenyan;2016;7.0
8418;Total male and female;2 years;Kenyan;2017;1.0
8419;Total male and female;2 years;Kenyan;2018;2.0
8420;Total male and female;2 years;Kenyan;2019;3.0
8421;Total male and female;2 years;Kenyan;2020;4.0
8422;Total male and female;2 years;Kenyan;2021;8.0
8423;Total male and female;2 years;Kenyan;2022;4.0
8424;Total male and female;2 years;Kenyan;2023;9.0
8425;Total male and female;2 years;Kenyan;2024;11.0
8426;Total male and female;2 years;Citizen of Kiribati;2014;0.0
8427;Total male and female;2 years;Citizen of Kiribati;2015;0.0
8428;Total male and female;2 years;Citizen of Kiribati;2016;0.0
8429;Total male and female;2 years;Citizen of Kiribati;2017;0.0
8430;Total male and female;2 years;Citizen of Kiribati;2018;0.0
8431;Total male and female;2 years;Citizen of Kiribati;2019;0.0
8432;Total male and female;2 years;Citizen of Kiribati;2020;0.0
8433;Total male and female;2 years;Citizen of Kiribati;2021;0.0
8434;Total male and female;2 years;Citizen of Kiribati;2022;0.0
8435;Total male and female;2 years;Citizen of Kiribati;2023;0.0
8436;Total male and female;2 years;Citizen of Kiribati;2024;0.0
8437;Total male and female;2 years;Kosovar;2014;16.0
8438;Total male and female;2 years;Kosovar;2015;14.0
8439;Total male and female;2 years;Kosovar;2016;7.0
8440;Total male and female;2 years;Kosovar;2017;9.0
8441;Total male and female;2 years;Kosovar;2018;10.0
8442;Total male and female;2 years;Kosovar;2019;6.0
8443;Total male and female;2 years;Kosovar;2020;7.0
8444;Total male and female;2 years;Kosovar;2021;3.0
8445;Total male and female;2 years;Kosovar;2022;5.0
8446;Total male and female;2 years;Kosovar;2023;4.0
8447;Total male and female;2 years;Kosovar;2024;5.0
8448;Total male and female;2 years;Kuwaiti;2014;1.0
8449;Total male and female;2 years;Kuwaiti;2015;1.0
8450;Total male and female;2 years;Kuwaiti;2016;3.0
8451;Total male and female;2 years;Kuwaiti;2017;1.0
8452;Total male and female;2 years;Kuwaiti;2018;0.0
8453;Total male and female;2 years;Kuwaiti;2019;1.0
8454;Total male and female;2 years;Kuwaiti;2020;1.0
8455;Total male and female;2 years;Kuwaiti;2021;1.0
8456;Total male and female;2 years;Kuwaiti;2022;2.0
8457;Total male and female;2 years;Kuwaiti;2023;0.0
8458;Total male and female;2 years;Kuwaiti;2024;0.0
8459;Total male and female;2 years;Kyrgyz;2014;0.0
8460;Total male and female;2 years;Kyrgyz;2015;1.0
8461;Total male and female;2 years;Kyrgyz;2016;1.0
8462;Total male and female;2 years;Kyrgyz;2017;1.0
8463;Total male and female;2 years;Kyrgyz;2018;0.0
8464;Total male and female;2 years;Kyrgyz;2019;0.0
8465;Total male and female;2 years;Kyrgyz;2020;0.0
8466;Total male and female;2 years;Kyrgyz;2021;1.0
8467;Total male and female;2 years;Kyrgyz;2022;0.0
8468;Total male and female;2 years;Kyrgyz;2023;4.0
8469;Total male and female;2 years;Kyrgyz;2024;3.0
8470;Total male and female;2 years;Laotian;2014;0.0
8471;Total male and female;2 years;Laotian;2015;0.0
8472;Total male and female;2 years;Laotian;2016;0.0
8473;Total male and female;2 years;Laotian;2017;0.0
8474;Total male and female;2 years;Laotian;2018;0.0
8475;Total male and female;2 years;Laotian;2019;0.0
8476;Total male and female;2 years;Laotian;2020;0.0
8477;Total male and female;2 years;Laotian;2021;0.0
8478;Total male and female;2 years;Laotian;2022;0.0
8479;Total male and female;2 years;Laotian;2023;0.0
8480;Total male and female;2 years;Laotian;2024;0.0
8481;Total male and female;2 years;Latvian;2014;32.0
8482;Total male and female;2 years;Latvian;2015;27.0
8483;Total male and female;2 years;Latvian;2016;27.0
8484;Total male and female;2 years;Latvian;2017;45.0
8485;Total male and female;2 years;Latvian;2018;42.0
8486;Total male and female;2 years;Latvian;2019;64.0
8487;Total male and female;2 years;Latvian;2020;52.0
8488;Total male and female;2 years;Latvian;2021;81.0
8489;Total male and female;2 years;Latvian;2022;88.0
8490;Total male and female;2 years;Latvian;2023;101.0
8491;Total male and female;2 years;Latvian;2024;97.0
8492;Total male and female;2 years;Lebanese;2014;5.0
8493;Total male and female;2 years;Lebanese;2015;3.0
8494;Total male and female;2 years;Lebanese;2016;3.0
8495;Total male and female;2 years;Lebanese;2017;4.0
8496;Total male and female;2 years;Lebanese;2018;4.0
8497;Total male and female;2 years;Lebanese;2019;4.0
8498;Total male and female;2 years;Lebanese;2020;2.0
8499;Total male and female;2 years;Lebanese;2021;7.0
8500;Total male and female;2 years;Lebanese;2022;9.0
8501;Total male and female;2 years;Lebanese;2023;12.0
8502;Total male and female;2 years;Lebanese;2024;15.0
8503;Total male and female;2 years;Citizen of Lesotho;2014;0.0
8504;Total male and female;2 years;Citizen of Lesotho;2015;0.0
8505;Total male and female;2 years;Citizen of Lesotho;2016;1.0
8506;Total male and female;2 years;Citizen of Lesotho;2017;0.0
8507;Total male and female;2 years;Citizen of Lesotho;2018;1.0
8508;Total male and female;2 years;Citizen of Lesotho;2019;1.0
8509;Total male and female;2 years;Citizen of Lesotho;2020;0.0
8510;Total male and female;2 years;Citizen of Lesotho;2021;0.0
8511;Total male and female;2 years;Citizen of Lesotho;2022;0.0
8512;Total male and female;2 years;Citizen of Lesotho;2023;0.0
8513;Total male and female;2 years;Citizen of Lesotho;2024;0.0
8514;Total male and female;2 years;Liberian;2014;3.0
