ID;BedrijfsklassenSBI93;Beroepsbevolking;Perioden;TotaleGroep_1;JaTotaal_2;JaRegelmatig_3;JaSoms_4;Nee_5;JaTotaal_6;JaRegelmatig_7;JaSoms_8;Nee_9;JaTotaal_10;JaRegelmatig_11;JaSoms_12;Nee_13;JaTotaal_14;JaRegelmatig_15;JaSoms_16;Nee_17;JaTotaal_18;JaRegelmatig_19;JaSoms_20;Nee_21;JaTotaal_22;JaRegelmatig_23;JaSoms_24;Nee_25;JaTotaal_26;JaRegelmatig_27;JaSoms_28;Nee_29;TotaleGroep100_30;JaTotaal_31;JaRegelmatig_32;JaSoms_33;Nee_34;JaTotaal_35;JaRegelmatig_36;JaSoms_37;Nee_38;JaTotaal_39;JaRegelmatig_40;JaSoms_41;Nee_42;JaTotaal_43;JaRegelmatig_44;JaSoms_45;Nee_46;JaTotaal_47;JaRegelmatig_48;JaSoms_49;Nee_50;JaTotaal_51;JaRegelmatig_52;JaSoms_53;Nee_54;JaTotaal_55;JaRegelmatig_56;JaSoms_57;Nee_58
10;A-Q alle economische activiteiten;Werknemers ;1997;5628.0;1971.0;1306.0;665.0;3611.0;3480.0;1828.0;1651.0;2081.0;1139.0;787.0;352.0;4450.0;675.0;474.0;201.0;4910.0;751.0;459.0;293.0;4795.0;1243.0;562.0;681.0;4317.0;3158.0;2401.0;757.0;2427.0;5628.0;35.0;23.0;12.0;64.0;62.0;32.0;29.0;37.0;20.0;14.0;6.0;79.0;12.0;8.0;4.0;87.0;13.0;8.0;5.0;85.0;22.0;10.0;12.0;77.0;56.0;43.0;13.0;43.0
11;A-Q alle economische activiteiten;Werknemers ;1998;5850.0;1976.0;1295.0;681.0;3824.0;3648.0;1943.0;1705.0;2124.0;1131.0;780.0;351.0;4674.0;674.0;475.0;199.0;5127.0;732.0;441.0;291.0;5029.0;1240.0;553.0;687.0;4539.0;3406.0;2600.0;805.0;2395.0;5850.0;34.0;22.0;12.0;65.0;62.0;33.0;29.0;36.0;19.0;13.0;6.0;80.0;12.0;8.0;3.0;88.0;13.0;8.0;5.0;86.0;21.0;9.0;12.0;78.0;58.0;44.0;14.0;41.0
12;A-Q alle economische activiteiten;Werknemers ;1999;6042.0;2111.0;1341.0;770.0;3925.0;3780.0;2007.0;1773.0;2185.0;1170.0;817.0;353.0;4878.0;710.0;506.0;205.0;5335.0;744.0;454.0;290.0;5257.0;1292.0;578.0;714.0;4724.0;3632.0;2773.0;859.0;2409.0;6042.0;35.0;22.0;13.0;65.0;63.0;33.0;29.0;36.0;19.0;13.0;6.0;80.0;12.0;8.0;3.0;88.0;12.0;7.0;5.0;86.0;21.0;9.0;12.0;78.0;60.0;46.0;14.0;40.0
13;A-Q alle economische activiteiten;Werknemers ;2000;6116.0;2166.0;1371.0;795.0;3928.0;3610.0;1900.0;1710.0;2434.0;1197.0;845.0;352.0;4901.0;692.0;486.0;207.0;5399.0;804.0;504.0;300.0;5258.0;1348.0;604.0;744.0;4724.0;3648.0;2694.0;954.0;2450.0;6116.0;35.0;22.0;13.0;64.0;59.0;31.0;28.0;40.0;20.0;14.0;6.0;80.0;11.0;8.0;3.0;88.0;13.0;8.0;5.0;86.0;22.0;10.0;12.0;77.0;60.0;44.0;16.0;40.0
14;A-Q alle economische activiteiten;Werknemers ;2001 voor revisie;6256.0;2244.0;1409.0;835.0;4032.0;3635.0;1862.0;1773.0;2550.0;1256.0;853.0;403.0;5028.0;739.0;513.0;226.0;5544.0;845.0;501.0;344.0;5393.0;1406.0;602.0;803.0;4843.0;3855.0;2890.0;965.0;2428.0;6256.0;36.0;23.0;13.0;64.0;58.0;30.0;28.0;41.0;20.0;14.0;6.0;80.0;12.0;8.0;4.0;89.0;14.0;8.0;6.0;86.0;22.0;10.0;13.0;77.0;62.0;46.0;15.0;39.0
15;A-Q alle economische activiteiten;Werknemers ;2001 na revisie;6111.0;2244.0;1409.0;835.0;4032.0;3514.0;1793.0;1721.0;2526.0;1256.0;853.0;403.0;5028.0;739.0;513.0;226.0;5544.0;845.0;501.0;344.0;5393.0;1406.0;602.0;803.0;4843.0;3855.0;2890.0;965.0;2428.0;6111.0;37.0;23.0;14.0;66.0;57.0;29.0;28.0;41.0;21.0;14.0;7.0;82.0;12.0;8.0;4.0;91.0;14.0;8.0;6.0;88.0;23.0;10.0;13.0;79.0;63.0;47.0;16.0;40.0
16;A-Q alle economische activiteiten;Werknemers ;2002;6130.0;2208.0;1390.0;819.0;3994.0;3523.0;1711.0;1812.0;2533.0;1227.0;876.0;351.0;4980.0;729.0;523.0;207.0;5474.0;810.0;510.0;300.0;5359.0;1403.0;639.0;763.0;4773.0;3875.0;2920.0;955.0;2328.0;6130.0;36.0;23.0;13.0;65.0;57.0;28.0;30.0;41.0;20.0;14.0;6.0;81.0;12.0;9.0;3.0;89.0;13.0;8.0;5.0;87.0;23.0;10.0;12.0;78.0;63.0;48.0;16.0;38.0
17;A-Q alle economische activiteiten;Werknemers ;2003;6086.0;2191.0;1338.0;853.0;3919.0;3449.0;1650.0;1798.0;2571.0;;;;;;;;;;;;;1396.0;594.0;802.0;4688.0;3870.0;2950.0;920.0;2241.0;6086.0;36.0;22.0;14.0;64.0;57.0;27.0;30.0;42.0;5.0;4.0;2.0;20.0;3.0;2.0;1.0;22.0;3.0;2.0;1.0;21.0;23.0;10.0;13.0;77.0;64.0;48.0;15.0;37.0
18;A-Q alle economische activiteiten;Werknemers ;2004;6025.0;2253.0;1423.0;829.0;3818.0;3511.0;1583.0;1928.0;2445.0;;;;;;;;;;;;;1409.0;645.0;764.0;4631.0;3875.0;2938.0;937.0;2196.0;6025.0;37.0;24.0;14.0;63.0;58.0;26.0;32.0;41.0;;;;;;;;;;;;;23.0;11.0;13.0;77.0;64.0;49.0;16.0;36.0
19;A-Q alle economische activiteiten;Werknemers ;2005;6056.0;2200.0;1485.0;714.0;3868.0;;;;;;;;;;;;;;;;;1328.0;623.0;705.0;4713.0;;;;;6056.0;36.0;25.0;12.0;64.0;;;;;;;;;;;;;;;;;22.0;10.0;12.0;78.0;;;;
20;A-Q alle economische activiteiten;Zelfstandigen ;1997;755.0;323.0;223.0;100.0;424.0;444.0;205.0;240.0;302.0;225.0;163.0;62.0;522.0;156.0;120.0;37.0;590.0;133.0;73.0;59.0;613.0;114.0;34.0;79.0;632.0;368.0;239.0;129.0;379.0;755.0;43.0;30.0;13.0;56.0;59.0;27.0;32.0;40.0;30.0;22.0;8.0;69.0;21.0;16.0;5.0;78.0;18.0;10.0;8.0;81.0;15.0;5.0;11.0;84.0;49.0;32.0;17.0;50.0
21;A-Q alle economische activiteiten;Zelfstandigen ;1998;737.0;320.0;214.0;107.0;408.0;442.0;207.0;235.0;286.0;216.0;157.0;59.0;513.0;144.0;110.0;34.0;584.0;137.0;79.0;58.0;590.0;115.0;39.0;76.0;612.0;383.0;246.0;137.0;345.0;737.0;43.0;29.0;14.0;55.0;60.0;28.0;32.0;39.0;29.0;21.0;8.0;70.0;20.0;15.0;5.0;79.0;19.0;11.0;8.0;80.0;16.0;5.0;10.0;83.0;52.0;33.0;19.0;47.0
22;A-Q alle economische activiteiten;Zelfstandigen ;1999;726.0;324.0;217.0;107.0;409.0;425.0;211.0;214.0;293.0;224.0;166.0;59.0;509.0;151.0;116.0;35.0;582.0;146.0;87.0;58.0;587.0;128.0;40.0;88.0;604.0;395.0;245.0;150.0;338.0;726.0;44.0;29.0;15.0;55.0;59.0;29.0;30.0;40.0;30.0;22.0;8.0;69.0;20.0;16.0;5.0;79.0;20.0;12.0;8.0;79.0;17.0;5.0;12.0;82.0;53.0;33.0;20.0;46.0
23;A-Q alle economische activiteiten;Zelfstandigen ;2000;801.0;331.0;205.0;126.0;461.0;481.0;240.0;241.0;313.0;228.0;161.0;66.0;564.0;149.0;107.0;42.0;643.0;151.0;90.0;61.0;637.0;120.0;35.0;86.0;671.0;431.0;270.0;161.0;361.0;801.0;41.0;26.0;16.0;58.0;60.0;30.0;30.0;39.0;28.0;20.0;8.0;70.0;19.0;13.0;5.0;80.0;19.0;11.0;8.0;80.0;15.0;4.0;11.0;84.0;54.0;34.0;20.0;45.0
24;A-Q alle economische activiteiten;Zelfstandigen ;2001 voor revisie;765.0;342.0;217.0;125.0;418.0;457.0;222.0;234.0;303.0;214.0;155.0;59.0;548.0;138.0;101.0;36.0;624.0;137.0;82.0;55.0;622.0;135.0;46.0;90.0;625.0;434.0;255.0;179.0;327.0;765.0;45.0;28.0;16.0;55.0;60.0;29.0;31.0;40.0;28.0;20.0;8.0;72.0;18.0;13.0;5.0;81.0;18.0;11.0;7.0;81.0;18.0;6.0;12.0;82.0;57.0;33.0;23.0;43.0
25;A-Q alle economische activiteiten;Zelfstandigen ;2001 na revisie;824.0;342.0;217.0;125.0;418.0;488.0;236.0;251.0;331.0;214.0;155.0;59.0;548.0;138.0;101.0;36.0;624.0;137.0;82.0;55.0;622.0;135.0;46.0;90.0;625.0;434.0;255.0;179.0;327.0;824.0;41.0;26.0;15.0;51.0;59.0;29.0;30.0;40.0;26.0;19.0;7.0;66.0;17.0;12.0;4.0;76.0;17.0;10.0;7.0;76.0;16.0;6.0;11.0;76.0;53.0;31.0;22.0;40.0
26;A-Q alle economische activiteiten;Zelfstandigen ;2002;879.0;345.0;230.0;115.0;426.0;540.0;265.0;275.0;333.0;245.0;180.0;65.0;526.0;165.0;119.0;46.0;606.0;162.0;98.0;63.0;606.0;154.0;51.0;103.0;617.0;458.0;284.0;174.0;314.0;879.0;39.0;26.0;13.0;48.0;61.0;30.0;31.0;38.0;28.0;20.0;7.0;60.0;19.0;14.0;5.0;69.0;18.0;11.0;7.0;69.0;17.0;6.0;12.0;70.0;52.0;32.0;20.0;36.0
27;A-Q alle economische activiteiten;Zelfstandigen ;2003;882.0;357.0;222.0;134.0;437.0;527.0;246.0;281.0;347.0;;;;;;;;;;;;;150.0;48.0;102.0;642.0;480.0;305.0;175.0;313.0;882.0;40.0;25.0;15.0;50.0;60.0;28.0;32.0;39.0;7.0;6.0;2.0;17.0;4.0;3.0;1.0;20.0;5.0;4.0;2.0;19.0;17.0;5.0;12.0;73.0;54.0;35.0;20.0;35.0
28;A-Q alle economische activiteiten;Zelfstandigen ;2004;916.0;335.0;218.0;116.0;446.0;561.0;258.0;303.0;350.0;;;;;;;;;;;;;143.0;47.0;97.0;637.0;488.0;309.0;179.0;293.0;916.0;37.0;24.0;13.0;49.0;61.0;28.0;33.0;38.0;;;;;;;;;;;;;16.0;5.0;11.0;69.0;53.0;34.0;20.0;32.0
29;A-Q alle economische activiteiten;Zelfstandigen ;2005;917.0;353.0;243.0;109.0;444.0;;;;;;;;;;;;;;;;;153.0;60.0;94.0;644.0;;;;;917.0;38.0;26.0;12.0;48.0;;;;;;;;;;;;;;;;;17.0;6.0;10.0;70.0;;;;
30;1;Werkzame beroepsbevolking ;1997;226.0;161.0;114.0;47.0;63.0;109.0;36.0;74.0;114.0;143.0;112.0;31.0;81.0;133.0;106.0;27.0;91.0;71.0;38.0;33.0;152.0;56.0;15.0;41.0;168.0;53.0;23.0;30.0;171.0;226.0;71.0;50.0;21.0;28.0;49.0;16.0;33.0;51.0;63.0;50.0;14.0;36.0;59.0;47.0;12.0;40.0;31.0;17.0;15.0;68.0;25.0;7.0;18.0;75.0;24.0;10.0;13.0;76.0
31;1;Werkzame beroepsbevolking ;1998;207.0;150.0;105.0;44.0;57.0;107.0;37.0;70.0;99.0;128.0;100.0;28.0;79.0;118.0;92.0;26.0;88.0;64.0;34.0;30.0;140.0;59.0;21.0;38.0;148.0;58.0;25.0;33.0;149.0;207.0;72.0;51.0;21.0;27.0;51.0;18.0;34.0;48.0;62.0;48.0;14.0;38.0;57.0;45.0;12.0;43.0;31.0;16.0;15.0;67.0;28.0;10.0;18.0;71.0;28.0;12.0;16.0;72.0
32;1;Werkzame beroepsbevolking ;1999;200.0;150.0;106.0;44.0;56.0;101.0;37.0;63.0;98.0;135.0;106.0;29.0;71.0;128.0;102.0;25.0;79.0;70.0;37.0;32.0;135.0;56.0;19.0;37.0;150.0;66.0;28.0;38.0;141.0;202.0;73.0;51.0;21.0;27.0;50.0;19.0;32.0;49.0;65.0;51.0;14.0;34.0;62.0;49.0;12.0;38.0;34.0;18.0;16.0;65.0;27.0;9.0;18.0;73.0;32.0;13.0;18.0;68.0
33;1;Werkzame beroepsbevolking ;2000;209.0;159.0;109.0;50.0;57.0;101.0;38.0;63.0;107.0;130.0;103.0;27.0;86.0;121.0;94.0;28.0;94.0;75.0;44.0;31.0;139.0;54.0;15.0;38.0;161.0;49.0;19.0;30.0;166.0;209.0;76.0;52.0;24.0;27.0;48.0;18.0;30.0;51.0;62.0;49.0;13.0;41.0;58.0;45.0;13.0;45.0;36.0;21.0;15.0;66.0;26.0;7.0;18.0;77.0;24.0;9.0;14.0;80.0
34;1;Werkzame beroepsbevolking ;2001 voor revisie;188.0;128.0;89.0;39.0;55.0;94.0;29.0;65.0;93.0;113.0;89.0;23.0;71.0;107.0;84.0;23.0;77.0;65.0;38.0;28.0;117.0;56.0;25.0;30.0;127.0;54.0;17.0;37.0;129.0;188.0;68.0;47.0;21.0;29.0;50.0;15.0;35.0;49.0;60.0;48.0;12.0;38.0;57.0;45.0;12.0;41.0;35.0;20.0;15.0;62.0;30.0;13.0;16.0;68.0;29.0;9.0;20.0;69.0
35;1;Werkzame beroepsbevolking ;2001 na revisie;206.0;129.0;89.0;40.0;55.0;101.0;32.0;70.0;103.0;113.0;89.0;24.0;71.0;107.0;84.0;23.0;77.0;65.0;38.0;28.0;117.0;56.0;25.0;30.0;127.0;54.0;17.0;37.0;130.0;206.0;63.0;43.0;19.0;27.0;49.0;15.0;34.0;50.0;55.0;43.0;11.0;34.0;52.0;41.0;11.0;37.0;32.0;18.0;13.0;57.0;27.0;12.0;15.0;62.0;26.0;8.0;18.0;63.0
36;1;Werkzame beroepsbevolking ;2002;227.0;155.0;110.0;46.0;52.0;114.0;41.0;74.0;110.0;141.0;110.0;30.0;67.0;132.0;99.0;33.0;75.0;82.0;43.0;39.0;122.0;71.0;21.0;49.0;135.0;78.0;28.0;50.0;129.0;227.0;68.0;48.0;20.0;23.0;50.0;18.0;32.0;48.0;62.0;49.0;13.0;29.0;58.0;44.0;15.0;33.0;36.0;19.0;17.0;54.0;31.0;9.0;22.0;60.0;34.0;13.0;22.0;57.0
37;1;Werkzame beroepsbevolking ;2003;200.0;120.0;84.0;36.0;57.0;95.0;33.0;62.0;103.0;;;;;;;;;;;;;55.0;15.0;40.0;120.0;58.0;25.0;33.0;119.0;200.0;60.0;42.0;18.0;29.0;48.0;16.0;31.0;51.0;12.0;9.0;3.0;7.0;11.0;8.0;3.0;8.0;7.0;4.0;3.0;12.0;28.0;8.0;20.0;60.0;29.0;13.0;16.0;59.0
38;1;Werkzame beroepsbevolking ;2004;217.0;137.0;94.0;44.0;64.0;116.0;42.0;75.0;99.0;;;;;;;;;;;;;66.0;20.0;46.0;136.0;79.0;34.0;45.0;123.0;217.0;63.0;43.0;20.0;30.0;54.0;19.0;34.0;46.0;;;;;;;;;;;;;30.0;9.0;21.0;62.0;36.0;15.0;21.0;57.0
39;1;Werkzame beroepsbevolking ;2005;208.0;133.0;98.0;34.0;55.0;;;;;;;;;;;;;;;;;62.0;25.0;37.0;125.0;;;;;208.0;64.0;47.0;17.0;26.0;;;;;;;;;;;;;;;;;30.0;12.0;18.0;60.0;;;;
40;1;Werknemers ;1997;86.0;55.0;37.0;17.0;30.0;38.0;15.0;23.0;47.0;47.0;36.0;12.0;38.0;43.0;33.0;10.0;42.0;27.0;17.0;11.0;57.0;24.0;8.0;15.0;61.0;13.0;6.0;7.0;72.0;86.0;64.0;43.0;20.0;35.0;44.0;17.0;26.0;55.0;55.0;42.0;13.0;44.0;50.0;38.0;12.0;49.0;32.0;19.0;12.0;67.0;27.0;10.0;18.0;71.0;15.0;7.0;8.0;83.0
41;1;Werknemers ;1998;88.0;56.0;40.0;15.0;31.0;40.0;18.0;22.0;46.0;44.0;35.0;9.0;43.0;40.0;31.0;9.0;47.0;23.0;14.0;9.0;62.0;23.0;12.0;12.0;64.0;17.0;9.0;8.0;70.0;88.0;63.0;46.0;17.0;36.0;46.0;20.0;26.0;53.0;50.0;40.0;10.0;49.0;45.0;36.0;10.0;54.0;27.0;16.0;10.0;71.0;26.0;13.0;13.0;73.0;20.0;11.0;9.0;79.0
42;1;Werknemers ;1999;85.0;54.0;36.0;18.0;29.0;39.0;18.0;21.0;46.0;43.0;33.0;10.0;39.0;40.0;31.0;9.0;43.0;23.0;14.0;9.0;59.0;23.0;10.0;13.0;60.0;16.0;8.0;8.0;67.0;86.0;65.0;43.0;22.0;34.0;45.0;21.0;24.0;54.0;52.0;40.0;12.0;47.0;48.0;37.0;11.0;51.0;27.0;17.0;11.0;71.0;27.0;12.0;16.0;72.0;19.0;10.0;9.0;81.0
43;1;Werknemers ;2000;95.0;73.0;51.0;22.0;36.0;41.0;17.0;24.0;53.0;56.0;45.0;11.0;53.0;50.0;38.0;12.0;58.0;35.0;23.0;11.0;73.0;30.0;10.0;19.0;78.0;15.0;6.0;10.0;94.0;95.0;77.0;54.0;23.0;38.0;43.0;18.0;25.0;56.0;59.0;47.0;12.0;55.0;52.0;40.0;12.0;61.0;36.0;25.0;12.0;77.0;31.0;11.0;20.0;82.0;16.0;6.0;10.0;99.0
44;1;Werknemers ;2001 voor revisie;84.0;52.0;34.0;18.0;34.0;32.0;13.0;20.0;51.0;45.0;36.0;9.0;41.0;42.0;32.0;11.0;43.0;28.0;19.0;9.0;56.0;26.0;14.0;12.0;59.0;18.0;8.0;10.0;68.0;84.0;62.0;40.0;22.0;40.0;39.0;15.0;24.0;60.0;53.0;42.0;11.0;49.0;50.0;38.0;13.0;52.0;33.0;23.0;10.0;67.0;31.0;17.0;14.0;70.0;21.0;9.0;12.0;81.0
45;1;Werknemers ;2001 na revisie;87.0;52.0;34.0;18.0;34.0;33.0;13.0;20.0;52.0;45.0;36.0;9.0;41.0;42.0;32.0;11.0;44.0;28.0;19.0;9.0;56.0;26.0;15.0;12.0;59.0;18.0;8.0;10.0;68.0;87.0;60.0;39.0;21.0;39.0;38.0;15.0;23.0;60.0;52.0;41.0;11.0;47.0;48.0;36.0;12.0;50.0;32.0;22.0;10.0;65.0;30.0;17.0;13.0;68.0;21.0;9.0;12.0;78.0
46;1;Werknemers ;2002;95.0;60.0;42.0;18.0;30.0;39.0;16.0;23.0;53.0;49.0;38.0;10.0;41.0;43.0;32.0;11.0;47.0;29.0;18.0;11.0;59.0;29.0;10.0;19.0;60.0;22.0;12.0;10.0;67.0;95.0;63.0;45.0;19.0;31.0;41.0;17.0;25.0;56.0;51.0;40.0;11.0;43.0;45.0;33.0;12.0;50.0;30.0;18.0;12.0;62.0;30.0;11.0;20.0;63.0;23.0;13.0;11.0;70.0
47;1;Werknemers ;2003;89.0;49.0;36.0;13.0;31.0;38.0;15.0;23.0;49.0;;;;;;;;;;;;;27.0;9.0;18.0;51.0;20.0;13.0;8.0;59.0;89.0;55.0;40.0;15.0;35.0;43.0;17.0;26.0;55.0;10.0;7.0;4.0;7.0;8.0;5.0;3.0;10.0;6.0;3.0;2.0;11.0;31.0;10.0;20.0;57.0;23.0;14.0;9.0;66.0
48;1;Werknemers ;2004;96.0;57.0;39.0;18.0;39.0;45.0;17.0;27.0;50.0;;;;;;;;;;;;;34.0;13.0;21.0;62.0;26.0;17.0;10.0;70.0;96.0;59.0;40.0;19.0;40.0;46.0;18.0;28.0;52.0;;;;;;;;;;;;;35.0;13.0;22.0;64.0;27.0;17.0;10.0;72.0
49;1;Werknemers ;2005;96.0;57.0;41.0;16.0;36.0;;;;;;;;;;;;;;;;;30.0;15.0;15.0;63.0;;;;;96.0;60.0;43.0;16.0;38.0;;;;;;;;;;;;;;;;;32.0;16.0;16.0;66.0;;;;
50;1;Zelfstandigen ;1997;139.0;106.0;76.0;30.0;33.0;72.0;21.0;51.0;67.0;96.0;76.0;20.0;43.0;90.0;73.0;17.0;49.0;43.0;21.0;22.0;95.0;32.0;7.0;26.0;107.0;40.0;17.0;23.0;99.0;139.0;76.0;55.0;21.0;24.0;51.0;15.0;37.0;48.0;69.0;55.0;14.0;31.0;65.0;52.0;12.0;35.0;31.0;15.0;16.0;68.0;23.0;5.0;18.0;77.0;29.0;12.0;17.0;71.0
51;1;Zelfstandigen ;1998;120.0;94.0;65.0;29.0;26.0;67.0;19.0;48.0;53.0;84.0;65.0;19.0;35.0;78.0;61.0;17.0;41.0;41.0;20.0;21.0;78.0;35.0;9.0;26.0;84.0;40.0;16.0;25.0;79.0;120.0;79.0;54.0;24.0;21.0;56.0;16.0;40.0;44.0;70.0;54.0;16.0;30.0;65.0;51.0;14.0;35.0;34.0;16.0;18.0;65.0;30.0;8.0;22.0;70.0;34.0;13.0;21.0;66.0
52;1;Zelfstandigen ;1999;115.0;96.0;70.0;26.0;27.0;62.0;19.0;43.0;53.0;92.0;73.0;18.0;32.0;88.0;72.0;16.0;36.0;47.0;23.0;24.0;77.0;33.0;9.0;24.0;91.0;50.0;20.0;30.0;74.0;116.0;78.0;57.0;21.0;22.0;54.0;17.0;37.0;46.0;74.0;59.0;15.0;26.0;71.0;58.0;13.0;29.0;38.0;19.0;19.0;62.0;27.0;7.0;20.0;73.0;40.0;16.0;24.0;60.0
