ID;BedrijfsklassenSBI93;Beroepsbevolking;Perioden;TotaleGroep_1;JaTotaal_2;JaRegelmatig_3;JaSoms_4;Nee_5;JaTotaal_6;JaRegelmatig_7;JaSoms_8;Nee_9;JaTotaal_10;JaRegelmatig_11;JaSoms_12;Nee_13;JaTotaal_14;JaRegelmatig_15;JaSoms_16;Nee_17;JaTotaal_18;JaRegelmatig_19;JaSoms_20;Nee_21;JaTotaal_22;JaRegelmatig_23;JaSoms_24;Nee_25;JaTotaal_26;JaRegelmatig_27;JaSoms_28;Nee_29;TotaleGroep100_30;JaTotaal_31;JaRegelmatig_32;JaSoms_33;Nee_34;JaTotaal_35;JaRegelmatig_36;JaSoms_37;Nee_38;JaTotaal_39;JaRegelmatig_40;JaSoms_41;Nee_42;JaTotaal_43;JaRegelmatig_44;JaSoms_45;Nee_46;JaTotaal_47;JaRegelmatig_48;JaSoms_49;Nee_50;JaTotaal_51;JaRegelmatig_52;JaSoms_53;Nee_54;JaTotaal_55;JaRegelmatig_56;JaSoms_57;Nee_58
693;23;Werkzame beroepsbevolking ;2000;183.0;71.0;45.0;26.0;103.0;115.0;64.0;51.0;67.0;99.0;92.0;7.0;75.0;94.0;89.0;5.0;80.0;24.0;13.0;11.0;148.0;38.0;12.0;26.0;135.0;52.0;35.0;18.0;122.0;183.0;39.0;25.0;14.0;56.0;63.0;35.0;28.0;36.0;54.0;50.0;4.0;41.0;52.0;49.0;3.0;44.0;13.0;7.0;6.0;81.0;21.0;7.0;14.0;74.0;29.0;19.0;10.0;67.0
694;23;Werkzame beroepsbevolking ;2001 voor revisie;185.0;68.0;45.0;23.0;107.0;117.0;69.0;48.0;67.0;101.0;95.0;6.0;74.0;97.0;92.0;5.0;78.0;24.0;16.0;9.0;149.0;34.0;11.0;23.0;140.0;49.0;38.0;12.0;126.0;185.0;37.0;24.0;12.0;58.0;63.0;37.0;26.0;36.0;55.0;51.0;3.0;40.0;53.0;50.0;3.0;42.0;13.0;9.0;5.0;81.0;18.0;6.0;12.0;75.0;27.0;20.0;6.0;68.0
695;23;Werkzame beroepsbevolking ;2001 na revisie;190.0;68.0;45.0;23.0;108.0;120.0;72.0;48.0;68.0;102.0;95.0;7.0;75.0;98.0;92.0;6.0;79.0;25.0;16.0;9.0;151.0;34.0;11.0;23.0;141.0;51.0;39.0;12.0;126.0;190.0;36.0;24.0;12.0;57.0;63.0;38.0;26.0;36.0;54.0;50.0;4.0;39.0;52.0;49.0;3.0;41.0;13.0;8.0;5.0;79.0;18.0;6.0;12.0;74.0;27.0;21.0;6.0;66.0
696;23;Werkzame beroepsbevolking ;2002;179.0;80.0;52.0;29.0;99.0;110.0;60.0;51.0;68.0;104.0;99.0;5.0;74.0;99.0;95.0;5.0;79.0;26.0;17.0;9.0;150.0;37.0;15.0;21.0;141.0;53.0;40.0;13.0;125.0;179.0;45.0;29.0;16.0;55.0;62.0;33.0;28.0;38.0;58.0;55.0;3.0;42.0;56.0;53.0;3.0;44.0;15.0;10.0;5.0;84.0;20.0;9.0;12.0;79.0;30.0;22.0;7.0;70.0
697;23;Werkzame beroepsbevolking ;2003;184.0;71.0;51.0;20.0;102.0;113.0;64.0;49.0;69.0;;;;;;;;;;;;;36.0;11.0;25.0;136.0;49.0;35.0;14.0;124.0;184.0;38.0;28.0;11.0;55.0;61.0;35.0;27.0;38.0;12.0;12.0;;11.0;11.0;11.0;;12.0;4.0;3.0;1.0;19.0;19.0;6.0;13.0;74.0;27.0;19.0;8.0;67.0
698;23;Werkzame beroepsbevolking ;2004;188.0;83.0;51.0;32.0;103.0;118.0;63.0;55.0;69.0;;;;;;;;;;;;;44.0;16.0;28.0;141.0;61.0;46.0;15.0;125.0;188.0;44.0;27.0;17.0;55.0;63.0;34.0;29.0;36.0;;;;;;;;;;;;;23.0;8.0;15.0;75.0;32.0;25.0;8.0;66.0
699;23;Werkzame beroepsbevolking ;2005;196.0;80.0;56.0;24.0;112.0;;;;;;;;;;;;;;;;;38.0;17.0;21.0;153.0;;;;;196.0;41.0;29.0;12.0;57.0;;;;;;;;;;;;;;;;;19.0;8.0;11.0;78.0;;;;
700;23;Werknemers ;1997;158.0;66.0;46.0;20.0;92.0;108.0;61.0;46.0;50.0;81.0;76.0;5.0;77.0;76.0;73.0;4.0;82.0;18.0;12.0;6.0;139.0;31.0;10.0;21.0;127.0;43.0;34.0;10.0;115.0;158.0;42.0;29.0;13.0;58.0;68.0;39.0;29.0;31.0;51.0;48.0;3.0;49.0;48.0;46.0;2.0;52.0;11.0;8.0;4.0;88.0;20.0;6.0;13.0;80.0;27.0;21.0;6.0;72.0
701;23;Werknemers ;1998;167.0;74.0;48.0;26.0;93.0;111.0;67.0;44.0;54.0;92.0;86.0;6.0;75.0;87.0;83.0;4.0;80.0;18.0;11.0;7.0;147.0;33.0;12.0;22.0;131.0;44.0;34.0;10.0;123.0;167.0;44.0;29.0;15.0;55.0;66.0;40.0;26.0;33.0;55.0;52.0;3.0;45.0;52.0;50.0;2.0;48.0;11.0;7.0;4.0;88.0;20.0;7.0;13.0;79.0;26.0;20.0;6.0;73.0
702;23;Werknemers ;1999;169.0;70.0;45.0;25.0;98.0;114.0;65.0;49.0;54.0;99.0;95.0;5.0;68.0;94.0;91.0;3.0;72.0;21.0;13.0;8.0;145.0;33.0;10.0;22.0;134.0;43.0;35.0;9.0;124.0;169.0;42.0;27.0;15.0;58.0;68.0;39.0;29.0;32.0;59.0;57.0;3.0;41.0;56.0;54.0;2.0;43.0;12.0;8.0;5.0;86.0;20.0;6.0;13.0;80.0;26.0;21.0;5.0;74.0
703;23;Werknemers ;2000;167.0;66.0;42.0;25.0;91.0;104.0;57.0;46.0;62.0;90.0;85.0;5.0;67.0;86.0;82.0;3.0;72.0;22.0;12.0;10.0;134.0;36.0;12.0;24.0;121.0;43.0;29.0;14.0;114.0;167.0;40.0;25.0;15.0;55.0;62.0;34.0;28.0;37.0;54.0;51.0;3.0;40.0;51.0;49.0;2.0;43.0;13.0;7.0;6.0;80.0;22.0;7.0;14.0;72.0;26.0;17.0;8.0;68.0
704;23;Werknemers ;2001 voor revisie;172.0;62.0;41.0;21.0;97.0;109.0;64.0;45.0;62.0;93.0;88.0;5.0;66.0;90.0;85.0;5.0;70.0;23.0;16.0;8.0;135.0;33.0;10.0;22.0;126.0;42.0;36.0;7.0;117.0;172.0;36.0;24.0;12.0;56.0;64.0;37.0;26.0;36.0;54.0;51.0;3.0;38.0;52.0;49.0;3.0;41.0;14.0;9.0;4.0;78.0;19.0;6.0;13.0;73.0;25.0;21.0;4.0;68.0
705;23;Werknemers ;2001 na revisie;175.0;62.0;41.0;21.0;98.0;111.0;66.0;44.0;63.0;94.0;88.0;5.0;67.0;90.0;85.0;5.0;70.0;23.0;16.0;8.0;135.0;33.0;10.0;22.0;126.0;43.0;36.0;7.0;117.0;175.0;35.0;23.0;12.0;56.0;63.0;38.0;25.0;36.0;54.0;50.0;3.0;38.0;51.0;49.0;3.0;40.0;13.0;9.0;4.0;77.0;19.0;6.0;13.0;72.0;25.0;21.0;4.0;67.0
706;23;Werknemers ;2002;164.0;74.0;49.0;25.0;93.0;99.0;53.0;46.0;64.0;97.0;93.0;5.0;69.0;93.0;89.0;4.0;73.0;25.0;17.0;8.0;139.0;35.0;15.0;20.0;130.0;48.0;37.0;10.0;119.0;164.0;45.0;30.0;15.0;57.0;61.0;32.0;28.0;39.0;59.0;56.0;3.0;42.0;57.0;54.0;3.0;45.0;15.0;10.0;5.0;85.0;21.0;9.0;12.0;79.0;29.0;23.0;6.0;72.0
707;23;Werknemers ;2003;169.0;66.0;46.0;20.0;94.0;103.0;59.0;44.0;65.0;;;;;;;;;;;;;34.0;10.0;23.0;125.0;43.0;32.0;11.0;117.0;169.0;39.0;27.0;12.0;56.0;61.0;35.0;26.0;38.0;12.0;12.0;;11.0;11.0;11.0;;13.0;4.0;3.0;2.0;19.0;20.0;6.0;14.0;74.0;25.0;19.0;6.0;69.0
708;23;Werknemers ;2004;172.0;79.0;49.0;30.0;94.0;108.0;58.0;49.0;63.0;;;;;;;;;;;;;42.0;15.0;27.0;129.0;56.0;42.0;13.0;117.0;172.0;46.0;29.0;17.0;55.0;63.0;34.0;29.0;36.0;;;;;;;;;;;;;25.0;9.0;16.0;75.0;32.0;25.0;8.0;68.0
709;23;Werknemers ;2005;180.0;75.0;54.0;21.0;103.0;;;;;;;;;;;;;;;;;36.0;16.0;20.0;142.0;;;;;180.0;42.0;30.0;12.0;57.0;;;;;;;;;;;;;;;;;20.0;9.0;11.0;79.0;;;;
710;23;Zelfstandigen ;1997;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
711;23;Zelfstandigen ;1998;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;23;Zelfstandigen ;1999;13.0;6.0;3.0;2.0;9.0;10.0;4.0;5.0;4.0;8.0;7.0;;6.0;8.0;7.0;;6.0;2.0;;;12.0;3.0;;3.0;11.0;6.0;3.0;3.0;8.0;13.0;39.0;24.0;15.0;61.0;72.0;32.0;40.0;27.0;57.0;51.0;;43.0;57.0;51.0;;43.0;16.0;;;84.0;23.0;;21.0;76.0;43.0;22.0;21.0;57.0
713;23;Zelfstandigen ;2000;15.0;5.0;4.0;;12.0;11.0;7.0;4.0;4.0;9.0;7.0;2.0;8.0;9.0;7.0;2.0;8.0;2.0;;;14.0;2.0;;2.0;14.0;9.0;5.0;4.0;7.0;15.0;32.0;23.0;;77.0;71.0;44.0;27.0;29.0;56.0;44.0;12.0;52.0;56.0;44.0;12.0;52.0;14.0;;;92.0;15.0;;15.0;93.0;59.0;36.0;23.0;49.0
714;23;Zelfstandigen ;2001 voor revisie;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
715;23;Zelfstandigen ;2001 na revisie;15.0;6.0;4.0;2.0;10.0;9.0;5.0;4.0;6.0;8.0;7.0;;8.0;8.0;7.0;;8.0;;;;15.0;2.0;;;15.0;8.0;3.0;6.0;8.0;15.0;43.0;27.0;17.0;69.0;62.0;35.0;27.0;38.0;57.0;48.0;;55.0;57.0;48.0;;55.0;;;;104.0;13.0;;;100.0;56.0;19.0;37.0;57.0
716;23;Zelfstandigen ;2002;15.0;6.0;3.0;3.0;6.0;11.0;7.0;4.0;4.0;7.0;6.0;;5.0;6.0;6.0;;6.0;;;;11.0;2.0;;2.0;11.0;5.0;3.0;3.0;7.0;15.0;40.0;17.0;23.0;41.0;73.0;45.0;28.0;26.0;45.0;41.0;;36.0;43.0;41.0;;38.0;;;;74.0;10.0;;10.0;71.0;36.0;18.0;18.0;44.0
717;23;Zelfstandigen ;2003;15.0;5.0;5.0;;8.0;10.0;5.0;5.0;5.0;;;;;;;;;;;;;2.0;;;11.0;6.0;3.0;3.0;7.0;15.0;34.0;31.0;;54.0;68.0;35.0;34.0;30.0;14.0;14.0;;;14.0;14.0;;;;;;14.0;14.0;;;74.0;42.0;20.0;21.0;47.0
718;23;Zelfstandigen ;2004;16.0;4.0;2.0;2.0;9.0;10.0;5.0;5.0;6.0;;;;;;;;;;;;;2.0;;;12.0;5.0;4.0;2.0;8.0;16.0;27.0;15.0;13.0;54.0;64.0;33.0;31.0;36.0;;;;;;;;;;;;;9.0;;;72.0;34.0;24.0;10.0;47.0
719;23;Zelfstandigen ;2005;16.0;4.0;2.0;2.0;9.0;;;;;;;;;;;;;;;;;2.0;;;11.0;;;;;16.0;29.0;13.0;15.0;56.0;;;;;;;;;;;;;;;;;12.0;;;73.0;;;;
720;24;Werkzame beroepsbevolking ;1997;45.0;20.0;13.0;7.0;25.0;36.0;22.0;15.0;8.0;10.0;7.0;3.0;35.0;4.0;3.0;;41.0;8.0;5.0;3.0;37.0;25.0;15.0;9.0;20.0;30.0;23.0;7.0;14.0;45.0;44.0;29.0;15.0;56.0;81.0;49.0;33.0;18.0;23.0;15.0;8.0;77.0;9.0;7.0;;91.0;17.0;10.0;7.0;82.0;55.0;34.0;21.0;45.0;68.0;52.0;16.0;32.0
721;24;Werkzame beroepsbevolking ;1998;49.0;19.0;15.0;5.0;29.0;39.0;25.0;14.0;9.0;13.0;10.0;3.0;36.0;8.0;6.0;2.0;40.0;7.0;5.0;3.0;40.0;22.0;15.0;7.0;26.0;34.0;27.0;7.0;14.0;49.0;40.0;30.0;10.0;59.0;81.0;52.0;29.0;18.0;26.0;21.0;5.0;73.0;17.0;13.0;4.0;83.0;15.0;10.0;5.0;83.0;46.0;31.0;14.0;54.0;71.0;56.0;15.0;28.0
722;24;Werkzame beroepsbevolking ;1999;46.0;18.0;10.0;8.0;21.0;35.0;20.0;15.0;11.0;11.0;7.0;4.0;30.0;7.0;4.0;3.0;33.0;5.0;4.0;;34.0;22.0;13.0;9.0;16.0;29.0;22.0;8.0;12.0;46.0;44.0;24.0;20.0;52.0;77.0;43.0;34.0;23.0;27.0;18.0;9.0;73.0;18.0;10.0;7.0;82.0;12.0;9.0;;82.0;55.0;33.0;22.0;40.0;72.0;53.0;19.0;28.0
723;24;Werkzame beroepsbevolking ;2000;41.0;18.0;11.0;7.0;21.0;29.0;18.0;11.0;12.0;9.0;8.0;2.0;29.0;5.0;5.0;;33.0;7.0;5.0;2.0;32.0;19.0;9.0;9.0;20.0;23.0;17.0;6.0;15.0;41.0;44.0;27.0;16.0;50.0;71.0;44.0;27.0;28.0;23.0;18.0;4.0;71.0;13.0;12.0;;81.0;16.0;11.0;5.0;78.0;45.0;22.0;23.0;48.0;56.0;41.0;15.0;38.0
724;24;Werkzame beroepsbevolking ;2001 voor revisie;50.0;20.0;12.0;8.0;33.0;36.0;20.0;16.0;14.0;12.0;7.0;5.0;42.0;6.0;3.0;3.0;48.0;9.0;6.0;3.0;44.0;27.0;18.0;9.0;27.0;39.0;29.0;10.0;15.0;50.0;41.0;25.0;16.0;66.0;72.0;40.0;32.0;27.0;24.0;15.0;9.0;83.0;12.0;6.0;7.0;95.0;18.0;12.0;6.0;88.0;54.0;35.0;19.0;53.0;77.0;58.0;19.0;30.0
725;24;Werkzame beroepsbevolking ;2001 na revisie;49.0;20.0;12.0;8.0;33.0;35.0;19.0;16.0;14.0;12.0;7.0;5.0;42.0;6.0;3.0;3.0;48.0;9.0;6.0;3.0;44.0;27.0;18.0;9.0;27.0;39.0;29.0;10.0;15.0;49.0;42.0;25.0;16.0;68.0;71.0;39.0;32.0;29.0;25.0;15.0;10.0;85.0;13.0;6.0;7.0;97.0;18.0;12.0;6.0;90.0;56.0;36.0;19.0;54.0;79.0;60.0;19.0;31.0
726;24;Werkzame beroepsbevolking ;2002;44.0;18.0;12.0;6.0;26.0;35.0;19.0;16.0;9.0;11.0;7.0;3.0;33.0;8.0;6.0;2.0;35.0;7.0;4.0;2.0;37.0;21.0;11.0;10.0;23.0;30.0;21.0;8.0;14.0;44.0;40.0;27.0;13.0;58.0;80.0;43.0;37.0;20.0;24.0;17.0;7.0;74.0;18.0;13.0;5.0;80.0;15.0;10.0;5.0;83.0;47.0;25.0;22.0;51.0;67.0;49.0;19.0;31.0
727;24;Werkzame beroepsbevolking ;2003;47.0;25.0;19.0;6.0;24.0;34.0;17.0;16.0;13.0;;;;;;;;;;;;;27.0;16.0;11.0;21.0;29.0;24.0;6.0;20.0;47.0;53.0;40.0;13.0;50.0;71.0;37.0;35.0;29.0;8.0;;5.0;21.0;6.0;;;23.0;5.0;;;24.0;57.0;34.0;23.0;45.0;62.0;50.0;12.0;41.0
728;24;Werkzame beroepsbevolking ;2004;55.0;31.0;22.0;9.0;31.0;41.0;21.0;19.0;13.0;;;;;;;;;;;;;36.0;26.0;10.0;25.0;41.0;32.0;8.0;21.0;55.0;56.0;40.0;16.0;57.0;75.0;39.0;35.0;25.0;;;;;;;;;;;;;67.0;48.0;19.0;46.0;75.0;59.0;16.0;38.0
729;24;Werkzame beroepsbevolking ;2005;46.0;20.0;12.0;8.0;23.0;;;;;;;;;;;;;;;;;23.0;12.0;11.0;20.0;;;;;46.0;44.0;27.0;17.0;50.0;;;;;;;;;;;;;;;;;51.0;26.0;24.0;43.0;;;;
730;24;Werknemers ;1997;44.0;19.0;13.0;6.0;25.0;36.0;21.0;14.0;8.0;10.0;7.0;3.0;34.0;4.0;3.0;;40.0;7.0;4.0;3.0;36.0;24.0;15.0;9.0;20.0;30.0;23.0;7.0;14.0;44.0;44.0;29.0;15.0;56.0;82.0;49.0;32.0;18.0;23.0;15.0;8.0;77.0;9.0;7.0;;91.0;17.0;10.0;7.0;83.0;55.0;35.0;20.0;45.0;68.0;53.0;16.0;32.0
731;24;Werknemers ;1998;47.0;19.0;14.0;5.0;27.0;38.0;24.0;13.0;8.0;12.0;10.0;3.0;34.0;8.0;6.0;2.0;39.0;7.0;5.0;3.0;38.0;21.0;15.0;6.0;25.0;33.0;26.0;7.0;13.0;47.0;40.0;31.0;10.0;59.0;81.0;52.0;29.0;18.0;26.0;21.0;6.0;73.0;17.0;13.0;4.0;83.0;15.0;10.0;5.0;82.0;46.0;32.0;14.0;54.0;71.0;57.0;15.0;28.0
732;24;Werknemers ;1999;44.0;17.0;9.0;8.0;21.0;34.0;19.0;15.0;10.0;11.0;7.0;4.0;29.0;7.0;4.0;3.0;32.0;5.0;4.0;;32.0;21.0;12.0;9.0;16.0;29.0;22.0;8.0;10.0;44.0;42.0;23.0;19.0;53.0;77.0;43.0;34.0;22.0;27.0;17.0;9.0;73.0;18.0;10.0;8.0;82.0;12.0;9.0;;82.0;54.0;31.0;23.0;41.0;74.0;55.0;20.0;26.0
733;24;Werknemers ;2000;39.0;17.0;11.0;6.0;20.0;28.0;18.0;11.0;10.0;9.0;7.0;;29.0;5.0;5.0;;32.0;6.0;5.0;2.0;31.0;18.0;9.0;9.0;19.0;23.0;17.0;6.0;14.0;39.0;44.0;28.0;16.0;51.0;72.0;45.0;27.0;27.0;22.0;18.0;;73.0;12.0;12.0;;82.0;16.0;12.0;4.0;79.0;45.0;23.0;22.0;48.0;58.0;43.0;15.0;37.0
734;24;Werknemers ;2001 voor revisie;48.0;20.0;12.0;8.0;32.0;36.0;20.0;16.0;13.0;11.0;7.0;5.0;41.0;6.0;3.0;3.0;46.0;8.0;5.0;3.0;43.0;26.0;17.0;9.0;26.0;37.0;29.0;8.0;15.0;48.0;40.0;24.0;16.0;67.0;73.0;40.0;33.0;27.0;24.0;14.0;10.0;84.0;13.0;6.0;7.0;95.0;17.0;11.0;6.0;89.0;53.0;35.0;18.0;54.0;76.0;59.0;17.0;31.0
735;24;Werknemers ;2001 na revisie;47.0;20.0;12.0;8.0;32.0;34.0;18.0;16.0;13.0;11.0;7.0;5.0;41.0;6.0;3.0;3.0;46.0;8.0;5.0;3.0;43.0;26.0;17.0;9.0;26.0;37.0;29.0;8.0;15.0;47.0;42.0;25.0;17.0;69.0;72.0;39.0;33.0;28.0;25.0;14.0;10.0;87.0;13.0;6.0;7.0;98.0;18.0;12.0;7.0;92.0;55.0;36.0;19.0;56.0;79.0;62.0;17.0;32.0
736;24;Werknemers ;2002;42.0;16.0;11.0;5.0;25.0;34.0;18.0;15.0;8.0;9.0;7.0;3.0;32.0;7.0;5.0;2.0;35.0;5.0;4.0;2.0;36.0;20.0;11.0;9.0;21.0;29.0;21.0;7.0;13.0;42.0;39.0;27.0;13.0;60.0;80.0;44.0;36.0;20.0;22.0;16.0;6.0;77.0;16.0;12.0;5.0;83.0;13.0;9.0;4.0;86.0;48.0;25.0;23.0;51.0;68.0;50.0;18.0;31.0
737;24;Werknemers ;2003;45.0;25.0;19.0;6.0;23.0;33.0;17.0;16.0;12.0;;;;;;;;;;;;;27.0;16.0;10.0;20.0;29.0;23.0;6.0;19.0;45.0;55.0;42.0;13.0;50.0;72.0;37.0;35.0;28.0;9.0;;5.0;21.0;6.0;;;23.0;5.0;;;24.0;59.0;36.0;23.0;45.0;64.0;52.0;12.0;42.0
738;24;Werknemers ;2004;52.0;29.0;21.0;8.0;29.0;39.0;21.0;18.0;12.0;;;;;;;;;;;;;35.0;26.0;9.0;24.0;38.0;31.0;8.0;21.0;52.0;57.0;41.0;16.0;57.0;76.0;40.0;36.0;24.0;;;;;;;;;;;;;67.0;49.0;18.0;47.0;74.0;59.0;15.0;40.0
739;24;Werknemers ;2005;42.0;18.0;11.0;7.0;22.0;;;;;;;;;;;;;;;;;22.0;11.0;11.0;18.0;;;;;42.0;42.0;26.0;16.0;51.0;;;;;;;;;;;;;;;;;51.0;26.0;25.0;42.0;;;;
740;24;Zelfstandigen ;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741;24;Zelfstandigen ;1998;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742;24;Zelfstandigen ;1999;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
743;24;Zelfstandigen ;2000;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
744;24;Zelfstandigen ;2001 voor revisie;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
745;24;Zelfstandigen ;2001 na revisie;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
746;24;Zelfstandigen ;2002;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
747;24;Zelfstandigen ;2003;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
748;24;Zelfstandigen ;2004;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
749;24;Zelfstandigen ;2005;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
750;25;Werkzame beroepsbevolking ;1997;72.0;20.0;13.0;7.0;52.0;49.0;27.0;21.0;23.0;19.0;15.0;4.0;53.0;17.0;14.0;4.0;55.0;6.0;4.0;2.0;66.0;18.0;9.0;9.0;53.0;53.0;46.0;7.0;19.0;72.0;27.0;17.0;10.0;72.0;67.0;37.0;30.0;32.0;26.0;21.0;5.0;74.0;24.0;19.0;5.0;76.0;8.0;6.0;3.0;91.0;25.0;12.0;12.0;74.0;74.0;64.0;10.0;26.0
751;25;Werkzame beroepsbevolking ;1998;72.0;18.0;12.0;6.0;54.0;51.0;30.0;21.0;21.0;19.0;14.0;5.0;53.0;16.0;12.0;4.0;56.0;6.0;4.0;2.0;65.0;15.0;7.0;8.0;57.0;56.0;49.0;7.0;16.0;72.0;25.0;16.0;8.0;75.0;71.0;42.0;29.0;29.0;26.0;19.0;7.0;73.0;22.0;16.0;6.0;78.0;9.0;6.0;3.0;90.0;21.0;10.0;11.0;78.0;77.0;68.0;10.0;22.0
752;25;Werkzame beroepsbevolking ;1999;81.0;24.0;15.0;10.0;61.0;57.0;34.0;23.0;24.0;20.0;15.0;5.0;65.0;19.0;14.0;4.0;66.0;6.0;3.0;3.0;79.0;20.0;8.0;12.0;65.0;64.0;58.0;6.0;21.0;81.0;29.0;17.0;11.0;71.0;70.0;42.0;29.0;29.0;23.0;18.0;5.0;76.0;22.0;17.0;5.0;78.0;7.0;3.0;4.0;93.0;23.0;9.0;14.0;76.0;75.0;68.0;7.0;24.0
753;25;Werkzame beroepsbevolking ;2000;79.0;19.0;11.0;8.0;58.0;50.0;29.0;21.0;28.0;19.0;15.0;4.0;58.0;18.0;13.0;4.0;59.0;7.0;3.0;3.0;69.0;19.0;7.0;12.0;56.0;59.0;49.0;9.0;18.0;79.0;24.0;14.0;10.0;73.0;63.0;37.0;26.0;36.0;24.0;19.0;5.0;73.0;22.0;17.0;5.0;75.0;9.0;4.0;4.0;88.0;25.0;9.0;16.0;70.0;74.0;62.0;12.0;23.0
754;25;Werkzame beroepsbevolking ;2001 voor revisie;85.0;14.0;8.0;6.0;64.0;58.0;31.0;27.0;26.0;12.0;11.0;;66.0;11.0;10.0;;67.0;5.0;2.0;3.0;73.0;16.0;8.0;7.0;62.0;64.0;55.0;8.0;13.0;85.0;17.0;10.0;7.0;75.0;68.0;36.0;32.0;31.0;14.0;13.0;;77.0;13.0;12.0;;79.0;5.0;2.0;3.0;86.0;18.0;10.0;8.0;73.0;75.0;65.0;10.0;16.0
755;25;Werkzame beroepsbevolking ;2001 na revisie;82.0;16.0;9.0;6.0;66.0;55.0;29.0;27.0;26.0;14.0;11.0;2.0;69.0;12.0;11.0;;70.0;5.0;2.0;3.0;77.0;16.0;8.0;7.0;67.0;66.0;57.0;9.0;15.0;82.0;19.0;11.0;8.0;81.0;67.0;35.0;32.0;31.0;16.0;13.0;3.0;83.0;15.0;13.0;;85.0;6.0;2.0;4.0;93.0;19.0;10.0;9.0;81.0;80.0;69.0;11.0;18.0
756;25;Werkzame beroepsbevolking ;2002;79.0;25.0;14.0;11.0;61.0;51.0;26.0;25.0;26.0;23.0;20.0;4.0;63.0;20.0;17.0;3.0;65.0;10.0;7.0;3.0;75.0;25.0;12.0;13.0;61.0;67.0;58.0;9.0;19.0;79.0;31.0;18.0;14.0;77.0;65.0;33.0;32.0;33.0;29.0;25.0;4.0;79.0;26.0;22.0;4.0;83.0;13.0;9.0;4.0;95.0;32.0;15.0;17.0;77.0;85.0;73.0;11.0;24.0
757;25;Werkzame beroepsbevolking ;2003;83.0;21.0;13.0;8.0;66.0;51.0;26.0;25.0;31.0;;;;;;;;;;;;;19.0;8.0;11.0;69.0;71.0;62.0;8.0;17.0;83.0;25.0;16.0;9.0;80.0;61.0;31.0;30.0;38.0;6.0;5.0;;22.0;6.0;5.0;;22.0;2.0;2.0;;26.0;22.0;10.0;13.0;83.0;85.0;75.0;10.0;20.0
758;25;Werkzame beroepsbevolking ;2004;85.0;25.0;14.0;11.0;64.0;58.0;28.0;30.0;26.0;;;;;;;;;;;;;22.0;11.0;11.0;66.0;68.0;56.0;11.0;21.0;85.0;30.0;17.0;13.0;76.0;68.0;33.0;35.0;31.0;;;;;;;;;;;;;26.0;14.0;12.0;78.0;80.0;66.0;13.0;25.0
759;25;Werkzame beroepsbevolking ;2005;91.0;29.0;16.0;12.0;61.0;;;;;;;;;;;;;;;;;23.0;12.0;11.0;66.0;;;;;91.0;32.0;18.0;14.0;66.0;;;;;;;;;;;;;;;;;25.0;13.0;12.0;72.0;;;;
760;25;Werknemers ;1997;68.0;18.0;11.0;7.0;50.0;46.0;26.0;20.0;22.0;18.0;14.0;4.0;50.0;16.0;13.0;3.0;52.0;6.0;4.0;2.0;62.0;16.0;8.0;8.0;51.0;51.0;44.0;6.0;17.0;68.0;26.0;16.0;11.0;74.0;67.0;38.0;30.0;32.0;26.0;21.0;5.0;74.0;24.0;19.0;5.0;76.0;8.0;6.0;3.0;91.0;24.0;12.0;12.0;74.0;75.0;65.0;10.0;25.0
761;25;Werknemers ;1998;70.0;17.0;11.0;6.0;52.0;49.0;29.0;20.0;20.0;18.0;13.0;5.0;51.0;15.0;11.0;4.0;54.0;6.0;4.0;2.0;63.0;15.0;7.0;8.0;54.0;54.0;48.0;6.0;15.0;70.0;24.0;16.0;8.0;75.0;71.0;42.0;29.0;29.0;26.0;19.0;7.0;73.0;22.0;16.0;6.0;77.0;9.0;6.0;3.0;91.0;21.0;10.0;11.0;78.0;78.0;69.0;9.0;21.0
