ID;VormenVanJeugdzorg;Regio;Perioden;BegroteKosten_1;GerealiseerdeKosten_2;BegroteKostenPer1000Inwoners_3;GerealiseerdeKostenPer1000Inwoners_4
1909;JZ Totaal jeugdzorg;Geldermalsen;2016;;;;
1910;JZ Totaal jeugdzorg;Geldermalsen;1e halfjaar 2017;;;;
1911;JZ Totaal jeugdzorg;Geldermalsen;2e halfjaar 2017;;;;
1912;JZ Totaal jeugdzorg;Geldermalsen;2017;;;;
1913;JZ Totaal jeugdzorg;Geldermalsen;1e halfjaar 2018;1790.0;1928.0;67.0;72.0
1914;JZ Totaal jeugdzorg;Geldermalsen;2e halfjaar 2018;1790.0;1928.0;67.0;72.0
1915;JZ Totaal jeugdzorg;Geldermalsen;2018;3581.0;3857.0;134.0;144.0
1916;JZ Totaal jeugdzorg;Geldermalsen;2019;;;;
1917;JZ Totaal jeugdzorg;Geldermalsen;2020;;;;
1918;JZ Totaal jeugdzorg;Geldermalsen;2021;;;;
1919;JZ Totaal jeugdzorg;Geldermalsen;2022;;;;
1920;JZ Totaal jeugdzorg;Geldermalsen;2023;;;;
1921;JZ Totaal jeugdzorg;Geldrop-Mierlo;1e halfjaar 2015;;;;
1922;JZ Totaal jeugdzorg;Geldrop-Mierlo;2e halfjaar 2015;;;;
1923;JZ Totaal jeugdzorg;Geldrop-Mierlo;2015;;;;
1924;JZ Totaal jeugdzorg;Geldrop-Mierlo;1e halfjaar 2016;;;;
1925;JZ Totaal jeugdzorg;Geldrop-Mierlo;2e halfjaar 2016;;;;
1926;JZ Totaal jeugdzorg;Geldrop-Mierlo;2016;;;;
1927;JZ Totaal jeugdzorg;Geldrop-Mierlo;1e halfjaar 2017;;;;
1928;JZ Totaal jeugdzorg;Geldrop-Mierlo;2e halfjaar 2017;;;;
1929;JZ Totaal jeugdzorg;Geldrop-Mierlo;2017;;;;
1930;JZ Totaal jeugdzorg;Geldrop-Mierlo;1e halfjaar 2018;;;;
1931;JZ Totaal jeugdzorg;Geldrop-Mierlo;2e halfjaar 2018;;;;
1932;JZ Totaal jeugdzorg;Geldrop-Mierlo;2018;9568.0;11278.0;243.0;287.0
1933;JZ Totaal jeugdzorg;Geldrop-Mierlo;2019;10571.0;10953.0;266.0;276.0
1934;JZ Totaal jeugdzorg;Geldrop-Mierlo;2020;10528.0;11149.0;264.0;280.0
1935;JZ Totaal jeugdzorg;Geldrop-Mierlo;2021;11224.0;11628.0;280.0;290.0
1936;JZ Totaal jeugdzorg;Geldrop-Mierlo;2022;11787.0;12511.0;293.0;311.0
1937;JZ Totaal jeugdzorg;Geldrop-Mierlo;2023;14400.0;15139.0;356.0;374.0
1938;JZ Totaal jeugdzorg;Gemert-Bakel;1e halfjaar 2015;;;;
1939;JZ Totaal jeugdzorg;Gemert-Bakel;2e halfjaar 2015;;;;
1940;JZ Totaal jeugdzorg;Gemert-Bakel;2015;;;;
1941;JZ Totaal jeugdzorg;Gemert-Bakel;1e halfjaar 2016;;2569.0;;87.0
1942;JZ Totaal jeugdzorg;Gemert-Bakel;2e halfjaar 2016;;2354.0;;79.0
1943;JZ Totaal jeugdzorg;Gemert-Bakel;2016;;4923.0;;166.0
1944;JZ Totaal jeugdzorg;Gemert-Bakel;1e halfjaar 2017;;;;
1945;JZ Totaal jeugdzorg;Gemert-Bakel;2e halfjaar 2017;;;;
1946;JZ Totaal jeugdzorg;Gemert-Bakel;2017;4672.0;6151.0;155.0;205.0
1947;JZ Totaal jeugdzorg;Gemert-Bakel;1e halfjaar 2018;;;;
1948;JZ Totaal jeugdzorg;Gemert-Bakel;2e halfjaar 2018;;;;
1949;JZ Totaal jeugdzorg;Gemert-Bakel;2018;5346.0;5557.0;176.0;183.0
1950;JZ Totaal jeugdzorg;Gemert-Bakel;2019;6371.0;6081.0;209.0;199.0
1951;JZ Totaal jeugdzorg;Gemert-Bakel;2020;5724.0;5509.0;186.0;179.0
1952;JZ Totaal jeugdzorg;Gemert-Bakel;2021;5989.0;6127.0;194.0;199.0
1953;JZ Totaal jeugdzorg;Gemert-Bakel;2022;5813.0;5609.0;187.0;180.0
1954;JZ Totaal jeugdzorg;Gemert-Bakel;2023;5718.0;6155.0;182.0;196.0
1955;JZ Totaal jeugdzorg;Gennep;1e halfjaar 2015;;;;
1956;JZ Totaal jeugdzorg;Gennep;2e halfjaar 2015;;;;
1957;JZ Totaal jeugdzorg;Gennep;2015;;;;
1958;JZ Totaal jeugdzorg;Gennep;1e halfjaar 2016;;;;
1959;JZ Totaal jeugdzorg;Gennep;2e halfjaar 2016;;;;
1960;JZ Totaal jeugdzorg;Gennep;2016;;;;
1961;JZ Totaal jeugdzorg;Gennep;1e halfjaar 2017;;;;
1962;JZ Totaal jeugdzorg;Gennep;2e halfjaar 2017;;;;
1963;JZ Totaal jeugdzorg;Gennep;2017;;;;
1964;JZ Totaal jeugdzorg;Gennep;1e halfjaar 2018;;;;
1965;JZ Totaal jeugdzorg;Gennep;2e halfjaar 2018;;;;
1966;JZ Totaal jeugdzorg;Gennep;2018;;;;
1967;JZ Totaal jeugdzorg;Gennep;2019;;774.0;;45.0
1968;JZ Totaal jeugdzorg;Gennep;2020;;3615.0;;213.0
1969;JZ Totaal jeugdzorg;Gennep;2021;;3964.0;;232.0
1970;JZ Totaal jeugdzorg;Gennep;2022;3729.0;3721.0;216.0;215.0
1971;JZ Totaal jeugdzorg;Gennep;2023;4770.0;4821.0;268.0;271.0
1972;JZ Totaal jeugdzorg;Giessenlanden;1e halfjaar 2015;;;;
1973;JZ Totaal jeugdzorg;Giessenlanden;2e halfjaar 2015;;;;
1974;JZ Totaal jeugdzorg;Giessenlanden;2015;;;;
1975;JZ Totaal jeugdzorg;Giessenlanden;1e halfjaar 2016;;1081.0;;74.0
1976;JZ Totaal jeugdzorg;Giessenlanden;2e halfjaar 2016;;;;
1977;JZ Totaal jeugdzorg;Giessenlanden;2016;;;;
1978;JZ Totaal jeugdzorg;Giessenlanden;1e halfjaar 2017;1161.0;649.0;80.0;44.0
1979;JZ Totaal jeugdzorg;Giessenlanden;2e halfjaar 2017;;;;
1980;JZ Totaal jeugdzorg;Giessenlanden;2017;;;;
1981;JZ Totaal jeugdzorg;Giessenlanden;1e halfjaar 2018;828.0;165.0;57.0;11.0
1982;JZ Totaal jeugdzorg;Giessenlanden;2e halfjaar 2018;976.0;145.0;67.0;10.0
1983;JZ Totaal jeugdzorg;Giessenlanden;2018;1804.0;310.0;124.0;21.0
1984;JZ Totaal jeugdzorg;Giessenlanden;2019;;;;
1985;JZ Totaal jeugdzorg;Giessenlanden;2020;;;;
1986;JZ Totaal jeugdzorg;Giessenlanden;2021;;;;
1987;JZ Totaal jeugdzorg;Giessenlanden;2022;;;;
1988;JZ Totaal jeugdzorg;Giessenlanden;2023;;;;
1989;JZ Totaal jeugdzorg;Gilze en Rijen;1e halfjaar 2015;;;;
1990;JZ Totaal jeugdzorg;Gilze en Rijen;2e halfjaar 2015;;;;
1991;JZ Totaal jeugdzorg;Gilze en Rijen;2015;;;;
1992;JZ Totaal jeugdzorg;Gilze en Rijen;1e halfjaar 2016;;;;
1993;JZ Totaal jeugdzorg;Gilze en Rijen;2e halfjaar 2016;;;;
1994;JZ Totaal jeugdzorg;Gilze en Rijen;2016;;;;
1995;JZ Totaal jeugdzorg;Gilze en Rijen;1e halfjaar 2017;;;;
1996;JZ Totaal jeugdzorg;Gilze en Rijen;2e halfjaar 2017;;;;
1997;JZ Totaal jeugdzorg;Gilze en Rijen;2017;4119.0;3966.0;158.0;152.0
1998;JZ Totaal jeugdzorg;Gilze en Rijen;1e halfjaar 2018;;;;
1999;JZ Totaal jeugdzorg;Gilze en Rijen;2e halfjaar 2018;;;;
2000;JZ Totaal jeugdzorg;Gilze en Rijen;2018;4644.0;5740.0;176.0;218.0
2001;JZ Totaal jeugdzorg;Gilze en Rijen;2019;5772.0;5980.0;218.0;226.0
2002;JZ Totaal jeugdzorg;Gilze en Rijen;2020;6790.0;6791.0;256.0;256.0
2003;JZ Totaal jeugdzorg;Gilze en Rijen;2021;6981.0;6510.0;261.0;243.0
2004;JZ Totaal jeugdzorg;Gilze en Rijen;2022;7358.0;6932.0;277.0;261.0
2005;JZ Totaal jeugdzorg;Gilze en Rijen;2023;7401.0;7960.0;276.0;296.0
2006;JZ Totaal jeugdzorg;Goeree-Overflakkee;1e halfjaar 2015;;;;
2007;JZ Totaal jeugdzorg;Goeree-Overflakkee;2e halfjaar 2015;;;;
2008;JZ Totaal jeugdzorg;Goeree-Overflakkee;2015;;;;
2009;JZ Totaal jeugdzorg;Goeree-Overflakkee;1e halfjaar 2016;;;;
2010;JZ Totaal jeugdzorg;Goeree-Overflakkee;2e halfjaar 2016;;;;
2011;JZ Totaal jeugdzorg;Goeree-Overflakkee;2016;;;;
2012;JZ Totaal jeugdzorg;Goeree-Overflakkee;1e halfjaar 2017;;;;
2013;JZ Totaal jeugdzorg;Goeree-Overflakkee;2e halfjaar 2017;;;;
2014;JZ Totaal jeugdzorg;Goeree-Overflakkee;2017;;;;
2015;JZ Totaal jeugdzorg;Goeree-Overflakkee;1e halfjaar 2018;;;;
2016;JZ Totaal jeugdzorg;Goeree-Overflakkee;2e halfjaar 2018;;;;
2017;JZ Totaal jeugdzorg;Goeree-Overflakkee;2018;5358.0;5865.0;109.0;119.0
2018;JZ Totaal jeugdzorg;Goeree-Overflakkee;2019;5523.0;7062.0;111.0;142.0
2019;JZ Totaal jeugdzorg;Goeree-Overflakkee;2020;9166.0;10454.0;183.0;208.0
2020;JZ Totaal jeugdzorg;Goeree-Overflakkee;2021;12129.0;13720.0;239.0;271.0
2021;JZ Totaal jeugdzorg;Goeree-Overflakkee;2022;11498.0;10069.0;225.0;197.0
2022;JZ Totaal jeugdzorg;Goeree-Overflakkee;2023;11564.0;11348.0;224.0;219.0
2023;JZ Totaal jeugdzorg;Goes;1e halfjaar 2015;;;;
2024;JZ Totaal jeugdzorg;Goes;2e halfjaar 2015;;;;
2025;JZ Totaal jeugdzorg;Goes;2015;;;;
2026;JZ Totaal jeugdzorg;Goes;1e halfjaar 2016;;;;
2027;JZ Totaal jeugdzorg;Goes;2e halfjaar 2016;;;;
2028;JZ Totaal jeugdzorg;Goes;2016;;;;
2029;JZ Totaal jeugdzorg;Goes;1e halfjaar 2017;;;;
2030;JZ Totaal jeugdzorg;Goes;2e halfjaar 2017;;;;
2031;JZ Totaal jeugdzorg;Goes;2017;;;;
2032;JZ Totaal jeugdzorg;Goes;1e halfjaar 2018;;;;
2033;JZ Totaal jeugdzorg;Goes;2e halfjaar 2018;;;;
2034;JZ Totaal jeugdzorg;Goes;2018;7157.0;8736.0;190.0;232.0
2035;JZ Totaal jeugdzorg;Goes;2019;;10584.0;;281.0
2036;JZ Totaal jeugdzorg;Goes;2020;;12218.0;;320.0
2037;JZ Totaal jeugdzorg;Goes;2021;;12429.0;;322.0
2038;JZ Totaal jeugdzorg;Goes;2022;13971.0;13971.0;358.0;358.0
2039;JZ Totaal jeugdzorg;Goes;2023;15671.0;15671.0;397.0;397.0
2040;JZ Totaal jeugdzorg;Goirle;1e halfjaar 2015;;;;
2041;JZ Totaal jeugdzorg;Goirle;2e halfjaar 2015;;;;
2042;JZ Totaal jeugdzorg;Goirle;2015;;;;
2043;JZ Totaal jeugdzorg;Goirle;1e halfjaar 2016;;;;
2044;JZ Totaal jeugdzorg;Goirle;2e halfjaar 2016;;;;
2045;JZ Totaal jeugdzorg;Goirle;2016;;;;
2046;JZ Totaal jeugdzorg;Goirle;1e halfjaar 2017;;;;
2047;JZ Totaal jeugdzorg;Goirle;2e halfjaar 2017;;;;
2048;JZ Totaal jeugdzorg;Goirle;2017;;;;
2049;JZ Totaal jeugdzorg;Goirle;1e halfjaar 2018;;;;
2050;JZ Totaal jeugdzorg;Goirle;2e halfjaar 2018;;;;
2051;JZ Totaal jeugdzorg;Goirle;2018;;;;
2052;JZ Totaal jeugdzorg;Goirle;2019;;;;
2053;JZ Totaal jeugdzorg;Goirle;2020;;;;
2054;JZ Totaal jeugdzorg;Goirle;2021;;;;
2055;JZ Totaal jeugdzorg;Goirle;2022;;;;
2056;JZ Totaal jeugdzorg;Goirle;2023;;;;
2057;JZ Totaal jeugdzorg;Gooise Meren;1e halfjaar 2015;;;;
2058;JZ Totaal jeugdzorg;Gooise Meren;2e halfjaar 2015;;;;
2059;JZ Totaal jeugdzorg;Gooise Meren;2015;;;;
2060;JZ Totaal jeugdzorg;Gooise Meren;1e halfjaar 2016;;;;
2061;JZ Totaal jeugdzorg;Gooise Meren;2e halfjaar 2016;;;;
2062;JZ Totaal jeugdzorg;Gooise Meren;2016;;;;
2063;JZ Totaal jeugdzorg;Gooise Meren;1e halfjaar 2017;;;;
2064;JZ Totaal jeugdzorg;Gooise Meren;2e halfjaar 2017;;;;
2065;JZ Totaal jeugdzorg;Gooise Meren;2017;7084.0;6398.0;126.0;114.0
2066;JZ Totaal jeugdzorg;Gooise Meren;1e halfjaar 2018;;;;
2067;JZ Totaal jeugdzorg;Gooise Meren;2e halfjaar 2018;;;;
2068;JZ Totaal jeugdzorg;Gooise Meren;2018;9018.0;9297.0;157.0;162.0
2069;JZ Totaal jeugdzorg;Gooise Meren;2019;10240.0;10900.0;177.0;188.0
2070;JZ Totaal jeugdzorg;Gooise Meren;2020;10989.0;11382.0;189.0;196.0
2071;JZ Totaal jeugdzorg;Gooise Meren;2021;12105.0;11393.0;206.0;194.0
2072;JZ Totaal jeugdzorg;Gooise Meren;2022;12258.0;12767.0;208.0;216.0
2073;JZ Totaal jeugdzorg;Gooise Meren;2023;;13756.0;;227.0
2074;JZ Totaal jeugdzorg;Gorinchem;1e halfjaar 2015;;1936.0;;55.0
2075;JZ Totaal jeugdzorg;Gorinchem;2e halfjaar 2015;;2334.0;;66.0
2076;JZ Totaal jeugdzorg;Gorinchem;2015;;4270.0;;121.0
2077;JZ Totaal jeugdzorg;Gorinchem;1e halfjaar 2016;;;;
2078;JZ Totaal jeugdzorg;Gorinchem;2e halfjaar 2016;;;;
2079;JZ Totaal jeugdzorg;Gorinchem;2016;;;;
2080;JZ Totaal jeugdzorg;Gorinchem;1e halfjaar 2017;2496.0;1436.0;70.0;40.0
2081;JZ Totaal jeugdzorg;Gorinchem;2e halfjaar 2017;;;;
2082;JZ Totaal jeugdzorg;Gorinchem;2017;;;;
2083;JZ Totaal jeugdzorg;Gorinchem;1e halfjaar 2018;;;;
2084;JZ Totaal jeugdzorg;Gorinchem;2e halfjaar 2018;;;;
2085;JZ Totaal jeugdzorg;Gorinchem;2018;;;;
2086;JZ Totaal jeugdzorg;Gorinchem;2019;;9091.0;;247.0
2087;JZ Totaal jeugdzorg;Gorinchem;2020;;9143.0;;247.0
2088;JZ Totaal jeugdzorg;Gorinchem;2021;10114.0;10245.0;270.0;273.0
2089;JZ Totaal jeugdzorg;Gorinchem;2022;10117.0;11074.0;268.0;294.0
2090;JZ Totaal jeugdzorg;Gorinchem;2023;12856.0;12707.0;334.0;330.0
2091;JZ Totaal jeugdzorg;Gouda;1e halfjaar 2015;;;;
2092;JZ Totaal jeugdzorg;Gouda;2e halfjaar 2015;;;;
2093;JZ Totaal jeugdzorg;Gouda;2015;;;;
2094;JZ Totaal jeugdzorg;Gouda;1e halfjaar 2016;;;;
2095;JZ Totaal jeugdzorg;Gouda;2e halfjaar 2016;;;;
2096;JZ Totaal jeugdzorg;Gouda;2016;;;;
2097;JZ Totaal jeugdzorg;Gouda;1e halfjaar 2017;;;;
2098;JZ Totaal jeugdzorg;Gouda;2e halfjaar 2017;;;;
2099;JZ Totaal jeugdzorg;Gouda;2017;;;;
2100;JZ Totaal jeugdzorg;Gouda;1e halfjaar 2018;;;;
2101;JZ Totaal jeugdzorg;Gouda;2e halfjaar 2018;;;;
2102;JZ Totaal jeugdzorg;Gouda;2018;;;;
2103;JZ Totaal jeugdzorg;Gouda;2019;20156.0;22339.0;275.0;305.0
2104;JZ Totaal jeugdzorg;Gouda;2020;24040.0;22685.0;327.0;308.0
2105;JZ Totaal jeugdzorg;Gouda;2021;26246.0;24889.0;356.0;337.0
2106;JZ Totaal jeugdzorg;Gouda;2022;25229.0;26388.0;340.0;356.0
2107;JZ Totaal jeugdzorg;Gouda;2023;27396.0;29486.0;363.0;391.0
2108;JZ Totaal jeugdzorg;Grave;1e halfjaar 2015;;;;
2109;JZ Totaal jeugdzorg;Grave;2e halfjaar 2015;;;;
2110;JZ Totaal jeugdzorg;Grave;2015;;;;
2111;JZ Totaal jeugdzorg;Grave;1e halfjaar 2016;;;;
2112;JZ Totaal jeugdzorg;Grave;2e halfjaar 2016;;;;
2113;JZ Totaal jeugdzorg;Grave;2016;;;;
2114;JZ Totaal jeugdzorg;Grave;1e halfjaar 2017;;;;
2115;JZ Totaal jeugdzorg;Grave;2e halfjaar 2017;;;;
2116;JZ Totaal jeugdzorg;Grave;2017;;;;
2117;JZ Totaal jeugdzorg;Grave;1e halfjaar 2018;;;;
2118;JZ Totaal jeugdzorg;Grave;2e halfjaar 2018;;;;
2119;JZ Totaal jeugdzorg;Grave;2018;;;;
2120;JZ Totaal jeugdzorg;Grave;2019;;;;
2121;JZ Totaal jeugdzorg;Grave;2020;2930.0;3049.0;235.0;245.0
2122;JZ Totaal jeugdzorg;Grave;2021;2929.0;3565.0;234.0;285.0
2123;JZ Totaal jeugdzorg;Grave;2022;;;;
2124;JZ Totaal jeugdzorg;Grave;2023;;;;
2125;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);1e halfjaar 2015;;;;
2126;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2e halfjaar 2015;;;;
2127;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2015;;;;
2128;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);1e halfjaar 2016;;;;
2129;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2e halfjaar 2016;;;;
2130;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2016;;;;
2131;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);1e halfjaar 2017;;;;
2132;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2e halfjaar 2017;;;;
2133;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2017;;;;
2134;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);1e halfjaar 2018;;;;
2135;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2e halfjaar 2018;;;;
2136;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2018;;;;
2137;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2019;;;;
2138;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2020;136476.0;145129.0;250.0;266.0
2139;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2021;135754.0;151843.0;247.0;276.0
2140;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2022;175471.0;176749.0;317.0;319.0
2141;JZ Totaal jeugdzorg;'s-Gravenhage (gemeente);2023;204343.0;227097.0;363.0;403.0
2142;JZ Totaal jeugdzorg;Groesbeek;1e halfjaar 2015;;;;
2143;JZ Totaal jeugdzorg;Groesbeek;2e halfjaar 2015;;;;
2144;JZ Totaal jeugdzorg;Groesbeek;2015;;;;
2145;JZ Totaal jeugdzorg;Groesbeek;1e halfjaar 2016;;;;
2146;JZ Totaal jeugdzorg;Groesbeek;2e halfjaar 2016;;;;
2147;JZ Totaal jeugdzorg;Groesbeek;2016;;;;
2148;JZ Totaal jeugdzorg;Groesbeek;1e halfjaar 2017;;;;
2149;JZ Totaal jeugdzorg;Groesbeek;2e halfjaar 2017;;;;
2150;JZ Totaal jeugdzorg;Groesbeek;2017;;;;
2151;JZ Totaal jeugdzorg;Groesbeek;1e halfjaar 2018;;;;
2152;JZ Totaal jeugdzorg;Groesbeek;2e halfjaar 2018;;;;
2153;JZ Totaal jeugdzorg;Groesbeek;2018;;;;
2154;JZ Totaal jeugdzorg;Groesbeek;2019;;;;
2155;JZ Totaal jeugdzorg;Groesbeek;2020;;;;
2156;JZ Totaal jeugdzorg;Groesbeek;2021;;;;
2157;JZ Totaal jeugdzorg;Groesbeek;2022;;;;
2158;JZ Totaal jeugdzorg;Groesbeek;2023;;;;
2159;JZ Totaal jeugdzorg;Groningen (gemeente);1e halfjaar 2015;;;;
2160;JZ Totaal jeugdzorg;Groningen (gemeente);2e halfjaar 2015;;;;
2161;JZ Totaal jeugdzorg;Groningen (gemeente);2015;;;;
2162;JZ Totaal jeugdzorg;Groningen (gemeente);1e halfjaar 2016;;;;
2163;JZ Totaal jeugdzorg;Groningen (gemeente);2e halfjaar 2016;;;;
2164;JZ Totaal jeugdzorg;Groningen (gemeente);2016;;;;
2165;JZ Totaal jeugdzorg;Groningen (gemeente);1e halfjaar 2017;;;;
2166;JZ Totaal jeugdzorg;Groningen (gemeente);2e halfjaar 2017;;;;
2167;JZ Totaal jeugdzorg;Groningen (gemeente);2017;;;;
2168;JZ Totaal jeugdzorg;Groningen (gemeente);1e halfjaar 2018;;;;
2169;JZ Totaal jeugdzorg;Groningen (gemeente);2e halfjaar 2018;;;;
2170;JZ Totaal jeugdzorg;Groningen (gemeente);2018;44113.0;49351.0;217.0;243.0
2171;JZ Totaal jeugdzorg;Groningen (gemeente);2019;62148.0;63594.0;268.0;274.0
2172;JZ Totaal jeugdzorg;Groningen (gemeente);2020;;70281.0;;301.0
2173;JZ Totaal jeugdzorg;Groningen (gemeente);2021;69484.0;71876.0;297.0;308.0
2174;JZ Totaal jeugdzorg;Groningen (gemeente);2022;69258.0;75682.0;294.0;322.0
2175;JZ Totaal jeugdzorg;Groningen (gemeente);2023;74632.0;86420.0;313.0;362.0
2176;JZ Totaal jeugdzorg;Grootegast;1e halfjaar 2015;;;;
2177;JZ Totaal jeugdzorg;Grootegast;2e halfjaar 2015;;;;
2178;JZ Totaal jeugdzorg;Grootegast;2015;;;;
2179;JZ Totaal jeugdzorg;Grootegast;1e halfjaar 2016;;;;
2180;JZ Totaal jeugdzorg;Grootegast;2e halfjaar 2016;;;;
2181;JZ Totaal jeugdzorg;Grootegast;2016;;;;
2182;JZ Totaal jeugdzorg;Grootegast;1e halfjaar 2017;;;;
2183;JZ Totaal jeugdzorg;Grootegast;2e halfjaar 2017;;;;
2184;JZ Totaal jeugdzorg;Grootegast;2017;;;;
2185;JZ Totaal jeugdzorg;Grootegast;1e halfjaar 2018;;;;
2186;JZ Totaal jeugdzorg;Grootegast;2e halfjaar 2018;;;;
2187;JZ Totaal jeugdzorg;Grootegast;2018;;;;
2188;JZ Totaal jeugdzorg;Grootegast;2019;;;;
2189;JZ Totaal jeugdzorg;Grootegast;2020;;;;
2190;JZ Totaal jeugdzorg;Grootegast;2021;;;;
2191;JZ Totaal jeugdzorg;Grootegast;2022;;;;
2192;JZ Totaal jeugdzorg;Grootegast;2023;;;;
2193;JZ Totaal jeugdzorg;Gulpen-Wittem;1e halfjaar 2015;;;;
2194;JZ Totaal jeugdzorg;Gulpen-Wittem;2e halfjaar 2015;;;;
2195;JZ Totaal jeugdzorg;Gulpen-Wittem;2015;;;;
2196;JZ Totaal jeugdzorg;Gulpen-Wittem;1e halfjaar 2016;;753.0;;52.0
2197;JZ Totaal jeugdzorg;Gulpen-Wittem;2e halfjaar 2016;;753.0;;52.0
2198;JZ Totaal jeugdzorg;Gulpen-Wittem;2016;;1506.0;;104.0
2199;JZ Totaal jeugdzorg;Gulpen-Wittem;1e halfjaar 2017;;666.0;;46.0
2200;JZ Totaal jeugdzorg;Gulpen-Wittem;2e halfjaar 2017;;385.0;;27.0
2201;JZ Totaal jeugdzorg;Gulpen-Wittem;2017;;1051.0;;73.0
2202;JZ Totaal jeugdzorg;Gulpen-Wittem;1e halfjaar 2018;;;;
2203;JZ Totaal jeugdzorg;Gulpen-Wittem;2e halfjaar 2018;;;;
2204;JZ Totaal jeugdzorg;Gulpen-Wittem;2018;1872.0;1907.0;131.0;134.0
2205;JZ Totaal jeugdzorg;Gulpen-Wittem;2019;1866.0;1916.0;131.0;134.0
2206;JZ Totaal jeugdzorg;Gulpen-Wittem;2020;1756.0;1946.0;123.0;137.0
2207;JZ Totaal jeugdzorg;Gulpen-Wittem;2021;1915.0;2307.0;134.0;162.0
2208;JZ Totaal jeugdzorg;Gulpen-Wittem;2022;2190.0;2556.0;154.0;180.0
2209;JZ Totaal jeugdzorg;Gulpen-Wittem;2023;2861.0;2913.0;201.0;205.0
2210;JZ Totaal jeugdzorg;Haaksbergen;1e halfjaar 2015;;;;
2211;JZ Totaal jeugdzorg;Haaksbergen;2e halfjaar 2015;;;;
2212;JZ Totaal jeugdzorg;Haaksbergen;2015;;;;
2213;JZ Totaal jeugdzorg;Haaksbergen;1e halfjaar 2016;3021.0;2950.0;124.0;121.0
2214;JZ Totaal jeugdzorg;Haaksbergen;2e halfjaar 2016;3021.0;2950.0;124.0;121.0
2215;JZ Totaal jeugdzorg;Haaksbergen;2016;6042.0;5901.0;248.0;243.0
2216;JZ Totaal jeugdzorg;Haaksbergen;1e halfjaar 2017;;;;
2217;JZ Totaal jeugdzorg;Haaksbergen;2e halfjaar 2017;;;;
2218;JZ Totaal jeugdzorg;Haaksbergen;2017;;4827.0;;201.0
2219;JZ Totaal jeugdzorg;Haaksbergen;1e halfjaar 2018;;;;
2220;JZ Totaal jeugdzorg;Haaksbergen;2e halfjaar 2018;;;;
2221;JZ Totaal jeugdzorg;Haaksbergen;2018;4691.0;4222.0;193.0;173.0
2222;JZ Totaal jeugdzorg;Haaksbergen;2019;4867.0;5323.0;200.0;219.0
2223;JZ Totaal jeugdzorg;Haaksbergen;2020;5559.0;6078.0;228.0;250.0
2224;JZ Totaal jeugdzorg;Haaksbergen;2021;6779.0;6349.0;279.0;262.0
2225;JZ Totaal jeugdzorg;Haaksbergen;2022;6352.0;5845.0;261.0;240.0
2226;JZ Totaal jeugdzorg;Haaksbergen;2023;6857.0;6623.0;279.0;270.0
2227;JZ Totaal jeugdzorg;Haaren;1e halfjaar 2015;;;;
2228;JZ Totaal jeugdzorg;Haaren;2e halfjaar 2015;;;;
2229;JZ Totaal jeugdzorg;Haaren;2015;;;;
2230;JZ Totaal jeugdzorg;Haaren;1e halfjaar 2016;;;;
2231;JZ Totaal jeugdzorg;Haaren;2e halfjaar 2016;;;;
2232;JZ Totaal jeugdzorg;Haaren;2016;;;;
2233;JZ Totaal jeugdzorg;Haaren;1e halfjaar 2017;;;;
2234;JZ Totaal jeugdzorg;Haaren;2e halfjaar 2017;1173.0;969.0;84.0;70.0
2235;JZ Totaal jeugdzorg;Haaren;2017;;;;
2236;JZ Totaal jeugdzorg;Haaren;1e halfjaar 2018;;;;
2237;JZ Totaal jeugdzorg;Haaren;2e halfjaar 2018;;;;
2238;JZ Totaal jeugdzorg;Haaren;2018;2421.0;2379.0;171.0;168.0
2239;JZ Totaal jeugdzorg;Haaren;2019;1879.0;1847.0;132.0;130.0
2240;JZ Totaal jeugdzorg;Haaren;2020;1915.0;2019.0;133.0;140.0
2241;JZ Totaal jeugdzorg;Haaren;2021;;;;
2242;JZ Totaal jeugdzorg;Haaren;2022;;;;
2243;JZ Totaal jeugdzorg;Haaren;2023;;;;
2244;JZ Totaal jeugdzorg;Haarlem;1e halfjaar 2015;;;;
2245;JZ Totaal jeugdzorg;Haarlem;2e halfjaar 2015;;;;
2246;JZ Totaal jeugdzorg;Haarlem;2015;;;;
2247;JZ Totaal jeugdzorg;Haarlem;1e halfjaar 2016;;;;
2248;JZ Totaal jeugdzorg;Haarlem;2e halfjaar 2016;;;;
2249;JZ Totaal jeugdzorg;Haarlem;2016;;;;
2250;JZ Totaal jeugdzorg;Haarlem;1e halfjaar 2017;;;;
