ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
36;Mannen en Vrouwen;Totaal over alle leeftijden;2050;200497
37;Mannen en Vrouwen;Totaal over alle leeftijden;2051;200972
38;Mannen en Vrouwen;Totaal over alle leeftijden;2052;201356
39;Mannen en Vrouwen;Totaal over alle leeftijden;2053;201614
40;Mannen en Vrouwen;Totaal over alle leeftijden;2054;201703
41;Mannen en Vrouwen;Totaal over alle leeftijden;2055;201586
42;Mannen en Vrouwen;Totaal over alle leeftijden;2056;201237
43;Mannen en Vrouwen;Totaal over alle leeftijden;2057;200637
44;Mannen en Vrouwen;Totaal over alle leeftijden;2058;199778
45;Mannen en Vrouwen;Totaal over alle leeftijden;2059;198655
46;Mannen en Vrouwen;0 jaar;2014;510
47;Mannen en Vrouwen;0 jaar;2015;495
48;Mannen en Vrouwen;0 jaar;2016;483
49;Mannen en Vrouwen;0 jaar;2017;468
50;Mannen en Vrouwen;0 jaar;2018;454
51;Mannen en Vrouwen;0 jaar;2019;439
52;Mannen en Vrouwen;0 jaar;2020;424
53;Mannen en Vrouwen;0 jaar;2021;408
54;Mannen en Vrouwen;0 jaar;2022;392
55;Mannen en Vrouwen;0 jaar;2023;378
56;Mannen en Vrouwen;0 jaar;2024;363
57;Mannen en Vrouwen;0 jaar;2025;348
58;Mannen en Vrouwen;0 jaar;2026;334
59;Mannen en Vrouwen;0 jaar;2027;321
60;Mannen en Vrouwen;0 jaar;2028;307
61;Mannen en Vrouwen;0 jaar;2029;294
62;Mannen en Vrouwen;0 jaar;2030;281
63;Mannen en Vrouwen;0 jaar;2031;268
64;Mannen en Vrouwen;0 jaar;2032;257
65;Mannen en Vrouwen;0 jaar;2033;245
66;Mannen en Vrouwen;0 jaar;2034;232
67;Mannen en Vrouwen;0 jaar;2035;221
68;Mannen en Vrouwen;0 jaar;2036;210
69;Mannen en Vrouwen;0 jaar;2037;200
70;Mannen en Vrouwen;0 jaar;2038;189
71;Mannen en Vrouwen;0 jaar;2039;180
72;Mannen en Vrouwen;0 jaar;2040;171
73;Mannen en Vrouwen;0 jaar;2041;164
74;Mannen en Vrouwen;0 jaar;2042;156
75;Mannen en Vrouwen;0 jaar;2043;148
76;Mannen en Vrouwen;0 jaar;2044;142
77;Mannen en Vrouwen;0 jaar;2045;136
78;Mannen en Vrouwen;0 jaar;2046;130
79;Mannen en Vrouwen;0 jaar;2047;125
80;Mannen en Vrouwen;0 jaar;2048;120
81;Mannen en Vrouwen;0 jaar;2049;116
82;Mannen en Vrouwen;0 jaar;2050;111
83;Mannen en Vrouwen;0 jaar;2051;107
84;Mannen en Vrouwen;0 jaar;2052;102
85;Mannen en Vrouwen;0 jaar;2053;98
86;Mannen en Vrouwen;0 jaar;2054;95
87;Mannen en Vrouwen;0 jaar;2055;91
88;Mannen en Vrouwen;0 jaar;2056;87
89;Mannen en Vrouwen;0 jaar;2057;83
90;Mannen en Vrouwen;0 jaar;2058;79
91;Mannen en Vrouwen;0 jaar;2059;77
92;Mannen en Vrouwen;1 jaar;2014;83
93;Mannen en Vrouwen;1 jaar;2015;81
94;Mannen en Vrouwen;1 jaar;2016;79
95;Mannen en Vrouwen;1 jaar;2017;77
96;Mannen en Vrouwen;1 jaar;2018;75
97;Mannen en Vrouwen;1 jaar;2019;73
98;Mannen en Vrouwen;1 jaar;2020;71
99;Mannen en Vrouwen;1 jaar;2021;68
100;Mannen en Vrouwen;1 jaar;2022;66
101;Mannen en Vrouwen;1 jaar;2023;63
102;Mannen en Vrouwen;1 jaar;2024;60
103;Mannen en Vrouwen;1 jaar;2025;58
104;Mannen en Vrouwen;1 jaar;2026;56
105;Mannen en Vrouwen;1 jaar;2027;54
106;Mannen en Vrouwen;1 jaar;2028;51
107;Mannen en Vrouwen;1 jaar;2029;49
108;Mannen en Vrouwen;1 jaar;2030;47
109;Mannen en Vrouwen;1 jaar;2031;45
110;Mannen en Vrouwen;1 jaar;2032;43
111;Mannen en Vrouwen;1 jaar;2033;41
112;Mannen en Vrouwen;1 jaar;2034;39
113;Mannen en Vrouwen;1 jaar;2035;38
114;Mannen en Vrouwen;1 jaar;2036;36
115;Mannen en Vrouwen;1 jaar;2037;34
116;Mannen en Vrouwen;1 jaar;2038;32
117;Mannen en Vrouwen;1 jaar;2039;31
118;Mannen en Vrouwen;1 jaar;2040;29
119;Mannen en Vrouwen;1 jaar;2041;27
120;Mannen en Vrouwen;1 jaar;2042;27
121;Mannen en Vrouwen;1 jaar;2043;25
122;Mannen en Vrouwen;1 jaar;2044;24
123;Mannen en Vrouwen;1 jaar;2045;23
124;Mannen en Vrouwen;1 jaar;2046;22
125;Mannen en Vrouwen;1 jaar;2047;21
126;Mannen en Vrouwen;1 jaar;2048;20
127;Mannen en Vrouwen;1 jaar;2049;20
128;Mannen en Vrouwen;1 jaar;2050;18
129;Mannen en Vrouwen;1 jaar;2051;18
130;Mannen en Vrouwen;1 jaar;2052;18
131;Mannen en Vrouwen;1 jaar;2053;16
132;Mannen en Vrouwen;1 jaar;2054;16
133;Mannen en Vrouwen;1 jaar;2055;16
134;Mannen en Vrouwen;1 jaar;2056;14
135;Mannen en Vrouwen;1 jaar;2057;14
136;Mannen en Vrouwen;1 jaar;2058;14
137;Mannen en Vrouwen;1 jaar;2059;13
138;Mannen en Vrouwen;2 jaar;2014;48
139;Mannen en Vrouwen;2 jaar;2015;44
140;Mannen en Vrouwen;2 jaar;2016;44
141;Mannen en Vrouwen;2 jaar;2017;42
142;Mannen en Vrouwen;2 jaar;2018;42
143;Mannen en Vrouwen;2 jaar;2019;40
144;Mannen en Vrouwen;2 jaar;2020;40
145;Mannen en Vrouwen;2 jaar;2021;38
146;Mannen en Vrouwen;2 jaar;2022;37
147;Mannen en Vrouwen;2 jaar;2023;36
148;Mannen en Vrouwen;2 jaar;2024;35
149;Mannen en Vrouwen;2 jaar;2025;33
150;Mannen en Vrouwen;2 jaar;2026;33
151;Mannen en Vrouwen;2 jaar;2027;31
152;Mannen en Vrouwen;2 jaar;2028;30
153;Mannen en Vrouwen;2 jaar;2029;29
154;Mannen en Vrouwen;2 jaar;2030;28
155;Mannen en Vrouwen;2 jaar;2031;27
156;Mannen en Vrouwen;2 jaar;2032;26
157;Mannen en Vrouwen;2 jaar;2033;24
158;Mannen en Vrouwen;2 jaar;2034;24
159;Mannen en Vrouwen;2 jaar;2035;22
160;Mannen en Vrouwen;2 jaar;2036;22
161;Mannen en Vrouwen;2 jaar;2037;20
162;Mannen en Vrouwen;2 jaar;2038;20
163;Mannen en Vrouwen;2 jaar;2039;19
164;Mannen en Vrouwen;2 jaar;2040;18
165;Mannen en Vrouwen;2 jaar;2041;17
166;Mannen en Vrouwen;2 jaar;2042;17
167;Mannen en Vrouwen;2 jaar;2043;16
168;Mannen en Vrouwen;2 jaar;2044;15
169;Mannen en Vrouwen;2 jaar;2045;15
170;Mannen en Vrouwen;2 jaar;2046;14
171;Mannen en Vrouwen;2 jaar;2047;13
172;Mannen en Vrouwen;2 jaar;2048;13
173;Mannen en Vrouwen;2 jaar;2049;13
174;Mannen en Vrouwen;2 jaar;2050;12
175;Mannen en Vrouwen;2 jaar;2051;11
176;Mannen en Vrouwen;2 jaar;2052;11
177;Mannen en Vrouwen;2 jaar;2053;11
178;Mannen en Vrouwen;2 jaar;2054;11
179;Mannen en Vrouwen;2 jaar;2055;10
180;Mannen en Vrouwen;2 jaar;2056;9
181;Mannen en Vrouwen;2 jaar;2057;9
182;Mannen en Vrouwen;2 jaar;2058;9
183;Mannen en Vrouwen;2 jaar;2059;9
184;Mannen en Vrouwen;3 jaar;2014;30
185;Mannen en Vrouwen;3 jaar;2015;28
186;Mannen en Vrouwen;3 jaar;2016;27
187;Mannen en Vrouwen;3 jaar;2017;26
188;Mannen en Vrouwen;3 jaar;2018;26
189;Mannen en Vrouwen;3 jaar;2019;25
190;Mannen en Vrouwen;3 jaar;2020;25
191;Mannen en Vrouwen;3 jaar;2021;24
192;Mannen en Vrouwen;3 jaar;2022;23
193;Mannen en Vrouwen;3 jaar;2023;23
194;Mannen en Vrouwen;3 jaar;2024;21
195;Mannen en Vrouwen;3 jaar;2025;21
196;Mannen en Vrouwen;3 jaar;2026;21
197;Mannen en Vrouwen;3 jaar;2027;19
198;Mannen en Vrouwen;3 jaar;2028;19
199;Mannen en Vrouwen;3 jaar;2029;18
200;Mannen en Vrouwen;3 jaar;2030;18
201;Mannen en Vrouwen;3 jaar;2031;16
202;Mannen en Vrouwen;3 jaar;2032;16
203;Mannen en Vrouwen;3 jaar;2033;16
204;Mannen en Vrouwen;3 jaar;2034;14
205;Mannen en Vrouwen;3 jaar;2035;14
206;Mannen en Vrouwen;3 jaar;2036;14
207;Mannen en Vrouwen;3 jaar;2037;13
208;Mannen en Vrouwen;3 jaar;2038;12
209;Mannen en Vrouwen;3 jaar;2039;12
210;Mannen en Vrouwen;3 jaar;2040;11
211;Mannen en Vrouwen;3 jaar;2041;11
212;Mannen en Vrouwen;3 jaar;2042;11
213;Mannen en Vrouwen;3 jaar;2043;10
214;Mannen en Vrouwen;3 jaar;2044;9
215;Mannen en Vrouwen;3 jaar;2045;9
216;Mannen en Vrouwen;3 jaar;2046;9
217;Mannen en Vrouwen;3 jaar;2047;9
218;Mannen en Vrouwen;3 jaar;2048;9
219;Mannen en Vrouwen;3 jaar;2049;7
220;Mannen en Vrouwen;3 jaar;2050;7
221;Mannen en Vrouwen;3 jaar;2051;7
222;Mannen en Vrouwen;3 jaar;2052;7
223;Mannen en Vrouwen;3 jaar;2053;7
224;Mannen en Vrouwen;3 jaar;2054;7
225;Mannen en Vrouwen;3 jaar;2055;7
226;Mannen en Vrouwen;3 jaar;2056;6
227;Mannen en Vrouwen;3 jaar;2057;6
228;Mannen en Vrouwen;3 jaar;2058;6
229;Mannen en Vrouwen;3 jaar;2059;5
230;Mannen en Vrouwen;4 jaar;2014;24
231;Mannen en Vrouwen;4 jaar;2015;22
232;Mannen en Vrouwen;4 jaar;2016;21
233;Mannen en Vrouwen;4 jaar;2017;19
234;Mannen en Vrouwen;4 jaar;2018;19
235;Mannen en Vrouwen;4 jaar;2019;19
236;Mannen en Vrouwen;4 jaar;2020;19
237;Mannen en Vrouwen;4 jaar;2021;17
238;Mannen en Vrouwen;4 jaar;2022;17
239;Mannen en Vrouwen;4 jaar;2023;17
240;Mannen en Vrouwen;4 jaar;2024;16
241;Mannen en Vrouwen;4 jaar;2025;16
242;Mannen en Vrouwen;4 jaar;2026;15
243;Mannen en Vrouwen;4 jaar;2027;14
244;Mannen en Vrouwen;4 jaar;2028;14
245;Mannen en Vrouwen;4 jaar;2029;14
246;Mannen en Vrouwen;4 jaar;2030;14
247;Mannen en Vrouwen;4 jaar;2031;12
248;Mannen en Vrouwen;4 jaar;2032;12
249;Mannen en Vrouwen;4 jaar;2033;12
250;Mannen en Vrouwen;4 jaar;2034;11
251;Mannen en Vrouwen;4 jaar;2035;11
252;Mannen en Vrouwen;4 jaar;2036;10
253;Mannen en Vrouwen;4 jaar;2037;10
254;Mannen en Vrouwen;4 jaar;2038;9
255;Mannen en Vrouwen;4 jaar;2039;9
256;Mannen en Vrouwen;4 jaar;2040;9
257;Mannen en Vrouwen;4 jaar;2041;9
258;Mannen en Vrouwen;4 jaar;2042;7
259;Mannen en Vrouwen;4 jaar;2043;7
260;Mannen en Vrouwen;4 jaar;2044;7
261;Mannen en Vrouwen;4 jaar;2045;7
262;Mannen en Vrouwen;4 jaar;2046;7
263;Mannen en Vrouwen;4 jaar;2047;7
264;Mannen en Vrouwen;4 jaar;2048;6
265;Mannen en Vrouwen;4 jaar;2049;6
266;Mannen en Vrouwen;4 jaar;2050;5
267;Mannen en Vrouwen;4 jaar;2051;5
268;Mannen en Vrouwen;4 jaar;2052;5
269;Mannen en Vrouwen;4 jaar;2053;5
270;Mannen en Vrouwen;4 jaar;2054;5
271;Mannen en Vrouwen;4 jaar;2055;5
272;Mannen en Vrouwen;4 jaar;2056;5
273;Mannen en Vrouwen;4 jaar;2057;4
274;Mannen en Vrouwen;4 jaar;2058;4
275;Mannen en Vrouwen;4 jaar;2059;4
276;Mannen en Vrouwen;5 jaar;2014;19
277;Mannen en Vrouwen;5 jaar;2015;18
278;Mannen en Vrouwen;5 jaar;2016;17
279;Mannen en Vrouwen;5 jaar;2017;17
280;Mannen en Vrouwen;5 jaar;2018;15
281;Mannen en Vrouwen;5 jaar;2019;15
282;Mannen en Vrouwen;5 jaar;2020;15
283;Mannen en Vrouwen;5 jaar;2021;14
284;Mannen en Vrouwen;5 jaar;2022;14
285;Mannen en Vrouwen;5 jaar;2023;13
286;Mannen en Vrouwen;5 jaar;2024;13
287;Mannen en Vrouwen;5 jaar;2025;12
288;Mannen en Vrouwen;5 jaar;2026;12
289;Mannen en Vrouwen;5 jaar;2027;12
290;Mannen en Vrouwen;5 jaar;2028;12
291;Mannen en Vrouwen;5 jaar;2029;11
292;Mannen en Vrouwen;5 jaar;2030;10
293;Mannen en Vrouwen;5 jaar;2031;10
294;Mannen en Vrouwen;5 jaar;2032;10
295;Mannen en Vrouwen;5 jaar;2033;9
296;Mannen en Vrouwen;5 jaar;2034;9
297;Mannen en Vrouwen;5 jaar;2035;9
298;Mannen en Vrouwen;5 jaar;2036;8
299;Mannen en Vrouwen;5 jaar;2037;8
300;Mannen en Vrouwen;5 jaar;2038;7
301;Mannen en Vrouwen;5 jaar;2039;7
302;Mannen en Vrouwen;5 jaar;2040;7
303;Mannen en Vrouwen;5 jaar;2041;7
304;Mannen en Vrouwen;5 jaar;2042;7
305;Mannen en Vrouwen;5 jaar;2043;6
306;Mannen en Vrouwen;5 jaar;2044;5
307;Mannen en Vrouwen;5 jaar;2045;5
308;Mannen en Vrouwen;5 jaar;2046;5
309;Mannen en Vrouwen;5 jaar;2047;5
310;Mannen en Vrouwen;5 jaar;2048;5
311;Mannen en Vrouwen;5 jaar;2049;5
312;Mannen en Vrouwen;5 jaar;2050;5
313;Mannen en Vrouwen;5 jaar;2051;4
314;Mannen en Vrouwen;5 jaar;2052;4
315;Mannen en Vrouwen;5 jaar;2053;4
316;Mannen en Vrouwen;5 jaar;2054;4
317;Mannen en Vrouwen;5 jaar;2055;4
318;Mannen en Vrouwen;5 jaar;2056;4
319;Mannen en Vrouwen;5 jaar;2057;3
320;Mannen en Vrouwen;5 jaar;2058;3
321;Mannen en Vrouwen;5 jaar;2059;3
322;Mannen en Vrouwen;6 jaar;2014;17
323;Mannen en Vrouwen;6 jaar;2015;16
324;Mannen en Vrouwen;6 jaar;2016;15
325;Mannen en Vrouwen;6 jaar;2017;15
326;Mannen en Vrouwen;6 jaar;2018;13
327;Mannen en Vrouwen;6 jaar;2019;13
328;Mannen en Vrouwen;6 jaar;2020;13
329;Mannen en Vrouwen;6 jaar;2021;12
330;Mannen en Vrouwen;6 jaar;2022;12
331;Mannen en Vrouwen;6 jaar;2023;12
332;Mannen en Vrouwen;6 jaar;2024;12
333;Mannen en Vrouwen;6 jaar;2025;10
334;Mannen en Vrouwen;6 jaar;2026;10
335;Mannen en Vrouwen;6 jaar;2027;10
336;Mannen en Vrouwen;6 jaar;2028;10
337;Mannen en Vrouwen;6 jaar;2029;10
338;Mannen en Vrouwen;6 jaar;2030;9
339;Mannen en Vrouwen;6 jaar;2031;9
340;Mannen en Vrouwen;6 jaar;2032;9
341;Mannen en Vrouwen;6 jaar;2033;8
342;Mannen en Vrouwen;6 jaar;2034;8
343;Mannen en Vrouwen;6 jaar;2035;7
344;Mannen en Vrouwen;6 jaar;2036;7
345;Mannen en Vrouwen;6 jaar;2037;7
346;Mannen en Vrouwen;6 jaar;2038;7
347;Mannen en Vrouwen;6 jaar;2039;7
348;Mannen en Vrouwen;6 jaar;2040;7
349;Mannen en Vrouwen;6 jaar;2041;5
350;Mannen en Vrouwen;6 jaar;2042;5
351;Mannen en Vrouwen;6 jaar;2043;5
352;Mannen en Vrouwen;6 jaar;2044;5
353;Mannen en Vrouwen;6 jaar;2045;5
354;Mannen en Vrouwen;6 jaar;2046;5
355;Mannen en Vrouwen;6 jaar;2047;5
356;Mannen en Vrouwen;6 jaar;2048;4
357;Mannen en Vrouwen;6 jaar;2049;4
358;Mannen en Vrouwen;6 jaar;2050;4
359;Mannen en Vrouwen;6 jaar;2051;4
360;Mannen en Vrouwen;6 jaar;2052;4
361;Mannen en Vrouwen;6 jaar;2053;3
362;Mannen en Vrouwen;6 jaar;2054;3
363;Mannen en Vrouwen;6 jaar;2055;3
364;Mannen en Vrouwen;6 jaar;2056;3
365;Mannen en Vrouwen;6 jaar;2057;3
366;Mannen en Vrouwen;6 jaar;2058;3
367;Mannen en Vrouwen;6 jaar;2059;3
368;Mannen en Vrouwen;7 jaar;2014;15
369;Mannen en Vrouwen;7 jaar;2015;15
370;Mannen en Vrouwen;7 jaar;2016;15
371;Mannen en Vrouwen;7 jaar;2017;14
372;Mannen en Vrouwen;7 jaar;2018;13
373;Mannen en Vrouwen;7 jaar;2019;12
374;Mannen en Vrouwen;7 jaar;2020;12
375;Mannen en Vrouwen;7 jaar;2021;11
376;Mannen en Vrouwen;7 jaar;2022;11
377;Mannen en Vrouwen;7 jaar;2023;10
378;Mannen en Vrouwen;7 jaar;2024;10
379;Mannen en Vrouwen;7 jaar;2025;10
380;Mannen en Vrouwen;7 jaar;2026;10
381;Mannen en Vrouwen;7 jaar;2027;10
382;Mannen en Vrouwen;7 jaar;2028;9
383;Mannen en Vrouwen;7 jaar;2029;9
384;Mannen en Vrouwen;7 jaar;2030;8
385;Mannen en Vrouwen;7 jaar;2031;8
386;Mannen en Vrouwen;7 jaar;2032;8
387;Mannen en Vrouwen;7 jaar;2033;7
388;Mannen en Vrouwen;7 jaar;2034;7
389;Mannen en Vrouwen;7 jaar;2035;7
390;Mannen en Vrouwen;7 jaar;2036;7
391;Mannen en Vrouwen;7 jaar;2037;7
392;Mannen en Vrouwen;7 jaar;2038;7
393;Mannen en Vrouwen;7 jaar;2039;6
394;Mannen en Vrouwen;7 jaar;2040;5
395;Mannen en Vrouwen;7 jaar;2041;5
396;Mannen en Vrouwen;7 jaar;2042;5
397;Mannen en Vrouwen;7 jaar;2043;5
398;Mannen en Vrouwen;7 jaar;2044;5
399;Mannen en Vrouwen;7 jaar;2045;5
400;Mannen en Vrouwen;7 jaar;2046;5
401;Mannen en Vrouwen;7 jaar;2047;4
402;Mannen en Vrouwen;7 jaar;2048;4
403;Mannen en Vrouwen;7 jaar;2049;4
404;Mannen en Vrouwen;7 jaar;2050;4
405;Mannen en Vrouwen;7 jaar;2051;3
406;Mannen en Vrouwen;7 jaar;2052;3
407;Mannen en Vrouwen;7 jaar;2053;3
408;Mannen en Vrouwen;7 jaar;2054;3
409;Mannen en Vrouwen;7 jaar;2055;3
410;Mannen en Vrouwen;7 jaar;2056;3
411;Mannen en Vrouwen;7 jaar;2057;3
412;Mannen en Vrouwen;7 jaar;2058;2
413;Mannen en Vrouwen;7 jaar;2059;2
414;Mannen en Vrouwen;8 jaar;2014;15
415;Mannen en Vrouwen;8 jaar;2015;15
416;Mannen en Vrouwen;8 jaar;2016;13
417;Mannen en Vrouwen;8 jaar;2017;13
418;Mannen en Vrouwen;8 jaar;2018;13
419;Mannen en Vrouwen;8 jaar;2019;12
420;Mannen en Vrouwen;8 jaar;2020;12
421;Mannen en Vrouwen;8 jaar;2021;10
422;Mannen en Vrouwen;8 jaar;2022;10
423;Mannen en Vrouwen;8 jaar;2023;10
424;Mannen en Vrouwen;8 jaar;2024;10
425;Mannen en Vrouwen;8 jaar;2025;10
426;Mannen en Vrouwen;8 jaar;2026;10
427;Mannen en Vrouwen;8 jaar;2027;9
428;Mannen en Vrouwen;8 jaar;2028;9
429;Mannen en Vrouwen;8 jaar;2029;8
430;Mannen en Vrouwen;8 jaar;2030;8
431;Mannen en Vrouwen;8 jaar;2031;8
432;Mannen en Vrouwen;8 jaar;2032;7
433;Mannen en Vrouwen;8 jaar;2033;7
434;Mannen en Vrouwen;8 jaar;2034;7
435;Mannen en Vrouwen;8 jaar;2035;7
436;Mannen en Vrouwen;8 jaar;2036;7
437;Mannen en Vrouwen;8 jaar;2037;7
438;Mannen en Vrouwen;8 jaar;2038;6
439;Mannen en Vrouwen;8 jaar;2039;5
440;Mannen en Vrouwen;8 jaar;2040;5
441;Mannen en Vrouwen;8 jaar;2041;5
442;Mannen en Vrouwen;8 jaar;2042;5
443;Mannen en Vrouwen;8 jaar;2043;5
444;Mannen en Vrouwen;8 jaar;2044;5
445;Mannen en Vrouwen;8 jaar;2045;5
446;Mannen en Vrouwen;8 jaar;2046;4
447;Mannen en Vrouwen;8 jaar;2047;4
448;Mannen en Vrouwen;8 jaar;2048;4
449;Mannen en Vrouwen;8 jaar;2049;4
450;Mannen en Vrouwen;8 jaar;2050;4
451;Mannen en Vrouwen;8 jaar;2051;3
452;Mannen en Vrouwen;8 jaar;2052;3
453;Mannen en Vrouwen;8 jaar;2053;3
454;Mannen en Vrouwen;8 jaar;2054;3
455;Mannen en Vrouwen;8 jaar;2055;3
456;Mannen en Vrouwen;8 jaar;2056;3
457;Mannen en Vrouwen;8 jaar;2057;3
458;Mannen en Vrouwen;8 jaar;2058;2
459;Mannen en Vrouwen;8 jaar;2059;2
460;Mannen en Vrouwen;9 jaar;2014;15
461;Mannen en Vrouwen;9 jaar;2015;13
462;Mannen en Vrouwen;9 jaar;2016;13
463;Mannen en Vrouwen;9 jaar;2017;13
464;Mannen en Vrouwen;9 jaar;2018;13
465;Mannen en Vrouwen;9 jaar;2019;12
466;Mannen en Vrouwen;9 jaar;2020;11
467;Mannen en Vrouwen;9 jaar;2021;10
468;Mannen en Vrouwen;9 jaar;2022;10
469;Mannen en Vrouwen;9 jaar;2023;10
470;Mannen en Vrouwen;9 jaar;2024;10
471;Mannen en Vrouwen;9 jaar;2025;10
472;Mannen en Vrouwen;9 jaar;2026;10
473;Mannen en Vrouwen;9 jaar;2027;9
474;Mannen en Vrouwen;9 jaar;2028;8
475;Mannen en Vrouwen;9 jaar;2029;8
476;Mannen en Vrouwen;9 jaar;2030;8
477;Mannen en Vrouwen;9 jaar;2031;8
478;Mannen en Vrouwen;9 jaar;2032;7
479;Mannen en Vrouwen;9 jaar;2033;7
480;Mannen en Vrouwen;9 jaar;2034;7
481;Mannen en Vrouwen;9 jaar;2035;7
482;Mannen en Vrouwen;9 jaar;2036;7
483;Mannen en Vrouwen;9 jaar;2037;7
484;Mannen en Vrouwen;9 jaar;2038;6
485;Mannen en Vrouwen;9 jaar;2039;5
486;Mannen en Vrouwen;9 jaar;2040;5
487;Mannen en Vrouwen;9 jaar;2041;5
488;Mannen en Vrouwen;9 jaar;2042;5
489;Mannen en Vrouwen;9 jaar;2043;5
490;Mannen en Vrouwen;9 jaar;2044;5
491;Mannen en Vrouwen;9 jaar;2045;5
492;Mannen en Vrouwen;9 jaar;2046;5
493;Mannen en Vrouwen;9 jaar;2047;4
494;Mannen en Vrouwen;9 jaar;2048;4
495;Mannen en Vrouwen;9 jaar;2049;4
496;Mannen en Vrouwen;9 jaar;2050;4
497;Mannen en Vrouwen;9 jaar;2051;3
498;Mannen en Vrouwen;9 jaar;2052;3
499;Mannen en Vrouwen;9 jaar;2053;3
500;Mannen en Vrouwen;9 jaar;2054;3
501;Mannen en Vrouwen;9 jaar;2055;3
502;Mannen en Vrouwen;9 jaar;2056;3
503;Mannen en Vrouwen;9 jaar;2057;3
504;Mannen en Vrouwen;9 jaar;2058;3
505;Mannen en Vrouwen;9 jaar;2059;2
506;Mannen en Vrouwen;10 jaar;2014;15
507;Mannen en Vrouwen;10 jaar;2015;13
508;Mannen en Vrouwen;10 jaar;2016;13
509;Mannen en Vrouwen;10 jaar;2017;13
510;Mannen en Vrouwen;10 jaar;2018;13
511;Mannen en Vrouwen;10 jaar;2019;12
512;Mannen en Vrouwen;10 jaar;2020;11
513;Mannen en Vrouwen;10 jaar;2021;11
514;Mannen en Vrouwen;10 jaar;2022;10
515;Mannen en Vrouwen;10 jaar;2023;10
516;Mannen en Vrouwen;10 jaar;2024;10
517;Mannen en Vrouwen;10 jaar;2025;10
518;Mannen en Vrouwen;10 jaar;2026;9
519;Mannen en Vrouwen;10 jaar;2027;8
520;Mannen en Vrouwen;10 jaar;2028;8
521;Mannen en Vrouwen;10 jaar;2029;8
522;Mannen en Vrouwen;10 jaar;2030;8
523;Mannen en Vrouwen;10 jaar;2031;8
524;Mannen en Vrouwen;10 jaar;2032;8
525;Mannen en Vrouwen;10 jaar;2033;7
526;Mannen en Vrouwen;10 jaar;2034;7
527;Mannen en Vrouwen;10 jaar;2035;7
528;Mannen en Vrouwen;10 jaar;2036;7
529;Mannen en Vrouwen;10 jaar;2037;7
530;Mannen en Vrouwen;10 jaar;2038;6
531;Mannen en Vrouwen;10 jaar;2039;6
532;Mannen en Vrouwen;10 jaar;2040;5
533;Mannen en Vrouwen;10 jaar;2041;5
534;Mannen en Vrouwen;10 jaar;2042;5
535;Mannen en Vrouwen;10 jaar;2043;5
536;Mannen en Vrouwen;10 jaar;2044;5
537;Mannen en Vrouwen;10 jaar;2045;5
538;Mannen en Vrouwen;10 jaar;2046;5
539;Mannen en Vrouwen;10 jaar;2047;5
540;Mannen en Vrouwen;10 jaar;2048;4
541;Mannen en Vrouwen;10 jaar;2049;4
