ID;RegioVanVestiging;RegioVanVertrek;Perioden;TussenGemeentenVerhuisdePersonen_1
45;Nederland;West-Nederland (LD);2017;379983.0
46;Nederland;West-Nederland (LD);2018;372490.0
47;Nederland;West-Nederland (LD);2019;379488.0
48;Nederland;West-Nederland (LD);2020;403224.0
49;Nederland;West-Nederland (LD);2021;410236.0
50;Nederland;West-Nederland (LD);2022;400005.0
51;Nederland;West-Nederland (LD);2023;409347.0
52;Nederland;Zuid-Nederland (LD);2011;117893.0
53;Nederland;Zuid-Nederland (LD);2012;121893.0
54;Nederland;Zuid-Nederland (LD);2013;123874.0
55;Nederland;Zuid-Nederland (LD);2014;131162.0
56;Nederland;Zuid-Nederland (LD);2015;138734.0
57;Nederland;Zuid-Nederland (LD);2016;153596.0
58;Nederland;Zuid-Nederland (LD);2017;156640.0
59;Nederland;Zuid-Nederland (LD);2018;147827.0
60;Nederland;Zuid-Nederland (LD);2019;147201.0
61;Nederland;Zuid-Nederland (LD);2020;156322.0
62;Nederland;Zuid-Nederland (LD);2021;155421.0
63;Nederland;Zuid-Nederland (LD);2022;151977.0
64;Nederland;Zuid-Nederland (LD);2023;162760.0
65;Nederland;Groningen (PV);2011;27686.0
66;Nederland;Groningen (PV);2012;28582.0
67;Nederland;Groningen (PV);2013;28845.0
68;Nederland;Groningen (PV);2014;31657.0
69;Nederland;Groningen (PV);2015;36636.0
70;Nederland;Groningen (PV);2016;39880.0
71;Nederland;Groningen (PV);2017;36871.0
72;Nederland;Groningen (PV);2018;41138.0
73;Nederland;Groningen (PV);2019;37111.0
74;Nederland;Groningen (PV);2020;35746.0
75;Nederland;Groningen (PV);2021;41916.0
76;Nederland;Groningen (PV);2022;43751.0
77;Nederland;Groningen (PV);2023;44982.0
78;Nederland;Fryslân (PV);2011;24232.0
79;Nederland;Fryslân (PV);2012;23925.0
80;Nederland;Fryslân (PV);2013;24849.0
81;Nederland;Fryslân (PV);2014;25665.0
82;Nederland;Fryslân (PV);2015;26167.0
83;Nederland;Fryslân (PV);2016;27747.0
84;Nederland;Fryslân (PV);2017;29067.0
85;Nederland;Fryslân (PV);2018;27107.0
86;Nederland;Fryslân (PV);2019;26140.0
87;Nederland;Fryslân (PV);2020;26316.0
88;Nederland;Fryslân (PV);2021;26156.0
89;Nederland;Fryslân (PV);2022;24986.0
90;Nederland;Fryslân (PV);2023;26694.0
91;Nederland;Drenthe (PV);2011;16600.0
92;Nederland;Drenthe (PV);2012;17291.0
93;Nederland;Drenthe (PV);2013;17153.0
94;Nederland;Drenthe (PV);2014;17511.0
95;Nederland;Drenthe (PV);2015;19888.0
96;Nederland;Drenthe (PV);2016;28444.0
97;Nederland;Drenthe (PV);2017;39762.0
98;Nederland;Drenthe (PV);2018;22032.0
99;Nederland;Drenthe (PV);2019;20701.0
100;Nederland;Drenthe (PV);2020;20883.0
101;Nederland;Drenthe (PV);2021;20113.0
102;Nederland;Drenthe (PV);2022;19970.0
103;Nederland;Drenthe (PV);2023;20677.0
104;Nederland;Overijssel (PV);2011;33599.0
105;Nederland;Overijssel (PV);2012;35466.0
106;Nederland;Overijssel (PV);2013;35336.0
107;Nederland;Overijssel (PV);2014;36829.0
108;Nederland;Overijssel (PV);2015;38035.0
109;Nederland;Overijssel (PV);2016;41566.0
110;Nederland;Overijssel (PV);2017;42669.0
111;Nederland;Overijssel (PV);2018;40801.0
112;Nederland;Overijssel (PV);2019;39660.0
113;Nederland;Overijssel (PV);2020;40934.0
114;Nederland;Overijssel (PV);2021;39818.0
115;Nederland;Overijssel (PV);2022;39176.0
116;Nederland;Overijssel (PV);2023;42199.0
117;Nederland;Flevoland (PV);2011;13367.0
118;Nederland;Flevoland (PV);2012;13294.0
119;Nederland;Flevoland (PV);2013;13914.0
120;Nederland;Flevoland (PV);2014;15474.0
121;Nederland;Flevoland (PV);2015;17145.0
122;Nederland;Flevoland (PV);2016;17952.0
123;Nederland;Flevoland (PV);2017;17191.0
124;Nederland;Flevoland (PV);2018;16556.0
125;Nederland;Flevoland (PV);2019;16923.0
126;Nederland;Flevoland (PV);2020;17906.0
127;Nederland;Flevoland (PV);2021;18199.0
128;Nederland;Flevoland (PV);2022;18287.0
129;Nederland;Flevoland (PV);2023;18382.0
130;Nederland;Gelderland (PV);2011;71591.0
131;Nederland;Gelderland (PV);2012;75208.0
132;Nederland;Gelderland (PV);2013;75987.0
133;Nederland;Gelderland (PV);2014;79609.0
134;Nederland;Gelderland (PV);2015;82082.0
135;Nederland;Gelderland (PV);2016;92587.0
136;Nederland;Gelderland (PV);2017;94426.0
137;Nederland;Gelderland (PV);2018;90334.0
138;Nederland;Gelderland (PV);2019;90298.0
139;Nederland;Gelderland (PV);2020;92062.0
140;Nederland;Gelderland (PV);2021;90651.0
141;Nederland;Gelderland (PV);2022;88735.0
142;Nederland;Gelderland (PV);2023;93442.0
143;Nederland;Utrecht (PV);2011;50319.0
144;Nederland;Utrecht (PV);2012;51437.0
145;Nederland;Utrecht (PV);2013;51694.0
146;Nederland;Utrecht (PV);2014;57154.0
147;Nederland;Utrecht (PV);2015;61188.0
148;Nederland;Utrecht (PV);2016;66002.0
149;Nederland;Utrecht (PV);2017;65916.0
150;Nederland;Utrecht (PV);2018;63834.0
151;Nederland;Utrecht (PV);2019;65012.0
152;Nederland;Utrecht (PV);2020;69899.0
153;Nederland;Utrecht (PV);2021;71992.0
154;Nederland;Utrecht (PV);2022;68585.0
155;Nederland;Utrecht (PV);2023;70570.0
156;Nederland;Noord-Holland (PV);2011;98261.0
157;Nederland;Noord-Holland (PV);2012;101162.0
158;Nederland;Noord-Holland (PV);2013;101344.0
159;Nederland;Noord-Holland (PV);2014;112695.0
160;Nederland;Noord-Holland (PV);2015;122571.0
161;Nederland;Noord-Holland (PV);2016;131703.0
162;Nederland;Noord-Holland (PV);2017;137957.0
163;Nederland;Noord-Holland (PV);2018;136397.0
164;Nederland;Noord-Holland (PV);2019;141868.0
165;Nederland;Noord-Holland (PV);2020;150094.0
166;Nederland;Noord-Holland (PV);2021;150773.0
167;Nederland;Noord-Holland (PV);2022;149525.0
168;Nederland;Noord-Holland (PV);2023;150449.0
169;Nederland;Zuid-Holland (PV);2011;127199.0
170;Nederland;Zuid-Holland (PV);2012;129025.0
171;Nederland;Zuid-Holland (PV);2013;128307.0
172;Nederland;Zuid-Holland (PV);2014;134142.0
173;Nederland;Zuid-Holland (PV);2015;142470.0
174;Nederland;Zuid-Holland (PV);2016;153623.0
175;Nederland;Zuid-Holland (PV);2017;161550.0
176;Nederland;Zuid-Holland (PV);2018;158019.0
177;Nederland;Zuid-Holland (PV);2019;158392.0
178;Nederland;Zuid-Holland (PV);2020;169400.0
179;Nederland;Zuid-Holland (PV);2021;174269.0
180;Nederland;Zuid-Holland (PV);2022;168289.0
181;Nederland;Zuid-Holland (PV);2023;173413.0
182;Nederland;Zeeland (PV);2011;12974.0
183;Nederland;Zeeland (PV);2012;12576.0
184;Nederland;Zeeland (PV);2013;12847.0
185;Nederland;Zeeland (PV);2014;12569.0
186;Nederland;Zeeland (PV);2015;12689.0
187;Nederland;Zeeland (PV);2016;14388.0
188;Nederland;Zeeland (PV);2017;14560.0
189;Nederland;Zeeland (PV);2018;14240.0
190;Nederland;Zeeland (PV);2019;14216.0
191;Nederland;Zeeland (PV);2020;13831.0
192;Nederland;Zeeland (PV);2021;13202.0
193;Nederland;Zeeland (PV);2022;13606.0
194;Nederland;Zeeland (PV);2023;14915.0
195;Nederland;Noord-Brabant (PV);2011;79407.0
196;Nederland;Noord-Brabant (PV);2012;82223.0
197;Nederland;Noord-Brabant (PV);2013;84787.0
198;Nederland;Noord-Brabant (PV);2014;89547.0
199;Nederland;Noord-Brabant (PV);2015;95599.0
200;Nederland;Noord-Brabant (PV);2016;107819.0
201;Nederland;Noord-Brabant (PV);2017;109257.0
202;Nederland;Noord-Brabant (PV);2018;102392.0
203;Nederland;Noord-Brabant (PV);2019;102187.0
204;Nederland;Noord-Brabant (PV);2020;110186.0
205;Nederland;Noord-Brabant (PV);2021;110264.0
206;Nederland;Noord-Brabant (PV);2022;108590.0
207;Nederland;Noord-Brabant (PV);2023;118241.0
208;Nederland;Limburg (PV);2011;38486.0
209;Nederland;Limburg (PV);2012;39670.0
210;Nederland;Limburg (PV);2013;39087.0
211;Nederland;Limburg (PV);2014;41615.0
212;Nederland;Limburg (PV);2015;43135.0
213;Nederland;Limburg (PV);2016;45777.0
214;Nederland;Limburg (PV);2017;47383.0
215;Nederland;Limburg (PV);2018;45435.0
216;Nederland;Limburg (PV);2019;45014.0
217;Nederland;Limburg (PV);2020;46136.0
218;Nederland;Limburg (PV);2021;45157.0
219;Nederland;Limburg (PV);2022;43387.0
220;Nederland;Limburg (PV);2023;44519.0
221;Nederland;Oost-Groningen (CR);2011;6336.0
222;Nederland;Oost-Groningen (CR);2012;6455.0
223;Nederland;Oost-Groningen (CR);2013;6228.0
224;Nederland;Oost-Groningen (CR);2014;7368.0
225;Nederland;Oost-Groningen (CR);2015;10499.0
226;Nederland;Oost-Groningen (CR);2016;12095.0
227;Nederland;Oost-Groningen (CR);2017;9103.0
228;Nederland;Oost-Groningen (CR);2018;14410.0
229;Nederland;Oost-Groningen (CR);2019;13578.0
230;Nederland;Oost-Groningen (CR);2020;12588.0
231;Nederland;Oost-Groningen (CR);2021;19777.0
232;Nederland;Oost-Groningen (CR);2022;21416.0
233;Nederland;Oost-Groningen (CR);2023;22093.0
234;Nederland;Delfzijl en omgeving (CR);2011;2138.0
235;Nederland;Delfzijl en omgeving (CR);2012;2069.0
236;Nederland;Delfzijl en omgeving (CR);2013;2060.0
237;Nederland;Delfzijl en omgeving (CR);2014;2456.0
238;Nederland;Delfzijl en omgeving (CR);2015;2591.0
239;Nederland;Delfzijl en omgeving (CR);2016;2825.0
240;Nederland;Delfzijl en omgeving (CR);2017;2643.0
241;Nederland;Delfzijl en omgeving (CR);2018;2506.0
242;Nederland;Delfzijl en omgeving (CR);2019;2467.0
243;Nederland;Delfzijl en omgeving (CR);2020;2380.0
244;Nederland;Delfzijl en omgeving (CR);2021;1841.0
245;Nederland;Delfzijl en omgeving (CR);2022;2157.0
246;Nederland;Delfzijl en omgeving (CR);2023;2110.0
247;Nederland;Overig Groningen (CR);2011;19212.0
248;Nederland;Overig Groningen (CR);2012;20058.0
249;Nederland;Overig Groningen (CR);2013;20557.0
250;Nederland;Overig Groningen (CR);2014;21833.0
251;Nederland;Overig Groningen (CR);2015;23546.0
252;Nederland;Overig Groningen (CR);2016;24960.0
253;Nederland;Overig Groningen (CR);2017;25125.0
254;Nederland;Overig Groningen (CR);2018;24222.0
255;Nederland;Overig Groningen (CR);2019;21066.0
256;Nederland;Overig Groningen (CR);2020;20778.0
257;Nederland;Overig Groningen (CR);2021;20298.0
258;Nederland;Overig Groningen (CR);2022;20178.0
259;Nederland;Overig Groningen (CR);2023;20779.0
260;Nederland;Noord-Friesland (CR);2011;14171.0
261;Nederland;Noord-Friesland (CR);2012;13606.0
262;Nederland;Noord-Friesland (CR);2013;14293.0
263;Nederland;Noord-Friesland (CR);2014;14496.0
264;Nederland;Noord-Friesland (CR);2015;14738.0
265;Nederland;Noord-Friesland (CR);2016;15681.0
266;Nederland;Noord-Friesland (CR);2017;16006.0
267;Nederland;Noord-Friesland (CR);2018;14442.0
268;Nederland;Noord-Friesland (CR);2019;13982.0
269;Nederland;Noord-Friesland (CR);2020;13793.0
270;Nederland;Noord-Friesland (CR);2021;13300.0
271;Nederland;Noord-Friesland (CR);2022;12857.0
272;Nederland;Noord-Friesland (CR);2023;13873.0
273;Nederland;Zuidwest-Friesland (CR);2011;2841.0
274;Nederland;Zuidwest-Friesland (CR);2012;2815.0
275;Nederland;Zuidwest-Friesland (CR);2013;3004.0
276;Nederland;Zuidwest-Friesland (CR);2014;3934.0
277;Nederland;Zuidwest-Friesland (CR);2015;3893.0
278;Nederland;Zuidwest-Friesland (CR);2016;4274.0
279;Nederland;Zuidwest-Friesland (CR);2017;5071.0
280;Nederland;Zuidwest-Friesland (CR);2018;4819.0
281;Nederland;Zuidwest-Friesland (CR);2019;4510.0
282;Nederland;Zuidwest-Friesland (CR);2020;4817.0
283;Nederland;Zuidwest-Friesland (CR);2021;5357.0
284;Nederland;Zuidwest-Friesland (CR);2022;4983.0
285;Nederland;Zuidwest-Friesland (CR);2023;5356.0
286;Nederland;Zuidoost-Friesland (CR);2011;7220.0
287;Nederland;Zuidoost-Friesland (CR);2012;7504.0
288;Nederland;Zuidoost-Friesland (CR);2013;7552.0
289;Nederland;Zuidoost-Friesland (CR);2014;7235.0
290;Nederland;Zuidoost-Friesland (CR);2015;7536.0
291;Nederland;Zuidoost-Friesland (CR);2016;7792.0
292;Nederland;Zuidoost-Friesland (CR);2017;7990.0
293;Nederland;Zuidoost-Friesland (CR);2018;7846.0
294;Nederland;Zuidoost-Friesland (CR);2019;7648.0
295;Nederland;Zuidoost-Friesland (CR);2020;7706.0
296;Nederland;Zuidoost-Friesland (CR);2021;7499.0
297;Nederland;Zuidoost-Friesland (CR);2022;7146.0
298;Nederland;Zuidoost-Friesland (CR);2023;7465.0
299;Nederland;Noord-Drenthe (CR);2011;7039.0
300;Nederland;Noord-Drenthe (CR);2012;7240.0
301;Nederland;Noord-Drenthe (CR);2013;7392.0
302;Nederland;Noord-Drenthe (CR);2014;7693.0
303;Nederland;Noord-Drenthe (CR);2015;8768.0
304;Nederland;Noord-Drenthe (CR);2016;16424.0
305;Nederland;Noord-Drenthe (CR);2017;27647.0
306;Nederland;Noord-Drenthe (CR);2018;10422.0
307;Nederland;Noord-Drenthe (CR);2019;9150.0
308;Nederland;Noord-Drenthe (CR);2020;9430.0
309;Nederland;Noord-Drenthe (CR);2021;9169.0
310;Nederland;Noord-Drenthe (CR);2022;9068.0
311;Nederland;Noord-Drenthe (CR);2023;9259.0
312;Nederland;Zuidoost-Drenthe (CR);2011;5372.0
313;Nederland;Zuidoost-Drenthe (CR);2012;5636.0
314;Nederland;Zuidoost-Drenthe (CR);2013;5420.0
315;Nederland;Zuidoost-Drenthe (CR);2014;5407.0
316;Nederland;Zuidoost-Drenthe (CR);2015;5780.0
317;Nederland;Zuidoost-Drenthe (CR);2016;5969.0
318;Nederland;Zuidoost-Drenthe (CR);2017;6587.0
319;Nederland;Zuidoost-Drenthe (CR);2018;6115.0
320;Nederland;Zuidoost-Drenthe (CR);2019;6185.0
321;Nederland;Zuidoost-Drenthe (CR);2020;5971.0
322;Nederland;Zuidoost-Drenthe (CR);2021;5585.0
323;Nederland;Zuidoost-Drenthe (CR);2022;5572.0
324;Nederland;Zuidoost-Drenthe (CR);2023;5800.0
325;Nederland;Zuidwest-Drenthe (CR);2011;4189.0
326;Nederland;Zuidwest-Drenthe (CR);2012;4415.0
327;Nederland;Zuidwest-Drenthe (CR);2013;4341.0
328;Nederland;Zuidwest-Drenthe (CR);2014;4411.0
329;Nederland;Zuidwest-Drenthe (CR);2015;5340.0
330;Nederland;Zuidwest-Drenthe (CR);2016;6051.0
331;Nederland;Zuidwest-Drenthe (CR);2017;5528.0
332;Nederland;Zuidwest-Drenthe (CR);2018;5495.0
333;Nederland;Zuidwest-Drenthe (CR);2019;5366.0
334;Nederland;Zuidwest-Drenthe (CR);2020;5482.0
335;Nederland;Zuidwest-Drenthe (CR);2021;5359.0
336;Nederland;Zuidwest-Drenthe (CR);2022;5330.0
337;Nederland;Zuidwest-Drenthe (CR);2023;5618.0
338;Nederland;Noord-Overijssel (CR);2011;10783.0
339;Nederland;Noord-Overijssel (CR);2012;11513.0
340;Nederland;Noord-Overijssel (CR);2013;11747.0
341;Nederland;Noord-Overijssel (CR);2014;12351.0
342;Nederland;Noord-Overijssel (CR);2015;12648.0
343;Nederland;Noord-Overijssel (CR);2016;13741.0
344;Nederland;Noord-Overijssel (CR);2017;14139.0
345;Nederland;Noord-Overijssel (CR);2018;13993.0
346;Nederland;Noord-Overijssel (CR);2019;13310.0
347;Nederland;Noord-Overijssel (CR);2020;13742.0
348;Nederland;Noord-Overijssel (CR);2021;13509.0
349;Nederland;Noord-Overijssel (CR);2022;13331.0
350;Nederland;Noord-Overijssel (CR);2023;14290.0
351;Nederland;Zuidwest-Overijssel (CR);2011;5105.0
352;Nederland;Zuidwest-Overijssel (CR);2012;5250.0
353;Nederland;Zuidwest-Overijssel (CR);2013;5227.0
354;Nederland;Zuidwest-Overijssel (CR);2014;5393.0
355;Nederland;Zuidwest-Overijssel (CR);2015;5723.0
356;Nederland;Zuidwest-Overijssel (CR);2016;5908.0
357;Nederland;Zuidwest-Overijssel (CR);2017;6253.0
358;Nederland;Zuidwest-Overijssel (CR);2018;5977.0
359;Nederland;Zuidwest-Overijssel (CR);2019;5540.0
360;Nederland;Zuidwest-Overijssel (CR);2020;5865.0
361;Nederland;Zuidwest-Overijssel (CR);2021;5824.0
362;Nederland;Zuidwest-Overijssel (CR);2022;5419.0
363;Nederland;Zuidwest-Overijssel (CR);2023;5775.0
364;Nederland;Twente (CR);2011;17711.0
365;Nederland;Twente (CR);2012;18703.0
366;Nederland;Twente (CR);2013;18362.0
367;Nederland;Twente (CR);2014;19085.0
368;Nederland;Twente (CR);2015;19664.0
369;Nederland;Twente (CR);2016;21917.0
370;Nederland;Twente (CR);2017;22277.0
371;Nederland;Twente (CR);2018;20831.0
372;Nederland;Twente (CR);2019;20810.0
373;Nederland;Twente (CR);2020;21327.0
374;Nederland;Twente (CR);2021;20485.0
375;Nederland;Twente (CR);2022;20426.0
376;Nederland;Twente (CR);2023;22134.0
377;Nederland;Veluwe (CR);2011;21027.0
378;Nederland;Veluwe (CR);2012;22132.0
379;Nederland;Veluwe (CR);2013;22301.0
380;Nederland;Veluwe (CR);2014;23613.0
381;Nederland;Veluwe (CR);2015;24369.0
382;Nederland;Veluwe (CR);2016;25290.0
383;Nederland;Veluwe (CR);2017;26834.0
384;Nederland;Veluwe (CR);2018;26893.0
385;Nederland;Veluwe (CR);2019;26688.0
386;Nederland;Veluwe (CR);2020;27813.0
387;Nederland;Veluwe (CR);2021;27376.0
388;Nederland;Veluwe (CR);2022;26312.0
389;Nederland;Veluwe (CR);2023;27536.0
390;Nederland;Achterhoek (CR);2011;12886.0
391;Nederland;Achterhoek (CR);2012;13531.0
392;Nederland;Achterhoek (CR);2013;13511.0
393;Nederland;Achterhoek (CR);2014;14244.0
394;Nederland;Achterhoek (CR);2015;14216.0
395;Nederland;Achterhoek (CR);2016;18095.0
396;Nederland;Achterhoek (CR);2017;16644.0
397;Nederland;Achterhoek (CR);2018;15351.0
398;Nederland;Achterhoek (CR);2019;15267.0
399;Nederland;Achterhoek (CR);2020;14951.0
400;Nederland;Achterhoek (CR);2021;14834.0
401;Nederland;Achterhoek (CR);2022;14004.0
402;Nederland;Achterhoek (CR);2023;15159.0
403;Nederland;Arnhem/Nijmegen (CR);2011;30353.0
404;Nederland;Arnhem/Nijmegen (CR);2012;31839.0
405;Nederland;Arnhem/Nijmegen (CR);2013;32319.0
406;Nederland;Arnhem/Nijmegen (CR);2014;33446.0
407;Nederland;Arnhem/Nijmegen (CR);2015;34897.0
408;Nederland;Arnhem/Nijmegen (CR);2016;39965.0
409;Nederland;Arnhem/Nijmegen (CR);2017;40586.0
410;Nederland;Arnhem/Nijmegen (CR);2018;38199.0
411;Nederland;Arnhem/Nijmegen (CR);2019;38813.0
412;Nederland;Arnhem/Nijmegen (CR);2020;39288.0
413;Nederland;Arnhem/Nijmegen (CR);2021;38602.0
414;Nederland;Arnhem/Nijmegen (CR);2022;38765.0
415;Nederland;Arnhem/Nijmegen (CR);2023;40518.0
416;Nederland;Zuidwest-Gelderland (CR);2011;7325.0
417;Nederland;Zuidwest-Gelderland (CR);2012;7706.0
418;Nederland;Zuidwest-Gelderland (CR);2013;7856.0
419;Nederland;Zuidwest-Gelderland (CR);2014;8306.0
420;Nederland;Zuidwest-Gelderland (CR);2015;8600.0
421;Nederland;Zuidwest-Gelderland (CR);2016;9237.0
422;Nederland;Zuidwest-Gelderland (CR);2017;10362.0
423;Nederland;Zuidwest-Gelderland (CR);2018;9891.0
424;Nederland;Zuidwest-Gelderland (CR);2019;9530.0
425;Nederland;Zuidwest-Gelderland (CR);2020;10010.0
426;Nederland;Zuidwest-Gelderland (CR);2021;9839.0
427;Nederland;Zuidwest-Gelderland (CR);2022;9654.0
428;Nederland;Zuidwest-Gelderland (CR);2023;10229.0
429;Nederland;Utrecht (CR);2011;50319.0
430;Nederland;Utrecht (CR);2012;51437.0
431;Nederland;Utrecht (CR);2013;51694.0
432;Nederland;Utrecht (CR);2014;57154.0
433;Nederland;Utrecht (CR);2015;61188.0
434;Nederland;Utrecht (CR);2016;66002.0
435;Nederland;Utrecht (CR);2017;65916.0
436;Nederland;Utrecht (CR);2018;63834.0
437;Nederland;Utrecht (CR);2019;65012.0
438;Nederland;Utrecht (CR);2020;69899.0
439;Nederland;Utrecht (CR);2021;71992.0
440;Nederland;Utrecht (CR);2022;68585.0
441;Nederland;Utrecht (CR);2023;70570.0
442;Nederland;Kop van Noord-Holland (CR);2011;11840.0
443;Nederland;Kop van Noord-Holland (CR);2012;12304.0
444;Nederland;Kop van Noord-Holland (CR);2013;11835.0
445;Nederland;Kop van Noord-Holland (CR);2014;12224.0
446;Nederland;Kop van Noord-Holland (CR);2015;13510.0
447;Nederland;Kop van Noord-Holland (CR);2016;14674.0
448;Nederland;Kop van Noord-Holland (CR);2017;14900.0
449;Nederland;Kop van Noord-Holland (CR);2018;14532.0
450;Nederland;Kop van Noord-Holland (CR);2019;14048.0
451;Nederland;Kop van Noord-Holland (CR);2020;14393.0
452;Nederland;Kop van Noord-Holland (CR);2021;14337.0
453;Nederland;Kop van Noord-Holland (CR);2022;14113.0
454;Nederland;Kop van Noord-Holland (CR);2023;14504.0
455;Nederland;Alkmaar en omgeving (CR);2011;8753.0
456;Nederland;Alkmaar en omgeving (CR);2012;9153.0
457;Nederland;Alkmaar en omgeving (CR);2013;9170.0
458;Nederland;Alkmaar en omgeving (CR);2014;9612.0
459;Nederland;Alkmaar en omgeving (CR);2015;10773.0
460;Nederland;Alkmaar en omgeving (CR);2016;11739.0
461;Nederland;Alkmaar en omgeving (CR);2017;12273.0
462;Nederland;Alkmaar en omgeving (CR);2018;11240.0
463;Nederland;Alkmaar en omgeving (CR);2019;11231.0
464;Nederland;Alkmaar en omgeving (CR);2020;11727.0
465;Nederland;Alkmaar en omgeving (CR);2021;11064.0
466;Nederland;Alkmaar en omgeving (CR);2022;10471.0
467;Nederland;Alkmaar en omgeving (CR);2023;10619.0
468;Nederland;IJmond (CR);2011;6497.0
469;Nederland;IJmond (CR);2012;6883.0
470;Nederland;IJmond (CR);2013;6656.0
471;Nederland;IJmond (CR);2014;7325.0
472;Nederland;IJmond (CR);2015;7560.0
473;Nederland;IJmond (CR);2016;7981.0
474;Nederland;IJmond (CR);2017;8043.0
475;Nederland;IJmond (CR);2018;7370.0
476;Nederland;IJmond (CR);2019;7826.0
477;Nederland;IJmond (CR);2020;8601.0
478;Nederland;IJmond (CR);2021;8163.0
479;Nederland;IJmond (CR);2022;8235.0
480;Nederland;IJmond (CR);2023;8256.0
481;Nederland;Agglomeratie Haarlem (CR);2011;8965.0
482;Nederland;Agglomeratie Haarlem (CR);2012;9198.0
483;Nederland;Agglomeratie Haarlem (CR);2013;9337.0
484;Nederland;Agglomeratie Haarlem (CR);2014;10612.0
485;Nederland;Agglomeratie Haarlem (CR);2015;11569.0
486;Nederland;Agglomeratie Haarlem (CR);2016;12485.0
487;Nederland;Agglomeratie Haarlem (CR);2017;13018.0
488;Nederland;Agglomeratie Haarlem (CR);2018;12104.0
489;Nederland;Agglomeratie Haarlem (CR);2019;12421.0
490;Nederland;Agglomeratie Haarlem (CR);2020;13916.0
491;Nederland;Agglomeratie Haarlem (CR);2021;13445.0
492;Nederland;Agglomeratie Haarlem (CR);2022;12613.0
493;Nederland;Agglomeratie Haarlem (CR);2023;12888.0
494;Nederland;Zaanstreek (CR);2011;4240.0
495;Nederland;Zaanstreek (CR);2012;4323.0
496;Nederland;Zaanstreek (CR);2013;4434.0
497;Nederland;Zaanstreek (CR);2014;4859.0
498;Nederland;Zaanstreek (CR);2015;5287.0
499;Nederland;Zaanstreek (CR);2016;5636.0
500;Nederland;Zaanstreek (CR);2017;5965.0
501;Nederland;Zaanstreek (CR);2018;6367.0
502;Nederland;Zaanstreek (CR);2019;6692.0
503;Nederland;Zaanstreek (CR);2020;7018.0
504;Nederland;Zaanstreek (CR);2021;7072.0
505;Nederland;Zaanstreek (CR);2022;6997.0
506;Nederland;Zaanstreek (CR);2023;7090.0
507;Nederland;Groot-Amsterdam (CR);2011;46762.0
508;Nederland;Groot-Amsterdam (CR);2012;47909.0
509;Nederland;Groot-Amsterdam (CR);2013;48840.0
510;Nederland;Groot-Amsterdam (CR);2014;56062.0
511;Nederland;Groot-Amsterdam (CR);2015;61063.0
512;Nederland;Groot-Amsterdam (CR);2016;66206.0
513;Nederland;Groot-Amsterdam (CR);2017;69799.0
514;Nederland;Groot-Amsterdam (CR);2018;71646.0
515;Nederland;Groot-Amsterdam (CR);2019;75646.0
516;Nederland;Groot-Amsterdam (CR);2020;79943.0
517;Nederland;Groot-Amsterdam (CR);2021;81911.0
518;Nederland;Groot-Amsterdam (CR);2022;84232.0
519;Nederland;Groot-Amsterdam (CR);2023;83647.0
520;Nederland;Het Gooi en Vechtstreek (CR);2011;11204.0
