ID;KenmerkenBaanBedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
32;Totaal;A Landbouw, bosbouw en visserij;2011;105.8;10.1;14.1;18.4;23.1;28.8;39.1;71.4;6.0;8.5;11.0;13.6;16.7;22.7
33;Totaal;A Landbouw, bosbouw en visserij;2012;105.4;9.2;12.9;16.9;21.6;27.0;37.5;70.9;5.4;7.7;10.1;12.6;15.5;21.6
34;Totaal;A Landbouw, bosbouw en visserij;2013;104.8;8.9;12.5;16.6;21.1;26.5;37.5;72.1;5.8;8.1;10.5;13.1;16.0;22.4
35;Totaal;A Landbouw, bosbouw en visserij;2014;104.4;9.1;13.1;17.3;21.6;27.3;38.3;71.8;6.0;8.4;11.0;13.5;16.5;22.9
36;Totaal;A Landbouw, bosbouw en visserij;2015;101.7;8.5;12.2;16.4;20.5;25.9;36.9;70.0;5.8;8.2;10.7;13.1;16.1;22.4
37;Totaal;A Landbouw, bosbouw en visserij;2016;104.1;8.7;12.4;17.1;21.6;27.0;38.7;72.0;5.9;8.3;11.2;13.9;17.0;23.7
38;Totaal;A Landbouw, bosbouw en visserij;2017;106.0;8.7;12.9;19.2;24.2;30.1;41.1;74.1;5.9;8.6;12.2;15.2;18.7;25.3
39;Totaal;A Landbouw, bosbouw en visserij;2018;108.1;8.3;12.8;19.3;24.3;30.1;40.9;76.6;5.6;8.4;12.0;15.1;18.5;25.4
40;Totaal;A Landbouw, bosbouw en visserij;2019;110.2;7.8;12.7;19.6;24.7;30.6;41.8;78.8;5.2;8.4;12.3;15.6;19.1;26.3
41;Totaal;A Landbouw, bosbouw en visserij;2020;112.0;7.4;12.0;19.0;24.9;30.8;42.3;80.7;5.0;8.0;12.1;15.9;19.5;27.1
42;Totaal;A Landbouw, bosbouw en visserij;2021;113.9;7.9;12.5;19.6;25.3;31.2;42.6;81.7;5.2;8.1;12.2;15.7;19.5;27.1
43;Totaal;A Landbouw, bosbouw en visserij;2022;110.8;6.4;10.6;17.0;22.3;27.6;38.7;80.6;4.1;6.8;10.5;13.9;17.4;24.9
44;Totaal;A Landbouw, bosbouw en visserij;2023;109.0;7.1;12.4;19.7;25.8;31.7;43.4;80.1;4.5;7.9;12.3;16.6;20.7;28.9
45;Totaal;B-F Nijverheid en energie;2009;1245.9;39.1;58.1;79.1;98.8;125.7;178.5;1126.0;30.1;44.3;60.7;76.4;98.5;142.1
46;Totaal;B-F Nijverheid en energie;2010;1216.2;39.8;61.9;83.5;103.9;130.7;181.6;1098.3;30.4;46.9;64.0;80.4;102.2;144.0
47;Totaal;B-F Nijverheid en energie;2011;1206.9;41.7;64.2;86.4;106.0;133.1;181.2;1086.1;31.2;48.1;65.7;81.1;103.2;142.1
48;Totaal;B-F Nijverheid en energie;2012;1184.6;39.9;67.5;88.0;105.4;131.3;177.2;1065.2;29.5;50.7;67.0;80.6;101.6;138.7
49;Totaal;B-F Nijverheid en energie;2013;1138.3;32.1;67.0;85.0;101.8;126.6;173.3;1025.2;24.7;51.5;65.5;78.4;98.3;136.0
50;Totaal;B-F Nijverheid en energie;2014;1115.8;33.1;72.3;90.3;112.0;133.5;178.4;1004.4;25.2;55.6;69.5;87.2;104.0;140.0
51;Totaal;B-F Nijverheid en energie;2015;1106.0;36.1;73.8;93.1;113.1;135.1;177.3;997.0;27.7;57.1;72.2;88.3;105.9;139.1
52;Totaal;B-F Nijverheid en energie;2016;1107.9;37.5;76.5;92.0;113.6;134.5;176.1;999.9;29.1;59.8;71.5;88.9;105.4;137.9
53;Totaal;B-F Nijverheid en energie;2017;1118.9;36.9;75.3;91.7;114.5;135.2;179.9;1011.6;28.4;58.6;70.5;88.8;104.8;139.9
54;Totaal;B-F Nijverheid en energie;2018;1144.9;39.3;71.3;91.0;114.0;134.3;179.5;1035.5;30.4;54.8;69.4;87.7;103.4;139.1
55;Totaal;B-F Nijverheid en energie;2019;1174.2;36.7;69.5;89.5;113.0;133.7;179.5;1062.4;28.0;53.4;68.1;86.8;102.8;139.1
56;Totaal;B-F Nijverheid en energie;2020;1174.8;35.1;64.0;84.6;107.1;128.0;171.5;1063.5;27.0;49.3;64.4;81.9;98.3;132.7
57;Totaal;B-F Nijverheid en energie;2021;1186.2;34.9;61.4;81.4;104.4;126.1;169.0;1072.1;26.8;46.8;61.1;79.2;96.2;130.1
58;Totaal;B-F Nijverheid en energie;2022;1211.0;34.1;57.0;75.2;96.5;116.4;157.5;1093.0;26.4;43.3;56.5;73.1;88.7;120.9
59;Totaal;B-F Nijverheid en energie;2023;1232.8;41.9;72.6;96.3;118.5;140.7;193.0;1114.2;32.4;55.6;73.6;90.6;108.3;151.4
60;Totaal;B-E Nijverheid (geen bouw) en energie;2009;860.7;32.0;49.1;68.2;85.7;109.8;154.7;775.8;24.8;37.7;52.7;66.7;86.7;124.0
61;Totaal;B-E Nijverheid (geen bouw) en energie;2010;839.3;31.7;51.7;71.2;89.2;112.9;155.1;755.4;24.3;39.4;54.9;69.5;88.9;123.7
62;Totaal;B-E Nijverheid (geen bouw) en energie;2011;837.0;33.9;54.2;74.4;91.5;115.4;154.7;749.7;25.5;40.9;57.0;70.6;90.3;122.1
63;Totaal;B-E Nijverheid (geen bouw) en energie;2012;829.7;31.9;57.2;75.6;90.6;113.4;150.9;742.8;23.6;43.2;57.9;69.8;88.5;118.7
64;Totaal;B-E Nijverheid (geen bouw) en energie;2013;813.4;25.1;57.9;73.8;88.4;110.3;149.3;729.7;19.3;44.4;57.0;68.3;86.1;117.5
65;Totaal;B-E Nijverheid (geen bouw) en energie;2014;809.2;26.3;63.5;79.6;99.2;118.0;155.5;725.3;20.0;48.8;61.4;77.6;92.4;122.4
66;Totaal;B-E Nijverheid (geen bouw) en energie;2015;807.7;29.4;64.9;82.2;100.2;119.6;154.4;724.8;22.4;50.3;64.0;78.6;94.3;121.6
67;Totaal;B-E Nijverheid (geen bouw) en energie;2016;810.4;30.8;67.6;81.0;100.6;119.0;153.2;728.2;23.8;53.0;63.2;79.1;93.8;120.4
68;Totaal;B-E Nijverheid (geen bouw) en energie;2017;812.3;29.8;65.7;79.7;100.1;118.0;154.6;730.6;23.0;51.2;61.5;78.0;91.9;120.6
69;Totaal;B-E Nijverheid (geen bouw) en energie;2018;827.2;32.1;61.7;79.0;99.5;117.0;153.9;744.2;24.7;47.5;60.4;76.8;90.5;119.4
70;Totaal;B-E Nijverheid (geen bouw) en energie;2019;844.8;29.6;59.6;76.9;97.6;115.0;151.7;760.6;22.5;45.8;58.5;75.0;88.5;117.5
71;Totaal;B-E Nijverheid (geen bouw) en energie;2020;839.1;28.0;54.1;71.9;91.5;109.2;144.0;756.2;21.5;41.6;54.7;70.0;84.0;111.4
72;Totaal;B-E Nijverheid (geen bouw) en energie;2021;842.8;27.3;50.9;68.1;88.4;106.6;141.0;758.5;20.8;38.7;51.1;67.0;81.4;108.4
73;Totaal;B-E Nijverheid (geen bouw) en energie;2022;858.5;26.4;47.0;62.8;81.3;98.2;131.0;771.8;20.5;35.7;47.1;61.7;74.9;100.5
74;Totaal;B-E Nijverheid (geen bouw) en energie;2023;873.4;33.3;60.5;80.9;99.4;116.8;155.9;787.1;25.8;46.5;62.0;76.2;89.9;122.1
75;Totaal;B Delfstoffenwinning;2009;7.8;0.1;0.1;0.1;0.1;0.1;0.2;7.3;0.1;0.1;0.1;0.1;0.1;0.2
76;Totaal;B Delfstoffenwinning;2010;7.8;0.1;0.1;0.1;0.1;0.2;0.2;7.4;0.1;0.1;0.1;0.1;0.1;0.2
77;Totaal;B Delfstoffenwinning;2011;8.4;0.1;0.1;0.1;0.2;0.2;0.3;7.9;0.1;0.1;0.1;0.1;0.2;0.2
78;Totaal;B Delfstoffenwinning;2012;8.6;0.1;0.1;0.2;0.2;0.2;0.3;8.1;0.1;0.1;0.1;0.2;0.2;0.2
79;Totaal;B Delfstoffenwinning;2013;10.1;0.2;0.2;0.2;0.2;0.3;0.4;9.5;0.1;0.2;0.2;0.2;0.2;0.3
80;Totaal;B Delfstoffenwinning;2014;11.0;0.1;0.2;0.2;0.2;0.3;0.4;10.4;0.1;0.1;0.2;0.2;0.2;0.3
81;Totaal;B Delfstoffenwinning;2015;11.2;0.2;0.2;0.2;0.2;0.2;0.3;10.6;0.1;0.2;0.2;0.2;0.2;0.3
82;Totaal;B Delfstoffenwinning;2016;10.4;0.1;0.2;0.2;0.2;0.2;0.3;9.9;0.1;0.1;0.2;0.2;0.2;0.3
83;Totaal;B Delfstoffenwinning;2017;8.5;0.1;0.1;0.1;0.2;0.2;0.2;8.1;0.1;0.1;0.1;0.1;0.1;0.2
84;Totaal;B Delfstoffenwinning;2018;8.3;0.1;0.1;0.1;0.1;0.2;0.2;7.8;0.1;0.1;0.1;0.1;0.1;0.2
85;Totaal;B Delfstoffenwinning;2019;8.4;0.1;0.1;0.1;0.1;0.2;0.2;7.9;0.1;0.1;0.1;0.1;0.1;0.2
86;Totaal;B Delfstoffenwinning;2020;8.3;0.1;0.1;0.1;0.1;0.2;0.3;7.8;0.1;0.1;0.1;0.1;0.1;0.2
87;Totaal;B Delfstoffenwinning;2021;7.6;0.1;0.1;0.1;0.1;0.2;0.2;7.2;0.1;0.1;0.1;0.1;0.1;0.2
88;Totaal;B Delfstoffenwinning;2022;7.8;0.1;0.1;0.1;0.1;0.1;0.2;7.4;0.1;0.1;0.1;0.1;0.1;0.2
89;Totaal;B Delfstoffenwinning;2023;8.1;0.1;0.1;0.2;0.2;0.2;0.3;7.6;0.1;0.1;0.1;0.1;0.2;0.2
90;Totaal;C Industrie;2009;793.7;30.8;47.8;66.6;83.9;107.7;151.7;713.3;23.8;36.6;51.5;65.3;85.0;121.6
91;Totaal;C Industrie;2010;772.3;30.5;50.3;69.6;87.4;110.6;152.0;693.0;23.3;38.3;53.7;68.0;87.1;121.1
92;Totaal;C Industrie;2011;767.0;32.6;52.7;72.7;89.6;113.1;151.4;684.9;24.5;39.7;55.7;69.1;88.5;119.5
93;Totaal;C Industrie;2012;756.8;30.5;55.6;73.8;88.5;111.0;147.5;675.3;22.5;41.9;56.5;68.2;86.6;116.1
94;Totaal;C Industrie;2013;744.7;23.9;56.4;72.2;86.5;108.1;146.1;665.7;18.3;43.2;55.7;66.7;84.3;114.9
95;Totaal;C Industrie;2014;739.5;25.1;62.0;77.9;97.3;115.7;152.3;660.4;19.0;47.6;60.0;76.0;90.6;119.8
96;Totaal;C Industrie;2015;737.4;28.2;63.4;80.5;98.2;117.2;151.2;659.5;21.4;49.0;62.6;76.9;92.4;118.9
97;Totaal;C Industrie;2016;740.7;29.6;66.1;79.3;98.5;116.5;149.7;663.4;22.8;51.7;61.7;77.5;91.8;117.7
98;Totaal;C Industrie;2017;743.4;28.6;64.3;78.0;98.0;115.5;150.9;666.5;22.0;50.1;60.1;76.3;89.9;117.7
99;Totaal;C Industrie;2018;756.8;30.9;60.3;77.3;97.5;114.6;150.3;678.7;23.7;46.4;59.0;75.2;88.6;116.6
100;Totaal;C Industrie;2019;773.0;28.6;58.2;75.2;95.6;112.5;148.1;694.2;21.7;44.6;57.2;73.4;86.6;114.7
101;Totaal;C Industrie;2020;766.3;27.0;52.8;70.2;89.5;106.8;140.3;689.3;20.7;40.5;53.3;68.4;82.1;108.5
102;Totaal;C Industrie;2021;766.6;26.1;49.4;66.4;86.2;104.0;137.0;689.3;19.9;37.5;49.6;65.3;79.4;105.2
103;Totaal;C Industrie;2022;778.9;25.3;45.6;61.2;79.4;95.8;127.3;700.1;19.5;34.6;45.8;60.1;73.0;97.6
104;Totaal;C Industrie;2023;792.5;32.0;58.9;78.9;97.0;113.8;151.2;712.8;24.7;45.2;60.4;74.4;87.6;118.3
105;Totaal;D Energievoorziening;2009;21.7;0.3;0.3;0.3;0.3;0.4;0.5;20.6;0.2;0.3;0.3;0.3;0.3;0.4
106;Totaal;D Energievoorziening;2010;21.7;0.3;0.3;0.4;0.4;0.5;0.6;20.4;0.3;0.3;0.3;0.3;0.4;0.5
107;Totaal;D Energievoorziening;2011;23.7;0.4;0.5;0.5;0.5;0.6;0.7;22.1;0.3;0.4;0.4;0.4;0.4;0.6
108;Totaal;D Energievoorziening;2012;26.5;0.5;0.5;0.5;0.6;0.6;0.8;24.8;0.4;0.4;0.4;0.4;0.5;0.6
109;Totaal;D Energievoorziening;2013;26.3;0.4;0.5;0.5;0.5;0.6;0.8;24.6;0.3;0.4;0.4;0.4;0.5;0.6
110;Totaal;D Energievoorziening;2014;26.2;0.4;0.4;0.5;0.5;0.6;0.7;24.6;0.3;0.4;0.4;0.4;0.5;0.6
111;Totaal;D Energievoorziening;2015;26.9;0.4;0.4;0.5;0.5;0.6;0.7;25.1;0.3;0.4;0.4;0.4;0.5;0.6
112;Totaal;D Energievoorziening;2016;26.6;0.4;0.5;0.5;0.6;0.7;0.9;24.8;0.3;0.4;0.4;0.5;0.5;0.7
113;Totaal;D Energievoorziening;2017;26.8;0.4;0.5;0.5;0.6;0.7;0.9;24.9;0.4;0.4;0.4;0.5;0.5;0.7
114;Totaal;D Energievoorziening;2018;27.2;0.4;0.4;0.5;0.6;0.6;0.8;25.4;0.3;0.4;0.4;0.4;0.5;0.7
115;Totaal;D Energievoorziening;2019;27.7;0.4;0.4;0.5;0.6;0.6;0.9;25.5;0.3;0.3;0.4;0.4;0.5;0.6
116;Totaal;D Energievoorziening;2020;28.6;0.4;0.4;0.5;0.6;0.7;1.0;25.8;0.3;0.3;0.4;0.4;0.5;0.7
117;Totaal;D Energievoorziening;2021;31.6;0.4;0.5;0.6;0.7;0.8;1.1;27.7;0.3;0.4;0.4;0.5;0.5;0.7
118;Totaal;D Energievoorziening;2022;34.0;0.4;0.5;0.5;0.6;0.7;1.0;29.2;0.3;0.4;0.4;0.5;0.5;0.7
119;Totaal;D Energievoorziening;2023;34.4;0.4;0.5;0.6;0.7;0.8;1.3;31.3;0.3;0.4;0.5;0.5;0.6;1.0
120;Totaal;E Waterbedrijven en afvalbeheer;2009;37.5;0.8;0.9;1.1;1.3;1.6;2.3;34.6;0.6;0.8;0.9;1.1;1.3;1.9
121;Totaal;E Waterbedrijven en afvalbeheer;2010;37.5;0.8;1.0;1.1;1.3;1.6;2.3;34.7;0.7;0.8;0.9;1.0;1.3;1.9
122;Totaal;E Waterbedrijven en afvalbeheer;2011;37.8;0.7;0.9;1.0;1.2;1.5;2.3;34.7;0.6;0.7;0.8;0.9;1.2;1.8
123;Totaal;E Waterbedrijven en afvalbeheer;2012;37.8;0.8;1.0;1.1;1.3;1.6;2.3;34.6;0.6;0.7;0.8;1.0;1.2;1.8
124;Totaal;E Waterbedrijven en afvalbeheer;2013;32.3;0.6;0.8;1.0;1.2;1.4;2.0;29.9;0.5;0.6;0.8;0.9;1.1;1.6
125;Totaal;E Waterbedrijven en afvalbeheer;2014;32.4;0.7;0.9;1.0;1.2;1.5;2.1;29.9;0.5;0.7;0.8;1.0;1.2;1.7
126;Totaal;E Waterbedrijven en afvalbeheer;2015;32.3;0.7;0.9;1.1;1.3;1.5;2.1;29.7;0.6;0.7;0.9;1.0;1.2;1.7
127;Totaal;E Waterbedrijven en afvalbeheer;2016;32.7;0.7;0.9;1.1;1.3;1.5;2.3;30.1;0.5;0.7;0.8;1.0;1.2;1.8
128;Totaal;E Waterbedrijven en afvalbeheer;2017;33.6;0.6;0.8;1.1;1.3;1.6;2.5;31.1;0.5;0.7;0.8;1.0;1.3;2.0
129;Totaal;E Waterbedrijven en afvalbeheer;2018;34.9;0.7;0.9;1.1;1.3;1.6;2.5;32.3;0.5;0.7;0.9;1.0;1.3;2.0
130;Totaal;E Waterbedrijven en afvalbeheer;2019;35.6;0.6;0.9;1.1;1.3;1.6;2.5;33.0;0.5;0.7;0.8;1.0;1.3;2.0
131;Totaal;E Waterbedrijven en afvalbeheer;2020;35.9;0.6;0.8;1.0;1.3;1.6;2.6;33.3;0.5;0.7;0.8;1.0;1.3;2.1
132;Totaal;E Waterbedrijven en afvalbeheer;2021;37.0;0.6;0.9;1.1;1.4;1.7;2.7;34.3;0.5;0.7;0.9;1.1;1.4;2.2
133;Totaal;E Waterbedrijven en afvalbeheer;2022;37.9;0.6;0.8;1.0;1.2;1.5;2.4;35.1;0.5;0.6;0.8;1.0;1.2;2.0
134;Totaal;E Waterbedrijven en afvalbeheer;2023;38.5;0.7;1.0;1.3;1.5;2.0;3.1;35.5;0.6;0.8;1.0;1.2;1.5;2.6
135;Totaal;F Bouwnijverheid;2009;385.1;7.1;9.0;10.9;13.1;16.0;23.8;350.2;5.3;6.6;8.0;9.6;11.8;18.1
136;Totaal;F Bouwnijverheid;2010;376.9;8.1;10.1;12.2;14.6;17.9;26.5;342.9;6.1;7.5;9.1;10.9;13.3;20.3
137;Totaal;F Bouwnijverheid;2011;369.9;7.8;10.0;12.0;14.5;17.7;26.5;336.4;5.7;7.2;8.7;10.5;13.0;20.1
138;Totaal;F Bouwnijverheid;2012;355.0;8.0;10.3;12.4;14.8;17.9;26.3;322.4;5.9;7.5;9.1;10.8;13.1;20.0
139;Totaal;F Bouwnijverheid;2013;324.9;7.0;9.2;11.2;13.4;16.3;24.0;295.5;5.5;7.1;8.5;10.1;12.3;18.6
140;Totaal;F Bouwnijverheid;2014;306.6;6.7;8.8;10.7;12.8;15.5;22.9;279.1;5.2;6.8;8.1;9.6;11.6;17.6
141;Totaal;F Bouwnijverheid;2015;298.3;6.7;8.9;10.9;12.9;15.6;22.9;272.2;5.2;6.8;8.2;9.7;11.7;17.6
142;Totaal;F Bouwnijverheid;2016;297.5;6.7;8.9;11.0;13.0;15.6;22.9;271.7;5.3;6.8;8.3;9.8;11.6;17.5
143;Totaal;F Bouwnijverheid;2017;306.6;7.1;9.6;12.0;14.5;17.3;25.3;281.0;5.4;7.3;9.0;10.8;12.9;19.3
144;Totaal;F Bouwnijverheid;2018;317.7;7.3;9.6;12.0;14.5;17.2;25.6;291.2;5.7;7.3;9.0;10.9;12.9;19.7
145;Totaal;F Bouwnijverheid;2019;329.4;7.0;9.9;12.6;15.5;18.7;27.8;301.8;5.4;7.7;9.6;11.8;14.3;21.6
146;Totaal;F Bouwnijverheid;2020;335.8;7.0;9.9;12.7;15.6;18.8;27.4;307.3;5.5;7.7;9.8;11.9;14.3;21.3
147;Totaal;F Bouwnijverheid;2021;343.4;7.6;10.5;13.2;16.1;19.5;28.0;313.6;5.9;8.1;10.1;12.2;14.8;21.7
148;Totaal;F Bouwnijverheid;2022;352.4;7.6;10.0;12.4;15.2;18.3;26.5;321.3;5.9;7.6;9.4;11.4;13.8;20.4
149;Totaal;F Bouwnijverheid;2023;359.3;8.6;12.1;15.4;19.1;24.0;37.1;327.1;6.6;9.2;11.6;14.4;18.3;29.3
150;Totaal;G-N Commerciële dienstverlening;2009;3921.4;308.2;422.3;554.4;689.2;844.4;1159.4;2840.2;159.4;219.0;291.9;368.9;457.1;646.4
151;Totaal;G-N Commerciële dienstverlening;2010;3884.1;312.0;437.9;576.0;713.1;885.2;1190.5;2814.5;171.4;239.1;317.8;397.0;493.7;681.4
152;Totaal;G-N Commerciële dienstverlening;2011;3932.6;309.0;439.1;581.5;720.8;894.0;1207.1;2828.3;164.2;235.0;315.1;395.2;491.8;681.9
153;Totaal;G-N Commerciële dienstverlening;2012;3918.4;301.6;436.8;577.4;714.2;884.0;1196.8;2807.1;157.0;230.1;309.3;387.5;480.8;667.7
154;Totaal;G-N Commerciële dienstverlening;2013;3870.4;288.2;427.5;570.1;706.4;868.3;1181.7;2770.9;157.0;232.2;310.8;387.8;477.5;663.5
155;Totaal;G-N Commerciële dienstverlening;2014;3893.6;308.1;456.8;608.9;752.9;919.8;1237.6;2781.8;166.0;247.4;331.5;414.7;507.6;697.3
156;Totaal;G-N Commerciële dienstverlening;2015;4013.8;313.6;467.4;628.7;778.6;949.1;1276.6;2862.7;171.3;255.4;342.9;428.0;524.0;718.8
157;Totaal;G-N Commerciële dienstverlening;2016;4122.9;346.4;519.0;690.3;851.8;1028.7;1396.6;2963.2;191.2;285.7;380.4;474.1;574.4;787.8
158;Totaal;G-N Commerciële dienstverlening;2017;4270.4;344.9;550.2;763.7;944.1;1141.5;1543.3;3076.6;190.3;300.6;413.8;519.3;630.9;868.3
159;Totaal;G-N Commerciële dienstverlening;2018;4416.3;354.3;562.7;792.3;988.8;1193.5;1619.4;3199.9;194.2;306.6;428.6;543.6;661.1;913.6
160;Totaal;G-N Commerciële dienstverlening;2019;4485.4;335.0;546.5;783.9;990.0;1200.2;1630.5;3258.3;182.7;300.8;426.1;545.9;668.2;924.4
161;Totaal;G-N Commerciële dienstverlening;2020;4327.6;289.5;484.1;702.2;905.4;1102.6;1500.8;3189.9;165.1;273.4;390.5;505.9;622.9;863.1
162;Totaal;G-N Commerciële dienstverlening;2021;4410.8;285.7;480.8;706.5;907.4;1107.4;1524.8;3266.3;167.4;276.0;395.9;511.8;630.4;880.3
163;Totaal;G-N Commerciële dienstverlening;2022;4618.8;252.9;413.2;620.8;818.8;1014.8;1452.5;3406.5;152.0;242.5;354.3;469.4;585.4;844.8
164;Totaal;G-N Commerciële dienstverlening;2023;4649.2;306.5;514.1;751.4;983.1;1231.1;1647.9;3437.6;183.2;307.6;444.7;584.4;733.0;997.4
165;Totaal;G-I Handel, vervoer en horeca;2009;1981.5;167.4;234.6;314.4;396.0;483.0;660.0;1362.8;80.7;114.3;157.4;203.3;252.3;359.8
166;Totaal;G-I Handel, vervoer en horeca;2010;1989.7;167.1;240.4;324.1;406.4;496.5;677.5;1360.4;83.5;120.4;166.3;212.6;263.6;373.4
