ID;Woningkenmerken;RegioS;Perioden;GemiddeldAardgasverbruik_1;GemiddeldeElektriciteitslevering_2;GemiddeldeNettoElektriciteitslevering_3;Stadsverwarming_4
54;Totaal woningen;West-Nederland (LD);2022;880.0;2510.0;2200.0;8.7
55;Totaal woningen;West-Nederland (LD);2023;760.0;2360.0;1950.0;9.0
56;Totaal woningen;Zuid-Nederland (LD);2010;2000.0;3600.0;;
57;Totaal woningen;Zuid-Nederland (LD);2011;1550.0;3550.0;;
58;Totaal woningen;Zuid-Nederland (LD);2012;1650.0;3500.0;;3.9
59;Totaal woningen;Zuid-Nederland (LD);2013;1750.0;3450.0;;3.7
60;Totaal woningen;Zuid-Nederland (LD);2014;1300.0;3300.0;;3.6
61;Totaal woningen;Zuid-Nederland (LD);2015;1370.0;3250.0;;4.1
62;Totaal woningen;Zuid-Nederland (LD);2016;1420.0;3190.0;;4.1
63;Totaal woningen;Zuid-Nederland (LD);2017;1360.0;3150.0;;4.0
64;Totaal woningen;Zuid-Nederland (LD);2018;1380.0;3080.0;;
65;Totaal woningen;Zuid-Nederland (LD);2019;1280.0;2980.0;;4.2
66;Totaal woningen;Zuid-Nederland (LD);2020;1210.0;2980.0;;4.4
67;Totaal woningen;Zuid-Nederland (LD);2021;1350.0;3020.0;2600.0;4.3
68;Totaal woningen;Zuid-Nederland (LD);2022;1050.0;2840.0;2290.0;4.3
69;Totaal woningen;Zuid-Nederland (LD);2023;880.0;2710.0;1970.0;4.4
70;Totaal woningen;Groningen (PV);2010;2150.0;3100.0;;
71;Totaal woningen;Groningen (PV);2011;1700.0;3100.0;;
72;Totaal woningen;Groningen (PV);2012;1850.0;3050.0;;0.4
73;Totaal woningen;Groningen (PV);2013;1900.0;3000.0;;0.4
74;Totaal woningen;Groningen (PV);2014;1400.0;2850.0;;0.4
75;Totaal woningen;Groningen (PV);2015;1500.0;2760.0;;0.6
76;Totaal woningen;Groningen (PV);2016;1570.0;2690.0;;0.6
77;Totaal woningen;Groningen (PV);2017;1480.0;2640.0;;0.6
78;Totaal woningen;Groningen (PV);2018;1510.0;2580.0;;
79;Totaal woningen;Groningen (PV);2019;1350.0;2450.0;;0.9
80;Totaal woningen;Groningen (PV);2020;1320.0;2530.0;;
81;Totaal woningen;Groningen (PV);2021;1460.0;2570.0;2170.0;
82;Totaal woningen;Groningen (PV);2022;1130.0;2430.0;1900.0;1.6
83;Totaal woningen;Groningen (PV);2023;940.0;2340.0;1650.0;1.8
84;Totaal woningen;Fryslân (PV);2010;2150.0;3050.0;;
85;Totaal woningen;Fryslân (PV);2011;1650.0;3050.0;;
86;Totaal woningen;Fryslân (PV);2012;1750.0;3000.0;;0.5
87;Totaal woningen;Fryslân (PV);2013;1850.0;2900.0;;0.5
88;Totaal woningen;Fryslân (PV);2014;1350.0;2800.0;;0.5
89;Totaal woningen;Fryslân (PV);2015;1450.0;2730.0;;0.7
90;Totaal woningen;Fryslân (PV);2016;1520.0;2640.0;;0.7
91;Totaal woningen;Fryslân (PV);2017;1430.0;2570.0;;0.7
92;Totaal woningen;Fryslân (PV);2018;1470.0;2490.0;;
93;Totaal woningen;Fryslân (PV);2019;1350.0;2540.0;;0.7
94;Totaal woningen;Fryslân (PV);2020;1310.0;2630.0;;
95;Totaal woningen;Fryslân (PV);2021;1460.0;2680.0;2240.0;
96;Totaal woningen;Fryslân (PV);2022;1130.0;2520.0;1930.0;
97;Totaal woningen;Fryslân (PV);2023;940.0;2430.0;1670.0;
98;Totaal woningen;Drenthe (PV);2010;2350.0;3500.0;;
99;Totaal woningen;Drenthe (PV);2011;1850.0;3450.0;;
100;Totaal woningen;Drenthe (PV);2012;1950.0;3400.0;;
101;Totaal woningen;Drenthe (PV);2013;2050.0;3350.0;;
102;Totaal woningen;Drenthe (PV);2014;1500.0;3200.0;;
103;Totaal woningen;Drenthe (PV);2015;1600.0;3110.0;;0.1
104;Totaal woningen;Drenthe (PV);2016;1680.0;3050.0;;0.2
105;Totaal woningen;Drenthe (PV);2017;1590.0;2980.0;;0.2
106;Totaal woningen;Drenthe (PV);2018;1610.0;2910.0;;
107;Totaal woningen;Drenthe (PV);2019;1480.0;2810.0;;0.2
108;Totaal woningen;Drenthe (PV);2020;1400.0;2840.0;;
109;Totaal woningen;Drenthe (PV);2021;1560.0;2890.0;2360.0;
110;Totaal woningen;Drenthe (PV);2022;1220.0;2740.0;2050.0;
111;Totaal woningen;Drenthe (PV);2023;1010.0;2630.0;1740.0;
112;Totaal woningen;Overijssel (PV);2010;2100.0;3450.0;;
113;Totaal woningen;Overijssel (PV);2011;1650.0;3450.0;;
114;Totaal woningen;Overijssel (PV);2012;1750.0;3400.0;;2.3
115;Totaal woningen;Overijssel (PV);2013;1850.0;3350.0;;2.0
116;Totaal woningen;Overijssel (PV);2014;1300.0;3250.0;;2.0
117;Totaal woningen;Overijssel (PV);2015;1390.0;3130.0;;2.8
118;Totaal woningen;Overijssel (PV);2016;1430.0;3070.0;;3.0
119;Totaal woningen;Overijssel (PV);2017;1390.0;3010.0;;3.1
120;Totaal woningen;Overijssel (PV);2018;1410.0;2940.0;;
121;Totaal woningen;Overijssel (PV);2019;1280.0;2850.0;;3.3
122;Totaal woningen;Overijssel (PV);2020;1220.0;2870.0;;3.3
123;Totaal woningen;Overijssel (PV);2021;1400.0;2930.0;2540.0;3.2
124;Totaal woningen;Overijssel (PV);2022;1100.0;2770.0;2220.0;3.4
125;Totaal woningen;Overijssel (PV);2023;910.0;2650.0;1910.0;3.4
126;Totaal woningen;Flevoland (PV);2010;1150.0;3650.0;;31.0
127;Totaal woningen;Flevoland (PV);2011;950.0;3600.0;;32.0
128;Totaal woningen;Flevoland (PV);2012;950.0;3500.0;;32.9
129;Totaal woningen;Flevoland (PV);2013;1000.0;3450.0;;32.8
130;Totaal woningen;Flevoland (PV);2014;750.0;3350.0;;32.5
131;Totaal woningen;Flevoland (PV);2015;760.0;3270.0;;33.1
132;Totaal woningen;Flevoland (PV);2016;850.0;3140.0;;33.0
133;Totaal woningen;Flevoland (PV);2017;810.0;3050.0;;32.7
134;Totaal woningen;Flevoland (PV);2018;830.0;2930.0;;
135;Totaal woningen;Flevoland (PV);2019;770.0;2950.0;;33.0
136;Totaal woningen;Flevoland (PV);2020;760.0;3010.0;;33.6
137;Totaal woningen;Flevoland (PV);2021;850.0;3040.0;2660.0;33.3
138;Totaal woningen;Flevoland (PV);2022;660.0;2880.0;2340.0;29.8
139;Totaal woningen;Flevoland (PV);2023;550.0;2720.0;2040.0;30.1
140;Totaal woningen;Gelderland (PV);2010;2000.0;3450.0;;
141;Totaal woningen;Gelderland (PV);2011;1600.0;3450.0;;
142;Totaal woningen;Gelderland (PV);2012;1650.0;3400.0;;2.6
143;Totaal woningen;Gelderland (PV);2013;1750.0;3300.0;;2.4
144;Totaal woningen;Gelderland (PV);2014;1300.0;3200.0;;2.5
145;Totaal woningen;Gelderland (PV);2015;1390.0;3130.0;;2.9
146;Totaal woningen;Gelderland (PV);2016;1440.0;3030.0;;2.9
147;Totaal woningen;Gelderland (PV);2017;1390.0;2950.0;;2.8
148;Totaal woningen;Gelderland (PV);2018;1400.0;2850.0;;
149;Totaal woningen;Gelderland (PV);2019;1290.0;2850.0;;3.7
150;Totaal woningen;Gelderland (PV);2020;1220.0;2910.0;;3.8
151;Totaal woningen;Gelderland (PV);2021;1370.0;2950.0;2560.0;3.9
152;Totaal woningen;Gelderland (PV);2022;1070.0;2780.0;2250.0;4.0
153;Totaal woningen;Gelderland (PV);2023;890.0;2650.0;1950.0;4.3
154;Totaal woningen;Utrecht (PV);2010;1750.0;3350.0;;11.0
155;Totaal woningen;Utrecht (PV);2011;1350.0;3350.0;;10.0
156;Totaal woningen;Utrecht (PV);2012;1350.0;3250.0;;12.5
157;Totaal woningen;Utrecht (PV);2013;1450.0;3200.0;;11.5
158;Totaal woningen;Utrecht (PV);2014;1050.0;3100.0;;11.2
159;Totaal woningen;Utrecht (PV);2015;1150.0;3020.0;;11.9
160;Totaal woningen;Utrecht (PV);2016;1200.0;2980.0;;12.0
161;Totaal woningen;Utrecht (PV);2017;1140.0;2930.0;;12.0
162;Totaal woningen;Utrecht (PV);2018;1160.0;2850.0;;
163;Totaal woningen;Utrecht (PV);2019;1070.0;2750.0;;12.4
164;Totaal woningen;Utrecht (PV);2020;1020.0;2760.0;;12.6
165;Totaal woningen;Utrecht (PV);2021;1150.0;2830.0;2540.0;12.4
166;Totaal woningen;Utrecht (PV);2022;890.0;2650.0;2240.0;12.5
167;Totaal woningen;Utrecht (PV);2023;750.0;2490.0;1960.0;12.9
168;Totaal woningen;Noord-Holland (PV);2010;1650.0;3000.0;;
169;Totaal woningen;Noord-Holland (PV);2011;1300.0;3000.0;;
170;Totaal woningen;Noord-Holland (PV);2012;1350.0;2950.0;;5.1
171;Totaal woningen;Noord-Holland (PV);2013;1450.0;2900.0;;4.9
172;Totaal woningen;Noord-Holland (PV);2014;1100.0;2800.0;;4.8
173;Totaal woningen;Noord-Holland (PV);2015;1140.0;2740.0;;6.0
174;Totaal woningen;Noord-Holland (PV);2016;1190.0;2680.0;;6.2
175;Totaal woningen;Noord-Holland (PV);2017;1130.0;2620.0;;6.5
176;Totaal woningen;Noord-Holland (PV);2018;1160.0;2550.0;;
177;Totaal woningen;Noord-Holland (PV);2019;1070.0;2520.0;;7.5
178;Totaal woningen;Noord-Holland (PV);2020;1020.0;2550.0;;8.1
179;Totaal woningen;Noord-Holland (PV);2021;1150.0;2600.0;2390.0;8.1
180;Totaal woningen;Noord-Holland (PV);2022;890.0;2430.0;2160.0;8.9
181;Totaal woningen;Noord-Holland (PV);2023;770.0;2290.0;1930.0;9.3
182;Totaal woningen;Zuid-Holland (PV);2010;1600.0;3100.0;;6.0
183;Totaal woningen;Zuid-Holland (PV);2011;1250.0;3050.0;;6.0
184;Totaal woningen;Zuid-Holland (PV);2012;1300.0;3000.0;;6.2
185;Totaal woningen;Zuid-Holland (PV);2013;1400.0;2950.0;;6.1
186;Totaal woningen;Zuid-Holland (PV);2014;1050.0;2850.0;;5.9
187;Totaal woningen;Zuid-Holland (PV);2015;1090.0;2810.0;;6.6
188;Totaal woningen;Zuid-Holland (PV);2016;1120.0;2770.0;;6.7
189;Totaal woningen;Zuid-Holland (PV);2017;1080.0;2730.0;;6.7
190;Totaal woningen;Zuid-Holland (PV);2018;1100.0;2670.0;;
191;Totaal woningen;Zuid-Holland (PV);2019;1020.0;2590.0;;7.1
192;Totaal woningen;Zuid-Holland (PV);2020;980.0;2620.0;;7.6
193;Totaal woningen;Zuid-Holland (PV);2021;1100.0;2680.0;2480.0;7.6
194;Totaal woningen;Zuid-Holland (PV);2022;850.0;2520.0;2240.0;8.0
195;Totaal woningen;Zuid-Holland (PV);2023;730.0;2370.0;1980.0;8.2
196;Totaal woningen;Zeeland (PV);2010;1850.0;3100.0;;
197;Totaal woningen;Zeeland (PV);2011;1450.0;3100.0;;
198;Totaal woningen;Zeeland (PV);2012;1550.0;3000.0;;0.5
199;Totaal woningen;Zeeland (PV);2013;1650.0;3000.0;;0.5
200;Totaal woningen;Zeeland (PV);2014;1250.0;2850.0;;0.5
201;Totaal woningen;Zeeland (PV);2015;1330.0;2800.0;;0.5
202;Totaal woningen;Zeeland (PV);2016;1360.0;2740.0;;0.5
203;Totaal woningen;Zeeland (PV);2017;1280.0;2670.0;;0.5
204;Totaal woningen;Zeeland (PV);2018;1310.0;2600.0;;
205;Totaal woningen;Zeeland (PV);2019;1220.0;2520.0;;0.4
206;Totaal woningen;Zeeland (PV);2020;1170.0;2540.0;;
207;Totaal woningen;Zeeland (PV);2021;1330.0;2710.0;2290.0;
208;Totaal woningen;Zeeland (PV);2022;1040.0;2570.0;1990.0;
209;Totaal woningen;Zeeland (PV);2023;890.0;2450.0;1690.0;
210;Totaal woningen;Noord-Brabant (PV);2010;1950.0;3600.0;;
211;Totaal woningen;Noord-Brabant (PV);2011;1500.0;3550.0;;
212;Totaal woningen;Noord-Brabant (PV);2012;1600.0;3550.0;;5.3
213;Totaal woningen;Noord-Brabant (PV);2013;1700.0;3450.0;;5.0
214;Totaal woningen;Noord-Brabant (PV);2014;1250.0;3350.0;;4.8
215;Totaal woningen;Noord-Brabant (PV);2015;1340.0;3290.0;;5.5
216;Totaal woningen;Noord-Brabant (PV);2016;1380.0;3230.0;;5.5
217;Totaal woningen;Noord-Brabant (PV);2017;1320.0;3190.0;;5.5
218;Totaal woningen;Noord-Brabant (PV);2018;1340.0;3120.0;;
219;Totaal woningen;Noord-Brabant (PV);2019;1250.0;3010.0;;5.7
220;Totaal woningen;Noord-Brabant (PV);2020;1180.0;3020.0;;5.9
221;Totaal woningen;Noord-Brabant (PV);2021;1320.0;3060.0;2660.0;5.8
222;Totaal woningen;Noord-Brabant (PV);2022;1020.0;2870.0;2340.0;5.6
223;Totaal woningen;Noord-Brabant (PV);2023;860.0;2720.0;2010.0;5.7
224;Totaal woningen;Limburg (PV);2010;2150.0;3550.0;;
225;Totaal woningen;Limburg (PV);2011;1650.0;3450.0;;
226;Totaal woningen;Limburg (PV);2012;1750.0;3450.0;;1.0
227;Totaal woningen;Limburg (PV);2013;1850.0;3400.0;;0.9
228;Totaal woningen;Limburg (PV);2014;1350.0;3250.0;;0.9
229;Totaal woningen;Limburg (PV);2015;1450.0;3170.0;;1.0
230;Totaal woningen;Limburg (PV);2016;1510.0;3110.0;;1.0
231;Totaal woningen;Limburg (PV);2017;1450.0;3080.0;;1.0
232;Totaal woningen;Limburg (PV);2018;1450.0;3000.0;;
233;Totaal woningen;Limburg (PV);2019;1350.0;2900.0;;1.1
234;Totaal woningen;Limburg (PV);2020;1270.0;2910.0;;
235;Totaal woningen;Limburg (PV);2021;1430.0;2940.0;2460.0;
236;Totaal woningen;Limburg (PV);2022;1110.0;2790.0;2180.0;1.4
237;Totaal woningen;Limburg (PV);2023;920.0;2680.0;1890.0;1.5
238;Totaal woningen;Aa en Hunze;2010;2700.0;3700.0;;
239;Totaal woningen;Aa en Hunze;2011;2100.0;3700.0;;
240;Totaal woningen;Aa en Hunze;2012;2300.0;3650.0;;
241;Totaal woningen;Aa en Hunze;2013;2400.0;3600.0;;
242;Totaal woningen;Aa en Hunze;2014;1800.0;3450.0;;
243;Totaal woningen;Aa en Hunze;2015;1880.0;3350.0;;
244;Totaal woningen;Aa en Hunze;2016;2010.0;3290.0;;
245;Totaal woningen;Aa en Hunze;2017;1880.0;3220.0;;
246;Totaal woningen;Aa en Hunze;2018;1900.0;3140.0;;
247;Totaal woningen;Aa en Hunze;2019;1740.0;3030.0;;
248;Totaal woningen;Aa en Hunze;2020;1660.0;3090.0;;
249;Totaal woningen;Aa en Hunze;2021;1850.0;3150.0;2500.0;
250;Totaal woningen;Aa en Hunze;2022;1430.0;3000.0;2120.0;
251;Totaal woningen;Aa en Hunze;2023;1160.0;2900.0;1760.0;
252;Totaal woningen;Aalburg;2010;2450.0;4200.0;;
253;Totaal woningen;Aalburg;2011;1850.0;4100.0;;
254;Totaal woningen;Aalburg;2012;1950.0;3950.0;;
255;Totaal woningen;Aalburg;2013;2050.0;3900.0;;
256;Totaal woningen;Aalburg;2014;1550.0;3750.0;;
257;Totaal woningen;Aalburg;2015;1650.0;3730.0;;
258;Totaal woningen;Aalburg;2016;1730.0;3690.0;;
259;Totaal woningen;Aalburg;2017;1640.0;3620.0;;
260;Totaal woningen;Aalburg;2018;1680.0;3630.0;;
261;Totaal woningen;Aalburg;2019;;;;
262;Totaal woningen;Aalburg;2020;;;;
263;Totaal woningen;Aalburg;2021;;;;
264;Totaal woningen;Aalburg;2022;;;;
265;Totaal woningen;Aalburg;2023;;;;
266;Totaal woningen;Aalsmeer;2010;2000.0;3700.0;;
267;Totaal woningen;Aalsmeer;2011;1550.0;3750.0;;
268;Totaal woningen;Aalsmeer;2012;1650.0;3650.0;;
269;Totaal woningen;Aalsmeer;2013;1750.0;3550.0;;
270;Totaal woningen;Aalsmeer;2014;1350.0;3450.0;;
271;Totaal woningen;Aalsmeer;2015;1410.0;3380.0;;
272;Totaal woningen;Aalsmeer;2016;1470.0;3330.0;;
273;Totaal woningen;Aalsmeer;2017;1400.0;3230.0;;
274;Totaal woningen;Aalsmeer;2018;1410.0;3130.0;;
275;Totaal woningen;Aalsmeer;2019;1320.0;3080.0;;
276;Totaal woningen;Aalsmeer;2020;1230.0;3080.0;;
277;Totaal woningen;Aalsmeer;2021;1390.0;3150.0;2790.0;
278;Totaal woningen;Aalsmeer;2022;1090.0;2950.0;2480.0;
279;Totaal woningen;Aalsmeer;2023;940.0;2780.0;2130.0;
280;Totaal woningen;Aalten;2010;2150.0;3500.0;;
281;Totaal woningen;Aalten;2011;1700.0;3550.0;;
282;Totaal woningen;Aalten;2012;1750.0;3450.0;;
283;Totaal woningen;Aalten;2013;1850.0;3350.0;;
284;Totaal woningen;Aalten;2014;1350.0;3250.0;;
285;Totaal woningen;Aalten;2015;1470.0;3140.0;;
286;Totaal woningen;Aalten;2016;1520.0;3060.0;;
287;Totaal woningen;Aalten;2017;1500.0;2950.0;;
288;Totaal woningen;Aalten;2018;1480.0;2810.0;;
289;Totaal woningen;Aalten;2019;1380.0;2900.0;;
290;Totaal woningen;Aalten;2020;1310.0;2960.0;;
291;Totaal woningen;Aalten;2021;1480.0;3010.0;2530.0;
292;Totaal woningen;Aalten;2022;1170.0;2830.0;2180.0;
293;Totaal woningen;Aalten;2023;950.0;2710.0;1880.0;
294;Totaal woningen;Abcoude;2010;2500.0;3950.0;;
295;Totaal woningen;Abcoude;2011;;;;
296;Totaal woningen;Abcoude;2012;;;;
297;Totaal woningen;Abcoude;2013;;;;
298;Totaal woningen;Abcoude;2014;;;;
299;Totaal woningen;Abcoude;2015;;;;
300;Totaal woningen;Abcoude;2016;;;;
301;Totaal woningen;Abcoude;2017;;;;
302;Totaal woningen;Abcoude;2018;;;;
303;Totaal woningen;Abcoude;2019;;;;
304;Totaal woningen;Abcoude;2020;;;;
305;Totaal woningen;Abcoude;2021;;;;
306;Totaal woningen;Abcoude;2022;;;;
307;Totaal woningen;Abcoude;2023;;;;
308;Totaal woningen;Achtkarspelen;2010;2350.0;3150.0;;
309;Totaal woningen;Achtkarspelen;2011;1850.0;3200.0;;
310;Totaal woningen;Achtkarspelen;2012;1950.0;3150.0;;
311;Totaal woningen;Achtkarspelen;2013;2050.0;3000.0;;
312;Totaal woningen;Achtkarspelen;2014;1500.0;2900.0;;
313;Totaal woningen;Achtkarspelen;2015;1620.0;2830.0;;
314;Totaal woningen;Achtkarspelen;2016;1690.0;2760.0;;
315;Totaal woningen;Achtkarspelen;2017;1590.0;2700.0;;
316;Totaal woningen;Achtkarspelen;2018;1630.0;2660.0;;
317;Totaal woningen;Achtkarspelen;2019;1500.0;2690.0;;
318;Totaal woningen;Achtkarspelen;2020;1460.0;2770.0;;
319;Totaal woningen;Achtkarspelen;2021;1630.0;2840.0;2430.0;
320;Totaal woningen;Achtkarspelen;2022;1260.0;2690.0;2120.0;
321;Totaal woningen;Achtkarspelen;2023;1040.0;2600.0;1820.0;
322;Totaal woningen;Alblasserdam;2010;1750.0;3200.0;;
323;Totaal woningen;Alblasserdam;2011;1350.0;3150.0;;
324;Totaal woningen;Alblasserdam;2012;1350.0;3100.0;;
325;Totaal woningen;Alblasserdam;2013;1400.0;3050.0;;
326;Totaal woningen;Alblasserdam;2014;1100.0;3000.0;;
327;Totaal woningen;Alblasserdam;2015;1180.0;2970.0;;
328;Totaal woningen;Alblasserdam;2016;1200.0;2940.0;;
329;Totaal woningen;Alblasserdam;2017;1150.0;2880.0;;
330;Totaal woningen;Alblasserdam;2018;1140.0;2830.0;;
331;Totaal woningen;Alblasserdam;2019;1080.0;2740.0;;
332;Totaal woningen;Alblasserdam;2020;1030.0;2730.0;;
333;Totaal woningen;Alblasserdam;2021;1140.0;2810.0;2610.0;
334;Totaal woningen;Alblasserdam;2022;880.0;2670.0;2360.0;1.7
335;Totaal woningen;Alblasserdam;2023;760.0;2520.0;2050.0;1.6
336;Totaal woningen;Albrandswaard;2010;1850.0;3650.0;;
337;Totaal woningen;Albrandswaard;2011;1400.0;3600.0;;
338;Totaal woningen;Albrandswaard;2012;1450.0;3450.0;;
339;Totaal woningen;Albrandswaard;2013;1550.0;3400.0;;
340;Totaal woningen;Albrandswaard;2014;1150.0;3300.0;;
341;Totaal woningen;Albrandswaard;2015;1250.0;3250.0;;
342;Totaal woningen;Albrandswaard;2016;1300.0;3180.0;;
343;Totaal woningen;Albrandswaard;2017;1280.0;3140.0;;
344;Totaal woningen;Albrandswaard;2018;1260.0;3110.0;;
345;Totaal woningen;Albrandswaard;2019;1180.0;3010.0;;
346;Totaal woningen;Albrandswaard;2020;1130.0;3090.0;;
347;Totaal woningen;Albrandswaard;2021;1280.0;3150.0;2860.0;
348;Totaal woningen;Albrandswaard;2022;980.0;2950.0;2480.0;
349;Totaal woningen;Albrandswaard;2023;840.0;2760.0;2040.0;
350;Totaal woningen;Alkmaar;2010;1650.0;3000.0;;
351;Totaal woningen;Alkmaar;2011;1300.0;2950.0;;
352;Totaal woningen;Alkmaar;2012;1350.0;2850.0;;
353;Totaal woningen;Alkmaar;2013;1450.0;2800.0;;
354;Totaal woningen;Alkmaar;2014;1100.0;2700.0;;
355;Totaal woningen;Alkmaar;2015;1180.0;2720.0;;
356;Totaal woningen;Alkmaar;2016;1230.0;2650.0;;
357;Totaal woningen;Alkmaar;2017;1170.0;2610.0;;
358;Totaal woningen;Alkmaar;2018;1200.0;2530.0;;
359;Totaal woningen;Alkmaar;2019;1090.0;2490.0;;3.5
360;Totaal woningen;Alkmaar;2020;1040.0;2510.0;;4.9
361;Totaal woningen;Alkmaar;2021;1190.0;2530.0;2260.0;5.1
362;Totaal woningen;Alkmaar;2022;900.0;2360.0;2010.0;7.0
363;Totaal woningen;Alkmaar;2023;780.0;2230.0;1800.0;7.9
364;Totaal woningen;Almelo;2010;2050.0;3350.0;;
365;Totaal woningen;Almelo;2011;1650.0;3300.0;;
366;Totaal woningen;Almelo;2012;1750.0;3250.0;;
367;Totaal woningen;Almelo;2013;1900.0;3200.0;;
368;Totaal woningen;Almelo;2014;1200.0;3100.0;;
369;Totaal woningen;Almelo;2015;1320.0;3000.0;;
370;Totaal woningen;Almelo;2016;1340.0;2930.0;;
371;Totaal woningen;Almelo;2017;1350.0;2870.0;;
372;Totaal woningen;Almelo;2018;1350.0;2770.0;;
373;Totaal woningen;Almelo;2019;1190.0;2660.0;;
374;Totaal woningen;Almelo;2020;1150.0;2700.0;;
375;Totaal woningen;Almelo;2021;1400.0;2760.0;2490.0;
376;Totaal woningen;Almelo;2022;1100.0;2630.0;2230.0;2.3
377;Totaal woningen;Almelo;2023;910.0;2550.0;1980.0;2.2
378;Totaal woningen;Almere;2010;650.0;3600.0;;58.0
379;Totaal woningen;Almere;2011;500.0;3600.0;;58.0
380;Totaal woningen;Almere;2012;500.0;3500.0;;58.5
381;Totaal woningen;Almere;2013;550.0;3450.0;;58.7
382;Totaal woningen;Almere;2014;400.0;3350.0;;58.0
383;Totaal woningen;Almere;2015;440.0;3270.0;;58.5
384;Totaal woningen;Almere;2016;460.0;3180.0;;58.1
385;Totaal woningen;Almere;2017;440.0;3090.0;;56.9
386;Totaal woningen;Almere;2018;450.0;2940.0;;
387;Totaal woningen;Almere;2019;420.0;2930.0;;58.2
388;Totaal woningen;Almere;2020;410.0;3020.0;;59.3
389;Totaal woningen;Almere;2021;460.0;3030.0;2720.0;58.4
