ID;Geslacht;Regeling;VorigeNationaliteit;Perioden;Nationaliteitswijzigingen_1
2066;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Panamees;2022;0.0
2067;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Panamees;2023;0.0
2068;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Papoea-Nieuw-Guinees;2022;0.0
2069;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Papoea-Nieuw-Guinees;2023;0.0
2070;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Paraguayaans;2022;0.0
2071;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Paraguayaans;2023;0.0
2072;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Peruaans;2022;0.0
2073;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Peruaans;2023;0.0
2074;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Pools;2022;0.0
2075;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Pools;2023;0.0
2076;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Portugees;2022;0.0
2077;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Portugees;2023;0.0
2078;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Qatarees;2022;0.0
2079;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Qatarees;2023;0.0
2080;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Roemeens;2022;1.0
2081;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Roemeens;2023;0.0
2082;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Russisch;2022;0.0
2083;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Russisch;2023;0.0
2084;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Rwandees;2022;0.0
2085;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Rwandees;2023;0.0
2086;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger Saint Kitts en Nevis;2022;0.0
2087;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger Saint Kitts en Nevis;2023;0.0
2088;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Saint Luciaans;2022;0.0
2089;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Saint Luciaans;2023;0.0
2090;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Salomonseilands;2022;0.0
2091;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Salomonseilands;2023;0.0
2092;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Salvadoraans;2022;0.0
2093;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Salvadoraans;2023;0.0
2094;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Samoaans;2022;0.0
2095;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Samoaans;2023;0.0
2096;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;San Marinees;2022;0.0
2097;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;San Marinees;2023;0.0
2098;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Saoedi-Arabisch;2022;0.0
2099;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Saoedi-Arabisch;2023;0.0
2100;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van São Tomé en Principe;2022;0.0
2101;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van São Tomé en Principe;2023;0.0
2102;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Senegalees;2022;0.0
2103;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Senegalees;2023;0.0
2104;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Servisch;2022;0.0
2105;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Servisch;2023;0.0
2106;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Servië en Montenegro;2022;0.0
2107;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Servië en Montenegro;2023;0.0
2108;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Seychels;2022;0.0
2109;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Seychels;2023;0.0
2110;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Sierra Leoons;2022;0.0
2111;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Sierra Leoons;2023;0.0
2112;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Singaporees;2022;0.0
2113;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Singaporees;2023;0.0
2114;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger Sint Vincent en Grenadines;2022;0.0
2115;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger Sint Vincent en Grenadines;2023;0.0
2116;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Sloveens;2022;0.0
2117;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Sloveens;2023;0.0
2118;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Slowaaks;2022;0.0
2119;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Slowaaks;2023;0.0
2120;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Soedanees;2022;0.0
2121;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Soedanees;2023;0.0
2122;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Somalisch;2022;0.0
2123;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Somalisch;2023;0.0
2124;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van de Sovjet-Unie;2022;0.0
2125;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van de Sovjet-Unie;2023;0.0
2126;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;(voormalige) Sovjet-Unie;2022;0.0
2127;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;(voormalige) Sovjet-Unie;2023;0.0
2128;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Spaans;2022;0.0
2129;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Spaans;2023;0.0
2130;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Sri Lankaans;2022;0.0
2131;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Sri Lankaans;2023;0.0
2132;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Surinaams;2022;0.0
2133;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Surinaams;2023;1.0
2134;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Swazisch;2022;
2135;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Swazisch;2023;
2136;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Syrisch;2022;0.0
2137;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Syrisch;2023;1.0
2138;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tadzjieks;2022;0.0
2139;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tadzjieks;2023;0.0
2140;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Taiwanees;2022;0.0
2141;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Taiwanees;2023;0.0
2142;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tanzaniaans;2022;0.0
2143;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tanzaniaans;2023;0.0
2144;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Thais;2022;0.0
2145;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Thais;2023;0.0
2146;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Timor Leste;2022;0.0
2147;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Timor Leste;2023;0.0
2148;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Togolees;2022;0.0
2149;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Togolees;2023;0.0
2150;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tongaans;2022;0.0
2151;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tongaans;2023;0.0
2152;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Trinidad en Tobago;2022;0.0
2153;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Trinidad en Tobago;2023;0.0
2154;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tsjadisch;2022;0.0
2155;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tsjadisch;2023;0.0
2156;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tsjechisch;2022;0.0
2157;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tsjechisch;2023;0.0
2158;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tsjecho-Slowaaks;2022;0.0
2159;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tsjecho-Slowaaks;2023;0.0
2160;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;(voormalig) Tsjecho-slowakije;2022;0.0
2161;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;(voormalig) Tsjecho-slowakije;2023;0.0
2162;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tunesisch;2022;0.0
2163;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tunesisch;2023;0.0
2164;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Turkmeens;2022;0.0
2165;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Turkmeens;2023;0.0
2166;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Turks;2022;1.0
2167;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Turks;2023;0.0
2168;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tuvaluaans;2022;0.0
2169;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Tuvaluaans;2023;0.0
2170;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ugandees;2022;0.0
2171;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ugandees;2023;0.0
2172;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Uruguayaans;2022;0.0
2173;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Uruguayaans;2023;0.0
2174;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Vanuatuaans;2022;0.0
2175;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Vanuatuaans;2023;0.0
2176;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Vaticaans;2022;0.0
2177;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Vaticaans;2023;0.0
2178;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Venezolaans;2022;0.0
2179;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Venezolaans;2023;0.0
2180;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger Verenigde Arabische Emiraten;2022;0.0
2181;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger Verenigde Arabische Emiraten;2023;0.0
2182;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Vietnamees;2022;0.0
2183;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Vietnamees;2023;1.0
2184;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zambiaans;2022;0.0
2185;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zambiaans;2023;0.0
2186;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zimbabwaans;2022;0.0
2187;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zimbabwaans;2023;0.0
2188;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zuid-Afrikaans;2022;0.0
2189;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zuid-Afrikaans;2023;0.0
2190;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zuid-Koreaans;2022;0.0
2191;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zuid-Koreaans;2023;0.0
2192;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zuid-Soedanees;2022;0.0
2193;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zuid-Soedanees;2023;0.0
2194;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zweeds;2022;0.0
2195;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zweeds;2023;0.0
2196;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zwitsers;2022;0.0
2197;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Zwitsers;2023;0.0
2198;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Staatloos / onbekend;2022;7.0
2199;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Staatloos / onbekend;2023;4.0
2200;Totaal mannen en vrouwen;Nederlanderschap door optie;Totaal;2022;5967.0
2201;Totaal mannen en vrouwen;Nederlanderschap door optie;Totaal;2023;6021.0
2202;Totaal mannen en vrouwen;Nederlanderschap door optie;Behandeld als Nederlander;2022;1.0
2203;Totaal mannen en vrouwen;Nederlanderschap door optie;Behandeld als Nederlander;2023;3.0
2204;Totaal mannen en vrouwen;Nederlanderschap door optie;Totaal niet-Nederlandse nationaliteit;2022;5966.0
2205;Totaal mannen en vrouwen;Nederlanderschap door optie;Totaal niet-Nederlandse nationaliteit;2023;6018.0
2206;Totaal mannen en vrouwen;Nederlanderschap door optie;Afrika;2022;1101.0
2207;Totaal mannen en vrouwen;Nederlanderschap door optie;Afrika;2023;1072.0
2208;Totaal mannen en vrouwen;Nederlanderschap door optie;Amerika;2022;403.0
2209;Totaal mannen en vrouwen;Nederlanderschap door optie;Amerika;2023;492.0
2210;Totaal mannen en vrouwen;Nederlanderschap door optie;Azië;2022;2155.0
2211;Totaal mannen en vrouwen;Nederlanderschap door optie;Azië;2023;2195.0
2212;Totaal mannen en vrouwen;Nederlanderschap door optie;Europa (exclusief Nederlands);2022;1748.0
2213;Totaal mannen en vrouwen;Nederlanderschap door optie;Europa (exclusief Nederlands);2023;1875.0
2214;Totaal mannen en vrouwen;Nederlanderschap door optie;Buiten-Europa;2022;3687.0
2215;Totaal mannen en vrouwen;Nederlanderschap door optie;Buiten-Europa;2023;3791.0
2216;Totaal mannen en vrouwen;Nederlanderschap door optie;Oceanië;2022;28.0
2217;Totaal mannen en vrouwen;Nederlanderschap door optie;Oceanië;2023;32.0
2218;Totaal mannen en vrouwen;Nederlanderschap door optie;Europese Unie (exclusief Nederlands);2022;1159.0
2219;Totaal mannen en vrouwen;Nederlanderschap door optie;Europese Unie (exclusief Nederlands);2023;1279.0
2220;Totaal mannen en vrouwen;Nederlanderschap door optie;Midden- en Oost-Europese nat. in de EU;2022;377.0
2221;Totaal mannen en vrouwen;Nederlanderschap door optie;Midden- en Oost-Europese nat. in de EU;2023;376.0
2222;Totaal mannen en vrouwen;Nederlanderschap door optie;GIPS-Nationaliteiten in de EU;2022;263.0
2223;Totaal mannen en vrouwen;Nederlanderschap door optie;GIPS-Nationaliteiten in de EU;2023;326.0
2224;Totaal mannen en vrouwen;Nederlanderschap door optie;Afrika (exclusief Marokkaans);2022;145.0
2225;Totaal mannen en vrouwen;Nederlanderschap door optie;Afrika (exclusief Marokkaans);2023;178.0
2226;Totaal mannen en vrouwen;Nederlanderschap door optie;Azië (exclusief Indonesisch en Turks);2022;361.0
2227;Totaal mannen en vrouwen;Nederlanderschap door optie;Azië (exclusief Indonesisch en Turks);2023;347.0
2228;Totaal mannen en vrouwen;Nederlanderschap door optie;Amerika en Oceanië (exclusief Surinaams);2022;271.0
2229;Totaal mannen en vrouwen;Nederlanderschap door optie;Amerika en Oceanië (exclusief Surinaams);2023;294.0
2230;Totaal mannen en vrouwen;Nederlanderschap door optie;Afghaans;2022;35.0
2231;Totaal mannen en vrouwen;Nederlanderschap door optie;Afghaans;2023;18.0
2232;Totaal mannen en vrouwen;Nederlanderschap door optie;Albanees;2022;4.0
2233;Totaal mannen en vrouwen;Nederlanderschap door optie;Albanees;2023;1.0
2234;Totaal mannen en vrouwen;Nederlanderschap door optie;Algerijns;2022;8.0
2235;Totaal mannen en vrouwen;Nederlanderschap door optie;Algerijns;2023;6.0
2236;Totaal mannen en vrouwen;Nederlanderschap door optie;Amerikaans;2022;111.0
2237;Totaal mannen en vrouwen;Nederlanderschap door optie;Amerikaans;2023;129.0
2238;Totaal mannen en vrouwen;Nederlanderschap door optie;Andorrees;2022;0.0
2239;Totaal mannen en vrouwen;Nederlanderschap door optie;Andorrees;2023;0.0
2240;Totaal mannen en vrouwen;Nederlanderschap door optie;Angolees;2022;9.0
2241;Totaal mannen en vrouwen;Nederlanderschap door optie;Angolees;2023;12.0
2242;Totaal mannen en vrouwen;Nederlanderschap door optie;Burger van Antigua en Barbuda;2022;0.0
2243;Totaal mannen en vrouwen;Nederlanderschap door optie;Burger van Antigua en Barbuda;2023;0.0
2244;Totaal mannen en vrouwen;Nederlanderschap door optie;Argentijns;2022;2.0
2245;Totaal mannen en vrouwen;Nederlanderschap door optie;Argentijns;2023;2.0
2246;Totaal mannen en vrouwen;Nederlanderschap door optie;Armeens;2022;23.0
2247;Totaal mannen en vrouwen;Nederlanderschap door optie;Armeens;2023;8.0
2248;Totaal mannen en vrouwen;Nederlanderschap door optie;Australisch;2022;26.0
2249;Totaal mannen en vrouwen;Nederlanderschap door optie;Australisch;2023;25.0
2250;Totaal mannen en vrouwen;Nederlanderschap door optie;Azerbeidzjaans;2022;9.0
2251;Totaal mannen en vrouwen;Nederlanderschap door optie;Azerbeidzjaans;2023;9.0
2252;Totaal mannen en vrouwen;Nederlanderschap door optie;Bahamaans;2022;0.0
2253;Totaal mannen en vrouwen;Nederlanderschap door optie;Bahamaans;2023;0.0
2254;Totaal mannen en vrouwen;Nederlanderschap door optie;Bahreins;2022;0.0
2255;Totaal mannen en vrouwen;Nederlanderschap door optie;Bahreins;2023;0.0
2256;Totaal mannen en vrouwen;Nederlanderschap door optie;Barbadaans;2022;0.0
2257;Totaal mannen en vrouwen;Nederlanderschap door optie;Barbadaans;2023;0.0
2258;Totaal mannen en vrouwen;Nederlanderschap door optie;Belarussisch;2022;4.0
2259;Totaal mannen en vrouwen;Nederlanderschap door optie;Belarussisch;2023;16.0
2260;Totaal mannen en vrouwen;Nederlanderschap door optie;Belgisch;2022;87.0
2261;Totaal mannen en vrouwen;Nederlanderschap door optie;Belgisch;2023;89.0
2262;Totaal mannen en vrouwen;Nederlanderschap door optie;Belizaans;2022;0.0
2263;Totaal mannen en vrouwen;Nederlanderschap door optie;Belizaans;2023;0.0
2264;Totaal mannen en vrouwen;Nederlanderschap door optie;Bengalees;2022;0.0
2265;Totaal mannen en vrouwen;Nederlanderschap door optie;Bengalees;2023;3.0
2266;Totaal mannen en vrouwen;Nederlanderschap door optie;Benins;2022;0.0
2267;Totaal mannen en vrouwen;Nederlanderschap door optie;Benins;2023;0.0
2268;Totaal mannen en vrouwen;Nederlanderschap door optie;Bhutaans;2022;0.0
2269;Totaal mannen en vrouwen;Nederlanderschap door optie;Bhutaans;2023;1.0
2270;Totaal mannen en vrouwen;Nederlanderschap door optie;Boliviaans;2022;0.0
2271;Totaal mannen en vrouwen;Nederlanderschap door optie;Boliviaans;2023;1.0
2272;Totaal mannen en vrouwen;Nederlanderschap door optie;Burger van Bosnië-Herzegovina;2022;42.0
2273;Totaal mannen en vrouwen;Nederlanderschap door optie;Burger van Bosnië-Herzegovina;2023;40.0
2274;Totaal mannen en vrouwen;Nederlanderschap door optie;Botswaans;2022;0.0
2275;Totaal mannen en vrouwen;Nederlanderschap door optie;Botswaans;2023;1.0
2276;Totaal mannen en vrouwen;Nederlanderschap door optie;Braziliaans;2022;42.0
2277;Totaal mannen en vrouwen;Nederlanderschap door optie;Braziliaans;2023;36.0
2278;Totaal mannen en vrouwen;Nederlanderschap door optie;Brits;2022;334.0
2279;Totaal mannen en vrouwen;Nederlanderschap door optie;Brits;2023;390.0
2280;Totaal mannen en vrouwen;Nederlanderschap door optie;Bruneis;2022;0.0
2281;Totaal mannen en vrouwen;Nederlanderschap door optie;Bruneis;2023;0.0
2282;Totaal mannen en vrouwen;Nederlanderschap door optie;Bulgaars;2022;38.0
