ID;Mineralen;Mestsoorten;Perioden;TotaalAfzetBuitenDeLandbouw_1;MestexportNetto_2;HobbybedrijvenEnParticulieren_3;Natuurterreinen_4;Mestverwerking_5
972;Fosfaat (P2O5);Totaal pluimveemest;2010;27.7;17.9;0.6;0.0;9.3
973;Fosfaat (P2O5);Totaal pluimveemest;2011;26.7;17.4;0.8;0.0;8.5
974;Fosfaat (P2O5);Totaal pluimveemest;2012;24.9;14.6;0.9;0.0;9.4
975;Fosfaat (P2O5);Totaal pluimveemest;2013;26.1;16.2;0.8;0.0;9.1
976;Fosfaat (P2O5);Totaal pluimveemest;2014;26.1;17.0;0.5;0.0;8.6
977;Fosfaat (P2O5);Totaal pluimveemest;2015;27.1;18.1;0.5;0.0;8.5
978;Fosfaat (P2O5);Totaal pluimveemest;2016;27.5;18.9;0.6;0.0;8.1
979;Fosfaat (P2O5);Totaal pluimveemest;2017;26.3;18.0;0.6;0.0;7.7
980;Fosfaat (P2O5);Totaal pluimveemest;2018;23.2;17.3;0.5;0.0;5.4
981;Fosfaat (P2O5);Totaal pluimveemest;2019;23.8;16.2;0.4;0.0;7.1
982;Fosfaat (P2O5);Totaal pluimveemest;2020;23.1;15.6;0.5;0.0;7.0
983;Fosfaat (P2O5);Totaal pluimveemest;2021;21.3;14.7;0.5;0.0;6.0
984;Fosfaat (P2O5);Totaal pluimveemest;2022;20.1;13.5;0.5;0.0;6.1
985;Fosfaat (P2O5);Totaal pluimveemest;2023;22.4;15.8;0.6;0.0;5.9
986;Fosfaat (P2O5);Totaal overige mestsoorten;1990;0.1;0.0;0.1;;0.0
987;Fosfaat (P2O5);Totaal overige mestsoorten;1991;0.0;0.0;0.0;;0.0
988;Fosfaat (P2O5);Totaal overige mestsoorten;1992;0.0;0.0;0.0;;0.0
989;Fosfaat (P2O5);Totaal overige mestsoorten;1993;0.0;0.0;0.0;;0.0
990;Fosfaat (P2O5);Totaal overige mestsoorten;1994;0.4;0.4;0.0;;0.0
991;Fosfaat (P2O5);Totaal overige mestsoorten;1995;0.4;0.4;0.0;;0.0
992;Fosfaat (P2O5);Totaal overige mestsoorten;1996;0.3;0.3;0.0;;0.0
993;Fosfaat (P2O5);Totaal overige mestsoorten;1997;0.0;0.0;0.0;;0.0
994;Fosfaat (P2O5);Totaal overige mestsoorten;1998;0.1;0.1;0.0;;0.0
995;Fosfaat (P2O5);Totaal overige mestsoorten;1999;0.2;0.2;0.0;;0.0
996;Fosfaat (P2O5);Totaal overige mestsoorten;2000;0.3;0.3;0.0;;0.0
997;Fosfaat (P2O5);Totaal overige mestsoorten;2001;0.8;0.8;0.0;;0.0
998;Fosfaat (P2O5);Totaal overige mestsoorten;2002;1.3;1.3;0.0;;0.0
999;Fosfaat (P2O5);Totaal overige mestsoorten;2003;1.3;1.3;0.0;;0.0
1000;Fosfaat (P2O5);Totaal overige mestsoorten;2004;1.4;1.4;0.0;;0.0
1001;Fosfaat (P2O5);Totaal overige mestsoorten;2005;0.4;0.0;0.3;;0.2
1002;Fosfaat (P2O5);Totaal overige mestsoorten;2006;0.8;0.5;0.2;0.1;0.0
1003;Fosfaat (P2O5);Totaal overige mestsoorten;2007;0.9;0.6;0.1;0.1;0.0
1004;Fosfaat (P2O5);Totaal overige mestsoorten;2008;1.0;0.8;0.1;0.1;0.0
1005;Fosfaat (P2O5);Totaal overige mestsoorten;2009;1.0;0.8;0.1;0.1;0.0
1006;Fosfaat (P2O5);Totaal overige mestsoorten;2010;1.5;1.2;0.2;0.1;0.0
1007;Fosfaat (P2O5);Totaal overige mestsoorten;2011;1.6;1.2;0.2;0.1;0.0
1008;Fosfaat (P2O5);Totaal overige mestsoorten;2012;1.2;0.8;0.2;0.2;0.0
1009;Fosfaat (P2O5);Totaal overige mestsoorten;2013;1.1;0.8;0.2;0.2;0.0
1010;Fosfaat (P2O5);Totaal overige mestsoorten;2014;1.0;0.8;0.1;0.2;0.0
1011;Fosfaat (P2O5);Totaal overige mestsoorten;2015;1.1;0.9;0.1;0.2;0.0
1012;Fosfaat (P2O5);Totaal overige mestsoorten;2016;1.1;0.9;0.1;0.1;0.0
1013;Fosfaat (P2O5);Totaal overige mestsoorten;2017;1.0;0.8;0.1;0.1;0.0
1014;Fosfaat (P2O5);Totaal overige mestsoorten;2018;1.2;0.9;0.1;0.2;0.0
1015;Fosfaat (P2O5);Totaal overige mestsoorten;2019;1.3;1.0;0.1;0.2;0.0
1016;Fosfaat (P2O5);Totaal overige mestsoorten;2020;1.0;0.7;0.1;0.2;0.0
1017;Fosfaat (P2O5);Totaal overige mestsoorten;2021;0.8;0.5;0.1;0.2;0.0
1018;Fosfaat (P2O5);Totaal overige mestsoorten;2022;0.8;0.5;0.1;0.2;0.0
1019;Fosfaat (P2O5);Totaal overige mestsoorten;2023;1.0;0.8;0.1;0.2;0.0
1020;Fosfaat (P2O5);Vaste rundveemest;1990;0.0;0.0;0.0;;0.0
1021;Fosfaat (P2O5);Vaste rundveemest;1991;0.2;0.0;0.2;;0.0
1022;Fosfaat (P2O5);Vaste rundveemest;1992;0.2;0.0;0.2;;0.0
1023;Fosfaat (P2O5);Vaste rundveemest;1993;0.2;0.0;0.2;;0.0
1024;Fosfaat (P2O5);Vaste rundveemest;1994;0.2;0.0;0.2;;0.0
1025;Fosfaat (P2O5);Vaste rundveemest;1995;0.2;0.0;0.2;;0.0
1026;Fosfaat (P2O5);Vaste rundveemest;1996;0.2;0.0;0.2;;0.0
1027;Fosfaat (P2O5);Vaste rundveemest;1997;0.3;0.0;0.3;;0.0
1028;Fosfaat (P2O5);Vaste rundveemest;1998;0.3;0.0;0.3;;0.0
1029;Fosfaat (P2O5);Vaste rundveemest;1999;0.2;0.0;0.2;;0.0
1030;Fosfaat (P2O5);Vaste rundveemest;2000;0.2;0.0;0.2;;0.0
1031;Fosfaat (P2O5);Vaste rundveemest;2001;0.2;0.0;0.2;;0.0
1032;Fosfaat (P2O5);Vaste rundveemest;2002;0.2;0.0;0.2;;0.0
1033;Fosfaat (P2O5);Vaste rundveemest;2003;0.2;0.0;0.2;;0.0
1034;Fosfaat (P2O5);Vaste rundveemest;2004;0.1;0.0;0.1;;0.0
1035;Fosfaat (P2O5);Vaste rundveemest;2005;0.0;0.0;0.0;;0.0
1036;Fosfaat (P2O5);Vaste rundveemest;2006;0.1;0.0;0.1;0.0;0.0
1037;Fosfaat (P2O5);Vaste rundveemest;2007;0.0;0.0;0.0;0.0;0.0
1038;Fosfaat (P2O5);Vaste rundveemest;2008;0.1;0.0;0.1;0.0;0.0
1039;Fosfaat (P2O5);Vaste rundveemest;2009;0.2;0.0;0.2;0.0;0.0
1040;Fosfaat (P2O5);Vaste rundveemest;2010;0.4;0.0;0.2;0.2;0.0
1041;Fosfaat (P2O5);Vaste rundveemest;2011;0.5;0.0;0.3;0.2;0.0
1042;Fosfaat (P2O5);Vaste rundveemest;2012;0.5;0.0;0.3;0.2;0.0
1043;Fosfaat (P2O5);Vaste rundveemest;2013;0.6;0.0;0.3;0.2;0.0
1044;Fosfaat (P2O5);Vaste rundveemest;2014;0.5;0.0;0.3;0.3;0.0
1045;Fosfaat (P2O5);Vaste rundveemest;2015;0.5;-0.1;0.3;0.3;0.0
1046;Fosfaat (P2O5);Vaste rundveemest;2016;0.6;-0.1;0.3;0.3;0.0
1047;Fosfaat (P2O5);Vaste rundveemest;2017;0.6;0.0;0.3;0.3;0.0
1048;Fosfaat (P2O5);Vaste rundveemest;2018;0.7;0.1;0.3;0.3;0.0
1049;Fosfaat (P2O5);Vaste rundveemest;2019;0.6;0.0;0.3;0.3;0.0
1050;Fosfaat (P2O5);Vaste rundveemest;2020;0.5;-0.1;0.3;0.3;0.0
1051;Fosfaat (P2O5);Vaste rundveemest;2021;0.4;-0.1;0.2;0.3;0.0
1052;Fosfaat (P2O5);Vaste rundveemest;2022;0.4;-0.1;0.2;0.3;0.0
1053;Fosfaat (P2O5);Vaste rundveemest;2023;0.3;-0.1;0.1;0.3;0.0
1054;Fosfaat (P2O5);Gescheiden rundveemest;1990;0.0;0.0;0.0;;0.0
1055;Fosfaat (P2O5);Gescheiden rundveemest;1991;0.0;0.0;0.0;;0.0
1056;Fosfaat (P2O5);Gescheiden rundveemest;1992;0.0;0.0;0.0;;0.0
1057;Fosfaat (P2O5);Gescheiden rundveemest;1993;0.0;0.0;0.0;;0.0
1058;Fosfaat (P2O5);Gescheiden rundveemest;1994;0.0;0.0;0.0;;0.0
1059;Fosfaat (P2O5);Gescheiden rundveemest;1995;0.0;0.0;0.0;;0.0
1060;Fosfaat (P2O5);Gescheiden rundveemest;1996;0.0;0.0;0.0;;0.0
1061;Fosfaat (P2O5);Gescheiden rundveemest;1997;0.0;0.0;0.0;;0.0
1062;Fosfaat (P2O5);Gescheiden rundveemest;1998;0.0;0.0;0.0;;0.0
1063;Fosfaat (P2O5);Gescheiden rundveemest;1999;0.0;0.0;0.0;;0.0
1064;Fosfaat (P2O5);Gescheiden rundveemest;2000;0.0;0.0;0.0;;0.0
1065;Fosfaat (P2O5);Gescheiden rundveemest;2001;0.0;0.0;0.0;;0.0
1066;Fosfaat (P2O5);Gescheiden rundveemest;2002;0.0;0.0;0.0;;0.0
1067;Fosfaat (P2O5);Gescheiden rundveemest;2003;0.0;0.0;0.0;;0.0
1068;Fosfaat (P2O5);Gescheiden rundveemest;2004;0.0;0.0;0.0;;0.0
1069;Fosfaat (P2O5);Gescheiden rundveemest;2005;0.0;0.0;0.0;;0.0
1070;Fosfaat (P2O5);Gescheiden rundveemest;2006;0.0;0.0;0.0;0.0;0.0
1071;Fosfaat (P2O5);Gescheiden rundveemest;2007;0.0;0.0;0.0;0.0;0.0
1072;Fosfaat (P2O5);Gescheiden rundveemest;2008;0.0;0.0;0.0;0.0;0.0
1073;Fosfaat (P2O5);Gescheiden rundveemest;2009;0.0;0.0;0.0;0.0;0.0
1074;Fosfaat (P2O5);Gescheiden rundveemest;2010;0.0;0.0;0.0;0.0;0.0
1075;Fosfaat (P2O5);Gescheiden rundveemest;2011;0.1;0.1;0.0;0.0;0.0
1076;Fosfaat (P2O5);Gescheiden rundveemest;2012;0.1;0.1;0.0;0.0;0.0
1077;Fosfaat (P2O5);Gescheiden rundveemest;2013;0.2;0.2;0.0;0.0;0.0
1078;Fosfaat (P2O5);Gescheiden rundveemest;2014;0.5;0.5;0.0;0.0;0.0
1079;Fosfaat (P2O5);Gescheiden rundveemest;2015;1.2;1.2;0.0;0.0;0.0
1080;Fosfaat (P2O5);Gescheiden rundveemest;2016;1.6;1.6;0.0;0.0;0.0
1081;Fosfaat (P2O5);Gescheiden rundveemest;2017;1.3;1.3;0.0;0.0;0.0
1082;Fosfaat (P2O5);Gescheiden rundveemest;2018;1.0;1.0;0.0;0.0;0.0
1083;Fosfaat (P2O5);Gescheiden rundveemest;2019;0.9;0.9;0.0;0.0;0.0
1084;Fosfaat (P2O5);Gescheiden rundveemest;2020;1.1;1.1;0.0;0.0;0.0
1085;Fosfaat (P2O5);Gescheiden rundveemest;2021;1.0;1.0;0.0;0.0;0.0
1086;Fosfaat (P2O5);Gescheiden rundveemest;2022;0.9;0.9;0.0;0.0;0.0
1087;Fosfaat (P2O5);Gescheiden rundveemest;2023;1.0;1.0;0.0;0.0;0.0
1088;Fosfaat (P2O5);Dunne rundveemest;1990;0.5;0.0;0.5;;0.0
1089;Fosfaat (P2O5);Dunne rundveemest;1991;1.1;0.0;1.1;;0.0
1090;Fosfaat (P2O5);Dunne rundveemest;1992;1.1;0.0;1.1;;0.0
1091;Fosfaat (P2O5);Dunne rundveemest;1993;1.1;0.0;1.1;;0.0
1092;Fosfaat (P2O5);Dunne rundveemest;1994;1.3;0.1;1.1;;0.1
1093;Fosfaat (P2O5);Dunne rundveemest;1995;1.3;0.1;1.1;;0.1
1094;Fosfaat (P2O5);Dunne rundveemest;1996;1.2;0.0;1.1;;0.1
1095;Fosfaat (P2O5);Dunne rundveemest;1997;1.5;0.0;1.4;;0.1
1096;Fosfaat (P2O5);Dunne rundveemest;1998;1.9;0.0;1.6;;0.3
1097;Fosfaat (P2O5);Dunne rundveemest;1999;1.5;0.0;1.2;;0.3
1098;Fosfaat (P2O5);Dunne rundveemest;2000;0.9;0.0;0.8;;0.1
1099;Fosfaat (P2O5);Dunne rundveemest;2001;0.9;0.1;0.7;;0.1
1100;Fosfaat (P2O5);Dunne rundveemest;2002;1.4;0.0;1.3;;0.1
1101;Fosfaat (P2O5);Dunne rundveemest;2003;1.2;0.0;1.2;;0.0
1102;Fosfaat (P2O5);Dunne rundveemest;2004;0.8;0.0;0.8;;0.0
1103;Fosfaat (P2O5);Dunne rundveemest;2005;1.9;0.0;1.8;;0.0
1104;Fosfaat (P2O5);Dunne rundveemest;2006;1.7;0.0;1.1;0.6;0.0
1105;Fosfaat (P2O5);Dunne rundveemest;2007;1.4;0.0;0.7;0.6;0.0
1106;Fosfaat (P2O5);Dunne rundveemest;2008;2.6;0.5;1.5;0.6;0.0
1107;Fosfaat (P2O5);Dunne rundveemest;2009;2.8;0.4;1.8;0.6;0.0
1108;Fosfaat (P2O5);Dunne rundveemest;2010;1.3;0.1;0.5;0.7;0.0
1109;Fosfaat (P2O5);Dunne rundveemest;2011;1.3;0.1;0.5;0.7;0.0
1110;Fosfaat (P2O5);Dunne rundveemest;2012;1.3;0.1;0.5;0.7;0.0
1111;Fosfaat (P2O5);Dunne rundveemest;2013;1.4;0.1;0.6;0.7;0.0
1112;Fosfaat (P2O5);Dunne rundveemest;2014;1.4;0.2;0.6;0.7;0.0
1113;Fosfaat (P2O5);Dunne rundveemest;2015;1.5;0.2;0.6;0.7;0.0
1114;Fosfaat (P2O5);Dunne rundveemest;2016;1.7;0.3;0.8;0.7;0.0
1115;Fosfaat (P2O5);Dunne rundveemest;2017;1.7;0.3;0.8;0.7;0.0
1116;Fosfaat (P2O5);Dunne rundveemest;2018;1.4;0.1;0.7;0.6;0.0
1117;Fosfaat (P2O5);Dunne rundveemest;2019;1.4;0.1;0.6;0.6;0.0
1118;Fosfaat (P2O5);Dunne rundveemest;2020;1.4;0.1;0.6;0.6;0.0
1119;Fosfaat (P2O5);Dunne rundveemest;2021;1.3;0.1;0.6;0.6;0.0
1120;Fosfaat (P2O5);Dunne rundveemest;2022;1.3;0.1;0.6;0.6;0.0
1121;Fosfaat (P2O5);Dunne rundveemest;2023;1.3;0.1;0.6;0.6;0.0
1122;Fosfaat (P2O5);Mest van vleeskalveren;1990;0.3;0.0;0.3;;0.0
1123;Fosfaat (P2O5);Mest van vleeskalveren;1991;0.1;0.0;0.1;;0.0
1124;Fosfaat (P2O5);Mest van vleeskalveren;1992;0.1;0.0;0.1;;0.0
1125;Fosfaat (P2O5);Mest van vleeskalveren;1993;0.1;0.0;0.1;;0.0
1126;Fosfaat (P2O5);Mest van vleeskalveren;1994;0.1;0.0;0.1;;0.0
1127;Fosfaat (P2O5);Mest van vleeskalveren;1995;0.1;0.0;0.1;;0.0
1128;Fosfaat (P2O5);Mest van vleeskalveren;1996;0.1;0.0;0.1;;0.0
1129;Fosfaat (P2O5);Mest van vleeskalveren;1997;0.1;0.0;0.1;;0.0
1130;Fosfaat (P2O5);Mest van vleeskalveren;1998;0.1;0.0;0.1;;0.0
1131;Fosfaat (P2O5);Mest van vleeskalveren;1999;0.1;0.1;0.0;;0.0
1132;Fosfaat (P2O5);Mest van vleeskalveren;2000;0.4;0.3;0.1;;0.0
1133;Fosfaat (P2O5);Mest van vleeskalveren;2001;0.3;0.2;0.1;;0.0
1134;Fosfaat (P2O5);Mest van vleeskalveren;2002;0.3;0.2;0.1;;0.0
1135;Fosfaat (P2O5);Mest van vleeskalveren;2003;0.1;0.0;0.1;;0.0
1136;Fosfaat (P2O5);Mest van vleeskalveren;2004;0.0;0.0;0.0;;0.0
1137;Fosfaat (P2O5);Mest van vleeskalveren;2005;0.3;0.1;0.2;;0.0
1138;Fosfaat (P2O5);Mest van vleeskalveren;2006;0.4;0.0;0.3;0.0;0.0
1139;Fosfaat (P2O5);Mest van vleeskalveren;2007;0.5;0.0;0.5;0.0;0.0
1140;Fosfaat (P2O5);Mest van vleeskalveren;2008;0.4;0.0;0.4;0.0;0.0
1141;Fosfaat (P2O5);Mest van vleeskalveren;2009;0.3;0.0;0.2;0.0;0.0
1142;Fosfaat (P2O5);Mest van vleeskalveren;2010;0.6;0.0;0.2;0.0;0.3
1143;Fosfaat (P2O5);Mest van vleeskalveren;2011;0.7;0.1;0.2;0.0;0.3
1144;Fosfaat (P2O5);Mest van vleeskalveren;2012;0.7;0.1;0.3;0.0;0.3
1145;Fosfaat (P2O5);Mest van vleeskalveren;2013;0.8;0.1;0.3;0.0;0.3
1146;Fosfaat (P2O5);Mest van vleeskalveren;2014;0.8;0.2;0.2;0.0;0.3
1147;Fosfaat (P2O5);Mest van vleeskalveren;2015;0.8;0.2;0.2;0.0;0.3
1148;Fosfaat (P2O5);Mest van vleeskalveren;2016;0.8;0.1;0.2;0.0;0.4
1149;Fosfaat (P2O5);Mest van vleeskalveren;2017;0.9;0.1;0.2;0.0;0.5
1150;Fosfaat (P2O5);Mest van vleeskalveren;2018;0.4;0.1;0.2;0.0;0.0
1151;Fosfaat (P2O5);Mest van vleeskalveren;2019;0.4;0.2;0.2;0.0;0.0
1152;Fosfaat (P2O5);Mest van vleeskalveren;2020;0.4;0.1;0.2;0.0;0.0
1153;Fosfaat (P2O5);Mest van vleeskalveren;2021;0.3;0.1;0.2;0.0;0.0
1154;Fosfaat (P2O5);Mest van vleeskalveren;2022;0.4;0.1;0.2;0.0;0.0
1155;Fosfaat (P2O5);Mest van vleeskalveren;2023;0.3;0.1;0.1;0.0;0.0
1156;Fosfaat (P2O5);Vaste varkensmest;1990;0.0;0.0;0.0;;0.0
1157;Fosfaat (P2O5);Vaste varkensmest;1991;0.0;0.0;0.0;;0.0
1158;Fosfaat (P2O5);Vaste varkensmest;1992;0.0;0.0;0.0;;0.0
1159;Fosfaat (P2O5);Vaste varkensmest;1993;0.0;0.0;0.0;;0.0
1160;Fosfaat (P2O5);Vaste varkensmest;1994;0.0;0.0;0.0;;0.0
1161;Fosfaat (P2O5);Vaste varkensmest;1995;0.0;0.0;0.0;;0.0
1162;Fosfaat (P2O5);Vaste varkensmest;1996;0.0;0.0;0.0;;0.0
1163;Fosfaat (P2O5);Vaste varkensmest;1997;0.0;0.0;0.0;;0.0
1164;Fosfaat (P2O5);Vaste varkensmest;1998;0.0;0.0;0.0;;0.0
1165;Fosfaat (P2O5);Vaste varkensmest;1999;0.0;0.0;0.0;;0.0
1166;Fosfaat (P2O5);Vaste varkensmest;2000;0.0;0.0;0.0;;0.0
1167;Fosfaat (P2O5);Vaste varkensmest;2001;0.0;0.0;0.0;;0.0
1168;Fosfaat (P2O5);Vaste varkensmest;2002;0.0;0.0;0.0;;0.0
1169;Fosfaat (P2O5);Vaste varkensmest;2003;0.0;0.0;0.0;;0.0
1170;Fosfaat (P2O5);Vaste varkensmest;2004;0.0;0.0;0.0;;0.0
1171;Fosfaat (P2O5);Vaste varkensmest;2005;0.0;0.0;0.0;;0.0
1172;Fosfaat (P2O5);Vaste varkensmest;2006;0.0;0.0;0.0;0.0;0.0
1173;Fosfaat (P2O5);Vaste varkensmest;2007;0.0;0.0;0.0;0.0;0.0
1174;Fosfaat (P2O5);Vaste varkensmest;2008;0.0;0.0;0.0;0.0;0.0
1175;Fosfaat (P2O5);Vaste varkensmest;2009;0.0;0.0;0.0;0.0;0.0
1176;Fosfaat (P2O5);Vaste varkensmest;2010;0.7;0.5;0.2;0.0;0.0
1177;Fosfaat (P2O5);Vaste varkensmest;2011;0.4;0.3;0.1;0.0;0.0
1178;Fosfaat (P2O5);Vaste varkensmest;2012;0.4;0.3;0.1;0.0;0.0
1179;Fosfaat (P2O5);Vaste varkensmest;2013;0.4;0.3;0.1;0.0;0.0
1180;Fosfaat (P2O5);Vaste varkensmest;2014;0.4;0.4;0.1;0.0;0.0
1181;Fosfaat (P2O5);Vaste varkensmest;2015;0.2;0.1;0.1;0.0;0.0
1182;Fosfaat (P2O5);Vaste varkensmest;2016;0.1;0.1;0.0;0.0;0.0
1183;Fosfaat (P2O5);Vaste varkensmest;2017;0.1;0.1;0.0;0.0;0.0
1184;Fosfaat (P2O5);Vaste varkensmest;2018;0.2;0.1;0.1;0.0;0.0
1185;Fosfaat (P2O5);Vaste varkensmest;2019;0.2;0.2;0.0;0.0;0.0
1186;Fosfaat (P2O5);Vaste varkensmest;2020;0.3;0.2;0.0;0.0;0.0
1187;Fosfaat (P2O5);Vaste varkensmest;2021;0.2;0.2;0.0;0.0;0.0
1188;Fosfaat (P2O5);Vaste varkensmest;2022;0.2;0.2;0.0;0.0;0.0
1189;Fosfaat (P2O5);Vaste varkensmest;2023;0.2;0.2;0.0;0.0;0.0
1190;Fosfaat (P2O5);Gescheiden varkensmest;1990;0.0;0.0;0.0;;0.0
1191;Fosfaat (P2O5);Gescheiden varkensmest;1991;0.0;0.0;0.0;;0.0
1192;Fosfaat (P2O5);Gescheiden varkensmest;1992;0.0;0.0;0.0;;0.0
1193;Fosfaat (P2O5);Gescheiden varkensmest;1993;0.0;0.0;0.0;;0.0
1194;Fosfaat (P2O5);Gescheiden varkensmest;1994;0.0;0.0;0.0;;0.0
1195;Fosfaat (P2O5);Gescheiden varkensmest;1995;0.0;0.0;0.0;;0.0
1196;Fosfaat (P2O5);Gescheiden varkensmest;1996;0.0;0.0;0.0;;0.0
1197;Fosfaat (P2O5);Gescheiden varkensmest;1997;0.0;0.0;0.0;;0.0
1198;Fosfaat (P2O5);Gescheiden varkensmest;1998;0.0;0.0;0.0;;0.0
1199;Fosfaat (P2O5);Gescheiden varkensmest;1999;0.0;0.0;0.0;;0.0
1200;Fosfaat (P2O5);Gescheiden varkensmest;2000;0.0;0.0;0.0;;0.0
1201;Fosfaat (P2O5);Gescheiden varkensmest;2001;0.0;0.0;0.0;;0.0
1202;Fosfaat (P2O5);Gescheiden varkensmest;2002;0.0;0.0;0.0;;0.0
1203;Fosfaat (P2O5);Gescheiden varkensmest;2003;0.0;0.0;0.0;;0.0
1204;Fosfaat (P2O5);Gescheiden varkensmest;2004;0.0;0.0;0.0;;0.0
1205;Fosfaat (P2O5);Gescheiden varkensmest;2005;0.0;0.0;0.0;;0.0
1206;Fosfaat (P2O5);Gescheiden varkensmest;2006;0.0;0.0;0.0;0.0;0.0
1207;Fosfaat (P2O5);Gescheiden varkensmest;2007;0.0;0.0;0.0;0.0;0.0
1208;Fosfaat (P2O5);Gescheiden varkensmest;2008;0.0;0.0;0.0;0.0;0.0
1209;Fosfaat (P2O5);Gescheiden varkensmest;2009;0.5;0.5;0.0;0.0;0.0
1210;Fosfaat (P2O5);Gescheiden varkensmest;2010;0.5;0.5;0.0;0.0;0.0
1211;Fosfaat (P2O5);Gescheiden varkensmest;2011;0.9;0.9;0.0;0.0;0.0
1212;Fosfaat (P2O5);Gescheiden varkensmest;2012;1.8;1.8;0.0;0.0;0.0
1213;Fosfaat (P2O5);Gescheiden varkensmest;2013;2.3;2.3;0.0;0.0;0.0
1214;Fosfaat (P2O5);Gescheiden varkensmest;2014;3.9;3.9;0.0;0.0;0.0
1215;Fosfaat (P2O5);Gescheiden varkensmest;2015;6.4;6.4;0.0;0.0;0.0
1216;Fosfaat (P2O5);Gescheiden varkensmest;2016;9.9;9.9;0.0;0.0;0.0
1217;Fosfaat (P2O5);Gescheiden varkensmest;2017;9.9;9.9;0.0;0.0;0.0
1218;Fosfaat (P2O5);Gescheiden varkensmest;2018;10.2;10.2;0.0;0.0;0.0
1219;Fosfaat (P2O5);Gescheiden varkensmest;2019;11.4;11.4;0.0;0.0;0.0
1220;Fosfaat (P2O5);Gescheiden varkensmest;2020;10.4;10.4;0.0;0.0;0.0
1221;Fosfaat (P2O5);Gescheiden varkensmest;2021;10.2;10.2;0.0;0.0;0.0
1222;Fosfaat (P2O5);Gescheiden varkensmest;2022;10.3;10.3;0.0;0.0;0.0
1223;Fosfaat (P2O5);Gescheiden varkensmest;2023;8.9;8.9;0.0;0.0;0.0
1224;Fosfaat (P2O5);Dunne vleesvarkensmest;1990;1.7;0.2;1.5;;0.0
1225;Fosfaat (P2O5);Dunne vleesvarkensmest;1991;4.0;0.0;4.0;;0.0
1226;Fosfaat (P2O5);Dunne vleesvarkensmest;1992;4.0;0.0;4.0;;0.0
1227;Fosfaat (P2O5);Dunne vleesvarkensmest;1993;4.0;0.0;4.0;;0.0
1228;Fosfaat (P2O5);Dunne vleesvarkensmest;1994;4.6;0.2;4.0;;0.4
1229;Fosfaat (P2O5);Dunne vleesvarkensmest;1995;4.4;0.4;4.0;;0.0
1230;Fosfaat (P2O5);Dunne vleesvarkensmest;1996;4.1;0.1;4.0;;0.0
1231;Fosfaat (P2O5);Dunne vleesvarkensmest;1997;4.9;0.1;4.7;;0.1
1232;Fosfaat (P2O5);Dunne vleesvarkensmest;1998;4.7;0.1;4.6;;0.0
1233;Fosfaat (P2O5);Dunne vleesvarkensmest;1999;3.3;0.3;3.0;;0.0
1234;Fosfaat (P2O5);Dunne vleesvarkensmest;2000;1.8;0.0;1.7;;0.1
1235;Fosfaat (P2O5);Dunne vleesvarkensmest;2001;6.9;1.1;5.8;;0.0
1236;Fosfaat (P2O5);Dunne vleesvarkensmest;2002;4.9;0.9;4.0;;0.0
1237;Fosfaat (P2O5);Dunne vleesvarkensmest;2003;4.4;0.6;3.8;;0.0
1238;Fosfaat (P2O5);Dunne vleesvarkensmest;2004;5.0;0.5;4.5;;0.0
1239;Fosfaat (P2O5);Dunne vleesvarkensmest;2005;4.1;1.4;2.7;;0.0
1240;Fosfaat (P2O5);Dunne vleesvarkensmest;2006;2.2;0.5;1.7;0.0;0.0
1241;Fosfaat (P2O5);Dunne vleesvarkensmest;2007;2.2;0.4;1.8;0.0;0.0
1242;Fosfaat (P2O5);Dunne vleesvarkensmest;2008;3.0;2.0;1.0;0.0;0.0
1243;Fosfaat (P2O5);Dunne vleesvarkensmest;2009;4.1;3.0;1.1;0.0;0.0
1244;Fosfaat (P2O5);Dunne vleesvarkensmest;2010;3.7;1.7;2.0;0.0;0.0
1245;Fosfaat (P2O5);Dunne vleesvarkensmest;2011;3.9;1.6;2.2;0.0;0.0
1246;Fosfaat (P2O5);Dunne vleesvarkensmest;2012;4.5;2.4;2.1;0.0;0.0
1247;Fosfaat (P2O5);Dunne vleesvarkensmest;2013;4.5;2.2;2.3;0.0;0.0
1248;Fosfaat (P2O5);Dunne vleesvarkensmest;2014;4.3;2.9;1.4;0.0;0.0
1249;Fosfaat (P2O5);Dunne vleesvarkensmest;2015;4.4;3.5;0.9;0.0;0.0
1250;Fosfaat (P2O5);Dunne vleesvarkensmest;2016;4.2;3.5;0.8;0.0;0.0
1251;Fosfaat (P2O5);Dunne vleesvarkensmest;2017;4.5;3.7;0.8;0.0;0.0
1252;Fosfaat (P2O5);Dunne vleesvarkensmest;2018;3.5;2.9;0.6;0.0;0.0
1253;Fosfaat (P2O5);Dunne vleesvarkensmest;2019;3.8;3.1;0.7;0.0;0.0
1254;Fosfaat (P2O5);Dunne vleesvarkensmest;2020;4.0;3.4;0.6;0.0;0.0
1255;Fosfaat (P2O5);Dunne vleesvarkensmest;2021;3.0;2.6;0.5;0.0;0.0
1256;Fosfaat (P2O5);Dunne vleesvarkensmest;2022;2.4;2.0;0.4;0.0;0.0
1257;Fosfaat (P2O5);Dunne vleesvarkensmest;2023;2.4;2.1;0.2;0.0;0.0
1258;Fosfaat (P2O5);Dunne fokvarkensmest;1990;0.7;0.0;0.7;;0.0
1259;Fosfaat (P2O5);Dunne fokvarkensmest;1991;0.2;0.0;0.2;;0.0
