ID;Vervoerstromen;Landen;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
32;Totaal aan- en afvoer;Totaal landen;Containers;2020;153252
33;Totaal aan- en afvoer;Totaal landen;Containers;2021;156655
34;Totaal aan- en afvoer;Totaal landen;Containers;2022;140872
35;Totaal aan- en afvoer;Totaal landen;Containers;2023;131758
36;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2015;38576
37;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2016;39670
38;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2017;40927
39;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2018;39486
40;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2019;41914
41;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2020;40323
42;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2021;41262
43;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2022;41212
44;Totaal aan- en afvoer;Totaal landen;Roro-eenheden;2023;38448
45;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2015;14757
46;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2016;14091
47;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2017;14915
48;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2018;15645
49;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2019;15161
50;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2020;16369
51;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2021;17195
52;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2022;18623
53;Totaal aan- en afvoer;Totaal landen;Stukgoederen/Overig;2023;16682
54;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2015;1440
55;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2016;1369
56;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2017;1380
57;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2018;1422
58;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2019;1344
59;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2020;1206
60;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2021;1478
61;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2022;1413
62;Totaal aan- en afvoer;Totaal landen;Onbekende verschijningsvorm;2023;1546
63;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2015;280403
64;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2016;287323
65;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2017;302294
66;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2018;307077
67;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2019;310583
68;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2020;290864
69;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2021;310263
70;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2022;282711
71;Totaal aan- en afvoer;Europa (exclusief Nederland);Totaal lading;2023;236058
72;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2015;53697
73;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2016;49638
74;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2017;58756
75;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2018;62047
76;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2019;67420
77;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2020;58432
78;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2021;64645
79;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2022;56145
80;Totaal aan- en afvoer;Europa (exclusief Nederland);Droge bulk lading;2023;41876
81;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2015;145473
82;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2016;155187
83;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2017;153034
84;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2018;152487
85;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2019;147025
86;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2020;138282
87;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2021;144529
88;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2022;135371
89;Totaal aan- en afvoer;Europa (exclusief Nederland);Natte bulk lading;2023;111135
90;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2015;34302
91;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2016;34637
92;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2017;40804
93;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2018;44035
94;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2019;45075
95;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2020;44774
96;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2021;49424
97;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2022;40735
98;Totaal aan- en afvoer;Europa (exclusief Nederland);Containers;2023;36743
99;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2015;38275
100;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2016;39374
101;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2017;40672
102;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2018;39256
103;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2019;41614
104;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2020;40084
105;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2021;40919
106;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2022;40936
107;Totaal aan- en afvoer;Europa (exclusief Nederland);Roro-eenheden;2023;38158
108;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2015;7924
109;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2016;7632
110;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2017;8217
111;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2018;8352
112;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2019;8795
113;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2020;8606
114;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2021;10042
115;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2022;8822
116;Totaal aan- en afvoer;Europa (exclusief Nederland);Stukgoederen/Overig;2023;7255
117;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2015;732
118;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2016;854
119;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2017;811
120;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2018;900
121;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2019;655
122;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2020;686
123;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2021;703
124;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2022;702
125;Totaal aan- en afvoer;Europa (exclusief Nederland);Onbekende verschijningsvorm;2023;890
126;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2015;19357
127;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2016;20022
128;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2017;21016
129;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2018;20502
130;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2019;20398
131;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2020;19172
132;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2021;17321
133;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2022;18495
134;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Totaal lading;2023;14920
135;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2015;3969
136;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2016;3968
137;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2017;3931
138;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2018;3610
139;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2019;3745
140;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2020;3474
141;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2021;3361
142;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2022;4020
143;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Droge bulk lading;2023;2583
144;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2015;0
145;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2016;0
146;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2017;0
147;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2018;0
148;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2019;0
149;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2020;0
150;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2021;0
151;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2022;0
152;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Natte bulk lading;2023;0
153;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2015;14113
154;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2016;14739
155;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2017;15726
156;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2018;15561
157;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2019;15353
158;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2020;14326
159;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2021;12286
160;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2022;12780
161;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Containers;2023;10532
162;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2015;84
163;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2016;111
164;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2017;32
165;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2018;35
166;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2019;55
167;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2020;39
168;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2021;134
169;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2022;93
170;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Roro-eenheden;2023;65
171;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2015;886
172;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2016;935
173;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2017;1080
174;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2018;1004
175;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2019;1013
176;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2020;986
177;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2021;975
178;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2022;1055
179;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Stukgoederen/Overig;2023;1173
180;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2015;305
181;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2016;269
182;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2017;247
183;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2018;292
184;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2019;231
185;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2020;348
186;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2021;566
187;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2022;548
188;Totaal aan- en afvoer;Niet nader bepaalde landen EU;Onbekende verschijningsvorm;2023;567
189;Totaal aan- en afvoer;Afrika;Totaal lading;2015;72532
190;Totaal aan- en afvoer;Afrika;Totaal lading;2016;59738
191;Totaal aan- en afvoer;Afrika;Totaal lading;2017;59408
192;Totaal aan- en afvoer;Afrika;Totaal lading;2018;61648
193;Totaal aan- en afvoer;Afrika;Totaal lading;2019;59967
194;Totaal aan- en afvoer;Afrika;Totaal lading;2020;57294
195;Totaal aan- en afvoer;Afrika;Totaal lading;2021;59123
196;Totaal aan- en afvoer;Afrika;Totaal lading;2022;68867
197;Totaal aan- en afvoer;Afrika;Totaal lading;2023;62935
198;Totaal aan- en afvoer;Afrika;Droge bulk lading;2015;11037
199;Totaal aan- en afvoer;Afrika;Droge bulk lading;2016;9410
200;Totaal aan- en afvoer;Afrika;Droge bulk lading;2017;11780
201;Totaal aan- en afvoer;Afrika;Droge bulk lading;2018;11208
202;Totaal aan- en afvoer;Afrika;Droge bulk lading;2019;9304
203;Totaal aan- en afvoer;Afrika;Droge bulk lading;2020;8284
204;Totaal aan- en afvoer;Afrika;Droge bulk lading;2021;13902
205;Totaal aan- en afvoer;Afrika;Droge bulk lading;2022;18126
206;Totaal aan- en afvoer;Afrika;Droge bulk lading;2023;15430
207;Totaal aan- en afvoer;Afrika;Natte bulk lading;2015;54016
208;Totaal aan- en afvoer;Afrika;Natte bulk lading;2016;43609
209;Totaal aan- en afvoer;Afrika;Natte bulk lading;2017;39613
210;Totaal aan- en afvoer;Afrika;Natte bulk lading;2018;41535
211;Totaal aan- en afvoer;Afrika;Natte bulk lading;2019;41757
212;Totaal aan- en afvoer;Afrika;Natte bulk lading;2020;40513
213;Totaal aan- en afvoer;Afrika;Natte bulk lading;2021;35473
214;Totaal aan- en afvoer;Afrika;Natte bulk lading;2022;41412
215;Totaal aan- en afvoer;Afrika;Natte bulk lading;2023;38385
216;Totaal aan- en afvoer;Afrika;Containers;2015;6328
217;Totaal aan- en afvoer;Afrika;Containers;2016;5871
218;Totaal aan- en afvoer;Afrika;Containers;2017;7046
219;Totaal aan- en afvoer;Afrika;Containers;2018;7813
220;Totaal aan- en afvoer;Afrika;Containers;2019;7773
221;Totaal aan- en afvoer;Afrika;Containers;2020;7409
222;Totaal aan- en afvoer;Afrika;Containers;2021;8761
223;Totaal aan- en afvoer;Afrika;Containers;2022;8085
224;Totaal aan- en afvoer;Afrika;Containers;2023;8109
225;Totaal aan- en afvoer;Afrika;Roro-eenheden;2015;64
226;Totaal aan- en afvoer;Afrika;Roro-eenheden;2016;36
227;Totaal aan- en afvoer;Afrika;Roro-eenheden;2017;56
228;Totaal aan- en afvoer;Afrika;Roro-eenheden;2018;62
229;Totaal aan- en afvoer;Afrika;Roro-eenheden;2019;89
230;Totaal aan- en afvoer;Afrika;Roro-eenheden;2020;81
231;Totaal aan- en afvoer;Afrika;Roro-eenheden;2021;116
232;Totaal aan- en afvoer;Afrika;Roro-eenheden;2022;57
233;Totaal aan- en afvoer;Afrika;Roro-eenheden;2023;41
234;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2015;1070
235;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2016;755
236;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2017;840
237;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2018;1002
238;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2019;1021
239;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2020;986
240;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2021;859
241;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2022;1164
242;Totaal aan- en afvoer;Afrika;Stukgoederen/Overig;2023;962
243;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2015;18
244;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2016;57
245;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2017;72
246;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2018;28
247;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2019;24
248;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2020;20
249;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2021;11
250;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2022;23
251;Totaal aan- en afvoer;Afrika;Onbekende verschijningsvorm;2023;8
252;Totaal aan- en afvoer;Amerika;Totaal lading;2015;129191
253;Totaal aan- en afvoer;Amerika;Totaal lading;2016;121914
254;Totaal aan- en afvoer;Amerika;Totaal lading;2017;113928
255;Totaal aan- en afvoer;Amerika;Totaal lading;2018;120226
256;Totaal aan- en afvoer;Amerika;Totaal lading;2019;125183
257;Totaal aan- en afvoer;Amerika;Totaal lading;2020;105922
258;Totaal aan- en afvoer;Amerika;Totaal lading;2021;121252
259;Totaal aan- en afvoer;Amerika;Totaal lading;2022;132829
260;Totaal aan- en afvoer;Amerika;Totaal lading;2023;147453
261;Totaal aan- en afvoer;Amerika;Droge bulk lading;2015;76013
262;Totaal aan- en afvoer;Amerika;Droge bulk lading;2016;70398
263;Totaal aan- en afvoer;Amerika;Droge bulk lading;2017;62492
264;Totaal aan- en afvoer;Amerika;Droge bulk lading;2018;59390
265;Totaal aan- en afvoer;Amerika;Droge bulk lading;2019;52753
266;Totaal aan- en afvoer;Amerika;Droge bulk lading;2020;38648
267;Totaal aan- en afvoer;Amerika;Droge bulk lading;2021;46323
268;Totaal aan- en afvoer;Amerika;Droge bulk lading;2022;54601
269;Totaal aan- en afvoer;Amerika;Droge bulk lading;2023;51486
270;Totaal aan- en afvoer;Amerika;Natte bulk lading;2015;32645
271;Totaal aan- en afvoer;Amerika;Natte bulk lading;2016;31645
272;Totaal aan- en afvoer;Amerika;Natte bulk lading;2017;29468
273;Totaal aan- en afvoer;Amerika;Natte bulk lading;2018;36300
274;Totaal aan- en afvoer;Amerika;Natte bulk lading;2019;48314
275;Totaal aan- en afvoer;Amerika;Natte bulk lading;2020;41872
276;Totaal aan- en afvoer;Amerika;Natte bulk lading;2021;48947
277;Totaal aan- en afvoer;Amerika;Natte bulk lading;2022;55063
278;Totaal aan- en afvoer;Amerika;Natte bulk lading;2023;73876
279;Totaal aan- en afvoer;Amerika;Containers;2015;17770
280;Totaal aan- en afvoer;Amerika;Containers;2016;17579
281;Totaal aan- en afvoer;Amerika;Containers;2017;19929
282;Totaal aan- en afvoer;Amerika;Containers;2018;22190
283;Totaal aan- en afvoer;Amerika;Containers;2019;22138
284;Totaal aan- en afvoer;Amerika;Containers;2020;22218
285;Totaal aan- en afvoer;Amerika;Containers;2021;23040
286;Totaal aan- en afvoer;Amerika;Containers;2022;19407
287;Totaal aan- en afvoer;Amerika;Containers;2023;18713
288;Totaal aan- en afvoer;Amerika;Roro-eenheden;2015;7
289;Totaal aan- en afvoer;Amerika;Roro-eenheden;2016;4
290;Totaal aan- en afvoer;Amerika;Roro-eenheden;2017;0
291;Totaal aan- en afvoer;Amerika;Roro-eenheden;2018;13
292;Totaal aan- en afvoer;Amerika;Roro-eenheden;2019;46
293;Totaal aan- en afvoer;Amerika;Roro-eenheden;2020;10
294;Totaal aan- en afvoer;Amerika;Roro-eenheden;2021;4
295;Totaal aan- en afvoer;Amerika;Roro-eenheden;2022;4
296;Totaal aan- en afvoer;Amerika;Roro-eenheden;2023;29
297;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2015;2517
298;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2016;2228
299;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2017;1974
300;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2018;2252
301;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2019;1841
302;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2020;3069
303;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2021;2851
304;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2022;3660
305;Totaal aan- en afvoer;Amerika;Stukgoederen/Overig;2023;3284
306;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2015;239
307;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2016;61
308;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2017;64
309;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2018;81
310;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2019;91
311;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2020;105
312;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2021;87
313;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2022;95
314;Totaal aan- en afvoer;Amerika;Onbekende verschijningsvorm;2023;65
315;Totaal aan- en afvoer;Azië;Totaal lading;2015;101149
316;Totaal aan- en afvoer;Azië;Totaal lading;2016;103638
317;Totaal aan- en afvoer;Azië;Totaal lading;2017;112542
318;Totaal aan- en afvoer;Azië;Totaal lading;2018;105559
319;Totaal aan- en afvoer;Azië;Totaal lading;2019;102586
320;Totaal aan- en afvoer;Azië;Totaal lading;2020;93921
321;Totaal aan- en afvoer;Azië;Totaal lading;2021;92328
322;Totaal aan- en afvoer;Azië;Totaal lading;2022;99185
323;Totaal aan- en afvoer;Azië;Totaal lading;2023;96744
324;Totaal aan- en afvoer;Azië;Droge bulk lading;2015;3144
325;Totaal aan- en afvoer;Azië;Droge bulk lading;2016;3439
326;Totaal aan- en afvoer;Azië;Droge bulk lading;2017;4201
327;Totaal aan- en afvoer;Azië;Droge bulk lading;2018;3530
328;Totaal aan- en afvoer;Azië;Droge bulk lading;2019;3686
329;Totaal aan- en afvoer;Azië;Droge bulk lading;2020;2942
330;Totaal aan- en afvoer;Azië;Droge bulk lading;2021;5239
331;Totaal aan- en afvoer;Azië;Droge bulk lading;2022;5058
332;Totaal aan- en afvoer;Azië;Droge bulk lading;2023;4419
333;Totaal aan- en afvoer;Azië;Natte bulk lading;2015;47630
334;Totaal aan- en afvoer;Azië;Natte bulk lading;2016;48787
335;Totaal aan- en afvoer;Azië;Natte bulk lading;2017;52112
336;Totaal aan- en afvoer;Azië;Natte bulk lading;2018;43795
337;Totaal aan- en afvoer;Azië;Natte bulk lading;2019;37242
338;Totaal aan- en afvoer;Azië;Natte bulk lading;2020;29631
339;Totaal aan- en afvoer;Azië;Natte bulk lading;2021;25360
340;Totaal aan- en afvoer;Azië;Natte bulk lading;2022;33795
341;Totaal aan- en afvoer;Azië;Natte bulk lading;2023;34944
342;Totaal aan- en afvoer;Azië;Containers;2015;49883
343;Totaal aan- en afvoer;Azië;Containers;2016;50772
344;Totaal aan- en afvoer;Azië;Containers;2017;55553
345;Totaal aan- en afvoer;Azië;Containers;2018;57577
346;Totaal aan- en afvoer;Azië;Containers;2019;61125
347;Totaal aan- en afvoer;Azië;Containers;2020;60617
348;Totaal aan- en afvoer;Azië;Containers;2021;60604
349;Totaal aan- en afvoer;Azië;Containers;2022;57787
350;Totaal aan- en afvoer;Azië;Containers;2023;55952
351;Totaal aan- en afvoer;Azië;Roro-eenheden;2015;140
352;Totaal aan- en afvoer;Azië;Roro-eenheden;2016;144
353;Totaal aan- en afvoer;Azië;Roro-eenheden;2017;162
354;Totaal aan- en afvoer;Azië;Roro-eenheden;2018;117
355;Totaal aan- en afvoer;Azië;Roro-eenheden;2019;101
356;Totaal aan- en afvoer;Azië;Roro-eenheden;2020;108
357;Totaal aan- en afvoer;Azië;Roro-eenheden;2021;88
358;Totaal aan- en afvoer;Azië;Roro-eenheden;2022;108
359;Totaal aan- en afvoer;Azië;Roro-eenheden;2023;143
360;Totaal aan- en afvoer;Azië;Stukgoederen/Overig;2015;335
361;Totaal aan- en afvoer;Azië;Stukgoederen/Overig;2016;479
362;Totaal aan- en afvoer;Azië;Stukgoederen/Overig;2017;479
363;Totaal aan- en afvoer;Azië;Stukgoederen/Overig;2018;507
364;Totaal aan- en afvoer;Azië;Stukgoederen/Overig;2019;410
