ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
4485;Deposit into/withdrawal from reserves;Delft en Westland (CR);2020;26;11;15;110;47;64
4486;Deposit into/withdrawal from reserves;Delft en Westland (CR);2021;49;18;31;208;76;132
4487;Deposit into/withdrawal from reserves;Delft en Westland (CR);2022;40;21;19;170;88;82
4488;Deposit into/withdrawal from reserves;Delft en Westland (CR);2023;54;40;14;226;168;57
4489;Deposit into/withdrawal from reserves;Delft en Westland (CR);2024;31;23;7;125;95;30
4490;Deposit into/withdrawal from reserves;Delft en Westland (CR);2025;39;29;10;159;119;40
4491;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2017;48;64;-15;149;197;-48
4492;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2018;68;73;-5;209;223;-14
4493;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2019;52;56;-4;157;170;-13
4494;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2020;83;97;-14;248;290;-42
4495;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2021;59;67;-8;175;198;-23
4496;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2022;64;54;10;189;160;29
4497;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2023;82;93;-11;237;270;-33
4498;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2024;194;176;19;557;504;54
4499;Deposit into/withdrawal from reserves;Oost-Zuid-Holland (CR);2025;58;42;15;164;120;44
4500;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2017;328;138;190;230;97;133
4501;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2018;378;155;223;264;108;155
4502;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2019;254;121;133;176;84;92
4503;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2020;380;271;109;261;186;75
4504;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2021;481;240;241;329;164;165
4505;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2022;438;202;237;298;137;161
4506;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2023;275;319;-44;185;214;-29
4507;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2024;278;215;64;185;143;42
4508;Deposit into/withdrawal from reserves;Groot-Rijnmond (CR);2025;339;237;102;225;157;68
4509;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2017;77;70;7;192;175;17
4510;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2018;198;173;26;490;427;63
4511;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2019;80;76;4;215;205;10
4512;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2020;64;65;-1;171;174;-2
4513;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2021;86;69;17;230;185;44
4514;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2022;100;67;33;266;178;89
4515;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2023;94;80;15;248;210;39
4516;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2024;77;53;24;202;140;62
4517;Deposit into/withdrawal from reserves;Zuidoost-Zuid-Holland (CR);2025;76;66;10;200;173;27
4518;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2017;4;2;1;36;22;14
4519;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2018;3;5;-2;27;47;-21
4520;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2019;9;2;6;82;24;59
4521;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2020;7;5;2;67;45;22
4522;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2021;3;3;0;26;24;3
4523;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2022;3;4;-1;29;41;-13
4524;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2023;6;6;0;59;59;1
4525;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2024;6;15;-10;54;145;-91
4526;Deposit into/withdrawal from reserves;Zeeuwsch-Vlaanderen (CR);2025;11;27;-16;105;258;-153
4527;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2017;28;24;4;103;88;15
4528;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2018;24;12;12;88;44;43
4529;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2019;20;10;10;72;35;36
4530;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2020;30;20;10;107;73;34
4531;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2021;27;19;8;96;68;28
4532;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2022;26;21;5;93;76;18
4533;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2023;17;28;-11;59;98;-39
4534;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2024;30;54;-24;104;190;-86
4535;Deposit into/withdrawal from reserves;Overig Zeeland (CR);2025;48;70;-22;166;242;-77
4536;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2017;64;38;27;102;60;42
4537;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2018;87;59;28;138;93;45
4538;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2019;68;43;26;108;67;41
4539;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2020;70;58;12;110;91;19
4540;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2021;49;34;15;76;53;23
4541;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2022;53;55;-3;82;86;-4
4542;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2023;43;55;-12;66;84;-18
4543;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2024;69;47;22;106;72;34
4544;Deposit into/withdrawal from reserves;West-Noord-Brabant (CR);2025;62;75;-13;95;115;-20
4545;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2017;158;74;84;335;157;177
4546;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2018;129;60;69;272;126;145
4547;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2019;232;129;103;484;270;215
4548;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2020;124;51;73;257;105;152
4549;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2021;109;50;58;221;102;118
4550;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2022;88;53;35;176;106;70
4551;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2023;218;195;23;433;387;47
4552;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2024;125;64;61;245;125;120
4553;Deposit into/withdrawal from reserves;Midden-Noord-Brabant (CR);2025;144;98;47;282;191;91
4554;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2017;70;50;20;107;77;30
4555;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2018;78;67;11;119;103;17
4556;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2019;101;55;45;153;84;69
4557;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2020;103;65;38;155;98;57
4558;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2021;105;78;27;159;118;41
4559;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2022;117;80;37;176;120;56
4560;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2023;111;73;37;165;109;56
4561;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2024;117;111;6;173;164;9
4562;Deposit into/withdrawal from reserves;Noordoost-Noord-Brabant (CR);2025;126;109;17;184;159;25
4563;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2017;100;61;39;132;81;51
4564;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2018;99;86;13;129;112;17
4565;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2019;96;62;34;125;81;44
4566;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2020;90;78;12;116;100;16
4567;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2021;159;137;21;203;175;27
4568;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2022;84;68;16;106;86;20
4569;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2023;140;124;16;174;154;20
4570;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2024;103;86;18;128;106;22
4571;Deposit into/withdrawal from reserves;Zuidoost-Noord-Brabant (CR);2025;130;91;39;159;112;47
4572;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2017;35;18;17;125;64;61
4573;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2018;63;52;11;224;185;38
4574;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2019;24;23;1;83;81;2
4575;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2020;22;23;-1;78;82;-5
4576;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2021;24;15;9;86;54;31
4577;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2022;34;31;2;118;109;8
4578;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2023;37;25;12;128;85;43
4579;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2024;60;48;11;206;166;40
4580;Deposit into/withdrawal from reserves;Noord-Limburg (CR);2025;42;35;7;144;120;23
4581;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2017;32;12;20;134;50;83
4582;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2018;36;16;20;154;69;85
4583;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2019;40;20;21;170;83;87
4584;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2020;44;30;14;185;125;60
4585;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2021;39;18;21;164;74;90
4586;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2022;30;18;12;125;77;48
4587;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2023;15;9;6;62;39;23
4588;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2024;43;36;7;178;148;31
4589;Deposit into/withdrawal from reserves;Midden-Limburg (CR);2025;29;16;13;120;66;54
4590;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2017;121;60;61;202;100;102
4591;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2018;99;57;42;165;95;70
4592;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2019;105;65;39;175;110;66
4593;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2020;90;54;36;151;91;61
4594;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2021;100;56;44;168;94;74
4595;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2022;90;73;17;151;123;29
4596;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2023;67;56;10;112;94;17
4597;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2024;86;73;13;143;121;22
4598;Deposit into/withdrawal from reserves;Zuid-Limburg (CR);2025;95;82;13;158;136;22
4599;Deposit into/withdrawal from reserves;Flevoland (CR);2017;100;38;62;245;92;153
4600;Deposit into/withdrawal from reserves;Flevoland (CR);2018;93;72;22;226;174;52
4601;Deposit into/withdrawal from reserves;Flevoland (CR);2019;138;139;-1;331;334;-3
4602;Deposit into/withdrawal from reserves;Flevoland (CR);2020;139;105;33;328;249;79
4603;Deposit into/withdrawal from reserves;Flevoland (CR);2021;122;72;49;284;169;115
4604;Deposit into/withdrawal from reserves;Flevoland (CR);2022;133;106;27;306;244;62
4605;Deposit into/withdrawal from reserves;Flevoland (CR);2023;82;67;16;185;150;36
4606;Deposit into/withdrawal from reserves;Flevoland (CR);2024;107;59;48;237;130;107
4607;Deposit into/withdrawal from reserves;Flevoland (CR);2025;106;72;34;233;158;75
4608;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2017;2;2;0;174;132;41
4609;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2018;2;2;0;146;125;21
4610;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2019;3;1;2;242;119;123
4611;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2020;2;2;0;157;124;34
4612;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2021;5;1;3;369;104;265
4613;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2022;8;2;7;672;120;552
4614;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2023;6;3;3;448;213;235
4615;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2024;15;4;11;1135;277;859
4616;Deposit into/withdrawal from reserves;Fewer than 5,000 inhabitants;2025;5;3;2;408;219;189
4617;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2017;12;6;6;85;42;43
4618;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2018;14;8;6;105;61;44
4619;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2019;10;5;5;86;40;46
4620;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2020;15;11;4;204;154;50
4621;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2021;6;3;3;108;46;63
4622;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2022;6;4;3;109;64;45
4623;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2023;7;4;3;119;71;48
4624;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2024;4;1;3;70;24;47
4625;Deposit into/withdrawal from reserves;5,000 to 9,999 inhabitants;2025;9;7;2;184;153;31
4626;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2017;154;89;65;109;63;46
4627;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2018;152;87;65;115;66;49
4628;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2019;123;70;53;117;67;50
4629;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2020;115;76;39;113;74;39
4630;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2021;137;83;54;139;84;55
4631;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2022;120;81;39;129;87;42
4632;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2023;73;42;31;88;51;37
4633;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2024;71;37;34;87;46;42
4634;Deposit into/withdrawal from reserves;10,000 to 19,999 inhabitants;2025;98;49;49;116;58;58
4635;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2017;546;362;185;91;60;31
4636;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2018;593;404;189;98;67;31
4637;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2019;705;429;276;116;71;45
4638;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2020;658;425;233;110;71;39
4639;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2021;645;458;187;106;76;31
4640;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2022;640;494;146;107;83;24
4641;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2023;531;435;96;89;72;16
4642;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2024;640;518;122;109;88;21
4643;Deposit into/withdrawal from reserves;20,000 to 49,999 inhabitants;2025;724;570;154;124;97;26
4644;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2017;455;282;173;139;86;53
4645;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2018;528;325;203;157;97;60
4646;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2019;500;309;191;138;85;53
4647;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2020;523;529;-6;139;141;-2
4648;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2021;562;396;166;149;105;44
4649;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2022;435;322;112;109;81;28
4650;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2023;416;334;82;100;80;20
4651;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2024;618;490;128;142;113;29
4652;Deposit into/withdrawal from reserves;50,000 to 99,999 inhabitants;2025;614;494;120;139;112;27
4653;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2017;361;271;90;223;168;56
4654;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2018;498;417;81;304;255;49
4655;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2019;371;332;39;225;201;24
4656;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2020;340;288;52;212;179;32
4657;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2021;329;264;65;205;164;41
4658;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2022;388;340;48;239;210;29
4659;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2023;433;385;48;264;234;29
4660;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2024;486;430;56;293;259;34
4661;Deposit into/withdrawal from reserves;100,000 to 149,999 inhabitants;2025;435;362;73;260;217;44
4662;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2017;535;349;187;233;152;81
4663;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2018;547;406;141;237;176;61
4664;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2019;629;437;192;267;186;81
4665;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2020;524;373;151;207;147;59
4666;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2021;494;312;182;194;123;71
4667;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2022;482;433;50;188;169;19
4668;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2023;757;631;126;291;242;48
4669;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2024;664;469;194;252;178;74
4670;Deposit into/withdrawal from reserves;150,000 to 249,999 inhabitants;2025;729;568;160;275;214;60
4671;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2017;1282;671;611;544;285;259
4672;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2018;1488;636;852;627;268;359
4673;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2019;1054;640;415;440;267;173
4674;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2020;1530;1055;475;630;435;196
4675;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2021;1689;1215;474;694;499;195
4676;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2022;1823;1155;668;743;471;272
4677;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2023;1299;1197;102;516;476;40
4678;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2024;1075;860;214;422;338;84
4679;Deposit into/withdrawal from reserves;250,000 inhabitants or more;2025;1959;1749;210;767;685;82
4680;Balance of the accounts;The Netherlands;2017;54;27;28;3;2;2
4681;Balance of the accounts;The Netherlands;2018;50;71;-21;3;4;-1
4682;Balance of the accounts;The Netherlands;2019;46;55;-9;3;3;-1
4683;Balance of the accounts;The Netherlands;2020;81;18;63;5;1;4
4684;Balance of the accounts;The Netherlands;2021;151;5;146;9;0;8
4685;Balance of the accounts;The Netherlands;2022;38;183;-144;2;10;-8
4686;Balance of the accounts;The Netherlands;2023;13;151;-138;1;8;-8
4687;Balance of the accounts;The Netherlands;2024;57;148;-91;3;8;-5
4688;Balance of the accounts;The Netherlands;2025;64;112;-48;4;6;-3
4689;Balance of the accounts;Noord-Nederland (LD);2017;5;4;1;3;2;1
4690;Balance of the accounts;Noord-Nederland (LD);2018;1;13;-12;0;8;-7
4691;Balance of the accounts;Noord-Nederland (LD);2019;10;6;4;6;4;2
4692;Balance of the accounts;Noord-Nederland (LD);2020;16;1;15;9;0;9
