ID;BestemmingEnSeizoen;Vakantiekenmerken;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;Totaal_3;GemiddeldPerNederlander_4;GemiddeldPerDeelnemer_5;Totaal_6;GemiddeldPerNederlander_7;GemiddeldPerDeelnemer_8;GemiddeldPerVakantie_9;Totaal_10;GemiddeldPerNederlander_11;GemiddeldPerDeelnemer_12;GemiddeldPerVakantie_13;Totaal_14;GemiddeldPerNederlander_15;GemiddeldPerDeelnemer_16;GemiddeldPerPersoonPerVakantie_17;GemiddeldPerPersoonPerVakantiedag_18
10;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;2019;6155.0;36.1;10487.0;0.6;1.7;82.2;4.8;13.4;7.8;71.7;4.2;11.7;6.8;3465.0;203.0;563.0;330.0;42.0
11;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;2020;5436.0;31.7;8554.0;0.5;1.6;65.3;3.8;12.0;7.6;56.7;3.3;10.4;6.6;2107.0;123.0;388.0;246.0;32.0
12;Totaal vakanties;Accommodatie: appartement;2017;2004.0;11.9;2451.0;0.1;1.2;25.0;1.5;12.5;10.2;22.5;1.3;11.3;9.2;1762.0;105.0;879.0;719.0;70.0
13;Totaal vakanties;Accommodatie: appartement;2018;2084.0;12.3;2460.0;0.1;1.2;25.3;1.5;12.1;10.3;22.8;1.3;11.0;9.3;1880.0;111.0;902.0;764.0;74.0
14;Totaal vakanties;Accommodatie: appartement;2019;2077.0;12.2;2450.0;0.1;1.2;25.6;1.5;12.3;10.5;23.2;1.4;11.2;9.5;1862.0;109.0;897.0;760.0;73.0
15;Totaal vakanties;Accommodatie: appartement;2020;1428.0;8.3;1651.0;0.1;1.2;15.3;0.9;10.7;9.2;13.6;0.8;9.5;8.2;1104.0;64.0;773.0;669.0;72.0
16;Totaal vakanties;Accommodatie: kampeerverblijf;2017;3064.0;18.2;5358.0;0.3;1.7;72.1;4.3;23.5;13.5;66.8;4.0;21.8;12.5;2172.0;129.0;709.0;405.0;30.0
17;Totaal vakanties;Accommodatie: kampeerverblijf;2018;3098.0;18.3;5214.0;0.3;1.7;75.1;4.4;24.2;14.4;69.9;4.1;22.6;13.4;2156.0;127.0;696.0;414.0;29.0
18;Totaal vakanties;Accommodatie: kampeerverblijf;2019;2965.0;17.4;5258.0;0.3;1.8;69.4;4.1;23.4;13.2;64.1;3.8;21.6;12.2;2130.0;125.0;718.0;405.0;31.0
19;Totaal vakanties;Accommodatie: kampeerverblijf;2020;2260.0;13.2;3568.0;0.2;1.6;39.6;2.3;17.5;11.1;36.1;2.1;16.0;10.1;481.0;28.0;213.0;135.0;12.0
20;Totaal vakanties;Accommodatie: particulier (alle);2017;4017.0;23.9;5726.0;0.3;1.4;56.2;3.3;14.0;9.8;50.5;3.0;12.6;8.8;2497.0;148.0;622.0;436.0;44.0
21;Totaal vakanties;Accommodatie: particulier (alle);2018;3959.0;23.4;5706.0;0.3;1.4;53.7;3.2;13.6;9.4;48.0;2.8;12.1;8.4;2534.0;149.0;640.0;444.0;47.0
22;Totaal vakanties;Accommodatie: particulier (alle);2019;4160.0;24.4;6045.0;0.4;1.5;56.6;3.3;13.6;9.4;50.6;3.0;12.2;8.4;2747.0;161.0;660.0;454.0;48.0
23;Totaal vakanties;Accommodatie: particulier (alle);2020;3162.0;18.4;4321.0;0.3;1.4;37.1;2.2;11.7;8.6;32.8;1.9;10.4;7.6;1331.0;78.0;421.0;308.0;36.0
24;Totaal vakanties;Accommodatie: overig, onbekend;2017;965.0;5.7;1412.0;0.1;1.5;11.4;0.7;11.8;8.1;10.0;0.6;10.3;7.1;752.0;45.0;780.0;533.0;66.0
25;Totaal vakanties;Accommodatie: overig, onbekend;2018;889.0;5.2;1313.0;0.1;1.5;10.3;0.6;11.6;7.9;9.0;0.5;10.1;6.9;779.0;46.0;877.0;594.0;76.0
26;Totaal vakanties;Accommodatie: overig, onbekend;2019;959.0;5.6;1222.0;0.1;1.3;10.4;0.6;10.9;8.5;9.2;0.5;9.6;7.5;868.0;51.0;905.0;711.0;83.0
27;Totaal vakanties;Accommodatie: overig, onbekend;2020;537.0;3.1;708.0;0.0;1.3;5.7;0.3;10.6;8.0;5.0;0.3;9.3;7.0;288.0;17.0;537.0;407.0;51.0
28;Totaal vakanties;Organisatie: eigen recreatieve accom.;2017;1681.0;10.0;5232.0;0.3;3.1;52.5;3.1;31.2;10.0;47.2;2.8;28.1;9.0;895.0;53.0;532.0;171.0;17.0
29;Totaal vakanties;Organisatie: eigen recreatieve accom.;2018;1714.0;10.1;4949.0;0.3;2.9;53.2;3.1;31.0;10.8;48.3;2.8;28.2;9.8;939.0;55.0;548.0;190.0;18.0
30;Totaal vakanties;Organisatie: eigen recreatieve accom.;2019;1284.0;7.5;3656.0;0.2;2.8;33.9;2.0;26.4;9.3;30.2;1.8;23.5;8.3;607.0;36.0;473.0;166.0;18.0
31;Totaal vakanties;Organisatie: eigen recreatieve accom.;2020;1201.0;7.0;2853.0;0.2;2.4;27.5;1.6;22.9;9.7;24.7;1.4;20.5;8.7;405.0;24.0;337.0;142.0;15.0
32;Totaal vakanties;Organisatie: accommodatie en vervoer;2017;6023.0;35.8;9437.0;0.6;1.6;95.7;5.7;15.9;10.1;86.3;5.1;14.3;9.1;9973.0;592.0;1656.0;1057.0;104.0
33;Totaal vakanties;Organisatie: accommodatie en vervoer;2018;6331.0;37.4;9882.0;0.6;1.6;101.7;6.0;16.1;10.3;91.9;5.4;14.5;9.3;10675.0;630.0;1686.0;1080.0;105.0
34;Totaal vakanties;Organisatie: accommodatie en vervoer;2019;6659.0;39.1;10872.0;0.6;1.6;109.2;6.4;16.4;10.0;98.3;5.8;14.8;9.0;11674.0;685.0;1753.0;1074.0;107.0
35;Totaal vakanties;Organisatie: accommodatie en vervoer;2020;3362.0;19.6;4444.0;0.3;1.3;39.5;2.3;11.7;8.9;35.0;2.0;10.4;7.9;4426.0;258.0;1317.0;996.0;112.0
36;Totaal vakanties;Organisatie: pakketreis;2017;3850.0;22.9;4942.0;0.3;1.3;53.1;3.2;13.8;10.7;48.1;2.9;12.5;9.7;5734.0;340.0;1489.0;1160.0;108.0
37;Totaal vakanties;Organisatie: pakketreis;2018;3955.0;23.3;5161.0;0.3;1.3;54.0;3.2;13.6;10.5;48.8;2.9;12.3;9.5;6024.0;355.0;1523.0;1167.0;112.0
38;Totaal vakanties;Organisatie: pakketreis;2019;4197.0;24.6;5571.0;0.3;1.3;57.6;3.4;13.7;10.3;52.0;3.1;12.4;9.3;6654.0;390.0;1586.0;1194.0;115.0
39;Totaal vakanties;Organisatie: pakketreis;2020;1828.0;10.6;2088.0;0.1;1.1;19.2;1.1;10.5;9.2;17.1;1.0;9.4;8.2;2350.0;137.0;1286.0;1125.0;122.0
40;Totaal vakanties;Organisatie: samengestelde reis;2017;3080.0;18.3;4495.0;0.3;1.5;42.6;2.5;13.8;9.5;38.1;2.3;12.4;8.5;4240.0;252.0;1377.0;943.0;99.0
41;Totaal vakanties;Organisatie: samengestelde reis;2018;3317.0;19.6;4721.0;0.3;1.4;47.8;2.8;14.4;10.1;43.0;2.5;13.0;9.1;4652.0;274.0;1402.0;985.0;97.0
42;Totaal vakanties;Organisatie: samengestelde reis;2019;3518.0;20.6;5300.0;0.3;1.5;51.5;3.0;14.7;9.7;46.2;2.7;13.1;8.7;5020.0;294.0;1427.0;947.0;97.0
43;Totaal vakanties;Organisatie: samengestelde reis;2020;1863.0;10.9;2356.0;0.1;1.3;20.3;1.2;10.9;8.6;17.9;1.0;9.6;7.6;2077.0;121.0;1115.0;882.0;102.0
44;Totaal vakanties;Organisatie: alleen accommodatie;2017;9129.0;54.2;17348.0;1.0;1.9;124.1;7.4;13.6;7.2;106.7;6.3;11.7;6.2;5898.0;350.0;646.0;340.0;48.0
45;Totaal vakanties;Organisatie: alleen accommodatie;2018;9682.0;57.1;18856.0;1.1;1.9;138.3;8.2;14.3;7.3;119.5;7.0;12.3;6.3;6735.0;397.0;696.0;357.0;49.0
46;Totaal vakanties;Organisatie: alleen accommodatie;2019;9737.0;57.1;18988.0;1.1;2.0;134.7;7.9;13.8;7.1;115.7;6.8;11.9;6.1;6781.0;398.0;696.0;357.0;50.0
47;Totaal vakanties;Organisatie: alleen accommodatie;2020;8668.0;50.5;16065.0;0.9;1.9;106.0;6.2;12.2;6.6;90.0;5.2;10.4;5.6;4056.0;236.0;468.0;252.0;38.0
48;Totaal vakanties;Organisatie: alleen vervoer;2017;1676.0;10.0;2095.0;0.1;1.3;30.3;1.8;18.1;14.5;28.2;1.7;16.8;13.5;1815.0;108.0;1083.0;866.0;60.0
49;Totaal vakanties;Organisatie: alleen vervoer;2018;1482.0;8.7;1884.0;0.1;1.3;25.7;1.5;17.4;13.7;23.8;1.4;16.1;12.7;1592.0;94.0;1075.0;845.0;62.0
50;Totaal vakanties;Organisatie: alleen vervoer;2019;1591.0;9.3;2019.0;0.1;1.3;28.0;1.6;17.6;13.9;26.0;1.5;16.3;12.9;1741.0;102.0;1095.0;862.0;62.0
51;Totaal vakanties;Organisatie: alleen vervoer;2020;838.0;4.9;1003.0;0.1;1.2;12.3;0.7;14.7;12.3;11.3;0.7;13.5;11.3;666.0;39.0;794.0;664.0;54.0
52;Totaal vakanties;Organisatie: op de bonnefooi;2017;4715.0;28.0;7140.0;0.4;1.5;62.4;3.7;13.2;8.7;55.2;3.3;11.7;7.7;2056.0;122.0;436.0;288.0;33.0
53;Totaal vakanties;Organisatie: op de bonnefooi;2018;3730.0;22.0;5385.0;0.3;1.4;49.9;2.9;13.4;9.3;44.5;2.6;11.9;8.3;1568.0;93.0;420.0;291.0;31.0
54;Totaal vakanties;Organisatie: op de bonnefooi;2019;3764.0;22.1;5379.0;0.3;1.4;49.7;2.9;13.2;9.2;44.3;2.6;11.8;8.2;1651.0;97.0;439.0;307.0;33.0
55;Totaal vakanties;Organisatie: op de bonnefooi;2020;3214.0;18.7;4313.0;0.3;1.3;32.9;1.9;10.2;7.6;28.6;1.7;8.9;6.6;711.0;41.0;221.0;165.0;22.0
56;Totaal vakanties;Reisgezelschap: alleenreizende;2017;1362.0;8.1;2297.0;0.1;1.7;20.3;1.2;14.9;8.9;18.1;1.1;13.3;7.9;1459.0;87.0;1072.0;635.0;72.0
57;Totaal vakanties;Reisgezelschap: alleenreizende;2018;1545.0;9.1;2871.0;0.2;1.9;25.4;1.5;16.4;8.8;22.5;1.3;14.6;7.8;2028.0;120.0;1312.0;706.0;80.0
58;Totaal vakanties;Reisgezelschap: alleenreizende;2019;1588.0;9.3;2858.0;0.2;1.8;25.6;1.5;16.1;9.0;22.7;1.3;14.3;8.0;2092.0;123.0;1317.0;732.0;82.0
59;Totaal vakanties;Reisgezelschap: alleenreizende;2020;1193.0;7.0;1880.0;0.1;1.6;14.1;0.8;11.8;7.5;12.2;0.7;10.2;6.5;968.0;56.0;812.0;515.0;69.0
60;Totaal vakanties;Reisgezelschap: paar zonder kinderen;2017;6146.0;36.5;15375.0;0.9;2.5;149.4;8.9;24.3;9.7;134.1;8.0;21.8;8.7;8815.0;523.0;1434.0;573.0;59.0
61;Totaal vakanties;Reisgezelschap: paar zonder kinderen;2018;5874.0;34.7;14060.0;0.8;2.4;138.9;8.2;23.7;9.9;124.9;7.4;21.3;8.9;8221.0;485.0;1399.0;585.0;59.0
62;Totaal vakanties;Reisgezelschap: paar zonder kinderen;2019;5991.0;35.1;13792.0;0.8;2.3;133.0;7.8;22.2;9.6;119.2;7.0;19.9;8.6;8867.0;520.0;1480.0;643.0;67.0
63;Totaal vakanties;Reisgezelschap: paar zonder kinderen;2020;4910.0;28.6;10021.0;0.6;2.0;80.1;4.7;16.3;8.0;70.1;4.1;14.3;7.0;3913.0;228.0;797.0;390.0;49.0
64;Totaal vakanties;Reisgezelschap: volwassene en kind(eren);2017;6239.0;37.0;14240.0;0.8;2.3;126.3;7.5;20.2;8.9;112.1;6.7;18.0;7.9;5258.0;312.0;843.0;369.0;42.0
65;Totaal vakanties;Reisgezelschap: volwassene en kind(eren);2018;6292.0;37.1;14468.0;0.9;2.3;133.2;7.9;21.2;9.2;118.7;7.0;18.9;8.2;5738.0;339.0;912.0;397.0;43.0
66;Totaal vakanties;Reisgezelschap: volwassene en kind(eren);2019;6104.0;35.8;13413.0;0.8;2.2;118.7;7.0;19.4;8.9;105.3;6.2;17.3;7.9;5557.0;326.0;910.0;414.0;47.0
67;Totaal vakanties;Reisgezelschap: volwassene en kind(eren);2020;5026.0;29.3;9476.0;0.6;1.9;76.7;4.5;15.3;8.1;67.2;3.9;13.4;7.1;2742.0;160.0;546.0;289.0;36.0
68;Totaal vakanties;Reisgezelschap: familie, anderen;2017;3636.0;21.6;5657.0;0.3;1.6;44.7;2.7;12.3;7.9;39.1;2.3;10.7;6.9;3076.0;183.0;846.0;544.0;69.0
69;Totaal vakanties;Reisgezelschap: familie, anderen;2018;3711.0;21.9;5678.0;0.3;1.5;45.2;2.7;12.2;8.0;39.6;2.3;10.7;7.0;3064.0;181.0;825.0;540.0;68.0
70;Totaal vakanties;Reisgezelschap: familie, anderen;2019;3840.0;22.5;5881.0;0.3;1.5;44.8;2.6;11.7;7.6;38.9;2.3;10.1;6.6;3201.0;188.0;833.0;544.0;71.0
71;Totaal vakanties;Reisgezelschap: familie, anderen;2020;2789.0;16.2;3968.0;0.2;1.4;26.8;1.6;9.6;6.8;22.8;1.3;8.2;5.8;1477.0;86.0;530.0;372.0;55.0
72;Totaal vakanties;Reisgezelschap: vrienden, bekenden, e.a.;2017;2322.0;13.8;3684.0;0.2;1.6;24.0;1.4;10.3;6.5;20.4;1.2;8.8;5.5;2028.0;120.0;873.0;550.0;84.0
73;Totaal vakanties;Reisgezelschap: vrienden, bekenden, e.a.;2018;2422.0;14.3;3880.0;0.2;1.6;26.2;1.5;10.8;6.7;22.3;1.3;9.2;5.7;2459.0;145.0;1015.0;634.0;94.0
74;Totaal vakanties;Reisgezelschap: vrienden, bekenden, e.a.;2019;2890.0;17.0;4970.0;0.3;1.7;33.2;1.9;11.5;6.7;28.3;1.7;9.8;5.7;2738.0;161.0;947.0;551.0;82.0
75;Totaal vakanties;Reisgezelschap: vrienden, bekenden, e.a.;2020;1998.0;11.6;3332.0;0.2;1.7;20.6;1.2;10.3;6.2;17.3;1.0;8.6;5.2;1163.0;68.0;582.0;349.0;56.0
76;Totaal vakanties;Soort vakantie: eigen recreatieve accom.;2017;1681.0;10.0;5232.0;0.3;3.1;52.5;3.1;31.2;10.0;47.2;2.8;28.1;9.0;895.0;53.0;532.0;171.0;17.0
77;Totaal vakanties;Soort vakantie: eigen recreatieve accom.;2018;1714.0;10.1;4949.0;0.3;2.9;53.2;3.1;31.0;10.8;48.3;2.8;28.2;9.8;939.0;55.0;548.0;190.0;18.0
78;Totaal vakanties;Soort vakantie: eigen recreatieve accom.;2019;1284.0;7.5;3656.0;0.2;2.8;33.9;2.0;26.4;9.3;30.2;1.8;23.5;8.3;607.0;36.0;473.0;166.0;18.0
79;Totaal vakanties;Soort vakantie: eigen recreatieve accom.;2020;1201.0;7.0;2853.0;0.2;2.4;27.5;1.6;22.9;9.7;24.7;1.4;20.5;8.7;405.0;24.0;337.0;142.0;15.0
80;Totaal vakanties;Soort vakantie: actief;2017;4644.0;27.6;7134.0;0.4;1.5;62.4;3.7;13.4;8.8;55.3;3.3;11.9;7.8;3455.0;205.0;744.0;484.0;55.0
81;Totaal vakanties;Soort vakantie: actief;2018;4312.0;25.4;6550.0;0.4;1.5;58.2;3.4;13.5;8.9;51.7;3.0;12.0;7.9;3317.0;196.0;769.0;506.0;57.0
82;Totaal vakanties;Soort vakantie: actief;2019;3479.0;20.4;5203.0;0.3;1.5;45.6;2.7;13.1;8.8;40.4;2.4;11.6;7.8;2844.0;167.0;817.0;547.0;62.0
83;Totaal vakanties;Soort vakantie: actief;2020;3165.0;18.4;4660.0;0.3;1.5;36.2;2.1;11.4;7.8;31.6;1.8;10.0;6.8;1868.0;109.0;590.0;401.0;52.0
84;Totaal vakanties;Soort vakantie: strand;2017;3922.0;23.3;4841.0;0.3;1.2;57.8;3.4;14.7;11.9;52.9;3.1;13.5;10.9;3748.0;223.0;956.0;774.0;65.0
85;Totaal vakanties;Soort vakantie: strand;2018;3912.0;23.1;4916.0;0.3;1.3;57.6;3.4;14.7;11.7;52.7;3.1;13.5;10.7;3912.0;231.0;1000.0;796.0;68.0
86;Totaal vakanties;Soort vakantie: strand;2019;3447.0;20.2;4363.0;0.3;1.3;52.3;3.1;15.2;12.0;47.9;2.8;13.9;11.0;3845.0;226.0;1116.0;881.0;74.0
87;Totaal vakanties;Soort vakantie: strand;2020;1929.0;11.2;2233.0;0.1;1.2;23.5;1.4;12.2;10.5;21.2;1.2;11.0;9.5;1497.0;87.0;776.0;670.0;64.0
88;Totaal vakanties;Soort vakantie: steden;2017;3438.0;20.4;5112.0;0.3;1.5;27.5;1.6;8.0;5.4;22.4;1.3;6.5;4.4;2447.0;145.0;712.0;479.0;89.0
89;Totaal vakanties;Soort vakantie: steden;2018;3467.0;20.5;4999.0;0.3;1.4;27.9;1.6;8.1;5.6;22.9;1.4;6.6;4.6;2552.0;151.0;736.0;511.0;91.0
90;Totaal vakanties;Soort vakantie: steden;2019;3048.0;17.9;4455.0;0.3;1.5;23.4;1.4;7.7;5.3;18.9;1.1;6.2;4.3;2279.0;134.0;748.0;512.0;97.0
91;Totaal vakanties;Soort vakantie: steden;2020;2054.0;12.0;2640.0;0.2;1.3;11.5;0.7;5.6;4.4;8.9;0.5;4.3;3.4;1006.0;59.0;490.0;381.0;87.0
92;Totaal vakanties;Soort vakantie: natuur;2017;2015.0;12.0;2577.0;0.2;1.3;27.7;1.6;13.7;10.7;25.1;1.5;12.5;9.7;1487.0;88.0;738.0;577.0;54.0
93;Totaal vakanties;Soort vakantie: natuur;2018;1945.0;11.5;2471.0;0.1;1.3;25.4;1.5;13.1;10.3;22.9;1.4;11.8;9.3;1355.0;80.0;697.0;548.0;53.0
94;Totaal vakanties;Soort vakantie: natuur;2019;1006.0;5.9;1203.0;0.1;1.2;13.8;0.8;13.7;11.5;12.6;0.7;12.5;10.5;1015.0;60.0;1008.0;844.0;73.0
95;Totaal vakanties;Soort vakantie: natuur;2020;689.0;4.0;778.0;0.0;1.1;7.4;0.4;10.8;9.5;6.6;0.4;9.6;8.5;378.0;22.0;549.0;486.0;51.0
96;Totaal vakanties;Soort vakantie: cultuur;2017;1865.0;11.1;2332.0;0.1;1.3;16.9;1.0;9.1;7.2;14.6;0.9;7.8;6.2;1269.0;75.0;681.0;544.0;75.0
97;Totaal vakanties;Soort vakantie: cultuur;2018;1954.0;11.5;2485.0;0.1;1.3;16.7;1.0;8.6;6.7;14.2;0.8;7.3;5.7;1264.0;75.0;647.0;509.0;76.0
98;Totaal vakanties;Soort vakantie: cultuur;2019;1565.0;9.2;1930.0;0.1;1.2;13.0;0.8;8.3;6.7;11.1;0.7;7.1;5.7;1244.0;73.0;795.0;645.0;96.0
99;Totaal vakanties;Soort vakantie: cultuur;2020;911.0;5.3;1030.0;0.1;1.1;5.6;0.3;6.2;5.5;4.6;0.3;5.1;4.5;432.0;25.0;474.0;420.0;77.0
100;Totaal vakanties;Soort vakantie: recreatie;2017;1463.0;8.7;1742.0;0.1;1.2;8.1;0.5;5.5;4.6;6.3;0.4;4.3;3.6;507.0;30.0;347.0;291.0;63.0
101;Totaal vakanties;Soort vakantie: recreatie;2018;1078.0;6.4;1270.0;0.1;1.2;7.5;0.4;7.0;5.9;6.2;0.4;5.8;4.9;473.0;28.0;438.0;372.0;63.0
102;Totaal vakanties;Soort vakantie: recreatie;2019;822.0;4.8;944.0;0.1;1.1;4.5;0.3;5.5;4.8;3.6;0.2;4.3;3.8;327.0;19.0;398.0;347.0;72.0
103;Totaal vakanties;Soort vakantie: recreatie;2020;653.0;3.8;755.0;0.0;1.2;3.1;0.2;4.7;4.1;2.3;0.1;3.6;3.1;232.0;14.0;356.0;308.0;75.0
104;Totaal vakanties;Soort vakantie: rondreis;2017;1495.0;8.9;1683.0;0.1;1.1;30.2;1.8;20.2;18.0;28.6;1.7;19.1;17.0;3005.0;178.0;2010.0;1786.0;99.0
105;Totaal vakanties;Soort vakantie: rondreis;2018;1631.0;9.6;1825.0;0.1;1.1;33.0;1.9;20.2;18.1;31.2;1.8;19.1;17.1;3154.0;186.0;1933.0;1729.0;96.0
106;Totaal vakanties;Soort vakantie: rondreis;2019;1616.0;9.5;1834.0;0.1;1.1;31.5;1.8;19.5;17.2;29.7;1.7;18.4;16.2;3134.0;184.0;1940.0;1709.0;99.0
107;Totaal vakanties;Soort vakantie: rondreis;2020;662.0;3.9;728.0;0.0;1.1;10.2;0.6;15.5;14.1;9.5;0.6;14.4;13.1;939.0;55.0;1419.0;1291.0;92.0
108;Totaal vakanties;Soort vakantie: familie, vrienden, e.d.;2017;4544.0;27.0;6363.0;0.4;1.4;47.2;2.8;10.4;7.4;40.8;2.4;9.0;6.4;2028.0;120.0;446.0;319.0;43.0
109;Totaal vakanties;Soort vakantie: familie, vrienden, e.d.;2018;3602.0;21.2;5002.0;0.3;1.4;35.6;2.1;9.9;7.1;30.6;1.8;8.5;6.1;1716.0;101.0;476.0;343.0;48.0
110;Totaal vakanties;Soort vakantie: familie, vrienden, e.d.;2019;5045.0;29.6;7282.0;0.4;1.4;54.4;3.2;10.8;7.5;47.2;2.8;9.3;6.5;2606.0;153.0;517.0;358.0;48.0
111;Totaal vakanties;Soort vakantie: familie, vrienden, e.d.;2020;3883.0;22.6;5520.0;0.3;1.4;37.9;2.2;9.8;6.9;32.4;1.9;8.3;5.9;1478.0;86.0;380.0;268.0;39.0
112;Totaal vakanties;Soort vakantie: ontspanning;2017;;;;;;;;;;;;;;;;;;
113;Totaal vakanties;Soort vakantie: ontspanning;2018;;;;;;;;;;;;;;;;;;
114;Totaal vakanties;Soort vakantie: ontspanning;2019;4347.0;25.5;5803.0;0.3;1.3;49.1;2.9;11.3;8.5;43.3;2.5;10.0;7.5;2385.0;140.0;549.0;411.0;49.0
115;Totaal vakanties;Soort vakantie: ontspanning;2020;3675.0;21.4;4885.0;0.3;1.3;36.5;2.1;9.9;7.5;31.6;1.8;8.6;6.5;1269.0;74.0;345.0;260.0;35.0
116;Totaal vakanties;Soort vakantie: overig, onbekend;2017;3331.0;19.8;4237.0;0.3;1.3;34.7;2.1;10.4;8.2;30.4;1.8;9.1;7.2;1795.0;107.0;539.0;424.0;52.0
117;Totaal vakanties;Soort vakantie: overig, onbekend;2018;4625.0;27.3;6490.0;0.4;1.4;53.7;3.2;11.6;8.3;47.2;2.8;10.2;7.3;2828.0;167.0;611.0;436.0;53.0
118;Totaal vakanties;Soort vakantie: overig, onbekend;2019;3247.0;19.0;4243.0;0.2;1.3;33.9;2.0;10.4;8.0;29.6;1.7;9.1;7.0;2167.0;127.0;667.0;511.0;64.0
119;Totaal vakanties;Soort vakantie: overig, onbekend;2020;2040.0;11.9;2596.0;0.2;1.3;18.7;1.1;9.1;7.2;16.1;0.9;7.9;6.2;761.0;44.0;373.0;293.0;41.0
120;Totaal vakanties;Vakantieduur: 2 tot 5 dagen (kort);2017;7552.0;44.8;15499.0;0.9;2.1;48.1;2.9;6.4;3.1;32.6;1.9;4.3;2.1;2812.0;167.0;372.0;181.0;58.0
121;Totaal vakanties;Vakantieduur: 2 tot 5 dagen (kort);2018;7530.0;44.4;14870.0;0.9;2.0;46.2;2.7;6.1;3.1;31.4;1.9;4.2;2.1;3065.0;181.0;407.0;206.0;66.0
122;Totaal vakanties;Vakantieduur: 2 tot 5 dagen (kort);2019;7762.0;45.5;15136.0;0.9;1.9;46.9;2.8;6.0;3.1;31.8;1.9;4.1;2.1;3064.0;180.0;395.0;202.0;65.0
123;Totaal vakanties;Vakantieduur: 2 tot 5 dagen (kort);2020;6630.0;38.6;12044.0;0.7;1.8;37.3;2.2;5.6;3.1;25.2;1.5;3.8;2.1;1867.0;109.0;282.0;155.0;50.0
124;Totaal vakanties;Vakantieduur: 5 of meer dagen (lang);2017;12922.0;76.7;25754.0;1.5;2.0;316.8;18.8;24.5;12.3;291.1;17.3;22.5;11.3;17825.0;1058.0;1379.0;692.0;56.0
125;Totaal vakanties;Vakantieduur: 5 of meer dagen (lang);2018;12969.0;76.5;26087.0;1.5;2.0;322.7;19.0;24.9;12.4;296.6;17.5;22.9;11.4;18444.0;1088.0;1422.0;707.0;57.0
126;Totaal vakanties;Vakantieduur: 5 of meer dagen (lang);2019;12884.0;75.6;25778.0;1.5;2.0;308.4;18.1;23.9;12.0;282.7;16.6;21.9;11.0;19390.0;1137.0;1505.0;752.0;63.0
127;Totaal vakanties;Vakantieduur: 5 of meer dagen (lang);2020;9801.0;57.1;16633.0;1.0;1.7;181.0;10.5;18.5;10.9;164.3;9.6;16.8;9.9;8397.0;489.0;857.0;505.0;46.0
128;Totaal vakanties;Vakantieduur: 5 tot 9 dagen;2017;8093.0;48.1;12552.0;0.7;1.6;82.7;4.9;10.2;6.6;70.1;4.2;8.7;5.6;5040.0;299.0;623.0;402.0;61.0
