ID;BestemmingEnSeizoen;Vakantiekenmerken;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;Totaal_3;GemiddeldPerNederlander_4;GemiddeldPerDeelnemer_5;Totaal_6;GemiddeldPerNederlander_7;GemiddeldPerDeelnemer_8;GemiddeldPerVakantie_9;Totaal_10;GemiddeldPerNederlander_11;GemiddeldPerDeelnemer_12;GemiddeldPerVakantie_13;Totaal_14;GemiddeldPerNederlander_15;GemiddeldPerDeelnemer_16;GemiddeldPerPersoonPerVakantie_17;GemiddeldPerPersoonPerVakantiedag_18
260;Vakantiebestemming: Nederland;Soort vakantie: rondreis;2017;;;;;;;;;;;;;;;;;;
261;Vakantiebestemming: Nederland;Soort vakantie: rondreis;2018;;;;;;;;;;;;;;;;;;
262;Vakantiebestemming: Nederland;Soort vakantie: rondreis;2019;;;;;;;;;;;;;;;;;;
263;Vakantiebestemming: Nederland;Soort vakantie: rondreis;2020;;;;;;;;;;;;;;;;;;
264;Vakantiebestemming: Nederland;Soort vakantie: familie, vrienden, e.d.;2017;2838.0;16.9;3646.0;0.2;1.3;17.4;1.0;6.1;4.8;13.8;0.8;4.9;3.8;564.0;33.0;199.0;155.0;32.0
265;Vakantiebestemming: Nederland;Soort vakantie: familie, vrienden, e.d.;2018;2027.0;12.0;2683.0;0.2;1.3;11.9;0.7;5.9;4.5;9.3;0.5;4.6;3.5;442.0;26.0;218.0;165.0;37.0
266;Vakantiebestemming: Nederland;Soort vakantie: familie, vrienden, e.d.;2019;3010.0;17.7;3985.0;0.2;1.3;19.7;1.2;6.6;5.0;15.7;0.9;5.2;4.0;721.0;42.0;240.0;181.0;37.0
267;Vakantiebestemming: Nederland;Soort vakantie: familie, vrienden, e.d.;2020;2759.0;16.1;3586.0;0.2;1.3;18.7;1.1;6.8;5.2;15.1;0.9;5.5;4.2;554.0;32.0;201.0;155.0;30.0
268;Vakantiebestemming: Nederland;Soort vakantie: ontspanning;2017;;;;;;;;;;;;;;;;;;
269;Vakantiebestemming: Nederland;Soort vakantie: ontspanning;2018;;;;;;;;;;;;;;;;;;
270;Vakantiebestemming: Nederland;Soort vakantie: ontspanning;2019;2584.0;15.2;3310.0;0.2;1.3;20.5;1.2;7.9;6.2;17.2;1.0;6.6;5.2;819.0;48.0;317.0;248.0;40.0
271;Vakantiebestemming: Nederland;Soort vakantie: ontspanning;2020;2780.0;16.2;3564.0;0.2;1.3;23.2;1.3;8.3;6.5;19.6;1.1;7.1;5.5;629.0;37.0;226.0;176.0;27.0
272;Vakantiebestemming: Nederland;Soort vakantie: overig, onbekend;2017;1978.0;11.7;2471.0;0.1;1.2;14.7;0.9;7.4;5.9;12.2;0.7;6.2;4.9;488.0;29.0;246.0;197.0;33.0
273;Vakantiebestemming: Nederland;Soort vakantie: overig, onbekend;2018;3001.0;17.7;3929.0;0.2;1.3;24.9;1.5;8.3;6.3;21.0;1.2;7.0;5.3;958.0;57.0;319.0;244.0;38.0
274;Vakantiebestemming: Nederland;Soort vakantie: overig, onbekend;2019;1939.0;11.4;2396.0;0.1;1.2;13.7;0.8;7.0;5.7;11.3;0.7;5.8;4.7;513.0;30.0;265.0;214.0;38.0
275;Vakantiebestemming: Nederland;Soort vakantie: overig, onbekend;2020;1475.0;8.6;1875.0;0.1;1.3;10.9;0.6;7.4;5.8;9.0;0.5;6.1;4.8;271.0;16.0;184.0;144.0;25.0
276;Vakantiebestemming: Nederland;Vakantieduur: 2 tot 5 dagen (kort);2017;5734.0;34.0;10913.0;0.6;1.9;32.8;1.9;5.7;3.0;21.9;1.3;3.8;2.0;1369.0;81.0;239.0;125.0;42.0
277;Vakantiebestemming: Nederland;Vakantieduur: 2 tot 5 dagen (kort);2018;5588.0;33.0;10309.0;0.6;1.8;31.1;1.8;5.6;3.0;20.8;1.2;3.7;2.0;1587.0;94.0;284.0;154.0;51.0
278;Vakantiebestemming: Nederland;Vakantieduur: 2 tot 5 dagen (kort);2019;5817.0;34.1;10279.0;0.6;1.8;30.8;1.8;5.3;3.0;20.5;1.2;3.5;2.0;1532.0;90.0;263.0;149.0;50.0
279;Vakantiebestemming: Nederland;Vakantieduur: 2 tot 5 dagen (kort);2020;5341.0;31.1;9014.0;0.5;1.7;27.3;1.6;5.1;3.0;18.3;1.1;3.4;2.0;1034.0;60.0;194.0;115.0;38.0
280;Vakantiebestemming: Nederland;Vakantieduur: 5 of meer dagen (lang);2017;5401.0;32.1;8255.0;0.5;1.5;85.5;5.1;15.8;10.4;77.3;4.6;14.3;9.4;2117.0;126.0;392.0;256.0;25.0
281;Vakantiebestemming: Nederland;Vakantieduur: 5 of meer dagen (lang);2018;5411.0;31.9;8371.0;0.5;1.5;89.5;5.3;16.5;10.7;81.1;4.8;15.0;9.7;2325.0;137.0;430.0;278.0;26.0
282;Vakantiebestemming: Nederland;Vakantieduur: 5 of meer dagen (lang);2019;5041.0;29.6;7710.0;0.5;1.5;75.4;4.4;15.0;9.8;67.7;4.0;13.4;8.8;2197.0;129.0;436.0;285.0;29.0
283;Vakantiebestemming: Nederland;Vakantieduur: 5 of meer dagen (lang);2020;5555.0;32.4;7944.0;0.5;1.4;78.3;4.6;14.1;9.9;70.4;4.1;12.7;8.9;1674.0;97.0;301.0;211.0;21.0
284;Vakantiebestemming: Nederland;Vakantieduur: 5 tot 9 dagen;2017;4113.0;24.4;5657.0;0.3;1.4;36.0;2.1;8.7;6.4;30.3;1.8;7.4;5.4;1226.0;73.0;298.0;217.0;34.0
285;Vakantiebestemming: Nederland;Vakantieduur: 5 tot 9 dagen;2018;4197.0;24.8;5692.0;0.3;1.4;36.5;2.2;8.7;6.4;30.8;1.8;7.3;5.4;1364.0;80.0;325.0;240.0;37.0
286;Vakantiebestemming: Nederland;Vakantieduur: 5 tot 9 dagen;2019;3884.0;22.8;5459.0;0.3;1.4;35.0;2.1;9.0;6.4;29.6;1.7;7.6;5.4;1335.0;78.0;344.0;245.0;38.0
287;Vakantiebestemming: Nederland;Vakantieduur: 5 tot 9 dagen;2020;4122.0;24.0;5435.0;0.3;1.3;35.1;2.0;8.5;6.5;29.6;1.7;7.2;5.5;1037.0;60.0;252.0;191.0;30.0
288;Vakantiebestemming: Nederland;Vakantieduur: 9 tot 16 dagen;2017;1376.0;8.2;1608.0;0.1;1.2;19.2;1.1;14.0;11.9;17.6;1.0;12.8;10.9;484.0;29.0;352.0;301.0;25.0
289;Vakantiebestemming: Nederland;Vakantieduur: 9 tot 16 dagen;2018;1325.0;7.8;1606.0;0.1;1.2;19.2;1.1;14.5;12.0;17.6;1.0;13.3;11.0;505.0;30.0;381.0;314.0;26.0
290;Vakantiebestemming: Nederland;Vakantieduur: 9 tot 16 dagen;2019;1247.0;7.3;1429.0;0.1;1.1;17.1;1.0;13.7;12.0;15.7;0.9;12.6;11.0;510.0;30.0;409.0;357.0;30.0
291;Vakantiebestemming: Nederland;Vakantieduur: 9 tot 16 dagen;2020;1480.0;8.6;1617.0;0.1;1.1;19.5;1.1;13.2;12.1;17.9;1.0;12.1;11.1;382.0;22.0;258.0;236.0;20.0
292;Vakantiebestemming: Nederland;Vakantieduur: 16 of meer dagen;2017;870.0;5.2;990.0;0.1;1.1;30.3;1.8;34.9;30.6;29.4;1.7;33.7;29.6;407.0;24.0;468.0;411.0;13.0
293;Vakantiebestemming: Nederland;Vakantieduur: 16 of meer dagen;2018;927.0;5.5;1074.0;0.1;1.2;33.7;2.0;36.3;31.4;32.6;1.9;35.2;30.4;456.0;27.0;492.0;425.0;14.0
294;Vakantiebestemming: Nederland;Vakantieduur: 16 of meer dagen;2019;726.0;4.3;822.0;0.0;1.1;23.3;1.4;32.0;28.3;22.4;1.3;30.9;27.3;351.0;21.0;484.0;427.0;15.0
295;Vakantiebestemming: Nederland;Vakantieduur: 16 of meer dagen;2020;803.0;4.7;892.0;0.1;1.1;23.7;1.4;29.6;26.6;22.9;1.3;28.5;25.6;255.0;15.0;317.0;286.0;11.0
296;Vakantiebestemming: Nederland;Vervoerwijze: auto;2017;8093.0;48.1;16865.0;1.0;2.1;105.2;6.2;13.0;6.2;88.4;5.2;10.9;5.2;3054.0;181.0;377.0;181.0;29.0
297;Vakantiebestemming: Nederland;Vervoerwijze: auto;2018;8092.0;47.7;16462.0;1.0;2.0;108.0;6.4;13.4;6.6;91.6;5.4;11.3;5.6;3424.0;202.0;423.0;208.0;32.0
298;Vakantiebestemming: Nederland;Vervoerwijze: auto;2019;8058.0;47.3;15800.0;0.9;2.0;95.1;5.6;11.8;6.0;79.3;4.7;9.8;5.0;3292.0;193.0;409.0;208.0;35.0
299;Vakantiebestemming: Nederland;Vervoerwijze: auto;2020;7891.0;46.0;14934.0;0.9;1.9;93.7;5.5;11.9;6.3;78.8;4.6;10.0;5.3;2435.0;142.0;309.0;163.0;26.0
300;Vakantiebestemming: Nederland;Vervoerwijze: vliegtuig;2017;;;;;;;;;;;;;;;;;;
301;Vakantiebestemming: Nederland;Vervoerwijze: vliegtuig;2018;;;;;;;;;;;;;;;;;;
302;Vakantiebestemming: Nederland;Vervoerwijze: vliegtuig;2019;;;;;;;;;;;;;;;;;;
303;Vakantiebestemming: Nederland;Vervoerwijze: vliegtuig;2020;;;;;;;;;;;;;;;;;;
304;Vakantiebestemming: Nederland;Vervoerwijze: trein;2017;767.0;4.6;1112.0;0.1;1.4;5.0;0.3;6.5;4.5;3.9;0.2;5.0;3.5;215.0;13.0;280.0;193.0;43.0
305;Vakantiebestemming: Nederland;Vervoerwijze: trein;2018;749.0;4.4;1047.0;0.1;1.4;4.5;0.3;5.9;4.3;3.4;0.2;4.5;3.3;244.0;14.0;326.0;233.0;55.0
306;Vakantiebestemming: Nederland;Vervoerwijze: trein;2019;794.0;4.7;1131.0;0.1;1.4;4.7;0.3;6.0;4.2;3.6;0.2;4.5;3.2;232.0;14.0;292.0;205.0;49.0
307;Vakantiebestemming: Nederland;Vervoerwijze: trein;2020;620.0;3.6;882.0;0.1;1.4;4.1;0.2;6.7;4.7;3.2;0.2;5.2;3.7;153.0;9.0;247.0;174.0;37.0
308;Vakantiebestemming: Nederland;Vervoerwijze: overige ;2017;791.0;4.7;1175.0;0.1;1.5;8.0;0.5;10.1;6.8;6.8;0.4;8.6;5.8;206.0;12.0;261.0;176.0;26.0
309;Vakantiebestemming: Nederland;Vervoerwijze: overige ;2018;751.0;4.4;1148.0;0.1;1.5;7.8;0.5;10.4;6.8;6.7;0.4;8.9;5.8;234.0;14.0;311.0;204.0;30.0
310;Vakantiebestemming: Nederland;Vervoerwijze: overige ;2019;664.0;3.9;1049.0;0.1;1.6;6.4;0.4;9.6;6.1;5.3;0.3;8.0;5.1;192.0;11.0;289.0;183.0;30.0
311;Vakantiebestemming: Nederland;Vervoerwijze: overige ;2020;758.0;4.4;1113.0;0.1;1.5;7.6;0.4;10.0;6.8;6.5;0.4;8.5;5.8;103.0;6.0;136.0;93.0;14.0
312;Vakantiebestemming: buitenland;Totaal vakanties;2017;10991.0;65.3;22084.0;1.3;2.0;246.5;14.6;22.4;11.2;224.5;13.3;20.4;10.2;17151.0;1018.0;1560.0;777.0;70.0
313;Vakantiebestemming: buitenland;Totaal vakanties;2018;10971.0;64.7;22277.0;1.3;2.0;248.4;14.7;22.6;11.2;226.1;13.3;20.6;10.2;17597.0;1038.0;1604.0;790.0;71.0
314;Vakantiebestemming: buitenland;Totaal vakanties;2019;11121.0;65.2;22925.0;1.3;2.1;249.1;14.6;22.4;10.9;226.2;13.3;20.3;9.9;18725.0;1098.0;1684.0;817.0;75.0
315;Vakantiebestemming: buitenland;Totaal vakanties;2020;7011.0;40.8;11719.0;0.7;1.7;112.6;6.6;16.1;9.6;100.9;5.9;14.4;8.6;7556.0;440.0;1078.0;645.0;67.0
316;Vakantiebestemming: buitenland;Accommodatie: hotel, pension, B&B;2017;5936.0;35.2;9488.0;0.6;1.6;84.3;5.0;14.2;8.9;74.9;4.4;12.6;7.9;8852.0;526.0;1491.0;933.0;105.0
317;Vakantiebestemming: buitenland;Accommodatie: hotel, pension, B&B;2018;6097.0;36.0;9697.0;0.6;1.6;87.3;5.2;14.3;9.0;77.6;4.6;12.7;8.0;9179.0;542.0;1505.0;947.0;105.0
318;Vakantiebestemming: buitenland;Accommodatie: hotel, pension, B&B;2019;6339.0;37.2;10500.0;0.6;1.7;94.5;5.5;14.9;9.0;84.0;4.9;13.3;8.0;10231.0;600.0;1614.0;974.0;108.0
319;Vakantiebestemming: buitenland;Accommodatie: hotel, pension, B&B;2020;3502.0;20.4;4881.0;0.3;1.4;37.6;2.2;10.7;7.7;32.7;1.9;9.3;6.7;4023.0;234.0;1149.0;824.0;107.0
320;Vakantiebestemming: buitenland;Accommodatie: vakantiehuis, stacaravan;2017;2733.0;16.2;3705.0;0.2;1.4;44.1;2.6;16.1;11.9;40.4;2.4;14.8;10.9;2139.0;127.0;783.0;577.0;48.0
321;Vakantiebestemming: buitenland;Accommodatie: vakantiehuis, stacaravan;2018;2897.0;17.1;3849.0;0.2;1.3;45.3;2.7;15.6;11.8;41.4;2.4;14.3;10.8;2207.0;130.0;762.0;573.0;49.0
322;Vakantiebestemming: buitenland;Accommodatie: vakantiehuis, stacaravan;2019;2715.0;15.9;3392.0;0.2;1.2;38.3;2.2;14.1;11.3;34.9;2.0;12.9;10.3;2016.0;118.0;742.0;594.0;53.0
323;Vakantiebestemming: buitenland;Accommodatie: vakantiehuis, stacaravan;2020;1693.0;9.9;1988.0;0.1;1.2;20.1;1.2;11.9;10.1;18.1;1.1;10.7;9.1;918.0;53.0;542.0;462.0;46.0
324;Vakantiebestemming: buitenland;Accommodatie: appartement;2017;1794.0;10.7;2182.0;0.1;1.2;23.5;1.4;13.1;10.8;21.3;1.3;11.9;9.8;1687.0;100.0;940.0;773.0;72.0
325;Vakantiebestemming: buitenland;Accommodatie: appartement;2018;1851.0;10.9;2165.0;0.1;1.2;23.4;1.4;12.6;10.8;21.2;1.3;11.5;9.8;1778.0;105.0;961.0;821.0;76.0
326;Vakantiebestemming: buitenland;Accommodatie: appartement;2019;1896.0;11.1;2221.0;0.1;1.2;24.3;1.4;12.8;10.9;22.0;1.3;11.6;9.9;1789.0;105.0;943.0;805.0;74.0
327;Vakantiebestemming: buitenland;Accommodatie: appartement;2020;1229.0;7.2;1404.0;0.1;1.1;13.9;0.8;11.3;9.9;12.5;0.7;10.2;8.9;1041.0;61.0;848.0;742.0;75.0
328;Vakantiebestemming: buitenland;Accommodatie: kampeerverblijf;2017;1925.0;11.4;2458.0;0.1;1.3;44.7;2.7;23.2;18.2;42.2;2.5;21.9;17.2;1684.0;100.0;875.0;685.0;38.0
329;Vakantiebestemming: buitenland;Accommodatie: kampeerverblijf;2018;1879.0;11.1;2334.0;0.1;1.2;44.4;2.6;23.6;19.0;42.1;2.5;22.4;18.0;1608.0;95.0;855.0;689.0;36.0
330;Vakantiebestemming: buitenland;Accommodatie: kampeerverblijf;2019;1822.0;10.7;2227.0;0.1;1.2;40.0;2.3;22.0;18.0;37.8;2.2;20.8;17.0;1556.0;91.0;854.0;698.0;39.0
331;Vakantiebestemming: buitenland;Accommodatie: kampeerverblijf;2020;770.0;4.5;903.0;0.1;1.2;14.1;0.8;18.3;15.6;13.2;0.8;17.2;14.6;304.0;18.0;394.0;336.0;21.0
332;Vakantiebestemming: buitenland;Accommodatie: particulier (alle);2017;2793.0;16.6;3725.0;0.2;1.3;44.5;2.6;15.9;11.9;40.8;2.4;14.6;10.9;2173.0;129.0;778.0;583.0;49.0
333;Vakantiebestemming: buitenland;Accommodatie: particulier (alle);2018;2805.0;16.5;3732.0;0.2;1.3;42.3;2.5;15.1;11.3;38.5;2.3;13.7;10.3;2171.0;128.0;774.0;582.0;51.0
334;Vakantiebestemming: buitenland;Accommodatie: particulier (alle);2019;2937.0;17.2;4006.0;0.2;1.4;45.5;2.7;15.5;11.3;41.5;2.4;14.1;10.3;2398.0;141.0;816.0;599.0;53.0
335;Vakantiebestemming: buitenland;Accommodatie: particulier (alle);2020;1859.0;10.8;2354.0;0.1;1.3;25.1;1.5;13.5;10.7;22.8;1.3;12.3;9.7;1062.0;62.0;571.0;451.0;42.0
336;Vakantiebestemming: buitenland;Accommodatie: overig, onbekend;2017;467.0;2.8;526.0;0.0;1.1;5.4;0.3;11.6;10.3;4.9;0.3;10.5;9.3;615.0;37.0;1318.0;1171.0;114.0
337;Vakantiebestemming: buitenland;Accommodatie: overig, onbekend;2018;427.0;2.5;500.0;0.0;1.2;5.8;0.3;13.6;11.6;5.3;0.3;12.4;10.6;656.0;39.0;1535.0;1311.0;113.0
338;Vakantiebestemming: buitenland;Accommodatie: overig, onbekend;2019;524.0;3.1;580.0;0.0;1.1;6.6;0.4;12.5;11.3;6.0;0.4;11.4;10.3;736.0;43.0;1404.0;1270.0;112.0
339;Vakantiebestemming: buitenland;Accommodatie: overig, onbekend;2020;;;;;;;;;;;;;;;;;;
340;Vakantiebestemming: buitenland;Organisatie: eigen recreatieve accom.;2017;597.0;3.5;1290.0;0.1;2.2;19.4;1.2;32.5;15.0;18.1;1.1;30.3;14.0;526.0;31.0;881.0;408.0;27.0
341;Vakantiebestemming: buitenland;Organisatie: eigen recreatieve accom.;2018;640.0;3.8;1236.0;0.1;1.9;18.3;1.1;28.6;14.8;17.1;1.0;26.7;13.8;542.0;32.0;847.0;438.0;30.0
342;Vakantiebestemming: buitenland;Organisatie: eigen recreatieve accom.;2019;440.0;2.6;803.0;0.0;1.8;11.6;0.7;26.4;14.5;10.8;0.6;24.6;13.5;328.0;19.0;745.0;408.0;28.0
343;Vakantiebestemming: buitenland;Organisatie: eigen recreatieve accom.;2020;350.0;2.0;552.0;0.0;1.6;7.2;0.4;20.7;13.1;6.7;0.4;19.1;12.1;181.0;11.0;518.0;329.0;25.0
344;Vakantiebestemming: buitenland;Organisatie: accommodatie en vervoer;2017;5805.0;34.5;8985.0;0.5;1.5;93.3;5.5;16.1;10.4;84.3;5.0;14.5;9.4;9837.0;584.0;1695.0;1095.0;105.0
345;Vakantiebestemming: buitenland;Organisatie: accommodatie en vervoer;2018;6095.0;36.0;9393.0;0.6;1.5;99.4;5.9;16.3;10.6;90.0;5.3;14.8;9.6;10494.0;619.0;1722.0;1117.0;106.0
346;Vakantiebestemming: buitenland;Organisatie: accommodatie en vervoer;2019;6430.0;37.7;10369.0;0.6;1.6;106.8;6.3;16.6;10.3;96.4;5.7;15.0;9.3;11476.0;673.0;1785.0;1107.0;107.0
347;Vakantiebestemming: buitenland;Organisatie: accommodatie en vervoer;2020;3132.0;18.2;4081.0;0.2;1.3;37.9;2.2;12.1;9.3;33.8;2.0;10.8;8.3;4333.0;252.0;1383.0;1062.0;114.0
348;Vakantiebestemming: buitenland;Organisatie: pakketreis;2017;3762.0;22.3;4787.0;0.3;1.3;52.2;3.1;13.9;10.9;47.4;2.8;12.6;9.9;5671.0;337.0;1507.0;1185.0;109.0
349;Vakantiebestemming: buitenland;Organisatie: pakketreis;2018;3871.0;22.8;5028.0;0.3;1.3;53.4;3.2;13.8;10.6;48.4;2.9;12.5;9.6;5968.0;352.0;1542.0;1187.0;112.0
350;Vakantiebestemming: buitenland;Organisatie: pakketreis;2019;4117.0;24.2;5435.0;0.3;1.3;56.9;3.3;13.8;10.5;51.5;3.0;12.5;9.5;6572.0;386.0;1596.0;1209.0;115.0
351;Vakantiebestemming: buitenland;Organisatie: pakketreis;2020;1745.0;10.2;1965.0;0.1;1.1;18.7;1.1;10.7;9.5;16.7;1.0;9.6;8.5;2313.0;135.0;1325.0;1177.0;124.0
352;Vakantiebestemming: buitenland;Organisatie: samengestelde reis;2017;2892.0;17.2;4197.0;0.2;1.5;41.1;2.4;14.2;9.8;36.9;2.2;12.8;8.8;4166.0;247.0;1441.0;992.0;101.0
353;Vakantiebestemming: buitenland;Organisatie: samengestelde reis;2018;3066.0;18.1;4365.0;0.3;1.4;45.9;2.7;15.0;10.5;41.6;2.5;13.6;9.5;4525.0;267.0;1476.0;1037.0;99.0
354;Vakantiebestemming: buitenland;Organisatie: samengestelde reis;2019;3311.0;19.4;4934.0;0.3;1.5;49.8;2.9;15.0;10.1;44.9;2.6;13.6;9.1;4904.0;288.0;1481.0;994.0;98.0
355;Vakantiebestemming: buitenland;Organisatie: samengestelde reis;2020;1682.0;9.8;2116.0;0.1;1.3;19.2;1.1;11.4;9.1;17.1;1.0;10.1;8.1;2020.0;118.0;1200.0;954.0;105.0
356;Vakantiebestemming: buitenland;Organisatie: alleen accommodatie;2017;5162.0;30.7;7130.0;0.4;1.4;69.3;4.1;13.4;9.7;62.2;3.7;12.0;8.7;3708.0;220.0;718.0;520.0;54.0
357;Vakantiebestemming: buitenland;Organisatie: alleen accommodatie;2018;5449.0;32.1;7643.0;0.5;1.4;74.9;4.4;13.7;9.8;67.3;4.0;12.3;8.8;4017.0;237.0;737.0;526.0;54.0
358;Vakantiebestemming: buitenland;Organisatie: alleen accommodatie;2019;5383.0;31.6;7535.0;0.4;1.4;72.0;4.2;13.4;9.6;64.5;3.8;12.0;8.6;4089.0;240.0;760.0;543.0;57.0
359;Vakantiebestemming: buitenland;Organisatie: alleen accommodatie;2020;3680.0;21.4;4764.0;0.3;1.3;40.4;2.4;11.0;8.5;35.6;2.1;9.7;7.5;2022.0;118.0;550.0;425.0;50.0
360;Vakantiebestemming: buitenland;Organisatie: alleen vervoer;2017;1574.0;9.3;1979.0;0.1;1.3;29.6;1.8;18.8;15.0;27.6;1.6;17.6;14.0;1789.0;106.0;1137.0;904.0;60.0
361;Vakantiebestemming: buitenland;Organisatie: alleen vervoer;2018;1399.0;8.3;1740.0;0.1;1.2;24.8;1.5;17.7;14.3;23.1;1.4;16.5;13.3;1552.0;92.0;1109.0;892.0;63.0
362;Vakantiebestemming: buitenland;Organisatie: alleen vervoer;2019;1505.0;8.8;1910.0;0.1;1.3;27.4;1.6;18.2;14.3;25.5;1.5;16.9;13.3;1721.0;101.0;1144.0;901.0;63.0
363;Vakantiebestemming: buitenland;Organisatie: alleen vervoer;2020;787.0;4.6;928.0;0.1;1.2;11.8;0.7;15.0;12.7;10.9;0.6;13.8;11.7;653.0;38.0;829.0;704.0;55.0
364;Vakantiebestemming: buitenland;Organisatie: op de bonnefooi;2017;2120.0;12.6;2700.0;0.2;1.3;35.0;2.1;16.5;12.9;32.3;1.9;15.2;11.9;1291.0;77.0;609.0;478.0;37.0
365;Vakantiebestemming: buitenland;Organisatie: op de bonnefooi;2018;1831.0;10.8;2264.0;0.1;1.2;31.0;1.8;16.9;13.7;28.7;1.7;15.7;12.7;992.0;59.0;542.0;438.0;32.0
366;Vakantiebestemming: buitenland;Organisatie: op de bonnefooi;2019;1823.0;10.7;2308.0;0.1;1.3;31.4;1.8;17.2;13.6;29.1;1.7;15.9;12.6;1112.0;65.0;610.0;482.0;35.0
367;Vakantiebestemming: buitenland;Organisatie: op de bonnefooi;2020;1130.0;6.6;1394.0;0.1;1.2;15.3;0.9;13.5;11.0;13.9;0.8;12.3;10.0;368.0;21.0;325.0;264.0;24.0
368;Vakantiebestemming: buitenland;Reisgezelschap: alleenreizende;2017;877.0;5.2;1296.0;0.1;1.5;15.0;0.9;17.1;11.6;13.7;0.8;15.6;10.6;1287.0;76.0;1467.0;993.0;86.0
369;Vakantiebestemming: buitenland;Reisgezelschap: alleenreizende;2018;1050.0;6.2;1604.0;0.1;1.5;18.5;1.1;17.7;11.6;16.9;1.0;16.1;10.6;1759.0;104.0;1674.0;1097.0;95.0
370;Vakantiebestemming: buitenland;Reisgezelschap: alleenreizende;2019;1034.0;6.1;1655.0;0.1;1.6;19.2;1.1;18.6;11.6;17.6;1.0;17.0;10.6;1827.0;107.0;1768.0;1104.0;95.0
371;Vakantiebestemming: buitenland;Reisgezelschap: alleenreizende;2020;627.0;3.7;856.0;0.0;1.4;8.9;0.5;14.2;10.4;8.1;0.5;12.9;9.4;803.0;47.0;1282.0;939.0;90.0
372;Vakantiebestemming: buitenland;Reisgezelschap: paar zonder kinderen;2017;4342.0;25.8;7924.0;0.5;1.8;98.3;5.8;22.6;12.4;90.4;5.4;20.8;11.4;7304.0;434.0;1682.0;922.0;74.0
373;Vakantiebestemming: buitenland;Reisgezelschap: paar zonder kinderen;2018;4166.0;24.6;7325.0;0.4;1.8;91.5;5.4;22.0;12.5;84.2;5.0;20.2;11.5;6644.0;392.0;1595.0;907.0;73.0
374;Vakantiebestemming: buitenland;Reisgezelschap: paar zonder kinderen;2019;4341.0;25.5;7778.0;0.5;1.8;94.1;5.5;21.7;12.1;86.3;5.1;19.9;11.1;7403.0;434.0;1705.0;952.0;79.0
375;Vakantiebestemming: buitenland;Reisgezelschap: paar zonder kinderen;2020;2571.0;15.0;3850.0;0.2;1.5;40.4;2.4;15.7;10.5;36.6;2.1;14.2;9.5;2866.0;167.0;1115.0;744.0;71.0
376;Vakantiebestemming: buitenland;Reisgezelschap: volwassene en kind(eren);2017;4487.0;26.6;7108.0;0.4;1.6;82.1;4.9;18.3;11.5;75.0;4.5;16.7;10.5;4148.0;246.0;924.0;584.0;51.0
377;Vakantiebestemming: buitenland;Reisgezelschap: volwassene en kind(eren);2018;4454.0;26.3;7349.0;0.4;1.7;85.0;5.0;19.1;11.6;77.7;4.6;17.4;10.6;4511.0;266.0;1013.0;614.0;53.0
378;Vakantiebestemming: buitenland;Reisgezelschap: volwassene en kind(eren);2019;4352.0;25.5;6952.0;0.4;1.6;79.6;4.7;18.3;11.5;72.7;4.3;16.7;10.5;4405.0;258.0;1012.0;634.0;55.0
379;Vakantiebestemming: buitenland;Reisgezelschap: volwassene en kind(eren);2020;2669.0;15.5;3687.0;0.2;1.4;37.1;2.2;13.9;10.1;33.4;1.9;12.5;9.1;1844.0;107.0;691.0;500.0;50.0
380;Vakantiebestemming: buitenland;Reisgezelschap: familie, anderen;2017;2531.0;15.0;3369.0;0.2;1.3;32.6;1.9;12.9;9.7;29.2;1.7;11.5;8.7;2622.0;156.0;1036.0;778.0;81.0
381;Vakantiebestemming: buitenland;Reisgezelschap: familie, anderen;2018;2596.0;15.3;3434.0;0.2;1.3;32.8;1.9;12.6;9.5;29.3;1.7;11.3;8.5;2572.0;152.0;990.0;749.0;78.0
382;Vakantiebestemming: buitenland;Reisgezelschap: familie, anderen;2019;2743.0;16.1;3641.0;0.2;1.3;33.2;1.9;12.1;9.1;29.6;1.7;10.8;8.1;2710.0;159.0;988.0;744.0;82.0
383;Vakantiebestemming: buitenland;Reisgezelschap: familie, anderen;2020;1545.0;9.0;1834.0;0.1;1.2;15.1;0.9;9.8;8.3;13.3;0.8;8.6;7.3;1098.0;64.0;711.0;599.0;73.0
384;Vakantiebestemming: buitenland;Reisgezelschap: vrienden, bekenden, e.a.;2017;1736.0;10.3;2388.0;0.1;1.4;18.6;1.1;10.7;7.8;16.2;1.0;9.4;6.8;1791.0;106.0;1032.0;750.0;96.0
385;Vakantiebestemming: buitenland;Reisgezelschap: vrienden, bekenden, e.a.;2018;1798.0;10.6;2564.0;0.2;1.4;20.5;1.2;11.4;8.0;17.9;1.1;10.0;7.0;2112.0;125.0;1174.0;823.0;103.0
386;Vakantiebestemming: buitenland;Reisgezelschap: vrienden, bekenden, e.a.;2019;2018.0;11.8;2900.0;0.2;1.4;23.0;1.4;11.4;7.9;20.1;1.2;10.0;6.9;2380.0;140.0;1179.0;821.0;103.0
387;Vakantiebestemming: buitenland;Reisgezelschap: vrienden, bekenden, e.a.;2020;1174.0;6.8;1492.0;0.1;1.3;11.0;0.6;9.4;7.4;9.5;0.6;8.1;6.4;944.0;55.0;804.0;633.0;86.0
