ID;Waterschappen;Perioden;WatersysteemheffingIngezetenen_1;WatersysteemheffingOngebouwd_2;WatersysteemheffingNatuur_3;WatersysteemheffingGebouwd_4;HeffingWegenbeheerIngezetenen_5;HeffingWegenbeheerOngebouwd_6;HeffingWegenbeheerNatuur_7;HeffingWegenbeheerGebouwd_8;NietTaakgebondenHeffingIngezetenen_9;NietTaakgebondenHeffingOngebouwd_10;NietTaakgebondenHeffingNatuur_11;NietTaakgebondenHeffingGebouwd_12;Zuiveringsheffing_13;Verontreinigingsheffing_14
18;Waterschap Rijn en IJssel (WS);2010;33.93;30.9;1.31;0.0249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.74;40.74
19;Waterschap Rijn en IJssel (WS);2011;34.44;30.88;1.33;0.02525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.74;40.74
20;Waterschap Rijn en IJssel (WS);2012;35.98;32.24;1.38;0.02634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.76;41.76
21;Waterschap Rijn en IJssel (WS);2013;37.6;33.69;1.44;0.0275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.43;43.43
22;Waterschap Rijn en IJssel (WS);2014;44.8;47.14;2.87;0.02974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.17;45.17
23;Waterschap Rijn en IJssel (WS);2015;46.59;47.72;2.98;0.03092;0.0;0.0;0.0;0.0;;;;;46.98;46.98
24;Waterschap Rijn en IJssel (WS);2016;47.99;49.37;3.07;0.03183;0.0;0.0;0.0;0.0;;;;;48.39;48.39
25;Waterschap Rijn en IJssel (WS);2017;57.74;53.72;3.23;0.02851;0.0;0.0;0.0;0.0;;;;;48.89;48.89
26;Waterschap Rijn en IJssel (WS);2018;59.47;55.18;3.33;0.02933;0.0;0.0;0.0;0.0;;;;;50.36;50.36
27;Waterschap Rijn en IJssel (WS);2019;61.25;56.89;3.43;0.03023;0.0;0.0;0.0;0.0;;;;;51.87;51.87
28;Waterschap Rijn en IJssel (WS);2020;63.09;56.84;3.53;0.03113;0.0;0.0;0.0;0.0;;;;;53.43;53.43
29;Waterschap Rijn en IJssel (WS);2021;64.93;58.5;3.64;0.03202;0.0;0.0;0.0;0.0;;;;;55.76;55.76
30;Waterschap Rijn en IJssel (WS);2022;76.54;55.67;5.17;0.03196;0.0;0.0;0.0;0.0;;;;;58.61;58.61
31;Waterschap Rijn en IJssel (WS);2023;79.91;58.74;5.36;0.03362;;;;;;;;;62.76;62.76
32;Waterschap Rijn en IJssel (WS);2024;83.27;61.19;5.59;0.03502;;;;;;;;;65.4;65.4
33;Waterschap Rijn en IJssel (WS);2025;86.6;63.65;5.81;0.03642;;;;;;;;;68.02;68.02
34;Waterschap Veluwe (WS);2009;43.13;48.3;1.57;0.0223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.72;42.72
35;Waterschap Veluwe (WS);2010;41.73;48.3;1.57;0.02187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.72;42.72
36;Waterschap Veluwe (WS);2011;42.79;49.75;1.62;0.02235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;44.0
37;Waterschap Veluwe (WS);2012;42.79;49.75;1.62;0.02235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.32;45.32
38;Waterschap Veluwe (WS);2013;;;;;;;;;;;;;;
39;Waterschap Veluwe (WS);2014;;;;;;;;;;;;;;
40;Waterschap Veluwe (WS);2015;;;;;;;;;;;;;;
41;Waterschap Veluwe (WS);2016;;;;;;;;;;;;;;
42;Waterschap Veluwe (WS);2017;;;;;;;;;;;;;;
43;Waterschap Veluwe (WS);2018;;;;;;;;;;;;;;
44;Waterschap Veluwe (WS);2019;;;;;;;;;;;;;;
45;Waterschap Veluwe (WS);2020;;;;;;;;;;;;;;
46;Waterschap Veluwe (WS);2021;;;;;;;;;;;;;;
47;Waterschap Veluwe (WS);2022;;;;;;;;;;;;;;
48;Waterschap Veluwe (WS);2023;;;;;;;;;;;;;;
49;Waterschap Veluwe (WS);2024;;;;;;;;;;;;;;
50;Waterschap Veluwe (WS);2025;;;;;;;;;;;;;;
51;Waterschap Vallei & Eem (WS);2009;34.86;27.69;1.2;0.0128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.08;0.0
52;Waterschap Vallei & Eem (WS);2010;36.57;29.18;1.26;0.0128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.25;45.25
53;Waterschap Vallei & Eem (WS);2011;37.09;30.53;1.26;0.0128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.68;46.68
54;Waterschap Vallei & Eem (WS);2012;38.12;31.53;1.32;0.01341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.64;0.0
55;Waterschap Vallei & Eem (WS);2013;;;;;;;;;;;;;;
56;Waterschap Vallei & Eem (WS);2014;;;;;;;;;;;;;;
57;Waterschap Vallei & Eem (WS);2015;;;;;;;;;;;;;;
58;Waterschap Vallei & Eem (WS);2016;;;;;;;;;;;;;;
59;Waterschap Vallei & Eem (WS);2017;;;;;;;;;;;;;;
60;Waterschap Vallei & Eem (WS);2018;;;;;;;;;;;;;;
61;Waterschap Vallei & Eem (WS);2019;;;;;;;;;;;;;;
62;Waterschap Vallei & Eem (WS);2020;;;;;;;;;;;;;;
63;Waterschap Vallei & Eem (WS);2021;;;;;;;;;;;;;;
64;Waterschap Vallei & Eem (WS);2022;;;;;;;;;;;;;;
65;Waterschap Vallei & Eem (WS);2023;;;;;;;;;;;;;;
66;Waterschap Vallei & Eem (WS);2024;;;;;;;;;;;;;;
67;Waterschap Vallei & Eem (WS);2025;;;;;;;;;;;;;;
68;Hhs Amstel, Gooi en Vecht (WS);2009;75.9;44.35;0.41;0.01038;0.0;0.0;0.0;0.0;2.93;4.72;4.73;0.00195;51.96;51.96
69;Hhs Amstel, Gooi en Vecht (WS);2010;81.33;51.5;5.58;0.01278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.04;53.04
70;Hhs Amstel, Gooi en Vecht (WS);2011;84.89;54.28;5.67;0.01357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;54.0
71;Hhs Amstel, Gooi en Vecht (WS);2012;89.16;57.59;5.64;0.01439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.48;54.48
72;Hhs Amstel, Gooi en Vecht (WS);2013;93.24;60.69;6.08;0.01556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;54.0
73;Hhs Amstel, Gooi en Vecht (WS);2014;98.65;83.47;2.98;0.01685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;54.0
74;Hhs Amstel, Gooi en Vecht (WS);2015;102.88;87.53;2.87;0.01709;0.0;0.0;0.0;0.0;;;;;53.76;53.76
75;Hhs Amstel, Gooi en Vecht (WS);2016;105.43;97.61;2.02;0.01663;0.0;0.0;0.0;0.0;;;;;53.11;53.11
76;Hhs Amstel, Gooi en Vecht (WS);2017;;;;;;;;;;;;;;
77;Hhs Amstel, Gooi en Vecht (WS);2018;;;;;;;;;;;;;;
78;Hhs Amstel, Gooi en Vecht (WS);2019;;;;;;;;;;;;;;
79;Hhs Amstel, Gooi en Vecht (WS);2020;;;;;;;;;;;;;;
80;Hhs Amstel, Gooi en Vecht (WS);2021;;;;;;;;;;;;;;
81;Hhs Amstel, Gooi en Vecht (WS);2022;;;;;;;;;;;;;;
82;Hhs Amstel, Gooi en Vecht (WS);2023;;;;;;;;;;;;;;
83;Hhs Amstel, Gooi en Vecht (WS);2024;;;;;;;;;;;;;;
84;Hhs Amstel, Gooi en Vecht (WS);2025;;;;;;;;;;;;;;
85;Waterschap Regge & Dinkel (WS);2009;42.49;45.48;2.17;0.0306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.66;45.66
86;Waterschap Regge & Dinkel (WS);2010;44.17;47.92;2.2;0.0317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.66;45.66
87;Waterschap Regge & Dinkel (WS);2011;45.83;49.12;2.38;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.66;45.66
88;Waterschap Regge & Dinkel (WS);2012;47.51;50.77;2.84;0.0343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.01;46.01
89;Waterschap Regge & Dinkel (WS);2013;50.13;52.3;3.36;0.0367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.51;47.51
90;Waterschap Regge & Dinkel (WS);2014;;;;;;;;;;;;;;
91;Waterschap Regge & Dinkel (WS);2015;;;;;;;;;;;;;;
92;Waterschap Regge & Dinkel (WS);2016;;;;;;;;;;;;;;
93;Waterschap Regge & Dinkel (WS);2017;;;;;;;;;;;;;;
94;Waterschap Regge & Dinkel (WS);2018;;;;;;;;;;;;;;
95;Waterschap Regge & Dinkel (WS);2019;;;;;;;;;;;;;;
96;Waterschap Regge & Dinkel (WS);2020;;;;;;;;;;;;;;
97;Waterschap Regge & Dinkel (WS);2021;;;;;;;;;;;;;;
98;Waterschap Regge & Dinkel (WS);2022;;;;;;;;;;;;;;
99;Waterschap Regge & Dinkel (WS);2023;;;;;;;;;;;;;;
100;Waterschap Regge & Dinkel (WS);2024;;;;;;;;;;;;;;
101;Waterschap Regge & Dinkel (WS);2025;;;;;;;;;;;;;;
102;Hoogheemraadschap van Delfland (WS);2009;89.84;171.7;2.87;0.01612;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.00118;65.06;65.06
103;Hoogheemraadschap van Delfland (WS);2010;98.37;181.29;3.41;0.01639;0.0;0.0;0.0;0.0;1.29;0.0;0.0;0.00111;71.81;71.81
104;Hoogheemraadschap van Delfland (WS);2011;105.14;177.63;6.15;0.01787;0.0;0.0;0.0;0.0;1.28;0.0;0.0;0.00123;78.34;78.34
105;Hoogheemraadschap van Delfland (WS);2012;113.4;147.41;6.59;0.0204;0.0;0.0;0.0;0.0;1.27;0.0;0.0;0.00126;85.14;85.14
106;Hoogheemraadschap van Delfland (WS);2013;116.69;205.86;4.59;0.0205;0.0;0.0;0.0;0.0;1.25;0.0;0.0;0.0013;89.4;89.4
107;Hoogheemraadschap van Delfland (WS);2014;113.51;180.88;4.22;0.0246;0.0;0.0;0.0;0.0;0.93;0.0;0.0;0.00121;92.08;92.08
108;Hoogheemraadschap van Delfland (WS);2015;116.16;183.85;4.28;0.027;0.0;0.0;0.0;0.0;;;;;94.38;94.38
109;Hoogheemraadschap van Delfland (WS);2016;117.9;179.28;3.69;0.0274;0.0;0.0;0.0;0.0;;;;;94.45;94.45
110;Hoogheemraadschap van Delfland (WS);2017;119.67;180.8;4.44;0.0273;0.0;0.0;0.0;0.0;;;;;93.5;93.5
111;Hoogheemraadschap van Delfland (WS);2018;121.47;176.34;4.52;0.0264;0.0;0.0;0.0;0.0;;;;;93.5;93.5
112;Hoogheemraadschap van Delfland (WS);2019;123.29;178.18;4.56;0.0251;0.0;0.0;0.0;0.0;;;;;93.5;93.5
113;Hoogheemraadschap van Delfland (WS);2020;123.29;178.18;4.56;0.0233;0.0;0.0;0.0;0.0;;;;;93.5;93.5
114;Hoogheemraadschap van Delfland (WS);2021;123.29;178.18;4.56;0.0198;0.0;0.0;0.0;0.0;;;;;93.5;93.5
115;Hoogheemraadschap van Delfland (WS);2022;116.88;181.97;4.4;0.0276;0.0;0.0;0.0;0.0;;;;;83.75;83.75
116;Hoogheemraadschap van Delfland (WS);2023;120.68;183.49;4.4;0.0245;;;;;;;;;98.92;98.92
117;Hoogheemraadschap van Delfland (WS);2024;133.39;192.26;4.53;0.0241;;;;;;;;;106.04;106.04
118;Hoogheemraadschap van Delfland (WS);2025;134.94;195.48;4.6;0.0267;;;;;;;;;107.55;107.55
119;Waterschap Zeeuws-Vlaanderen (WS);2009;85.49;59.83;4.37;0.0732;0.0;0.0;0.0;0.0;6.48;2.93;2.93;0.0043;55.0;55.0
120;Waterschap Zeeuws-Vlaanderen (WS);2010;87.19;59.95;3.58;0.07306;0.0;0.0;0.0;0.0;4.81;2.81;2.81;0.00443;55.0;55.0
121;Waterschap Zeeuws-Vlaanderen (WS);2011;;;;;;;;;;;;;;
122;Waterschap Zeeuws-Vlaanderen (WS);2012;;;;;;;;;;;;;;
123;Waterschap Zeeuws-Vlaanderen (WS);2013;;;;;;;;;;;;;;
124;Waterschap Zeeuws-Vlaanderen (WS);2014;;;;;;;;;;;;;;
125;Waterschap Zeeuws-Vlaanderen (WS);2015;;;;;;;;;;;;;;
126;Waterschap Zeeuws-Vlaanderen (WS);2016;;;;;;;;;;;;;;
127;Waterschap Zeeuws-Vlaanderen (WS);2017;;;;;;;;;;;;;;
128;Waterschap Zeeuws-Vlaanderen (WS);2018;;;;;;;;;;;;;;
129;Waterschap Zeeuws-Vlaanderen (WS);2019;;;;;;;;;;;;;;
130;Waterschap Zeeuws-Vlaanderen (WS);2020;;;;;;;;;;;;;;
131;Waterschap Zeeuws-Vlaanderen (WS);2021;;;;;;;;;;;;;;
132;Waterschap Zeeuws-Vlaanderen (WS);2022;;;;;;;;;;;;;;
133;Waterschap Zeeuws-Vlaanderen (WS);2023;;;;;;;;;;;;;;
134;Waterschap Zeeuws-Vlaanderen (WS);2024;;;;;;;;;;;;;;
135;Waterschap Zeeuws-Vlaanderen (WS);2025;;;;;;;;;;;;;;
136;Waterschap Zeeuwse Eilanden (WS);2009;79.19;59.22;3.58;0.04799;0.0;0.0;0.0;0.0;1.6;0.49;0.08;0.00179;52.62;52.62
137;Waterschap Zeeuwse Eilanden (WS);2010;78.85;59.31;3.58;0.05167;0.0;0.0;0.0;0.0;1.94;0.4;0.08;0.00193;52.62;52.62
138;Waterschap Zeeuwse Eilanden (WS);2011;;;;;;;;;;;;;;
139;Waterschap Zeeuwse Eilanden (WS);2012;;;;;;;;;;;;;;
140;Waterschap Zeeuwse Eilanden (WS);2013;;;;;;;;;;;;;;
141;Waterschap Zeeuwse Eilanden (WS);2014;;;;;;;;;;;;;;
142;Waterschap Zeeuwse Eilanden (WS);2015;;;;;;;;;;;;;;
143;Waterschap Zeeuwse Eilanden (WS);2016;;;;;;;;;;;;;;
144;Waterschap Zeeuwse Eilanden (WS);2017;;;;;;;;;;;;;;
145;Waterschap Zeeuwse Eilanden (WS);2018;;;;;;;;;;;;;;
146;Waterschap Zeeuwse Eilanden (WS);2019;;;;;;;;;;;;;;
147;Waterschap Zeeuwse Eilanden (WS);2020;;;;;;;;;;;;;;
148;Waterschap Zeeuwse Eilanden (WS);2021;;;;;;;;;;;;;;
149;Waterschap Zeeuwse Eilanden (WS);2022;;;;;;;;;;;;;;
150;Waterschap Zeeuwse Eilanden (WS);2023;;;;;;;;;;;;;;
151;Waterschap Zeeuwse Eilanden (WS);2024;;;;;;;;;;;;;;
152;Waterschap Zeeuwse Eilanden (WS);2025;;;;;;;;;;;;;;
153;Waterschap De Dommel (WS);2009;26.52;24.2;0.93;0.0111;0.0;0.0;0.0;0.0;0.88;0.0;0.0;0.00082;42.24;42.24
154;Waterschap De Dommel (WS);2010;28.3;24.55;0.95;0.01228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.2;43.2
155;Waterschap De Dommel (WS);2011;28.5;26.03;0.99;0.01252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.52;44.52
156;Waterschap De Dommel (WS);2012;31.8;30.19;1.15;0.01464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.48;45.48
157;Waterschap De Dommel (WS);2013;34.5;35.01;1.33;0.01647;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.44;46.44
158;Waterschap De Dommel (WS);2014;35.7;37.46;1.49;0.01812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.12;48.12
159;Waterschap De Dommel (WS);2015;37.1;40.27;1.58;0.01957;0.0;0.0;0.0;0.0;;;;;49.32;49.32
160;Waterschap De Dommel (WS);2016;37.9;46.99;1.63;0.02035;0.0;0.0;0.0;0.0;;;;;49.32;49.32
161;Waterschap De Dommel (WS);2017;39.2;48.36;1.67;0.02066;0.0;0.0;0.0;0.0;;;;;48.48;48.48
162;Waterschap De Dommel (WS);2018;41.0;51.06;1.76;0.02117;0.0;0.0;0.0;0.0;;;;;48.48;48.48
163;Waterschap De Dommel (WS);2019;42.7;55.68;2.26;0.02117;0.0;0.0;0.0;0.0;;;;;48.72;48.72
164;Waterschap De Dommel (WS);2020;43.6;58.32;2.9;0.02069;0.0;0.0;0.0;0.0;;;;;49.56;49.56
165;Waterschap De Dommel (WS);2021;43.9;64.15;3.0;0.01971;0.0;0.0;0.0;0.0;;;;;51.24;51.24
166;Waterschap De Dommel (WS);2022;47.8;66.06;3.24;0.01927;0.0;0.0;0.0;0.0;;;;;53.04;53.04
167;Waterschap De Dommel (WS);2023;50.2;69.03;3.43;0.01879;;;;;;;;;56.28;56.28
168;Waterschap De Dommel (WS);2024;53.7;67.26;3.74;0.01888;;;;;;;;;64.68;64.68
169;Waterschap De Dommel (WS);2025;56.9;70.96;3.98;0.01865;;;;;;;;;74.76;74.76
170;Waterschap Roer en Overmaas (WS);2009;31.24;32.42;1.55;0.01606;0.0;0.0;0.0;0.0;2.05;0.64;0.64;0.00234;49.3;49.3
171;Waterschap Roer en Overmaas (WS);2010;32.44;33.11;1.17;0.01694;0.0;0.0;0.0;0.0;2.1;0.6;0.6;0.00236;49.13;49.13
172;Waterschap Roer en Overmaas (WS);2011;33.39;35.92;1.49;0.01757;0.0;0.0;0.0;0.0;2.15;0.0;0.83;0.00233;49.12;49.12
173;Waterschap Roer en Overmaas (WS);2012;33.17;36.35;1.5;0.01805;0.0;0.0;0.0;0.0;2.78;0.0;0.84;0.00234;49.73;49.73
174;Waterschap Roer en Overmaas (WS);2013;33.21;37.76;1.51;0.01808;0.0;0.0;0.0;0.0;2.47;0.85;0.85;0.00203;49.73;49.73
175;Waterschap Roer en Overmaas (WS);2014;33.35;37.63;1.56;0.0189;0.0;0.0;0.0;0.0;2.58;0.87;0.86;0.0019;48.52;48.52
176;Waterschap Roer en Overmaas (WS);2015;37.92;41.55;2.22;0.0217;0.0;0.0;0.0;0.0;;;;;47.45;47.45
177;Waterschap Roer en Overmaas (WS);2016;39.23;42.46;2.24;0.0216;0.0;0.0;0.0;0.0;;;;;46.59;46.59
178;Waterschap Roer en Overmaas (WS);2017;;;;;;;;;;;;;;
179;Waterschap Roer en Overmaas (WS);2018;;;;;;;;;;;;;;
180;Waterschap Roer en Overmaas (WS);2019;;;;;;;;;;;;;;
181;Waterschap Roer en Overmaas (WS);2020;;;;;;;;;;;;;;
182;Waterschap Roer en Overmaas (WS);2021;;;;;;;;;;;;;;
183;Waterschap Roer en Overmaas (WS);2022;;;;;;;;;;;;;;
184;Waterschap Roer en Overmaas (WS);2023;;;;;;;;;;;;;;
185;Waterschap Roer en Overmaas (WS);2024;;;;;;;;;;;;;;
186;Waterschap Roer en Overmaas (WS);2025;;;;;;;;;;;;;;
187;Hoogheemraadschap van Rijnland (WS);2009;57.66;46.91;3.31;0.01219;0.0;0.0;0.0;0.0;3.69;1.69;0.69;0.00181;43.5;43.5
188;Hoogheemraadschap van Rijnland (WS);2010;64.47;57.94;3.31;0.01372;0.0;0.0;0.0;0.0;3.28;1.6;0.69;0.00176;47.0;47.0
189;Hoogheemraadschap van Rijnland (WS);2011;73.76;65.09;3.46;0.01302;0.0;0.0;0.0;0.0;3.24;1.15;0.54;0.00148;50.3;50.3
190;Hoogheemraadschap van Rijnland (WS);2012;83.12;76.11;3.49;0.01401;0.0;0.0;0.0;0.0;3.08;1.1;0.51;0.00149;53.0;53.0
191;Hoogheemraadschap van Rijnland (WS);2013;88.13;80.06;3.48;0.01596;0.0;0.0;0.0;0.0;2.27;1.13;0.52;0.00158;52.38;52.38
192;Hoogheemraadschap van Rijnland (WS);2014;95.56;81.02;3.51;0.0198;0.0;0.0;0.0;0.0;2.07;1.06;0.49;0.00166;51.38;51.38
193;Hoogheemraadschap van Rijnland (WS);2015;102.91;104.34;4.0;0.0277;0.0;0.0;0.0;0.0;;;;;47.25;47.25
194;Hoogheemraadschap van Rijnland (WS);2016;102.31;107.6;4.0;0.02795;0.0;0.0;0.0;0.0;;;;;52.8;52.8
195;Hoogheemraadschap van Rijnland (WS);2017;105.0;113.54;4.0;0.02793;0.0;0.0;0.0;0.0;;;;;56.3;56.3
196;Hoogheemraadschap van Rijnland (WS);2018;105.4;119.04;4.0;0.0267;0.0;0.0;0.0;0.0;;;;;57.1;57.1
197;Hoogheemraadschap van Rijnland (WS);2019;105.4;119.6;4.0;0.0242;0.0;0.0;0.0;0.0;;;;;58.1;58.1
198;Hoogheemraadschap van Rijnland (WS);2020;105.6;121.99;4.0;0.02266;0.0;0.0;0.0;0.0;;;;;61.3;61.3
199;Hoogheemraadschap van Rijnland (WS);2021;109.0;127.6;4.0;0.0217;0.0;0.0;0.0;0.0;;;;;64.6;64.6
200;Hoogheemraadschap van Rijnland (WS);2022;110.0;128.68;4.0;0.02081;0.0;0.0;0.0;0.0;;;;;65.85;65.85
201;Hoogheemraadschap van Rijnland (WS);2023;113.9;133.72;4.0;0.0194;;;;;;;;;68.95;68.95
202;Hoogheemraadschap van Rijnland (WS);2024;128.23;147.24;4.4;0.0212;;;;;;;;;80.03;80.03
203;Hoogheemraadschap van Rijnland (WS);2025;134.64;176.78;5.06;0.02309;;;;;;;;;95.24;95.24
204;Waterschap Rivierenland (WS);2009;62.66;53.63;2.24;0.03029;37.74;7.64;0.84;0.01176;0.0;0.0;0.0;0.0;51.51;51.51
205;Waterschap Rivierenland (WS);2010;64.88;55.2;2.3;0.03116;39.06;7.87;0.87;0.01211;0.0;0.0;0.0;0.0;53.06;53.06
206;Waterschap Rivierenland (WS);2011;68.96;59.84;2.95;0.03449;39.79;8.07;0.94;0.01284;0.0;0.0;0.0;0.0;52.09;52.09
207;Waterschap Rivierenland (WS);2012;70.51;62.43;3.86;0.03494;39.39;8.2;0.98;0.01241;0.0;0.0;0.0;0.0;52.28;52.28
208;Waterschap Rivierenland (WS);2013;72.43;65.15;3.29;0.03718;39.01;8.2;1.02;0.01265;0.0;0.0;0.0;0.0;52.75;52.75
209;Waterschap Rivierenland (WS);2014;75.69;73.42;3.95;0.04068;39.35;10.54;1.23;0.01286;0.0;0.0;0.0;0.0;54.02;54.02
210;Waterschap Rivierenland (WS);2015;78.56;77.76;4.13;0.04369;39.51;10.93;1.28;0.0136;;;;;54.67;54.67
211;Waterschap Rivierenland (WS);2016;81.14;87.01;1.64;0.04522;40.07;10.7;0.44;0.01359;;;;;54.62;54.62
212;Waterschap Rivierenland (WS);2017;83.81;91.01;1.71;0.0454;40.79;11.03;0.45;0.01335;;;;;53.98;53.98
213;Waterschap Rivierenland (WS);2018;86.58;97.21;1.58;0.0465;41.45;11.8;0.49;0.01348;;;;;53.74;53.74
214;Waterschap Rivierenland (WS);2019;99.9;108.67;5.71;0.04304;42.79;12.94;1.7;0.01325;;;;;54.0;54.0
215;Waterschap Rivierenland (WS);2020;110.33;102.48;5.57;0.04447;46.32;13.21;1.56;0.01343;;;;;54.98;54.98
216;Waterschap Rivierenland (WS);2021;113.96;106.06;5.76;0.04287;47.48;13.61;1.61;0.01;;;;;56.67;56.67
217;Waterschap Rivierenland (WS);2022;117.96;110.31;5.81;0.03963;49.13;14.13;1.69;0.01177;;;;;59.39;59.39
218;Waterschap Rivierenland (WS);2023;123.46;120.23;6.27;0.0368;49.07;14.99;1.81;0.01049;;;;;65.68;65.68
219;Waterschap Rivierenland (WS);2024;134.64;129.71;6.71;0.03648;51.08;15.83;1.87;0.01047;;;;;68.51;68.51
220;Waterschap Rivierenland (WS);2025;141.9;136.8;7.06;0.03599;54.09;16.78;1.99;0.01053;;;;;70.35;70.35
221;Hhs De Stichtse Rijnlanden (WS);2009;62.25;60.68;4.6;0.0224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.72;54.72
222;Hhs De Stichtse Rijnlanden (WS);2010;65.76;60.68;4.6;0.0234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.94;53.94
223;Hhs De Stichtse Rijnlanden (WS);2011;65.76;60.68;4.6;0.0234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.66;0.0
224;Hhs De Stichtse Rijnlanden (WS);2012;65.76;60.68;4.6;0.0234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.66;0.0
225;Hhs De Stichtse Rijnlanden (WS);2013;63.79;63.68;4.83;0.0227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.44;57.44
226;Hhs De Stichtse Rijnlanden (WS);2014;65.7;65.91;5.0;0.0242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.45;59.45
227;Hhs De Stichtse Rijnlanden (WS);2015;67.66;71.71;5.17;0.0264;0.0;0.0;0.0;0.0;;;;;60.94;60.94
228;Hhs De Stichtse Rijnlanden (WS);2016;68.8;81.44;4.77;0.0265;0.0;0.0;0.0;0.0;;;;;62.15;62.15
229;Hhs De Stichtse Rijnlanden (WS);2017;70.23;80.9;5.47;0.0262;0.0;0.0;0.0;0.0;;;;;64.08;64.08
