ID;Waterschappen;Perioden;WatersysteemheffingIngezetenen_1;WatersysteemheffingOngebouwd_2;WatersysteemheffingNatuur_3;WatersysteemheffingGebouwd_4;HeffingWegenbeheerIngezetenen_5;HeffingWegenbeheerOngebouwd_6;HeffingWegenbeheerNatuur_7;HeffingWegenbeheerGebouwd_8;NietTaakgebondenHeffingIngezetenen_9;NietTaakgebondenHeffingOngebouwd_10;NietTaakgebondenHeffingNatuur_11;NietTaakgebondenHeffingGebouwd_12;Zuiveringsheffing_13;Verontreinigingsheffing_14
436;Hhs van Schieland en Krimpenerwaard (WS);2020;106.38;103.88;3.3;0.0236;43.54;34.39;34.39;0.02407;;;;;50.01;50.01
437;Hhs van Schieland en Krimpenerwaard (WS);2021;107.88;106.31;3.29;0.0216;44.27;35.08;35.08;0.02;;;;;51.26;51.26
438;Hhs van Schieland en Krimpenerwaard (WS);2022;109.79;109.39;3.5;0.01998;46.61;37.44;37.44;0.0225;;;;;51.65;51.65
439;Hhs van Schieland en Krimpenerwaard (WS);2023;121.8;123.65;3.94;0.01945;50.73;40.53;40.53;0.0207;;;;;66.62;66.62
440;Hhs van Schieland en Krimpenerwaard (WS);2024;129.88;101.65;2.18;0.02358;56.22;31.67;31.67;0.0226;;;;;71.29;71.29
441;Hhs van Schieland en Krimpenerwaard (WS);2025;147.96;118.07;2.53;0.022;61.02;34.37;34.37;0.025;;;;;74.85;74.85
442;Waterschap Scheldestromen (WS);2009;;;;;;;;;;;;;;
443;Waterschap Scheldestromen (WS);2010;;;;;;;;;;;;;;
444;Waterschap Scheldestromen (WS);2011;79.07;58.77;3.86;0.04979;0.0;0.0;0.0;0.0;1.72;0.94;0.99;0.00181;52.36;52.36
445;Waterschap Scheldestromen (WS);2012;79.11;58.65;3.82;0.0517;0.0;0.0;0.0;0.0;1.68;1.06;1.11;0.002;53.13;53.13
446;Waterschap Scheldestromen (WS);2013;81.0;61.5;4.05;0.05481;0.0;0.0;0.0;0.0;1.14;0.96;0.88;0.00182;53.13;53.13
447;Waterschap Scheldestromen (WS);2014;81.97;60.68;3.94;0.05625;0.0;0.0;0.0;0.0;0.17;0.86;0.92;0.00184;54.18;54.18
448;Waterschap Scheldestromen (WS);2015;83.76;63.42;5.09;0.06107;0.0;0.0;0.0;0.0;;;;;55.55;55.55
449;Waterschap Scheldestromen (WS);2016;94.34;72.6;7.85;0.05815;0.0;0.0;0.0;0.0;;;;;55.72;55.72
450;Waterschap Scheldestromen (WS);2017;99.58;75.12;8.16;0.0584;0.0;0.0;0.0;0.0;;;;;57.61;57.61
451;Waterschap Scheldestromen (WS);2018;105.22;77.35;7.69;0.0583;0.0;0.0;0.0;0.0;;;;;58.26;58.26
452;Waterschap Scheldestromen (WS);2019;107.85;79.89;7.94;0.0566;0.0;0.0;0.0;0.0;;;;;59.97;59.97
453;Waterschap Scheldestromen (WS);2020;112.24;85.35;8.18;0.05589;0.0;0.0;0.0;0.0;;;;;62.36;62.36
454;Waterschap Scheldestromen (WS);2021;115.0;77.68;9.5;0.05745;0.0;0.0;0.0;0.0;;;;;64.89;64.89
455;Waterschap Scheldestromen (WS);2022;122.83;83.3;10.25;0.05677;0.0;0.0;0.0;0.0;;;;;67.82;67.82
456;Waterschap Scheldestromen (WS);2023;134.96;91.53;10.87;0.05423;;;;;;;;;72.08;72.08
457;Waterschap Scheldestromen (WS);2024;141.6;97.34;10.78;0.05246;;;;;;;;;78.28;78.28
458;Waterschap Scheldestromen (WS);2025;146.32;102.72;11.06;0.05246;;;;;;;;;89.21;89.21
459;Waterschap Vallei en Veluwe (WS);2009;;;;;;;;;;;;;;
460;Waterschap Vallei en Veluwe (WS);2010;;;;;;;;;;;;;;
461;Waterschap Vallei en Veluwe (WS);2011;;;;;;;;;;;;;;
462;Waterschap Vallei en Veluwe (WS);2012;;;;;;;;;;;;;;
463;Waterschap Vallei en Veluwe (WS);2013;45.49;39.48;1.88;0.0177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.54;48.54
464;Waterschap Vallei en Veluwe (WS);2014;47.33;41.39;1.98;0.01967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.13;50.13
465;Waterschap Vallei en Veluwe (WS);2015;49.06;43.16;2.06;0.0206;0.0;0.0;0.0;0.0;;;;;50.68;50.68
466;Waterschap Vallei en Veluwe (WS);2016;50.6;43.91;2.14;0.02135;0.0;0.0;0.0;0.0;;;;;49.97;49.97
467;Waterschap Vallei en Veluwe (WS);2017;52.29;46.22;2.21;0.02169;0.0;0.0;0.0;0.0;;;;;50.88;50.88
468;Waterschap Vallei en Veluwe (WS);2018;53.22;48.42;2.31;0.02179;0.0;0.0;0.0;0.0;;;;;51.46;51.46
469;Waterschap Vallei en Veluwe (WS);2019;55.11;50.99;2.94;0.02149;0.0;0.0;0.0;0.0;;;;;52.89;52.89
470;Waterschap Vallei en Veluwe (WS);2020;56.63;50.35;3.03;0.0203;0.0;0.0;0.0;0.0;;;;;54.08;54.08
471;Waterschap Vallei en Veluwe (WS);2021;55.71;53.67;2.97;0.019;0.0;0.0;0.0;0.0;;;;;56.42;56.42
472;Waterschap Vallei en Veluwe (WS);2022;57.69;56.18;3.1;0.0184;0.0;0.0;0.0;0.0;;;;;58.24;58.24
473;Waterschap Vallei en Veluwe (WS);2023;59.42;58.97;3.27;0.01734;;;;;;;;;65.19;65.19
474;Waterschap Vallei en Veluwe (WS);2024;57.76;56.37;2.7;0.01951;;;;;;;;;73.14;73.14
475;Waterschap Vallei en Veluwe (WS);2025;63.22;61.75;3.0;0.0209;;;;;;;;;76.82;76.82
476;Waterschap Vechtstromen (WS);2009;;;;;;;;;;;;;;
477;Waterschap Vechtstromen (WS);2010;;;;;;;;;;;;;;
478;Waterschap Vechtstromen (WS);2011;;;;;;;;;;;;;;
479;Waterschap Vechtstromen (WS);2012;;;;;;;;;;;;;;
480;Waterschap Vechtstromen (WS);2013;;;;;;;;;;;;;;
481;Waterschap Vechtstromen (WS);2014;51.59;53.21;3.37;0.03899;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.25;49.25
482;Waterschap Vechtstromen (WS);2015;53.13;54.8;3.44;0.04029;0.0;0.0;0.0;0.0;;;;;50.13;50.13
483;Waterschap Vechtstromen (WS);2016;54.5;56.79;3.26;0.04087;0.0;0.0;0.0;0.0;;;;;51.03;51.03
484;Waterschap Vechtstromen (WS);2017;61.86;58.99;3.7;0.0418;0.0;0.0;0.0;0.0;;;;;50.24;50.24
485;Waterschap Vechtstromen (WS);2018;67.84;61.25;4.06;0.04155;0.0;0.0;0.0;0.0;;;;;50.29;50.29
486;Waterschap Vechtstromen (WS);2019;75.01;63.81;4.21;0.04043;0.0;0.0;0.0;0.0;;;;;50.45;50.45
487;Waterschap Vechtstromen (WS);2020;78.51;65.21;4.43;0.03839;0.0;0.0;0.0;0.0;;;;;52.15;52.15
488;Waterschap Vechtstromen (WS);2021;81.26;68.35;4.65;0.03609;0.0;0.0;0.0;0.0;;;;;54.69;54.69
489;Waterschap Vechtstromen (WS);2022;83.53;66.03;4.65;0.03429;0.0;0.0;0.0;0.0;;;;;57.5;57.5
490;Waterschap Vechtstromen (WS);2023;86.07;64.66;4.73;0.03079;;;;;;;;;63.67;63.67
491;Waterschap Vechtstromen (WS);2024;92.78;61.75;4.64;0.03139;;;;;;;;;71.2;71.2
492;Waterschap Vechtstromen (WS);2025;103.5;69.63;5.22;0.03359;;;;;;;;;76.92;76.92
493;WS Drents Overijsselse Delta (WS);2009;;;;;;;;;;;;;;
494;WS Drents Overijsselse Delta (WS);2010;;;;;;;;;;;;;;
495;WS Drents Overijsselse Delta (WS);2011;;;;;;;;;;;;;;
496;WS Drents Overijsselse Delta (WS);2012;;;;;;;;;;;;;;
497;WS Drents Overijsselse Delta (WS);2013;;;;;;;;;;;;;;
498;WS Drents Overijsselse Delta (WS);2014;;;;;;;;;;;;;;
499;WS Drents Overijsselse Delta (WS);2015;;;;;;;;;;;;;;
500;WS Drents Overijsselse Delta (WS);2016;103.12;77.93;4.32;0.05103;0.0;0.0;0.0;0.0;;;;;53.43;53.43
501;WS Drents Overijsselse Delta (WS);2017;104.42;78.27;4.43;0.0499;0.0;0.0;0.0;0.0;;;;;53.97;53.97
502;WS Drents Overijsselse Delta (WS);2018;96.37;73.93;4.39;0.04573;0.0;0.0;0.0;0.0;;;;;52.87;52.87
503;WS Drents Overijsselse Delta (WS);2019;98.92;76.55;4.51;0.04499;0.0;0.0;0.0;0.0;;;;;57.28;57.28
504;WS Drents Overijsselse Delta (WS);2020;101.1;79.03;4.63;0.043;0.0;0.0;0.0;0.0;;;;;57.28;57.28
505;WS Drents Overijsselse Delta (WS);2021;106.57;78.78;5.01;0.044;0.0;0.0;0.0;0.0;;;;;57.65;57.65
506;WS Drents Overijsselse Delta (WS);2022;109.46;81.9;5.21;0.0424;0.0;0.0;0.0;0.0;;;;;60.1;60.1
507;WS Drents Overijsselse Delta (WS);2023;115.46;88.28;5.59;0.0392;;;;;;;;;66.89;66.89
508;WS Drents Overijsselse Delta (WS);2024;128.24;90.51;6.39;0.0426;;;;;;;;;75.98;75.98
509;WS Drents Overijsselse Delta (WS);2025;130.21;92.77;6.52;0.041;;;;;;;;;81.57;81.57
510;Waterschap Limburg (WS);2009;;;;;;;;;;;;;;
511;Waterschap Limburg (WS);2010;;;;;;;;;;;;;;
512;Waterschap Limburg (WS);2011;;;;;;;;;;;;;;
513;Waterschap Limburg (WS);2012;;;;;;;;;;;;;;
514;Waterschap Limburg (WS);2013;;;;;;;;;;;;;;
515;Waterschap Limburg (WS);2014;;;;;;;;;;;;;;
516;Waterschap Limburg (WS);2015;;;;;;;;;;;;;;
517;Waterschap Limburg (WS);2016;;;;;;;;;;;;;;
518;Waterschap Limburg (WS);2017;48.56;47.55;3.22;0.0235;0.0;0.0;0.0;0.0;;;;;47.08;47.08
519;Waterschap Limburg (WS);2018;53.25;51.43;3.46;0.0249;0.0;0.0;0.0;0.0;;;;;47.62;47.62
520;Waterschap Limburg (WS);2019;55.01;55.69;3.52;0.0249;0.0;0.0;0.0;0.0;;;;;48.06;48.06
521;Waterschap Limburg (WS);2020;63.5;65.52;4.01;0.0265;0.0;0.0;0.0;0.0;;;;;52.26;52.26
522;Waterschap Limburg (WS);2021;66.86;71.93;3.83;0.0263;0.0;0.0;0.0;0.0;;;;;52.79;52.79
523;Waterschap Limburg (WS);2022;68.08;71.74;3.85;0.0256;0.0;0.0;0.0;0.0;;;;;56.02;56.02
524;Waterschap Limburg (WS);2023;71.61;75.59;4.09;0.0228;;;;;;;;;67.96;67.96
525;Waterschap Limburg (WS);2024;82.69;94.91;4.66;0.0265;;;;;;;;;88.77;88.77
526;Waterschap Limburg (WS);2025;87.6;93.83;4.91;0.0261;;;;;;;;;95.11;95.11
527;Waterschap Amstel, Gooi en Vecht (WS);2009;;;;;;;;;;;;;;
528;Waterschap Amstel, Gooi en Vecht (WS);2010;;;;;;;;;;;;;;
529;Waterschap Amstel, Gooi en Vecht (WS);2011;;;;;;;;;;;;;;
530;Waterschap Amstel, Gooi en Vecht (WS);2012;;;;;;;;;;;;;;
531;Waterschap Amstel, Gooi en Vecht (WS);2013;;;;;;;;;;;;;;
532;Waterschap Amstel, Gooi en Vecht (WS);2014;;;;;;;;;;;;;;
533;Waterschap Amstel, Gooi en Vecht (WS);2015;;;;;;;;;;;;;;
534;Waterschap Amstel, Gooi en Vecht (WS);2016;;;;;;;;;;;;;;
535;Waterschap Amstel, Gooi en Vecht (WS);2017;108.34;101.03;2.04;0.01597;0.0;0.0;0.0;0.0;;;;;52.65;52.65
536;Waterschap Amstel, Gooi en Vecht (WS);2018;110.02;102.81;1.96;0.01464;0.0;0.0;0.0;0.0;;;;;53.18;53.18
537;Waterschap Amstel, Gooi en Vecht (WS);2019;112.58;115.93;2.1;0.01345;0.0;0.0;0.0;0.0;;;;;54.0;54.0
538;Waterschap Amstel, Gooi en Vecht (WS);2020;114.56;121.58;2.12;0.01219;0.0;0.0;0.0;0.0;;;;;54.92;54.92
539;Waterschap Amstel, Gooi en Vecht (WS);2021;117.04;126.88;2.18;0.01213;0.0;0.0;0.0;0.0;;;;;56.27;56.27
540;Waterschap Amstel, Gooi en Vecht (WS);2022;123.26;114.53;2.24;0.01248;0.0;0.0;0.0;0.0;;;;;57.73;57.73
541;Waterschap Amstel, Gooi en Vecht (WS);2023;136.48;106.26;3.55;0.01252;;;;;;;;;62.37;62.37
542;Waterschap Amstel, Gooi en Vecht (WS);2024;170.3;133.61;4.55;0.01528;;;;;;;;;91.65;91.65
543;Waterschap Amstel, Gooi en Vecht (WS);2025;201.73;167.78;5.35;0.01817;;;;;;;;;92.79;92.79
