ID;Huishoudkenmerken;Perioden;GemiddeldMinimaleHuishoudensinkomen_1;GemidGestandMinimaleHuishoudensink_2;OntvangenInkomenNodigGeachtInkomen_3;ZeerMoeilijkMoeilijk_4;EerderMoeilijkEerderGemakkelijk_5;GemakkelijkZeerGemakkelijk_6
813;Laag inkomen;1988;;;;;;
814;Laag inkomen;1989;;;;;;
815;Laag inkomen;1990;;;;;;
816;Laag inkomen;1991;8.0;6.0;;31.0;51.0;17.0
817;Laag inkomen;1992;8.0;6.0;;29.0;56.0;15.0
818;Laag inkomen;1993;9.0;7.0;;32.0;55.0;13.0
819;Laag inkomen;1994;10.0;7.0;;41.0;43.0;15.0
820;Laag inkomen;1995;11.0;8.0;29.0;35.0;48.0;17.0
821;Laag inkomen;1996;11.0;8.0;30.0;42.0;42.0;16.0
822;Laag inkomen;1997;10.0;8.0;29.0;35.0;47.0;17.0
823;Laag inkomen;1998;11.0;8.0;25.0;29.0;49.0;21.0
824;Laag inkomen;1999;12.0;8.0;24.0;28.0;48.0;24.0
825;Laag inkomen;2000;12.0;9.0;26.0;27.0;46.0;27.0
826;Laag inkomen;2001;13.0;9.0;30.0;27.0;48.0;26.0
827;Laag inkomen;2002;12.0;10.0;36.0;36.0;47.0;17.0
828;Laag inkomen;2003;15.0;12.0;39.0;46.0;31.0;23.0
829;Laag inkomen;2004;15.0;11.0;41.0;39.0;36.0;25.0
830;Laag inkomen;2005;;;;45.0;29.0;26.0
831;Laag inkomen;2006;;;;49.0;33.0;19.0
832;Laag inkomen;2007;;;;38.0;35.0;27.0
833;Laag inkomen;2008;;;;40.0;31.0;28.0
834;Laag inkomen;2009;;;;37.0;29.0;34.0
835;Laag inkomen;2010;;;;40.0;29.0;31.0
836;Laag inkomen;2011;;;;40.0;29.0;31.0
837;Geen laag inkomen;1985;;;;;;
838;Geen laag inkomen;1986;;;;;;
839;Geen laag inkomen;1987;;;;;;
840;Geen laag inkomen;1988;;;;;;
841;Geen laag inkomen;1989;;;;;;
842;Geen laag inkomen;1990;;;;;;
843;Geen laag inkomen;1991;12.0;8.0;;5.0;37.0;58.0
844;Geen laag inkomen;1992;13.0;9.0;;5.0;38.0;56.0
845;Geen laag inkomen;1993;13.0;9.0;;6.0;37.0;57.0
846;Geen laag inkomen;1994;14.0;10.0;;7.0;42.0;51.0
847;Geen laag inkomen;1995;15.0;10.0;6.0;7.0;39.0;55.0
848;Geen laag inkomen;1996;15.0;10.0;7.0;7.0;41.0;52.0
849;Geen laag inkomen;1997;15.0;10.0;6.0;6.0;40.0;53.0
850;Geen laag inkomen;1998;15.0;11.0;7.0;5.0;38.0;57.0
851;Geen laag inkomen;1999;16.0;11.0;6.0;5.0;37.0;58.0
852;Geen laag inkomen;2000;16.0;12.0;7.0;5.0;38.0;57.0
853;Geen laag inkomen;2001;18.0;12.0;9.0;4.0;36.0;60.0
854;Geen laag inkomen;2002;19.0;13.0;12.0;7.0;37.0;55.0
855;Geen laag inkomen;2003;19.0;14.0;13.0;8.0;32.0;59.0
856;Geen laag inkomen;2004;20.0;14.0;11.0;10.0;33.0;58.0
857;Geen laag inkomen;2005;;;;14.0;32.0;54.0
858;Geen laag inkomen;2006;;;;11.0;33.0;57.0
859;Geen laag inkomen;2007;;;;9.0;28.0;63.0
860;Geen laag inkomen;2008;;;;10.0;28.0;62.0
861;Geen laag inkomen;2009;;;;9.0;26.0;66.0
862;Geen laag inkomen;2010;;;;11.0;26.0;63.0
863;Geen laag inkomen;2011;;;;11.0;24.0;65.0
864;Onder of rond sociaal minimum;1985;;;;;;
865;Onder of rond sociaal minimum;1986;;;;;;
866;Onder of rond sociaal minimum;1987;;;;;;
867;Onder of rond sociaal minimum;1988;;;;;;
868;Onder of rond sociaal minimum;1989;;;;;;
869;Onder of rond sociaal minimum;1990;;;;;;
870;Onder of rond sociaal minimum;1991;8.0;6.0;;34.0;52.0;14.0
871;Onder of rond sociaal minimum;1992;8.0;6.0;;31.0;54.0;15.0
872;Onder of rond sociaal minimum;1993;9.0;6.0;;35.0;51.0;14.0
873;Onder of rond sociaal minimum;1994;10.0;8.0;;43.0;40.0;17.0
874;Onder of rond sociaal minimum;1995;11.0;8.0;31.0;37.0;44.0;19.0
875;Onder of rond sociaal minimum;1996;11.0;8.0;30.0;42.0;40.0;18.0
876;Onder of rond sociaal minimum;1997;10.0;8.0;27.0;39.0;43.0;19.0
877;Onder of rond sociaal minimum;1998;11.0;8.0;27.0;31.0;47.0;22.0
878;Onder of rond sociaal minimum;1999;13.0;9.0;25.0;27.0;44.0;29.0
879;Onder of rond sociaal minimum;2000;13.0;9.0;25.0;25.0;45.0;30.0
880;Onder of rond sociaal minimum;2001;14.0;9.0;26.0;27.0;46.0;27.0
881;Onder of rond sociaal minimum;2002;12.0;11.0;28.0;38.0;45.0;16.0
882;Onder of rond sociaal minimum;2003;14.0;12.0;41.0;45.0;33.0;23.0
883;Onder of rond sociaal minimum;2004;15.0;11.0;42.0;40.0;35.0;25.0
884;Onder of rond sociaal minimum;2005;;;;36.0;31.0;33.0
885;Onder of rond sociaal minimum;2006;;;;42.0;33.0;24.0
886;Onder of rond sociaal minimum;2007;;;;35.0;39.0;26.0
887;Onder of rond sociaal minimum;2008;;;;41.0;33.0;26.0
888;Onder of rond sociaal minimum;2009;;;;38.0;32.0;30.0
889;Onder of rond sociaal minimum;2010;;;;40.0;32.0;28.0
890;Onder of rond sociaal minimum;2011;;;;38.0;32.0;30.0
891;Boven het sociaal minimum;1985;;;;;;
892;Boven het sociaal minimum;1986;;;;;;
893;Boven het sociaal minimum;1987;;;;;;
894;Boven het sociaal minimum;1988;;;;;;
895;Boven het sociaal minimum;1989;;;;;;
896;Boven het sociaal minimum;1990;;;;;;
897;Boven het sociaal minimum;1991;12.0;8.0;;6.0;38.0;56.0
898;Boven het sociaal minimum;1992;13.0;9.0;;6.0;39.0;54.0
899;Boven het sociaal minimum;1993;13.0;9.0;;7.0;39.0;55.0
900;Boven het sociaal minimum;1994;14.0;10.0;;9.0;42.0;49.0
901;Boven het sociaal minimum;1995;15.0;10.0;7.0;8.0;40.0;52.0
902;Boven het sociaal minimum;1996;15.0;10.0;8.0;9.0;41.0;50.0
903;Boven het sociaal minimum;1997;15.0;10.0;8.0;7.0;41.0;52.0
904;Boven het sociaal minimum;1998;15.0;11.0;8.0;6.0;39.0;55.0
905;Boven het sociaal minimum;1999;15.0;11.0;7.0;7.0;38.0;55.0
906;Boven het sociaal minimum;2000;16.0;11.0;8.0;6.0;38.0;56.0
907;Boven het sociaal minimum;2001;17.0;12.0;10.0;6.0;37.0;58.0
908;Boven het sociaal minimum;2002;19.0;13.0;13.0;7.0;37.0;55.0
909;Boven het sociaal minimum;2003;19.0;14.0;12.0;9.0;32.0;59.0
910;Boven het sociaal minimum;2004;20.0;14.0;11.0;10.0;33.0;57.0
911;Boven het sociaal minimum;2005;;;;16.0;32.0;52.0
912;Boven het sociaal minimum;2006;;;;12.0;32.0;56.0
913;Boven het sociaal minimum;2007;;;;9.0;29.0;62.0
914;Boven het sociaal minimum;2008;;;;10.0;28.0;63.0
915;Boven het sociaal minimum;2009;;;;9.0;25.0;66.0
916;Boven het sociaal minimum;2010;;;;11.0;26.0;64.0
917;Boven het sociaal minimum;2011;;;;11.0;24.0;65.0
918;[zeer] sterk stedelijk;1985;;;;;;
919;[zeer] sterk stedelijk;1986;;;;;;
920;[zeer] sterk stedelijk;1987;;;;;;
921;[zeer] sterk stedelijk;1988;;;;;;
922;[zeer] sterk stedelijk;1989;;;;;;
923;[zeer] sterk stedelijk;1990;;;;;;
924;[zeer] sterk stedelijk;1991;;;;;;
925;[zeer] sterk stedelijk;1992;11.0;8.0;;13.0;43.0;45.0
926;[zeer] sterk stedelijk;1993;11.0;8.0;;14.0;41.0;45.0
927;[zeer] sterk stedelijk;1994;12.0;9.0;;17.0;41.0;41.0
928;[zeer] sterk stedelijk;1995;13.0;10.0;13.0;16.0;39.0;45.0
929;[zeer] sterk stedelijk;1996;13.0;10.0;13.0;16.0;43.0;41.0
930;[zeer] sterk stedelijk;1997;13.0;10.0;12.0;13.0;43.0;44.0
931;[zeer] sterk stedelijk;1998;14.0;10.0;12.0;11.0;40.0;49.0
932;[zeer] sterk stedelijk;1999;15.0;11.0;10.0;10.0;38.0;51.0
933;[zeer] sterk stedelijk;2000;15.0;11.0;12.0;10.0;38.0;53.0
934;[zeer] sterk stedelijk;2001;16.0;12.0;14.0;9.0;38.0;53.0
935;[zeer] sterk stedelijk;2002;18.0;13.0;16.0;10.0;40.0;51.0
936;[zeer] sterk stedelijk;2003;19.0;14.0;19.0;16.0;33.0;51.0
937;[zeer] sterk stedelijk;2004;18.0;14.0;16.0;15.0;34.0;51.0
938;[zeer] sterk stedelijk;2005;;;;20.0;31.0;49.0
939;[zeer] sterk stedelijk;2006;;;;18.0;32.0;50.0
940;[zeer] sterk stedelijk;2007;;;;12.0;32.0;56.0
941;[zeer] sterk stedelijk;2008;;;;13.0;28.0;58.0
942;[zeer] sterk stedelijk;2009;;;;12.0;27.0;61.0
943;[zeer] sterk stedelijk;2010;;;;15.0;27.0;58.0
944;[zeer] sterk stedelijk;2011;;;;15.0;25.0;60.0
945;Matig tot weinig stedelijk;1985;;;;;;
946;Matig tot weinig stedelijk;1986;;;;;;
947;Matig tot weinig stedelijk;1987;;;;;;
948;Matig tot weinig stedelijk;1988;;;;;;
949;Matig tot weinig stedelijk;1989;;;;;;
950;Matig tot weinig stedelijk;1990;;;;;;
951;Matig tot weinig stedelijk;1991;;;;;;
952;Matig tot weinig stedelijk;1992;12.0;8.0;;9.0;40.0;51.0
953;Matig tot weinig stedelijk;1993;12.0;8.0;;9.0;40.0;51.0
954;Matig tot weinig stedelijk;1994;14.0;10.0;;13.0;43.0;44.0
955;Matig tot weinig stedelijk;1995;14.0;10.0;9.0;11.0;42.0;48.0
956;Matig tot weinig stedelijk;1996;15.0;10.0;11.0;13.0;40.0;47.0
957;Matig tot weinig stedelijk;1997;14.0;10.0;10.0;12.0;40.0;48.0
958;Matig tot weinig stedelijk;1998;15.0;10.0;9.0;8.0;41.0;51.0
959;Matig tot weinig stedelijk;1999;15.0;10.0;9.0;9.0;39.0;52.0
960;Matig tot weinig stedelijk;2000;16.0;11.0;8.0;7.0;39.0;54.0
961;Matig tot weinig stedelijk;2001;17.0;12.0;10.0;7.0;37.0;56.0
962;Matig tot weinig stedelijk;2002;18.0;13.0;14.0;10.0;36.0;54.0
963;Matig tot weinig stedelijk;2003;19.0;13.0;13.0;10.0;31.0;60.0
964;Matig tot weinig stedelijk;2004;19.0;13.0;12.0;11.0;32.0;57.0
965;Matig tot weinig stedelijk;2005;;;;15.0;31.0;53.0
966;Matig tot weinig stedelijk;2006;;;;12.0;32.0;56.0
967;Matig tot weinig stedelijk;2007;;;;10.0;29.0;61.0
968;Matig tot weinig stedelijk;2008;;;;11.0;28.0;61.0
969;Matig tot weinig stedelijk;2009;;;;10.0;26.0;64.0
970;Matig tot weinig stedelijk;2010;;;;11.0;27.0;62.0
971;Matig tot weinig stedelijk;2011;;;;12.0;25.0;63.0
972;Niet stedelijk;1985;;;;;;
973;Niet stedelijk;1986;;;;;;
974;Niet stedelijk;1987;;;;;;
975;Niet stedelijk;1988;;;;;;
976;Niet stedelijk;1989;;;;;;
977;Niet stedelijk;1990;;;;;;
978;Niet stedelijk;1991;;;;;;
979;Niet stedelijk;1992;12.0;8.0;;9.0;45.0;46.0
980;Niet stedelijk;1993;13.0;8.0;;8.0;43.0;48.0
981;Niet stedelijk;1994;13.0;9.0;;12.0;44.0;45.0
982;Niet stedelijk;1995;15.0;10.0;11.0;10.0;43.0;46.0
983;Niet stedelijk;1996;15.0;10.0;10.0;11.0;44.0;45.0
984;Niet stedelijk;1997;14.0;9.0;12.0;11.0;44.0;44.0
985;Niet stedelijk;1998;14.0;10.0;10.0;9.0;41.0;50.0
986;Niet stedelijk;1999;14.0;10.0;10.0;10.0;40.0;50.0
987;Niet stedelijk;2000;15.0;10.0;12.0;9.0;41.0;50.0
988;Niet stedelijk;2001;16.0;11.0;10.0;7.0;39.0;54.0
989;Niet stedelijk;2002;17.0;12.0;11.0;10.0;40.0;50.0
990;Niet stedelijk;2003;19.0;13.0;13.0;8.0;33.0;60.0
991;Niet stedelijk;2004;18.0;12.0;13.0;10.0;33.0;57.0
992;Niet stedelijk;2005;;;;14.0;34.0;52.0
993;Niet stedelijk;2006;;;;11.0;35.0;54.0
994;Niet stedelijk;2007;;;;12.0;27.0;60.0
995;Niet stedelijk;2008;;;;12.0;28.0;60.0
996;Niet stedelijk;2009;;;;9.0;26.0;65.0
997;Niet stedelijk;2010;;;;11.0;25.0;64.0
998;Niet stedelijk;2011;;;;11.0;24.0;65.0
