ID;Huishoudkenmerken;Perioden;GemiddeldMinimaleHuishoudensinkomen_1;GemidGestandMinimaleHuishoudensink_2;OntvangenInkomenNodigGeachtInkomen_3;ZeerMoeilijkMoeilijk_4;EerderMoeilijkEerderGemakkelijk_5;GemakkelijkZeerGemakkelijk_6
52;2;2010;;;;18.0;29.0;53.0
53;2;2011;;;;18.0;28.0;54.0
54;3;1985;;;;;;
55;3;1986;;;;;;
56;3;1987;;;;;;
57;3;1988;;;;;;
58;3;1989;;;;;;
59;3;1990;;;;;;
60;3;1991;13.0;7.0;;11.0;44.0;45.0
61;3;1992;14.0;8.0;;11.0;46.0;43.0
62;3;1993;14.0;8.0;;12.0;44.0;44.0
63;3;1994;15.0;8.0;;14.0;49.0;36.0
64;3;1995;16.0;9.0;8.0;13.0;47.0;40.0
65;3;1996;16.0;9.0;8.0;14.0;49.0;38.0
66;3;1997;16.0;9.0;8.0;12.0;48.0;40.0
67;3;1998;17.0;9.0;9.0;9.0;47.0;44.0
68;3;1999;17.0;9.0;8.0;10.0;45.0;45.0
69;3;2000;18.0;10.0;8.0;7.0;45.0;48.0
70;3;2001;19.0;11.0;9.0;7.0;43.0;50.0
71;3;2002;21.0;12.0;13.0;10.0;42.0;47.0
72;3;2003;22.0;12.0;17.0;15.0;35.0;50.0
73;3;2004;23.0;12.0;15.0;16.0;38.0;46.0
74;3;2005;;;;20.0;33.0;47.0
75;3;2006;;;;16.0;36.0;48.0
76;3;2007;;;;12.0;33.0;55.0
77;3;2008;;;;13.0;31.0;56.0
78;3;2009;;;;12.0;29.0;59.0
79;3;2010;;;;13.0;28.0;59.0
80;3;2011;;;;14.0;27.0;59.0
81;4;1985;;;;;;
82;4;1986;;;;;;
83;4;1987;;;;;;
84;4;1988;;;;;;
85;4;1989;;;;;;
86;4;1990;;;;;;
87;4;1991;11.0;7.0;;46.0;36.0;18.0
88;4;1992;9.0;6.0;;41.0;42.0;17.0
89;4;1993;9.0;6.0;;48.0;47.0;6.0
90;4;1994;10.0;7.0;;60.0;32.0;8.0
91;4;1995;13.0;9.0;29.0;53.0;33.0;14.0
92;4;1996;10.0;7.0;30.0;50.0;44.0;6.0
93;4;1997;11.0;7.0;33.0;47.0;44.0;9.0
94;4;1998;11.0;8.0;32.0;38.0;52.0;10.0
95;4;1999;12.0;8.0;28.0;38.0;51.0;11.0
96;4;2000;13.0;8.0;28.0;32.0;51.0;17.0
97;4;2001;13.0;9.0;30.0;33.0;46.0;20.0
98;4;2002;14.0;10.0;36.0;33.0;44.0;23.0
99;4;2003;15.0;11.0;41.0;44.0;35.0;21.0
100;4;2004;15.0;10.0;38.0;45.0;42.0;13.0
101;4;2005;;;;50.0;33.0;17.0
102;4;2006;;;;46.0;39.0;15.0
103;4;2007;;;;41.0;40.0;19.0
104;4;2008;;;;43.0;38.0;19.0
105;4;2009;;;;36.0;38.0;26.0
106;4;2010;;;;37.0;37.0;26.0
107;4;2011;;;;38.0;31.0;31.0
108;5;1985;;;;;;
109;5;1986;;;;;;
110;5;1987;;;;;;
111;5;1988;;;;;;
112;5;1989;;;;;;
113;5;1990;;;;;;
114;5;1991;14.0;7.0;;6.0;45.0;49.0
115;5;1992;14.0;8.0;;7.0;47.0;46.0
116;5;1993;14.0;8.0;;8.0;43.0;49.0
117;5;1994;15.0;8.0;;9.0;51.0;40.0
118;5;1995;16.0;9.0;5.0;9.0;48.0;43.0
119;5;1996;17.0;9.0;6.0;10.0;50.0;41.0
120;5;1997;17.0;9.0;6.0;9.0;48.0;43.0
121;5;1998;17.0;9.0;7.0;6.0;46.0;47.0
122;5;1999;18.0;10.0;6.0;6.0;45.0;49.0
123;5;2000;18.0;10.0;7.0;5.0;44.0;52.0
124;5;2001;20.0;11.0;7.0;4.0;42.0;54.0
125;5;2002;22.0;12.0;11.0;8.0;42.0;50.0
126;5;2003;23.0;12.0;13.0;10.0;35.0;55.0
127;5;2004;24.0;13.0;11.0;11.0;38.0;52.0
128;5;2005;;;;16.0;33.0;51.0
129;5;2006;;;;12.0;36.0;52.0
130;5;2007;;;;8.0;32.0;60.0
131;5;2008;;;;8.0;31.0;61.0
132;5;2009;;;;9.0;28.0;64.0
133;5;2010;;;;10.0;27.0;63.0
134;5;2011;;;;10.0;27.0;63.0
135;6;1985;;;;;;
136;6;1986;;;;;;
137;6;1987;;;;;;
138;6;1988;;;;;;
139;6;1989;;;;;;
140;6;1990;;;;;;
141;6;1991;13.0;6.0;;10.0;39.0;51.0
142;6;1992;13.0;9.0;;6.0;36.0;59.0
143;6;1993;13.0;9.0;;7.0;35.0;58.0
144;6;1994;15.0;10.0;;10.0;39.0;51.0
145;6;1995;15.0;10.0;8.0;9.0;35.0;56.0
146;6;1996;16.0;11.0;8.0;9.0;37.0;54.0
147;6;1997;15.0;10.0;7.0;7.0;37.0;55.0
148;6;1998;16.0;11.0;8.0;6.0;34.0;60.0
149;6;1999;16.0;11.0;7.0;5.0;32.0;62.0
150;6;2000;17.0;12.0;8.0;6.0;31.0;62.0
151;6;2001;18.0;13.0;10.0;6.0;30.0;64.0
152;6;2002;20.0;14.0;10.0;6.0;32.0;62.0
153;6;2003;21.0;14.0;12.0;7.0;26.0;66.0
154;6;2004;21.0;15.0;10.0;7.0;27.0;66.0
155;6;2005;;;;12.0;29.0;59.0
156;6;2006;;;;9.0;30.0;62.0
157;6;2007;;;;7.0;25.0;68.0
158;6;2008;;;;8.0;23.0;69.0
159;6;2009;;;;7.0;22.0;71.0
160;6;2010;;;;9.0;23.0;69.0
161;6;2011;;;;9.0;20.0;71.0
162;7;1985;;;;;;
163;7;1986;;;;;;
164;7;1987;;;;;;
165;7;1988;;;;;;
166;7;1989;;;;;;
167;7;1990;;;;;;
168;7;1991;13.0;6.0;;6.0;37.0;56.0
169;7;1992;13.0;7.0;;5.0;50.0;45.0
170;7;1993;14.0;7.0;;7.0;39.0;53.0
171;7;1994;17.0;8.0;;10.0;50.0;40.0
172;7;1995;17.0;8.0;8.0;10.0;43.0;48.0
173;7;1996;16.0;9.0;10.0;10.0;44.0;46.0
174;7;1997;15.0;9.0;6.0;8.0;46.0;46.0
175;7;1998;16.0;9.0;6.0;7.0;32.0;61.0
176;7;1999;18.0;10.0;6.0;8.0;35.0;57.0
177;7;2000;18.0;10.0;9.0;6.0;39.0;55.0
178;7;2001;18.0;10.0;9.0;7.0;37.0;56.0
179;7;2002;21.0;11.0;9.0;8.0;38.0;55.0
180;7;2003;22.0;13.0;10.0;8.0;30.0;62.0
181;7;2004;23.0;13.0;10.0;9.0;33.0;58.0
182;7;2005;;;;15.0;31.0;53.0
183;7;2006;;;;12.0;34.0;54.0
184;7;2007;;;;8.0;30.0;63.0
185;7;2008;;;;7.0;27.0;66.0
186;7;2009;;;;6.0;22.0;72.0
187;7;2010;;;;9.0;27.0;64.0
188;7;2011;;;;13.0;22.0;65.0
189;8;1985;;;;;;
190;8;1986;;;;;;
191;8;1987;;;;;;
192;8;1988;;;;;;
193;8;1989;;;;;;
194;8;1990;;;;;;
195;8;1991;12.0;9.0;;5.0;32.0;63.0
196;8;1992;13.0;9.0;;5.0;32.0;63.0
197;8;1993;13.0;10.0;;6.0;33.0;61.0
198;8;1994;15.0;11.0;;8.0;36.0;57.0
199;8;1995;15.0;11.0;8.0;7.0;32.0;62.0
200;8;1996;16.0;11.0;8.0;7.0;34.0;59.0
201;8;1997;15.0;11.0;7.0;6.0;35.0;59.0
202;8;1998;16.0;11.0;8.0;5.0;32.0;62.0
203;8;1999;16.0;12.0;7.0;4.0;31.0;65.0
204;8;2000;17.0;12.0;8.0;5.0;29.0;66.0
205;8;2001;18.0;13.0;9.0;5.0;28.0;67.0
206;8;2002;20.0;14.0;10.0;4.0;31.0;65.0
207;8;2003;20.0;15.0;12.0;7.0;24.0;69.0
208;8;2004;21.0;15.0;10.0;5.0;25.0;70.0
209;8;2005;;;;10.0;29.0;62.0
210;8;2006;;;;6.0;28.0;65.0
211;8;2007;;;;6.0;22.0;71.0
212;8;2008;;;;8.0;21.0;71.0
213;8;2009;;;;6.0;20.0;74.0
214;8;2010;;;;7.0;21.0;72.0
215;8;2011;;;;7.0;20.0;74.0
216;9;1985;;;;;;
217;9;1986;;;;;;
218;9;1987;;;;;;
219;9;1988;;;;;;
220;9;1989;;;;;;
221;9;1990;;;;;;
222;9;1991;7.0;6.0;;18.0;47.0;35.0
223;9;1992;8.0;6.0;;15.0;49.0;36.0
224;9;1993;8.0;6.0;;20.0;47.0;33.0
225;9;1994;9.0;7.0;;20.0;44.0;36.0
226;9;1995;8.0;7.0;16.0;18.0;49.0;33.0
227;9;1996;8.0;7.0;21.0;24.0;51.0;25.0
228;9;1997;9.0;7.0;22.0;15.0;56.0;29.0
229;9;1998;9.0;7.0;20.0;14.0;54.0;32.0
230;9;1999;9.0;8.0;14.0;12.0;42.0;46.0
231;9;2000;10.0;9.0;17.0;9.0;44.0;47.0
232;9;2001;10.0;9.0;17.0;6.0;53.0;41.0
233;9;2002;11.0;10.0;16.0;12.0;51.0;37.0
234;9;2003;12.0;10.0;20.0;21.0;35.0;44.0
235;9;2004;10.0;8.0;18.0;19.0;49.0;33.0
236;9;2005;;;;23.0;38.0;39.0
237;9;2006;;;;17.0;31.0;52.0
238;9;2007;;;;10.0;48.0;42.0
239;9;2008;;;;10.0;39.0;50.0
240;9;2009;;;;9.0;36.0;55.0
241;9;2010;;;;10.0;29.0;60.0
242;9;2011;;;;11.0;32.0;56.0
243;Leeftijd 25 tot 44 jaar;1985;;;;;;
244;Leeftijd 25 tot 44 jaar;1986;;;;;;
245;Leeftijd 25 tot 44 jaar;1987;;;;;;
246;Leeftijd 25 tot 44 jaar;1988;;;;;;
247;Leeftijd 25 tot 44 jaar;1989;;;;;;
248;Leeftijd 25 tot 44 jaar;1990;;;;;;
249;Leeftijd 25 tot 44 jaar;1991;12.0;8.0;;9.0;36.0;55.0
250;Leeftijd 25 tot 44 jaar;1992;12.0;8.0;;9.0;38.0;53.0
251;Leeftijd 25 tot 44 jaar;1993;13.0;8.0;;10.0;37.0;54.0
252;Leeftijd 25 tot 44 jaar;1994;14.0;9.0;;13.0;42.0;45.0
253;Leeftijd 25 tot 44 jaar;1995;14.0;9.0;8.0;10.0;41.0;49.0
254;Leeftijd 25 tot 44 jaar;1996;14.0;10.0;8.0;11.0;42.0;47.0
255;Leeftijd 25 tot 44 jaar;1997;14.0;10.0;7.0;10.0;41.0;49.0
256;Leeftijd 25 tot 44 jaar;1998;15.0;10.0;6.0;7.0;40.0;53.0
257;Leeftijd 25 tot 44 jaar;1999;15.0;10.0;7.0;8.0;39.0;53.0
258;Leeftijd 25 tot 44 jaar;2000;16.0;11.0;6.0;6.0;38.0;56.0
259;Leeftijd 25 tot 44 jaar;2001;18.0;12.0;7.0;6.0;35.0;59.0
260;Leeftijd 25 tot 44 jaar;2002;19.0;13.0;11.0;9.0;39.0;52.0
261;Leeftijd 25 tot 44 jaar;2003;20.0;13.0;13.0;13.0;32.0;55.0
262;Leeftijd 25 tot 44 jaar;2004;19.0;13.0;13.0;13.0;34.0;53.0
263;Leeftijd 25 tot 44 jaar;2005;;;;17.0;32.0;51.0
264;Leeftijd 25 tot 44 jaar;2006;;;;15.0;33.0;52.0
265;Leeftijd 25 tot 44 jaar;2007;;;;11.0;31.0;58.0
266;Leeftijd 25 tot 44 jaar;2008;;;;11.0;30.0;59.0
267;Leeftijd 25 tot 44 jaar;2009;;;;11.0;27.0;62.0
268;Leeftijd 25 tot 44 jaar;2010;;;;14.0;25.0;61.0
269;Leeftijd 25 tot 44 jaar;2011;;;;14.0;23.0;64.0
270;Leeftijd 45 tot 64 jaar;1985;;;;;;
271;Leeftijd 45 tot 64 jaar;1986;;;;;;
272;Leeftijd 45 tot 64 jaar;1987;;;;;;
273;Leeftijd 45 tot 64 jaar;1988;;;;;;
274;Leeftijd 45 tot 64 jaar;1989;;;;;;
275;Leeftijd 45 tot 64 jaar;1990;;;;;;
276;Leeftijd 45 tot 64 jaar;1991;13.0;8.0;;12.0;39.0;49.0
277;Leeftijd 45 tot 64 jaar;1992;13.0;9.0;;11.0;42.0;46.0
278;Leeftijd 45 tot 64 jaar;1993;14.0;9.0;;13.0;39.0;49.0
279;Leeftijd 45 tot 64 jaar;1994;15.0;10.0;;14.0;43.0;44.0
280;Leeftijd 45 tot 64 jaar;1995;15.0;10.0;10.0;13.0;39.0;48.0
281;Leeftijd 45 tot 64 jaar;1996;15.0;10.0;10.0;14.0;40.0;46.0
282;Leeftijd 45 tot 64 jaar;1997;15.0;10.0;9.0;13.0;41.0;47.0
283;Leeftijd 45 tot 64 jaar;1998;16.0;11.0;11.0;12.0;37.0;51.0
284;Leeftijd 45 tot 64 jaar;1999;16.0;11.0;11.0;12.0;36.0;53.0
285;Leeftijd 45 tot 64 jaar;2000;17.0;12.0;11.0;11.0;37.0;53.0
286;Leeftijd 45 tot 64 jaar;2001;18.0;12.0;13.0;10.0;37.0;54.0
287;Leeftijd 45 tot 64 jaar;2002;19.0;13.0;14.0;11.0;37.0;52.0
288;Leeftijd 45 tot 64 jaar;2003;20.0;14.0;16.0;12.0;31.0;57.0
289;Leeftijd 45 tot 64 jaar;2004;21.0;14.0;15.0;14.0;29.0;57.0
290;Leeftijd 45 tot 64 jaar;2005;;;;20.0;27.0;53.0
291;Leeftijd 45 tot 64 jaar;2006;;;;18.0;30.0;52.0
292;Leeftijd 45 tot 64 jaar;2007;;;;14.0;27.0;59.0
293;Leeftijd 45 tot 64 jaar;2008;;;;15.0;26.0;59.0
294;Leeftijd 45 tot 64 jaar;2009;;;;13.0;25.0;62.0
295;Leeftijd 45 tot 64 jaar;2010;;;;15.0;27.0;58.0
296;Leeftijd 45 tot 64 jaar;2011;;;;16.0;25.0;59.0
297;Leeftijd 65 jaar of ouder;1985;;;;;;
298;Leeftijd 65 jaar of ouder;1986;;;;;;
299;Leeftijd 65 jaar of ouder;1987;;;;;;
300;Leeftijd 65 jaar of ouder;1988;;;;;;
301;Leeftijd 65 jaar of ouder;1989;;;;;;
302;Leeftijd 65 jaar of ouder;1990;;;;;;
303;Leeftijd 65 jaar of ouder;1991;10.0;8.0;;10.0;49.0;41.0
304;Leeftijd 65 jaar of ouder;1992;10.0;8.0;;11.0;48.0;41.0
305;Leeftijd 65 jaar of ouder;1993;10.0;8.0;;10.0;51.0;39.0
306;Leeftijd 65 jaar of ouder;1994;12.0;9.0;;18.0;43.0;39.0
307;Leeftijd 65 jaar of ouder;1995;12.0;10.0;19.0;16.0;42.0;42.0
308;Leeftijd 65 jaar of ouder;1996;13.0;10.0;22.0;17.0;42.0;41.0
309;Leeftijd 65 jaar of ouder;1997;12.0;10.0;19.0;14.0;44.0;42.0
310;Leeftijd 65 jaar of ouder;1998;12.0;10.0;17.0;10.0;43.0;47.0
311;Leeftijd 65 jaar of ouder;1999;12.0;10.0;12.0;10.0;43.0;47.0
312;Leeftijd 65 jaar of ouder;2000;13.0;11.0;16.0;10.0;42.0;48.0
313;Leeftijd 65 jaar of ouder;2001;14.0;12.0;19.0;9.0;41.0;50.0
314;Leeftijd 65 jaar of ouder;2002;15.0;12.0;22.0;10.0;37.0;53.0
315;Leeftijd 65 jaar of ouder;2003;16.0;13.0;21.0;10.0;35.0;56.0
316;Leeftijd 65 jaar of ouder;2004;16.0;14.0;15.0;8.0;36.0;56.0
317;Leeftijd 65 jaar of ouder;2005;;;;13.0;37.0;50.0
318;Leeftijd 65 jaar of ouder;2006;;;;9.0;36.0;55.0
319;Leeftijd 65 jaar of ouder;2007;;;;8.0;30.0;62.0
320;Leeftijd 65 jaar of ouder;2008;;;;9.0;29.0;62.0
321;Leeftijd 65 jaar of ouder;2009;;;;8.0;26.0;66.0
322;Leeftijd 65 jaar of ouder;2010;;;;9.0;27.0;63.0
323;Leeftijd 65 jaar of ouder;2011;;;;9.0;26.0;65.0
324;Lager onderwijsniveau;1985;;;;;;
325;Lager onderwijsniveau;1986;;;;;;
326;Lager onderwijsniveau;1987;;;;;;
327;Lager onderwijsniveau;1988;;;;;;
328;Lager onderwijsniveau;1989;;;;;;
329;Lager onderwijsniveau;1990;;;;;;
330;Lager onderwijsniveau;1991;9.0;7.0;;16.0;46.0;38.0
331;Lager onderwijsniveau;1992;10.0;7.0;;16.0;50.0;34.0
332;Lager onderwijsniveau;1993;10.0;8.0;;18.0;49.0;34.0
333;Lager onderwijsniveau;1994;11.0;8.0;;23.0;47.0;30.0
334;Lager onderwijsniveau;1995;12.0;9.0;18.0;20.0;45.0;35.0
335;Lager onderwijsniveau;1996;12.0;9.0;18.0;23.0;44.0;32.0
336;Lager onderwijsniveau;1997;11.0;9.0;18.0;20.0;47.0;33.0
337;Lager onderwijsniveau;1998;12.0;9.0;17.0;17.0;47.0;36.0
338;Lager onderwijsniveau;1999;12.0;9.0;16.0;16.0;48.0;36.0
339;Lager onderwijsniveau;2000;12.0;9.0;17.0;17.0;48.0;36.0
340;Lager onderwijsniveau;2001;13.0;10.0;17.0;15.0;45.0;40.0
341;Lager onderwijsniveau;2002;14.0;11.0;21.0;17.0;45.0;38.0
342;Lager onderwijsniveau;2003;16.0;12.0;26.0;18.0;41.0;41.0
343;Lager onderwijsniveau;2004;16.0;12.0;26.0;24.0;40.0;36.0
344;Lager onderwijsniveau;2005;;;;25.0;38.0;36.0
345;Lager onderwijsniveau;2006;;;;22.0;37.0;41.0
346;Lager onderwijsniveau;2007;;;;18.0;34.0;48.0
347;Lager onderwijsniveau;2008;;;;19.0;33.0;48.0
348;Lager onderwijsniveau;2009;;;;17.0;31.0;53.0
349;Lager onderwijsniveau;2010;;;;20.0;33.0;47.0
350;Lager onderwijsniveau;2011;;;;20.0;31.0;49.0
351;Middelbaar onderwijsniveau;1985;;;;;;
352;Middelbaar onderwijsniveau;1986;;;;;;
353;Middelbaar onderwijsniveau;1987;;;;;;
354;Middelbaar onderwijsniveau;1988;;;;;;
355;Middelbaar onderwijsniveau;1989;;;;;;
356;Middelbaar onderwijsniveau;1990;;;;;;
357;Middelbaar onderwijsniveau;1991;11.0;8.0;;8.0;40.0;52.0
358;Middelbaar onderwijsniveau;1992;12.0;8.0;;9.0;40.0;51.0
359;Middelbaar onderwijsniveau;1993;12.0;8.0;;9.0;41.0;50.0
360;Middelbaar onderwijsniveau;1994;13.0;9.0;;12.0;43.0;45.0
361;Middelbaar onderwijsniveau;1995;14.0;9.0;8.0;10.0;41.0;49.0
362;Middelbaar onderwijsniveau;1996;14.0;10.0;9.0;9.0;43.0;48.0
363;Middelbaar onderwijsniveau;1997;14.0;10.0;8.0;8.0;42.0;49.0
364;Middelbaar onderwijsniveau;1998;14.0;10.0;8.0;8.0;39.0;54.0
365;Middelbaar onderwijsniveau;1999;15.0;10.0;7.0;7.0;38.0;55.0
366;Middelbaar onderwijsniveau;2000;16.0;11.0;9.0;6.0;39.0;55.0
367;Middelbaar onderwijsniveau;2001;16.0;11.0;10.0;6.0;40.0;54.0
368;Middelbaar onderwijsniveau;2002;18.0;12.0;14.0;9.0;39.0;51.0
369;Middelbaar onderwijsniveau;2003;18.0;13.0;14.0;10.0;33.0;57.0
370;Middelbaar onderwijsniveau;2004;17.0;14.0;15.0;13.0;36.0;51.0
371;Middelbaar onderwijsniveau;2005;;;;17.0;32.0;50.0
372;Middelbaar onderwijsniveau;2006;;;;14.0;34.0;52.0
373;Middelbaar onderwijsniveau;2007;;;;9.0;33.0;57.0
374;Middelbaar onderwijsniveau;2008;;;;12.0;30.0;58.0
375;Middelbaar onderwijsniveau;2009;;;;12.0;28.0;60.0
376;Middelbaar onderwijsniveau;2010;;;;14.0;27.0;59.0
377;Middelbaar onderwijsniveau;2011;;;;15.0;26.0;59.0
378;Hoger onderwijsniveau;1985;;;;;;
379;Hoger onderwijsniveau;1986;;;;;;
380;Hoger onderwijsniveau;1987;;;;;;
381;Hoger onderwijsniveau;1988;;;;;;
382;Hoger onderwijsniveau;1989;;;;;;
383;Hoger onderwijsniveau;1990;;;;;;
384;Hoger onderwijsniveau;1991;15.0;10.0;;5.0;29.0;66.0
385;Hoger onderwijsniveau;1992;15.0;10.0;;4.0;31.0;65.0
386;Hoger onderwijsniveau;1993;15.0;11.0;;4.0;29.0;68.0
387;Hoger onderwijsniveau;1994;17.0;12.0;;5.0;34.0;61.0
388;Hoger onderwijsniveau;1995;17.0;12.0;7.0;7.0;34.0;59.0
389;Hoger onderwijsniveau;1996;16.0;12.0;7.0;9.0;37.0;54.0
390;Hoger onderwijsniveau;1997;16.0;11.0;6.0;7.0;36.0;57.0
391;Hoger onderwijsniveau;1998;17.0;12.0;6.0;5.0;36.0;59.0
392;Hoger onderwijsniveau;1999;18.0;12.0;6.0;6.0;31.0;63.0
393;Hoger onderwijsniveau;2000;18.0;13.0;7.0;4.0;31.0;65.0
394;Hoger onderwijsniveau;2001;20.0;14.0;7.0;3.0;28.0;69.0
395;Hoger onderwijsniveau;2002;21.0;15.0;9.0;4.0;33.0;63.0
396;Hoger onderwijsniveau;2003;21.0;16.0;9.0;7.0;23.0;70.0
397;Hoger onderwijsniveau;2004;20.0;15.0;10.0;5.0;26.0;70.0
398;Hoger onderwijsniveau;2005;;;;9.0;24.0;67.0
399;Hoger onderwijsniveau;2006;;;;8.0;27.0;65.0
400;Hoger onderwijsniveau;2007;;;;6.0;23.0;71.0
401;Hoger onderwijsniveau;2008;;;;6.0;22.0;72.0
402;Hoger onderwijsniveau;2009;;;;6.0;20.0;74.0
403;Hoger onderwijsniveau;2010;;;;7.0;21.0;73.0
404;Hoger onderwijsniveau;2011;;;;7.0;19.0;74.0
405;Beroepsbevolking;1985;;;;;;
406;Beroepsbevolking;1986;;;;;;
407;Beroepsbevolking;1987;;;;;;
408;Beroepsbevolking;1988;;;;;;
409;Beroepsbevolking;1989;;;;;;
410;Beroepsbevolking;1990;;;;;;
411;Beroepsbevolking;1991;12.0;8.0;;6.0;36.0;57.0
412;Beroepsbevolking;1992;13.0;9.0;;7.0;38.0;56.0
413;Beroepsbevolking;1993;13.0;9.0;;8.0;36.0;56.0
414;Beroepsbevolking;1994;14.0;9.0;;9.0;42.0;49.0
415;Beroepsbevolking;1995;15.0;10.0;6.0;8.0;40.0;52.0
416;Beroepsbevolking;1996;15.0;10.0;6.0;9.0;42.0;49.0
417;Beroepsbevolking;1997;15.0;10.0;7.0;8.0;41.0;51.0
418;Beroepsbevolking;1998;16.0;10.0;6.0;6.0;39.0;55.0
419;Beroepsbevolking;1999;16.0;11.0;6.0;6.0;37.0;57.0
420;Beroepsbevolking;2000;17.0;11.0;7.0;5.0;38.0;57.0
421;Beroepsbevolking;2001;18.0;12.0;8.0;4.0;36.0;60.0
422;Beroepsbevolking;2002;19.0;13.0;10.0;6.0;39.0;55.0
423;Beroepsbevolking;2003;20.0;14.0;11.0;9.0;31.0;60.0
424;Beroepsbevolking;2004;20.0;14.0;11.0;10.0;33.0;58.0
425;Beroepsbevolking;2005;;;;;;
426;Beroepsbevolking;2006;;;;;;
427;Beroepsbevolking;2007;;;;;;
428;Beroepsbevolking;2008;;;;;;
429;Beroepsbevolking;2009;;;;;;
430;Beroepsbevolking;2010;;;;;;
431;Beroepsbevolking;2011;;;;;;
432;Niet beroepsbevolking;1985;;;;;;
433;Niet beroepsbevolking;1986;;;;;;
434;Niet beroepsbevolking;1987;;;;;;
435;Niet beroepsbevolking;1988;;;;;;
436;Niet beroepsbevolking;1989;;;;;;
437;Niet beroepsbevolking;1990;;;;;;
438;Niet beroepsbevolking;1991;9.0;7.0;;25.0;44.0;31.0
439;Niet beroepsbevolking;1992;10.0;7.0;;23.0;49.0;27.0
440;Niet beroepsbevolking;1993;10.0;8.0;;26.0;45.0;29.0
441;Niet beroepsbevolking;1994;11.0;8.0;;29.0;45.0;26.0
442;Niet beroepsbevolking;1995;12.0;9.0;19.0;26.0;41.0;33.0
443;Niet beroepsbevolking;1996;12.0;9.0;20.0;29.0;41.0;30.0
444;Niet beroepsbevolking;1997;11.0;9.0;18.0;26.0;43.0;31.0
445;Niet beroepsbevolking;1998;12.0;9.0;22.0;24.0;41.0;35.0
446;Niet beroepsbevolking;1999;12.0;9.0;23.0;24.0;40.0;36.0
447;Niet beroepsbevolking;2000;13.0;10.0;21.0;23.0;38.0;39.0
448;Niet beroepsbevolking;2001;14.0;11.0;22.0;22.0;41.0;37.0
449;Niet beroepsbevolking;2002;15.0;11.0;23.0;25.0;41.0;35.0
450;Niet beroepsbevolking;2003;15.0;12.0;32.0;31.0;32.0;37.0
451;Niet beroepsbevolking;2004;14.0;11.0;29.0;33.0;33.0;34.0
452;Niet beroepsbevolking;2005;;;;;;
453;Niet beroepsbevolking;2006;;;;;;
454;Niet beroepsbevolking;2007;;;;;;
455;Niet beroepsbevolking;2008;;;;;;
456;Niet beroepsbevolking;2009;;;;;;
