ID;Landen;Perioden;Hoogopgeleiden_1;AfgestudeerdenInEenBetarichting_2;DeelnameAanOnderwijsEnTrainingen_3;LagerOnderwijs_4;MiddelbaarOnderwijs_5;HogerOnderwijs_6;LagerOnderwijs_7;MiddelbaarOnderwijs_8;HogerOnderwijs_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;ArbeidskostenPerEenheidProductAPEP_19;Totaal_20;InDeIndustrie_21;InDeDienstensector_22;RecenteImmigranten_23;Autochtoon2534Jaar_24;Autochtoon2565Jaar_25;LagerOnderwijs_26;MiddelbaarOnderwijs_27;HogerOnderwijs_28;LagerOnderwijs_29;MiddelbaarOnderwijs_30;HogerOnderwijs_31
17;Australië;2007;33.7;17.2;;63.9;80.5;84.8;5.1;3.0;2.2;;;;;;;;;;110.6;;;;;;;;;;;;
18;Australië;2008;36.1;15.8;;61.5;80.9;83.1;5.2;2.6;2.1;;;;;;;;;;115.5;;;;;;;;;;;;
19;Australië;2009;36.9;;;66.1;80.2;84.3;6.6;4.1;3.3;514.0;519.0;509.0;527.0;527.0;528.0;515.0;496.0;533.0;115.6;;;;;;;;;;;;
20;Australië;2010;37.6;13.9;;65.1;80.5;84.0;6.2;3.6;2.8;;;;;;;;;;120.7;;;;;;;;;;;;
21;Australië;2011;;;;;;;;;;;;;;;;;;;127.1;;;;;;;;;;;;
22;België;1990;;;;;;;;;;;;;;;;;;;75.4;;;;;;;;;;;;
23;België;1991;19.6;;;48.6;75.2;85.1;11.8;4.2;2.0;;;;;;;;;;79.7;;;;;;;;;;;;
24;België;1992;20.2;;2.3;;;;;;;;;;;;;;;;82.3;;;;;;;;;;;;
25;België;1993;;;2.7;;;;;;;;;;;;;;;;86.1;;;;;;;;;;;;
26;België;1994;22.3;;2.7;;;;;;;;;;;;;;;;86.8;;;;;;;;;;;;
27;België;1995;24.6;;2.8;47.3;72.1;83.7;13.4;7.5;3.6;;;;;;;;;;87.0;;;;;;;;;;;;
28;België;1996;23.9;;2.9;;;;;;;;;;;;;;;;87.4;;26.0;;;;;;;;;;
29;België;1997;25.1;;3.0;47.5;73.4;83.9;12.5;6.7;3.3;;;;;;;;;;87.6;;25.9;;;;;;;;;;
30;België;1998;25.3;;4.4;47.5;72.0;84.3;13.1;7.4;3.2;;;;;;;;;;88.8;;26.5;;;;;;;;;;
31;België;1999;26.7;;6.9;49.1;74.5;85.4;12.0;6.6;3.1;;;;;;;;;;90.3;;27.4;;;;;;;;;;
32;België;2000;27.1;18.0;6.2;50.5;75.1;85.3;9.8;5.3;2.7;520.0;524.0;518.0;496.0;496.0;498.0;507.0;492.0;525.0;91.2;26.6;28.4;25.5;;;;;;;;;
33;België;2001;27.6;18.4;6.4;49.0;73.9;84.5;8.5;5.5;2.7;;;;;;;;;;95.6;27.9;29.9;26.7;;;;;;;;;
34;België;2002;28.1;18.5;6.0;48.8;73.8;83.7;10.3;6.0;3.5;;;;;;;;;;97.9;29.2;31.3;27.9;;;;;;;;;
35;België;2003;29.0;18.5;7.0;48.9;72.8;83.6;10.7;6.7;3.5;529.0;533.0;525.0;509.0;509.0;509.0;507.0;489.0;526.0;98.9;29.6;32.9;28.5;;;;;;;;;
36;België;2004;30.4;18.9;8.6;48.8;73.1;83.9;11.7;6.9;3.9;;;;;;;;;;98.5;30.3;32.3;29.1;;;;;;;;;
37;België;2005;31.0;18.5;8.3;49.0;74.0;84.2;12.4;6.9;3.7;;;;;;;;;;100.0;30.7;33.1;29.5;42.9;43.5;36.6;;;;;;
38;België;2006;31.8;19.0;7.5;49.0;73.2;83.6;12.3;6.7;3.7;520.0;524.0;517.0;510.0;511.0;510.0;501.0;482.0;522.0;102.0;31.6;34.1;30.3;;;;41.1;66.6;83.7;35.2;53.3;72.9
39;België;2007;32.1;19.6;7.2;49.8;74.2;84.9;11.3;6.2;3.3;;;;;;;;;;104.3;32.7;;;;;;41.4;66.9;85.0;35.4;55.8;72.6
40;België;2008;32.3;15.0;6.8;49.4;74.7;84.7;10.8;5.7;3.2;;;;;;;;;;109.0;;;;;;;;;;;;
41;België;2009;33.4;;6.8;48.0;74.0;84.2;11.9;6.5;3.8;515.0;526.0;504.0;507.0;510.0;503.0;506.0;493.0;520.0;112.9;;;;;;;39.2;66.7;83.4;36.4;55.9;72.8
42;België;2010;35.0;16.0;7.2;48.9;74.5;84.0;13.2;6.6;4.0;;;;;;;;;;113.0;;;;;;;;;;;;
43;België;2011;;;7.1;;;;;;;;;;;;;;;;115.7;;;;;;;;;;;;
44;Canada;1990;;;;;;;;;;;;;;;;;;;80.2;;;;;;;;;;;;
45;Canada;1991;29.9;;;55.2;75.1;83.3;13.8;9.0;5.8;;;;;;;;;;84.2;;;;;;;;;;;;
46;Canada;1992;30.8;;;;;;;;;;;;;;;;;;85.4;;;;;;;;;;;;
47;Canada;1993;;;;;;;;;;;;;;;;;;;85.0;;;;;;;;;;;;
48;Canada;1994;34.2;;;;;;;;;;;;;;;;;;83.1;;;;;;;;;;;;
49;Canada;1995;34.9;;;52.2;73.0;82.1;13.3;8.9;5.6;;;;;;;;;;83.7;;;;;;;;;;;;
50;Canada;1996;35.6;;;;;;;;;;;;;;;;;;84.3;;;;;;;;;;;;
51;Canada;1997;37.4;;;52.5;73.9;81.7;12.9;8.1;5.4;;;;;;;;;;85.4;;;;;;;;;;;;
52;Canada;1998;38.3;17.5;;53.5;74.4;82.3;11.9;7.5;4.7;;;;;;;;;;86.1;;;;;;;;;;;;
53;Canada;1999;39.4;18.0;;54.4;75.3;82.4;10.8;6.7;4.5;;;;;;;;;;86.3;;;;;;;;;;;;
54;Canada;2000;40.1;18.2;;54.7;76.0;82.7;10.2;5.9;4.1;534.0;539.0;529.0;530.0;529.0;531.0;534.0;519.0;551.0;88.9;;;;;;;;;;;;
55;Canada;2001;41.9;;;54.4;75.4;81.9;10.5;6.3;4.7;;;;;;;;;;91.4;;;;;;;;;;;;
56;Canada;2002;42.8;;;55.0;75.8;82.0;11.0;6.7;5.1;;;;;;;;;;92.4;;;;;;;;;;;;
57;Canada;2003;44.1;;;56.4;76.3;82.1;10.9;6.5;5.2;532.0;541.0;530.0;519.0;527.0;516.0;528.0;514.0;546.0;94.9;;;;;;;;;;;;
58;Canada;2004;44.5;17.8;;57.0;76.7;82.2;10.2;6.2;4.8;;;;;;;;;;97.4;;;;;;;;;;;;
59;Canada;2005;45.9;18.4;;56.4;76.3;82.2;9.8;5.9;4.6;;;;;;;;;;100.0;;;;;;;;;;;;
60;Canada;2006;46.9;16.7;;56.9;76.0;82.6;9.3;5.6;4.1;527.0;534.0;520.0;534.0;536.0;532.0;527.0;511.0;543.0;104.0;;;;;;;50.6;75.5;82.7;51.6;68.9;77.4
61;Canada;2007;48.2;20.4;;57.3;76.5;82.9;9.5;5.4;3.9;;;;;;;;;;107.5;;;;;;;50.6;75.5;82.7;51.6;68.9;77.4
62;Canada;2008;48.8;19.4;;57.7;76.5;82.6;9.1;5.5;4.1;;;;;;;;;;111.3;;;;;;;;;;;;
63;Canada;2009;49.5;19.2;;55.1;73.7;81.7;12.6;8.1;5.3;527.0;533.0;521.0;529.0;531.0;526.0;524.0;507.0;542.0;113.9;;;;;;;48.0;72.5;82.9;46.1;65.8;75.9
64;Canada;2010;50.6;18.9;;55.1;74.0;81.3;12.4;7.5;5.4;;;;;;;;;;115.1;;;;;;;;;;;;
65;Canada;2011;;;;;;;;;;;;;;;;;;;117.6;;;;;;;;;;;;
66;Denemarken;1990;;;;;;;;;;;;;;;;;;;76.3;;;;;;;;;;;;
67;Denemarken;1991;18.3;;;62.0;80.9;89.3;14.2;9.1;4.9;;;;;;;;;;77.8;;;;;;;;;;;;
68;Denemarken;1992;19.2;;16.2;;;;;;;;;;;;;;;;78.5;;;;;;;;;;;;
69;Denemarken;1993;;;15.6;;;;;;;;;;;;;;;;79.2;;;;;;;;;;;;
70;Denemarken;1994;19.6;;15.1;;;;;;;;;;;;;;;;77.7;;;;;;;;;;;;
71;Denemarken;1995;20.4;;16.8;61.5;76.5;88.6;14.6;9.9;4.6;;;;;;;;;;79.0;;;;;;;;;;;;
72;Denemarken;1996;20.9;;18.0;;;;;;;;;;;;;;;;81.0;;;;;;;;;;;;
73;Denemarken;1997;;;18.9;;;;;;;;;;;;;;;;82.3;23.4;22.6;24.1;;;;;;;;;
74;Denemarken;1998;25.4;;19.8;60.9;79.1;87.5;7.0;4.6;3.3;;;;;;;;;;85.3;24.6;23.7;25.5;;;;;;;;;
75;Denemarken;1999;26.5;20.0;19.8;61.7;80.7;87.9;7.0;4.1;3.0;;;;;;;;;;87.3;25.9;24.7;27.0;;;;;;;;;
76;Denemarken;2000;26.2;18.2;19.4;62.2;81.0;88.6;6.9;3.9;3.0;514.0;522.0;507.0;481.0;488.0;476.0;497.0;485.0;510.0;87.9;26.5;25.6;27.3;;;;;;;;;
77;Denemarken;2001;28.4;11.5;18.4;61.5;81.0;87.2;6.2;3.7;3.6;;;;;;;;;;92.0;28.5;27.1;29.9;;;;;;;;;
78;Denemarken;2002;29.6;11.9;18.0;61.2;80.3;86.0;6.4;3.7;3.9;;;;;;;;;;94.9;29.1;28.2;29.7;;;;;;;;;
79;Denemarken;2003;31.9;12.5;24.2;62.6;79.8;85.2;6.7;4.4;4.7;514.0;523.0;506.0;475.0;484.0;467.0;492.0;479.0;505.0;97.0;30.3;29.5;31.0;;;;;;;;;
80;Denemarken;2004;32.9;13.9;25.6;61.7;79.9;85.5;8.2;4.8;4.4;;;;;;;;;;97.7;30.7;29.9;31.3;;;;;;;;;
81;Denemarken;2005;33.5;13.5;27.4;61.5;79.9;86.4;6.5;4.0;3.7;;;;;;;;;;100.0;32.0;31.1;32.7;39.2;41.2;35.6;;;;;;
82;Denemarken;2006;34.7;12.7;29.2;62.8;81.3;87.4;5.5;2.7;3.2;513.0;518.0;508.0;496.0;500.0;491.0;494.0;480.0;509.0;102.3;33.1;32.3;33.7;;;;61.5;81.0;87.8;49.3;63.2;78.9
83;Denemarken;2007;30.9;14.6;29.0;66.6;82.5;87.8;4.2;2.5;2.9;;;;;;;;;;107.4;34.7;;;;;;65.0;82.6;88.6;53.7;69.1;76.2
84;Denemarken;2008;31.4;14.3;29.9;66.9;83.2;89.2;3.5;2.2;2.3;;;;;;;;;;114.1;;;;;;;;;;;;
85;Denemarken;2009;32.5;;31.2;64.6;79.7;87.4;7.3;5.0;3.9;503.0;511.0;495.0;499.0;505.0;494.0;495.0;480.0;509.0;120.3;;;;;;;62.9;79.3;88.1;55.5;68.9;78.5
86;Denemarken;2010;33.3;13.0;32.5;62.9;79.1;85.7;9.0;6.1;4.6;;;;;;;;;;119.0;;;;;;;;;;;;
87;Denemarken;2011;;;32.3;;;;;;;;;;;;;;;;119.4;;;;;;;;;;;;
88;Duitsland;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Duitsland;1991;20.5;;;51.4;73.6;86.0;7.4;4.7;3.2;;;;;;;;;;89.1;;;;;;;;;;;;
90;Duitsland;1992;20.1;;;;;;;;;;;;;;;;;;95.2;;;;;;;;;;;;
91;Duitsland;1993;;;;;;;;;;;;;;;;;;;98.5;;;;;;;;;;;;
92;Duitsland;1994;20.4;;;;;;;;;;;;;;;;;;98.5;;;;;;;;;;;;
93;Duitsland;1995;22.2;;;49.2;71.0;84.2;13.3;7.9;4.9;;;;;;;;;;100.4;;;;;;;;;;;;
94;Duitsland;1996;21.8;;5.7;;;;;;;;;;;;;;;;100.4;22.9;24.8;21.4;;;;;;;;;
95;Duitsland;1997;22.6;;5.4;45.7;68.2;82.3;16.7;10.1;5.7;;;;;;;;;;98.9;23.3;25.3;21.8;;;;;;;;;
96;Duitsland;1998;23.0;27.4;5.3;46.1;67.9;82.2;16.5;10.3;5.5;;;;;;;;;;99.3;23.6;25.7;22.1;;;;;;;;;
97;Duitsland;1999;22.9;25.7;5.5;48.7;69.9;83.0;15.6;8.6;4.9;;;;;;;;;;100.1;24.0;26.3;22.6;;;;;;;;;
98;Duitsland;2000;23.5;23.7;5.2;50.6;70.4;83.4;13.7;7.8;4.0;490.0;498.0;483.0;487.0;489.0;487.0;484.0;468.0;502.0;100.5;25.0;27.6;23.2;;;;;;;;;
99;Duitsland;2001;23.2;22.7;5.2;51.8;70.5;83.4;13.5;8.2;4.2;;;;;;;;;;100.8;25.6;28.5;23.7;;;;;;;;;
100;Duitsland;2002;23.4;22.4;5.8;50.9;70.3;83.6;15.3;9.0;4.5;;;;;;;;;;101.3;26.2;29.2;24.2;;;;;;;;;
101;Duitsland;2003;24.0;22.5;6.0;50.2;69.7;83.0;18.0;10.2;5.2;503.0;508.0;499.0;502.0;506.0;500.0;491.0;471.0;513.0;102.0;26.8;29.8;24.9;;;;;;;;;
102;Duitsland;2004;24.9;23.5;7.4;48.6;69.5;82.7;20.4;11.2;5.6;;;;;;;;;;101.5;26.9;30.0;24.9;;;;;;;;;
103;Duitsland;2005;24.6;24.8;7.7;51.6;70.6;82.9;20.2;11.0;5.5;;;;;;;;;;100.0;27.1;30.3;25.2;26.3;25.3;28.2;;;;;;
104;Duitsland;2006;23.9;22.9;7.5;53.8;72.5;84.3;19.9;9.9;4.8;504.0;513.0;494.0;516.0;519.0;512.0;495.0;475.0;517.0;97.7;27.6;31.6;25.3;;;;43.0;72.4;87.8;47.0;64.3;71.3
105;Duitsland;2007;24.3;23.6;7.8;54.6;74.4;85.5;18.0;8.3;3.8;;;;;;;;;;97.0;27.8;;;;;;43.2;74.2;87.9;49.4;67.7;72.3
106;Duitsland;2008;25.4;24.7;7.9;55.3;75.3;85.8;16.5;7.2;3.3;;;;;;;;;;99.6;;;;;;;;;;;;
107;Duitsland;2009;26.4;24.5;7.8;54.9;75.5;86.4;16.7;7.5;3.4;513.0;520.0;505.0;520.0;523.0;518.0;497.0;478.0;518.0;105.1;;;;;;;43.3;75.4;88.7;49.6;70.0;78.3
108;Duitsland;2010;26.6;25.6;7.7;55.3;76.3;86.9;15.9;6.9;3.1;;;;;;;;;;104.0;;;;;;;;;;;;
109;Duitsland;2011;;;7.8;;;;;;;;;;;;;;;;105.4;;;;;;;;;;;;
110;Finland;1990;;;;;;;;;;;;;;;;;;;88.8;;;;;;;;;;;;
111;Finland;1991;25.0;;;64.2;78.0;88.1;8.6;7.3;3.4;;;;;;;;;;94.8;;;;;;;;;;;;
112;Finland;1992;25.9;;;;;;;;;;;;;;;;;;92.8;;;;;;;;;;;;
113;Finland;1993;;;;;;;;;;;;;;;;;;;88.4;;;;;;;;;;;;
114;Finland;1994;26.8;;;;;;;;;;;;;;;;;;86.8;;;;;;;;;;;;
115;Finland;1995;27.7;;;54.1;69.9;80.8;21.6;16.7;9.1;;;;;;;;;;88.7;;;;;;;;;;;;
116;Finland;1996;28.4;;16.3;;;;;;;;;;;;;;;;89.2;;19.7;20.5;;;;;;;;;
117;Finland;1997;29.4;;15.8;54.7;72.2;82.6;15.6;11.9;6.5;;;;;;;;;;88.5;20.3;19.8;20.6;;;;;;;;;
118;Finland;1998;30.2;25.6;16.1;56.2;73.1;83.2;13.8;10.6;5.8;;;;;;;;;;90.6;20.4;20.3;20.7;;;;;;;;;
119;Finland;1999;31.3;26.0;17.6;58.6;74.3;84.7;13.1;9.5;4.7;;;;;;;;;;91.3;21.4;21.1;21.8;;;;;;;;;
120;Finland;2000;32.0;26.5;17.5;57.3;74.9;84.4;12.1;8.9;4.7;536.0;537.0;536.0;538.0;534.0;541.0;546.0;520.0;571.0;92.1;22.1;22.0;22.3;;;;;;;;;
121;Finland;2001;32.3;24.0;17.2;58.2;75.5;85.1;11.4;8.5;4.4;;;;;;;;;;95.9;23.6;23.7;23.7;;;;;;;;;
122;Finland;2002;32.6;25.0;17.3;57.7;74.4;85.1;12.2;8.8;4.5;;;;;;;;;;97.0;23.8;25.2;22.9;;;;;;;;;
123;Finland;2003;33.2;25.1;22.4;57.9;74.4;85.0;11.2;8.3;4.1;544.0;548.0;541.0;548.0;545.0;551.0;543.0;521.0;565.0;97.8;24.8;26.3;23.9;;;;;;;;;
124;Finland;2004;34.2;26.1;22.8;57.1;74.4;84.2;11.3;7.9;4.5;;;;;;;;;;97.8;25.3;26.7;24.6;;;;;;;;;
125;Finland;2005;34.6;26.3;22.5;57.9;75.2;84.1;10.7;7.4;4.4;;;;;;;;;;100.0;26.7;28.2;25.8;18.5;40.7;37.8;;;;;;
126;Finland;2006;35.1;25.7;23.1;58.4;75.6;85.0;10.1;7.0;3.7;548.0;554.0;543.0;563.0;562.0;565.0;547.0;521.0;572.0;100.1;27.2;31.3;28.2;;;;47.4;73.6;85.6;42.4;65.8;72.9
127;Finland;2007;36.4;24.7;23.4;58.6;76.2;85.2;8.9;6.1;3.6;;;;;;;;;;100.7;27.9;31.3;;;;;46.4;74.2;85.5;40.9;72.8;75.6
128;Finland;2008;36.6;23.4;23.1;59.3;77.3;85.6;8.1;5.4;3.3;;;;;;;;;;107.5;;;;;;;;;;;;
129;Finland;2009;37.3;23.4;22.1;56.8;74.8;84.4;9.8;7.7;4.0;541.0;542.0;539.0;554.0;546.0;562.0;536.0;508.0;563.0;116.0;;;;;;;42.1;72.0;84.3;46.0;68.0;77.2
130;Finland;2010;38.1;26.1;23.0;55.0;74.1;84.1;11.6;7.5;4.4;;;;;;;;;;114.2;;;;;;;;;;;;
131;Finland;2011;;;23.8;;;;;;;;;;;;;;;;115.5;;;;;;;;;;;;
132;Frankrijk;1990;;;;;;;;;;;;;;;;;;;77.7;;;;;;;;;;;;
133;Frankrijk;1991;15.2;;;57.6;78.4;84.7;10.6;6.6;3.7;;;;;;;;;;80.3;;;;;;;;;;;;
134;Frankrijk;1992;16.0;;2.9;;;;;;;;;;;;;;;;82.3;;;;;;;;;;;;
135;Frankrijk;1993;17.1;;3.0;;;;;;;;;;;;;;;;84.2;;;;;;;;;;;;
136;Frankrijk;1994;17.8;;2.9;;;;;;;;;;;;;;;;84.1;;;;;;;;;;;;
137;Frankrijk;1995;18.6;;2.9;56.8;75.8;82.1;13.7;9.0;6.5;;;;;;;;;;85.2;;;;;;;;;;;;
138;Frankrijk;1996;19.2;;2.7;;;;;;;;;;;;;;;;86.7;;22.2;21.9;;;;;;;;;
139;Frankrijk;1997;20.0;;2.9;56.3;75.0;81.3;15.0;9.6;7.0;;;;;;;;;;87.1;22.5;22.7;22.3;;;;;;;;;
140;Frankrijk;1998;20.6;15.9;2.7;56.3;75.0;81.6;14.9;9.6;6.6;;;;;;;;;;87.3;22.9;23.2;22.8;;;;;;;;;
141;Frankrijk;1999;21.5;16.0;2.6;56.4;75.1;81.8;15.3;9.2;6.1;;;;;;;;;;88.6;23.6;23.9;23.4;;;;;;;;;
142;Frankrijk;2000;22.0;27.0;2.8;57.0;75.8;83.1;13.9;7.9;5.1;517.0;525.0;511.0;500.0;504.0;498.0;505.0;490.0;519.0;90.0;24.8;25.0;24.8;;;;;;;;;
143;Frankrijk;2001;23.0;27.3;2.7;57.7;76.5;83.7;11.9;6.9;4.8;;;;;;;;;;92.4;26.0;26.2;26.0;;;;;;;;;
144;Frankrijk;2002;24.0;27.3;2.7;57.8;76.7;83.3;11.8;6.8;5.2;;;;;;;;;;95.3;27.0;27.2;27.1;;;;;;;;;
145;Frankrijk;2003;23.9;27.1;6.8;58.9;76.3;83.3;10.4;6.6;5.3;511.0;515.0;507.0;511.0;511.0;511.0;496.0;476.0;514.0;97.2;27.7;28.0;27.7;;;;;;;;;
146;Frankrijk;2004;24.4;27.1;6.0;59.1;75.7;82.9;10.7;6.7;5.7;;;;;;;;;;98.3;28.5;29.0;28.4;;;;;;;;;
147;Frankrijk;2005;25.4;22.0;5.9;58.6;75.7;83.0;11.1;6.6;5.4;;;;;;;;;;100.0;29.3;30.0;29.2;33.7;41.0;28.3;;;;;;
148;Frankrijk;2006;26.2;20.6;6.4;58.2;75.6;83.0;11.0;6.6;5.1;496.0;499.0;492.0;495.0;497.0;494.0;488.0;470.0;505.0;101.6;30.3;31.0;30.2;;;;46.5;69.8;79.3;49.1;60.6;68.8
149;Frankrijk;2007;26.6;20.7;6.1;57.8;75.7;83.4;10.2;5.9;4.7;;;;;;;;;;103.4;25.3;27.1;25.1;;;;46.6;69.8;81.3;50.1;64.3;68.0
150;Frankrijk;2008;27.2;20.5;6.0;57.4;75.8;84.6;9.7;5.5;4.0;;;;;;;;;;106.8;;;;;;;;;;;;
151;Frankrijk;2009;28.6;20.3;5.7;56.2;76.5;83.5;11.6;7.0;5.0;497.0;505.0;489.0;498.0;500.0;497.0;496.0;475.0;515.0;110.2;;;;;;;45.3;68.8;81.2;48.1;60.7;70.4
152;Frankrijk;2010;29.0;;5.0;55.4;74.4;83.6;12.9;7.2;4.9;;;;;;;;;;110.8;;;;;;;;;;;;
153;Frankrijk;2011;;;5.5;;;;;;;;;;;;;;;;112.7;;;;;;;;;;;;
154;Hongarije;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Hongarije;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Hongarije;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Hongarije;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Hongarije;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Hongarije;1995;;;;;;;;;;;;;;;;;;;36.6;;;;;;;;;;;;
160;Hongarije;1996;13.4;;;;;;;;;;;;;;;;;;43.9;;2.7;;;;;;;;;;
161;Hongarije;1997;12.2;;2.9;36.2;70.7;81.4;12.6;6.9;1.7;;;;;;;;;;52.1;3.2;2.9;;;;;;;;;;
162;Hongarije;1998;13.2;13.3;3.3;36.2;70.9;81.0;11.4;6.2;1.7;;;;;;;;;;58.9;3.0;2.9;;;;;;;;;;
163;Hongarije;1999;13.5;12.8;2.9;35.8;72.1;82.1;11.1;5.8;1.4;;;;;;;;;;62.2;3.1;3.1;;;;;;;;;;
164;Hongarije;2000;14.0;9.0;2.9;35.8;72.1;82.4;9.9;5.3;1.3;488.0;492.0;485.0;496.0;496.0;497.0;480.0;465.0;496.0;70.4;3.6;3.6;;;;;;;;;;
165;Hongarije;2001;14.0;7.0;2.7;36.6;71.9;82.6;10.0;4.6;1.2;;;;;;;;;;78.9;4.0;4.0;;;;;;;;;;
166;Hongarije;2002;14.2;8.4;2.9;36.7;71.7;82.0;10.5;4.4;1.5;;;;;;;;;;86.0;4.9;4.7;;;;;;;;;;
167;Hongarije;2003;15.4;7.9;4.5;37.4;71.4;82.7;10.6;4.8;1.4;490.0;494.0;486.0;503.0;503.0;504.0;482.0;467.0;498.0;92.2;5.1;4.9;5.3;;;;;;;;;
168;Hongarije;2004;16.7;8.4;4.0;36.9;70.9;82.9;10.8;5.0;1.9;;;;;;;;;;96.5;5.5;5.3;5.8;;;;;;;;;
169;Hongarije;2005;17.1;7.6;3.9;38.1;70.4;83.0;12.4;6.0;2.3;;;;;;;;;;100.0;6.1;6.0;6.3;;;;;;;;;
170;Hongarije;2006;17.7;9.8;3.8;38.2;70.4;81.8;14.8;6.1;2.2;491.0;496.0;486.0;504.0;507.0;501.0;482.0;463.0;503.0;102.6;6.3;6.0;6.7;;;;27.5;65.2;81.3;36.9;59.8;77.3
171;Hongarije;2007;18.0;11.5;3.6;38.5;70.2;80.4;16.0;5.9;2.6;;;;;;;;;;109.7;7.1;6.7;7.3;;;;27.2;64.7;80.1;38.8;67.3;76.7
172;Hongarije;2008;19.2;10.9;3.1;38.7;68.7;79.9;17.3;6.3;2.3;;;;;;;;;;115.0;;;;;;;;;;;;
173;Hongarije;2009;19.9;12.6;2.7;37.4;67.0;78.8;21.0;8.2;3.5;490.0;496.0;484.0;503.0;503.0;503.0;494.0;475.0;513.0;118.7;;;;;;;25.5;61.5;78.1;41.1;65.8;79.2
174;Hongarije;2010;20.1;13.4;2.8;37.6;66.2;78.6;23.5;9.5;4.1;;;;;;;;;;115.3;;;;;;;;;;;;
175;Hongarije;2011;;;2.7;;;;;;;;;;;;;;;;120.1;;;;;;;;;;;;
176;Ierland;1990;;;;;;;;;;;;;;;;;;;62.9;;;;;;;;;;;;
177;Ierland;1991;15.9;;;46.0;62.9;80.6;20.3;7.3;4.1;;;;;;;;;;65.5;;;;;;;;;;;;
178;Ierland;1992;17.0;;3.4;;;;;;;;;;;;;;;;68.1;;;;;;;;;;;;
179;Ierland;1993;;;3.5;;;;;;;;;;;;;;;;71.4;;;;;;;;;;;;
180;Ierland;1994;18.6;;3.9;;;;;;;;;;;;;;;;71.8;;;;;;;;;;;;
