ID;Geslacht;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;NietGezochtVanwegeOntmoediging_9;NietGezochtVanwegeAndereReden_10;GezochtNietBeschikbaar_11;NietGezochtNietBeschikbaar_12
567;Mannen;Krimpenerwaard;2022;21;17;1;16;4;0;4;0;0;0;0;4
568;Mannen;Laarbeek;2022;9;7;0;7;2;0;2;0;0;0;0;2
569;Mannen;Land van Cuijk;2022;34;26;1;26;8;1;7;0;0;0;0;7
570;Mannen;Landgraaf;2022;14;9;0;9;4;0;4;0;0;0;0;4
571;Mannen;Landsmeer;2022;4;3;0;3;1;0;1;0;0;0;0;1
572;Mannen;Lansingerland;2022;23;19;1;18;4;0;4;0;0;0;0;3
573;Mannen;Laren (NH.);2022;4;3;0;3;1;0;1;0;0;0;0;1
574;Mannen;Leeuwarden;2022;48;35;2;33;13;2;11;1;0;1;0;10
575;Mannen;Leiden;2022;49;37;2;35;12;2;10;1;0;1;0;9
576;Mannen;Leiderdorp;2022;10;8;0;7;2;0;2;0;0;0;0;2
577;Mannen;Leidschendam-Voorburg;2022;27;20;1;19;7;1;6;0;0;0;0;6
578;Mannen;Lelystad;2022;31;23;1;22;8;1;7;0;0;0;0;6
579;Mannen;Leudal;2022;14;10;0;10;3;0;3;0;0;0;0;3
580;Mannen;Leusden;2022;11;9;0;8;2;0;2;0;0;0;0;2
581;Mannen;Lingewaard;2022;17;13;0;13;4;0;4;0;0;0;0;3
582;Mannen;Lisse;2022;8;7;0;6;2;0;2;0;0;0;0;2
583;Mannen;Lochem;2022;12;9;0;9;3;0;3;0;0;0;0;3
584;Mannen;Loon op Zand;2022;9;7;0;7;2;0;2;0;0;0;0;2
585;Mannen;Lopik;2022;6;5;0;4;1;0;1;0;0;0;0;1
586;Mannen;Losser;2022;9;6;0;6;2;0;2;0;0;0;0;2
587;Mannen;Maasdriel;2022;10;8;0;8;2;0;2;0;0;0;0;2
588;Mannen;Maasgouw;2022;9;7;0;6;2;0;2;0;0;0;0;2
589;Mannen;Maashorst;2022;22;17;1;16;5;0;5;0;0;0;0;4
590;Mannen;Maassluis;2022;12;9;0;9;3;0;3;0;0;0;0;2
591;Mannen;Maastricht;2022;45;31;2;30;14;2;13;1;0;1;1;11
592;Mannen;Medemblik;2022;17;13;0;13;4;0;4;0;0;0;0;3
593;Mannen;Meerssen;2022;7;5;0;5;2;0;2;0;0;0;0;2
594;Mannen;Meierijstad;2022;32;25;1;24;7;1;6;0;0;0;0;6
595;Mannen;Meppel;2022;13;10;0;9;3;0;3;0;0;0;0;2
596;Mannen;Middelburg (Z.);2022;18;13;1;13;4;0;4;0;0;0;0;3
597;Mannen;Midden-Delfland;2022;7;6;0;6;1;0;1;0;0;0;0;1
598;Mannen;Midden-Drenthe;2022;13;10;0;9;3;0;3;0;0;0;0;3
599;Mannen;Midden-Groningen;2022;23;17;1;16;6;1;6;0;0;0;0;5
600;Mannen;Moerdijk;2022;14;11;0;11;3;0;3;0;0;0;0;3
601;Mannen;Molenlanden;2022;17;14;0;13;3;0;3;0;0;0;0;3
602;Mannen;Montferland;2022;14;11;0;10;3;0;3;0;0;0;0;3
603;Mannen;Montfoort;2022;5;4;0;4;1;0;1;0;0;0;0;1
604;Mannen;Mook en Middelaar;2022;3;2;0;2;1;0;1;0;0;0;0;1
605;Mannen;Neder-Betuwe;2022;9;8;0;7;2;0;1;0;0;0;0;1
606;Mannen;Nederweert;2022;7;5;0;5;2;0;1;0;0;0;0;1
607;Mannen;Nieuwegein;2022;24;19;1;18;6;1;5;0;0;0;0;5
608;Mannen;Nieuwkoop;2022;11;9;0;8;2;0;2;0;0;0;0;2
609;Mannen;Nijkerk;2022;16;13;0;13;3;0;3;0;0;0;0;2
610;Mannen;Nijmegen;2022;68;51;3;49;17;2;15;1;0;1;1;13
611;Mannen;Nissewaard;2022;32;24;1;23;8;1;7;0;0;0;0;6
612;Mannen;Noardeast-Fryslân;2022;17;13;1;12;4;0;4;0;0;0;0;3
613;Mannen;Noord-Beveland;2022;3;2;0;2;1;0;1;0;0;0;0;1
614;Mannen;Noordenveld;2022;11;8;0;8;3;0;3;0;0;0;0;2
615;Mannen;Noordoostpolder;2022;18;14;1;14;4;0;3;0;0;0;0;3
616;Mannen;Noordwijk;2022;16;13;0;12;4;0;3;0;0;0;0;3
617;Mannen;Nuenen, Gerwen en Nederwetten;2022;8;7;0;6;2;0;2;0;0;0;0;2
618;Mannen;Nunspeet;2022;10;8;0;8;2;0;2;0;0;0;0;2
619;Mannen;Oegstgeest;2022;9;7;0;6;2;0;2;0;0;0;0;2
620;Mannen;Oirschot;2022;7;6;0;6;2;0;1;0;0;0;0;1
621;Mannen;Oisterwijk;2022;12;9;0;9;3;0;2;0;0;0;0;2
622;Mannen;Oldambt;2022;15;10;0;10;4;0;4;0;0;0;0;4
623;Mannen;Oldebroek;2022;9;7;0;7;2;0;2;0;0;0;0;2
624;Mannen;Oldenzaal;2022;12;9;0;9;3;0;3;0;0;0;0;2
625;Mannen;Olst-Wijhe;2022;7;6;0;5;2;0;1;0;0;0;0;1
626;Mannen;Ommen;2022;7;5;0;5;2;0;1;0;0;0;0;1
627;Mannen;Oost Gelre;2022;11;9;0;9;2;0;2;0;0;0;0;2
628;Mannen;Oosterhout;2022;21;16;1;15;5;0;5;0;0;0;0;4
629;Mannen;Ooststellingwerf;2022;9;7;0;7;2;0;2;0;0;0;0;2
630;Mannen;Oostzaan;2022;4;3;0;3;1;0;1;0;0;0;0;1
631;Mannen;Opmeer;2022;5;4;0;4;1;0;1;0;0;0;0;1
632;Mannen;Opsterland;2022;11;8;0;8;3;0;2;0;0;0;0;2
633;Mannen;Oss;2022;36;28;1;27;8;1;8;0;0;0;0;7
634;Mannen;Oude IJsselstreek;2022;15;11;0;11;4;0;3;0;0;0;0;3
635;Mannen;Ouder-Amstel;2022;5;4;0;4;1;0;1;0;0;0;0;1
636;Mannen;Oudewater;2022;4;3;0;3;1;0;1;0;0;0;0;1
637;Mannen;Overbetuwe;2022;18;14;1;14;4;0;3;0;0;0;0;3
638;Mannen;Papendrecht;2022;12;9;0;9;3;0;2;0;0;0;0;2
639;Mannen;Peel en Maas;2022;17;13;0;13;4;0;4;0;0;0;0;3
640;Mannen;Pekela;2022;5;3;0;3;1;0;1;0;0;0;0;1
641;Mannen;Pijnacker-Nootdorp;2022;21;17;1;16;4;0;3;0;0;0;0;3
642;Mannen;Purmerend;2022;34;26;1;25;8;1;7;0;0;0;0;6
643;Mannen;Putten;2022;9;7;0;7;2;0;2;0;0;0;0;1
644;Mannen;Raalte;2022;14;11;0;11;3;0;3;0;0;0;0;2
645;Mannen;Reimerswaal;2022;8;7;0;7;2;0;1;0;0;0;0;1
646;Mannen;Renkum;2022;11;8;0;8;3;0;3;0;0;0;0;2
647;Mannen;Renswoude;2022;2;2;0;2;0;0;0;0;0;0;0;0
648;Mannen;Reusel-De Mierden;2022;5;4;0;4;1;0;1;0;0;0;0;1
649;Mannen;Rheden;2022;16;12;0;11;4;0;4;0;0;0;0;3
650;Mannen;Rhenen;2022;7;6;0;5;2;0;1;0;0;0;0;1
651;Mannen;Ridderkerk;2022;17;13;0;12;4;0;4;0;0;0;0;3
652;Mannen;Rijssen-Holten;2022;14;11;0;11;3;0;2;0;0;0;0;2
653;Mannen;Rijswijk (ZH.);2022;20;15;1;14;5;1;5;0;0;0;0;4
654;Mannen;Roerdalen;2022;8;6;0;5;2;0;2;0;0;0;0;2
655;Mannen;Roermond;2022;23;16;1;16;6;1;6;0;0;0;0;5
656;Mannen;De Ronde Venen;2022;17;13;0;13;3;0;3;0;0;0;0;3
657;Mannen;Roosendaal;2022;29;22;1;21;7;1;7;0;0;0;0;6
658;Mannen;Rotterdam;2022;251;182;8;174;69;10;59;5;1;5;3;51
659;Mannen;Rozendaal;2022;1;0;0;0;0;0;0;0;0;0;0;0
660;Mannen;Rucphen;2022;9;7;0;7;2;0;2;0;0;0;0;2
661;Mannen;Schagen;2022;17;13;0;13;4;0;4;0;0;0;0;3
662;Mannen;Scherpenzeel;2022;4;3;0;3;1;0;1;0;0;0;0;1
663;Mannen;Schiedam;2022;31;23;1;22;8;1;7;0;0;0;0;6
664;Mannen;Schiermonnikoog;2022;0;0;0;0;0;0;0;0;0;0;0;0
665;Mannen;Schouwen-Duiveland;2022;12;10;0;9;3;0;3;0;0;0;0;2
666;Mannen;Simpelveld;2022;4;3;0;3;1;0;1;0;0;0;0;1
667;Mannen;Sint-Michielsgestel;2022;11;9;0;8;2;0;2;0;0;0;0;2
668;Mannen;Sittard-Geleen;2022;35;25;1;24;10;1;9;1;0;0;0;9
669;Mannen;Sliedrecht;2022;9;7;0;7;2;0;2;0;0;0;0;2
670;Mannen;Sluis;2022;9;6;0;6;2;0;2;0;0;0;0;2
671;Mannen;Smallingerland;2022;20;15;1;15;5;1;4;0;0;0;0;4
672;Mannen;Soest;2022;17;13;1;13;4;0;3;0;0;0;0;3
673;Mannen;Someren;2022;8;6;0;6;2;0;1;0;0;0;0;1
674;Mannen;Son en Breugel;2022;6;5;0;5;1;0;1;0;0;0;0;1
675;Mannen;Stadskanaal;2022;11;8;0;8;3;0;3;0;0;0;0;3
676;Mannen;Staphorst;2022;6;5;0;5;1;0;1;0;0;0;0;1
677;Mannen;Stede Broec;2022;8;6;0;6;2;0;2;0;0;0;0;2
678;Mannen;Steenbergen;2022;9;7;0;7;2;0;2;0;0;0;0;2
679;Mannen;Steenwijkerland;2022;17;13;0;12;4;0;4;0;0;0;0;3
680;Mannen;Stein (L.);2022;9;7;0;6;3;0;2;0;0;0;0;2
681;Mannen;Stichtse Vecht;2022;24;19;1;18;5;0;5;0;0;0;0;4
682;Mannen;Súdwest-Fryslân;2022;33;25;1;24;8;1;7;0;0;0;0;7
683;Mannen;Terneuzen;2022;21;15;1;14;6;0;5;0;0;0;0;5
684;Mannen;Terschelling;2022;2;2;0;1;0;0;0;0;0;0;0;0
685;Mannen;Texel;2022;5;4;0;4;1;0;1;0;0;0;0;1
686;Mannen;Teylingen;2022;14;11;0;11;3;0;3;0;0;0;0;2
687;Mannen;Tholen;2022;10;8;0;7;2;0;2;0;0;0;0;2
688;Mannen;Tiel;2022;16;13;1;12;4;0;3;0;0;0;0;3
689;Mannen;Tilburg;2022;87;67;3;64;21;2;18;2;0;1;1;16
690;Mannen;Tubbergen;2022;8;7;0;6;2;0;2;0;0;0;0;1
691;Mannen;Twenterand;2022;13;10;0;10;3;0;3;0;0;0;0;2
692;Mannen;Tynaarlo;2022;12;9;0;9;3;0;3;0;0;0;0;2
693;Mannen;Tytsjerksteradiel;2022;12;9;0;8;3;0;3;0;0;0;0;2
694;Mannen;Uitgeest;2022;5;4;0;4;1;0;1;0;0;0;0;1
695;Mannen;Uithoorn;2022;11;9;0;9;2;0;2;0;0;0;0;2
696;Mannen;Urk;2022;8;6;0;6;1;0;1;0;0;0;0;1
697;Mannen;Utrecht (gemeente);2022;140;112;5;107;28;4;24;2;0;2;1;21
698;Mannen;Utrechtse Heuvelrug;2022;17;13;1;13;4;0;4;0;0;0;0;3
699;Mannen;Vaals;2022;4;2;0;2;2;0;1;0;0;0;0;1
700;Mannen;Valkenburg aan de Geul;2022;6;4;0;4;2;0;2;0;0;0;0;1
701;Mannen;Valkenswaard;2022;12;9;0;9;3;0;2;0;0;0;0;2
702;Mannen;Veendam;2022;10;8;0;7;3;0;3;0;0;0;0;2
703;Mannen;Veenendaal;2022;25;20;1;19;5;1;5;0;0;0;0;4
704;Mannen;Veere;2022;8;6;0;6;2;0;2;0;0;0;0;2
705;Mannen;Veldhoven;2022;17;13;0;13;4;0;3;0;0;0;0;3
706;Mannen;Velsen;2022;26;20;1;19;6;1;5;0;0;0;0;5
707;Mannen;Venlo;2022;39;29;1;28;11;1;10;1;0;1;0;9
708;Mannen;Venray;2022;17;13;0;12;4;0;4;0;0;0;0;3
709;Mannen;Vijfheerenlanden;2022;21;17;1;17;4;0;4;0;0;0;0;4
710;Mannen;Vlaardingen;2022;27;20;1;19;7;1;6;0;0;0;0;5
711;Mannen;Vlieland;2022;1;0;0;0;0;0;0;0;0;0;0;0
712;Mannen;Vlissingen;2022;17;12;0;12;5;0;4;0;0;0;0;4
713;Mannen;Voerendaal;2022;4;3;0;3;1;0;1;0;0;0;0;1
714;Mannen;Voorschoten;2022;9;7;0;6;2;0;2;0;0;0;0;2
715;Mannen;Voorst;2022;9;7;0;7;2;0;2;0;0;0;0;2
716;Mannen;Vught;2022;11;9;0;8;2;0;2;0;0;0;0;2
717;Mannen;Waadhoeke;2022;18;13;1;13;4;0;4;0;0;0;0;4
718;Mannen;Waalre;2022;6;5;0;5;1;0;1;0;0;0;0;1
719;Mannen;Waalwijk;2022;19;15;1;14;4;0;4;0;0;0;0;4
720;Mannen;Waddinxveen;2022;11;9;0;9;2;0;2;0;0;0;0;2
721;Mannen;Wageningen;2022;15;11;1;11;4;1;3;0;0;0;0;3
722;Mannen;Wassenaar;2022;9;7;0;6;3;0;2;0;0;0;0;2
723;Mannen;Waterland;2022;6;5;0;5;1;0;1;0;0;0;0;1
724;Mannen;Weert;2022;19;14;1;14;5;0;4;0;0;0;0;4
725;Mannen;Weesp;2022;8;6;0;6;2;0;1;0;0;0;0;1
726;Mannen;West Betuwe;2022;20;16;1;15;4;0;3;0;0;0;0;3
727;Mannen;West Maas en Waal;2022;8;6;0;6;2;0;1;0;0;0;0;1
728;Mannen;Westerkwartier;2022;24;18;1;18;5;1;5;0;0;0;0;4
729;Mannen;Westerveld;2022;7;5;0;5;2;0;2;0;0;0;0;2
730;Mannen;Westervoort;2022;6;4;0;4;1;0;1;0;0;0;0;1
731;Mannen;Westerwolde;2022;9;6;0;6;3;0;3;0;0;0;0;2
732;Mannen;Westland;2022;42;34;1;33;8;1;7;0;0;0;0;6
733;Mannen;Weststellingwerf;2022;10;7;0;7;2;0;2;0;0;0;0;2
734;Mannen;Westvoorne;2022;6;4;0;4;1;0;1;0;0;0;0;1
735;Mannen;Wierden;2022;9;7;0;7;2;0;2;0;0;0;0;2
736;Mannen;Wijchen;2022;15;12;0;11;4;0;3;0;0;0;0;3
737;Mannen;Wijdemeren;2022;9;7;0;7;2;0;2;0;0;0;0;2
738;Mannen;Wijk bij Duurstede;2022;9;7;0;7;2;0;2;0;0;0;0;2
739;Mannen;Winterswijk;2022;11;8;0;8;3;0;2;0;0;0;0;2
740;Mannen;Woensdrecht;2022;8;6;0;6;2;0;2;0;0;0;0;2
741;Mannen;Woerden;2022;19;16;1;15;4;0;3;0;0;0;0;3
742;Mannen;De Wolden;2022;9;7;0;7;2;0;2;0;0;0;0;2
743;Mannen;Wormerland;2022;6;5;0;4;1;0;1;0;0;0;0;1
744;Mannen;Woudenberg;2022;5;4;0;4;1;0;1;0;0;0;0;1
745;Mannen;Zaanstad;2022;59;45;2;43;14;2;12;1;0;1;1;11
746;Mannen;Zaltbommel;2022;11;9;0;9;2;0;2;0;0;0;0;2
747;Mannen;Zandvoort;2022;6;5;0;4;2;0;1;0;0;0;0;1
748;Mannen;Zeewolde;2022;9;8;0;7;2;0;2;0;0;0;0;1
749;Mannen;Zeist;2022;23;18;1;17;5;1;5;0;0;0;0;4
750;Mannen;Zevenaar;2022;17;13;0;12;4;0;4;0;0;0;0;3
751;Mannen;Zoetermeer;2022;46;35;1;34;11;1;10;1;0;1;0;9
752;Mannen;Zoeterwoude;2022;3;3;0;3;1;0;1;0;0;0;0;1
753;Mannen;Zuidplas;2022;17;13;0;13;3;0;3;0;0;0;0;3
754;Mannen;Zundert;2022;9;7;0;7;2;0;2;0;0;0;0;2
755;Mannen;Zutphen;2022;17;13;1;12;5;0;4;0;0;0;0;4
756;Mannen;Zwartewaterland;2022;8;7;0;7;1;0;1;0;0;0;0;1
757;Mannen;Zwijndrecht;2022;16;12;0;12;4;0;3;0;0;0;0;3
758;Mannen;Zwolle;2022;49;38;2;37;10;1;9;1;0;1;0;8
759;Mannen;Groningen (AM);2022;284;208;10;198;76;8;68;5;1;4;2;60
760;Mannen;Friesland (AM);2022;244;184;8;176;60;6;54;3;0;3;2;49
761;Mannen;Drenthe (AM);2022;105;78;3;75;28;2;25;1;0;1;1;23
762;Mannen;Twente (AM);2022;242;185;8;177;57;6;51;3;0;3;2;46
763;Mannen;Stedendriehoek en Noordwest Veluwe (AM);2022;217;167;6;161;50;5;45;3;0;3;1;41
764;Mannen;Midden-Gelderland (AM);2022;151;114;5;110;37;4;33;2;0;2;1;29
765;Mannen;Rijk van Nijmegen (AM);2022;123;93;4;89;30;4;26;2;0;2;1;23
766;Mannen;Achterhoek (AM);2022;113;87;3;84;26;2;24;1;0;1;1;22
767;Mannen;Rivierenland (AM);2022;95;76;3;73;20;2;18;1;0;1;1;16
768;Mannen;Flevoland (AM);2022;155;121;5;116;34;4;30;2;0;2;1;27
769;Mannen;Gooi en Vechtstreek (AM);2022;89;68;3;66;20;2;18;1;0;1;1;16
770;Mannen;Midden-Utrecht (AM);2022;322;255;10;244;68;8;60;5;1;4;2;53
771;Mannen;Amersfoort (AM);2022;125;99;4;96;26;3;23;2;0;2;1;21
772;Mannen;Noord-Holland Noord (AM);2022;254;195;7;188;59;6;54;3;0;3;1;49
773;Mannen;Zaanstreek/Waterland (AM);2022;127;97;4;94;29;3;26;2;0;2;1;23
774;Mannen;Groot Amsterdam (AM);2022;511;391;17;374;120;18;102;10;1;9;5;88
775;Mannen;Holland Rijnland (AM);2022;206;161;6;155;45;5;40;3;0;3;1;36
776;Mannen;Midden-Holland (AM);2022;73;57;2;55;16;2;14;1;0;1;0;13
777;Mannen;Haaglanden (AM);2022;328;242;11;232;86;11;75;6;1;5;3;66
778;Mannen;Rijnmond (AM);2022;525;392;15;377;133;17;117;9;1;8;5;102
779;Mannen;Drechtsteden (AM);2022;106;82;3;79;24;3;22;2;0;1;1;19
780;Mannen;Zeeland (AM);2022;143;108;4;104;34;3;32;2;0;2;1;29
781;Mannen;West-Brabant (AM);2022;262;200;7;193;62;6;56;4;0;3;2;50
782;Mannen;Midden-Brabant (AM);2022;185;142;5;137;43;4;38;3;0;2;1;34
783;Mannen;Noordoost-Brabant (AM);2022;235;182;6;175;53;5;48;3;0;3;1;44
784;Mannen;Zuidoost-Brabant (AM);2022;201;156;6;150;45;5;40;3;0;3;2;36
785;Mannen;Noord-Limburg (AM);2022;107;80;3;77;26;3;24;1;0;1;1;22
786;Mannen;Zuid-Limburg (AM);2022;224;156;6;149;68;6;62;4;0;3;2;56
787;Mannen;Helmond-De Peel (AM);2022;99;76;3;74;23;2;21;1;0;1;1;19
788;Mannen;Midden-Limburg (AM);2022;99;73;3;70;26;2;24;1;0;1;1;21
789;Mannen;Zuid-Holland Centraal (AM);2022;135;104;4;100;31;3;28;2;0;2;1;25
790;Mannen;Gorinchem (AM);2022;52;41;1;40;11;1;10;1;0;1;0;9
791;Mannen;Regio Zwolle (AM);2022;207;164;6;158;43;4;39;3;0;2;1;35
792;Mannen;Zuid-Kennemerland en IJmond (AM);2022;139;107;4;103;32;4;29;2;0;2;1;26
793;Mannen;FoodValley (AM);2022;129;102;4;99;27;3;24;2;0;2;1;21
794;Vrouwen;Nederland;2022;6612;4502;309;4193;2111;179;1932;89;11;78;61;1781
795;Vrouwen;Noord-Nederland (LD);2022;643;432;33;399;211;17;194;8;1;7;6;180
796;Vrouwen;Oost-Nederland (LD);2022;1381;949;66;883;432;35;398;17;2;15;12;368
797;Vrouwen;West-Nederland (LD);2022;3203;2186;147;2040;1017;93;924;48;6;43;33;843
798;Vrouwen;Zuid-Nederland (LD);2022;1385;934;63;871;451;34;417;16;2;14;11;390
799;Vrouwen;Groningen (PV);2022;224;150;11;138;74;7;67;3;0;3;2;62
800;Vrouwen;Fryslân (PV);2022;237;161;13;149;76;6;70;3;0;3;2;65
801;Vrouwen;Drenthe (PV);2022;182;121;10;112;61;4;57;2;0;2;1;54
802;Vrouwen;Overijssel (PV);2022;429;297;21;276;132;11;121;6;1;5;4;112
803;Vrouwen;Flevoland (PV);2022;165;114;8;106;51;5;47;3;0;2;2;42
804;Vrouwen;Gelderland (PV);2022;787;538;37;501;249;19;229;9;1;8;7;214
805;Vrouwen;Utrecht (PV);2022;520;370;23;346;150;14;136;7;1;6;4;125
806;Vrouwen;Noord-Holland (PV);2022;1119;766;52;714;353;33;320;19;3;16;12;289
807;Vrouwen;Zuid-Holland (PV);2022;1423;958;65;893;465;42;423;21;2;19;15;387
808;Vrouwen;Zeeland (PV);2022;141;93;6;87;49;3;45;2;0;1;1;43
809;Vrouwen;Noord-Brabant (PV);2022;965;664;45;619;301;24;277;11;1;10;7;259
810;Vrouwen;Limburg (PV);2022;420;270;18;252;150;10;140;5;0;4;4;131
811;Vrouwen;Aa en Hunze;2022;9;6;0;6;3;0;3;0;0;0;0;3
812;Vrouwen;Aalsmeer;2022;12;9;1;8;3;0;3;0;0;0;0;3
813;Vrouwen;Aalten;2022;10;7;0;6;3;0;3;0;0;0;0;3
814;Vrouwen;Achtkarspelen;2022;10;7;1;6;3;0;3;0;0;0;0;3
815;Vrouwen;Alblasserdam;2022;7;5;0;5;2;0;2;0;0;0;0;2
816;Vrouwen;Albrandswaard;2022;10;7;0;7;3;0;3;0;0;0;0;2
817;Vrouwen;Alkmaar;2022;42;29;2;27;14;1;13;1;0;1;0;12
818;Vrouwen;Almelo;2022;27;17;1;16;10;1;9;0;0;0;0;8
819;Vrouwen;Almere;2022;85;59;4;55;27;3;24;2;0;1;1;21
820;Vrouwen;Alphen aan den Rijn;2022;42;30;2;28;12;1;11;0;0;0;0;10
821;Vrouwen;Alphen-Chaam;2022;4;3;0;3;1;0;1;0;0;0;0;1
822;Vrouwen;Altena;2022;21;14;1;13;6;0;6;0;0;0;0;6
823;Vrouwen;Ameland;2022;1;1;0;1;0;0;0;0;0;0;0;0
824;Vrouwen;Amersfoort;2022;60;44;3;41;16;2;15;1;0;1;0;14
825;Vrouwen;Amstelveen;2022;35;23;2;22;11;1;10;1;0;1;0;9
826;Vrouwen;Amsterdam;2022;361;247;18;229;114;14;100;8;1;7;5;87
827;Vrouwen;Apeldoorn;2022;61;41;3;38;20;2;18;1;0;1;1;17
828;Vrouwen;Arnhem;2022;63;42;3;39;21;2;19;1;0;1;1;17
829;Vrouwen;Assen;2022;26;17;1;16;8;1;8;0;0;0;0;7
830;Vrouwen;Asten;2022;6;4;0;4;2;0;2;0;0;0;0;2
831;Vrouwen;Baarle-Nassau;2022;3;2;0;2;1;0;1;0;0;0;0;1
832;Vrouwen;Baarn;2022;9;6;0;6;3;0;3;0;0;0;0;2
833;Vrouwen;Barendrecht;2022;18;13;1;12;5;0;5;0;0;0;0;5
834;Vrouwen;Barneveld;2022;21;15;1;14;6;1;5;0;0;0;0;5
835;Vrouwen;Beek (L.);2022;6;4;0;4;2;0;2;0;0;0;0;2
836;Vrouwen;Beekdaelen;2022;13;9;1;8;5;0;4;0;0;0;0;4
837;Vrouwen;Beesel;2022;5;3;0;3;2;0;2;0;0;0;0;1
838;Vrouwen;Berg en Dal;2022;13;9;1;8;4;0;4;0;0;0;0;4
839;Vrouwen;Bergeijk;2022;7;5;0;4;2;0;2;0;0;0;0;2
840;Vrouwen;Bergen (L.);2022;5;3;0;3;2;0;1;0;0;0;0;1
841;Vrouwen;Bergen (NH.);2022;11;7;0;6;4;0;4;0;0;0;0;4
842;Vrouwen;Bergen op Zoom;2022;25;16;1;15;9;1;8;0;0;0;0;8
843;Vrouwen;Berkelland;2022;16;11;1;10;5;0;5;0;0;0;0;4
844;Vrouwen;Bernheze;2022;12;8;1;8;3;0;3;0;0;0;0;3
845;Vrouwen;Best;2022;12;8;1;8;4;0;3;0;0;0;0;3
846;Vrouwen;Beuningen;2022;10;7;0;7;3;0;3;0;0;0;0;3
847;Vrouwen;Beverwijk;2022;16;11;1;10;5;0;5;0;0;0;0;4
848;Vrouwen;De Bilt;2022;16;11;1;10;5;0;5;0;0;0;0;4
849;Vrouwen;Bladel;2022;8;5;0;5;2;0;2;0;0;0;0;2
850;Vrouwen;Blaricum;2022;4;3;0;3;2;0;1;0;0;0;0;1
851;Vrouwen;Bloemendaal;2022;8;6;0;5;3;0;2;0;0;0;0;2
852;Vrouwen;Bodegraven-Reeuwijk;2022;13;9;1;9;4;0;3;0;0;0;0;3
853;Vrouwen;Boekel;2022;4;3;0;3;1;0;1;0;0;0;0;1
854;Vrouwen;Borger-Odoorn;2022;10;6;0;6;3;0;3;0;0;0;0;3
855;Vrouwen;Borne;2022;9;6;0;6;3;0;2;0;0;0;0;2
856;Vrouwen;Borsele;2022;8;6;0;5;3;0;2;0;0;0;0;2
857;Vrouwen;Boxtel;2022;12;8;1;8;4;0;3;0;0;0;0;3
858;Vrouwen;Breda;2022;71;49;3;46;21;2;19;1;0;1;1;17
859;Vrouwen;Brielle;2022;7;5;0;4;2;0;2;0;0;0;0;2
860;Vrouwen;Bronckhorst;2022;13;9;1;8;4;0;4;0;0;0;0;4
861;Vrouwen;Brummen;2022;8;5;0;5;2;0;2;0;0;0;0;2
862;Vrouwen;Brunssum;2022;10;6;0;6;4;0;4;0;0;0;0;4
863;Vrouwen;Bunnik;2022;6;4;0;4;2;0;1;0;0;0;0;1
864;Vrouwen;Bunschoten;2022;8;6;0;6;2;0;2;0;0;0;0;2
865;Vrouwen;Buren;2022;10;7;0;7;3;0;3;0;0;0;0;3
866;Vrouwen;Capelle aan den IJssel;2022;26;17;1;16;9;1;8;0;0;0;0;7
867;Vrouwen;Castricum;2022;13;9;1;9;4;0;4;0;0;0;0;3
868;Vrouwen;Coevorden;2022;13;8;1;8;4;0;4;0;0;0;0;4
869;Vrouwen;Cranendonck;2022;7;5;0;5;2;0;2;0;0;0;0;2
870;Vrouwen;Culemborg;2022;11;8;0;7;3;0;3;0;0;0;0;3
871;Vrouwen;Dalfsen;2022;10;8;1;7;3;0;3;0;0;0;0;2
872;Vrouwen;Dantumadiel;2022;7;4;0;4;2;0;2;0;0;0;0;2
873;Vrouwen;Delft;2022;39;26;2;24;13;1;12;1;0;1;1;10
874;Vrouwen;Deurne;2022;12;8;1;8;4;0;3;0;0;0;0;3
875;Vrouwen;Deventer;2022;38;26;2;24;12;1;11;1;0;0;0;10
876;Vrouwen;Diemen;2022;13;9;1;8;4;0;3;0;0;0;0;3
877;Vrouwen;Dijk en Waard;2022;32;22;2;21;10;1;9;0;0;0;0;9
878;Vrouwen;Dinkelland;2022;10;7;0;6;3;0;2;0;0;0;0;2
879;Vrouwen;Doesburg;2022;4;3;0;2;2;0;2;0;0;0;0;2
880;Vrouwen;Doetinchem;2022;22;15;1;14;7;1;7;0;0;0;0;6
881;Vrouwen;Dongen;2022;10;7;0;6;3;0;3;0;0;0;0;3
882;Vrouwen;Dordrecht;2022;45;29;2;27;16;1;14;1;0;1;0;13
883;Vrouwen;Drechterland;2022;7;5;0;5;2;0;2;0;0;0;0;2
884;Vrouwen;Drimmelen;2022;10;7;0;7;3;0;3;0;0;0;0;3
885;Vrouwen;Dronten;2022;16;11;1;10;5;0;4;0;0;0;0;4
886;Vrouwen;Druten;2022;7;5;0;5;2;0;2;0;0;0;0;2
887;Vrouwen;Duiven;2022;10;7;0;6;3;0;3;0;0;0;0;3
888;Vrouwen;Echt-Susteren;2022;12;7;0;7;4;0;4;0;0;0;0;4
889;Vrouwen;Edam-Volendam;2022;14;10;1;9;4;0;4;0;0;0;0;4
890;Vrouwen;Ede;2022;44;31;2;29;13;1;12;0;0;0;0;12
