ID;Geslacht;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;NietGezochtVanwegeOntmoediging_9;NietGezochtVanwegeAndereReden_10;GezochtNietBeschikbaar_11;NietGezochtNietBeschikbaar_12
14;Totaal mannen en vrouwen;Zeeland (PV);2022;284;201;10;191;83;6;77;4;0;3;2;71
15;Totaal mannen en vrouwen;Noord-Brabant (PV);2022;1955;1427;73;1354;528;46;482;24;3;22;14;443
16;Totaal mannen en vrouwen;Limburg (PV);2022;844;575;30;545;269;21;248;12;1;10;7;229
17;Totaal mannen en vrouwen;Aa en Hunze;2022;19;13;1;12;6;0;5;0;0;0;0;5
18;Totaal mannen en vrouwen;Aalsmeer;2022;24;19;1;18;5;1;5;0;0;0;0;4
19;Totaal mannen en vrouwen;Aalten;2022;20;15;1;14;5;0;5;0;0;0;0;5
20;Totaal mannen en vrouwen;Achtkarspelen;2022;21;15;1;14;6;0;5;0;0;0;0;5
21;Totaal mannen en vrouwen;Alblasserdam;2022;14;11;1;10;4;0;3;0;0;0;0;3
22;Totaal mannen en vrouwen;Albrandswaard;2022;19;14;1;14;5;0;4;0;0;0;0;4
23;Totaal mannen en vrouwen;Alkmaar;2022;84;60;3;57;24;2;22;1;0;1;1;20
24;Totaal mannen en vrouwen;Almelo;2022;55;38;2;35;17;1;16;1;0;1;1;14
25;Totaal mannen en vrouwen;Almere;2022;168;123;6;117;45;5;40;3;0;3;2;35
26;Totaal mannen en vrouwen;Alphen aan den Rijn;2022;84;64;3;61;21;2;19;1;0;1;1;17
27;Totaal mannen en vrouwen;Alphen-Chaam;2022;8;6;0;6;2;0;2;0;0;0;0;2
28;Totaal mannen en vrouwen;Altena;2022;42;31;2;30;10;1;10;0;0;0;0;9
29;Totaal mannen en vrouwen;Ameland;2022;3;2;0;2;1;0;1;0;0;0;0;1
30;Totaal mannen en vrouwen;Amersfoort;2022;120;91;5;86;29;3;26;1;0;1;1;23
31;Totaal mannen en vrouwen;Amstelveen;2022;68;49;3;46;19;2;17;1;0;1;1;15
32;Totaal mannen en vrouwen;Amsterdam;2022;714;514;31;483;200;27;173;16;2;14;9;148
33;Totaal mannen en vrouwen;Apeldoorn;2022;122;88;5;83;34;3;31;1;0;1;1;29
34;Totaal mannen en vrouwen;Arnhem;2022;127;90;5;85;37;4;33;2;0;2;1;30
35;Totaal mannen en vrouwen;Assen;2022;51;36;2;34;15;1;13;1;0;1;0;12
36;Totaal mannen en vrouwen;Asten;2022;13;9;0;9;3;0;3;0;0;0;0;3
37;Totaal mannen en vrouwen;Baarle-Nassau;2022;5;4;0;3;1;0;1;0;0;0;0;1
38;Totaal mannen en vrouwen;Baarn;2022;17;12;1;12;5;0;4;0;0;0;0;4
39;Totaal mannen en vrouwen;Barendrecht;2022;36;27;1;26;9;1;8;0;0;0;0;7
40;Totaal mannen en vrouwen;Barneveld;2022;43;33;2;31;9;1;8;1;0;0;0;8
41;Totaal mannen en vrouwen;Beek (L.);2022;12;8;0;8;4;0;3;0;0;0;0;3
42;Totaal mannen en vrouwen;Beekdaelen;2022;27;18;1;18;8;1;8;0;0;0;0;7
43;Totaal mannen en vrouwen;Beesel;2022;10;7;0;7;3;0;3;0;0;0;0;3
44;Totaal mannen en vrouwen;Berg en Dal;2022;26;18;1;17;8;1;7;0;0;0;0;7
45;Totaal mannen en vrouwen;Bergeijk;2022;14;11;1;10;4;0;3;0;0;0;0;3
46;Totaal mannen en vrouwen;Bergen (L.);2022;10;7;0;7;3;0;3;0;0;0;0;2
47;Totaal mannen en vrouwen;Bergen (NH.);2022;21;14;1;14;7;0;6;0;0;0;0;6
48;Totaal mannen en vrouwen;Bergen op Zoom;2022;51;35;2;33;16;1;14;1;0;1;0;13
49;Totaal mannen en vrouwen;Berkelland;2022;32;24;1;23;9;1;8;0;0;0;0;7
50;Totaal mannen en vrouwen;Bernheze;2022;24;18;1;17;6;0;5;0;0;0;0;5
51;Totaal mannen en vrouwen;Best;2022;23;17;1;16;6;1;5;0;0;0;0;5
52;Totaal mannen en vrouwen;Beuningen;2022;20;15;1;14;5;0;5;0;0;0;0;4
53;Totaal mannen en vrouwen;Beverwijk;2022;32;23;1;22;9;1;8;0;0;0;0;7
54;Totaal mannen en vrouwen;De Bilt;2022;31;22;1;21;8;1;8;0;0;0;0;7
55;Totaal mannen en vrouwen;Bladel;2022;15;12;1;11;4;0;3;0;0;0;0;3
56;Totaal mannen en vrouwen;Blaricum;2022;9;6;0;6;3;0;2;0;0;0;0;2
57;Totaal mannen en vrouwen;Bloemendaal;2022;16;11;1;11;5;0;4;0;0;0;0;4
58;Totaal mannen en vrouwen;Bodegraven-Reeuwijk;2022;26;20;1;19;6;1;6;0;0;0;0;5
59;Totaal mannen en vrouwen;Boekel;2022;8;6;0;6;2;0;2;0;0;0;0;2
60;Totaal mannen en vrouwen;Borger-Odoorn;2022;19;13;1;13;6;0;6;0;0;0;0;5
61;Totaal mannen en vrouwen;Borne;2022;17;13;1;12;5;0;4;0;0;0;0;4
62;Totaal mannen en vrouwen;Borsele;2022;17;13;1;12;4;0;4;0;0;0;0;4
63;Totaal mannen en vrouwen;Boxtel;2022;25;18;1;17;7;1;6;0;0;0;0;6
64;Totaal mannen en vrouwen;Breda;2022;140;103;5;97;37;4;33;2;0;2;1;30
65;Totaal mannen en vrouwen;Brielle;2022;13;10;0;9;3;0;3;0;0;0;0;3
66;Totaal mannen en vrouwen;Bronckhorst;2022;27;20;1;19;7;1;7;0;0;0;0;6
67;Totaal mannen en vrouwen;Brummen;2022;15;11;1;11;4;0;4;0;0;0;0;4
68;Totaal mannen en vrouwen;Brunssum;2022;21;14;1;13;7;0;7;0;0;0;0;6
69;Totaal mannen en vrouwen;Bunnik;2022;11;8;0;8;3;0;2;0;0;0;0;2
70;Totaal mannen en vrouwen;Bunschoten;2022;16;13;1;12;4;0;3;0;0;0;0;3
71;Totaal mannen en vrouwen;Buren;2022;21;15;1;15;5;0;5;0;0;0;0;5
72;Totaal mannen en vrouwen;Capelle aan den IJssel;2022;50;35;2;34;15;1;14;1;0;1;0;12
73;Totaal mannen en vrouwen;Castricum;2022;26;19;1;18;7;1;6;0;0;0;0;6
74;Totaal mannen en vrouwen;Coevorden;2022;26;18;1;17;8;1;7;0;0;0;0;7
75;Totaal mannen en vrouwen;Cranendonck;2022;15;11;1;10;4;0;4;0;0;0;0;4
76;Totaal mannen en vrouwen;Culemborg;2022;22;16;1;15;6;1;5;0;0;0;0;5
77;Totaal mannen en vrouwen;Dalfsen;2022;21;16;1;16;5;0;5;0;0;0;0;4
78;Totaal mannen en vrouwen;Dantumadiel;2022;14;10;1;9;4;0;4;0;0;0;0;3
79;Totaal mannen en vrouwen;Delft;2022;84;59;4;55;26;3;22;2;0;2;1;20
80;Totaal mannen en vrouwen;Deurne;2022;24;18;1;17;6;1;6;0;0;0;0;6
81;Totaal mannen en vrouwen;Deventer;2022;76;55;3;52;21;2;19;1;0;1;1;17
82;Totaal mannen en vrouwen;Diemen;2022;25;19;1;18;7;1;6;0;0;0;0;5
83;Totaal mannen en vrouwen;Dijk en Waard;2022;65;48;2;45;17;1;15;1;0;1;0;14
84;Totaal mannen en vrouwen;Dinkelland;2022;20;15;1;14;5;0;4;0;0;0;0;4
85;Totaal mannen en vrouwen;Doesburg;2022;8;5;0;5;3;0;3;0;0;0;0;3
86;Totaal mannen en vrouwen;Doetinchem;2022;44;31;2;30;12;1;11;1;0;0;0;10
87;Totaal mannen en vrouwen;Dongen;2022;20;15;1;14;5;0;5;0;0;0;0;4
88;Totaal mannen en vrouwen;Dordrecht;2022;90;63;3;60;27;2;24;1;0;1;1;22
89;Totaal mannen en vrouwen;Drechterland;2022;15;11;1;10;4;0;4;0;0;0;0;3
90;Totaal mannen en vrouwen;Drimmelen;2022;21;15;1;15;5;0;5;0;0;0;0;5
91;Totaal mannen en vrouwen;Dronten;2022;32;24;1;22;8;1;7;0;0;0;0;7
92;Totaal mannen en vrouwen;Druten;2022;14;11;1;10;4;0;3;0;0;0;0;3
93;Totaal mannen en vrouwen;Duiven;2022;19;14;1;13;5;0;5;0;0;0;0;4
94;Totaal mannen en vrouwen;Echt-Susteren;2022;24;16;1;15;8;1;7;0;0;0;0;7
95;Totaal mannen en vrouwen;Edam-Volendam;2022;27;20;1;19;7;1;6;0;0;0;0;6
96;Totaal mannen en vrouwen;Ede;2022;88;66;3;62;22;2;20;1;0;1;1;18
97;Totaal mannen en vrouwen;Eemnes;2022;7;5;0;5;2;0;2;0;0;0;0;1
98;Totaal mannen en vrouwen;Eemsdelta;2022;33;22;1;21;11;1;10;0;0;0;0;9
99;Totaal mannen en vrouwen;Eersel;2022;14;11;1;10;4;0;3;0;0;0;0;3
100;Totaal mannen en vrouwen;Eijsden-Margraten;2022;19;14;1;13;5;0;5;0;0;0;0;5
101;Totaal mannen en vrouwen;Eindhoven;2022;186;135;7;128;51;6;46;3;0;3;2;41
102;Totaal mannen en vrouwen;Elburg;2022;17;13;1;12;4;0;4;0;0;0;0;4
103;Totaal mannen en vrouwen;Emmen;2022;80;54;4;50;26;2;24;1;0;1;1;23
104;Totaal mannen en vrouwen;Enkhuizen;2022;14;10;1;9;4;0;4;0;0;0;0;3
105;Totaal mannen en vrouwen;Enschede;2022;123;85;6;80;38;4;34;2;0;2;1;31
106;Totaal mannen en vrouwen;Epe;2022;24;17;1;16;7;1;6;0;0;0;0;6
107;Totaal mannen en vrouwen;Ermelo;2022;19;14;1;13;5;0;5;0;0;0;0;4
108;Totaal mannen en vrouwen;Etten-Leur;2022;33;24;1;22;9;1;8;0;0;0;0;8
109;Totaal mannen en vrouwen;De Fryske Marren;2022;38;28;2;26;10;1;9;0;0;0;0;9
110;Totaal mannen en vrouwen;Geertruidenberg;2022;16;12;1;12;4;0;4;0;0;0;0;4
111;Totaal mannen en vrouwen;Geldrop-Mierlo;2022;30;22;1;20;8;1;8;0;0;0;0;7
112;Totaal mannen en vrouwen;Gemert-Bakel;2022;23;17;1;17;6;0;6;0;0;0;0;5
113;Totaal mannen en vrouwen;Gennep;2022;13;9;0;9;4;0;3;0;0;0;0;3
114;Totaal mannen en vrouwen;Gilze en Rijen;2022;19;14;1;14;5;0;5;0;0;0;0;4
115;Totaal mannen en vrouwen;Goeree-Overflakkee;2022;37;28;1;26;10;1;9;0;0;0;0;8
116;Totaal mannen en vrouwen;Goes;2022;29;21;1;20;8;1;7;0;0;0;0;7
117;Totaal mannen en vrouwen;Goirle;2022;17;13;1;12;5;0;4;0;0;0;0;4
118;Totaal mannen en vrouwen;Gooise Meren;2022;42;31;2;29;11;1;9;1;0;1;0;9
119;Totaal mannen en vrouwen;Gorinchem;2022;28;21;1;19;8;1;7;0;0;0;0;6
120;Totaal mannen en vrouwen;Gouda;2022;56;40;2;38;15;1;14;1;0;1;0;13
121;Totaal mannen en vrouwen;'s-Gravenhage (gemeente);2022;427;291;16;275;136;15;121;8;1;7;5;107
122;Totaal mannen en vrouwen;Groningen (gemeente);2022;191;137;10;127;54;8;46;4;0;3;2;40
123;Totaal mannen en vrouwen;Gulpen-Wittem;2022;10;7;0;7;3;0;3;0;0;0;0;3
124;Totaal mannen en vrouwen;Haaksbergen;2022;18;13;1;12;5;0;4;0;0;0;0;4
125;Totaal mannen en vrouwen;Haarlem;2022;123;91;5;86;32;3;29;2;0;2;1;26
126;Totaal mannen en vrouwen;Haarlemmermeer;2022;121;91;4;86;30;3;27;2;0;2;1;24
127;Totaal mannen en vrouwen;Halderberge;2022;23;16;1;16;7;0;6;0;0;0;0;6
128;Totaal mannen en vrouwen;Hardenberg;2022;45;34;2;33;11;1;10;1;0;0;0;9
129;Totaal mannen en vrouwen;Harderwijk;2022;36;26;1;25;10;1;9;0;0;0;0;8
130;Totaal mannen en vrouwen;Hardinxveld-Giessendam;2022;13;10;1;10;3;0;3;0;0;0;0;3
131;Totaal mannen en vrouwen;Harlingen;2022;12;8;0;7;4;0;3;0;0;0;0;3
132;Totaal mannen en vrouwen;Hattem;2022;9;7;0;6;2;0;2;0;0;0;0;2
133;Totaal mannen en vrouwen;Heemskerk;2022;29;21;1;20;8;1;7;0;0;0;0;7
134;Totaal mannen en vrouwen;Heemstede;2022;18;13;1;13;5;0;5;0;0;0;0;4
135;Totaal mannen en vrouwen;Heerde;2022;14;10;0;10;4;0;3;0;0;0;0;3
136;Totaal mannen en vrouwen;Heerenveen;2022;38;27;2;26;10;1;9;0;0;0;0;9
137;Totaal mannen en vrouwen;Heerlen;2022;66;42;2;39;24;2;22;1;0;1;1;21
138;Totaal mannen en vrouwen;Heeze-Leende;2022;12;9;0;8;3;0;3;0;0;0;0;3
139;Totaal mannen en vrouwen;Heiloo;2022;17;13;1;12;5;0;4;0;0;0;0;4
140;Totaal mannen en vrouwen;Den Helder;2022;41;28;2;27;13;1;12;1;0;0;0;11
141;Totaal mannen en vrouwen;Hellendoorn;2022;26;20;1;19;7;0;6;0;0;0;0;6
142;Totaal mannen en vrouwen;Hellevoetsluis;2022;31;21;1;20;9;1;9;0;0;0;0;8
143;Totaal mannen en vrouwen;Helmond;2022;72;51;3;49;20;2;18;1;0;1;1;17
144;Totaal mannen en vrouwen;Hendrik-Ido-Ambacht;2022;23;17;1;17;5;1;5;0;0;0;0;4
145;Totaal mannen en vrouwen;Hengelo (O.);2022;62;45;3;42;17;2;16;1;0;1;1;14
146;Totaal mannen en vrouwen;'s-Hertogenbosch;2022;120;88;4;84;32;3;29;1;0;1;1;26
147;Totaal mannen en vrouwen;Heumen;2022;12;9;0;8;3;0;3;0;0;0;0;3
148;Totaal mannen en vrouwen;Heusden;2022;34;25;1;24;9;1;8;0;0;0;0;8
149;Totaal mannen en vrouwen;Hillegom;2022;17;12;1;12;4;0;4;0;0;0;0;4
150;Totaal mannen en vrouwen;Hilvarenbeek;2022;12;9;0;9;3;0;3;0;0;0;0;2
151;Totaal mannen en vrouwen;Hilversum;2022;68;50;3;47;18;2;16;1;0;1;1;15
152;Totaal mannen en vrouwen;Hoeksche Waard;2022;65;48;2;46;17;1;16;1;0;1;0;15
153;Totaal mannen en vrouwen;Hof van Twente;2022;26;19;1;18;7;1;6;0;0;0;0;6
154;Totaal mannen en vrouwen;Het Hogeland;2022;35;24;1;23;11;1;10;0;0;0;0;9
155;Totaal mannen en vrouwen;Hollands Kroon;2022;37;27;1;26;10;1;9;0;0;0;0;8
156;Totaal mannen en vrouwen;Hoogeveen;2022;40;29;2;27;12;1;11;0;0;0;0;10
157;Totaal mannen en vrouwen;Hoorn;2022;56;40;2;38;16;1;15;1;0;1;0;14
158;Totaal mannen en vrouwen;Horst aan de Maas;2022;33;25;1;24;8;1;7;0;0;0;0;7
159;Totaal mannen en vrouwen;Houten;2022;38;29;1;28;9;1;8;0;0;0;0;8
160;Totaal mannen en vrouwen;Huizen;2022;30;21;1;20;9;1;8;0;0;0;0;8
161;Totaal mannen en vrouwen;Hulst;2022;20;14;1;13;7;0;6;0;0;0;0;6
162;Totaal mannen en vrouwen;IJsselstein;2022;25;19;1;18;6;1;6;0;0;0;0;5
163;Totaal mannen en vrouwen;Kaag en Braassem;2022;21;16;1;15;5;0;5;0;0;0;0;4
164;Totaal mannen en vrouwen;Kampen;2022;40;30;2;29;10;1;9;0;0;0;0;8
165;Totaal mannen en vrouwen;Kapelle;2022;9;7;0;7;2;0;2;0;0;0;0;2
166;Totaal mannen en vrouwen;Katwijk;2022;48;36;2;35;12;1;11;1;0;0;0;10
167;Totaal mannen en vrouwen;Kerkrade;2022;34;21;1;20;13;1;12;0;0;0;0;11
168;Totaal mannen en vrouwen;Koggenland;2022;17;13;1;12;4;0;4;0;0;0;0;3
169;Totaal mannen en vrouwen;Krimpen aan den IJssel;2022;20;15;1;14;6;0;5;0;0;0;0;5
170;Totaal mannen en vrouwen;Krimpenerwaard;2022;42;31;2;30;11;1;10;0;0;0;0;9
171;Totaal mannen en vrouwen;Laarbeek;2022;17;13;1;12;5;0;4;0;0;0;0;4
172;Totaal mannen en vrouwen;Land van Cuijk;2022;68;50;2;47;18;1;17;1;0;1;0;16
173;Totaal mannen en vrouwen;Landgraaf;2022;28;18;1;17;10;1;9;0;0;0;0;9
174;Totaal mannen en vrouwen;Landsmeer;2022;8;6;0;6;2;0;2;0;0;0;0;2
175;Totaal mannen en vrouwen;Lansingerland;2022;46;36;2;34;10;1;9;1;0;0;0;8
176;Totaal mannen en vrouwen;Laren (NH.);2022;8;5;0;5;2;0;2;0;0;0;0;2
177;Totaal mannen en vrouwen;Leeuwarden;2022;96;67;4;63;28;3;25;2;0;1;1;23
178;Totaal mannen en vrouwen;Leiden;2022;101;74;4;69;27;3;24;2;0;2;1;21
179;Totaal mannen en vrouwen;Leiderdorp;2022;20;15;1;14;5;0;5;0;0;0;0;4
180;Totaal mannen en vrouwen;Leidschendam-Voorburg;2022;56;39;2;37;16;2;15;1;0;1;1;13
181;Totaal mannen en vrouwen;Lelystad;2022;61;43;2;41;18;2;17;1;0;1;1;15
182;Totaal mannen en vrouwen;Leudal;2022;27;19;1;18;8;1;7;0;0;0;0;7
183;Totaal mannen en vrouwen;Leusden;2022;22;17;1;16;6;1;5;0;0;0;0;5
184;Totaal mannen en vrouwen;Lingewaard;2022;35;26;1;24;9;1;8;0;0;0;0;8
185;Totaal mannen en vrouwen;Lisse;2022;17;13;1;12;4;0;4;0;0;0;0;4
186;Totaal mannen en vrouwen;Lochem;2022;24;17;1;16;7;1;7;0;0;0;0;6
187;Totaal mannen en vrouwen;Loon op Zand;2022;18;13;1;12;5;0;4;0;0;0;0;4
188;Totaal mannen en vrouwen;Lopik;2022;11;9;0;8;2;0;2;0;0;0;0;2
189;Totaal mannen en vrouwen;Losser;2022;17;12;1;11;5;0;4;0;0;0;0;4
190;Totaal mannen en vrouwen;Maasdriel;2022;20;15;1;14;5;0;4;0;0;0;0;4
191;Totaal mannen en vrouwen;Maasgouw;2022;18;12;1;12;5;0;5;0;0;0;0;5
192;Totaal mannen en vrouwen;Maashorst;2022;43;32;2;30;12;1;11;0;0;0;0;10
193;Totaal mannen en vrouwen;Maassluis;2022;25;18;1;17;7;1;7;0;0;0;0;6
194;Totaal mannen en vrouwen;Maastricht;2022;95;62;4;58;33;4;30;2;0;2;1;26
195;Totaal mannen en vrouwen;Medemblik;2022;34;25;1;23;9;1;9;0;0;0;0;8
196;Totaal mannen en vrouwen;Meerssen;2022;14;10;0;9;4;0;4;0;0;0;0;4
197;Totaal mannen en vrouwen;Meierijstad;2022;62;46;2;44;16;1;15;1;0;1;0;14
198;Totaal mannen en vrouwen;Meppel;2022;26;19;1;18;7;1;6;0;0;0;0;6
199;Totaal mannen en vrouwen;Middelburg (Z.);2022;36;26;1;24;10;1;9;0;0;0;0;9
200;Totaal mannen en vrouwen;Midden-Delfland;2022;14;11;1;11;3;0;3;0;0;0;0;3
201;Totaal mannen en vrouwen;Midden-Drenthe;2022;25;18;1;17;7;1;6;0;0;0;0;6
202;Totaal mannen en vrouwen;Midden-Groningen;2022;45;31;2;29;14;1;13;1;0;1;0;12
203;Totaal mannen en vrouwen;Moerdijk;2022;28;20;1;19;8;1;7;0;0;0;0;7
204;Totaal mannen en vrouwen;Molenlanden;2022;33;25;1;24;8;1;7;0;0;0;0;7
205;Totaal mannen en vrouwen;Montferland;2022;27;20;1;18;8;1;7;0;0;0;0;7
206;Totaal mannen en vrouwen;Montfoort;2022;10;8;0;8;2;0;2;0;0;0;0;2
207;Totaal mannen en vrouwen;Mook en Middelaar;2022;6;4;0;4;2;0;2;0;0;0;0;1
208;Totaal mannen en vrouwen;Neder-Betuwe;2022;18;14;1;13;4;0;4;0;0;0;0;4
209;Totaal mannen en vrouwen;Nederweert;2022;13;10;0;9;3;0;3;0;0;0;0;3
210;Totaal mannen en vrouwen;Nieuwegein;2022;49;35;2;34;14;1;13;1;0;1;0;12
211;Totaal mannen en vrouwen;Nieuwkoop;2022;22;16;1;16;5;0;5;0;0;0;0;4
212;Totaal mannen en vrouwen;Nijkerk;2022;32;25;1;23;8;1;7;0;0;0;0;6
213;Totaal mannen en vrouwen;Nijmegen;2022;142;101;6;96;40;5;35;2;0;2;2;31
214;Totaal mannen en vrouwen;Nissewaard;2022;65;45;2;43;20;2;18;1;0;1;1;17
215;Totaal mannen en vrouwen;Noardeast-Fryslân;2022;33;24;1;23;9;1;9;0;0;0;0;8
216;Totaal mannen en vrouwen;Noord-Beveland;2022;6;4;0;4;2;0;2;0;0;0;0;2
217;Totaal mannen en vrouwen;Noordenveld;2022;22;16;1;15;7;0;6;0;0;0;0;6
218;Totaal mannen en vrouwen;Noordoostpolder;2022;35;27;1;25;9;1;8;0;0;0;0;7
219;Totaal mannen en vrouwen;Noordwijk;2022;33;24;1;23;9;1;8;0;0;0;0;7
220;Totaal mannen en vrouwen;Nuenen, Gerwen en Nederwetten;2022;17;12;1;12;5;0;4;0;0;0;0;4
221;Totaal mannen en vrouwen;Nunspeet;2022;20;15;1;14;5;0;5;0;0;0;0;4
222;Totaal mannen en vrouwen;Oegstgeest;2022;18;13;1;13;5;0;4;0;0;0;0;4
223;Totaal mannen en vrouwen;Oirschot;2022;14;11;1;10;4;0;3;0;0;0;0;3
224;Totaal mannen en vrouwen;Oisterwijk;2022;23;17;1;17;6;0;6;0;0;0;0;5
225;Totaal mannen en vrouwen;Oldambt;2022;29;19;1;18;10;1;9;0;0;0;0;8
226;Totaal mannen en vrouwen;Oldebroek;2022;18;13;1;12;5;0;4;0;0;0;0;4
227;Totaal mannen en vrouwen;Oldenzaal;2022;23;17;1;16;6;1;6;0;0;0;0;6
228;Totaal mannen en vrouwen;Olst-Wijhe;2022;14;10;1;10;3;0;3;0;0;0;0;3
229;Totaal mannen en vrouwen;Ommen;2022;14;10;1;9;4;0;3;0;0;0;0;3
230;Totaal mannen en vrouwen;Oost Gelre;2022;22;17;1;16;5;0;5;0;0;0;0;5
231;Totaal mannen en vrouwen;Oosterhout;2022;42;30;1;29;12;1;11;1;0;0;0;10
232;Totaal mannen en vrouwen;Ooststellingwerf;2022;19;13;1;12;6;0;5;0;0;0;0;5
233;Totaal mannen en vrouwen;Oostzaan;2022;7;5;0;5;2;0;2;0;0;0;0;2
234;Totaal mannen en vrouwen;Opmeer;2022;9;7;0;7;2;0;2;0;0;0;0;2
235;Totaal mannen en vrouwen;Opsterland;2022;22;16;1;15;6;0;5;0;0;0;0;5
236;Totaal mannen en vrouwen;Oss;2022;71;51;3;49;20;2;18;1;0;1;0;17
237;Totaal mannen en vrouwen;Oude IJsselstreek;2022;29;21;1;20;8;1;8;0;0;0;0;7
238;Totaal mannen en vrouwen;Ouder-Amstel;2022;11;8;0;7;3;0;2;0;0;0;0;2
239;Totaal mannen en vrouwen;Oudewater;2022;7;6;0;5;2;0;2;0;0;0;0;1
240;Totaal mannen en vrouwen;Overbetuwe;2022;36;27;1;25;9;1;8;0;0;0;0;7
241;Totaal mannen en vrouwen;Papendrecht;2022;23;17;1;16;6;1;6;0;0;0;0;5
242;Totaal mannen en vrouwen;Peel en Maas;2022;33;25;1;24;9;1;8;0;0;0;0;7
243;Totaal mannen en vrouwen;Pekela;2022;9;6;0;6;3;0;3;0;0;0;0;3
244;Totaal mannen en vrouwen;Pijnacker-Nootdorp;2022;42;33;2;31;9;1;8;1;0;0;0;7
245;Totaal mannen en vrouwen;Purmerend;2022;69;50;3;48;19;2;17;1;0;1;1;16
246;Totaal mannen en vrouwen;Putten;2022;18;13;1;13;4;0;4;0;0;0;0;4
247;Totaal mannen en vrouwen;Raalte;2022;28;21;1;20;7;1;6;0;0;0;0;6
248;Totaal mannen en vrouwen;Reimerswaal;2022;16;12;1;12;4;0;4;0;0;0;0;3
249;Totaal mannen en vrouwen;Renkum;2022;22;15;1;15;7;1;6;0;0;0;0;6
250;Totaal mannen en vrouwen;Renswoude;2022;4;3;0;3;1;0;1;0;0;0;0;1
251;Totaal mannen en vrouwen;Reusel-De Mierden;2022;10;8;0;7;2;0;2;0;0;0;0;2
252;Totaal mannen en vrouwen;Rheden;2022;31;22;1;20;10;1;9;0;0;0;0;8
253;Totaal mannen en vrouwen;Rhenen;2022;14;11;1;10;4;0;3;0;0;0;0;3
254;Totaal mannen en vrouwen;Ridderkerk;2022;34;24;1;23;10;1;9;0;0;0;0;8
255;Totaal mannen en vrouwen;Rijssen-Holten;2022;27;21;1;20;6;1;6;0;0;0;0;5
256;Totaal mannen en vrouwen;Rijswijk (ZH.);2022;41;29;1;28;12;1;11;1;0;1;0;10
257;Totaal mannen en vrouwen;Roerdalen;2022;15;10;0;10;5;0;5;0;0;0;0;4
258;Totaal mannen en vrouwen;Roermond;2022;45;31;2;29;14;1;13;1;0;1;0;12
259;Totaal mannen en vrouwen;De Ronde Venen;2022;34;25;1;24;9;1;8;0;0;0;0;7
260;Totaal mannen en vrouwen;Roosendaal;2022;58;41;2;38;17;1;16;1;0;1;0;15
261;Totaal mannen en vrouwen;Rotterdam;2022;507;347;20;327;160;20;140;10;1;9;7;124
262;Totaal mannen en vrouwen;Rozendaal;2022;1;1;0;1;0;0;0;0;0;0;0;0
263;Totaal mannen en vrouwen;Rucphen;2022;18;13;1;12;5;0;5;0;0;0;0;5
264;Totaal mannen en vrouwen;Schagen;2022;34;25;1;24;9;1;9;0;0;0;0;8
265;Totaal mannen en vrouwen;Scherpenzeel;2022;7;6;0;5;2;0;2;0;0;0;0;1
266;Totaal mannen en vrouwen;Schiedam;2022;61;43;2;41;18;2;16;1;0;1;1;15
