ID;SBI93;Bedrijfsgrootte;Perioden;TotaalEnergiekosten_1;Hoeveelheid_2;Waarde_3;Hoeveelheid_4;Waarde_5;Hoeveelheid_6;Waarde_7;Hoeveelheid_8;Waarde_9;Hoeveelheid_10;Waarde_11;Hoeveelheid_12;Waarde_13;Inkoopwaarde_14;Verkoopwaarde_15;Verbruiksaldo_16;Hoeveelheid_17;Waarde_18
97;C Winning van delfstoffen;20-99 werknemers;2006;32.1;3024.0;32.1;54.0;4.9;68.7;2.8;-14.7;2.2;80.9;19.4;516.0;10.5;0.0;0.0;0.0;0.0;0.0
98;C Winning van delfstoffen;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
99;C Winning van delfstoffen;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
100;C Winning van delfstoffen;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
101;C Winning van delfstoffen;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
102;C Winning van delfstoffen;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
103;C Winning van delfstoffen;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
104;C Winning van delfstoffen;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
105;C Winning van delfstoffen;100 of meer werknemers;2000;40.2;3974.0;32.0;566.0;22.8;0.1;0.0;565.9;22.7;56.0;7.7;163.0;1.6;8.2;0.0;8.2;0.0;0.0
106;C Winning van delfstoffen;100 of meer werknemers;2001;45.4;4076.0;37.8;576.8;27.2;0.1;0.0;576.6;27.1;56.8;8.9;204.0;1.7;7.6;0.0;7.6;0.0;0.0
107;C Winning van delfstoffen;100 of meer werknemers;2002;50.3;4772.0;43.4;756.8;32.6;0.1;0.0;756.7;32.6;57.5;8.6;227.0;2.2;6.9;0.0;6.9;0.0;0.0
108;C Winning van delfstoffen;100 of meer werknemers;2003;50.2;4147.0;43.5;607.0;32.0;0.1;0.0;606.9;32.0;58.4;11.0;115.0;0.5;6.7;0.0;6.7;0.0;0.0
109;C Winning van delfstoffen;100 of meer werknemers;2004;71.1;4745.0;61.0;837.2;36.6;0.1;0.0;837.1;36.6;50.9;23.6;121.0;0.8;10.1;0.0;10.1;0.0;0.0
110;C Winning van delfstoffen;100 of meer werknemers;2005;46.2;3057.0;43.2;632.4;31.3;0.1;0.0;632.3;31.3;21.4;11.2;103.0;0.8;7.7;4.7;3.0;0.0;0.0
111;C Winning van delfstoffen;100 of meer werknemers;2006;51.2;4005.0;50.3;583.5;33.0;0.0;0.0;583.5;33.0;56.7;16.2;109.0;1.1;0.9;0.0;0.9;0.0;0.0
112;CA Winning van energiehoudende delf ..;0;1993;;;;;;;;;;;;;;;;;;
113;CA Winning van energiehoudende delf ..;0;1994;;;;;;;;;;;;;;;;;;
114;CA Winning van energiehoudende delf ..;0;1995;;;;;;;;;;;;;;;;;;
115;CA Winning van energiehoudende delf ..;0;1996;;;;;;;;;;;;;;;;;;
116;CA Winning van energiehoudende delf ..;0;1997;;;;;;;;;;;;;;;;;;
117;CA Winning van energiehoudende delf ..;0;1998;;;;;;;;;;;;;;;;;;
118;CA Winning van energiehoudende delf ..;0;1999;;;;;;;;;;;;;;;;;;
119;CA Winning van energiehoudende delf ..;0;2000;16.3;1828.0;16.3;447.1;14.9;0.0;0.0;447.1;14.9;6.9;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;CA Winning van energiehoudende delf ..;0;2001;20.3;1824.0;20.3;449.4;18.8;0.0;0.0;449.4;18.8;6.5;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
121;CA Winning van energiehoudende delf ..;0;2002;26.1;2466.0;26.1;624.0;24.1;0.0;0.0;624.0;24.1;6.9;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;CA Winning van energiehoudende delf ..;0;2003;30.0;2126.0;30.0;505.6;26.2;0.0;0.0;505.6;26.2;9.7;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;CA Winning van energiehoudende delf ..;0;2004;47.1;3196.0;44.3;623.9;26.7;0.0;0.0;623.9;26.7;30.0;17.6;0.0;0.0;2.8;0.0;2.8;0.0;0.0
124;CA Winning van energiehoudende delf ..;0;2005;21.4;1619.0;21.4;400.5;19.6;0.0;0.0;400.5;19.6;5.6;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;CA Winning van energiehoudende delf ..;0;2006;26.3;1801.0;26.3;475.8;25.2;0.0;0.0;475.8;25.2;2.8;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;CA Winning van energiehoudende delf ..;4;1993;;;;;;;;;;;;;;;;;;
127;CA Winning van energiehoudende delf ..;4;1994;;;;;;;;;;;;;;;;;;
128;CA Winning van energiehoudende delf ..;4;1995;;;;;;;;;;;;;;;;;;
129;CA Winning van energiehoudende delf ..;4;1996;;;;;;;;;;;;;;;;;;
130;CA Winning van energiehoudende delf ..;4;1997;;;;;;;;;;;;;;;;;;
131;CA Winning van energiehoudende delf ..;4;1998;;;;;;;;;;;;;;;;;;
132;CA Winning van energiehoudende delf ..;4;1999;;;;;;;;;;;;;;;;;;
133;CA Winning van energiehoudende delf ..;4;2000;;;;;;;;;;;;;;;;;;
134;CA Winning van energiehoudende delf ..;4;2001;;;;;;;;;;;;;;;;;;
135;CA Winning van energiehoudende delf ..;4;2002;;;;;;;;;;;;;;;;;;
136;CA Winning van energiehoudende delf ..;4;2003;;;;;;;;;;;;;;;;;;
137;CA Winning van energiehoudende delf ..;4;2004;;;;;;;;;;;;;;;;;;
138;CA Winning van energiehoudende delf ..;4;2005;;;;;;;;;;;;;;;;;;
139;CA Winning van energiehoudende delf ..;4;2006;;;;;;;;;;;;;;;;;;
140;CA Winning van energiehoudende delf ..;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
141;CA Winning van energiehoudende delf ..;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
142;CA Winning van energiehoudende delf ..;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
143;CA Winning van energiehoudende delf ..;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
144;CA Winning van energiehoudende delf ..;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
145;CA Winning van energiehoudende delf ..;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
146;CA Winning van energiehoudende delf ..;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
147;CA Winning van energiehoudende delf ..;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
148;CA Winning van energiehoudende delf ..;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
149;CA Winning van energiehoudende delf ..;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
150;CA Winning van energiehoudende delf ..;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
151;CA Winning van energiehoudende delf ..;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
152;CA Winning van energiehoudende delf ..;20-99 werknemers;2005;;;;;;;;;;;;;;;;;;
153;CA Winning van energiehoudende delf ..;20-99 werknemers;2006;;;;;;;;;;;;;;;;;;
154;CA Winning van energiehoudende delf ..;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
155;CA Winning van energiehoudende delf ..;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
156;CA Winning van energiehoudende delf ..;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
157;CA Winning van energiehoudende delf ..;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
158;CA Winning van energiehoudende delf ..;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
159;CA Winning van energiehoudende delf ..;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
160;CA Winning van energiehoudende delf ..;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
161;CA Winning van energiehoudende delf ..;100 of meer werknemers;2000;;;;;;;;;;;;;;;;;;
162;CA Winning van energiehoudende delf ..;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
163;CA Winning van energiehoudende delf ..;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
164;CA Winning van energiehoudende delf ..;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
165;CA Winning van energiehoudende delf ..;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
166;CA Winning van energiehoudende delf ..;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
167;CA Winning van energiehoudende delf ..;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
168;10 Turfwinning;0;1993;;;;;;;;;;;;;;;;;;
169;10 Turfwinning;0;1994;;;;;;;;;;;;;;;;;;
170;10 Turfwinning;0;1995;;;;;;;;;;;;;;;;;;
171;10 Turfwinning;0;1996;;;;;;;;;;;;;;;;;;
172;10 Turfwinning;0;1997;;;;;;;;;;;;;;;;;;
173;10 Turfwinning;0;1998;;;;;;;;;;;;;;;;;;
174;10 Turfwinning;0;1999;;;;;;;;;;;;;;;;;;
175;10 Turfwinning;0;2000;;;;;;;;;;;;;;;;;;
176;10 Turfwinning;0;2001;;;;;;;;;;;;;;;;;;
177;10 Turfwinning;0;2002;;;;;;;;;;;;;;;;;;
178;10 Turfwinning;0;2003;;;;;;;;;;;;;;;;;;
179;10 Turfwinning;0;2004;;;;;;;;;;;;;;;;;;
180;10 Turfwinning;0;2005;;;;;;;;;;;;;;;;;;
181;10 Turfwinning;0;2006;;;;;;;;;;;;;;;;;;
182;10 Turfwinning;4;1993;;;;;;;;;;;;;;;;;;
183;10 Turfwinning;4;1994;;;;;;;;;;;;;;;;;;
184;10 Turfwinning;4;1995;;;;;;;;;;;;;;;;;;
185;10 Turfwinning;4;1996;;;;;;;;;;;;;;;;;;
186;10 Turfwinning;4;1997;;;;;;;;;;;;;;;;;;
187;10 Turfwinning;4;1998;;;;;;;;;;;;;;;;;;
188;10 Turfwinning;4;1999;;;;;;;;;;;;;;;;;;
189;10 Turfwinning;4;2000;;;;;;;;;;;;;;;;;;
190;10 Turfwinning;4;2001;;;;;;;;;;;;;;;;;;
191;10 Turfwinning;4;2002;;;;;;;;;;;;;;;;;;
192;10 Turfwinning;4;2003;;;;;;;;;;;;;;;;;;
193;10 Turfwinning;4;2004;;;;;;;;;;;;;;;;;;
194;10 Turfwinning;4;2005;;;;;;;;;;;;;;;;;;
195;10 Turfwinning;4;2006;;;;;;;;;;;;;;;;;;
196;10 Turfwinning;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
197;10 Turfwinning;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
198;10 Turfwinning;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
199;10 Turfwinning;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
200;10 Turfwinning;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
201;10 Turfwinning;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
202;10 Turfwinning;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
203;10 Turfwinning;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
204;10 Turfwinning;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
205;10 Turfwinning;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
206;10 Turfwinning;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
207;10 Turfwinning;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
208;10 Turfwinning;20-99 werknemers;2005;;;;;;;;;;;;;;;;;;
209;10 Turfwinning;20-99 werknemers;2006;;;;;;;;;;;;;;;;;;
210;10 Turfwinning;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
211;10 Turfwinning;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
212;10 Turfwinning;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
213;10 Turfwinning;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
214;10 Turfwinning;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
215;10 Turfwinning;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
216;10 Turfwinning;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
217;10 Turfwinning;100 of meer werknemers;2000;;;;;;;;;;;;;;;;;;
218;10 Turfwinning;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
219;10 Turfwinning;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
220;10 Turfwinning;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
221;10 Turfwinning;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
222;10 Turfwinning;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
223;10 Turfwinning;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
224;103 Turfwinning;0;1993;;;;;;;;;;;;;;;;;;
225;103 Turfwinning;0;1994;;;;;;;;;;;;;;;;;;
226;103 Turfwinning;0;1995;;;;;;;;;;;;;;;;;;
227;103 Turfwinning;0;1996;;;;;;;;;;;;;;;;;;
228;103 Turfwinning;0;1997;;;;;;;;;;;;;;;;;;
229;103 Turfwinning;0;1998;;;;;;;;;;;;;;;;;;
230;103 Turfwinning;0;1999;;;;;;;;;;;;;;;;;;
231;103 Turfwinning;0;2000;;;;;;;;;;;;;;;;;;
