ID;SBI93;Bedrijfsgrootte;Perioden;TotaalEnergiekosten_1;Hoeveelheid_2;Waarde_3;Hoeveelheid_4;Waarde_5;Hoeveelheid_6;Waarde_7;Hoeveelheid_8;Waarde_9;Hoeveelheid_10;Waarde_11;Hoeveelheid_12;Waarde_13;Inkoopwaarde_14;Verkoopwaarde_15;Verbruiksaldo_16;Hoeveelheid_17;Waarde_18
4698;264 VV producten voor de bouw uit ..;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
4699;264 VV producten voor de bouw uit ..;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
4700;264 VV producten voor de bouw uit ..;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
4701;264 VV producten voor de bouw uit ..;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
4702;264 VV producten voor de bouw uit ..;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
4703;264 VV producten voor de bouw uit ..;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
4704;265 VV cement, kalk en gips;0;1993;;;;;;;;;;;;;;;;;;
4705;265 VV cement, kalk en gips;0;1994;;;;;;;;;;;;;;;;;;
4706;265 VV cement, kalk en gips;0;1995;;;;;;;;;;;;;;;;;;
4707;265 VV cement, kalk en gips;0;1996;;;;;;;;;;;;;;;;;;
4708;265 VV cement, kalk en gips;0;1997;;;;;;;;;;;;;;;;;;
4709;265 VV cement, kalk en gips;0;1998;;;;;;;;;;;;;;;;;;
4710;265 VV cement, kalk en gips;0;1999;;;;;;;;;;;;;;;;;;
4711;265 VV cement, kalk en gips;0;2000;;;;;;;;;;;;;;;;;;
4712;265 VV cement, kalk en gips;0;2001;;;;;;;;;;;;;;;;;;
4713;265 VV cement, kalk en gips;0;2002;;;;;;;;;;;;;;;;;;
4714;265 VV cement, kalk en gips;0;2003;;;;;;;;;;;;;;;;;;
4715;265 VV cement, kalk en gips;0;2004;;;;;;;;;;;;;;;;;;
4716;265 VV cement, kalk en gips;0;2005;;;;;;;;;;;;;;;;;;
4717;265 VV cement, kalk en gips;0;2006;;;;;;;;;;;;;;;;;;
4718;265 VV cement, kalk en gips;4;1993;;;;;;;;;;;;;;;;;;
4719;265 VV cement, kalk en gips;4;1994;;;;;;;;;;;;;;;;;;
4720;265 VV cement, kalk en gips;4;1995;;;;;;;;;;;;;;;;;;
4721;265 VV cement, kalk en gips;4;1996;;;;;;;;;;;;;;;;;;
4722;265 VV cement, kalk en gips;4;1997;;;;;;;;;;;;;;;;;;
4723;265 VV cement, kalk en gips;4;1998;;;;;;;;;;;;;;;;;;
4724;265 VV cement, kalk en gips;4;1999;;;;;;;;;;;;;;;;;;
4725;265 VV cement, kalk en gips;4;2000;;;;;;;;;;;;;;;;;;
4726;265 VV cement, kalk en gips;4;2001;;;;;;;;;;;;;;;;;;
4727;265 VV cement, kalk en gips;4;2002;;;;;;;;;;;;;;;;;;
4728;265 VV cement, kalk en gips;4;2003;;;;;;;;;;;;;;;;;;
4729;265 VV cement, kalk en gips;4;2004;;;;;;;;;;;;;;;;;;
4730;265 VV cement, kalk en gips;4;2005;;;;;;;;;;;;;;;;;;
4731;265 VV cement, kalk en gips;4;2006;;;;;;;;;;;;;;;;;;
4732;265 VV cement, kalk en gips;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
4733;265 VV cement, kalk en gips;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
4734;265 VV cement, kalk en gips;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
4735;265 VV cement, kalk en gips;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
4736;265 VV cement, kalk en gips;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
4737;265 VV cement, kalk en gips;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
4738;265 VV cement, kalk en gips;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
4739;265 VV cement, kalk en gips;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
4740;265 VV cement, kalk en gips;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
4741;265 VV cement, kalk en gips;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
4742;265 VV cement, kalk en gips;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
4743;265 VV cement, kalk en gips;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
4744;265 VV cement, kalk en gips;20-99 werknemers;2005;;;;;;;;;;;;;;;;;;
4745;265 VV cement, kalk en gips;20-99 werknemers;2006;;;;;;;;;;;;;;;;;;
4746;265 VV cement, kalk en gips;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
4747;265 VV cement, kalk en gips;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
4748;265 VV cement, kalk en gips;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
4749;265 VV cement, kalk en gips;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
4750;265 VV cement, kalk en gips;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
4751;265 VV cement, kalk en gips;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
4752;265 VV cement, kalk en gips;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
4753;265 VV cement, kalk en gips;100 of meer werknemers;2000;;;;;;;;;;;;;;;;;;
4754;265 VV cement, kalk en gips;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
4755;265 VV cement, kalk en gips;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
4756;265 VV cement, kalk en gips;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
4757;265 VV cement, kalk en gips;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
4758;265 VV cement, kalk en gips;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
4759;265 VV cement, kalk en gips;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
4760;266 VV producten van beton-, cement ..;0;1993;28.3;4247.0;28.3;206.9;14.8;0.0;0.0;206.9;14.8;100.4;11.7;324.0;1.7;0.0;0.0;0.0;0.0;0.0
4761;266 VV producten van beton-, cement ..;0;1994;30.4;4515.0;30.4;220.9;16.0;0.0;0.0;220.9;16.0;105.1;12.5;393.0;2.0;0.0;0.0;0.0;0.0;0.0
4762;266 VV producten van beton-, cement ..;0;1995;31.6;4493.0;31.6;228.3;16.7;0.0;0.0;228.3;16.7;106.4;13.1;303.0;1.7;0.0;0.0;0.0;0.0;0.0
4763;266 VV producten van beton-, cement ..;0;1996;32.0;4309.0;32.0;228.6;16.9;0.0;0.0;228.6;16.9;101.6;13.3;269.0;1.8;0.0;0.0;0.0;0.0;0.0
4764;266 VV producten van beton-, cement ..;0;1997;34.6;4277.0;34.6;239.9;18.2;0.0;0.0;239.9;18.2;100.1;14.6;244.0;1.8;0.0;0.0;0.0;0.0;0.0
4765;266 VV producten van beton-, cement ..;0;1998;37.2;4486.0;37.2;265.2;20.4;0.0;0.0;265.2;20.4;104.5;15.2;225.0;1.6;0.0;0.0;0.0;0.0;0.0
4766;266 VV producten van beton-, cement ..;0;1999;36.6;4578.0;36.6;266.9;20.5;0.0;0.0;266.9;20.5;108.0;14.5;200.0;1.6;0.0;0.0;0.0;0.0;0.0
4767;266 VV producten van beton-, cement ..;0;2000;44.4;4698.0;44.4;261.3;22.1;0.0;0.0;261.3;22.1;112.3;19.9;204.0;2.4;0.0;0.0;0.0;0.0;0.0
4768;266 VV producten van beton-, cement ..;0;2001;43.9;4570.0;43.9;259.7;21.1;0.0;0.0;259.7;21.1;108.4;20.4;206.0;2.3;0.0;0.0;0.0;0.0;0.0
4769;266 VV producten van beton-, cement ..;0;2002;40.9;4228.0;40.9;258.1;20.7;0.2;0.0;257.9;20.7;99.8;18.5;142.0;1.7;0.0;0.0;0.0;0.0;0.0
4770;266 VV producten van beton-, cement ..;0;2003;44.4;4558.0;44.4;262.7;20.8;0.3;0.0;262.4;20.8;107.6;21.2;206.0;2.5;0.0;0.0;0.0;0.0;0.0
4771;266 VV producten van beton-, cement ..;0;2004;44.5;4414.0;44.5;257.5;20.7;0.3;0.0;257.2;20.7;104.3;21.2;186.0;2.7;0.0;0.0;0.0;0.0;0.0
4772;266 VV producten van beton-, cement ..;0;2005;45.7;3838.0;45.7;247.2;22.1;0.3;0.0;247.0;22.1;88.6;21.3;144.0;2.4;0.0;0.0;0.0;0.0;0.0
4773;266 VV producten van beton-, cement ..;0;2006;62.0;4271.0;62.0;261.9;28.8;0.0;0.0;261.9;28.8;101.3;30.9;122.0;2.2;0.0;0.0;0.0;0.0;0.0
4774;266 VV producten van beton-, cement ..;4;1993;;;;;;;;;;;;;;;;;;
4775;266 VV producten van beton-, cement ..;4;1994;;;;;;;;;;;;;;;;;;
4776;266 VV producten van beton-, cement ..;4;1995;;;;;;;;;;;;;;;;;;
4777;266 VV producten van beton-, cement ..;4;1996;;;;;;;;;;;;;;;;;;
4778;266 VV producten van beton-, cement ..;4;1997;;;;;;;;;;;;;;;;;;
4779;266 VV producten van beton-, cement ..;4;1998;;;;;;;;;;;;;;;;;;
4780;266 VV producten van beton-, cement ..;4;1999;;;;;;;;;;;;;;;;;;
4781;266 VV producten van beton-, cement ..;4;2000;;;;;;;;;;;;;;;;;;
4782;266 VV producten van beton-, cement ..;4;2001;;;;;;;;;;;;;;;;;;
4783;266 VV producten van beton-, cement ..;4;2002;;;;;;;;;;;;;;;;;;
4784;266 VV producten van beton-, cement ..;4;2003;;;;;;;;;;;;;;;;;;
4785;266 VV producten van beton-, cement ..;4;2004;;;;;;;;;;;;;;;;;;
4786;266 VV producten van beton-, cement ..;4;2005;;;;;;;;;;;;;;;;;;
4787;266 VV producten van beton-, cement ..;4;2006;;;;;;;;;;;;;;;;;;
4788;266 VV producten van beton-, cement ..;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
4789;266 VV producten van beton-, cement ..;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
4790;266 VV producten van beton-, cement ..;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
4791;266 VV producten van beton-, cement ..;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
4792;266 VV producten van beton-, cement ..;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
4793;266 VV producten van beton-, cement ..;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
4794;266 VV producten van beton-, cement ..;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
4795;266 VV producten van beton-, cement ..;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
4796;266 VV producten van beton-, cement ..;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
4797;266 VV producten van beton-, cement ..;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
4798;266 VV producten van beton-, cement ..;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
4799;266 VV producten van beton-, cement ..;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
4800;266 VV producten van beton-, cement ..;20-99 werknemers;2005;;;;;;;;;;;;;;;;;;
4801;266 VV producten van beton-, cement ..;20-99 werknemers;2006;;;;;;;;;;;;;;;;;;
4802;266 VV producten van beton-, cement ..;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
4803;266 VV producten van beton-, cement ..;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
4804;266 VV producten van beton-, cement ..;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
4805;266 VV producten van beton-, cement ..;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
4806;266 VV producten van beton-, cement ..;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
4807;266 VV producten van beton-, cement ..;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
4808;266 VV producten van beton-, cement ..;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
4809;266 VV producten van beton-, cement ..;100 of meer werknemers;2000;;;;;;;;;;;;;;;;;;
4810;266 VV producten van beton-, cement ..;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
4811;266 VV producten van beton-, cement ..;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
4812;266 VV producten van beton-, cement ..;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
4813;266 VV producten van beton-, cement ..;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
4814;266 VV producten van beton-, cement ..;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
4815;266 VV producten van beton-, cement ..;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
4816;267 Natuursteenbewerking;0;1993;1.5;123.0;1.5;12.2;1.0;0.0;0.0;12.2;1.0;2.4;0.4;2.0;0.0;0.0;0.0;0.0;0.0;0.0
4817;267 Natuursteenbewerking;0;1994;1.7;140.0;1.7;14.1;1.2;0.0;0.0;14.1;1.2;2.7;0.5;3.0;0.0;0.0;0.0;0.0;0.0;0.0
4818;267 Natuursteenbewerking;0;1995;1.8;149.0;1.8;15.1;1.3;0.0;0.0;15.1;1.3;2.9;0.5;4.0;0.0;0.0;0.0;0.0;0.0;0.0
4819;267 Natuursteenbewerking;0;1996;2.2;173.0;2.2;17.2;1.5;0.0;0.0;17.2;1.5;3.4;0.7;3.0;0.0;0.0;0.0;0.0;0.0;0.0
4820;267 Natuursteenbewerking;0;1997;1.9;135.0;1.9;13.2;1.2;0.0;0.0;13.2;1.2;2.7;0.6;3.0;0.0;0.0;0.0;0.0;0.0;0.0
4821;267 Natuursteenbewerking;0;1998;2.4;171.0;2.4;17.1;1.6;0.0;0.0;17.1;1.6;3.4;0.8;4.0;0.0;0.0;0.0;0.0;0.0;0.0
4822;267 Natuursteenbewerking;0;1999;2.5;177.0;2.5;17.7;1.6;0.0;0.0;17.7;1.6;3.5;0.8;3.0;0.0;0.0;0.0;0.0;0.0;0.0
4823;267 Natuursteenbewerking;0;2000;2.7;170.0;2.7;17.1;1.8;0.0;0.0;17.1;1.8;3.4;0.8;3.0;0.0;0.0;0.0;0.0;0.0;0.0
4824;267 Natuursteenbewerking;0;2001;3.2;177.0;3.2;21.3;2.2;0.0;0.0;21.3;2.2;3.1;0.9;3.0;0.0;0.0;0.0;0.0;0.0;0.0
4825;267 Natuursteenbewerking;0;2002;2.4;123.0;2.4;14.4;1.7;0.0;0.0;14.4;1.7;2.2;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0
4826;267 Natuursteenbewerking;0;2003;3.1;137.0;3.1;18.1;2.2;0.0;0.0;18.1;2.2;2.2;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0
4827;267 Natuursteenbewerking;0;2004;3.0;148.0;3.0;15.8;2.0;0.0;0.0;15.8;2.0;2.9;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4828;267 Natuursteenbewerking;0;2005;3.5;152.0;3.5;16.3;2.2;0.0;0.0;16.3;2.2;3.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4829;267 Natuursteenbewerking;0;2006;3.6;130.0;3.6;16.7;2.3;0.0;0.0;16.7;2.3;2.2;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4830;267 Natuursteenbewerking;4;1993;;;;;;;;;;;;;;;;;;
4831;267 Natuursteenbewerking;4;1994;;;;;;;;;;;;;;;;;;
4832;267 Natuursteenbewerking;4;1995;;;;;;;;;;;;;;;;;;
4833;267 Natuursteenbewerking;4;1996;;;;;;;;;;;;;;;;;;
4834;267 Natuursteenbewerking;4;1997;;;;;;;;;;;;;;;;;;
4835;267 Natuursteenbewerking;4;1998;;;;;;;;;;;;;;;;;;
4836;267 Natuursteenbewerking;4;1999;;;;;;;;;;;;;;;;;;
4837;267 Natuursteenbewerking;4;2000;;;;;;;;;;;;;;;;;;
4838;267 Natuursteenbewerking;4;2001;;;;;;;;;;;;;;;;;;
4839;267 Natuursteenbewerking;4;2002;;;;;;;;;;;;;;;;;;
4840;267 Natuursteenbewerking;4;2003;;;;;;;;;;;;;;;;;;
4841;267 Natuursteenbewerking;4;2004;;;;;;;;;;;;;;;;;;
4842;267 Natuursteenbewerking;4;2005;;;;;;;;;;;;;;;;;;
4843;267 Natuursteenbewerking;4;2006;;;;;;;;;;;;;;;;;;
4844;267 Natuursteenbewerking;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
4845;267 Natuursteenbewerking;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
4846;267 Natuursteenbewerking;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
4847;267 Natuursteenbewerking;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
4848;267 Natuursteenbewerking;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
4849;267 Natuursteenbewerking;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
4850;267 Natuursteenbewerking;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
4851;267 Natuursteenbewerking;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
4852;267 Natuursteenbewerking;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
4853;267 Natuursteenbewerking;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
4854;267 Natuursteenbewerking;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
4855;267 Natuursteenbewerking;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
4856;267 Natuursteenbewerking;20-99 werknemers;2005;;;;;;;;;;;;;;;;;;
4857;267 Natuursteenbewerking;20-99 werknemers;2006;;;;;;;;;;;;;;;;;;
4858;267 Natuursteenbewerking;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
4859;267 Natuursteenbewerking;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
4860;267 Natuursteenbewerking;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
4861;267 Natuursteenbewerking;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
4862;267 Natuursteenbewerking;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
4863;267 Natuursteenbewerking;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
4864;267 Natuursteenbewerking;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
4865;267 Natuursteenbewerking;100 of meer werknemers;2000;;;;;;;;;;;;;;;;;;
4866;267 Natuursteenbewerking;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
4867;267 Natuursteenbewerking;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
4868;267 Natuursteenbewerking;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
4869;267 Natuursteenbewerking;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
4870;267 Natuursteenbewerking;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
4871;267 Natuursteenbewerking;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
4872;268 VV ov niet-metaalhoudende minerale..;0;1993;20.7;3516.0;20.6;156.7;8.6;0.2;0.0;156.5;8.6;55.9;6.2;1184.0;5.9;0.0;0.0;0.0;0.0;0.0
4873;268 VV ov niet-metaalhoudende minerale..;0;1994;20.2;3618.0;20.2;148.0;8.7;0.4;0.0;147.7;8.7;57.9;6.2;1256.0;5.2;0.0;0.0;0.0;0.0;0.0
4874;268 VV ov niet-metaalhoudende minerale..;0;1995;22.7;4259.0;22.6;159.4;8.8;0.2;0.0;159.2;8.8;69.1;7.9;1500.0;5.9;0.0;0.0;0.0;0.0;0.0
4875;268 VV ov niet-metaalhoudende minerale..;0;1996;23.9;4381.0;23.8;159.8;9.1;0.0;0.0;159.8;9.1;74.8;9.1;1439.0;5.6;0.0;0.0;0.0;0.0;0.0
4876;268 VV ov niet-metaalhoudende minerale..;0;1997;23.9;4113.0;23.9;161.9;9.3;0.0;0.0;161.9;9.3;72.1;9.7;1248.0;4.9;0.0;0.0;0.0;0.0;0.0
4877;268 VV ov niet-metaalhoudende minerale..;0;1998;24.2;4061.0;24.2;164.2;9.5;0.0;0.0;164.2;9.5;69.0;8.9;1287.0;5.9;0.0;0.0;0.0;0.0;0.0
4878;268 VV ov niet-metaalhoudende minerale..;0;1999;23.3;4084.0;23.3;169.7;9.4;0.0;0.0;169.7;9.4;67.2;8.2;1346.0;5.7;0.0;0.0;0.0;0.0;0.0
4879;268 VV ov niet-metaalhoudende minerale..;0;2000;30.4;4247.0;30.4;177.6;11.4;0.0;0.0;177.6;11.4;71.4;12.4;1350.0;6.6;0.0;0.0;0.0;0.0;0.0
4880;268 VV ov niet-metaalhoudende minerale..;0;2001;27.1;3760.0;27.1;167.3;8.5;0.0;0.0;167.3;8.5;61.0;11.4;1226.0;7.1;0.0;0.0;0.0;0.0;0.0
4881;268 VV ov niet-metaalhoudende minerale..;0;2002;22.4;3290.0;22.4;145.7;7.1;0.0;0.0;145.7;7.1;55.2;9.8;1018.0;5.6;0.0;0.0;0.0;0.0;0.0
4882;268 VV ov niet-metaalhoudende minerale..;0;2003;25.1;3679.0;25.1;136.2;6.5;0.0;0.0;136.2;6.5;62.8;12.6;1200.0;6.0;0.0;0.0;0.0;0.0;0.0
4883;268 VV ov niet-metaalhoudende minerale..;0;2004;27.1;3719.0;27.1;131.8;7.4;0.0;0.0;131.8;7.4;61.9;11.1;1285.0;8.6;0.0;0.0;0.0;0.0;0.0
4884;268 VV ov niet-metaalhoudende minerale..;0;2005;34.1;3408.0;34.1;153.2;9.4;0.0;0.0;153.2;9.4;58.2;12.7;1015.0;12.0;0.0;0.0;0.0;0.0;0.0
4885;268 VV ov niet-metaalhoudende minerale..;0;2006;;;;;;;;;;;;;;;;;;
4886;268 VV ov niet-metaalhoudende minerale..;4;1993;;;;;;;;;;;;;;;;;;
4887;268 VV ov niet-metaalhoudende minerale..;4;1994;;;;;;;;;;;;;;;;;;
4888;268 VV ov niet-metaalhoudende minerale..;4;1995;;;;;;;;;;;;;;;;;;
4889;268 VV ov niet-metaalhoudende minerale..;4;1996;;;;;;;;;;;;;;;;;;
4890;268 VV ov niet-metaalhoudende minerale..;4;1997;;;;;;;;;;;;;;;;;;
4891;268 VV ov niet-metaalhoudende minerale..;4;1998;;;;;;;;;;;;;;;;;;
4892;268 VV ov niet-metaalhoudende minerale..;4;1999;;;;;;;;;;;;;;;;;;
4893;268 VV ov niet-metaalhoudende minerale..;4;2000;;;;;;;;;;;;;;;;;;
4894;268 VV ov niet-metaalhoudende minerale..;4;2001;;;;;;;;;;;;;;;;;;
4895;268 VV ov niet-metaalhoudende minerale..;4;2002;;;;;;;;;;;;;;;;;;
4896;268 VV ov niet-metaalhoudende minerale..;4;2003;;;;;;;;;;;;;;;;;;
4897;268 VV ov niet-metaalhoudende minerale..;4;2004;;;;;;;;;;;;;;;;;;
4898;268 VV ov niet-metaalhoudende minerale..;4;2005;;;;;;;;;;;;;;;;;;
4899;268 VV ov niet-metaalhoudende minerale..;4;2006;;;;;;;;;;;;;;;;;;
4900;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1993;;;;;;;;;;;;;;;;;;
4901;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1994;;;;;;;;;;;;;;;;;;
4902;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1995;;;;;;;;;;;;;;;;;;
4903;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1996;;;;;;;;;;;;;;;;;;
4904;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1997;;;;;;;;;;;;;;;;;;
4905;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1998;;;;;;;;;;;;;;;;;;
4906;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;1999;;;;;;;;;;;;;;;;;;
4907;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2000;;;;;;;;;;;;;;;;;;
4908;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2001;;;;;;;;;;;;;;;;;;
4909;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2002;;;;;;;;;;;;;;;;;;
4910;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2003;;;;;;;;;;;;;;;;;;
4911;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2004;;;;;;;;;;;;;;;;;;
4912;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2005;;;;;;;;;;;;;;;;;;
4913;268 VV ov niet-metaalhoudende minerale..;20-99 werknemers;2006;;;;;;;;;;;;;;;;;;
4914;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1993;;;;;;;;;;;;;;;;;;
4915;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1994;;;;;;;;;;;;;;;;;;
4916;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1995;;;;;;;;;;;;;;;;;;
4917;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1996;;;;;;;;;;;;;;;;;;
4918;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1997;;;;;;;;;;;;;;;;;;
4919;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1998;;;;;;;;;;;;;;;;;;
4920;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;1999;;;;;;;;;;;;;;;;;;
4921;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2000;;;;;;;;;;;;;;;;;;
4922;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2001;;;;;;;;;;;;;;;;;;
4923;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2002;;;;;;;;;;;;;;;;;;
4924;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2003;;;;;;;;;;;;;;;;;;
4925;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2004;;;;;;;;;;;;;;;;;;
4926;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2005;;;;;;;;;;;;;;;;;;
4927;268 VV ov niet-metaalhoudende minerale..;100 of meer werknemers;2006;;;;;;;;;;;;;;;;;;
4928;DJ VV metalen in primaire vorm en ..;0;1993;453.4;135493.0;453.2;7715.9;260.1;242.8;9.5;7473.1;250.5;670.9;71.4;87355.0;131.2;0.4;0.2;0.2;0.0;0.0
4929;DJ VV metalen in primaire vorm en ..;0;1994;459.7;141617.0;459.4;7749.3;260.5;310.2;12.4;7439.1;248.1;701.8;73.4;92626.0;137.9;0.5;0.2;0.3;0.0;0.0
4930;DJ VV metalen in primaire vorm en ..;0;1995;470.0;144802.0;469.6;7924.0;266.0;360.7;15.0;7563.3;251.1;729.1;81.1;94498.0;137.5;0.5;0.2;0.4;0.0;0.0
4931;DJ VV metalen in primaire vorm en ..;0;1996;496.2;151737.0;495.9;8250.5;283.0;364.4;16.0;7886.2;267.0;751.9;88.1;99551.0;140.9;0.5;0.2;0.3;0.0;0.0
4932;DJ VV metalen in primaire vorm en ..;0;1997;528.9;147460.0;528.5;8843.3;303.7;366.6;15.9;8476.7;287.8;762.2;96.7;92819.0;144.0;0.7;0.3;0.4;0.0;0.0
4933;DJ VV metalen in primaire vorm en ..;0;1998;554.2;153166.0;553.5;9625.6;324.0;397.5;17.3;9228.1;306.6;798.7;97.7;94664.0;149.1;1.2;0.4;0.8;0.0;0.0
4934;DJ VV metalen in primaire vorm en ..;0;1999;523.8;145243.0;523.6;9804.4;329.3;414.7;18.1;9389.6;311.2;724.1;85.4;88523.0;127.0;0.6;0.4;0.2;0.0;0.0
4935;DJ VV metalen in primaire vorm en ..;0;2000;656.5;139032.0;655.9;10139.2;407.4;378.9;19.6;9760.3;390.0;805.9;128.4;78387.0;137.5;0.6;0.0;0.6;0.0;0.0
4936;DJ VV metalen in primaire vorm en ..;0;2001;684.6;150651.0;684.2;10181.4;407.6;317.2;16.7;9864.2;390.9;796.7;142.8;89924.0;150.4;0.4;0.0;0.4;0.0;0.0
