ID;SBI93;RegioS;Perioden;BanenVanWerknemersNiveau_1;BanenVanWerknemersMutatie_2
7225;5;Roermond;2006 december nader voorlopig;0.11;
7226;5;Roermond;2007 december voorlopig;0.15;0.01
7227;5;Roermond;2007 december nader voorlopig;0.15;
7228;5;Roermond;2008 december voorlopig;0.16;0.01
7229;5;Roermond;2008 december nader voorlopig;0.16;
7230;5;Roermond;2009 december voorlopig;0.16;0.0
7231;5;Roggel en Neer;2006 december voorlopig;0.22;
7232;5;Roggel en Neer;2006 december nader voorlopig;0.22;
7233;5;Roggel en Neer;2007 december voorlopig;0.0;0.0
7234;5;Roggel en Neer;2007 december nader voorlopig;0.0;0.0
7235;5;Roggel en Neer;2008 december voorlopig;0.0;0.0
7236;5;Roggel en Neer;2008 december nader voorlopig;0.0;0.0
7237;5;Roggel en Neer;2009 december voorlopig;0.0;0.0
7238;5;De Ronde Venen;2006 december voorlopig;0.42;
7239;5;De Ronde Venen;2006 december nader voorlopig;0.43;
7240;5;De Ronde Venen;2007 december voorlopig;0.32;-0.11
7241;5;De Ronde Venen;2007 december nader voorlopig;0.34;
7242;5;De Ronde Venen;2008 december voorlopig;0.27;-0.06
7243;5;De Ronde Venen;2008 december nader voorlopig;0.27;
7244;5;De Ronde Venen;2009 december voorlopig;0.25;-0.02
7245;5;Roosendaal;2006 december voorlopig;0.35;
7246;5;Roosendaal;2006 december nader voorlopig;0.35;
7247;5;Roosendaal;2007 december voorlopig;0.37;0.02
7248;5;Roosendaal;2007 december nader voorlopig;0.38;
7249;5;Roosendaal;2008 december voorlopig;0.44;0.06
7250;5;Roosendaal;2008 december nader voorlopig;0.38;
7251;5;Roosendaal;2009 december voorlopig;0.38;0.0
7252;5;Rotterdam;2006 december voorlopig;0.49;
7253;5;Rotterdam;2006 december nader voorlopig;0.49;
7254;5;Rotterdam;2007 december voorlopig;0.47;-0.02
7255;5;Rotterdam;2007 december nader voorlopig;0.46;
7256;5;Rotterdam;2008 december voorlopig;0.42;-0.04
7257;5;Rotterdam;2008 december nader voorlopig;0.43;
7258;5;Rotterdam;2009 december voorlopig;0.44;0.01
7259;5;Rozenburg;2006 december voorlopig;;
7260;5;Rozenburg;2006 december nader voorlopig;;
7261;5;Rozenburg;2007 december voorlopig;;
7262;5;Rozenburg;2007 december nader voorlopig;;
7263;5;Rozenburg;2008 december voorlopig;;
7264;5;Rozenburg;2008 december nader voorlopig;;
7265;5;Rozenburg;2009 december voorlopig;;
7266;5;Rozendaal;2006 december voorlopig;;
7267;5;Rozendaal;2006 december nader voorlopig;;
7268;5;Rozendaal;2007 december voorlopig;;
7269;5;Rozendaal;2007 december nader voorlopig;0.0;0.0
7270;5;Rozendaal;2008 december voorlopig;0.0;0.0
7271;5;Rozendaal;2008 december nader voorlopig;0.0;0.0
7272;5;Rozendaal;2009 december voorlopig;0.0;0.0
7273;5;Rucphen;2006 december voorlopig;0.2;
7274;5;Rucphen;2006 december nader voorlopig;0.2;
7275;5;Rucphen;2007 december voorlopig;0.19;-0.01
7276;5;Rucphen;2007 december nader voorlopig;0.2;
7277;5;Rucphen;2008 december voorlopig;0.22;0.01
7278;5;Rucphen;2008 december nader voorlopig;0.18;
7279;5;Rucphen;2009 december voorlopig;0.19;0.02
7280;5;Schagen;2006 december voorlopig;;
7281;5;Schagen;2006 december nader voorlopig;;
7282;5;Schagen;2007 december voorlopig;;
7283;5;Schagen;2007 december nader voorlopig;;
7284;5;Schagen;2008 december voorlopig;0.02;0.0
7285;5;Schagen;2008 december nader voorlopig;;
7286;5;Schagen;2009 december voorlopig;;
7287;5;Scheemda;2006 december voorlopig;0.03;
7288;5;Scheemda;2006 december nader voorlopig;0.03;
7289;5;Scheemda;2007 december voorlopig;0.04;0.01
7290;5;Scheemda;2007 december nader voorlopig;0.06;
7291;5;Scheemda;2008 december voorlopig;0.04;-0.01
7292;5;Scheemda;2008 december nader voorlopig;0.04;
7293;5;Scheemda;2009 december voorlopig;0.05;0.01
7294;5;Schermer;2006 december voorlopig;0.18;
7295;5;Schermer;2006 december nader voorlopig;0.18;
7296;5;Schermer;2007 december voorlopig;0.19;0.01
7297;5;Schermer;2007 december nader voorlopig;0.18;
7298;5;Schermer;2008 december voorlopig;0.21;0.03
7299;5;Schermer;2008 december nader voorlopig;0.2;
7300;5;Schermer;2009 december voorlopig;0.16;-0.04
7301;5;Scherpenzeel;2006 december voorlopig;;
7302;5;Scherpenzeel;2006 december nader voorlopig;;
7303;5;Scherpenzeel;2007 december voorlopig;;
7304;5;Scherpenzeel;2007 december nader voorlopig;;
7305;5;Scherpenzeel;2008 december voorlopig;;
7306;5;Scherpenzeel;2008 december nader voorlopig;;
7307;5;Scherpenzeel;2009 december voorlopig;;
7308;5;Schiedam;2006 december voorlopig;0.03;
7309;5;Schiedam;2006 december nader voorlopig;0.03;
7310;5;Schiedam;2007 december voorlopig;0.03;0.0
7311;5;Schiedam;2007 december nader voorlopig;0.03;
7312;5;Schiedam;2008 december voorlopig;0.02;0.0
7313;5;Schiedam;2008 december nader voorlopig;0.02;
7314;5;Schiedam;2009 december voorlopig;;
7315;5;Schiermonnikoog;2006 december voorlopig;;
7316;5;Schiermonnikoog;2006 december nader voorlopig;;
7317;5;Schiermonnikoog;2007 december voorlopig;;
7318;5;Schiermonnikoog;2007 december nader voorlopig;;
7319;5;Schiermonnikoog;2008 december voorlopig;;
7320;5;Schiermonnikoog;2008 december nader voorlopig;;
7321;5;Schiermonnikoog;2009 december voorlopig;;
7322;5;Schijndel;2006 december voorlopig;0.07;
7323;5;Schijndel;2006 december nader voorlopig;0.07;
7324;5;Schijndel;2007 december voorlopig;0.07;0.01
7325;5;Schijndel;2007 december nader voorlopig;0.07;
7326;5;Schijndel;2008 december voorlopig;0.09;0.02
7327;5;Schijndel;2008 december nader voorlopig;0.08;
7328;5;Schijndel;2009 december voorlopig;0.08;0.0
7329;5;Schinnen;2006 december voorlopig;0.08;
7330;5;Schinnen;2006 december nader voorlopig;0.08;
7331;5;Schinnen;2007 december voorlopig;0.1;0.02
7332;5;Schinnen;2007 december nader voorlopig;0.1;
7333;5;Schinnen;2008 december voorlopig;0.1;0.0
7334;5;Schinnen;2008 december nader voorlopig;0.1;
7335;5;Schinnen;2009 december voorlopig;0.09;0.0
7336;5;Schoonhoven;2006 december voorlopig;;
7337;5;Schoonhoven;2006 december nader voorlopig;;
7338;5;Schoonhoven;2007 december voorlopig;;
7339;5;Schoonhoven;2007 december nader voorlopig;;
7340;5;Schoonhoven;2008 december voorlopig;;
7341;5;Schoonhoven;2008 december nader voorlopig;;
7342;5;Schoonhoven;2009 december voorlopig;;
7343;5;Schouwen-Duiveland;2006 december voorlopig;0.62;
7344;5;Schouwen-Duiveland;2006 december nader voorlopig;0.62;
7345;5;Schouwen-Duiveland;2007 december voorlopig;0.63;0.01
7346;5;Schouwen-Duiveland;2007 december nader voorlopig;0.67;
7347;5;Schouwen-Duiveland;2008 december voorlopig;0.69;0.03
7348;5;Schouwen-Duiveland;2008 december nader voorlopig;0.64;
7349;5;Schouwen-Duiveland;2009 december voorlopig;0.62;-0.02
7350;5;Sevenum;2006 december voorlopig;0.27;
7351;5;Sevenum;2006 december nader voorlopig;0.27;
7352;5;Sevenum;2007 december voorlopig;0.27;0.0
7353;5;Sevenum;2007 december nader voorlopig;0.28;
7354;5;Sevenum;2008 december voorlopig;0.33;0.05
7355;5;Sevenum;2008 december nader voorlopig;0.25;
7356;5;Sevenum;2009 december voorlopig;0.25;0.0
7357;5;Simpelveld;2006 december voorlopig;;
7358;5;Simpelveld;2006 december nader voorlopig;;
7359;5;Simpelveld;2007 december voorlopig;;
7360;5;Simpelveld;2007 december nader voorlopig;;
7361;5;Simpelveld;2008 december voorlopig;;
7362;5;Simpelveld;2008 december nader voorlopig;;
7363;5;Simpelveld;2009 december voorlopig;;
7364;5;Sint Anthonis;2006 december voorlopig;0.42;
7365;5;Sint Anthonis;2006 december nader voorlopig;0.41;
7366;5;Sint Anthonis;2007 december voorlopig;0.44;0.04
7367;5;Sint Anthonis;2007 december nader voorlopig;0.46;
7368;5;Sint Anthonis;2008 december voorlopig;0.54;0.08
7369;5;Sint Anthonis;2008 december nader voorlopig;0.5;
7370;5;Sint Anthonis;2009 december voorlopig;0.47;-0.02
7371;5;Sint-Michielsgestel;2006 december voorlopig;0.26;
7372;5;Sint-Michielsgestel;2006 december nader voorlopig;0.26;
7373;5;Sint-Michielsgestel;2007 december voorlopig;0.27;0.0
7374;5;Sint-Michielsgestel;2007 december nader voorlopig;0.27;
7375;5;Sint-Michielsgestel;2008 december voorlopig;0.27;0.01
7376;5;Sint-Michielsgestel;2008 december nader voorlopig;0.25;
7377;5;Sint-Michielsgestel;2009 december voorlopig;0.24;0.0
7378;5;Sint-Oedenrode;2006 december voorlopig;0.35;
7379;5;Sint-Oedenrode;2006 december nader voorlopig;0.36;
7380;5;Sint-Oedenrode;2007 december voorlopig;0.36;0.0
7381;5;Sint-Oedenrode;2007 december nader voorlopig;0.37;
7382;5;Sint-Oedenrode;2008 december voorlopig;0.35;-0.01
7383;5;Sint-Oedenrode;2008 december nader voorlopig;0.28;
7384;5;Sint-Oedenrode;2009 december voorlopig;0.37;0.08
7385;5;Sittard-Geleen;2006 december voorlopig;0.09;
7386;5;Sittard-Geleen;2006 december nader voorlopig;0.1;
7387;5;Sittard-Geleen;2007 december voorlopig;0.11;0.01
7388;5;Sittard-Geleen;2007 december nader voorlopig;0.1;
7389;5;Sittard-Geleen;2008 december voorlopig;0.1;0.0
7390;5;Sittard-Geleen;2008 december nader voorlopig;0.11;
7391;5;Sittard-Geleen;2009 december voorlopig;0.1;-0.01
7392;5;Skarsterlân;2006 december voorlopig;0.14;
7393;5;Skarsterlân;2006 december nader voorlopig;0.13;
7394;5;Skarsterlân;2007 december voorlopig;0.12;-0.01
7395;5;Skarsterlân;2007 december nader voorlopig;0.12;
7396;5;Skarsterlân;2008 december voorlopig;0.11;-0.01
7397;5;Skarsterlân;2008 december nader voorlopig;0.13;
7398;5;Skarsterlân;2009 december voorlopig;0.11;-0.03
7399;5;Sliedrecht;2006 december voorlopig;;
7400;5;Sliedrecht;2006 december nader voorlopig;;
7401;5;Sliedrecht;2007 december voorlopig;;
7402;5;Sliedrecht;2007 december nader voorlopig;;
7403;5;Sliedrecht;2008 december voorlopig;;
7404;5;Sliedrecht;2008 december nader voorlopig;;
7405;5;Sliedrecht;2009 december voorlopig;;
7406;5;Slochteren;2006 december voorlopig;0.1;
7407;5;Slochteren;2006 december nader voorlopig;0.11;
7408;5;Slochteren;2007 december voorlopig;0.12;0.01
7409;5;Slochteren;2007 december nader voorlopig;0.12;
7410;5;Slochteren;2008 december voorlopig;0.12;0.0
7411;5;Slochteren;2008 december nader voorlopig;0.11;
7412;5;Slochteren;2009 december voorlopig;0.1;0.0
7413;5;Sluis;2006 december voorlopig;0.23;
7414;5;Sluis;2006 december nader voorlopig;0.23;
7415;5;Sluis;2007 december voorlopig;0.26;0.02
7416;5;Sluis;2007 december nader voorlopig;0.26;
7417;5;Sluis;2008 december voorlopig;0.37;0.1
7418;5;Sluis;2008 december nader voorlopig;0.25;
7419;5;Sluis;2009 december voorlopig;0.22;-0.02
7420;5;Smallingerland;2006 december voorlopig;0.05;
7421;5;Smallingerland;2006 december nader voorlopig;0.05;
7422;5;Smallingerland;2007 december voorlopig;0.06;0.01
7423;5;Smallingerland;2007 december nader voorlopig;0.06;
7424;5;Smallingerland;2008 december voorlopig;0.06;-0.01
7425;5;Smallingerland;2008 december nader voorlopig;0.05;
7426;5;Smallingerland;2009 december voorlopig;0.07;0.02
7427;5;Sneek;2006 december voorlopig;;
7428;5;Sneek;2006 december nader voorlopig;;
7429;5;Sneek;2007 december voorlopig;;
7430;5;Sneek;2007 december nader voorlopig;;
7431;5;Sneek;2008 december voorlopig;;
7432;5;Sneek;2008 december nader voorlopig;;
7433;5;Sneek;2009 december voorlopig;;
7434;5;Soest;2006 december voorlopig;0.12;
7435;5;Soest;2006 december nader voorlopig;0.11;
7436;5;Soest;2007 december voorlopig;0.13;0.01
7437;5;Soest;2007 december nader voorlopig;0.13;
7438;5;Soest;2008 december voorlopig;0.13;0.0
7439;5;Soest;2008 december nader voorlopig;0.13;
7440;5;Soest;2009 december voorlopig;0.15;0.02
7441;5;Someren;2006 december voorlopig;0.46;
7442;5;Someren;2006 december nader voorlopig;0.47;
7443;5;Someren;2007 december voorlopig;0.55;0.09
7444;5;Someren;2007 december nader voorlopig;0.56;
7445;5;Someren;2008 december voorlopig;0.68;0.12
7446;5;Someren;2008 december nader voorlopig;0.62;
7447;5;Someren;2009 december voorlopig;0.61;-0.02
7448;5;Son en Breugel;2006 december voorlopig;0.06;
7449;5;Son en Breugel;2006 december nader voorlopig;0.06;
7450;5;Son en Breugel;2007 december voorlopig;0.06;0.01
7451;5;Son en Breugel;2007 december nader voorlopig;0.06;
7452;5;Son en Breugel;2008 december voorlopig;0.07;0.0
7453;5;Son en Breugel;2008 december nader voorlopig;0.06;
7454;5;Son en Breugel;2009 december voorlopig;0.1;0.04
7455;5;Spijkenisse;2006 december voorlopig;0.02;
7456;5;Spijkenisse;2006 december nader voorlopig;0.02;
7457;5;Spijkenisse;2007 december voorlopig;0.03;0.01
7458;5;Spijkenisse;2007 december nader voorlopig;0.03;
7459;5;Spijkenisse;2008 december voorlopig;;
7460;5;Spijkenisse;2008 december nader voorlopig;;
7461;5;Spijkenisse;2009 december voorlopig;;
7462;5;Stadskanaal;2006 december voorlopig;0.05;
7463;5;Stadskanaal;2006 december nader voorlopig;0.05;
7464;5;Stadskanaal;2007 december voorlopig;0.05;0.0
7465;5;Stadskanaal;2007 december nader voorlopig;0.05;
7466;5;Stadskanaal;2008 december voorlopig;0.09;0.04
7467;5;Stadskanaal;2008 december nader voorlopig;0.08;
7468;5;Stadskanaal;2009 december voorlopig;0.06;-0.02
7469;5;Staphorst;2006 december voorlopig;0.11;
7470;5;Staphorst;2006 december nader voorlopig;0.11;
7471;5;Staphorst;2007 december voorlopig;0.13;0.02
7472;5;Staphorst;2007 december nader voorlopig;0.13;
7473;5;Staphorst;2008 december voorlopig;0.13;0.0
7474;5;Staphorst;2008 december nader voorlopig;0.13;
7475;5;Staphorst;2009 december voorlopig;0.13;0.0
7476;5;Stede Broec;2006 december voorlopig;0.57;
7477;5;Stede Broec;2006 december nader voorlopig;0.58;
7478;5;Stede Broec;2007 december voorlopig;0.59;0.02
7479;5;Stede Broec;2007 december nader voorlopig;0.61;
7480;5;Stede Broec;2008 december voorlopig;0.51;-0.09
7481;5;Stede Broec;2008 december nader voorlopig;0.51;
7482;5;Stede Broec;2009 december voorlopig;0.44;-0.07
7483;5;Steenbergen;2006 december voorlopig;0.51;
7484;5;Steenbergen;2006 december nader voorlopig;0.53;
7485;5;Steenbergen;2007 december voorlopig;0.55;0.02
7486;5;Steenbergen;2007 december nader voorlopig;0.55;
7487;5;Steenbergen;2008 december voorlopig;0.6;0.05
7488;5;Steenbergen;2008 december nader voorlopig;0.47;
7489;5;Steenbergen;2009 december voorlopig;0.52;0.05
7490;5;Steenwijkerland;2006 december voorlopig;0.19;
7491;5;Steenwijkerland;2006 december nader voorlopig;0.2;
7492;5;Steenwijkerland;2007 december voorlopig;0.19;0.0
7493;5;Steenwijkerland;2007 december nader voorlopig;0.19;
7494;5;Steenwijkerland;2008 december voorlopig;0.19;0.0
7495;5;Steenwijkerland;2008 december nader voorlopig;0.21;
7496;5;Steenwijkerland;2009 december voorlopig;0.21;0.0
7497;5;Stein (L.);2006 december voorlopig;0.05;
7498;5;Stein (L.);2006 december nader voorlopig;0.05;
7499;5;Stein (L.);2007 december voorlopig;0.06;0.01
7500;5;Stein (L.);2007 december nader voorlopig;0.06;
7501;5;Stein (L.);2008 december voorlopig;0.06;0.0
7502;5;Stein (L.);2008 december nader voorlopig;0.06;
7503;5;Stein (L.);2009 december voorlopig;0.06;0.0
7504;5;Strijen;2006 december voorlopig;0.06;
7505;5;Strijen;2006 december nader voorlopig;0.06;
7506;5;Strijen;2007 december voorlopig;0.07;0.01
7507;5;Strijen;2007 december nader voorlopig;0.06;
7508;5;Strijen;2008 december voorlopig;0.07;0.01
7509;5;Strijen;2008 december nader voorlopig;0.06;
7510;5;Strijen;2009 december voorlopig;0.05;-0.02
7511;5;Swalmen;2006 december voorlopig;0.03;
7512;5;Swalmen;2006 december nader voorlopig;0.03;
7513;5;Swalmen;2007 december voorlopig;0.0;0.0
7514;5;Swalmen;2007 december nader voorlopig;0.0;0.0
7515;5;Swalmen;2008 december voorlopig;0.0;0.0
7516;5;Swalmen;2008 december nader voorlopig;0.0;0.0
7517;5;Swalmen;2009 december voorlopig;0.0;0.0
7518;5;Terneuzen;2006 december voorlopig;0.22;
7519;5;Terneuzen;2006 december nader voorlopig;0.22;
7520;5;Terneuzen;2007 december voorlopig;0.21;0.0
7521;5;Terneuzen;2007 december nader voorlopig;0.19;
7522;5;Terneuzen;2008 december voorlopig;0.22;0.03
7523;5;Terneuzen;2008 december nader voorlopig;0.18;
7524;5;Terneuzen;2009 december voorlopig;0.21;0.03
7525;5;Terschelling;2006 december voorlopig;0.03;
7526;5;Terschelling;2006 december nader voorlopig;0.03;
7527;5;Terschelling;2007 december voorlopig;0.04;0.01
7528;5;Terschelling;2007 december nader voorlopig;0.04;
7529;5;Terschelling;2008 december voorlopig;0.03;0.0
7530;5;Terschelling;2008 december nader voorlopig;0.03;
7531;5;Terschelling;2009 december voorlopig;0.04;0.01
7532;5;Texel;2006 december voorlopig;0.18;
7533;5;Texel;2006 december nader voorlopig;0.18;
7534;5;Texel;2007 december voorlopig;0.17;0.0
7535;5;Texel;2007 december nader voorlopig;0.17;
7536;5;Texel;2008 december voorlopig;0.19;0.02
7537;5;Texel;2008 december nader voorlopig;0.18;
7538;5;Texel;2009 december voorlopig;0.17;0.0
7539;5;Teylingen;2006 december voorlopig;0.35;
7540;5;Teylingen;2006 december nader voorlopig;0.35;
7541;5;Teylingen;2007 december voorlopig;0.44;0.09
7542;5;Teylingen;2007 december nader voorlopig;0.44;
7543;5;Teylingen;2008 december voorlopig;0.44;0.01
7544;5;Teylingen;2008 december nader voorlopig;0.39;
7545;5;Teylingen;2009 december voorlopig;0.34;-0.05
7546;5;Tholen;2006 december voorlopig;0.27;
7547;5;Tholen;2006 december nader voorlopig;0.28;
7548;5;Tholen;2007 december voorlopig;0.31;0.03
7549;5;Tholen;2007 december nader voorlopig;0.3;
7550;5;Tholen;2008 december voorlopig;0.34;0.03
7551;5;Tholen;2008 december nader voorlopig;0.25;
7552;5;Tholen;2009 december voorlopig;0.3;0.05
7553;5;Thorn;2006 december voorlopig;;
7554;5;Thorn;2006 december nader voorlopig;;
7555;5;Thorn;2007 december voorlopig;0.0;0.0
7556;5;Thorn;2007 december nader voorlopig;0.0;0.0
7557;5;Thorn;2008 december voorlopig;0.0;0.0
7558;5;Thorn;2008 december nader voorlopig;0.0;0.0
7559;5;Thorn;2009 december voorlopig;0.0;0.0
7560;5;Tiel;2006 december voorlopig;0.14;
7561;5;Tiel;2006 december nader voorlopig;0.14;
7562;5;Tiel;2007 december voorlopig;0.17;0.03
7563;5;Tiel;2007 december nader voorlopig;0.16;
7564;5;Tiel;2008 december voorlopig;0.18;0.02
7565;5;Tiel;2008 december nader voorlopig;0.2;
7566;5;Tiel;2009 december voorlopig;0.2;0.0
7567;5;Tilburg;2006 december voorlopig;0.3;
7568;5;Tilburg;2006 december nader voorlopig;0.31;
7569;5;Tilburg;2007 december voorlopig;0.32;0.01
7570;5;Tilburg;2007 december nader voorlopig;0.32;
7571;5;Tilburg;2008 december voorlopig;0.31;0.0
7572;5;Tilburg;2008 december nader voorlopig;0.31;
7573;5;Tilburg;2009 december voorlopig;0.33;0.03
7574;5;Tubbergen;2006 december voorlopig;0.21;
7575;5;Tubbergen;2006 december nader voorlopig;0.23;
7576;5;Tubbergen;2007 december voorlopig;0.26;0.04
7577;5;Tubbergen;2007 december nader voorlopig;0.28;
7578;5;Tubbergen;2008 december voorlopig;0.25;-0.03
7579;5;Tubbergen;2008 december nader voorlopig;0.22;
7580;5;Tubbergen;2009 december voorlopig;0.21;-0.01
7581;5;Twenterand;2006 december voorlopig;0.17;
7582;5;Twenterand;2006 december nader voorlopig;0.17;
7583;5;Twenterand;2007 december voorlopig;0.19;0.02
7584;5;Twenterand;2007 december nader voorlopig;0.19;
7585;5;Twenterand;2008 december voorlopig;0.19;0.0
7586;5;Twenterand;2008 december nader voorlopig;0.18;
7587;5;Twenterand;2009 december voorlopig;0.16;-0.03
7588;5;Tynaarlo;2006 december voorlopig;0.21;
7589;5;Tynaarlo;2006 december nader voorlopig;0.21;
7590;5;Tynaarlo;2007 december voorlopig;0.19;-0.02
7591;5;Tynaarlo;2007 december nader voorlopig;0.14;
7592;5;Tynaarlo;2008 december voorlopig;0.14;0.0
7593;5;Tynaarlo;2008 december nader voorlopig;0.14;
7594;5;Tynaarlo;2009 december voorlopig;0.16;0.02
7595;5;Tytsjerksteradiel;2006 december voorlopig;0.19;
7596;5;Tytsjerksteradiel;2006 december nader voorlopig;0.19;
7597;5;Tytsjerksteradiel;2007 december voorlopig;0.24;0.05
7598;5;Tytsjerksteradiel;2007 december nader voorlopig;0.21;
7599;5;Tytsjerksteradiel;2008 december voorlopig;0.22;0.01
7600;5;Tytsjerksteradiel;2008 december nader voorlopig;0.14;
7601;5;Tytsjerksteradiel;2009 december voorlopig;0.15;0.01
7602;5;Ubbergen;2006 december voorlopig;0.05;
7603;5;Ubbergen;2006 december nader voorlopig;0.05;
7604;5;Ubbergen;2007 december voorlopig;0.05;0.0
7605;5;Ubbergen;2007 december nader voorlopig;0.05;
7606;5;Ubbergen;2008 december voorlopig;0.07;0.03
7607;5;Ubbergen;2008 december nader voorlopig;0.06;
7608;5;Ubbergen;2009 december voorlopig;0.05;0.0
7609;5;Uden;2006 december voorlopig;0.43;
7610;5;Uden;2006 december nader voorlopig;0.44;
7611;5;Uden;2007 december voorlopig;0.39;-0.05
7612;5;Uden;2007 december nader voorlopig;0.41;
7613;5;Uden;2008 december voorlopig;0.43;0.02
7614;5;Uden;2008 december nader voorlopig;0.41;
7615;5;Uden;2009 december voorlopig;0.39;-0.02
7616;5;Uitgeest;2006 december voorlopig;0.04;
7617;5;Uitgeest;2006 december nader voorlopig;0.05;
7618;5;Uitgeest;2007 december voorlopig;0.04;-0.01
7619;5;Uitgeest;2007 december nader voorlopig;0.06;
7620;5;Uitgeest;2008 december voorlopig;0.05;-0.01
7621;5;Uitgeest;2008 december nader voorlopig;0.04;
7622;5;Uitgeest;2009 december voorlopig;0.03;-0.01
7623;5;Uithoorn;2006 december voorlopig;1.01;
7624;5;Uithoorn;2006 december nader voorlopig;1.0;
7625;5;Uithoorn;2007 december voorlopig;1.03;0.02
7626;5;Uithoorn;2007 december nader voorlopig;1.02;
7627;5;Uithoorn;2008 december voorlopig;1.07;0.05
7628;5;Uithoorn;2008 december nader voorlopig;1.07;
7629;5;Uithoorn;2009 december voorlopig;1.01;-0.06
7630;5;Urk;2006 december voorlopig;0.1;
7631;5;Urk;2006 december nader voorlopig;0.11;
7632;5;Urk;2007 december voorlopig;0.13;0.02
7633;5;Urk;2007 december nader voorlopig;0.12;
7634;5;Urk;2008 december voorlopig;0.11;-0.01
7635;5;Urk;2008 december nader voorlopig;0.12;
7636;5;Urk;2009 december voorlopig;0.09;-0.03
7637;5;Utrecht (gemeente);2006 december voorlopig;0.28;
7638;5;Utrecht (gemeente);2006 december nader voorlopig;0.3;
7639;5;Utrecht (gemeente);2007 december voorlopig;0.35;0.05
7640;5;Utrecht (gemeente);2007 december nader voorlopig;0.37;
7641;5;Utrecht (gemeente);2008 december voorlopig;0.34;-0.03
7642;5;Utrecht (gemeente);2008 december nader voorlopig;0.34;
7643;5;Utrecht (gemeente);2009 december voorlopig;0.31;-0.03
7644;5;Utrechtse Heuvelrug;2006 december voorlopig;0.28;
7645;5;Utrechtse Heuvelrug;2006 december nader voorlopig;0.28;
7646;5;Utrechtse Heuvelrug;2007 december voorlopig;0.2;-0.07
7647;5;Utrechtse Heuvelrug;2007 december nader voorlopig;0.21;
7648;5;Utrechtse Heuvelrug;2008 december voorlopig;0.24;0.03
7649;5;Utrechtse Heuvelrug;2008 december nader voorlopig;0.23;
7650;5;Utrechtse Heuvelrug;2009 december voorlopig;0.22;-0.01
7651;5;Vaals;2006 december voorlopig;;
7652;5;Vaals;2006 december nader voorlopig;;
7653;5;Vaals;2007 december voorlopig;;
7654;5;Vaals;2007 december nader voorlopig;;
7655;5;Vaals;2008 december voorlopig;;
7656;5;Vaals;2008 december nader voorlopig;;
7657;5;Vaals;2009 december voorlopig;;
7658;5;Valkenburg aan de Geul;2006 december voorlopig;0.02;
7659;5;Valkenburg aan de Geul;2006 december nader voorlopig;0.03;
7660;5;Valkenburg aan de Geul;2007 december voorlopig;0.03;0.0
7661;5;Valkenburg aan de Geul;2007 december nader voorlopig;0.02;
7662;5;Valkenburg aan de Geul;2008 december voorlopig;0.04;0.02
7663;5;Valkenburg aan de Geul;2008 december nader voorlopig;0.02;
7664;5;Valkenburg aan de Geul;2009 december voorlopig;0.02;0.0
7665;5;Valkenswaard;2006 december voorlopig;0.12;
7666;5;Valkenswaard;2006 december nader voorlopig;0.12;
7667;5;Valkenswaard;2007 december voorlopig;0.12;0.0
7668;5;Valkenswaard;2007 december nader voorlopig;0.13;
7669;5;Valkenswaard;2008 december voorlopig;0.12;-0.01
7670;5;Valkenswaard;2008 december nader voorlopig;0.11;
7671;5;Valkenswaard;2009 december voorlopig;0.1;-0.01
7672;5;Veendam;2006 december voorlopig;0.03;
7673;5;Veendam;2006 december nader voorlopig;0.03;
7674;5;Veendam;2007 december voorlopig;0.03;0.0
7675;5;Veendam;2007 december nader voorlopig;0.06;
7676;5;Veendam;2008 december voorlopig;0.06;0.01
7677;5;Veendam;2008 december nader voorlopig;0.04;
7678;5;Veendam;2009 december voorlopig;0.04;0.0
7679;5;Veenendaal;2006 december voorlopig;0.18;
7680;5;Veenendaal;2006 december nader voorlopig;0.18;
7681;5;Veenendaal;2007 december voorlopig;0.18;0.0
7682;5;Veenendaal;2007 december nader voorlopig;0.17;
7683;5;Veenendaal;2008 december voorlopig;0.17;0.0
7684;5;Veenendaal;2008 december nader voorlopig;0.17;
7685;5;Veenendaal;2009 december voorlopig;0.18;0.01
7686;5;Veere;2006 december voorlopig;0.25;
7687;5;Veere;2006 december nader voorlopig;0.25;
7688;5;Veere;2007 december voorlopig;0.22;-0.03
7689;5;Veere;2007 december nader voorlopig;0.2;
7690;5;Veere;2008 december voorlopig;0.2;0.0
7691;5;Veere;2008 december nader voorlopig;0.21;
7692;5;Veere;2009 december voorlopig;0.18;-0.03
7693;5;Veghel;2006 december voorlopig;0.51;
7694;5;Veghel;2006 december nader voorlopig;0.51;
7695;5;Veghel;2007 december voorlopig;0.5;-0.01
7696;5;Veghel;2007 december nader voorlopig;0.51;
7697;5;Veghel;2008 december voorlopig;0.55;0.04
7698;5;Veghel;2008 december nader voorlopig;0.52;
7699;5;Veghel;2009 december voorlopig;0.53;0.01
7700;5;Veldhoven;2006 december voorlopig;0.13;
7701;5;Veldhoven;2006 december nader voorlopig;0.13;
7702;5;Veldhoven;2007 december voorlopig;0.12;-0.01
7703;5;Veldhoven;2007 december nader voorlopig;0.12;
7704;5;Veldhoven;2008 december voorlopig;0.12;0.0
7705;5;Veldhoven;2008 december nader voorlopig;0.12;
7706;5;Veldhoven;2009 december voorlopig;0.11;-0.01
7707;5;Velsen;2006 december voorlopig;0.22;
7708;5;Velsen;2006 december nader voorlopig;0.22;
7709;5;Velsen;2007 december voorlopig;0.24;0.01
