ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
268;690;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;nee;nee
269;Baarderburen;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
270;Baardwijk;867;Waalwijk                   ;106;Langstraat                                        ;30;NB. ;nee;nee
271;Baarland;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
272;Baarle-Nassau;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;ja 
273;Baarle-Nassau-Grens;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
274;Baarlo;192;Zwartsluis                 ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
275;Baarlo;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
276;Baarlo;195;IJsselham                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
277;Baarn;308;Baarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;ja 
278;Baars;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
279;Baarschot;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
280;Baarsdorp;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
281;Baarsdorpermeer;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
282;Baarstraat;977;Thorn                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
283;Babberich;299;Zevenaar                   ;26;De Lijmers                                        ;25;Gld.;ja ;nee
284;Baburen;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
285;Babylonienbroek;738;Aalburg                    ;105;Land van Altena                                   ;30;NB. ;ja ;nee
286;Badhoevedorp;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
287;Baexem;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
288;410;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;ja ;nee
289;Bahneheide (ged.);965;Simpelveld                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
290;Bahneheide (ged.);990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
291;Bahr en Lathum;199;Angerlo                    ;26;De Lijmers                                        ;25;Gld.;nee;nee
292;Baijum;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
293;Bakel;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
294;Bakelsebrug;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
295;Bakelsedijk;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
296;Bakenberg;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
297;Bakendorp;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
298;Bakertand;785;Goirle                     ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
299;Bakheide;889;Beesel                     ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
300;Bakhuizen;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
301;Bakkersdam;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
302;777;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
303;Bakkum;383;Castricum                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
304;316;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
305;Balgoij;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
306;Balinge;134;Westerbork                 ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
307;Balk;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
308;Balkbrug;143;Avereest                   ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
309;957;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
310;Balleman;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
311;359;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
312;Balloerveld;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
313;Balloo;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
314;563;60;Ameland                    ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;nee
315;475;56;Zuidhorn                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
316;Band;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
317;Bandijk;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
318;716;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
319;Bangert;405;Hoorn                      ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
320;Banholt;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
321;Banken, De;451;Uithoorn                   ;62;Noordhollandse Meerlanden                         ;27;NH. ;nee;nee
322;Bankert;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
323;Bant;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
324;717;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
325;Barchem;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
326;Barendrecht;489;Barendrecht                ;86;Westelijk IJsselmonde                             ;28;ZH. ;ja ;ja 
327;Barendrechtse Veer;489;Barendrecht                ;86;Westelijk IJsselmonde                             ;28;ZH. ;nee;nee
328;302;47;Veendam                    ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
329;Bargebek;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
330;Bargen;448;Texel                      ;50;Texel                                             ;27;NH. ;nee;nee
331;Barger-Compascuum;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;ja ;nee
332;Barger-Erfscheidenveen;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
333;Barger-Oosterveen;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
334;Barger-Oosterveld;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
335;Barkwerd;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
336;232;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
337;Barlaque;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
338;Barlo;197;Aalten                     ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
339;Barneveld;203;Barneveld                  ;31;Gelderse Vallei                                   ;25;Gld.;ja ;ja 
340;317;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
341;619;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
342;Barrier;986;Voerendaal                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
343;Barsbeek;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
344;Barsingerhorn;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;ja ;nee
345;Bartlehiem;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
346;Barwoutswaarder;632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
347;Basse;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
348;Batadorp;753;Best                       ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
349;Batenburg;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
350;Bath;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
351;Bathmen;144;Bathmen                    ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;ja 
352;Batooserf;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
353;Battenoord;559;Middelharnis               ;92;Goeree en Overflakkee                             ;28;ZH. ;nee;nee
354;Batterij;704;Sas van Gent               ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
355;Bautsch;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
356;Bavel;758;Breda                      ;103;Breda                                             ;30;NB. ;ja ;nee
357;Bazuin;137;Zuidwolde                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
358;Beckum;164;Hengelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
359;Bedaf;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
360;Bedijking;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
361;10;5;Bedum                      ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;ja 
362;Beegden;1937;Heel                       ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
363;Beek;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
364;Beek;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
365;Beek;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;ja ;nee
366;Beek;888;Beek                       ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;ja 
367;Beek en Donk;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;ja ;nee
368;Beek, De;233;Ermelo                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
369;Beekbergen;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;ja ;nee
370;Beekheuvel;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
371;Beekkant;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
372;Beekkant, De;914;Haelen                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
373;Beekveld;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
374;Beemden, De;263;Maasdriel                  ;42;Bommelerwaard                                     ;25;Gld.;nee;nee
375;Beemdkant;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
376;Beemster;370;Beemster                   ;56;Noordhollands Middengewest                        ;27;NH. ;nee;ja 
377;Beemte;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;ja ;nee
378;Beeret, Op de;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
379;Beers;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
380;Beers;1684;Cuijk                      ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
381;Beerschoten;316;Driebergen-Rijsenburg      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
382;Beersdal;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
383;Beerserhaar;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
384;Beersterhoogen;1661;Reiderland                 ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
385;Beerta;1661;Reiderland                 ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
386;Beerten;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
387;Beertsenhoven;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
388;Beerze;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
389;Beerzerveld;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
390;Beesd;236;Geldermalsen               ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
