ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
3329;Loo;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3330;Loo;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3331;Loo;226;Duiven                     ;26;De Lijmers                                        ;25;Gld.;ja ;nee
3332;Loo, 't;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;ja ;nee
3333;Loo, Het;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;nee;nee
3334;Loofaert, De;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3335;Looieind;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3336;Looierheide;907;Gennep                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3337;Look;165;Holten                     ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
3338;Look, 't;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3339;915;106;Assen                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3340;Loon;866;Waalre                     ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3341;Loon op Zand;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;ja 
3342;Loons Hoekje;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3343;Loopers Kapelle;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
3344;Loosbroek;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;ja ;nee
3345;Loosdorp;545;Leerdam                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
3346;Loosdrecht;330;Loosdrecht                 ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;ja 
3347;Loosdrechtse Bos;402;Hilversum                  ;66;Hilversum                                         ;27;NH. ;nee;nee
3348;Loosduinen;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;nee;nee
3349;Looveer;255;Huissen                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3350;Loozen;157;Gramsbergen                ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3351;Lopik;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;ja ;ja 
3352;Lopikerkapel;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;ja ;nee
3353;202;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;ja 
3354;79;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
3355;Losser;168;Losser                     ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
3356;Lottum;912;Grubbenvorst               ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3357;Loven;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
3358;Lovendaal;912;Grubbenvorst               ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3359;Loveren;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3360;Loveren;749;Bergeyk                    ;116;Kempenland                                        ;30;NB. ;nee;nee
3361;Lubbinge;137;Zuidwolde                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3362;220;25;Marum                      ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3363;Lucht, Ter;555;Maasland                   ;81;Westland                                          ;28;ZH. ;nee;nee
3364;Luchthaven Schiphol;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3365;Luchthaven Zuid-Limburg;888;Beek                       ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3366;286;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
3367;664;74;Heerenveen                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3368;Luissel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3369;166;18;Hoogezand-Sappemeer        ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3370;Lunen;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
3371;Lunetten;865;Vught                      ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
3372;Lunteren;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;ja ;nee
3373;Luntershoek;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;nee;nee
3374;Lutjebroek;532;Stede Broec                ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
3375;129;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3376;636;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
3377;31;7;Bellingwedde               ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3378;203;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
3379;Lutjewinkel;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;ja ;nee
3380;554;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3381;Lutkewierum;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3382;146;17;Haren                      ;8;Randgebied stad Groningen                         ;20;Gr. ;nee;nee
3383;Lutte, De;168;Losser                     ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3384;Luttelgeest;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
3385;Lutten;160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3386;Luttenberg;177;Raalte                     ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
3387;Lutterade;906;Geleen                     ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3388;Lutterveld;214;Buren                      ;38;Westelijke Betuwe                                 ;25;Gld.;nee;nee
3389;792;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3390;Luyksgestel;749;Bergeyk                    ;116;Kempenland                                        ;30;NB. ;ja ;nee
3391;Lytshuzen;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3392;Maalbroek;957;Roermond                   ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
3393;Maaldrift;629;Wassenaar                  ;80;Randgebied 's-Gravenhage                          ;28;ZH. ;nee;nee
3394;Maarheeze;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;nee
3395;423;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
3396;Maarland;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3397;Maarn;332;Maarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;ja 
3398;Maarsbergen;332;Maarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
3399;239;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3400;Maarssen;333;Maarssen                   ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;ja 
3401;Maarssenbroek;333;Maarssen                   ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
3402;Maartensdijk;334;Maartensdijk               ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;ja 
3403;Maartensdijk;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
3404;Maas, Aan de;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3405;Maasband;971;Stein                      ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3406;Maasbommel;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;ja ;nee
3407;Maasbracht;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;ja 
3408;Maasbree;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;ja 
3409;Maasdam;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
3410;Maasdijk;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
3411;Maasdijk;555;Maasland                   ;81;Westland                                          ;28;ZH. ;nee;nee
3412;Maasdijk (ged.);519;'s-Gravenzande             ;81;Westland                                          ;28;ZH. ;nee;nee
3413;Maasdijk (ged.);565;Naaldwijk                  ;81;Westland                                          ;28;ZH. ;ja ;nee
3414;Maasdonk;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;ja 
3415;Maasdriel;263;Maasdriel                  ;42;Bommelerwaard                                     ;25;Gld.;nee;ja 
3416;Maashees;863;Vierlingsbeek              ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3417;Maaskantje;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3418;Maasland;555;Maasland                   ;81;Westland                                          ;28;ZH. ;ja ;ja 
3419;Maasniel;957;Roermond                   ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
3420;Maassluis;556;Maassluis                  ;85;Industriegebied ten noorden van de Nieuwe Waterweg;28;ZH. ;ja ;ja 
3421;Maastricht;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;ja ;ja 
3422;Maasvlakte;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;ja ;nee
3423;Maatsehei;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3424;Macharen;828;Oss                        ;111;Maaskant                                          ;30;NB. ;ja ;nee
3425;Made;1665;Made                       ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;ja 
3426;Magele;159;Den Ham                    ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
3427;Magrette;650;Axel                       ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
3428;Majella;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
3429;762;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3430;937;107;Beilen                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3431;Makkum;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3432;Makkum;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3433;Malburgen;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3434;Malden;252;Heumen                     ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
3435;Maliskamp;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
3436;Mallem;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3437;Mamelis;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3438;Mander;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3439;Manderveen;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3440;Manen;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
3441;Mantgum;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3442;Mantinge;134;Westerbork                 ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3443;Maranatha (Zustercomplex);770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
3444;Maren;808;Lith                       ;111;Maaskant                                          ;30;NB. ;nee;nee
3445;Maren-Kessel;808;Lith                       ;111;Maaskant                                          ;30;NB. ;ja ;nee
3446;Margraten;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;ja 
3447;Maria Gewanden;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3448;Maria Parochie;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3449;Mariadorp;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3450;Mariaheide;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3451;Mariahoeve;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;nee;nee
3452;Mariahoop;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
3453;Mariahout;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;ja ;nee
3454;Mariarade;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3455;Marienberg;160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3456;Mariendaal;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3457;Mariendijk;565;Naaldwijk                  ;81;Westland                                          ;28;ZH. ;nee;nee
3458;Marienheem;177;Raalte                     ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
3459;Marienvelde;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
3460;Marienwaard;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
3461;Marijenkampen;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
3462;Markelerbroek;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3463;Markelo;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
3464;Marken;852;Waterland                  ;57;Waterland                                         ;27;NH. ;ja ;nee
3465;Markenbinnen;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
3466;Markluiden;246;Heerde                     ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
3467;Marknesse;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
3468;Markvelde;151;Diepenheim                 ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3469;Marle;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3470;Marle;190;Wijhe                      ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
3471;609;68;Ferwerderadeel             ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3472;Mars, De;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3473;Marsdijk;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3474;739;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3475;5;3;Appingedam                 ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3476;167;18;Hoogezand-Sappemeer        ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3477;221;25;Marum                      ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;ja 
3478;Marwijksoord;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3479;Mastenbroek (ged.);193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3480;Mastenbroek (ged.);154;Genemuiden                 ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3481;Mastenbroek (ged.);161;Hasselt                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3482;Mastenbroek (ged.);191;IJsselmuiden               ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3483;Mastwijk;335;Montfoort                  ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3484;334;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3485;Mathijseind;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3486;Matsloot;125;Roden                      ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
3487;Maurik;264;Maurik                     ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;ja 
3488;Maxet;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3489;Mechelen;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
3490;Meddo;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;nee
3491;Medemblik;420;Medemblik                  ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;ja 
3492;Meeden;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
3493;80;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
3494;Meele, De;170;Nieuwleusen                ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3495;Meemortel;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
3496;Meene, De;298;Zelhem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3497;857;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3498;Meer;159;Den Ham                    ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
3499;Meerdijk;867;Waalwijk                   ;106;Langstraat                                        ;30;NB. ;nee;nee
3500;Meeren;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
3501;Meerestein;375;Beverwijk                  ;59;IJmond                                            ;27;NH. ;nee;nee
3502;Meerkerk;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;nee
3503;256;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3504;Meerlo;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3505;Meerlo-Wanssum;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;nee;ja 
3506;Meern, De;347;Vleuten-De Meern           ;49;Utrechts weidegebied                              ;26;U.  ;ja ;nee
3507;Meers;971;Stein                      ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3508;Meerssen;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;ja 
3509;Meertenpolder;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3510;Meerveldhoven;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3511;Meerven;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
3512;168;18;Hoogezand-Sappemeer        ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3513;Meerwijk;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
3514;Meeuwen;738;Aalburg                    ;105;Land van Altena                                   ;30;NB. ;ja ;nee
3515;Meeuwenplaat;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;nee;nee
3516;Meezenbroek;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3517;Megchelen;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;ja ;nee
3518;Megelsum;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3519;Megen;828;Oss                        ;111;Maaskant                                          ;30;NB. ;ja ;nee
3520;Meierkamp;381;Bussum                     ;67;Overige gemeenten in het Gooi                     ;27;NH. ;nee;nee
3521;Meije (ged.);497;Bodegraven                 ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3522;Meije (ged.);632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3523;Meijel;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;ja 
3524;Meijldoorn;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3525;Meinerswijk;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3526;Mekkelholt;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
3527;Mekkelhorst;168;Losser                     ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3528;Melderslo;923;Horst                      ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3529;Melick;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
3530;Meliskerke;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;ja ;nee
3531;Melissant;504;Dirksland                  ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
3532;Melle;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3533;Melleschet;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3534;Mellinkmaat;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3535;740;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3536;741;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;ja 
3537;Mengelenberg;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3538;Mennonietenbuurt;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
3539;Mensingeweer;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3540;Menterwolde;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;nee;ja 
3541;Menzel;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;nee;nee
3542;Meppel;119;Meppel                     ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;ja 
3543;Meppen;138;Zweeloo                    ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3544;Merkelbeek;881;Onderbanken                ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
3545;Merm;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3546;Merselo;984;Venray                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3547;Mertel;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
3548;Merum;957;Roermond                   ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
3549;204;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
3550;Mesch;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3551;Meteren;236;Geldermalsen               ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
3552;Meterik;923;Horst                      ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3553;521;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3554;Meulunteren-De Valk;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
3555;Mheer;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
3556;Midbuul;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
3557;Middel;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3558;Middel;174;Olst                       ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
3559;Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3560;Middelbeers;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3561;108;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
3562;Middelburg;687;Middelburg                 ;95;Kanaalzone Walcheren                              ;29;Z.  ;ja ;ja 
3563;Middelburg;595;Reeuwijk                   ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
3564;Middeldijk;489;Barendrecht                ;86;Westelijk IJsselmonde                             ;28;ZH. ;nee;nee
3565;Middelharnis;559;Middelharnis               ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;ja 
3566;Middelie;478;Zeevang                    ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
3567;Middelijk;923;Horst                      ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3568;Middelkoop;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
3569;Middelrode;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3570;Middelsluis;611;Cromstrijen                ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
3571;205;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3572;Middenbeemster;370;Beemster                   ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
3573;Middenmeer;463;Wieringermeer              ;51;Wieringen, Wieringermeer                          ;27;NH. ;ja ;nee
3574;Middentocht;880;Wormerland                 ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3575;Midlaren;136;Zuidlaren                  ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
3576;654;72;Harlingen                  ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3577;840;93;Terschelling               ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;nee
3578;257;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
3579;184;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3580;Midwoud;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
3581;981;111;Diever                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3582;637;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
3583;697;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;nee
3584;Mierlo;814;Mierlo                     ;115;Industriegebied Helmond                           ;30;NB. ;ja ;ja 
3585;Mierlo-Hout;794;Helmond                    ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
3586;Mijdrecht;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;nee
3587;Mijnden;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
3588;Mijnsheerenland;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
3589;Mijzenpolder;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;nee;nee
3590;Mijzerkoog;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
3591;Mijzijde;632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3592;665;74;Heerenveen                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3593;Mildert;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3594;Milheeze;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
3595;Mill;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
