ID;Geslacht;LeeftijdOp31December;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
50;Mannen en Vrouwen;0 jaar;2018;1540;507;1033
51;Mannen en Vrouwen;0 jaar;2019;1529;515;1014
52;Mannen en Vrouwen;0 jaar;2020;1508;515;993
53;Mannen en Vrouwen;0 jaar;2021;1510;514;996
54;Mannen en Vrouwen;0 jaar;2022;1511;513;998
55;Mannen en Vrouwen;0 jaar;2023;1511;511;1000
56;Mannen en Vrouwen;0 jaar;2024;1512;511;1001
57;Mannen en Vrouwen;0 jaar;2025;1511;511;1000
58;Mannen en Vrouwen;0 jaar;2026;1511;511;1000
59;Mannen en Vrouwen;0 jaar;2027;1512;510;1002
60;Mannen en Vrouwen;0 jaar;2028;1514;508;1006
61;Mannen en Vrouwen;0 jaar;2029;1515;508;1007
62;Mannen en Vrouwen;0 jaar;2030;1514;507;1007
63;Mannen en Vrouwen;0 jaar;2031;1513;507;1006
64;Mannen en Vrouwen;0 jaar;2032;1511;506;1005
65;Mannen en Vrouwen;0 jaar;2033;1510;506;1004
66;Mannen en Vrouwen;0 jaar;2034;1509;503;1006
67;Mannen en Vrouwen;0 jaar;2035;1507;501;1006
68;Mannen en Vrouwen;0 jaar;2036;1507;500;1007
69;Mannen en Vrouwen;0 jaar;2037;1504;499;1005
70;Mannen en Vrouwen;0 jaar;2038;1503;495;1008
71;Mannen en Vrouwen;0 jaar;2039;1502;495;1007
72;Mannen en Vrouwen;0 jaar;2040;1501;493;1008
73;Mannen en Vrouwen;0 jaar;2041;1503;491;1012
74;Mannen en Vrouwen;0 jaar;2042;1502;490;1012
75;Mannen en Vrouwen;0 jaar;2043;1502;490;1012
76;Mannen en Vrouwen;0 jaar;2044;1502;489;1013
77;Mannen en Vrouwen;0 jaar;2045;1502;488;1014
78;Mannen en Vrouwen;0 jaar;2046;1503;489;1014
79;Mannen en Vrouwen;0 jaar;2047;1504;490;1014
80;Mannen en Vrouwen;0 jaar;2048;1506;491;1015
81;Mannen en Vrouwen;0 jaar;2049;1507;491;1016
82;Mannen en Vrouwen;0 jaar;2050;1508;492;1016
83;Mannen en Vrouwen;0 jaar;2051;1508;494;1014
84;Mannen en Vrouwen;0 jaar;2052;1512;496;1016
85;Mannen en Vrouwen;0 jaar;2053;1513;496;1017
86;Mannen en Vrouwen;0 jaar;2054;1514;497;1017
87;Mannen en Vrouwen;0 jaar;2055;1514;498;1016
88;Mannen en Vrouwen;0 jaar;2056;1515;499;1016
89;Mannen en Vrouwen;0 jaar;2057;1516;499;1017
90;Mannen en Vrouwen;0 jaar;2058;1516;501;1015
91;Mannen en Vrouwen;0 jaar;2059;1515;500;1015
92;Mannen en Vrouwen;1 jaar;2014;2113;1514;599
93;Mannen en Vrouwen;1 jaar;2015;2172;1541;631
94;Mannen en Vrouwen;1 jaar;2016;2223;1571;652
95;Mannen en Vrouwen;1 jaar;2017;2275;1612;663
96;Mannen en Vrouwen;1 jaar;2018;2260;1651;609
97;Mannen en Vrouwen;1 jaar;2019;2242;1675;567
98;Mannen en Vrouwen;1 jaar;2020;2209;1681;528
99;Mannen en Vrouwen;1 jaar;2021;2213;1675;538
100;Mannen en Vrouwen;1 jaar;2022;2212;1672;540
101;Mannen en Vrouwen;1 jaar;2023;2215;1670;545
102;Mannen en Vrouwen;1 jaar;2024;2215;1668;547
103;Mannen en Vrouwen;1 jaar;2025;2221;1668;553
104;Mannen en Vrouwen;1 jaar;2026;2224;1666;558
105;Mannen en Vrouwen;1 jaar;2027;2228;1665;563
106;Mannen en Vrouwen;1 jaar;2028;2229;1662;567
107;Mannen en Vrouwen;1 jaar;2029;2229;1660;569
108;Mannen en Vrouwen;1 jaar;2030;2230;1659;571
109;Mannen en Vrouwen;1 jaar;2031;2229;1658;571
110;Mannen en Vrouwen;1 jaar;2032;2230;1656;574
111;Mannen en Vrouwen;1 jaar;2033;2231;1652;579
112;Mannen en Vrouwen;1 jaar;2034;2229;1649;580
113;Mannen en Vrouwen;1 jaar;2035;2227;1643;584
114;Mannen en Vrouwen;1 jaar;2036;2225;1640;585
115;Mannen en Vrouwen;1 jaar;2037;2221;1634;587
116;Mannen en Vrouwen;1 jaar;2038;2216;1627;589
117;Mannen en Vrouwen;1 jaar;2039;2212;1621;591
118;Mannen en Vrouwen;1 jaar;2040;2209;1615;594
119;Mannen en Vrouwen;1 jaar;2041;2207;1609;598
120;Mannen en Vrouwen;1 jaar;2042;2206;1605;601
121;Mannen en Vrouwen;1 jaar;2043;2204;1602;602
122;Mannen en Vrouwen;1 jaar;2044;2204;1600;604
123;Mannen en Vrouwen;1 jaar;2045;2204;1597;607
124;Mannen en Vrouwen;1 jaar;2046;2206;1597;609
125;Mannen en Vrouwen;1 jaar;2047;2207;1597;610
126;Mannen en Vrouwen;1 jaar;2048;2209;1600;609
127;Mannen en Vrouwen;1 jaar;2049;2215;1601;614
128;Mannen en Vrouwen;1 jaar;2050;2217;1605;612
129;Mannen en Vrouwen;1 jaar;2051;2220;1609;611
130;Mannen en Vrouwen;1 jaar;2052;2222;1612;610
131;Mannen en Vrouwen;1 jaar;2053;2226;1615;611
132;Mannen en Vrouwen;1 jaar;2054;2226;1619;607
133;Mannen en Vrouwen;1 jaar;2055;2228;1621;607
134;Mannen en Vrouwen;1 jaar;2056;2231;1626;605
135;Mannen en Vrouwen;1 jaar;2057;2232;1627;605
136;Mannen en Vrouwen;1 jaar;2058;2235;1628;607
137;Mannen en Vrouwen;1 jaar;2059;2235;1630;605
138;Mannen en Vrouwen;2 jaar;2014;2203;1687;516
139;Mannen en Vrouwen;2 jaar;2015;2244;1633;611
140;Mannen en Vrouwen;2 jaar;2016;2300;1673;627
141;Mannen en Vrouwen;2 jaar;2017;2350;1714;636
142;Mannen en Vrouwen;2 jaar;2018;2332;1757;575
143;Mannen en Vrouwen;2 jaar;2019;2308;1784;524
144;Mannen en Vrouwen;2 jaar;2020;2275;1791;484
145;Mannen en Vrouwen;2 jaar;2021;2281;1787;494
146;Mannen en Vrouwen;2 jaar;2022;2283;1786;497
147;Mannen en Vrouwen;2 jaar;2023;2287;1785;502
148;Mannen en Vrouwen;2 jaar;2024;2290;1783;507
149;Mannen en Vrouwen;2 jaar;2025;2298;1783;515
150;Mannen en Vrouwen;2 jaar;2026;2298;1783;515
151;Mannen en Vrouwen;2 jaar;2027;2299;1781;518
152;Mannen en Vrouwen;2 jaar;2028;2302;1779;523
153;Mannen en Vrouwen;2 jaar;2029;2304;1775;529
154;Mannen en Vrouwen;2 jaar;2030;2305;1776;529
155;Mannen en Vrouwen;2 jaar;2031;2304;1774;530
156;Mannen en Vrouwen;2 jaar;2032;2306;1773;533
157;Mannen en Vrouwen;2 jaar;2033;2305;1770;535
158;Mannen en Vrouwen;2 jaar;2034;2304;1768;536
159;Mannen en Vrouwen;2 jaar;2035;2305;1764;541
160;Mannen en Vrouwen;2 jaar;2036;2305;1759;546
161;Mannen en Vrouwen;2 jaar;2037;2302;1753;549
162;Mannen en Vrouwen;2 jaar;2038;2299;1747;552
163;Mannen en Vrouwen;2 jaar;2039;2295;1742;553
164;Mannen en Vrouwen;2 jaar;2040;2292;1734;558
165;Mannen en Vrouwen;2 jaar;2041;2289;1729;560
166;Mannen en Vrouwen;2 jaar;2042;2286;1723;563
167;Mannen en Vrouwen;2 jaar;2043;2283;1719;564
168;Mannen en Vrouwen;2 jaar;2044;2282;1715;567
169;Mannen en Vrouwen;2 jaar;2045;2282;1712;570
170;Mannen en Vrouwen;2 jaar;2046;2283;1711;572
171;Mannen en Vrouwen;2 jaar;2047;2284;1711;573
172;Mannen en Vrouwen;2 jaar;2048;2288;1711;577
173;Mannen en Vrouwen;2 jaar;2049;2291;1714;577
174;Mannen en Vrouwen;2 jaar;2050;2293;1716;577
175;Mannen en Vrouwen;2 jaar;2051;2296;1719;577
176;Mannen en Vrouwen;2 jaar;2052;2297;1721;576
177;Mannen en Vrouwen;2 jaar;2053;2301;1725;576
178;Mannen en Vrouwen;2 jaar;2054;2301;1729;572
179;Mannen en Vrouwen;2 jaar;2055;2304;1731;573
180;Mannen en Vrouwen;2 jaar;2056;2308;1735;573
181;Mannen en Vrouwen;2 jaar;2057;2312;1739;573
182;Mannen en Vrouwen;2 jaar;2058;2312;1741;571
183;Mannen en Vrouwen;2 jaar;2059;2314;1742;572
184;Mannen en Vrouwen;3 jaar;2014;2047;1761;286
185;Mannen en Vrouwen;3 jaar;2015;2087;1781;306
186;Mannen en Vrouwen;3 jaar;2016;2110;1741;369
187;Mannen en Vrouwen;3 jaar;2017;2167;1792;375
188;Mannen en Vrouwen;3 jaar;2018;2146;1835;311
189;Mannen en Vrouwen;3 jaar;2019;2128;1867;261
190;Mannen en Vrouwen;3 jaar;2020;2093;1876;217
191;Mannen en Vrouwen;3 jaar;2021;2101;1873;228
192;Mannen en Vrouwen;3 jaar;2022;2107;1874;233
193;Mannen en Vrouwen;3 jaar;2023;2110;1872;238
194;Mannen en Vrouwen;3 jaar;2024;2109;1874;235
195;Mannen en Vrouwen;3 jaar;2025;2113;1874;239
196;Mannen en Vrouwen;3 jaar;2026;2116;1874;242
197;Mannen en Vrouwen;3 jaar;2027;2120;1873;247
198;Mannen en Vrouwen;3 jaar;2028;2121;1871;250
199;Mannen en Vrouwen;3 jaar;2029;2124;1868;256
200;Mannen en Vrouwen;3 jaar;2030;2123;1869;254
201;Mannen en Vrouwen;3 jaar;2031;2125;1869;256
202;Mannen en Vrouwen;3 jaar;2032;2126;1868;258
203;Mannen en Vrouwen;3 jaar;2033;2129;1866;263
204;Mannen en Vrouwen;3 jaar;2034;2128;1863;265
205;Mannen en Vrouwen;3 jaar;2035;2129;1861;268
206;Mannen en Vrouwen;3 jaar;2036;2128;1857;271
207;Mannen en Vrouwen;3 jaar;2037;2125;1852;273
208;Mannen en Vrouwen;3 jaar;2038;2120;1846;274
209;Mannen en Vrouwen;3 jaar;2039;2116;1840;276
210;Mannen en Vrouwen;3 jaar;2040;2114;1833;281
211;Mannen en Vrouwen;3 jaar;2041;2114;1828;286
212;Mannen en Vrouwen;3 jaar;2042;2112;1820;292
213;Mannen en Vrouwen;3 jaar;2043;2108;1816;292
214;Mannen en Vrouwen;3 jaar;2044;2106;1811;295
215;Mannen en Vrouwen;3 jaar;2045;2106;1808;298
216;Mannen en Vrouwen;3 jaar;2046;2107;1805;302
217;Mannen en Vrouwen;3 jaar;2047;2107;1803;304
218;Mannen en Vrouwen;3 jaar;2048;2107;1803;304
219;Mannen en Vrouwen;3 jaar;2049;2109;1804;305
220;Mannen en Vrouwen;3 jaar;2050;2110;1806;304
221;Mannen en Vrouwen;3 jaar;2051;2113;1808;305
222;Mannen en Vrouwen;3 jaar;2052;2116;1811;305
223;Mannen en Vrouwen;3 jaar;2053;2117;1815;302
224;Mannen en Vrouwen;3 jaar;2054;2118;1818;300
225;Mannen en Vrouwen;3 jaar;2055;2120;1821;299
226;Mannen en Vrouwen;3 jaar;2056;2123;1826;297
227;Mannen en Vrouwen;3 jaar;2057;2124;1828;296
228;Mannen en Vrouwen;3 jaar;2058;2127;1832;295
229;Mannen en Vrouwen;3 jaar;2059;2128;1834;294
230;Mannen en Vrouwen;4 jaar;2014;1952;1755;197
231;Mannen en Vrouwen;4 jaar;2015;1987;1734;253
232;Mannen en Vrouwen;4 jaar;2016;2013;1759;254
233;Mannen en Vrouwen;4 jaar;2017;2038;1731;307
234;Mannen en Vrouwen;4 jaar;2018;2020;1780;240
235;Mannen en Vrouwen;4 jaar;2019;2004;1807;197
236;Mannen en Vrouwen;4 jaar;2020;1967;1817;150
237;Mannen en Vrouwen;4 jaar;2021;1973;1816;157
238;Mannen en Vrouwen;4 jaar;2022;1978;1817;161
239;Mannen en Vrouwen;4 jaar;2023;1986;1819;167
240;Mannen en Vrouwen;4 jaar;2024;1989;1817;172
241;Mannen en Vrouwen;4 jaar;2025;1992;1817;175
242;Mannen en Vrouwen;4 jaar;2026;1996;1816;180
243;Mannen en Vrouwen;4 jaar;2027;1996;1814;182
244;Mannen en Vrouwen;4 jaar;2028;2001;1813;188
245;Mannen en Vrouwen;4 jaar;2029;2002;1810;192
246;Mannen en Vrouwen;4 jaar;2030;2002;1810;192
247;Mannen en Vrouwen;4 jaar;2031;2004;1810;194
248;Mannen en Vrouwen;4 jaar;2032;2005;1809;196
249;Mannen en Vrouwen;4 jaar;2033;2007;1807;200
250;Mannen en Vrouwen;4 jaar;2034;2007;1804;203
251;Mannen en Vrouwen;4 jaar;2035;2008;1803;205
252;Mannen en Vrouwen;4 jaar;2036;2006;1799;207
253;Mannen en Vrouwen;4 jaar;2037;2005;1795;210
254;Mannen en Vrouwen;4 jaar;2038;2002;1791;211
255;Mannen en Vrouwen;4 jaar;2039;1999;1784;215
256;Mannen en Vrouwen;4 jaar;2040;1997;1778;219
257;Mannen en Vrouwen;4 jaar;2041;1991;1771;220
258;Mannen en Vrouwen;4 jaar;2042;1988;1765;223
259;Mannen en Vrouwen;4 jaar;2043;1986;1761;225
260;Mannen en Vrouwen;4 jaar;2044;1985;1755;230
261;Mannen en Vrouwen;4 jaar;2045;1983;1750;233
262;Mannen en Vrouwen;4 jaar;2046;1984;1745;239
263;Mannen en Vrouwen;4 jaar;2047;1983;1744;239
264;Mannen en Vrouwen;4 jaar;2048;1984;1742;242
265;Mannen en Vrouwen;4 jaar;2049;1985;1740;245
266;Mannen en Vrouwen;4 jaar;2050;1987;1741;246
267;Mannen en Vrouwen;4 jaar;2051;1989;1743;246
268;Mannen en Vrouwen;4 jaar;2052;1990;1746;244
269;Mannen en Vrouwen;4 jaar;2053;1992;1748;244
270;Mannen en Vrouwen;4 jaar;2054;1994;1750;244
271;Mannen en Vrouwen;4 jaar;2055;1996;1753;243
272;Mannen en Vrouwen;4 jaar;2056;2000;1756;244
273;Mannen en Vrouwen;4 jaar;2057;2002;1760;242
274;Mannen en Vrouwen;4 jaar;2058;2003;1763;240
275;Mannen en Vrouwen;4 jaar;2059;2005;1766;239
276;Mannen en Vrouwen;5 jaar;2014;1872;1680;192
277;Mannen en Vrouwen;5 jaar;2015;1918;1702;216
278;Mannen en Vrouwen;5 jaar;2016;1939;1691;248
279;Mannen en Vrouwen;5 jaar;2017;1969;1719;250
280;Mannen en Vrouwen;5 jaar;2018;1928;1692;236
281;Mannen en Vrouwen;5 jaar;2019;1910;1725;185
282;Mannen en Vrouwen;5 jaar;2020;1877;1733;144
283;Mannen en Vrouwen;5 jaar;2021;1881;1734;147
284;Mannen en Vrouwen;5 jaar;2022;1890;1737;153
285;Mannen en Vrouwen;5 jaar;2023;1896;1739;157
286;Mannen en Vrouwen;5 jaar;2024;1900;1741;159
287;Mannen en Vrouwen;5 jaar;2025;1904;1741;163
288;Mannen en Vrouwen;5 jaar;2026;1907;1741;166
289;Mannen en Vrouwen;5 jaar;2027;1908;1738;170
290;Mannen en Vrouwen;5 jaar;2028;1910;1736;174
291;Mannen en Vrouwen;5 jaar;2029;1910;1732;178
292;Mannen en Vrouwen;5 jaar;2030;1915;1732;183
293;Mannen en Vrouwen;5 jaar;2031;1918;1732;186
294;Mannen en Vrouwen;5 jaar;2032;1917;1732;185
295;Mannen en Vrouwen;5 jaar;2033;1918;1731;187
296;Mannen en Vrouwen;5 jaar;2034;1921;1728;193
297;Mannen en Vrouwen;5 jaar;2035;1923;1726;197
298;Mannen en Vrouwen;5 jaar;2036;1922;1723;199
299;Mannen en Vrouwen;5 jaar;2037;1921;1721;200
300;Mannen en Vrouwen;5 jaar;2038;1919;1716;203
301;Mannen en Vrouwen;5 jaar;2039;1916;1710;206
302;Mannen en Vrouwen;5 jaar;2040;1912;1704;208
303;Mannen en Vrouwen;5 jaar;2041;1910;1697;213
304;Mannen en Vrouwen;5 jaar;2042;1906;1691;215
305;Mannen en Vrouwen;5 jaar;2043;1904;1686;218
306;Mannen en Vrouwen;5 jaar;2044;1901;1680;221
307;Mannen en Vrouwen;5 jaar;2045;1900;1674;226
308;Mannen en Vrouwen;5 jaar;2046;1899;1670;229
309;Mannen en Vrouwen;5 jaar;2047;1899;1666;233
310;Mannen en Vrouwen;5 jaar;2048;1897;1663;234
311;Mannen en Vrouwen;5 jaar;2049;1900;1662;238
312;Mannen en Vrouwen;5 jaar;2050;1902;1660;242
313;Mannen en Vrouwen;5 jaar;2051;1904;1661;243
314;Mannen en Vrouwen;5 jaar;2052;1905;1662;243
315;Mannen en Vrouwen;5 jaar;2053;1907;1665;242
316;Mannen en Vrouwen;5 jaar;2054;1909;1667;242
317;Mannen en Vrouwen;5 jaar;2055;1911;1669;242
318;Mannen en Vrouwen;5 jaar;2056;1912;1672;240
319;Mannen en Vrouwen;5 jaar;2057;1913;1676;237
320;Mannen en Vrouwen;5 jaar;2058;1915;1677;238
321;Mannen en Vrouwen;5 jaar;2059;1916;1679;237
322;Mannen en Vrouwen;6 jaar;2014;1822;1558;264
323;Mannen en Vrouwen;6 jaar;2015;1867;1571;296
324;Mannen en Vrouwen;6 jaar;2016;1902;1601;301
325;Mannen en Vrouwen;6 jaar;2017;1925;1601;324
326;Mannen en Vrouwen;6 jaar;2018;1892;1625;267
327;Mannen en Vrouwen;6 jaar;2019;1853;1592;261
328;Mannen en Vrouwen;6 jaar;2020;1818;1606;212
329;Mannen en Vrouwen;6 jaar;2021;1827;1606;221
330;Mannen en Vrouwen;6 jaar;2022;1833;1610;223
331;Mannen en Vrouwen;6 jaar;2023;1839;1614;225
332;Mannen en Vrouwen;6 jaar;2024;1844;1617;227
333;Mannen en Vrouwen;6 jaar;2025;1851;1620;231
334;Mannen en Vrouwen;6 jaar;2026;1850;1619;231
335;Mannen en Vrouwen;6 jaar;2027;1852;1618;234
336;Mannen en Vrouwen;6 jaar;2028;1853;1616;237
337;Mannen en Vrouwen;6 jaar;2029;1854;1614;240
338;Mannen en Vrouwen;6 jaar;2030;1857;1614;243
339;Mannen en Vrouwen;6 jaar;2031;1862;1614;248
340;Mannen en Vrouwen;6 jaar;2032;1859;1614;245
341;Mannen en Vrouwen;6 jaar;2033;1863;1613;250
342;Mannen en Vrouwen;6 jaar;2034;1865;1612;253
343;Mannen en Vrouwen;6 jaar;2035;1865;1611;254
344;Mannen en Vrouwen;6 jaar;2036;1864;1608;256
345;Mannen en Vrouwen;6 jaar;2037;1862;1605;257
346;Mannen en Vrouwen;6 jaar;2038;1862;1603;259
347;Mannen en Vrouwen;6 jaar;2039;1860;1599;261
348;Mannen en Vrouwen;6 jaar;2040;1858;1594;264
349;Mannen en Vrouwen;6 jaar;2041;1856;1588;268
350;Mannen en Vrouwen;6 jaar;2042;1856;1582;274
351;Mannen en Vrouwen;6 jaar;2043;1856;1578;278
352;Mannen en Vrouwen;6 jaar;2044;1853;1572;281
353;Mannen en Vrouwen;6 jaar;2045;1851;1567;284
354;Mannen en Vrouwen;6 jaar;2046;1849;1562;287
355;Mannen en Vrouwen;6 jaar;2047;1847;1558;289
356;Mannen en Vrouwen;6 jaar;2048;1846;1556;290
357;Mannen en Vrouwen;6 jaar;2049;1844;1553;291
358;Mannen en Vrouwen;6 jaar;2050;1845;1552;293
359;Mannen en Vrouwen;6 jaar;2051;1845;1552;293
360;Mannen en Vrouwen;6 jaar;2052;1848;1553;295
361;Mannen en Vrouwen;6 jaar;2053;1852;1555;297
362;Mannen en Vrouwen;6 jaar;2054;1853;1557;296
363;Mannen en Vrouwen;6 jaar;2055;1855;1559;296
364;Mannen en Vrouwen;6 jaar;2056;1857;1562;295
365;Mannen en Vrouwen;6 jaar;2057;1858;1565;293
366;Mannen en Vrouwen;6 jaar;2058;1860;1568;292
367;Mannen en Vrouwen;6 jaar;2059;1861;1570;291
368;Mannen en Vrouwen;7 jaar;2014;1732;1401;331
369;Mannen en Vrouwen;7 jaar;2015;1781;1422;359
370;Mannen en Vrouwen;7 jaar;2016;1811;1443;368
371;Mannen en Vrouwen;7 jaar;2017;1847;1476;371
372;Mannen en Vrouwen;7 jaar;2018;1810;1478;332
373;Mannen en Vrouwen;7 jaar;2019;1778;1491;287
374;Mannen en Vrouwen;7 jaar;2020;1721;1448;273
375;Mannen en Vrouwen;7 jaar;2021;1732;1454;278
376;Mannen en Vrouwen;7 jaar;2022;1736;1457;279
377;Mannen en Vrouwen;7 jaar;2023;1746;1462;284
378;Mannen en Vrouwen;7 jaar;2024;1746;1466;280
379;Mannen en Vrouwen;7 jaar;2025;1757;1470;287
380;Mannen en Vrouwen;7 jaar;2026;1762;1472;290
381;Mannen en Vrouwen;7 jaar;2027;1762;1473;289
382;Mannen en Vrouwen;7 jaar;2028;1766;1472;294
383;Mannen en Vrouwen;7 jaar;2029;1767;1470;297
384;Mannen en Vrouwen;7 jaar;2030;1767;1472;295
385;Mannen en Vrouwen;7 jaar;2031;1769;1472;297
386;Mannen en Vrouwen;7 jaar;2032;1770;1473;297
387;Mannen en Vrouwen;7 jaar;2033;1771;1472;299
388;Mannen en Vrouwen;7 jaar;2034;1772;1474;298
389;Mannen en Vrouwen;7 jaar;2035;1773;1473;300
390;Mannen en Vrouwen;7 jaar;2036;1773;1472;301
391;Mannen en Vrouwen;7 jaar;2037;1774;1471;303
392;Mannen en Vrouwen;7 jaar;2038;1772;1469;303
393;Mannen en Vrouwen;7 jaar;2039;1770;1466;304
394;Mannen en Vrouwen;7 jaar;2040;1769;1462;307
395;Mannen en Vrouwen;7 jaar;2041;1768;1459;309
396;Mannen en Vrouwen;7 jaar;2042;1765;1455;310
397;Mannen en Vrouwen;7 jaar;2043;1763;1451;312
398;Mannen en Vrouwen;7 jaar;2044;1761;1446;315
399;Mannen en Vrouwen;7 jaar;2045;1759;1442;317
400;Mannen en Vrouwen;7 jaar;2046;1758;1438;320
401;Mannen en Vrouwen;7 jaar;2047;1757;1435;322
402;Mannen en Vrouwen;7 jaar;2048;1755;1432;323
403;Mannen en Vrouwen;7 jaar;2049;1756;1430;326
404;Mannen en Vrouwen;7 jaar;2050;1756;1428;328
405;Mannen en Vrouwen;7 jaar;2051;1753;1427;326
406;Mannen en Vrouwen;7 jaar;2052;1755;1429;326
407;Mannen en Vrouwen;7 jaar;2053;1755;1429;326
408;Mannen en Vrouwen;7 jaar;2054;1757;1431;326
409;Mannen en Vrouwen;7 jaar;2055;1761;1435;326
410;Mannen en Vrouwen;7 jaar;2056;1764;1437;327
411;Mannen en Vrouwen;7 jaar;2057;1765;1440;325
412;Mannen en Vrouwen;7 jaar;2058;1767;1443;324
413;Mannen en Vrouwen;7 jaar;2059;1768;1446;322
414;Mannen en Vrouwen;8 jaar;2014;1634;1279;355
415;Mannen en Vrouwen;8 jaar;2015;1664;1294;370
416;Mannen en Vrouwen;8 jaar;2016;1702;1323;379
417;Mannen en Vrouwen;8 jaar;2017;1735;1346;389
418;Mannen en Vrouwen;8 jaar;2018;1708;1377;331
419;Mannen en Vrouwen;8 jaar;2019;1674;1373;301
420;Mannen en Vrouwen;8 jaar;2020;1626;1369;257
421;Mannen en Vrouwen;8 jaar;2021;1615;1327;288
422;Mannen en Vrouwen;8 jaar;2022;1618;1335;283
423;Mannen en Vrouwen;8 jaar;2023;1627;1340;287
424;Mannen en Vrouwen;8 jaar;2024;1629;1344;285
425;Mannen en Vrouwen;8 jaar;2025;1636;1349;287
426;Mannen en Vrouwen;8 jaar;2026;1640;1354;286
427;Mannen en Vrouwen;8 jaar;2027;1644;1358;286
428;Mannen en Vrouwen;8 jaar;2028;1648;1357;291
429;Mannen en Vrouwen;8 jaar;2029;1650;1354;296
430;Mannen en Vrouwen;8 jaar;2030;1651;1357;294
431;Mannen en Vrouwen;8 jaar;2031;1652;1358;294
432;Mannen en Vrouwen;8 jaar;2032;1654;1358;296
433;Mannen en Vrouwen;8 jaar;2033;1657;1359;298
434;Mannen en Vrouwen;8 jaar;2034;1658;1359;299
