ID;Rechtsvorm;HerkomstFaillissement;Perioden;AfgewikkeldeFaillissementen_1;SaldoActiva_2;TotaalSchulden_3;Boedelkosten_4;SchuldenAanFiscusEnUWV_5;OverigeSchulden_6
51;Totaal rechtsvorm;Na surseance van betaling;1994;273.0;35.3;196.0;18.0;43.2;135.1
52;Totaal rechtsvorm;Na surseance van betaling;1996;234.0;42.8;248.5;30.0;51.1;167.6
53;Totaal rechtsvorm;Na surseance van betaling;1998;190.0;76.8;305.0;27.0;35.5;242.6
54;Totaal rechtsvorm;Na surseance van betaling;2000;210.0;43.7;208.8;32.0;40.9;136.2
55;Totaal rechtsvorm;Na surseance van betaling;2002;166.0;22.6;137.6;14.0;23.3;99.9
56;Totaal rechtsvorm;Na surseance van betaling;2004;251.0;43.5;318.7;32.0;52.0;234.9
57;Totaal rechtsvorm;Na surseance van betaling;2006;320.0;67.6;492.8;48.0;78.1;366.4
58;Totaal rechtsvorm;Na surseance van betaling;2008;239.0;131.3;816.1;42.0;70.5;703.2
59;Totaal rechtsvorm;Na surseance van betaling;2010;271.0;70.4;373.3;36.0;70.9;266.7
60;Totaal rechtsvorm;Na schuldsanering;1992;;;;;;
61;Totaal rechtsvorm;Na schuldsanering;1994;;;;;;
62;Totaal rechtsvorm;Na schuldsanering;1996;;;;;;
63;Totaal rechtsvorm;Na schuldsanering;1998;;;;;;
64;Totaal rechtsvorm;Na schuldsanering;2000;;;;;;
65;Totaal rechtsvorm;Na schuldsanering;2002;333.0;1.4;16.6;1.0;3.2;12.0
66;Totaal rechtsvorm;Na schuldsanering;2004;1304.0;3.9;57.5;4.0;9.8;43.9
67;Totaal rechtsvorm;Na schuldsanering;2006;2344.0;7.9;92.0;6.0;15.9;70.0
68;Totaal rechtsvorm;Na schuldsanering;2008;1528.0;9.1;76.5;5.0;13.4;57.9
69;Totaal rechtsvorm;Na schuldsanering;2010;816.0;9.0;53.4;4.0;9.3;40.4
70;Totaal rechtsvorm;Onbekend;1992;1748.0;30.3;467.3;22.0;113.7;331.5
71;Totaal rechtsvorm;Onbekend;1994;2340.0;38.5;555.7;24.0;126.8;404.8
72;Totaal rechtsvorm;Onbekend;1996;2375.0;35.9;475.6;27.0;131.1;317.9
73;Totaal rechtsvorm;Onbekend;1998;2358.0;34.7;545.3;32.0;135.0;378.7
74;Totaal rechtsvorm;Onbekend;2000;1857.0;45.0;539.2;34.0;110.3;394.7
75;Totaal rechtsvorm;Onbekend;2002;1862.0;36.4;514.6;29.0;142.7;343.0
76;Totaal rechtsvorm;Onbekend;2004;1831.0;38.2;577.8;34.0;131.9;412.2
77;Totaal rechtsvorm;Onbekend;2006;2408.0;415.3;1207.6;55.0;267.1;885.5
78;Totaal rechtsvorm;Onbekend;2008;2080.0;70.5;1003.3;46.0;253.6;703.4
79;Totaal rechtsvorm;Onbekend;2010;2415.0;82.6;1505.2;66.0;369.4;1069.5
80;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;1992;476.0;6.8;78.3;4.0;10.6;64.1
81;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;1994;751.0;4.0;47.2;3.0;13.5;30.7
82;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;1996;886.0;8.0;69.2;5.0;16.1;47.9
83;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;1998;943.0;8.7;109.4;6.0;30.2;73.3
84;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;2000;634.0;6.8;90.8;4.0;14.0;72.3
85;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;2002;993.0;7.3;85.9;6.0;23.8;56.5
86;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;2004;1772.0;9.3;152.0;8.0;26.0;117.9
87;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;2006;2890.0;17.5;212.6;13.0;56.8;142.9
88;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;2008;2257.0;20.3;285.6;13.0;77.8;194.9
89;Natuurlijke personen zonder eenmanszaak;Totaal herkomst;2010;1771.0;20.7;320.2;19.0;70.8;230.8
90;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;1992;154.0;0.7;8.0;0.0;0.9;6.7
91;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;1994;297.0;1.1;12.9;1.0;3.6;8.3
92;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;1996;402.0;2.5;19.5;2.0;5.0;12.5
93;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;1998;429.0;2.4;25.7;2.0;6.5;17.1
94;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;2000;199.0;1.8;10.2;1.0;2.6;6.4
95;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;2002;161.0;1.4;13.6;1.0;2.7;9.7
96;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;2004;174.0;2.2;14.2;1.0;3.7;9.2
97;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;2006;294.0;2.4;32.7;2.0;8.6;22.0
98;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;2008;278.0;4.0;57.5;2.0;15.5;39.5
99;Natuurlijke personen zonder eenmanszaak;Op eigen verzoek;2010;331.0;2.8;54.7;8.0;14.4;32.6
100;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;1992;;;;;;
101;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;1994;;;;;;
102;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;1996;;;;;;
103;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;1998;;;;;;
104;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;2000;;;;;;
105;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;2002;;;;;;
106;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;2004;;;;;;
107;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;2006;;;;;;
108;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;2008;;;;;;
109;Natuurlijke personen zonder eenmanszaak;Op verzoek personeel;2010;;;;;;
110;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;1992;;;;;;
111;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;1994;;;;;;
112;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;1996;;;;;;
113;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;1998;;;;;;
114;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;2000;;;;;;
115;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;2002;;;;;;
116;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;2004;;;;;;
117;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;2006;;;;;;
118;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;2008;;;;;;
119;Natuurlijke personen zonder eenmanszaak;Op verzoek UWV;2010;;;;;;
120;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;1992;50.0;0.2;3.4;0.0;0.3;2.9
121;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;1994;36.0;0.4;3.9;0.0;0.8;3.0
122;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;1996;43.0;0.4;2.6;0.0;0.6;1.6
123;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;1998;36.0;0.6;10.7;0.0;1.3;9.0
124;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;2000;24.0;0.4;5.3;0.0;1.1;4.0
125;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;2002;21.0;0.6;9.5;0.0;0.4;8.8
126;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;2004;24.0;0.5;5.2;0.0;0.7;4.2
127;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;2006;47.0;1.4;24.3;1.0;5.8;17.7
128;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;2008;39.0;0.3;9.8;0.0;4.0;5.5
129;Natuurlijke personen zonder eenmanszaak;Op verzoek bank;2010;49.0;1.4;33.6;1.0;7.4;25.1
130;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;1992;;;;;;
131;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;1994;;;;;;
132;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;1996;;;;;;
133;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;1998;;;;;;
134;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;2000;;;;;;
135;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;2002;;;;;;
136;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;2004;;;;;;
137;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;2006;;;;;;
138;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;2008;;;;;;
139;Natuurlijke personen zonder eenmanszaak;Na surseance van betaling;2010;;;;;;
140;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;1992;;;;;;
141;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;1994;;;;;;
142;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;1996;;;;;;
143;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;1998;;;;;;
144;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;2000;;;;;;
145;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;2002;287.0;0.7;9.4;1.0;1.7;7.1
146;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;2004;1209.0;3.4;48.4;3.0;7.4;37.7
147;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;2006;2072.0;6.8;67.7;5.0;9.2;53.2
148;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;2008;1437.0;7.5;61.5;4.0;8.9;48.2
149;Natuurlijke personen zonder eenmanszaak;Na schuldsanering;2010;803.0;8.6;50.3;4.0;8.9;37.9
150;Natuurlijke personen zonder eenmanszaak;Onbekend;1992;272.0;5.8;66.9;3.0;9.5;54.5
151;Natuurlijke personen zonder eenmanszaak;Onbekend;1994;417.0;2.5;30.4;2.0;9.1;19.4
152;Natuurlijke personen zonder eenmanszaak;Onbekend;1996;441.0;5.2;47.2;3.0;10.5;33.7
153;Natuurlijke personen zonder eenmanszaak;Onbekend;1998;478.0;5.6;73.0;3.0;22.4;47.2
154;Natuurlijke personen zonder eenmanszaak;Onbekend;2000;411.0;4.7;75.2;3.0;10.3;61.9
155;Natuurlijke personen zonder eenmanszaak;Onbekend;2002;523.0;4.6;53.4;3.0;19.1;31.0
156;Natuurlijke personen zonder eenmanszaak;Onbekend;2004;365.0;3.3;84.2;3.0;14.1;66.8
157;Natuurlijke personen zonder eenmanszaak;Onbekend;2006;476.0;6.9;87.9;5.0;33.3;49.9
158;Natuurlijke personen zonder eenmanszaak;Onbekend;2008;504.0;8.5;156.9;6.0;49.4;101.8
159;Natuurlijke personen zonder eenmanszaak;Onbekend;2010;589.0;7.9;181.6;6.0;40.1;135.2
160;Eenmanszaak;Totaal herkomst;1992;1395.0;24.5;232.8;20.0;77.3;135.6
161;Eenmanszaak;Totaal herkomst;1994;1877.0;20.9;301.9;15.0;92.5;194.0
162;Eenmanszaak;Totaal herkomst;1996;1804.0;20.4;268.1;17.0;89.2;161.5
163;Eenmanszaak;Totaal herkomst;1998;1572.0;20.8;240.7;17.0;81.3;142.3
164;Eenmanszaak;Totaal herkomst;2000;951.0;16.4;150.3;13.0;50.4;87.1
165;Eenmanszaak;Totaal herkomst;2002;768.0;14.6;187.2;11.0;46.8;129.5
166;Eenmanszaak;Totaal herkomst;2004;833.0;11.8;144.0;11.0;51.7;81.1
167;Eenmanszaak;Totaal herkomst;2006;1257.0;21.4;245.0;17.0;100.2;127.7
168;Eenmanszaak;Totaal herkomst;2008;916.0;20.3;204.5;16.0;74.4;114.3
169;Eenmanszaak;Totaal herkomst;2010;760.0;18.3;201.8;16.0;71.6;114.1
170;Eenmanszaak;Op eigen verzoek;1992;372.0;12.7;58.4;11.0;18.6;28.9
171;Eenmanszaak;Op eigen verzoek;1994;577.0;5.6;85.2;4.0;22.6;58.2
172;Eenmanszaak;Op eigen verzoek;1996;548.0;6.5;69.6;6.0;24.7;39.3
173;Eenmanszaak;Op eigen verzoek;1998;513.0;6.8;72.9;6.0;23.6;43.6
174;Eenmanszaak;Op eigen verzoek;2000;245.0;4.4;34.0;4.0;9.9;20.3
175;Eenmanszaak;Op eigen verzoek;2002;139.0;3.7;26.4;2.0;10.5;13.4
176;Eenmanszaak;Op eigen verzoek;2004;115.0;1.7;20.7;1.0;7.9;11.4
177;Eenmanszaak;Op eigen verzoek;2006;244.0;3.8;52.0;4.0;20.1;27.8
178;Eenmanszaak;Op eigen verzoek;2008;215.0;5.0;47.9;4.0;18.6;25.3
179;Eenmanszaak;Op eigen verzoek;2010;192.0;4.3;52.4;4.0;18.6;29.4
180;Eenmanszaak;Op verzoek personeel;1992;35.0;0.2;8.4;0.0;5.8;2.3
181;Eenmanszaak;Op verzoek personeel;1994;62.0;0.9;12.3;1.0;6.1;5.7
182;Eenmanszaak;Op verzoek personeel;1996;56.0;0.6;8.1;0.0;4.5;3.1
183;Eenmanszaak;Op verzoek personeel;1998;44.0;0.4;7.2;0.0;3.3;3.6
184;Eenmanszaak;Op verzoek personeel;2000;17.0;0.4;3.6;0.0;1.8;1.6
185;Eenmanszaak;Op verzoek personeel;2002;21.0;0.3;5.3;0.0;3.2;1.7
186;Eenmanszaak;Op verzoek personeel;2004;42.0;0.7;10.3;1.0;3.5;5.9
187;Eenmanszaak;Op verzoek personeel;2006;46.0;1.0;11.7;1.0;5.2;5.5
188;Eenmanszaak;Op verzoek personeel;2008;34.0;1.3;11.6;1.0;4.6;5.9
189;Eenmanszaak;Op verzoek personeel;2010;28.0;1.0;9.6;1.0;3.3;5.5
190;Eenmanszaak;Op verzoek UWV;1992;97.0;1.0;22.6;1.0;15.9;6.1
191;Eenmanszaak;Op verzoek UWV;1994;91.0;0.6;19.8;0.0;15.4;4.0
192;Eenmanszaak;Op verzoek UWV;1996;102.0;1.0;25.7;1.0;17.5;7.3
193;Eenmanszaak;Op verzoek UWV;1998;95.0;1.6;25.1;1.0;15.2;8.8
194;Eenmanszaak;Op verzoek UWV;2000;36.0;0.9;6.8;1.0;2.9;3.1
195;Eenmanszaak;Op verzoek UWV;2002;50.0;0.7;6.9;1.0;3.6;2.7
196;Eenmanszaak;Op verzoek UWV;2004;82.0;0.9;19.1;1.0;12.3;6.0
197;Eenmanszaak;Op verzoek UWV;2006;129.0;4.0;42.2;3.0;22.7;16.6
198;Eenmanszaak;Op verzoek UWV;2008;97.0;2.7;23.7;2.0;11.9;9.9
199;Eenmanszaak;Op verzoek UWV;2010;36.0;1.6;17.5;1.0;11.7;4.4
200;Eenmanszaak;Op verzoek bank;1992;41.0;0.9;8.4;0.0;1.2;6.8
201;Eenmanszaak;Op verzoek bank;1994;65.0;0.6;13.4;0.0;2.5;10.5
202;Eenmanszaak;Op verzoek bank;1996;70.0;0.5;15.0;0.0;3.5;11.0
203;Eenmanszaak;Op verzoek bank;1998;32.0;0.1;4.1;0.0;0.8;3.2
204;Eenmanszaak;Op verzoek bank;2000;19.0;0.1;2.3;0.0;0.3;1.8
205;Eenmanszaak;Op verzoek bank;2002;22.0;0.5;4.3;0.0;1.0;3.0
206;Eenmanszaak;Op verzoek bank;2004;26.0;0.2;4.3;0.0;1.4;2.7
207;Eenmanszaak;Op verzoek bank;2006;24.0;0.7;4.3;0.0;0.9;2.9
208;Eenmanszaak;Op verzoek bank;2008;25.0;0.5;5.2;0.0;2.0;2.8
209;Eenmanszaak;Op verzoek bank;2010;10.0;0.1;3.2;0.0;0.6;2.4
210;Eenmanszaak;Na surseance van betaling;1992;;;;;;
211;Eenmanszaak;Na surseance van betaling;1994;;;;;;
212;Eenmanszaak;Na surseance van betaling;1996;;;;;;
213;Eenmanszaak;Na surseance van betaling;1998;;;;;;
214;Eenmanszaak;Na surseance van betaling;2000;;;;;;
215;Eenmanszaak;Na surseance van betaling;2002;;;;;;
216;Eenmanszaak;Na surseance van betaling;2004;;;;;;
217;Eenmanszaak;Na surseance van betaling;2006;;;;;;
218;Eenmanszaak;Na surseance van betaling;2008;;;;;;
219;Eenmanszaak;Na surseance van betaling;2010;;;;;;
220;Eenmanszaak;Na schuldsanering;1992;;;;;;
221;Eenmanszaak;Na schuldsanering;1994;;;;;;
222;Eenmanszaak;Na schuldsanering;1996;;;;;;
223;Eenmanszaak;Na schuldsanering;1998;;;;;;
224;Eenmanszaak;Na schuldsanering;2000;;;;;;
225;Eenmanszaak;Na schuldsanering;2002;46.0;0.6;7.1;0.0;1.6;5.0
226;Eenmanszaak;Na schuldsanering;2004;95.0;0.6;9.1;0.0;2.4;6.2
227;Eenmanszaak;Na schuldsanering;2006;271.0;1.2;24.3;1.0;6.7;16.8
228;Eenmanszaak;Na schuldsanering;2008;91.0;1.6;15.0;1.0;4.5;9.7
229;Eenmanszaak;Na schuldsanering;2010;13.0;0.5;3.1;0.0;0.4;2.5
230;Eenmanszaak;Onbekend;1992;851.0;9.7;135.0;8.0;35.9;91.5
231;Eenmanszaak;Onbekend;1994;1081.0;13.2;171.1;10.0;45.9;115.6
232;Eenmanszaak;Onbekend;1996;1028.0;11.8;149.7;10.0;39.0;100.9
233;Eenmanszaak;Onbekend;1998;889.0;11.9;131.3;10.0;38.5;83.1
234;Eenmanszaak;Onbekend;2000;634.0;10.6;103.7;8.0;35.5;60.3
235;Eenmanszaak;Onbekend;2002;490.0;8.8;137.1;6.0;27.0;103.6
236;Eenmanszaak;Onbekend;2004;474.0;7.9;80.4;7.0;24.3;48.9
237;Eenmanszaak;Onbekend;2006;542.0;10.7;110.6;8.0;44.6;58.2
238;Eenmanszaak;Onbekend;2008;455.0;9.2;101.0;7.0;32.8;60.8
239;Eenmanszaak;Onbekend;2010;481.0;10.8;116.0;9.0;37.0;69.9
240;Vennootschappen e.d.;Totaal herkomst;1992;1576.0;90.6;947.3;61.0;218.8;667.2
241;Vennootschappen e.d.;Totaal herkomst;1994;2403.0;104.8;1129.0;65.0;273.3;790.3
242;Vennootschappen e.d.;Totaal herkomst;1996;2576.0;109.9;1100.3;85.0;333.1;682.3
243;Vennootschappen e.d.;Totaal herkomst;1998;2584.0;160.4;1296.9;94.0;252.1;950.6
244;Vennootschappen e.d.;Totaal herkomst;2000;2173.0;133.2;1097.0;101.0;222.2;774.2
245;Vennootschappen e.d.;Totaal herkomst;2002;2188.0;98.9;974.5;77.0;247.4;650.0
246;Vennootschappen e.d.;Totaal herkomst;2004;3334.0;190.8;1802.7;136.0;418.1;1248.7
247;Vennootschappen e.d.;Totaal herkomst;2006;4972.0;642.5;3331.3;249.0;761.1;2321.6
248;Vennootschappen e.d.;Totaal herkomst;2008;4023.0;353.6;3530.0;214.0;759.1;2556.4
249;Vennootschappen e.d.;Totaal herkomst;2010;5108.0;410.1;4100.1;280.0;925.5;2894.7
250;Vennootschappen e.d.;Op eigen verzoek;1992;575.0;32.7;310.4;23.0;79.1;208.6
251;Vennootschappen e.d.;Op eigen verzoek;1994;1056.0;41.5;483.4;31.0;121.6;330.3
252;Vennootschappen e.d.;Op eigen verzoek;1996;1169.0;43.4;459.3;37.0;150.4;272.1
253;Vennootschappen e.d.;Op eigen verzoek;1998;1179.0;60.9;561.2;43.0;115.8;402.1
254;Vennootschappen e.d.;Op eigen verzoek;2000;938.0;51.4;443.7;40.0;85.6;317.7
255;Vennootschappen e.d.;Op eigen verzoek;2002;956.0;48.3;446.5;39.0;97.9;309.7
256;Vennootschappen e.d.;Op eigen verzoek;2004;1720.0;105.7;881.9;69.0;189.3;623.2
257;Vennootschappen e.d.;Op eigen verzoek;2006;2660.0;157.3;1486.9;140.0;365.3;981.9
258;Vennootschappen e.d.;Op eigen verzoek;2008;2191.0;154.2;1644.7;120.0;359.5;1165.0
259;Vennootschappen e.d.;Op eigen verzoek;2010;3042.0;256.7;2206.0;176.0;439.0;1590.6
260;Vennootschappen e.d.;Op verzoek personeel;1992;70.0;1.0;21.9;1.0;11.7;9.3
261;Vennootschappen e.d.;Op verzoek personeel;1994;103.0;2.1;38.0;2.0;14.9;21.0
262;Vennootschappen e.d.;Op verzoek personeel;1996;112.0;1.6;30.9;2.0;18.0;10.9
263;Vennootschappen e.d.;Op verzoek personeel;1998;92.0;2.0;29.3;2.0;9.0;17.9
264;Vennootschappen e.d.;Op verzoek personeel;2000;90.0;1.8;28.9;2.0;13.5;13.6
265;Vennootschappen e.d.;Op verzoek personeel;2002;101.0;2.0;31.9;2.0;16.0;13.4
266;Vennootschappen e.d.;Op verzoek personeel;2004;198.0;7.8;77.6;7.0;27.5;42.6
267;Vennootschappen e.d.;Op verzoek personeel;2006;266.0;5.2;132.4;7.0;58.2;66.9
268;Vennootschappen e.d.;Op verzoek personeel;2008;158.0;4.9;87.8;6.0;27.2;54.8
269;Vennootschappen e.d.;Op verzoek personeel;2010;255.0;7.5;145.2;8.0;50.5;86.7
270;Vennootschappen e.d.;Op verzoek UWV;1992;92.0;2.0;24.9;2.0;16.9;6.1
271;Vennootschappen e.d.;Op verzoek UWV;1994;82.0;0.7;36.8;0.0;19.2;17.1
272;Vennootschappen e.d.;Op verzoek UWV;1996;103.0;1.9;37.3;2.0;28.3;7.4
273;Vennootschappen e.d.;Op verzoek UWV;1998;90.0;2.0;25.6;2.0;14.2;9.5
274;Vennootschappen e.d.;Op verzoek UWV;2000;74.0;2.8;23.6;2.0;12.1;9.6
275;Vennootschappen e.d.;Op verzoek UWV;2002;83.0;1.2;16.0;1.0;7.9;6.8
276;Vennootschappen e.d.;Op verzoek UWV;2004;107.0;1.3;59.4;1.0;45.7;12.2
277;Vennootschappen e.d.;Op verzoek UWV;2006;261.0;8.3;112.0;6.0;61.6;44.0
278;Vennootschappen e.d.;Op verzoek UWV;2008;254.0;8.1;176.9;11.0;123.6;42.2
279;Vennootschappen e.d.;Op verzoek UWV;2010;153.0;7.0;116.5;6.0;67.1;43.0
280;Vennootschappen e.d.;Op verzoek bank;1992;29.0;0.8;16.0;0.0;2.3;13.2
281;Vennootschappen e.d.;Op verzoek bank;1994;46.0;2.4;20.6;1.0;2.6;17.1
282;Vennootschappen e.d.;Op verzoek bank;1996;51.0;1.3;45.6;1.0;3.6;41.0
283;Vennootschappen e.d.;Op verzoek bank;1998;42.0;1.5;34.9;1.0;3.5;30.3
