ID;Herkomstgroepering;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
39;Totaal herkomstgroeperingen;2049;144186;75748;68438;127895;71568;56327;16291;4180;12111
40;Totaal herkomstgroeperingen;2050;144234;75782;68452;128015;71645;56370;16220;4137;12082
41;Totaal herkomstgroeperingen;2051;144276;75813;68463;128141;71718;56423;16135;4095;12040
42;Totaal herkomstgroeperingen;2052;144310;75824;68486;128258;71790;56469;16052;4035;12017
43;Totaal herkomstgroeperingen;2053;144319;75821;68498;128363;71853;56509;15956;3968;11989
44;Totaal herkomstgroeperingen;2054;144361;75846;68515;128481;71929;56551;15881;3917;11964
45;Totaal herkomstgroeperingen;2055;144368;75852;68516;128572;71987;56585;15796;3865;11932
46;Totaal herkomstgroeperingen;2056;144409;75873;68536;128659;72042;56617;15750;3831;11919
47;Totaal herkomstgroeperingen;2057;144424;75873;68551;128748;72100;56648;15676;3773;11904
48;Totaal herkomstgroeperingen;2058;144433;75882;68551;128807;72134;56673;15626;3749;11878
49;Totaal herkomstgroeperingen;2059;144439;75889;68550;128864;72172;56693;15575;3717;11857
50;Autochtoon / tweedegeneratieallochtoon;2010;29453;15853;13600;42549;23341;19209;-13096;-7488;-5609
51;Autochtoon / tweedegeneratieallochtoon;2011;33021;17796;15225;42582;23366;19216;-9561;-5570;-3991
52;Autochtoon / tweedegeneratieallochtoon;2012;33037;17736;15301;43004;23718;19286;-9967;-5982;-3985
53;Autochtoon / tweedegeneratieallochtoon;2013;29055;15421;13634;43929;24508;19422;-14874;-9087;-5788
54;Autochtoon / tweedegeneratieallochtoon;2014;25928;13632;12296;45122;25496;19626;-19194;-11864;-7330
55;Autochtoon / tweedegeneratieallochtoon;2015;25040;13172;11868;46082;26299;19782;-21042;-13127;-7914
56;Autochtoon / tweedegeneratieallochtoon;2016;24704;13044;11660;46530;26661;19869;-21826;-13617;-8209
57;Autochtoon / tweedegeneratieallochtoon;2017;24747;13165;11582;46595;26695;19900;-21848;-13530;-8318
58;Autochtoon / tweedegeneratieallochtoon;2018;25035;13431;11604;46680;26739;19941;-21645;-13308;-8337
59;Autochtoon / tweedegeneratieallochtoon;2019;25501;13804;11697;46771;26793;19979;-21270;-12989;-8282
60;Autochtoon / tweedegeneratieallochtoon;2020;25974;14179;11795;46875;26856;20019;-20901;-12677;-8224
61;Autochtoon / tweedegeneratieallochtoon;2021;26375;14492;11883;46952;26902;20051;-20577;-12410;-8168
62;Autochtoon / tweedegeneratieallochtoon;2022;26552;14659;11893;47021;26947;20074;-20469;-12288;-8181
63;Autochtoon / tweedegeneratieallochtoon;2023;26611;14712;11899;47072;26983;20089;-20461;-12271;-8190
64;Autochtoon / tweedegeneratieallochtoon;2024;26641;14764;11877;47101;27013;20088;-20460;-12249;-8211
65;Autochtoon / tweedegeneratieallochtoon;2025;26660;14808;11852;47111;27033;20079;-20451;-12225;-8227
66;Autochtoon / tweedegeneratieallochtoon;2026;26657;14828;11829;47115;27049;20066;-20458;-12221;-8237
67;Autochtoon / tweedegeneratieallochtoon;2027;26652;14833;11819;47097;27057;20040;-20445;-12224;-8221
68;Autochtoon / tweedegeneratieallochtoon;2028;26643;14844;11799;47067;27060;20008;-20424;-12216;-8209
69;Autochtoon / tweedegeneratieallochtoon;2029;26663;14862;11801;47031;27057;19974;-20368;-12195;-8173
70;Autochtoon / tweedegeneratieallochtoon;2030;26657;14853;11804;46991;27055;19936;-20334;-12202;-8132
71;Autochtoon / tweedegeneratieallochtoon;2031;26647;14850;11797;46928;27031;19897;-20281;-12181;-8100
72;Autochtoon / tweedegeneratieallochtoon;2032;26639;14845;11794;46883;27015;19868;-20244;-12170;-8074
73;Autochtoon / tweedegeneratieallochtoon;2033;26627;14829;11798;46823;26993;19831;-20196;-12164;-8033
74;Autochtoon / tweedegeneratieallochtoon;2034;26604;14815;11789;46780;26979;19802;-20176;-12164;-8013
75;Autochtoon / tweedegeneratieallochtoon;2035;26619;14811;11808;46727;26956;19771;-20108;-12145;-7963
76;Autochtoon / tweedegeneratieallochtoon;2036;26613;14807;11806;46691;26939;19752;-20078;-12132;-7946
77;Autochtoon / tweedegeneratieallochtoon;2037;26615;14800;11815;46645;26918;19727;-20030;-12118;-7912
78;Autochtoon / tweedegeneratieallochtoon;2038;26607;14779;11828;46613;26899;19714;-20006;-12120;-7886
79;Autochtoon / tweedegeneratieallochtoon;2039;26626;14789;11837;46597;26887;19709;-19971;-12098;-7872
80;Autochtoon / tweedegeneratieallochtoon;2040;26650;14813;11837;46589;26886;19704;-19939;-12073;-7867
81;Autochtoon / tweedegeneratieallochtoon;2041;26661;14822;11839;46601;26890;19711;-19940;-12068;-7872
82;Autochtoon / tweedegeneratieallochtoon;2042;26689;14841;11848;46629;26902;19727;-19940;-12061;-7879
83;Autochtoon / tweedegeneratieallochtoon;2043;26708;14853;11855;46673;26929;19744;-19965;-12076;-7889
84;Autochtoon / tweedegeneratieallochtoon;2044;26743;14870;11873;46726;26957;19770;-19983;-12087;-7897
85;Autochtoon / tweedegeneratieallochtoon;2045;26766;14890;11876;46797;26996;19801;-20031;-12106;-7925
86;Autochtoon / tweedegeneratieallochtoon;2046;26792;14902;11890;46862;27036;19827;-20070;-12134;-7937
87;Autochtoon / tweedegeneratieallochtoon;2047;26826;14922;11904;46947;27085;19862;-20121;-12163;-7958
88;Autochtoon / tweedegeneratieallochtoon;2048;26868;14945;11923;47024;27126;19898;-20156;-12181;-7975
89;Autochtoon / tweedegeneratieallochtoon;2049;26899;14961;11938;47114;27176;19939;-20215;-12215;-8001
90;Autochtoon / tweedegeneratieallochtoon;2050;26947;14995;11952;47203;27231;19972;-20256;-12236;-8020
91;Autochtoon / tweedegeneratieallochtoon;2051;26989;15026;11963;47300;27285;20015;-20311;-12259;-8052
92;Autochtoon / tweedegeneratieallochtoon;2052;27023;15037;11986;47390;27339;20052;-20367;-12302;-8066
93;Autochtoon / tweedegeneratieallochtoon;2053;27032;15034;11998;47470;27386;20084;-20438;-12352;-8086
94;Autochtoon / tweedegeneratieallochtoon;2054;27074;15059;12015;47566;27447;20118;-20492;-12388;-8103
95;Autochtoon / tweedegeneratieallochtoon;2055;27081;15065;12016;47636;27492;20145;-20555;-12427;-8129
96;Autochtoon / tweedegeneratieallochtoon;2056;27122;15086;12036;47705;27534;20171;-20583;-12448;-8135
97;Autochtoon / tweedegeneratieallochtoon;2057;27137;15086;12051;47777;27582;20195;-20640;-12496;-8144
98;Autochtoon / tweedegeneratieallochtoon;2058;27146;15095;12051;47822;27606;20216;-20676;-12511;-8165
99;Autochtoon / tweedegeneratieallochtoon;2059;27152;15102;12050;47867;27637;20230;-20715;-12535;-8180
100;Totaal niet-westers;2010;48926;25765;23161;32008;18192;13816;16921;7574;9345
101;Totaal niet-westers;2011;48340;25294;23046;32266;18259;14008;16075;7037;9039
102;Totaal niet-westers;2012;48043;24943;23100;32388;18226;14161;15657;6718;8941
103;Totaal niet-westers;2013;48814;25275;23539;32319;18078;14241;16496;7199;9299
104;Totaal niet-westers;2014;49492;25614;23878;32586;18155;14429;16907;7459;9449
105;Totaal niet-westers;2015;49982;25914;24068;32894;18261;14633;17088;7653;9435
106;Totaal niet-westers;2016;50508;26234;24274;33311;18448;14864;17197;7787;9411
107;Totaal niet-westers;2017;51026;26559;24467;33648;18613;15034;17378;7947;9435
108;Totaal niet-westers;2018;51532;26861;24671;33968;18771;15199;17564;8090;9473
109;Totaal niet-westers;2019;51960;27133;24827;34281;18926;15354;17680;8207;9475
110;Totaal niet-westers;2020;52337;27370;24967;34561;19068;15492;17776;8302;9476
111;Totaal niet-westers;2021;52659;27564;25095;34663;19130;15534;17998;8435;9561
112;Totaal niet-westers;2022;52974;27751;25223;34744;19180;15563;18232;8572;9661
113;Totaal niet-westers;2023;53287;27944;25343;34820;19235;15587;18467;8709;9757
114;Totaal niet-westers;2024;53588;28125;25463;34887;19285;15604;18702;8840;9860
115;Totaal niet-westers;2025;53878;28308;25570;34971;19346;15625;18908;8962;9945
116;Totaal niet-westers;2026;54181;28486;25695;35057;19414;15643;19125;9072;10052
117;Totaal niet-westers;2027;54451;28656;25795;35122;19469;15654;19330;9188;10143
118;Totaal niet-westers;2028;54721;28818;25903;35183;19522;15660;19539;9296;10243
119;Totaal niet-westers;2029;54971;28976;25995;35234;19570;15666;19738;9407;10331
120;Totaal niet-westers;2030;55222;29128;26094;35293;19621;15673;19929;9507;10422
121;Totaal niet-westers;2031;55446;29267;26179;35347;19666;15680;20099;9601;10500
122;Totaal niet-westers;2032;55661;29400;26261;35402;19712;15691;20259;9690;10571
123;Totaal niet-westers;2033;55882;29529;26353;35472;19765;15708;20410;9765;10646
124;Totaal niet-westers;2034;56070;29649;26421;35564;19831;15731;20508;9818;10690
125;Totaal niet-westers;2035;56249;29759;26490;35668;19908;15761;20582;9851;10731
126;Totaal niet-westers;2036;56402;29849;26553;35778;19985;15793;20624;9864;10760
127;Totaal niet-westers;2037;56548;29941;26607;35887;20060;15826;20663;9881;10783
128;Totaal niet-westers;2038;56682;30024;26658;35992;20132;15859;20690;9892;10799
129;Totaal niet-westers;2039;56796;30092;26704;36080;20190;15890;20717;9903;10814
130;Totaal niet-westers;2040;56893;30152;26741;36165;20247;15919;20729;9906;10823
131;Totaal niet-westers;2041;56961;30193;26768;36249;20302;15947;20712;9891;10821
132;Totaal niet-westers;2042;57011;30221;26790;36336;20358;15976;20676;9863;10814
133;Totaal niet-westers;2043;57051;30247;26804;36420;20414;16006;20632;9835;10798
134;Totaal niet-westers;2044;57050;30245;26805;36496;20464;16032;20555;9782;10773
135;Totaal niet-westers;2045;57050;30245;26805;36562;20505;16056;20488;9740;10749
136;Totaal niet-westers;2046;57050;30245;26805;36620;20543;16078;20431;9702;10728
137;Totaal niet-westers;2047;57050;30245;26805;36673;20577;16096;20378;9668;10709
138;Totaal niet-westers;2048;57050;30245;26805;36719;20607;16113;20332;9639;10692
139;Totaal niet-westers;2049;57050;30245;26805;36762;20635;16128;20291;9612;10679
140;Totaal niet-westers;2050;57050;30245;26805;36798;20658;16140;20253;9587;10667
141;Totaal niet-westers;2051;57050;30245;26805;36832;20680;16153;20219;9565;10653
142;Totaal niet-westers;2052;57050;30245;26805;36863;20699;16163;20188;9546;10643
143;Totaal niet-westers;2053;57050;30245;26805;36889;20718;16172;20161;9528;10634
144;Totaal niet-westers;2054;57050;30245;26805;36916;20734;16181;20136;9511;10624
145;Totaal niet-westers;2055;57050;30245;26805;36937;20750;16190;20113;9496;10615
146;Totaal niet-westers;2056;57050;30245;26805;36958;20760;16198;20094;9485;10610
147;Totaal niet-westers;2057;57050;30245;26805;36973;20770;16203;20077;9475;10603
148;Totaal niet-westers;2058;57050;30245;26805;36988;20780;16209;20063;9467;10597
149;Totaal niet-westers;2059;57050;30245;26805;36999;20788;16214;20051;9458;10592
150;Afrika;2010;10459;6058;4401;6702;4200;2502;3758;1858;1899
151;Afrika;2011;9227;5229;3998;6881;4297;2585;2346;933;1414
152;Afrika;2012;7991;4395;3596;6947;4317;2630;1044;78;967
153;Afrika;2013;7991;4395;3596;6923;4270;2653;1068;125;944
154;Afrika;2014;7991;4395;3596;6885;4215;2670;1106;180;926
155;Afrika;2015;7991;4395;3596;6842;4159;2683;1149;236;913
156;Afrika;2016;7991;4395;3596;6797;4105;2691;1194;290;905
157;Afrika;2017;7991;4395;3596;6743;4048;2695;1248;347;902
158;Afrika;2018;7991;4395;3596;6673;3983;2690;1318;412;906
159;Afrika;2019;7991;4395;3596;6588;3911;2677;1403;484;919
160;Afrika;2020;7991;4395;3596;6487;3829;2657;1504;566;939
161;Afrika;2021;7991;4395;3596;6371;3751;2620;1620;644;976
162;Afrika;2022;7991;4395;3596;6263;3677;2586;1728;718;1010
163;Afrika;2023;7991;4395;3596;6163;3610;2554;1828;785;1042
164;Afrika;2024;7991;4395;3596;6069;3546;2524;1922;849;1073
165;Afrika;2025;7991;4395;3596;5987;3490;2497;2004;905;1099
166;Afrika;2026;7991;4395;3596;5913;3441;2472;2078;954;1124
167;Afrika;2027;7991;4395;3596;5841;3394;2448;2150;1001;1149
168;Afrika;2028;7991;4395;3596;5775;3351;2424;2216;1044;1172
169;Afrika;2029;7991;4395;3596;5714;3311;2403;2277;1084;1194
170;Afrika;2030;7991;4395;3596;5659;3276;2383;2332;1119;1213
171;Afrika;2031;7991;4395;3596;5608;3242;2365;2383;1153;1231
172;Afrika;2032;7991;4395;3596;5560;3210;2349;2431;1185;1247
173;Afrika;2033;7991;4395;3596;5517;3182;2335;2474;1213;1261
174;Afrika;2034;7991;4395;3596;5489;3164;2325;2502;1231;1271
175;Afrika;2035;7991;4395;3596;5468;3152;2317;2523;1243;1280
176;Afrika;2036;7991;4395;3596;5451;3142;2309;2540;1253;1287
177;Afrika;2037;7991;4395;3596;5437;3134;2303;2555;1261;1293
178;Afrika;2038;7991;4395;3596;5425;3127;2298;2566;1268;1298
179;Afrika;2039;7991;4395;3596;5412;3119;2294;2579;1276;1302
180;Afrika;2040;7991;4395;3596;5397;3109;2289;2594;1286;1308
181;Afrika;2041;7991;4395;3596;5389;3103;2286;2602;1292;1310
182;Afrika;2042;7991;4395;3596;5384;3100;2284;2607;1295;1312
183;Afrika;2043;7991;4395;3596;5383;3099;2284;2608;1296;1312
184;Afrika;2044;7991;4395;3596;5382;3099;2283;2609;1296;1313
185;Afrika;2045;7991;4395;3596;5381;3098;2283;2610;1297;1313
186;Afrika;2046;7991;4395;3596;5381;3098;2283;2610;1297;1313
187;Afrika;2047;7991;4395;3596;5381;3098;2283;2610;1297;1313
188;Afrika;2048;7991;4395;3596;5381;3098;2283;2610;1297;1313
189;Afrika;2049;7991;4395;3596;5381;3098;2283;2610;1297;1314
190;Afrika;2050;7991;4395;3596;5381;3098;2283;2610;1297;1314
191;Afrika;2051;7991;4395;3596;5381;3098;2283;2610;1297;1313
192;Afrika;2052;7991;4395;3596;5381;3098;2283;2610;1297;1313
193;Afrika;2053;7991;4395;3596;5381;3098;2283;2610;1297;1314
194;Afrika;2054;7991;4395;3596;5381;3098;2283;2610;1297;1313
195;Afrika;2055;7991;4395;3596;5381;3099;2283;2610;1296;1313
196;Afrika;2056;7991;4395;3596;5381;3099;2283;2610;1296;1313
197;Afrika;2057;7991;4395;3596;5381;3099;2283;2610;1296;1313
198;Afrika;2058;7991;4395;3596;5382;3099;2283;2610;1296;1313
199;Afrika;2059;7991;4395;3596;5382;3099;2283;2609;1296;1313
200;Azië;2010;20111;10712;9399;13224;7356;5868;6887;3356;3531
201;Azië;2011;20317;10814;9503;13498;7539;5959;6819;3276;3544
202;Azië;2012;20573;10949;9624;13756;7700;6055;6817;3249;3569
203;Azië;2013;20924;11154;9770;14036;7870;6166;6888;3284;3604
204;Azië;2014;21349;11403;9946;14356;8057;6299;6993;3346;3647
205;Azië;2015;21832;11698;10134;14731;8274;6457;7101;3424;3677
206;Azië;2016;22332;12000;10332;15139;8511;6628;7193;3489;3704
207;Azië;2017;22824;12306;10518;15566;8759;6806;7258;3547;3712
208;Azië;2018;23301;12591;10710;15996;9009;6988;7305;3582;3722
209;Azië;2019;23707;12845;10862;16427;9259;7168;7280;3586;3694
210;Azië;2020;24047;13054;10993;16843;9503;7340;7204;3551;3653
211;Azië;2021;24336;13225;11111;17094;9663;7431;7242;3562;3680
212;Azië;2022;24614;13389;11225;17307;9802;7504;7308;3587;3721
213;Azië;2023;24892;13555;11337;17494;9928;7566;7398;3627;3771
214;Azië;2024;25152;13707;11445;17657;10040;7618;7495;3667;3827
215;Azië;2025;25402;13861;11541;17809;10145;7664;7593;3716;3877
216;Azië;2026;25655;14007;11648;17948;10245;7703;7707;3762;3945
217;Azië;2027;25887;14148;11739;18066;10331;7735;7821;3817;4005
218;Azië;2028;26113;14282;11831;18170;10410;7760;7943;3872;4071
219;Azië;2029;26320;14405;11915;18260;10480;7781;8060;3925;4134
220;Azië;2030;26531;14531;12000;18348;10549;7799;8183;3982;4201
221;Azië;2031;26713;14639;12074;18427;10611;7817;8286;4028;4258
222;Azië;2032;26890;14744;12146;18502;10669;7833;8388;4075;4313
223;Azië;2033;27068;14846;12222;18583;10730;7853;8485;4116;4370
224;Azië;2034;27219;14940;12279;18669;10793;7875;8551;4147;4404
225;Azië;2035;27363;15024;12339;18759;10858;7901;8605;4166;4438
226;Azië;2036;27488;15096;12392;18848;10920;7928;8640;4176;4464
227;Azië;2037;27605;15168;12437;18936;10979;7957;8669;4189;4481
228;Azië;2038;27706;15227;12479;19021;11035;7986;8685;4192;4493
229;Azië;2039;27794;15278;12516;19096;11083;8012;8698;4195;4504
230;Azië;2040;27870;15323;12547;19170;11131;8039;8700;4192;4508
231;Azië;2041;27924;15355;12569;19241;11177;8064;8683;4178;4505
232;Azië;2042;27966;15378;12588;19312;11222;8090;8654;4156;4498
233;Azië;2043;27993;15395;12598;19378;11264;8114;8615;4131;4484
234;Azië;2044;27992;15394;12598;19438;11302;8136;8554;4093;4462
235;Azië;2045;27992;15394;12598;19489;11334;8155;8503;4060;4443
236;Azië;2046;27992;15394;12598;19534;11362;8172;8458;4032;4427
237;Azië;2047;27992;15394;12598;19573;11387;8186;8419;4007;4412
238;Azië;2048;27992;15394;12598;19608;11409;8199;8384;3985;4399
239;Azië;2049;27992;15394;12598;19639;11429;8210;8353;3966;4388
240;Azië;2050;27992;15394;12598;19667;11446;8221;8326;3948;4378
241;Azië;2051;27992;15394;12598;19691;11462;8230;8301;3932;4369
242;Azië;2052;27992;15394;12598;19713;11476;8238;8279;3918;4361
243;Azië;2053;27992;15394;12598;19732;11488;8244;8260;3906;4354
244;Azië;2054;27992;15394;12598;19750;11499;8251;8242;3895;4347
245;Azië;2055;27992;15394;12598;19765;11509;8256;8227;3885;4342
246;Azië;2056;27992;15394;12598;19778;11517;8261;8215;3877;4338
247;Azië;2057;27992;15394;12598;19789;11524;8264;8203;3870;4334
248;Azië;2058;27992;15394;12598;19798;11531;8268;8194;3864;4330
249;Azië;2059;27992;15394;12598;19806;11536;8270;8186;3858;4328
250;Latijns-Amerika;2010;5622;2293;3329;3006;1348;1659;2616;946;1670
251;Latijns-Amerika;2011;5617;2290;3327;3208;1436;1771;2410;854;1556
252;Latijns-Amerika;2012;5622;2292;3330;3393;1516;1877;2230;777;1453
253;Latijns-Amerika;2013;5634;2301;3333;3559;1585;1974;2075;716;1359
254;Latijns-Amerika;2014;5649;2311;3338;3712;1645;2066;1937;666;1272
255;Latijns-Amerika;2015;5656;2316;3340;3858;1702;2156;1798;614;1184
256;Latijns-Amerika;2016;5682;2334;3348;4001;1756;2245;1681;578;1103
257;Latijns-Amerika;2017;5708;2353;3355;4056;1783;2273;1652;570;1082
258;Latijns-Amerika;2018;5737;2370;3367;4107;1809;2298;1630;561;1069
259;Latijns-Amerika;2019;5759;2388;3371;4157;1835;2322;1602;553;1049
260;Latijns-Amerika;2020;5796;2416;3380;4204;1860;2343;1592;556;1037
261;Latijns-Amerika;2021;5829;2439;3390;4249;1886;2364;1580;553;1026
262;Latijns-Amerika;2022;5866;2462;3404;4295;1912;2384;1571;551;1021
263;Latijns-Amerika;2023;5901;2489;3412;4339;1937;2402;1562;552;1010
264;Latijns-Amerika;2024;5942;2518;3424;4381;1962;2419;1561;556;1005
265;Latijns-Amerika;2025;5982;2547;3435;4423;1988;2435;1559;559;1000
266;Latijns-Amerika;2026;6032;2579;3453;4467;2015;2452;1565;564;1001
267;Latijns-Amerika;2027;6070;2608;3462;4509;2041;2468;1561;567;994
268;Latijns-Amerika;2028;6114;2636;3478;4548;2067;2482;1566;569;996
269;Latijns-Amerika;2029;6157;2671;3486;4587;2092;2495;1571;580;991
270;Latijns-Amerika;2030;6197;2697;3500;4624;2116;2508;1573;581;992
271;Latijns-Amerika;2031;6239;2728;3511;4660;2141;2519;1579;587;992
272;Latijns-Amerika;2032;6277;2756;3521;4695;2165;2530;1582;591;991
273;Latijns-Amerika;2033;6320;2783;3537;4729;2189;2540;1591;594;997
274;Latijns-Amerika;2034;6357;2809;3548;4763;2212;2550;1595;597;998
275;Latijns-Amerika;2035;6392;2835;3557;4795;2235;2560;1597;600;997
276;Latijns-Amerika;2036;6420;2853;3567;4826;2257;2569;1594;596;998
277;Latijns-Amerika;2037;6449;2873;3576;4855;2278;2577;1594;595;999
278;Latijns-Amerika;2038;6482;2897;3585;4884;2299;2585;1598;598;1000
279;Latijns-Amerika;2039;6508;2914;3594;4911;2318;2592;1598;596;1002
280;Latijns-Amerika;2040;6529;2929;3600;4936;2337;2599;1593;592;1001
281;Latijns-Amerika;2041;6543;2938;3605;4960;2354;2606;1583;584;999
282;Latijns-Amerika;2042;6551;2943;3608;4982;2370;2612;1569;573;996
283;Latijns-Amerika;2043;6564;2952;3612;5002;2384;2617;1562;568;995
284;Latijns-Amerika;2044;6564;2951;3613;5020;2398;2623;1544;553;990
285;Latijns-Amerika;2045;6564;2951;3613;5037;2409;2628;1527;542;985
286;Latijns-Amerika;2046;6564;2951;3613;5051;2419;2632;1513;532;981
287;Latijns-Amerika;2047;6564;2951;3613;5065;2429;2636;1499;522;977
288;Latijns-Amerika;2048;6564;2951;3613;5077;2437;2640;1487;514;973
289;Latijns-Amerika;2049;6564;2951;3613;5088;2445;2643;1476;506;970
290;Latijns-Amerika;2050;6564;2951;3613;5098;2452;2646;1466;499;967
291;Latijns-Amerika;2051;6564;2951;3613;5107;2458;2649;1457;493;964
292;Latijns-Amerika;2052;6564;2951;3613;5115;2464;2651;1449;487;962
293;Latijns-Amerika;2053;6564;2951;3613;5122;2469;2653;1442;482;960
294;Latijns-Amerika;2054;6564;2951;3613;5129;2474;2655;1435;477;958
295;Latijns-Amerika;2055;6564;2951;3613;5135;2478;2657;1429;473;956
296;Latijns-Amerika;2056;6564;2951;3613;5140;2481;2658;1424;470;955
297;Latijns-Amerika;2057;6564;2951;3613;5144;2484;2660;1420;467;953
298;Latijns-Amerika;2058;6564;2951;3613;5148;2487;2661;1416;464;952
299;Latijns-Amerika;2059;6564;2951;3613;5151;2489;2662;1413;462;951
300;Marokko;2010;2113;1130;983;1506;985;521;607;145;462
301;Marokko;2011;2558;1389;1169;1390;893;497;1168;496;672
302;Marokko;2012;3007;1659;1348;1287;809;478;1720;850;870
303;Marokko;2013;3007;1659;1348;1189;729;460;1818;931;888
304;Marokko;2014;3007;1659;1348;1164;716;447;1844;943;901
305;Marokko;2015;3007;1659;1348;1128;696;432;1879;963;916
306;Marokko;2016;3007;1659;1348;1089;673;417;1918;987;931
307;Marokko;2017;3007;1659;1348;1054;651;403;1953;1008;945
308;Marokko;2018;3007;1659;1348;1023;632;391;1984;1027;958
309;Marokko;2019;3007;1659;1348;994;614;380;2013;1045;969
310;Marokko;2020;3007;1659;1348;967;598;369;2040;1061;979
311;Marokko;2021;3007;1659;1348;942;582;359;2066;1077;989
312;Marokko;2022;3007;1659;1348;919;569;350;2088;1090;998
313;Marokko;2023;3007;1659;1348;900;559;341;2107;1100;1007
314;Marokko;2024;3007;1659;1348;884;551;334;2123;1108;1014
315;Marokko;2025;3007;1659;1348;872;544;328;2135;1115;1020
316;Marokko;2026;3007;1659;1348;862;539;323;2146;1120;1025
317;Marokko;2027;3007;1659;1348;852;534;318;2155;1125;1030
318;Marokko;2028;3007;1659;1348;845;530;314;2163;1129;1034
319;Marokko;2029;3007;1659;1348;837;527;310;2170;1132;1038
320;Marokko;2030;3007;1659;1348;832;524;308;2175;1135;1041
321;Marokko;2031;3007;1659;1348;827;522;305;2180;1137;1043
322;Marokko;2032;3007;1659;1348;823;520;303;2184;1139;1046
323;Marokko;2033;3007;1659;1348;819;518;301;2188;1141;1047
