ID;Geslacht;Leeftijd;Nationaliteiten;Perioden;BevolkingOp1Januari_1
34;Totaal mannen en vrouwen;Totaal;Nederlands;2000;15212418.0
35;Totaal mannen en vrouwen;Totaal;Nederlands;2001;15319273.0
36;Totaal mannen en vrouwen;Totaal;Nederlands;2002;15414892.0
37;Totaal mannen en vrouwen;Totaal;Nederlands;2003;15492618.0
38;Totaal mannen en vrouwen;Totaal;Nederlands;2004;15555847.0
39;Totaal mannen en vrouwen;Totaal;Nederlands;2005;15606175.0
40;Totaal mannen en vrouwen;Totaal;Nederlands;2006;15642853.0
41;Totaal mannen en vrouwen;Totaal;Nederlands;2007;15676060.0
42;Totaal mannen en vrouwen;Totaal;Nederlands;2008;15717024.0
43;Totaal mannen en vrouwen;Totaal;Nederlands;2009;15766293.0
44;Totaal mannen en vrouwen;Totaal;Nederlands;2010;15839792.0
45;Totaal mannen en vrouwen;Totaal;Nederlands;2011;15895431.0
46;Totaal mannen en vrouwen;Totaal;Nederlands;2012;15944300.0
47;Totaal mannen en vrouwen;Totaal;Nederlands;2013;15983340.0
48;Totaal mannen en vrouwen;Totaal;Nederlands;2014;16013258.0
49;Totaal mannen en vrouwen;Totaal;Nederlands;2015;16053457.0
50;Totaal mannen en vrouwen;Totaal;Nederlands;2016;16078616.0
51;Totaal mannen en vrouwen;Totaal;Nederlands;2017;16109209.0
52;Totaal mannen en vrouwen;Totaal;Nederlands;2018;16140279.0
53;Totaal mannen en vrouwen;Totaal;Nederlands;2019;16171304.0
54;Totaal mannen en vrouwen;Totaal;Nederlands;2020;16215228.0
55;Totaal mannen en vrouwen;Totaal;Nederlands;2021;16272450.0
56;Totaal mannen en vrouwen;Totaal;Nederlands;2022;16334426.0
57;Totaal mannen en vrouwen;Totaal;Nederlands;2023;16365940.0
58;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;1995;757138.0
59;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;1996;725421.0
60;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;1997;679869.0
61;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;1998;678077.0
62;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;1999;662372.0
63;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2000;651532.0
64;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2001;667802.0
65;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2002;690393.0
66;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2003;699954.0
67;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2004;702185.0
68;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2005;699351.0
69;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2006;691357.0
70;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2007;681932.0
71;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2008;688375.0
72;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2009;719494.0
73;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2010;735197.0
74;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2011;760368.0
75;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2012;786048.0
76;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2013;796235.0
77;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2014;816031.0
78;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2015;847269.0
79;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2016;900504.0
80;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2017;972298.0
81;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2018;1040805.0
82;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2019;1110859.0
83;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2020;1192357.0
84;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2021;1202965.0
85;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2022;1256246.0
86;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlandse nationaliteit;2023;1445351.0
87;Totaal mannen en vrouwen;Totaal;Afrika;1995;206649.0
88;Totaal mannen en vrouwen;Totaal;Afrika;1996;197625.0
89;Totaal mannen en vrouwen;Totaal;Afrika;1997;180286.0
90;Totaal mannen en vrouwen;Totaal;Afrika;1998;176219.0
91;Totaal mannen en vrouwen;Totaal;Afrika;1999;164006.0
92;Totaal mannen en vrouwen;Totaal;Afrika;2000;149764.0
93;Totaal mannen en vrouwen;Totaal;Afrika;2001;139627.0
94;Totaal mannen en vrouwen;Totaal;Afrika;2002;131415.0
95;Totaal mannen en vrouwen;Totaal;Afrika;2003;124781.0
96;Totaal mannen en vrouwen;Totaal;Afrika;2004;122108.0
97;Totaal mannen en vrouwen;Totaal;Afrika;2005;119908.0
98;Totaal mannen en vrouwen;Totaal;Afrika;2006;114876.0
99;Totaal mannen en vrouwen;Totaal;Afrika;2007;108801.0
100;Totaal mannen en vrouwen;Totaal;Afrika;2008;102606.0
101;Totaal mannen en vrouwen;Totaal;Afrika;2009;99309.0
102;Totaal mannen en vrouwen;Totaal;Afrika;2010;96294.0
103;Totaal mannen en vrouwen;Totaal;Afrika;2011;91282.0
104;Totaal mannen en vrouwen;Totaal;Afrika;2012;85675.0
105;Totaal mannen en vrouwen;Totaal;Afrika;2013;80061.0
106;Totaal mannen en vrouwen;Totaal;Afrika;2014;77602.0
107;Totaal mannen en vrouwen;Totaal;Afrika;2015;77510.0
108;Totaal mannen en vrouwen;Totaal;Afrika;2016;81573.0
109;Totaal mannen en vrouwen;Totaal;Afrika;2017;86581.0
110;Totaal mannen en vrouwen;Totaal;Afrika;2018;91226.0
111;Totaal mannen en vrouwen;Totaal;Afrika;2019;98004.0
112;Totaal mannen en vrouwen;Totaal;Afrika;2020;106335.0
113;Totaal mannen en vrouwen;Totaal;Afrika;2021;104584.0
114;Totaal mannen en vrouwen;Totaal;Afrika;2022;102998.0
115;Totaal mannen en vrouwen;Totaal;Afrika;2023;107960.0
116;Totaal mannen en vrouwen;Totaal;Amerika;1995;43934.0
117;Totaal mannen en vrouwen;Totaal;Amerika;1996;40580.0
118;Totaal mannen en vrouwen;Totaal;Amerika;1997;36936.0
119;Totaal mannen en vrouwen;Totaal;Amerika;1998;37695.0
120;Totaal mannen en vrouwen;Totaal;Amerika;1999;37413.0
121;Totaal mannen en vrouwen;Totaal;Amerika;2000;36484.0
122;Totaal mannen en vrouwen;Totaal;Amerika;2001;37426.0
123;Totaal mannen en vrouwen;Totaal;Amerika;2002;38635.0
124;Totaal mannen en vrouwen;Totaal;Amerika;2003;39620.0
125;Totaal mannen en vrouwen;Totaal;Amerika;2004;41085.0
126;Totaal mannen en vrouwen;Totaal;Amerika;2005;41927.0
127;Totaal mannen en vrouwen;Totaal;Amerika;2006;41187.0
128;Totaal mannen en vrouwen;Totaal;Amerika;2007;40461.0
129;Totaal mannen en vrouwen;Totaal;Amerika;2008;39866.0
130;Totaal mannen en vrouwen;Totaal;Amerika;2009;41068.0
131;Totaal mannen en vrouwen;Totaal;Amerika;2010;40976.0
132;Totaal mannen en vrouwen;Totaal;Amerika;2011;41610.0
133;Totaal mannen en vrouwen;Totaal;Amerika;2012;42309.0
134;Totaal mannen en vrouwen;Totaal;Amerika;2013;42163.0
135;Totaal mannen en vrouwen;Totaal;Amerika;2014;42504.0
136;Totaal mannen en vrouwen;Totaal;Amerika;2015;42943.0
137;Totaal mannen en vrouwen;Totaal;Amerika;2016;44912.0
138;Totaal mannen en vrouwen;Totaal;Amerika;2017;46029.0
139;Totaal mannen en vrouwen;Totaal;Amerika;2018;49543.0
140;Totaal mannen en vrouwen;Totaal;Amerika;2019;54630.0
141;Totaal mannen en vrouwen;Totaal;Amerika;2020;60251.0
142;Totaal mannen en vrouwen;Totaal;Amerika;2021;59734.0
143;Totaal mannen en vrouwen;Totaal;Amerika;2022;63824.0
144;Totaal mannen en vrouwen;Totaal;Amerika;2023;70356.0
145;Totaal mannen en vrouwen;Totaal;Azië;1995;69614.0
146;Totaal mannen en vrouwen;Totaal;Azië;1996;71721.0
147;Totaal mannen en vrouwen;Totaal;Azië;1997;67919.0
148;Totaal mannen en vrouwen;Totaal;Azië;1998;69048.0
149;Totaal mannen en vrouwen;Totaal;Azië;1999;67091.0
150;Totaal mannen en vrouwen;Totaal;Azië;2000;61073.0
151;Totaal mannen en vrouwen;Totaal;Azië;2001;60503.0
152;Totaal mannen en vrouwen;Totaal;Azië;2002;61903.0
153;Totaal mannen en vrouwen;Totaal;Azië;2003;63655.0
154;Totaal mannen en vrouwen;Totaal;Azië;2004;67320.0
155;Totaal mannen en vrouwen;Totaal;Azië;2005;69918.0
156;Totaal mannen en vrouwen;Totaal;Azië;2006;71744.0
157;Totaal mannen en vrouwen;Totaal;Azië;2007;73498.0
158;Totaal mannen en vrouwen;Totaal;Azië;2008;75249.0
159;Totaal mannen en vrouwen;Totaal;Azië;2009;80227.0
160;Totaal mannen en vrouwen;Totaal;Azië;2010;83948.0
161;Totaal mannen en vrouwen;Totaal;Azië;2011;87954.0
162;Totaal mannen en vrouwen;Totaal;Azië;2012;92968.0
163;Totaal mannen en vrouwen;Totaal;Azië;2013;97336.0
164;Totaal mannen en vrouwen;Totaal;Azië;2014;100682.0
165;Totaal mannen en vrouwen;Totaal;Azië;2015;109895.0
166;Totaal mannen en vrouwen;Totaal;Azië;2016;132667.0
167;Totaal mannen en vrouwen;Totaal;Azië;2017;170729.0
168;Totaal mannen en vrouwen;Totaal;Azië;2018;197924.0
169;Totaal mannen en vrouwen;Totaal;Azië;2019;217767.0
170;Totaal mannen en vrouwen;Totaal;Azië;2020;240685.0
171;Totaal mannen en vrouwen;Totaal;Azië;2021;229964.0
172;Totaal mannen en vrouwen;Totaal;Azië;2022;230061.0
173;Totaal mannen en vrouwen;Totaal;Azië;2023;257268.0
174;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);1995;422882.0
175;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);1996;398298.0
176;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);1997;367719.0
177;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);1998;354242.0
178;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);1999;338923.0
179;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2000;334675.0
180;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2001;339587.0
181;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2002;347290.0
182;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2003;351989.0
183;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2004;356345.0
184;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2005;359562.0
185;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2006;362840.0
186;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2007;365827.0
187;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2008;380248.0
188;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2009;406823.0
189;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2010;425081.0
190;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2011;446429.0
191;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2012;470905.0
192;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2013;489192.0
193;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2014;508801.0
194;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2015;535407.0
195;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2016;563004.0
196;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2017;594621.0
197;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2018;633271.0
198;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2019;679664.0
199;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2020;734673.0
200;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2021;767474.0
201;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2022;823050.0
202;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);2023;976923.0
203;Totaal mannen en vrouwen;Totaal;Oceanië;1995;2597.0
204;Totaal mannen en vrouwen;Totaal;Oceanië;1996;2535.0
205;Totaal mannen en vrouwen;Totaal;Oceanië;1997;2451.0
206;Totaal mannen en vrouwen;Totaal;Oceanië;1998;2545.0
207;Totaal mannen en vrouwen;Totaal;Oceanië;1999;2782.0
208;Totaal mannen en vrouwen;Totaal;Oceanië;2000;3168.0
209;Totaal mannen en vrouwen;Totaal;Oceanië;2001;3615.0
210;Totaal mannen en vrouwen;Totaal;Oceanië;2002;4151.0
211;Totaal mannen en vrouwen;Totaal;Oceanië;2003;4340.0
212;Totaal mannen en vrouwen;Totaal;Oceanië;2004;4347.0
213;Totaal mannen en vrouwen;Totaal;Oceanië;2005;4321.0
214;Totaal mannen en vrouwen;Totaal;Oceanië;2006;4167.0
215;Totaal mannen en vrouwen;Totaal;Oceanië;2007;4077.0
216;Totaal mannen en vrouwen;Totaal;Oceanië;2008;3971.0
217;Totaal mannen en vrouwen;Totaal;Oceanië;2009;3964.0
218;Totaal mannen en vrouwen;Totaal;Oceanië;2010;3829.0
219;Totaal mannen en vrouwen;Totaal;Oceanië;2011;3891.0
220;Totaal mannen en vrouwen;Totaal;Oceanië;2012;3874.0
221;Totaal mannen en vrouwen;Totaal;Oceanië;2013;3845.0
222;Totaal mannen en vrouwen;Totaal;Oceanië;2014;3821.0
223;Totaal mannen en vrouwen;Totaal;Oceanië;2015;3952.0
224;Totaal mannen en vrouwen;Totaal;Oceanië;2016;4293.0
225;Totaal mannen en vrouwen;Totaal;Oceanië;2017;4560.0
226;Totaal mannen en vrouwen;Totaal;Oceanië;2018;4859.0
227;Totaal mannen en vrouwen;Totaal;Oceanië;2019;5173.0
228;Totaal mannen en vrouwen;Totaal;Oceanië;2020;5470.0
229;Totaal mannen en vrouwen;Totaal;Oceanië;2021;4942.0
230;Totaal mannen en vrouwen;Totaal;Oceanië;2022;4796.0
231;Totaal mannen en vrouwen;Totaal;Oceanië;2023;5207.0
232;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);1995;193054.0
233;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);1996;191074.0
234;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);1997;188316.0
235;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);1998;190192.0
236;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);1999;192151.0
237;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2000;195886.0
238;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2001;201574.0
239;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2002;207858.0
240;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2003;210549.0
241;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2004;211009.0
242;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2005;228141.0
243;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2006;233867.0
244;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2007;244918.0
245;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2008;262964.0
246;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2009;290417.0
247;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2010;310930.0
248;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2011;334549.0
249;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2012;360843.0
250;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2013;380537.0
251;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2014;403028.0
252;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2015;430934.0
253;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2016;458705.0
254;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2017;489119.0
255;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2018;525626.0
256;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2019;567724.0
257;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2020;616615.0
258;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2021;599632.0
259;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2022;650691.0
260;Totaal mannen en vrouwen;Totaal;Europese Unie (exclusief Nederlands);2023;704203.0
261;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;1995;
262;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;1996;
263;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;1997;
264;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;1998;
265;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;1999;
266;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2000;
267;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2001;
268;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2002;
269;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2003;
270;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2004;
271;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2005;17883.0
272;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2006;23212.0
273;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2007;33821.0
274;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2008;47637.0
275;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2009;64624.0
276;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2010;77681.0
277;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2011;93832.0
278;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2012;113125.0
279;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2013;126653.0
280;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2014;142445.0
281;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2015;162851.0
282;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2016;180424.0
283;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2017;198113.0
284;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2018;219796.0
285;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2019;244677.0
286;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2020;273215.0
287;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2021;294211.0
288;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2022;322978.0
289;Totaal mannen en vrouwen;Totaal;Midden- en Oost-Europese nat. in de EU;2023;353543.0
290;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;1995;49149.0
291;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;1996;48579.0
292;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;1997;47809.0
293;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;1998;47998.0
294;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;1999;48461.0
295;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2000;49530.0
296;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2001;50860.0
297;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2002;52648.0
298;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2003;53736.0
299;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2004;54106.0
300;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2005;53894.0
301;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2006;53954.0
302;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2007;53956.0
303;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2008;55351.0
304;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2009;59181.0
305;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2010;62374.0
306;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2011;65424.0
307;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2012;69412.0
308;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2013;74526.0
309;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2014;79643.0
310;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2015;84348.0
311;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2016;89707.0
312;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2017;95963.0
313;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2018;103816.0
314;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2019;113052.0
315;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2020;124570.0
316;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2021;130573.0
317;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2022;144322.0
318;Totaal mannen en vrouwen;Totaal;GIPS-Nationaliteiten in de EU;2023;160187.0
319;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;1995;272514.0
320;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;1996;275372.0
321;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;1997;271663.0
322;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;1998;271112.0
323;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;1999;269671.0
324;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2000;268345.0
325;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2001;275265.0
326;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2002;285645.0
327;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2003;291423.0
328;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2004;294376.0
329;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2005;298842.0
330;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2006;303413.0
331;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2007;308215.0
332;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2008;325503.0
333;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2009;353839.0
334;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2010;373301.0
335;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2011;397788.0
336;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2012;426060.0
337;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2013;447415.0
338;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2014;468899.0
339;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2015;499213.0
340;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2016;530707.0
341;Totaal mannen en vrouwen;Totaal;Westerse nationaliteiten ex. Nederlands;2017;565663.0
