ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenPeriodeEerder_4
1709;7111 Architectenbureaus;2023;139.7;0.2;139.3;0.2
1710;7112 Ingenieursbureaus;2005 1e kwartaal;66.5;;;
1711;7112 Ingenieursbureaus;2005 2e kwartaal;73.8;;;
1712;7112 Ingenieursbureaus;2005 3e kwartaal;74.9;;;
1713;7112 Ingenieursbureaus;2005 4e kwartaal;88.4;;;
1714;7112 Ingenieursbureaus;2005;75.9;;;
1715;7112 Ingenieursbureaus;2006 1e kwartaal;73.7;10.8;;
1716;7112 Ingenieursbureaus;2006 2e kwartaal;85.0;15.0;;
1717;7112 Ingenieursbureaus;2006 3e kwartaal;79.5;6.1;;
1718;7112 Ingenieursbureaus;2006 4e kwartaal;99.1;12.0;;
1719;7112 Ingenieursbureaus;2006;84.3;11.0;;
1720;7112 Ingenieursbureaus;2007 1e kwartaal;82.2;11.4;;
1721;7112 Ingenieursbureaus;2007 2e kwartaal;93.3;9.8;;
1722;7112 Ingenieursbureaus;2007 3e kwartaal;84.8;6.7;;
1723;7112 Ingenieursbureaus;2007 4e kwartaal;108.1;9.1;;
1724;7112 Ingenieursbureaus;2007;92.1;9.2;;
1725;7112 Ingenieursbureaus;2008 1e kwartaal;89.1;8.4;;
1726;7112 Ingenieursbureaus;2008 2e kwartaal;100.7;7.9;;
1727;7112 Ingenieursbureaus;2008 3e kwartaal;93.4;10.1;;
1728;7112 Ingenieursbureaus;2008 4e kwartaal;118.8;9.9;;
1729;7112 Ingenieursbureaus;2008;100.5;9.1;;
1730;7112 Ingenieursbureaus;2009 1e kwartaal;95.1;6.8;;
1731;7112 Ingenieursbureaus;2009 2e kwartaal;100.1;-0.6;;
1732;7112 Ingenieursbureaus;2009 3e kwartaal;92.9;-0.6;;
1733;7112 Ingenieursbureaus;2009 4e kwartaal;112.9;-5.0;;
1734;7112 Ingenieursbureaus;2009;100.2;-0.3;;
1735;7112 Ingenieursbureaus;2010 1e kwartaal;86.0;-9.6;;
1736;7112 Ingenieursbureaus;2010 2e kwartaal;96.2;-3.9;;
1737;7112 Ingenieursbureaus;2010 3e kwartaal;92.7;-0.2;;
1738;7112 Ingenieursbureaus;2010 4e kwartaal;110.6;-2.0;;
1739;7112 Ingenieursbureaus;2010;96.4;-3.9;;
1740;7112 Ingenieursbureaus;2011 1e kwartaal;85.5;-0.5;;
1741;7112 Ingenieursbureaus;2011 2e kwartaal;94.6;-1.7;;
1742;7112 Ingenieursbureaus;2011 3e kwartaal;86.4;-6.8;;
1743;7112 Ingenieursbureaus;2011 4e kwartaal;104.1;-5.8;;
1744;7112 Ingenieursbureaus;2011;92.7;-3.8;;
1745;7112 Ingenieursbureaus;2012 1e kwartaal;82.6;-3.4;;
1746;7112 Ingenieursbureaus;2012 2e kwartaal;91.7;-3.1;;
1747;7112 Ingenieursbureaus;2012 3e kwartaal;85.5;-1.1;;
1748;7112 Ingenieursbureaus;2012 4e kwartaal;99.9;-4.0;;
1749;7112 Ingenieursbureaus;2012;89.9;-2.9;;
1750;7112 Ingenieursbureaus;2013 1e kwartaal;82.1;-0.7;90.8;
1751;7112 Ingenieursbureaus;2013 2e kwartaal;92.8;1.2;92.0;1.4
1752;7112 Ingenieursbureaus;2013 3e kwartaal;88.0;3.0;92.7;0.7
1753;7112 Ingenieursbureaus;2013 4e kwartaal;105.1;5.1;92.6;-0.1
1754;7112 Ingenieursbureaus;2013;92.0;2.3;92.0;
1755;7112 Ingenieursbureaus;2014 1e kwartaal;84.1;2.5;92.8;0.3
1756;7112 Ingenieursbureaus;2014 2e kwartaal;95.5;2.9;94.8;2.1
1757;7112 Ingenieursbureaus;2014 3e kwartaal;92.1;4.7;96.8;2.2
1758;7112 Ingenieursbureaus;2014 4e kwartaal;111.4;6.0;98.2;1.5
1759;7112 Ingenieursbureaus;2014;95.8;4.1;95.7;4.0
1760;7112 Ingenieursbureaus;2015 1e kwartaal;90.7;7.9;100.0;1.8
1761;7112 Ingenieursbureaus;2015 2e kwartaal;99.5;4.2;98.9;-1.1
1762;7112 Ingenieursbureaus;2015 3e kwartaal;95.1;3.2;99.8;0.9
1763;7112 Ingenieursbureaus;2015 4e kwartaal;114.7;2.9;101.2;1.4
1764;7112 Ingenieursbureaus;2015;100.0;4.4;100.0;4.5
1765;7112 Ingenieursbureaus;2016 1e kwartaal;90.9;0.2;100.1;-1.1
1766;7112 Ingenieursbureaus;2016 2e kwartaal;105.4;5.9;105.0;4.9
1767;7112 Ingenieursbureaus;2016 3e kwartaal;99.1;4.2;103.9;-1.0
1768;7112 Ingenieursbureaus;2016 4e kwartaal;117.3;2.3;103.5;-0.3
1769;7112 Ingenieursbureaus;2016;103.2;3.2;103.1;3.1
1770;7112 Ingenieursbureaus;2017 1e kwartaal;96.3;6.0;105.9;2.3
1771;7112 Ingenieursbureaus;2017 2e kwartaal;104.3;-1.0;104.0;-1.9
1772;7112 Ingenieursbureaus;2017 3e kwartaal;103.0;4.0;107.9;3.8
1773;7112 Ingenieursbureaus;2017 4e kwartaal;124.2;5.9;109.8;1.8
1774;7112 Ingenieursbureaus;2017;107.0;3.7;106.9;3.7
1775;7112 Ingenieursbureaus;2018 1e kwartaal;100.5;4.3;110.3;0.4
1776;7112 Ingenieursbureaus;2018 2e kwartaal;114.1;9.4;113.9;3.3
1777;7112 Ingenieursbureaus;2018 3e kwartaal;109.2;6.0;114.1;0.3
1778;7112 Ingenieursbureaus;2018 4e kwartaal;133.7;7.6;118.6;3.9
1779;7112 Ingenieursbureaus;2018;114.4;6.9;114.2;6.8
1780;7112 Ingenieursbureaus;2019 1e kwartaal;107.5;7.0;117.7;-0.7
1781;7112 Ingenieursbureaus;2019 2e kwartaal;120.2;5.3;119.8;1.8
1782;7112 Ingenieursbureaus;2019 3e kwartaal;119.2;9.1;124.4;3.8
1783;7112 Ingenieursbureaus;2019 4e kwartaal;139.2;4.1;123.8;-0.5
1784;7112 Ingenieursbureaus;2019;121.5;6.2;121.4;6.3
1785;7112 Ingenieursbureaus;2020 1e kwartaal;118.3;10.1;129.3;4.5
1786;7112 Ingenieursbureaus;2020 2e kwartaal;119.3;-0.7;118.9;-8.0
1787;7112 Ingenieursbureaus;2020 3e kwartaal;115.0;-3.5;120.0;0.9
1788;7112 Ingenieursbureaus;2020 4e kwartaal;140.1;0.6;124.9;4.1
1789;7112 Ingenieursbureaus;2020;123.2;1.4;123.3;1.5
1790;7112 Ingenieursbureaus;2021 1e kwartaal;114.7;-3.1;124.4;-0.4
1791;7112 Ingenieursbureaus;2021 2e kwartaal;121.9;2.2;121.7;-2.2
1792;7112 Ingenieursbureaus;2021 3e kwartaal;113.3;-1.5;120.2;-1.2
1793;7112 Ingenieursbureaus;2021 4e kwartaal;141.5;1.0;125.9;4.7
1794;7112 Ingenieursbureaus;2021;122.9;-0.3;123.1;-0.2
1795;7112 Ingenieursbureaus;2022 1e kwartaal;118.4;3.3;128.5;2.0
1796;7112 Ingenieursbureaus;2022 2e kwartaal;136.1;11.7;134.9;5.0
1797;7112 Ingenieursbureaus;2022 3e kwartaal;127.2;12.3;135.8;0.7
1798;7112 Ingenieursbureaus;2022 4e kwartaal;155.8;10.1;138.6;2.0
1799;7112 Ingenieursbureaus;2022;134.4;9.4;134.4;9.2
1800;7112 Ingenieursbureaus;2023 1e kwartaal;134.4;13.5;144.2;4.0
1801;7112 Ingenieursbureaus;2023 2e kwartaal;145.4;6.8;144.6;0.3
1802;7112 Ingenieursbureaus;2023 3e kwartaal;138.8;9.1;148.0;2.3
1803;7112 Ingenieursbureaus;2023 4e kwartaal;166.6;7.0;148.3;0.2
1804;7112 Ingenieursbureaus;2023;146.3;8.9;146.3;8.8
1805;712 Keurings- en controlediensten;2005 1e kwartaal;48.7;;;
1806;712 Keurings- en controlediensten;2005 2e kwartaal;50.4;;;
1807;712 Keurings- en controlediensten;2005 3e kwartaal;52.2;;;
1808;712 Keurings- en controlediensten;2005 4e kwartaal;59.3;;;
1809;712 Keurings- en controlediensten;2005;52.6;;;
1810;712 Keurings- en controlediensten;2006 1e kwartaal;55.4;13.8;;
1811;712 Keurings- en controlediensten;2006 2e kwartaal;54.7;8.6;;
1812;712 Keurings- en controlediensten;2006 3e kwartaal;57.8;10.6;;
1813;712 Keurings- en controlediensten;2006 4e kwartaal;70.8;19.4;;
1814;712 Keurings- en controlediensten;2006;59.7;13.4;;
1815;712 Keurings- en controlediensten;2007 1e kwartaal;62.2;12.3;;
1816;712 Keurings- en controlediensten;2007 2e kwartaal;61.4;12.1;;
1817;712 Keurings- en controlediensten;2007 3e kwartaal;63.3;9.7;;
1818;712 Keurings- en controlediensten;2007 4e kwartaal;73.9;4.4;;
1819;712 Keurings- en controlediensten;2007;65.2;9.3;;
1820;712 Keurings- en controlediensten;2008 1e kwartaal;67.5;8.5;;
1821;712 Keurings- en controlediensten;2008 2e kwartaal;68.9;12.2;;
1822;712 Keurings- en controlediensten;2008 3e kwartaal;69.6;9.9;;
1823;712 Keurings- en controlediensten;2008 4e kwartaal;81.4;10.1;;
1824;712 Keurings- en controlediensten;2008;71.8;10.2;;
1825;712 Keurings- en controlediensten;2009 1e kwartaal;74.1;9.8;;
1826;712 Keurings- en controlediensten;2009 2e kwartaal;73.3;6.4;;
1827;712 Keurings- en controlediensten;2009 3e kwartaal;74.6;7.2;;
1828;712 Keurings- en controlediensten;2009 4e kwartaal;86.8;6.7;;
1829;712 Keurings- en controlediensten;2009;77.2;7.5;;
1830;712 Keurings- en controlediensten;2010 1e kwartaal;78.0;5.3;;
1831;712 Keurings- en controlediensten;2010 2e kwartaal;76.6;4.5;;
1832;712 Keurings- en controlediensten;2010 3e kwartaal;80.3;7.6;;
1833;712 Keurings- en controlediensten;2010 4e kwartaal;95.1;9.6;;
1834;712 Keurings- en controlediensten;2010;82.5;6.9;;
1835;712 Keurings- en controlediensten;2011 1e kwartaal;83.0;6.3;;
1836;712 Keurings- en controlediensten;2011 2e kwartaal;82.4;7.6;;
1837;712 Keurings- en controlediensten;2011 3e kwartaal;82.6;2.8;;
1838;712 Keurings- en controlediensten;2011 4e kwartaal;95.6;0.6;;
1839;712 Keurings- en controlediensten;2011;85.9;4.1;;
1840;712 Keurings- en controlediensten;2012 1e kwartaal;86.9;4.7;;
1841;712 Keurings- en controlediensten;2012 2e kwartaal;89.1;8.1;;
1842;712 Keurings- en controlediensten;2012 3e kwartaal;87.4;5.8;;
1843;712 Keurings- en controlediensten;2012 4e kwartaal;101.9;6.6;;
1844;712 Keurings- en controlediensten;2012;91.3;6.3;;
1845;712 Keurings- en controlediensten;2013 1e kwartaal;87.6;0.8;91.5;
1846;712 Keurings- en controlediensten;2013 2e kwartaal;91.3;2.5;92.3;0.9
1847;712 Keurings- en controlediensten;2013 3e kwartaal;87.7;0.3;92.2;-0.1
1848;712 Keurings- en controlediensten;2013 4e kwartaal;103.1;1.2;94.7;2.7
1849;712 Keurings- en controlediensten;2013;92.4;1.2;92.7;
1850;712 Keurings- en controlediensten;2014 1e kwartaal;87.7;0.0;91.7;-3.2
1851;712 Keurings- en controlediensten;2014 2e kwartaal;93.1;2.0;92.5;0.9
1852;712 Keurings- en controlediensten;2014 3e kwartaal;88.6;1.1;93.5;1.1
1853;712 Keurings- en controlediensten;2014 4e kwartaal;102.0;-1.1;94.0;0.5
1854;712 Keurings- en controlediensten;2014;92.9;0.4;92.9;0.3
1855;712 Keurings- en controlediensten;2015 1e kwartaal;93.7;6.9;98.0;4.2
1856;712 Keurings- en controlediensten;2015 2e kwartaal;99.9;7.3;99.3;1.4
1857;712 Keurings- en controlediensten;2015 3e kwartaal;94.5;6.6;100.1;0.7
1858;712 Keurings- en controlediensten;2015 4e kwartaal;111.9;9.7;102.7;2.6
1859;712 Keurings- en controlediensten;2015;100.0;7.7;100.0;7.6
1860;712 Keurings- en controlediensten;2016 1e kwartaal;96.5;3.0;101.6;-1.0
1861;712 Keurings- en controlediensten;2016 2e kwartaal;103.9;3.9;102.0;0.3
1862;712 Keurings- en controlediensten;2016 3e kwartaal;95.7;1.3;101.4;-0.5
1863;712 Keurings- en controlediensten;2016 4e kwartaal;109.9;-1.8;101.2;-0.2
1864;712 Keurings- en controlediensten;2016;101.5;1.5;101.6;1.5
1865;712 Keurings- en controlediensten;2017 1e kwartaal;102.8;6.6;106.4;5.2
1866;712 Keurings- en controlediensten;2017 2e kwartaal;110.6;6.5;109.4;2.8
1867;712 Keurings- en controlediensten;2017 3e kwartaal;103.8;8.5;109.9;0.5
1868;712 Keurings- en controlediensten;2017 4e kwartaal;118.5;7.9;110.2;0.3
1869;712 Keurings- en controlediensten;2017;108.9;7.4;109.0;7.3
1870;712 Keurings- en controlediensten;2018 1e kwartaal;107.0;4.1;111.6;1.3
1871;712 Keurings- en controlediensten;2018 2e kwartaal;113.9;2.9;112.7;1.0
1872;712 Keurings- en controlediensten;2018 3e kwartaal;108.8;4.8;114.7;1.8
1873;712 Keurings- en controlediensten;2018 4e kwartaal;124.1;4.7;115.6;0.8
1874;712 Keurings- en controlediensten;2018;113.4;4.1;113.7;4.3
1875;712 Keurings- en controlediensten;2019 1e kwartaal;111.9;4.6;116.8;1.0
1876;712 Keurings- en controlediensten;2019 2e kwartaal;119.0;4.5;117.1;0.2
1877;712 Keurings- en controlediensten;2019 3e kwartaal;111.5;2.5;117.3;0.2
1878;712 Keurings- en controlediensten;2019 4e kwartaal;129.6;4.4;120.6;2.8
1879;712 Keurings- en controlediensten;2019;118.0;4.0;117.9;3.8
1880;712 Keurings- en controlediensten;2020 1e kwartaal;114.9;2.7;120.2;-0.3
1881;712 Keurings- en controlediensten;2020 2e kwartaal;114.9;-3.5;114.0;-5.1
1882;712 Keurings- en controlediensten;2020 3e kwartaal;116.4;4.4;122.1;7.1
1883;712 Keurings- en controlediensten;2020 4e kwartaal;130.3;0.5;120.2;-1.5
1884;712 Keurings- en controlediensten;2020;119.1;0.9;119.1;1.0
1885;712 Keurings- en controlediensten;2021 1e kwartaal;115.7;0.7;121.2;0.8
1886;712 Keurings- en controlediensten;2021 2e kwartaal;123.3;7.3;122.2;0.8
1887;712 Keurings- en controlediensten;2021 3e kwartaal;118.4;1.7;123.4;1.0
1888;712 Keurings- en controlediensten;2021 4e kwartaal;131.2;0.7;121.8;-1.3
1889;712 Keurings- en controlediensten;2021;122.2;2.5;122.1;2.5
1890;712 Keurings- en controlediensten;2022 1e kwartaal;126.7;9.5;131.2;7.8
1891;712 Keurings- en controlediensten;2022 2e kwartaal;135.1;9.5;133.2;1.5
1892;712 Keurings- en controlediensten;2022 3e kwartaal;129.6;9.5;136.1;2.2
1893;712 Keurings- en controlediensten;2022 4e kwartaal;150.6;14.8;141.8;4.2
1894;712 Keurings- en controlediensten;2022;135.5;10.9;135.6;11.0
1895;712 Keurings- en controlediensten;2023 1e kwartaal;143.3;13.1;145.8;2.8
1896;712 Keurings- en controlediensten;2023 2e kwartaal;149.1;10.4;146.5;0.5
1897;712 Keurings- en controlediensten;2023 3e kwartaal;136.9;5.6;145.8;-0.5
1898;712 Keurings- en controlediensten;2023 4e kwartaal;158.6;5.3;150.0;2.9
1899;712 Keurings- en controlediensten;2023;147.0;8.5;147.0;8.4
1900;72 Research;2005 1e kwartaal;;;;
1901;72 Research;2005 2e kwartaal;;;;
1902;72 Research;2005 3e kwartaal;;;;
1903;72 Research;2005 4e kwartaal;;;;
1904;72 Research;2005;;;;
1905;72 Research;2006 1e kwartaal;;;;
1906;72 Research;2006 2e kwartaal;;;;
1907;72 Research;2006 3e kwartaal;;;;
1908;72 Research;2006 4e kwartaal;;;;
1909;72 Research;2006;;;;
1910;72 Research;2007 1e kwartaal;;;;
1911;72 Research;2007 2e kwartaal;;;;
1912;72 Research;2007 3e kwartaal;;;;
1913;72 Research;2007 4e kwartaal;;;;
1914;72 Research;2007;;;;
1915;72 Research;2008 1e kwartaal;;;;
1916;72 Research;2008 2e kwartaal;;;;
1917;72 Research;2008 3e kwartaal;;;;
1918;72 Research;2008 4e kwartaal;;;;
1919;72 Research;2008;;;;
1920;72 Research;2009 1e kwartaal;;;;
1921;72 Research;2009 2e kwartaal;;;;
1922;72 Research;2009 3e kwartaal;;;;
1923;72 Research;2009 4e kwartaal;;;;
1924;72 Research;2009;;;;
1925;72 Research;2010 1e kwartaal;;;;
1926;72 Research;2010 2e kwartaal;;;;
1927;72 Research;2010 3e kwartaal;;;;
1928;72 Research;2010 4e kwartaal;;;;
1929;72 Research;2010;;;;
1930;72 Research;2011 1e kwartaal;;;;
1931;72 Research;2011 2e kwartaal;;;;
1932;72 Research;2011 3e kwartaal;;;;
1933;72 Research;2011 4e kwartaal;;;;
1934;72 Research;2011;;;;
1935;72 Research;2012 1e kwartaal;;;;
1936;72 Research;2012 2e kwartaal;;;;
1937;72 Research;2012 3e kwartaal;;;;
1938;72 Research;2012 4e kwartaal;;;;
1939;72 Research;2012;;;;
1940;72 Research;2013 1e kwartaal;;;;
1941;72 Research;2013 2e kwartaal;;;;
1942;72 Research;2013 3e kwartaal;;;;
1943;72 Research;2013 4e kwartaal;;;;
1944;72 Research;2013;;;;
1945;72 Research;2014 1e kwartaal;;;;
1946;72 Research;2014 2e kwartaal;;;;
1947;72 Research;2014 3e kwartaal;;;;
1948;72 Research;2014 4e kwartaal;;;;
1949;72 Research;2014;;;;
1950;72 Research;2015 1e kwartaal;;;;
1951;72 Research;2015 2e kwartaal;;;;
1952;72 Research;2015 3e kwartaal;;;;
1953;72 Research;2015 4e kwartaal;;;;
1954;72 Research;2015;;;;
1955;72 Research;2016 1e kwartaal;;;;
1956;72 Research;2016 2e kwartaal;;;;
1957;72 Research;2016 3e kwartaal;;;;
1958;72 Research;2016 4e kwartaal;;;;
1959;72 Research;2016;;;;
1960;72 Research;2017 1e kwartaal;;;;
1961;72 Research;2017 2e kwartaal;;;;
1962;72 Research;2017 3e kwartaal;;;;
1963;72 Research;2017 4e kwartaal;;;;
1964;72 Research;2017;;;;
1965;72 Research;2018 1e kwartaal;;;;
1966;72 Research;2018 2e kwartaal;;;;
1967;72 Research;2018 3e kwartaal;;;;
1968;72 Research;2018 4e kwartaal;;;;
1969;72 Research;2018;;;;
1970;72 Research;2019 1e kwartaal;;;;
1971;72 Research;2019 2e kwartaal;;;;
1972;72 Research;2019 3e kwartaal;;;;
1973;72 Research;2019 4e kwartaal;;;;
1974;72 Research;2019;;;;
1975;72 Research;2020 1e kwartaal;;;;
1976;72 Research;2020 2e kwartaal;;;;
1977;72 Research;2020 3e kwartaal;;;;
1978;72 Research;2020 4e kwartaal;;;;
1979;72 Research;2020;;;;
1980;72 Research;2021 1e kwartaal;;;;
1981;72 Research;2021 2e kwartaal;;;;
1982;72 Research;2021 3e kwartaal;;;;
1983;72 Research;2021 4e kwartaal;;;;
1984;72 Research;2021;;;;
1985;72 Research;2022 1e kwartaal;;;;
1986;72 Research;2022 2e kwartaal;;;;
1987;72 Research;2022 3e kwartaal;;;;
1988;72 Research;2022 4e kwartaal;;;;
1989;72 Research;2022;;;;
1990;72 Research;2023 1e kwartaal;;;;
1991;72 Research;2023 2e kwartaal;;;;
1992;72 Research;2023 3e kwartaal;;;;
1993;72 Research;2023 4e kwartaal;;;;
1994;72 Research;2023;;;;
1995;73 Reclamewezen en marktonderzoek;2005 1e kwartaal;98.5;;;
1996;73 Reclamewezen en marktonderzoek;2005 2e kwartaal;115.3;;;
1997;73 Reclamewezen en marktonderzoek;2005 3e kwartaal;106.4;;;
1998;73 Reclamewezen en marktonderzoek;2005 4e kwartaal;141.2;;;
1999;73 Reclamewezen en marktonderzoek;2005;115.4;;;
2000;73 Reclamewezen en marktonderzoek;2006 1e kwartaal;102.5;4.0;;
2001;73 Reclamewezen en marktonderzoek;2006 2e kwartaal;117.9;2.2;;
2002;73 Reclamewezen en marktonderzoek;2006 3e kwartaal;105.8;-0.6;;
2003;73 Reclamewezen en marktonderzoek;2006 4e kwartaal;148.2;5.0;;
2004;73 Reclamewezen en marktonderzoek;2006;118.6;2.8;;
2005;73 Reclamewezen en marktonderzoek;2007 1e kwartaal;102.7;0.3;;
2006;73 Reclamewezen en marktonderzoek;2007 2e kwartaal;119.2;1.1;;
2007;73 Reclamewezen en marktonderzoek;2007 3e kwartaal;106.6;0.8;;
2008;73 Reclamewezen en marktonderzoek;2007 4e kwartaal;148.6;0.3;;
2009;73 Reclamewezen en marktonderzoek;2007;119.3;0.6;;
2010;73 Reclamewezen en marktonderzoek;2008 1e kwartaal;104.7;1.9;;
2011;73 Reclamewezen en marktonderzoek;2008 2e kwartaal;123.9;3.9;;
2012;73 Reclamewezen en marktonderzoek;2008 3e kwartaal;112.0;5.1;;
2013;73 Reclamewezen en marktonderzoek;2008 4e kwartaal;146.4;-1.5;;
2014;73 Reclamewezen en marktonderzoek;2008;121.8;2.1;;
2015;73 Reclamewezen en marktonderzoek;2009 1e kwartaal;99.8;-4.7;;
2016;73 Reclamewezen en marktonderzoek;2009 2e kwartaal;109.7;-11.5;;
2017;73 Reclamewezen en marktonderzoek;2009 3e kwartaal;97.6;-12.9;;
2018;73 Reclamewezen en marktonderzoek;2009 4e kwartaal;127.7;-12.8;;
2019;73 Reclamewezen en marktonderzoek;2009;108.7;-10.8;;
2020;73 Reclamewezen en marktonderzoek;2010 1e kwartaal;91.8;-8.0;;
2021;73 Reclamewezen en marktonderzoek;2010 2e kwartaal;108.7;-0.8;;
2022;73 Reclamewezen en marktonderzoek;2010 3e kwartaal;101.1;3.6;;
2023;73 Reclamewezen en marktonderzoek;2010 4e kwartaal;129.8;1.7;;
2024;73 Reclamewezen en marktonderzoek;2010;107.8;-0.8;;
2025;73 Reclamewezen en marktonderzoek;2011 1e kwartaal;95.7;4.3;;
2026;73 Reclamewezen en marktonderzoek;2011 2e kwartaal;103.8;-4.6;;
2027;73 Reclamewezen en marktonderzoek;2011 3e kwartaal;96.8;-4.2;;
2028;73 Reclamewezen en marktonderzoek;2011 4e kwartaal;121.7;-6.2;;
2029;73 Reclamewezen en marktonderzoek;2011;104.5;-3.1;;
2030;73 Reclamewezen en marktonderzoek;2012 1e kwartaal;89.6;-6.4;;
2031;73 Reclamewezen en marktonderzoek;2012 2e kwartaal;101.3;-2.4;;
2032;73 Reclamewezen en marktonderzoek;2012 3e kwartaal;91.6;-5.3;;
2033;73 Reclamewezen en marktonderzoek;2012 4e kwartaal;113.1;-7.1;;
2034;73 Reclamewezen en marktonderzoek;2012;98.9;-5.4;;
2035;73 Reclamewezen en marktonderzoek;2013 1e kwartaal;83.4;-6.8;94.0;
2036;73 Reclamewezen en marktonderzoek;2013 2e kwartaal;96.3;-5.0;95.5;1.5
2037;73 Reclamewezen en marktonderzoek;2013 3e kwartaal;86.9;-5.1;94.5;-1.0
2038;73 Reclamewezen en marktonderzoek;2013 4e kwartaal;113.4;0.3;95.9;1.5
2039;73 Reclamewezen en marktonderzoek;2013;95.0;-3.9;95.0;
2040;73 Reclamewezen en marktonderzoek;2014 1e kwartaal;86.9;4.2;97.3;1.5
2041;73 Reclamewezen en marktonderzoek;2014 2e kwartaal;99.1;3.0;98.6;1.3
2042;73 Reclamewezen en marktonderzoek;2014 3e kwartaal;87.5;0.6;95.4;-3.3
2043;73 Reclamewezen en marktonderzoek;2014 4e kwartaal;114.7;1.1;96.9;1.6
2044;73 Reclamewezen en marktonderzoek;2014;97.0;2.1;97.1;2.2
2045;73 Reclamewezen en marktonderzoek;2015 1e kwartaal;87.5;0.7;97.4;0.5
2046;73 Reclamewezen en marktonderzoek;2015 2e kwartaal;99.2;0.1;99.2;1.8
2047;73 Reclamewezen en marktonderzoek;2015 3e kwartaal;93.3;6.6;101.9;2.7
2048;73 Reclamewezen en marktonderzoek;2015 4e kwartaal;120.0;4.7;101.3;-0.5
2049;73 Reclamewezen en marktonderzoek;2015;100.0;3.0;99.9;3.0
2050;73 Reclamewezen en marktonderzoek;2016 1e kwartaal;92.9;6.2;102.9;1.6
2051;73 Reclamewezen en marktonderzoek;2016 2e kwartaal;102.7;3.6;103.1;0.2
2052;73 Reclamewezen en marktonderzoek;2016 3e kwartaal;94.2;1.0;103.1;0.0
2053;73 Reclamewezen en marktonderzoek;2016 4e kwartaal;122.8;2.3;103.5;0.3
2054;73 Reclamewezen en marktonderzoek;2016;103.2;3.2;103.2;3.2
2055;73 Reclamewezen en marktonderzoek;2017 1e kwartaal;94.2;1.4;104.1;0.6
2056;73 Reclamewezen en marktonderzoek;2017 2e kwartaal;102.8;0.0;103.5;-0.6
2057;73 Reclamewezen en marktonderzoek;2017 3e kwartaal;95.1;0.9;104.1;0.6
2058;73 Reclamewezen en marktonderzoek;2017 4e kwartaal;126.0;2.6;105.9;1.7
2059;73 Reclamewezen en marktonderzoek;2017;104.5;1.3;104.4;1.2
2060;73 Reclamewezen en marktonderzoek;2018 1e kwartaal;96.0;1.9;105.9;0.0
2061;73 Reclamewezen en marktonderzoek;2018 2e kwartaal;104.8;1.9;105.7;-0.2
2062;73 Reclamewezen en marktonderzoek;2018 3e kwartaal;96.0;1.0;105.1;-0.5
2063;73 Reclamewezen en marktonderzoek;2018 4e kwartaal;127.2;1.0;106.8;1.5
2064;73 Reclamewezen en marktonderzoek;2018;106.0;1.4;105.9;1.4
2065;73 Reclamewezen en marktonderzoek;2019 1e kwartaal;99.1;3.3;109.6;2.6
2066;73 Reclamewezen en marktonderzoek;2019 2e kwartaal;108.0;3.1;109.3;-0.3
2067;73 Reclamewezen en marktonderzoek;2019 3e kwartaal;100.4;4.6;109.7;0.3
2068;73 Reclamewezen en marktonderzoek;2019 4e kwartaal;128.1;0.7;107.3;-2.2
2069;73 Reclamewezen en marktonderzoek;2019;108.9;2.8;109.0;2.9
2070;73 Reclamewezen en marktonderzoek;2020 1e kwartaal;95.2;-3.9;105.6;-1.6
2071;73 Reclamewezen en marktonderzoek;2020 2e kwartaal;78.1;-27.7;79.1;-25.1
2072;73 Reclamewezen en marktonderzoek;2020 3e kwartaal;86.7;-13.7;94.4;19.3
2073;73 Reclamewezen en marktonderzoek;2020 4e kwartaal;121.3;-5.4;101.4;7.4
2074;73 Reclamewezen en marktonderzoek;2020;95.3;-12.5;95.1;-12.7
2075;73 Reclamewezen en marktonderzoek;2021 1e kwartaal;88.2;-7.4;96.7;-4.6
2076;73 Reclamewezen en marktonderzoek;2021 2e kwartaal;104.1;33.3;106.0;9.6
2077;73 Reclamewezen en marktonderzoek;2021 3e kwartaal;100.3;15.7;110.0;3.8
2078;73 Reclamewezen en marktonderzoek;2021 4e kwartaal;140.6;16.0;117.4;6.7
2079;73 Reclamewezen en marktonderzoek;2021;108.3;13.6;107.5;13.0
2080;73 Reclamewezen en marktonderzoek;2022 1e kwartaal;103.1;16.9;115.4;-1.7
2081;73 Reclamewezen en marktonderzoek;2022 2e kwartaal;121.8;17.0;122.6;6.3
2082;73 Reclamewezen en marktonderzoek;2022 3e kwartaal;114.4;14.1;124.0;1.1
2083;73 Reclamewezen en marktonderzoek;2022 4e kwartaal;146.6;4.2;123.6;-0.3
2084;73 Reclamewezen en marktonderzoek;2022;121.5;12.1;121.4;12.9
2085;73 Reclamewezen en marktonderzoek;2023 1e kwartaal;116.3;12.8;128.3;3.8
2086;73 Reclamewezen en marktonderzoek;2023 2e kwartaal;125.9;3.4;127.0;-1.0
2087;73 Reclamewezen en marktonderzoek;2023 3e kwartaal;119.3;4.3;129.1;1.7
2088;73 Reclamewezen en marktonderzoek;2023 4e kwartaal;152.0;3.7;129.1;0.0
2089;73 Reclamewezen en marktonderzoek;2023;128.4;5.7;128.4;5.8
2090;731 Reclamewezen;2005 1e kwartaal;112.7;;;
