ID;AantalMaatwerkvoorzieningen;RegioS;Perioden;ClientenMetMaatwerkvoorzieningen_1;HuishoudensMetMaatwerkvoorzieningen_2;ClientenMetMaatwerkvoorzieningen_3;HuishoudensMetMaatwerkvoorzieningen_4
70;Totaal;Aalsmeer;2e halfjaar 2020;;;;
71;Totaal;Aalsmeer;2020;;;;
72;Totaal;Aalsmeer;1e halfjaar 2021;;;;
73;Totaal;Aalsmeer;2e halfjaar 2021;;;;
74;Totaal;Aalsmeer;2021;;;;
75;Totaal;Aalsmeer;1e halfjaar 2022;;;;
76;Totaal;Aalsmeer;2e halfjaar 2022;;;;
77;Totaal;Aalsmeer;2022;;;;
78;Totaal;Aalsmeer;1e halfjaar 2023;1705.0;1575.0;50.0;103.0
79;Totaal;Aalsmeer;2e halfjaar 2023;1790.0;1660.0;53.0;108.0
80;Totaal;Aalsmeer;2023;1845.0;1720.0;54.0;108.0
81;Totaal;Aalten;1e halfjaar 2015;1100.0;1055.0;40.0;90.0
82;Totaal;Aalten;2e halfjaar 2015;1145.0;1095.0;40.0;95.0
83;Totaal;Aalten;2015;1220.0;1160.0;45.0;100.0
84;Totaal;Aalten;1e halfjaar 2016;1145.0;1100.0;42.0;94.0
85;Totaal;Aalten;2e halfjaar 2016;;;;
86;Totaal;Aalten;2016;;;;
87;Totaal;Aalten;1e halfjaar 2017;1460.0;1390.0;53.0;119.0
88;Totaal;Aalten;2e halfjaar 2017;1445.0;1375.0;53.0;117.0
89;Totaal;Aalten;2017;1555.0;1465.0;57.0;125.0
90;Totaal;Aalten;1e halfjaar 2018;1435.0;1370.0;53.0;116.0
91;Totaal;Aalten;2e halfjaar 2018;1430.0;1360.0;53.0;115.0
92;Totaal;Aalten;2018;1545.0;1450.0;56.0;122.0
93;Totaal;Aalten;1e halfjaar 2019;1510.0;1460.0;55.0;121.0
94;Totaal;Aalten;2e halfjaar 2019;1610.0;1550.0;59.0;128.0
95;Totaal;Aalten;2019;1705.0;1645.0;62.0;134.0
96;Totaal;Aalten;1e halfjaar 2020;1995.0;1870.0;73.0;154.0
97;Totaal;Aalten;2e halfjaar 2020;1985.0;1865.0;73.0;154.0
98;Totaal;Aalten;2020;2100.0;1970.0;76.0;160.0
99;Totaal;Aalten;1e halfjaar 2021;1970.0;1860.0;72.0;153.0
100;Totaal;Aalten;2e halfjaar 2021;1910.0;1805.0;70.0;147.0
101;Totaal;Aalten;2021;2130.0;2010.0;77.0;161.0
102;Totaal;Aalten;1e halfjaar 2022;1905.0;1800.0;69.0;146.0
103;Totaal;Aalten;2e halfjaar 2022;1910.0;1810.0;70.0;147.0
104;Totaal;Aalten;2022;2045.0;1930.0;74.0;154.0
105;Totaal;Aalten;1e halfjaar 2023;1905.0;1800.0;69.0;146.0
106;Totaal;Aalten;2e halfjaar 2023;1900.0;1805.0;69.0;146.0
107;Totaal;Aalten;2023;2040.0;1940.0;74.0;154.0
108;Totaal;Achtkarspelen;1e halfjaar 2015;1385.0;1295.0;50.0;110.0
109;Totaal;Achtkarspelen;2e halfjaar 2015;1355.0;1270.0;50.0;105.0
110;Totaal;Achtkarspelen;2015;1460.0;1345.0;50.0;115.0
111;Totaal;Achtkarspelen;1e halfjaar 2016;1450.0;1340.0;52.0;113.0
112;Totaal;Achtkarspelen;2e halfjaar 2016;1330.0;1235.0;47.0;104.0
113;Totaal;Achtkarspelen;2016;1540.0;1400.0;55.0;117.0
114;Totaal;Achtkarspelen;1e halfjaar 2017;1480.0;1345.0;53.0;113.0
115;Totaal;Achtkarspelen;2e halfjaar 2017;1530.0;1385.0;55.0;116.0
116;Totaal;Achtkarspelen;2017;1630.0;1460.0;58.0;122.0
117;Totaal;Achtkarspelen;1e halfjaar 2018;1595.0;1455.0;57.0;121.0
118;Totaal;Achtkarspelen;2e halfjaar 2018;1625.0;1480.0;58.0;123.0
119;Totaal;Achtkarspelen;2018;1740.0;1560.0;62.0;130.0
120;Totaal;Achtkarspelen;1e halfjaar 2019;1700.0;1590.0;61.0;131.0
121;Totaal;Achtkarspelen;2e halfjaar 2019;1760.0;1645.0;63.0;135.0
122;Totaal;Achtkarspelen;2019;1875.0;1755.0;67.0;143.0
123;Totaal;Achtkarspelen;1e halfjaar 2020;1745.0;1640.0;62.0;134.0
124;Totaal;Achtkarspelen;2e halfjaar 2020;1760.0;1665.0;63.0;136.0
125;Totaal;Achtkarspelen;2020;1890.0;1780.0;67.0;144.0
126;Totaal;Achtkarspelen;1e halfjaar 2021;1770.0;1680.0;63.0;136.0
127;Totaal;Achtkarspelen;2e halfjaar 2021;1785.0;1700.0;64.0;138.0
128;Totaal;Achtkarspelen;2021;1930.0;1835.0;68.0;146.0
129;Totaal;Achtkarspelen;1e halfjaar 2022;1665.0;1590.0;59.0;128.0
130;Totaal;Achtkarspelen;2e halfjaar 2022;1760.0;1665.0;62.0;133.0
131;Totaal;Achtkarspelen;2022;1870.0;1770.0;66.0;140.0
132;Totaal;Achtkarspelen;1e halfjaar 2023;1680.0;1595.0;59.0;128.0
133;Totaal;Achtkarspelen;2e halfjaar 2023;1690.0;1605.0;59.0;127.0
134;Totaal;Achtkarspelen;2023;1835.0;1740.0;64.0;136.0
135;Totaal;Alblasserdam;1e halfjaar 2015;625.0;600.0;30.0;75.0
136;Totaal;Alblasserdam;2e halfjaar 2015;605.0;580.0;30.0;70.0
137;Totaal;Alblasserdam;2015;670.0;630.0;35.0;75.0
138;Totaal;Alblasserdam;1e halfjaar 2016;;;;
139;Totaal;Alblasserdam;2e halfjaar 2016;;;;
140;Totaal;Alblasserdam;2016;;;;
141;Totaal;Alblasserdam;1e halfjaar 2017;;;;
142;Totaal;Alblasserdam;2e halfjaar 2017;1105.0;960.0;55.0;117.0
143;Totaal;Alblasserdam;2017;;;;
144;Totaal;Alblasserdam;1e halfjaar 2018;1100.0;960.0;55.0;117.0
145;Totaal;Alblasserdam;2e halfjaar 2018;1110.0;975.0;55.0;118.0
146;Totaal;Alblasserdam;2018;1170.0;1005.0;58.0;122.0
147;Totaal;Alblasserdam;1e halfjaar 2019;1170.0;1085.0;58.0;128.0
148;Totaal;Alblasserdam;2e halfjaar 2019;1180.0;1090.0;58.0;129.0
149;Totaal;Alblasserdam;2019;1275.0;1180.0;62.0;137.0
150;Totaal;Alblasserdam;1e halfjaar 2020;1220.0;1130.0;60.0;133.0
151;Totaal;Alblasserdam;2e halfjaar 2020;1230.0;1140.0;61.0;134.0
152;Totaal;Alblasserdam;2020;1310.0;1220.0;64.0;142.0
153;Totaal;Alblasserdam;1e halfjaar 2021;1230.0;1140.0;61.0;134.0
154;Totaal;Alblasserdam;2e halfjaar 2021;1225.0;1150.0;61.0;134.0
155;Totaal;Alblasserdam;2021;1325.0;1245.0;65.0;143.0
156;Totaal;Alblasserdam;1e halfjaar 2022;1220.0;1155.0;60.0;133.0
157;Totaal;Alblasserdam;2e halfjaar 2022;1225.0;1155.0;60.0;132.0
158;Totaal;Alblasserdam;2022;1305.0;1235.0;63.0;139.0
159;Totaal;Alblasserdam;1e halfjaar 2023;1240.0;1170.0;61.0;133.0
160;Totaal;Alblasserdam;2e halfjaar 2023;1245.0;1170.0;61.0;133.0
161;Totaal;Alblasserdam;2023;1310.0;1235.0;64.0;138.0
162;Totaal;Albrandswaard;1e halfjaar 2015;1025.0;840.0;40.0;80.0
163;Totaal;Albrandswaard;2e halfjaar 2015;995.0;820.0;40.0;80.0
164;Totaal;Albrandswaard;2015;1075.0;860.0;40.0;85.0
165;Totaal;Albrandswaard;1e halfjaar 2016;1180.0;960.0;47.0;93.0
166;Totaal;Albrandswaard;2e halfjaar 2016;1185.0;960.0;47.0;93.0
167;Totaal;Albrandswaard;2016;1235.0;990.0;49.0;96.0
168;Totaal;Albrandswaard;1e halfjaar 2017;1210.0;920.0;48.0;90.0
169;Totaal;Albrandswaard;2e halfjaar 2017;1230.0;930.0;48.0;91.0
170;Totaal;Albrandswaard;2017;1300.0;965.0;51.0;94.0
171;Totaal;Albrandswaard;1e halfjaar 2018;1225.0;915.0;48.0;89.0
172;Totaal;Albrandswaard;2e halfjaar 2018;1235.0;925.0;49.0;90.0
173;Totaal;Albrandswaard;2018;1320.0;960.0;52.0;93.0
174;Totaal;Albrandswaard;1e halfjaar 2019;1315.0;1195.0;52.0;110.0
175;Totaal;Albrandswaard;2e halfjaar 2019;1355.0;1225.0;53.0;112.0
176;Totaal;Albrandswaard;2019;1435.0;1300.0;56.0;117.0
177;Totaal;Albrandswaard;1e halfjaar 2020;1430.0;1310.0;55.0;117.0
178;Totaal;Albrandswaard;2e halfjaar 2020;1375.0;1275.0;53.0;114.0
179;Totaal;Albrandswaard;2020;1485.0;1380.0;57.0;122.0
180;Totaal;Albrandswaard;1e halfjaar 2021;1350.0;1155.0;52.0;106.0
181;Totaal;Albrandswaard;2e halfjaar 2021;1340.0;1155.0;51.0;105.0
182;Totaal;Albrandswaard;2021;1450.0;1245.0;55.0;112.0
183;Totaal;Albrandswaard;1e halfjaar 2022;1360.0;1185.0;52.0;107.0
184;Totaal;Albrandswaard;2e halfjaar 2022;1355.0;1195.0;51.0;106.0
185;Totaal;Albrandswaard;2022;1440.0;1275.0;54.0;112.0
186;Totaal;Albrandswaard;1e halfjaar 2023;1360.0;1210.0;51.0;108.0
187;Totaal;Albrandswaard;2e halfjaar 2023;1405.0;1265.0;53.0;112.0
188;Totaal;Albrandswaard;2023;1485.0;1340.0;56.0;117.0
189;Totaal;Alkmaar;1e halfjaar 2015;;;;
190;Totaal;Alkmaar;2e halfjaar 2015;;;;
191;Totaal;Alkmaar;2015;;;;
192;Totaal;Alkmaar;1e halfjaar 2016;;;;
193;Totaal;Alkmaar;2e halfjaar 2016;5640.0;5180.0;52.0;100.0
194;Totaal;Alkmaar;2016;;;;
195;Totaal;Alkmaar;1e halfjaar 2017;5690.0;5185.0;52.0;100.0
196;Totaal;Alkmaar;2e halfjaar 2017;5845.0;5320.0;54.0;102.0
197;Totaal;Alkmaar;2017;6205.0;5540.0;56.0;106.0
198;Totaal;Alkmaar;1e halfjaar 2018;5975.0;5425.0;55.0;104.0
199;Totaal;Alkmaar;2e halfjaar 2018;6165.0;5595.0;56.0;107.0
200;Totaal;Alkmaar;2018;6560.0;5860.0;59.0;112.0
201;Totaal;Alkmaar;1e halfjaar 2019;6365.0;6005.0;58.0;112.0
202;Totaal;Alkmaar;2e halfjaar 2019;6640.0;6280.0;60.0;116.0
203;Totaal;Alkmaar;2019;7005.0;6620.0;63.0;121.0
204;Totaal;Alkmaar;1e halfjaar 2020;6700.0;6340.0;61.0;117.0
205;Totaal;Alkmaar;2e halfjaar 2020;6710.0;6355.0;61.0;116.0
206;Totaal;Alkmaar;2020;7160.0;6790.0;64.0;123.0
207;Totaal;Alkmaar;1e halfjaar 2021;6640.0;6310.0;60.0;115.0
208;Totaal;Alkmaar;2e halfjaar 2021;6560.0;6245.0;59.0;113.0
209;Totaal;Alkmaar;2021;7065.0;6730.0;63.0;120.0
210;Totaal;Alkmaar;1e halfjaar 2022;6535.0;6225.0;58.0;112.0
211;Totaal;Alkmaar;2e halfjaar 2022;6570.0;6250.0;58.0;112.0
212;Totaal;Alkmaar;2022;7035.0;6695.0;62.0;118.0
213;Totaal;Alkmaar;1e halfjaar 2023;6630.0;6315.0;59.0;112.0
214;Totaal;Alkmaar;2e halfjaar 2023;6665.0;6360.0;59.0;113.0
215;Totaal;Alkmaar;2023;7145.0;6820.0;63.0;119.0
216;Totaal;Almelo;1e halfjaar 2015;4575.0;4290.0;65.0;135.0
217;Totaal;Almelo;2e halfjaar 2015;4615.0;4295.0;65.0;130.0
218;Totaal;Almelo;2015;4970.0;4570.0;70.0;140.0
219;Totaal;Almelo;1e halfjaar 2016;4605.0;4260.0;63.0;131.0
220;Totaal;Almelo;2e halfjaar 2016;4365.0;4065.0;60.0;124.0
221;Totaal;Almelo;2016;4915.0;4490.0;67.0;136.0
222;Totaal;Almelo;1e halfjaar 2017;4200.0;3935.0;58.0;120.0
223;Totaal;Almelo;2e halfjaar 2017;4035.0;3800.0;55.0;115.0
224;Totaal;Almelo;2017;4515.0;4165.0;61.0;126.0
225;Totaal;Almelo;1e halfjaar 2018;4110.0;3865.0;56.0;117.0
226;Totaal;Almelo;2e halfjaar 2018;4175.0;3935.0;57.0;118.0
227;Totaal;Almelo;2018;4510.0;4200.0;61.0;126.0
228;Totaal;Almelo;1e halfjaar 2019;4360.0;4175.0;59.0;122.0
229;Totaal;Almelo;2e halfjaar 2019;4400.0;4240.0;60.0;123.0
230;Totaal;Almelo;2019;4815.0;4615.0;65.0;132.0
231;Totaal;Almelo;1e halfjaar 2020;4970.0;4760.0;67.0;138.0
232;Totaal;Almelo;2e halfjaar 2020;5115.0;4900.0;69.0;141.0
233;Totaal;Almelo;2020;5495.0;5250.0;74.0;149.0
234;Totaal;Almelo;1e halfjaar 2021;5055.0;4845.0;69.0;139.0
235;Totaal;Almelo;2e halfjaar 2021;5080.0;4865.0;69.0;139.0
236;Totaal;Almelo;2021;5560.0;5320.0;75.0;150.0
237;Totaal;Almelo;1e halfjaar 2022;5010.0;4795.0;67.0;137.0
238;Totaal;Almelo;2e halfjaar 2022;5000.0;4775.0;67.0;135.0
239;Totaal;Almelo;2022;5465.0;5215.0;73.0;146.0
240;Totaal;Almelo;1e halfjaar 2023;5085.0;4845.0;68.0;137.0
241;Totaal;Almelo;2e halfjaar 2023;5135.0;4875.0;68.0;137.0
242;Totaal;Almelo;2023;5585.0;5295.0;74.0;146.0
243;Totaal;Almere;1e halfjaar 2015;8175.0;7400.0;40.0;90.0
244;Totaal;Almere;2e halfjaar 2015;8285.0;7475.0;40.0;90.0
245;Totaal;Almere;2015;8820.0;7860.0;45.0;95.0
246;Totaal;Almere;1e halfjaar 2016;8670.0;7815.0;43.0;93.0
247;Totaal;Almere;2e halfjaar 2016;8765.0;7875.0;43.0;92.0
248;Totaal;Almere;2016;9310.0;8285.0;46.0;97.0
249;Totaal;Almere;1e halfjaar 2017;8870.0;7895.0;44.0;92.0
250;Totaal;Almere;2e halfjaar 2017;9005.0;8050.0;44.0;93.0
251;Totaal;Almere;2017;9530.0;8400.0;46.0;97.0
252;Totaal;Almere;1e halfjaar 2018;9225.0;8180.0;45.0;94.0
253;Totaal;Almere;2e halfjaar 2018;9115.0;8115.0;44.0;92.0
254;Totaal;Almere;2018;9955.0;8720.0;47.0;98.0
255;Totaal;Almere;1e halfjaar 2019;9655.0;9045.0;46.0;99.0
256;Totaal;Almere;2e halfjaar 2019;10020.0;9365.0;47.0;101.0
257;Totaal;Almere;2019;10525.0;9845.0;49.0;105.0
258;Totaal;Almere;1e halfjaar 2020;10205.0;9565.0;48.0;103.0
259;Totaal;Almere;2e halfjaar 2020;10440.0;9770.0;48.0;104.0
260;Totaal;Almere;2020;10985.0;10300.0;51.0;108.0
261;Totaal;Almere;1e halfjaar 2021;10385.0;9740.0;48.0;103.0
262;Totaal;Almere;2e halfjaar 2021;10525.0;9860.0;48.0;103.0
263;Totaal;Almere;2021;11235.0;10535.0;51.0;109.0
264;Totaal;Almere;1e halfjaar 2022;10655.0;9995.0;48.0;103.0
265;Totaal;Almere;2e halfjaar 2022;10715.0;10060.0;48.0;102.0
266;Totaal;Almere;2022;11450.0;10745.0;51.0;107.0
267;Totaal;Almere;1e halfjaar 2023;8345.0;8015.0;37.0;81.0
268;Totaal;Almere;2e halfjaar 2023;8390.0;8045.0;37.0;80.0
269;Totaal;Almere;2023;9065.0;8690.0;39.0;85.0
270;Totaal;Alphen aan den Rijn;1e halfjaar 2015;;;;
271;Totaal;Alphen aan den Rijn;2e halfjaar 2015;;;;
272;Totaal;Alphen aan den Rijn;2015;;;;
273;Totaal;Alphen aan den Rijn;1e halfjaar 2016;;;;
274;Totaal;Alphen aan den Rijn;2e halfjaar 2016;;;;
275;Totaal;Alphen aan den Rijn;2016;;;;
276;Totaal;Alphen aan den Rijn;1e halfjaar 2017;3595.0;3290.0;33.0;69.0
277;Totaal;Alphen aan den Rijn;2e halfjaar 2017;3570.0;3270.0;32.0;68.0
278;Totaal;Alphen aan den Rijn;2017;3865.0;3480.0;35.0;73.0
279;Totaal;Alphen aan den Rijn;1e halfjaar 2018;3575.0;3280.0;32.0;68.0
280;Totaal;Alphen aan den Rijn;2e halfjaar 2018;3605.0;3300.0;32.0;68.0
281;Totaal;Alphen aan den Rijn;2018;3890.0;3500.0;35.0;71.0
282;Totaal;Alphen aan den Rijn;1e halfjaar 2019;3660.0;3505.0;33.0;69.0
283;Totaal;Alphen aan den Rijn;2e halfjaar 2019;3795.0;3635.0;34.0;72.0
284;Totaal;Alphen aan den Rijn;2019;4090.0;3915.0;36.0;76.0
285;Totaal;Alphen aan den Rijn;1e halfjaar 2020;3840.0;3685.0;34.0;72.0
286;Totaal;Alphen aan den Rijn;2e halfjaar 2020;3925.0;3765.0;35.0;73.0
287;Totaal;Alphen aan den Rijn;2020;4255.0;4085.0;37.0;79.0
288;Totaal;Alphen aan den Rijn;1e halfjaar 2021;4025.0;3850.0;36.0;75.0
289;Totaal;Alphen aan den Rijn;2e halfjaar 2021;4165.0;3985.0;37.0;77.0
290;Totaal;Alphen aan den Rijn;2021;4525.0;4330.0;40.0;83.0
291;Totaal;Alphen aan den Rijn;1e halfjaar 2022;4235.0;4050.0;37.0;78.0
292;Totaal;Alphen aan den Rijn;2e halfjaar 2022;4195.0;4030.0;36.0;77.0
293;Totaal;Alphen aan den Rijn;2022;4640.0;4450.0;40.0;84.0
294;Totaal;Alphen aan den Rijn;1e halfjaar 2023;4095.0;3935.0;35.0;75.0
295;Totaal;Alphen aan den Rijn;2e halfjaar 2023;4045.0;3885.0;35.0;73.0
296;Totaal;Alphen aan den Rijn;2023;4455.0;4280.0;38.0;79.0
297;Totaal;Alphen-Chaam;1e halfjaar 2015;;;;
298;Totaal;Alphen-Chaam;2e halfjaar 2015;;;;
299;Totaal;Alphen-Chaam;2015;;;;
300;Totaal;Alphen-Chaam;1e halfjaar 2016;;;;
301;Totaal;Alphen-Chaam;2e halfjaar 2016;255.0;240.0;25.0;57.0
302;Totaal;Alphen-Chaam;2016;;;;
303;Totaal;Alphen-Chaam;1e halfjaar 2017;280.0;260.0;28.0;62.0
304;Totaal;Alphen-Chaam;2e halfjaar 2017;305.0;285.0;30.0;67.0
305;Totaal;Alphen-Chaam;2017;335.0;310.0;33.0;73.0
306;Totaal;Alphen-Chaam;1e halfjaar 2018;320.0;290.0;31.0;68.0
307;Totaal;Alphen-Chaam;2e halfjaar 2018;340.0;305.0;33.0;71.0
308;Totaal;Alphen-Chaam;2018;355.0;315.0;35.0;73.0
309;Totaal;Alphen-Chaam;1e halfjaar 2019;405.0;370.0;39.0;84.0
310;Totaal;Alphen-Chaam;2e halfjaar 2019;430.0;395.0;42.0;90.0
311;Totaal;Alphen-Chaam;2019;460.0;420.0;44.0;94.0
312;Totaal;Alphen-Chaam;1e halfjaar 2020;475.0;440.0;46.0;99.0
313;Totaal;Alphen-Chaam;2e halfjaar 2020;490.0;460.0;47.0;103.0
314;Totaal;Alphen-Chaam;2020;530.0;500.0;50.0;110.0
315;Totaal;Alphen-Chaam;1e halfjaar 2021;490.0;455.0;47.0;102.0
316;Totaal;Alphen-Chaam;2e halfjaar 2021;505.0;465.0;48.0;103.0
317;Totaal;Alphen-Chaam;2021;540.0;495.0;51.0;108.0
318;Totaal;Alphen-Chaam;1e halfjaar 2022;535.0;495.0;51.0;108.0
319;Totaal;Alphen-Chaam;2e halfjaar 2022;550.0;510.0;52.0;111.0
320;Totaal;Alphen-Chaam;2022;590.0;550.0;55.0;117.0
321;Totaal;Alphen-Chaam;1e halfjaar 2023;550.0;515.0;52.0;112.0
322;Totaal;Alphen-Chaam;2e halfjaar 2023;550.0;515.0;52.0;111.0
323;Totaal;Alphen-Chaam;2023;595.0;555.0;56.0;118.0
324;Totaal;Altena;1e halfjaar 2015;;;;
325;Totaal;Altena;2e halfjaar 2015;;;;
326;Totaal;Altena;2015;;;;
327;Totaal;Altena;1e halfjaar 2016;;;;
328;Totaal;Altena;2e halfjaar 2016;;;;
329;Totaal;Altena;2016;;;;
330;Totaal;Altena;1e halfjaar 2017;;;;
331;Totaal;Altena;2e halfjaar 2017;;;;
332;Totaal;Altena;2017;;;;
333;Totaal;Altena;1e halfjaar 2018;;;;
334;Totaal;Altena;2e halfjaar 2018;;;;
335;Totaal;Altena;2018;;;;
336;Totaal;Altena;1e halfjaar 2019;2665.0;2355.0;48.0;103.0
337;Totaal;Altena;2e halfjaar 2019;2825.0;2530.0;50.0;110.0
338;Totaal;Altena;2019;2995.0;2660.0;53.0;114.0
339;Totaal;Altena;1e halfjaar 2020;2990.0;2700.0;53.0;116.0
340;Totaal;Altena;2e halfjaar 2020;3070.0;2805.0;54.0;119.0
341;Totaal;Altena;2020;3265.0;2965.0;57.0;125.0
342;Totaal;Altena;1e halfjaar 2021;3075.0;2830.0;54.0;120.0
343;Totaal;Altena;2e halfjaar 2021;3130.0;2895.0;55.0;121.0
344;Totaal;Altena;2021;3360.0;3095.0;58.0;128.0
345;Totaal;Altena;1e halfjaar 2022;3185.0;2955.0;55.0;122.0
346;Totaal;Altena;2e halfjaar 2022;3220.0;2990.0;55.0;122.0
347;Totaal;Altena;2022;3415.0;3170.0;58.0;128.0
348;Totaal;Altena;1e halfjaar 2023;3245.0;3025.0;55.0;122.0
349;Totaal;Altena;2e halfjaar 2023;3220.0;3000.0;55.0;120.0
350;Totaal;Altena;2023;3460.0;3230.0;58.0;127.0
351;Totaal;Ameland;1e halfjaar 2015;120.0;110.0;35.0;65.0
352;Totaal;Ameland;2e halfjaar 2015;125.0;120.0;35.0;70.0
353;Totaal;Ameland;2015;130.0;120.0;35.0;70.0
354;Totaal;Ameland;1e halfjaar 2016;150.0;140.0;41.0;82.0
355;Totaal;Ameland;2e halfjaar 2016;160.0;145.0;44.0;86.0
356;Totaal;Ameland;2016;170.0;155.0;46.0;91.0
357;Totaal;Ameland;1e halfjaar 2017;185.0;165.0;50.0;96.0
358;Totaal;Ameland;2e halfjaar 2017;185.0;165.0;50.0;96.0
359;Totaal;Ameland;2017;195.0;175.0;53.0;101.0
360;Totaal;Ameland;1e halfjaar 2018;190.0;165.0;52.0;95.0
361;Totaal;Ameland;2e halfjaar 2018;185.0;165.0;50.0;94.0
362;Totaal;Ameland;2018;210.0;180.0;56.0;102.0
363;Totaal;Ameland;1e halfjaar 2019;175.0;160.0;47.0;88.0
364;Totaal;Ameland;2e halfjaar 2019;190.0;175.0;50.0;97.0
365;Totaal;Ameland;2019;200.0;185.0;53.0;100.0
366;Totaal;Ameland;1e halfjaar 2020;210.0;190.0;56.0;104.0
