ID;Melkvee;GrootveeEenheid;RegioS;Perioden;AlleDieren_1;WeidendeDieren_2;AlleDieren_3;WeidendeDieren_4;BedrijvenZonderWeidegang_5;DierenZonderWeidegang_6;BedrijvenMetWeidegang_7;DierenMetWeidegang_8;UrenBijDagEnNachtWeiden_9;UrenBijBeperktWeiden_10;DagEnNachtWeiden_11;OverdagWeiden_12
4151;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2017;1905.0;2861.0;79.0;119.0;33.0;33.0;67.0;67.0;24.0;;100.0;
4152;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2018;1525.0;3326.0;64.0;139.0;57.0;54.0;43.0;46.0;24.0;;100.0;
4153;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2019;1599.0;3169.0;67.0;132.0;54.0;50.0;46.0;50.0;24.0;;100.0;
4154;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2020;1877.0;3137.0;78.0;131.0;43.0;40.0;57.0;60.0;24.0;;100.0;
4155;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2021;1580.0;3102.0;66.0;129.0;46.0;49.0;54.0;51.0;24.0;;100.0;
4156;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2022;1749.0;3200.0;73.0;133.0;50.0;45.0;50.0;55.0;24.0;;100.0;
4157;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2023;1916.0;3439.0;80.0;143.0;43.0;44.0;57.0;56.0;24.0;;100.0;
4158;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;
4159;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2011;2163.0;3880.0;90.0;162.0;45.0;44.0;55.0;56.0;24.0;;100.0;
4160;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2012;1994.0;3829.0;83.0;160.0;50.0;48.0;50.0;52.0;24.0;;100.0;
4161;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;
4162;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;
4163;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;
4164;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2016;1632.0;3270.0;68.0;136.0;50.0;50.0;50.0;50.0;24.0;;100.0;
4165;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2017;1635.0;3364.0;68.0;140.0;52.0;51.0;48.0;49.0;24.0;;100.0;
4166;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2018;1588.0;3331.0;66.0;139.0;53.0;52.0;47.0;48.0;24.0;;100.0;
4167;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2019;1609.0;3343.0;67.0;139.0;55.0;52.0;45.0;48.0;24.0;;100.0;
4168;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2020;1312.0;3040.0;55.0;127.0;60.0;57.0;40.0;43.0;24.0;;100.0;
4169;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2021;1232.0;2966.0;51.0;124.0;60.0;58.0;40.0;42.0;24.0;;100.0;
4170;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2022;1264.0;2783.0;53.0;116.0;57.0;55.0;43.0;45.0;24.0;;100.0;
4171;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Brabant (PV);2023;1101.0;2873.0;46.0;120.0;64.0;62.0;36.0;38.0;24.0;;100.0;
4172;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2010;;;;;;;;;;;;
4173;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2011;3054.0;3874.0;127.0;161.0;26.0;21.0;74.0;79.0;24.0;;100.0;
4174;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2012;3122.0;4125.0;130.0;172.0;28.0;24.0;72.0;76.0;24.0;;100.0;
4175;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2013;;;;;;;;;;;;
4176;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2014;;;;;;;;;;;;
4177;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2015;;;;;;;;;;;;
4178;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2016;2967.0;4214.0;124.0;176.0;35.0;30.0;65.0;70.0;24.0;;100.0;
4179;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2017;2664.0;3936.0;111.0;164.0;39.0;32.0;61.0;68.0;24.0;;100.0;
4180;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2018;2750.0;3913.0;115.0;163.0;33.0;30.0;67.0;70.0;24.0;;100.0;
4181;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2019;2970.0;4269.0;124.0;178.0;38.0;30.0;63.0;70.0;24.0;;100.0;
4182;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2020;2439.0;3764.0;102.0;157.0;44.0;35.0;56.0;65.0;24.0;;100.0;
4183;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2021;2602.0;4198.0;108.0;175.0;49.0;38.0;51.0;62.0;24.0;;100.0;
4184;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2022;2433.0;3805.0;101.0;159.0;43.0;36.0;57.0;64.0;24.0;;100.0;
4185;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Limburg (PV);2023;2229.0;3756.0;93.0;157.0;46.0;41.0;54.0;59.0;24.0;;100.0;
4186;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2010;;;;;;;;;;;;
4187;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2011;2077.0;3838.0;87.0;160.0;46.0;46.0;54.0;54.0;24.0;;100.0;
4188;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2012;1994.0;3733.0;83.0;156.0;48.0;47.0;52.0;53.0;24.0;;100.0;
4189;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2013;;;;;;;;;;;;
4190;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2014;;;;;;;;;;;;
4191;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2015;;;;;;;;;;;;
4192;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2016;1863.0;3625.0;78.0;151.0;47.0;49.0;53.0;51.0;24.0;;100.0;
4193;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2017;1753.0;3439.0;73.0;143.0;48.0;49.0;52.0;51.0;24.0;;100.0;
4194;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2018;1720.0;3403.0;72.0;142.0;50.0;49.0;50.0;51.0;24.0;;100.0;
4195;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2019;1666.0;3305.0;69.0;138.0;50.0;50.0;50.0;50.0;24.0;;100.0;
4196;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2020;1603.0;3197.0;67.0;133.0;51.0;50.0;49.0;50.0;24.0;;100.0;
4197;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2021;1572.0;3142.0;65.0;131.0;50.0;50.0;50.0;50.0;24.0;;100.0;
4198;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2022;1575.0;3097.0;66.0;129.0;50.0;49.0;50.0;51.0;24.0;;100.0;
4199;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Nederland;2023;1466.0;3083.0;61.0;128.0;52.0;52.0;48.0;48.0;24.0;;100.0;
4200;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2010;;;;;;;;;;;;
4201;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2011;1880.0;4284.0;78.0;178.0;58.0;56.0;42.0;44.0;24.0;;100.0;
4202;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2012;1728.0;3596.0;72.0;150.0;54.0;52.0;46.0;48.0;24.0;;100.0;
4203;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2013;;;;;;;;;;;;
4204;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2014;;;;;;;;;;;;
4205;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2015;;;;;;;;;;;;
4206;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2016;1729.0;3585.0;72.0;149.0;51.0;52.0;49.0;48.0;24.0;;100.0;
4207;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2017;1787.0;3620.0;74.0;151.0;50.0;51.0;50.0;49.0;24.0;;100.0;
4208;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2018;1646.0;3623.0;69.0;151.0;53.0;55.0;47.0;45.0;24.0;;100.0;
4209;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2019;1434.0;3301.0;60.0;138.0;56.0;57.0;44.0;43.0;24.0;;100.0;
4210;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2020;1358.0;3168.0;57.0;132.0;57.0;57.0;43.0;43.0;24.0;;100.0;
4211;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2021;1444.0;3051.0;60.0;127.0;54.0;53.0;46.0;47.0;24.0;;100.0;
4212;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2022;1518.0;3180.0;63.0;133.0;49.0;52.0;51.0;48.0;24.0;;100.0;
4213;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Groningen (PV);2023;1186.0;2989.0;49.0;125.0;56.0;60.0;44.0;40.0;24.0;;100.0;
4214;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2010;;;;;;;;;;;;
4215;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2011;1859.0;3618.0;77.0;151.0;49.0;49.0;51.0;51.0;24.0;;100.0;
4216;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2012;1866.0;3551.0;78.0;148.0;51.0;47.0;49.0;53.0;24.0;;100.0;
4217;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2013;;;;;;;;;;;;
4218;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2014;;;;;;;;;;;;
4219;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2015;;;;;;;;;;;;
4220;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2016;1764.0;3640.0;73.0;152.0;52.0;52.0;48.0;48.0;24.0;;100.0;
4221;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2017;1684.0;3282.0;70.0;137.0;50.0;49.0;50.0;51.0;24.0;;100.0;
4222;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2018;1812.0;3396.0;75.0;142.0;49.0;47.0;51.0;53.0;24.0;;100.0;
4223;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2019;1774.0;3302.0;74.0;138.0;48.0;46.0;52.0;54.0;24.0;;100.0;
4224;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2020;1777.0;3290.0;74.0;137.0;49.0;46.0;51.0;54.0;24.0;;100.0;
4225;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2021;1699.0;3151.0;71.0;131.0;46.0;46.0;54.0;54.0;24.0;;100.0;
4226;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2022;1721.0;3145.0;72.0;131.0;48.0;45.0;52.0;55.0;24.0;;100.0;
4227;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Fryslân (PV);2023;1642.0;3146.0;68.0;131.0;50.0;48.0;50.0;52.0;24.0;;100.0;
4228;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2010;;;;;;;;;;;;
4229;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2011;1862.0;3466.0;78.0;144.0;44.0;46.0;56.0;54.0;24.0;;100.0;
4230;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2012;1819.0;3682.0;76.0;153.0;49.0;51.0;51.0;49.0;24.0;;100.0;
4231;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2013;;;;;;;;;;;;
4232;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2014;;;;;;;;;;;;
4233;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2015;;;;;;;;;;;;
4234;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2016;1877.0;3690.0;78.0;154.0;46.0;49.0;54.0;51.0;24.0;;100.0;
4235;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2017;1719.0;3565.0;72.0;149.0;48.0;52.0;52.0;48.0;24.0;;100.0;
4236;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2018;1576.0;3335.0;66.0;139.0;50.0;53.0;50.0;47.0;24.0;;100.0;
4237;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2019;1260.0;2943.0;52.0;123.0;52.0;57.0;48.0;43.0;24.0;;100.0;
4238;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2020;1397.0;3101.0;58.0;129.0;52.0;55.0;48.0;45.0;24.0;;100.0;
4239;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2021;1360.0;3069.0;57.0;128.0;48.0;56.0;52.0;44.0;24.0;;100.0;
4240;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2022;1417.0;2928.0;59.0;122.0;49.0;52.0;51.0;48.0;24.0;;100.0;
4241;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Drenthe (PV);2023;1228.0;2863.0;51.0;119.0;54.0;57.0;46.0;43.0;24.0;;100.0;
4242;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2010;;;;;;;;;;;;
4243;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2011;2290.0;3805.0;95.0;159.0;39.0;40.0;61.0;60.0;24.0;;100.0;
4244;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2012;2203.0;3648.0;92.0;152.0;42.0;40.0;58.0;60.0;24.0;;100.0;
4245;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2013;;;;;;;;;;;;
4246;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2014;;;;;;;;;;;;
4247;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2015;;;;;;;;;;;;
4248;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2016;1957.0;3422.0;82.0;143.0;40.0;43.0;60.0;57.0;24.0;;100.0;
4249;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2017;2009.0;3461.0;84.0;144.0;43.0;42.0;57.0;58.0;24.0;;100.0;
4250;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2018;1825.0;3374.0;76.0;141.0;48.0;46.0;52.0;54.0;24.0;;100.0;
4251;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2019;1764.0;3284.0;73.0;137.0;49.0;46.0;51.0;54.0;24.0;;100.0;
4252;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2020;1420.0;2833.0;59.0;118.0;51.0;50.0;49.0;50.0;24.0;;100.0;
4253;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2021;1593.0;3066.0;66.0;128.0;47.0;48.0;53.0;52.0;24.0;;100.0;
4254;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2022;1505.0;2807.0;63.0;117.0;49.0;46.0;51.0;54.0;24.0;;100.0;
4255;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Overijssel (PV);2023;1322.0;2872.0;55.0;120.0;55.0;54.0;45.0;46.0;24.0;;100.0;
4256;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2010;;;;;;;;;;;;
4257;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2011;586.0;3063.0;24.0;128.0;82.0;81.0;18.0;19.0;24.0;;100.0;
4258;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2012;478.0;3292.0;20.0;137.0;83.0;85.0;18.0;15.0;24.0;;100.0;
4259;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2013;;;;;;;;;;;;
4260;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2014;;;;;;;;;;;;
4261;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2015;;;;;;;;;;;;
4262;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2016;635.0;3162.0;26.0;132.0;80.0;80.0;20.0;20.0;24.0;;100.0;
4263;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2017;841.0;3197.0;35.0;133.0;73.0;74.0;27.0;26.0;24.0;;100.0;
4264;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2018;403.0;2736.0;17.0;114.0;84.0;85.0;16.0;15.0;24.0;;100.0;
4265;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2019;786.0;2703.0;33.0;113.0;67.0;71.0;33.0;29.0;24.0;;100.0;
4266;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2020;698.0;2906.0;29.0;121.0;75.0;76.0;25.0;24.0;24.0;;100.0;
4267;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2021;824.0;3206.0;34.0;134.0;75.0;74.0;25.0;26.0;24.0;;100.0;
4268;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2022;695.0;3250.0;29.0;135.0;76.0;79.0;24.0;21.0;24.0;;100.0;
4269;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Flevoland (PV);2023;681.0;2966.0;28.0;124.0;71.0;77.0;29.0;23.0;24.0;;100.0;
4270;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2010;;;;;;;;;;;;
4271;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2011;2712.0;4121.0;113.0;172.0;36.0;34.0;64.0;66.0;24.0;;100.0;
4272;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2012;2266.0;3926.0;94.0;164.0;47.0;42.0;53.0;58.0;24.0;;100.0;
4273;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2013;;;;;;;;;;;;
4274;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2014;;;;;;;;;;;;
4275;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2015;;;;;;;;;;;;
4276;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2016;2177.0;3832.0;91.0;160.0;43.0;43.0;57.0;57.0;24.0;;100.0;
4277;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2017;1862.0;3500.0;78.0;146.0;44.0;47.0;56.0;53.0;24.0;;100.0;
4278;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2018;1625.0;3349.0;68.0;140.0;53.0;51.0;47.0;49.0;24.0;;100.0;
4279;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2019;1627.0;3346.0;68.0;139.0;52.0;51.0;48.0;49.0;24.0;;100.0;
4280;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2020;1592.0;3122.0;66.0;130.0;51.0;49.0;49.0;51.0;24.0;;100.0;
4281;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2021;1382.0;2854.0;58.0;119.0;52.0;52.0;48.0;48.0;24.0;;100.0;
4282;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2022;1317.0;2920.0;55.0;122.0;54.0;55.0;46.0;45.0;24.0;;100.0;
4283;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Gelderland (PV);2023;1356.0;2968.0;56.0;124.0;54.0;54.0;46.0;46.0;24.0;;100.0;
4284;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2010;;;;;;;;;;;;
4285;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2011;2929.0;3681.0;122.0;153.0;27.0;20.0;73.0;80.0;24.0;;100.0;
4286;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2012;2827.0;3789.0;118.0;158.0;31.0;25.0;69.0;75.0;24.0;;100.0;
4287;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2013;;;;;;;;;;;;
4288;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2014;;;;;;;;;;;;
4289;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2015;;;;;;;;;;;;
4290;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2016;2751.0;3539.0;115.0;147.0;33.0;22.0;67.0;78.0;24.0;;100.0;
4291;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2017;2290.0;3403.0;95.0;142.0;37.0;33.0;63.0;67.0;24.0;;100.0;
4292;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2018;2458.0;3513.0;102.0;146.0;34.0;30.0;66.0;70.0;24.0;;100.0;
4293;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2019;2683.0;3708.0;112.0;154.0;34.0;28.0;66.0;72.0;24.0;;100.0;
4294;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2020;2618.0;3745.0;109.0;156.0;42.0;30.0;58.0;70.0;24.0;;100.0;
4295;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2021;2528.0;3711.0;105.0;155.0;37.0;32.0;63.0;68.0;24.0;;100.0;
4296;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2022;2372.0;3448.0;99.0;144.0;36.0;31.0;64.0;69.0;24.0;;100.0;
4297;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Utrecht (PV);2023;2225.0;3550.0;93.0;148.0;43.0;37.0;57.0;63.0;24.0;;100.0;
4298;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2010;;;;;;;;;;;;
4299;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2011;3370.0;3988.0;140.0;166.0;16.0;15.0;84.0;85.0;24.0;;100.0;
4300;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2012;3351.0;3941.0;140.0;164.0;17.0;15.0;83.0;85.0;24.0;;100.0;
4301;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2013;;;;;;;;;;;;
4302;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2014;;;;;;;;;;;;
4303;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2015;;;;;;;;;;;;
4304;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2016;2983.0;3788.0;124.0;158.0;21.0;21.0;79.0;79.0;24.0;;100.0;
4305;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2017;2961.0;3673.0;123.0;153.0;22.0;19.0;78.0;81.0;24.0;;100.0;
4306;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2018;3057.0;3795.0;127.0;158.0;23.0;19.0;77.0;81.0;24.0;;100.0;
4307;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2019;2771.0;3650.0;115.0;152.0;25.0;24.0;75.0;76.0;24.0;;100.0;
4308;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2020;2811.0;3496.0;117.0;146.0;21.0;20.0;79.0;80.0;24.0;;100.0;
4309;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2021;2668.0;3574.0;111.0;149.0;23.0;25.0;77.0;75.0;24.0;;100.0;
4310;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2022;2813.0;3586.0;117.0;149.0;19.0;22.0;81.0;78.0;24.0;;100.0;
4311;Jongvee melkveehouderij, >= 1 jaar, vr..;200 GVE of meer;Noord-Holland (PV);2023;2861.0;3632.0;119.0;151.0;21.0;21.0;79.0;79.0;24.0;;100.0;
