ID;RegioS;Inkomensverdeling;AantalPersMet52WekenInkomenAbs_1;AantalPersMet52WekenInkomen_2
73;Zuid-Nederland (LD);"5e-8e 10%-groep; 13 800 tot 24 400 euro";949.8;40.0
74;Zuid-Nederland (LD);"9e-10e 10%-groep; meer dan 24 400 euro";453.7;19.0
75;Groningen (PV);Totaal personen met 52 weken inkomen;381.8;100.0
76;Groningen (PV);"1e 10%-groep; minder dan  6 700 euro";38.5;10.0
77;Groningen (PV);"2e 10%-groep;  6 700 tot  9 100 euro";43.8;12.0
78;Groningen (PV);"3e 10%-groep;  9 100 tot 11 600 euro";45.1;12.0
79;Groningen (PV);"4e 10%-groep; 11 600 tot 13 800 euro";43.2;11.0
80;Groningen (PV);"5e 10%-groep; 13 800 tot 15 800 euro";41.4;11.0
81;Groningen (PV);"6e 10%-groep; 15 800 tot 18 200 euro";39.3;10.0
82;Groningen (PV);"7e 10%-groep; 18 200 tot 20 900 euro";36.7;10.0
83;Groningen (PV);"8e 10%-groep; 20 900 tot 24 400 euro";34.3;9.0
84;Groningen (PV);"9e 10%-groep; 24 400 tot 30 400 euro";32.1;8.0
85;Groningen (PV);"10e 10%-groep; meer dan 30 400  euro";27.4;7.0
86;Groningen (PV);"1e 10%-groep; minder dan 6 700 euro";38.5;10.0
87;Groningen (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";132.0;35.0
88;Groningen (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";151.7;40.0
89;Groningen (PV);"9e-10e 10%-groep; meer dan 24 400 euro";59.5;16.0
90;Friesland (PV);Totaal personen met 52 weken inkomen;418.6;100.0
91;Friesland (PV);"1e 10%-groep; minder dan  6 700 euro";43.9;11.0
92;Friesland (PV);"2e 10%-groep;  6 700 tot  9 100 euro";46.1;11.0
93;Friesland (PV);"3e 10%-groep;  9 100 tot 11 600 euro";45.3;11.0
94;Friesland (PV);"4e 10%-groep; 11 600 tot 13 800 euro";47.6;11.0
95;Friesland (PV);"5e 10%-groep; 13 800 tot 15 800 euro";43.6;10.0
96;Friesland (PV);"6e 10%-groep; 15 800 tot 18 200 euro";43.1;10.0
97;Friesland (PV);"7e 10%-groep; 18 200 tot 20 900 euro";41.7;10.0
98;Friesland (PV);"8e 10%-groep; 20 900 tot 24 400 euro";39.8;10.0
99;Friesland (PV);"9e 10%-groep; 24 400 tot 30 400 euro";36.8;9.0
100;Friesland (PV);"10e 10%-groep; meer dan 30 400  euro";30.7;7.0
101;Friesland (PV);"1e 10%-groep; minder dan 6 700 euro";43.9;11.0
102;Friesland (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";139.0;33.0
103;Friesland (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";168.1;40.0
104;Friesland (PV);"9e-10e 10%-groep; meer dan 24 400 euro";67.6;16.0
105;Drenthe (PV);Totaal personen met 52 weken inkomen;322.3;100.0
106;Drenthe (PV);"1e 10%-groep; minder dan  6 700 euro";33.2;10.0
107;Drenthe (PV);"2e 10%-groep;  6 700 tot  9 100 euro";35.6;11.0
108;Drenthe (PV);"3e 10%-groep;  9 100 tot 11 600 euro";34.6;11.0
109;Drenthe (PV);"4e 10%-groep; 11 600 tot 13 800 euro";34.2;11.0
110;Drenthe (PV);"5e 10%-groep; 13 800 tot 15 800 euro";34.2;11.0
111;Drenthe (PV);"6e 10%-groep; 15 800 tot 18 200 euro";32.7;10.0
112;Drenthe (PV);"7e 10%-groep; 18 200 tot 20 900 euro";31.5;10.0
113;Drenthe (PV);"8e 10%-groep; 20 900 tot 24 400 euro";30.6;10.0
114;Drenthe (PV);"9e 10%-groep; 24 400 tot 30 400 euro";29.5;9.0
115;Drenthe (PV);"10e 10%-groep; meer dan 30 400  euro";26.3;8.0
116;Drenthe (PV);"1e 10%-groep; minder dan 6 700 euro";33.2;10.0
117;Drenthe (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";104.3;32.0
118;Drenthe (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";129.0;40.0
119;Drenthe (PV);"9e-10e 10%-groep; meer dan 24 400 euro";55.8;17.0
120;Overijssel (PV);Totaal personen met 52 weken inkomen;722.7;100.0
121;Overijssel (PV);"1e 10%-groep; minder dan  6 700 euro";79.9;11.0
122;Overijssel (PV);"2e 10%-groep;  6 700 tot  9 100 euro";79.4;11.0
123;Overijssel (PV);"3e 10%-groep;  9 100 tot 11 600 euro";76.9;11.0
124;Overijssel (PV);"4e 10%-groep; 11 600 tot 13 800 euro";76.6;11.0
125;Overijssel (PV);"5e 10%-groep; 13 800 tot 15 800 euro";74.3;10.0
126;Overijssel (PV);"6e 10%-groep; 15 800 tot 18 200 euro";74.4;10.0
127;Overijssel (PV);"7e 10%-groep; 18 200 tot 20 900 euro";72.9;10.0
128;Overijssel (PV);"8e 10%-groep; 20 900 tot 24 400 euro";69.8;10.0
129;Overijssel (PV);"9e 10%-groep; 24 400 tot 30 400 euro";64.5;9.0
130;Overijssel (PV);"10e 10%-groep; meer dan 30 400  euro";53.9;8.0
131;Overijssel (PV);"1e 10%-groep; minder dan 6 700 euro";79.9;11.0
132;Overijssel (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";233.0;32.0
133;Overijssel (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";291.4;40.0
134;Overijssel (PV);"9e-10e 10%-groep; meer dan 24 400 euro";118.4;16.0
135;Flevoland (PV);Totaal personen met 52 weken inkomen;219.3;100.0
136;Flevoland (PV);"1e 10%-groep; minder dan  6 700 euro";23.0;11.0
137;Flevoland (PV);"2e 10%-groep;  6 700 tot  9 100 euro";19.1;9.0
138;Flevoland (PV);"3e 10%-groep;  9 100 tot 11 600 euro";20.1;9.0
139;Flevoland (PV);"4e 10%-groep; 11 600 tot 13 800 euro";22.3;10.0
140;Flevoland (PV);"5e 10%-groep; 13 800 tot 15 800 euro";22.9;10.0
141;Flevoland (PV);"6e 10%-groep; 15 800 tot 18 200 euro";22.8;10.0
142;Flevoland (PV);"7e 10%-groep; 18 200 tot 20 900 euro";22.9;10.0
143;Flevoland (PV);"8e 10%-groep; 20 900 tot 24 400 euro";23.2;11.0
144;Flevoland (PV);"9e 10%-groep; 24 400 tot 30 400 euro";22.8;10.0
145;Flevoland (PV);"10e 10%-groep; meer dan 30 400  euro";20.2;9.0
146;Flevoland (PV);"1e 10%-groep; minder dan 6 700 euro";23.0;11.0
147;Flevoland (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";61.6;28.0
148;Flevoland (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";91.8;42.0
149;Flevoland (PV);"9e-10e 10%-groep; meer dan 24 400 euro";42.9;20.0
150;Gelderland (PV);Totaal personen met 52 weken inkomen;1295.4;100.0
151;Gelderland (PV);"1e 10%-groep; minder dan  6 700 euro";138.5;11.0
152;Gelderland (PV);"2e 10%-groep;  6 700 tot  9 100 euro";133.0;10.0
153;Gelderland (PV);"3e 10%-groep;  9 100 tot 11 600 euro";130.1;10.0
154;Gelderland (PV);"4e 10%-groep; 11 600 tot 13 800 euro";130.9;10.0
155;Gelderland (PV);"5e 10%-groep; 13 800 tot 15 800 euro";128.8;10.0
156;Gelderland (PV);"6e 10%-groep; 15 800 tot 18 200 euro";130.3;10.0
157;Gelderland (PV);"7e 10%-groep; 18 200 tot 20 900 euro";130.4;10.0
158;Gelderland (PV);"8e 10%-groep; 20 900 tot 24 400 euro";126.8;10.0
159;Gelderland (PV);"9e 10%-groep; 24 400 tot 30 400 euro";125.0;10.0
160;Gelderland (PV);"10e 10%-groep; meer dan 30 400  euro";121.5;9.0
161;Gelderland (PV);"1e 10%-groep; minder dan 6 700 euro";138.5;11.0
162;Gelderland (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";394.0;30.0
163;Gelderland (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";516.3;40.0
164;Gelderland (PV);"9e-10e 10%-groep; meer dan 24 400 euro";246.5;19.0
165;Utrecht (PV);Totaal personen met 52 weken inkomen;774.1;100.0
166;Utrecht (PV);"1e 10%-groep; minder dan  6 700 euro";74.9;10.0
167;Utrecht (PV);"2e 10%-groep;  6 700 tot  9 100 euro";70.5;9.0
168;Utrecht (PV);"3e 10%-groep;  9 100 tot 11 600 euro";68.2;9.0
169;Utrecht (PV);"4e 10%-groep; 11 600 tot 13 800 euro";68.5;9.0
170;Utrecht (PV);"5e 10%-groep; 13 800 tot 15 800 euro";71.4;9.0
171;Utrecht (PV);"6e 10%-groep; 15 800 tot 18 200 euro";75.0;10.0
172;Utrecht (PV);"7e 10%-groep; 18 200 tot 20 900 euro";78.1;10.0
173;Utrecht (PV);"8e 10%-groep; 20 900 tot 24 400 euro";81.1;11.0
174;Utrecht (PV);"9e 10%-groep; 24 400 tot 30 400 euro";85.9;11.0
175;Utrecht (PV);"10e 10%-groep; meer dan 30 400  euro";100.6;13.0
176;Utrecht (PV);"1e 10%-groep; minder dan 6 700 euro";74.9;10.0
177;Utrecht (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";207.2;27.0
178;Utrecht (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";305.6;40.0
179;Utrecht (PV);"9e-10e 10%-groep; meer dan 24 400 euro";186.5;24.0
180;Noord-Holland (PV);Totaal personen met 52 weken inkomen;1747.8;100.0
181;Noord-Holland (PV);"1e 10%-groep; minder dan  6 700 euro";156.9;9.0
182;Noord-Holland (PV);"2e 10%-groep;  6 700 tot  9 100 euro";162.0;9.0
183;Noord-Holland (PV);"3e 10%-groep;  9 100 tot 11 600 euro";169.7;10.0
184;Noord-Holland (PV);"4e 10%-groep; 11 600 tot 13 800 euro";165.3;10.0
185;Noord-Holland (PV);"5e 10%-groep; 13 800 tot 15 800 euro";170.2;10.0
186;Noord-Holland (PV);"6e 10%-groep; 15 800 tot 18 200 euro";174.5;10.0
187;Noord-Holland (PV);"7e 10%-groep; 18 200 tot 20 900 euro";178.1;10.0
188;Noord-Holland (PV);"8e 10%-groep; 20 900 tot 24 400 euro";182.4;10.0
189;Noord-Holland (PV);"9e 10%-groep; 24 400 tot 30 400 euro";185.4;11.0
190;Noord-Holland (PV);"10e 10%-groep; meer dan 30 400  euro";203.4;12.0
191;Noord-Holland (PV);"1e 10%-groep; minder dan 6 700 euro";156.9;9.0
192;Noord-Holland (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";496.9;28.0
193;Noord-Holland (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";705.3;40.0
194;Noord-Holland (PV);"9e-10e 10%-groep; meer dan 24 400 euro";388.8;22.0
195;Zuid-Holland (PV);Totaal personen met 52 weken inkomen;2282.8;100.0
196;Zuid-Holland (PV);"1e 10%-groep; minder dan  6 700 euro";211.2;9.0
197;Zuid-Holland (PV);"2e 10%-groep;  6 700 tot  9 100 euro";216.8;10.0
198;Zuid-Holland (PV);"3e 10%-groep;  9 100 tot 11 600 euro";222.5;10.0
199;Zuid-Holland (PV);"4e 10%-groep; 11 600 tot 13 800 euro";224.5;10.0
200;Zuid-Holland (PV);"5e 10%-groep; 13 800 tot 15 800 euro";227.9;10.0
201;Zuid-Holland (PV);"6e 10%-groep; 15 800 tot 18 200 euro";226.0;10.0
202;Zuid-Holland (PV);"7e 10%-groep; 18 200 tot 20 900 euro";228.2;10.0
203;Zuid-Holland (PV);"8e 10%-groep; 20 900 tot 24 400 euro";232.9;10.0
204;Zuid-Holland (PV);"9e 10%-groep; 24 400 tot 30 400 euro";239.6;11.0
205;Zuid-Holland (PV);"10e 10%-groep; meer dan 30 400  euro";253.2;11.0
206;Zuid-Holland (PV);"1e 10%-groep; minder dan 6 700 euro";211.2;9.0
207;Zuid-Holland (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";663.8;29.0
208;Zuid-Holland (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";915.0;40.0
209;Zuid-Holland (PV);"9e-10e 10%-groep; meer dan 24 400 euro";492.8;22.0
210;Zeeland (PV);Totaal personen met 52 weken inkomen;250.6;100.0
211;Zeeland (PV);"1e 10%-groep; minder dan  6 700 euro";25.3;10.0
212;Zeeland (PV);"2e 10%-groep;  6 700 tot  9 100 euro";27.0;11.0
213;Zeeland (PV);"3e 10%-groep;  9 100 tot 11 600 euro";25.3;10.0
214;Zeeland (PV);"4e 10%-groep; 11 600 tot 13 800 euro";26.6;11.0
215;Zeeland (PV);"5e 10%-groep; 13 800 tot 15 800 euro";24.6;10.0
216;Zeeland (PV);"6e 10%-groep; 15 800 tot 18 200 euro";24.2;10.0
217;Zeeland (PV);"7e 10%-groep; 18 200 tot 20 900 euro";23.9;10.0
218;Zeeland (PV);"8e 10%-groep; 20 900 tot 24 400 euro";25.3;10.0
219;Zeeland (PV);"9e 10%-groep; 24 400 tot 30 400 euro";25.3;10.0
220;Zeeland (PV);"10e 10%-groep; meer dan 30 400  euro";23.3;9.0
221;Zeeland (PV);"1e 10%-groep; minder dan 6 700 euro";25.3;10.0
222;Zeeland (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";78.8;31.0
223;Zeeland (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";97.9;39.0
224;Zeeland (PV);"9e-10e 10%-groep; meer dan 24 400 euro";48.6;19.0
225;Noord-Brabant (PV);Totaal personen met 52 weken inkomen;1618.5;100.0
226;Noord-Brabant (PV);"1e 10%-groep; minder dan  6 700 euro";174.4;11.0
227;Noord-Brabant (PV);"2e 10%-groep;  6 700 tot  9 100 euro";163.7;10.0
228;Noord-Brabant (PV);"3e 10%-groep;  9 100 tot 11 600 euro";159.3;10.0
229;Noord-Brabant (PV);"4e 10%-groep; 11 600 tot 13 800 euro";158.8;10.0
230;Noord-Brabant (PV);"5e 10%-groep; 13 800 tot 15 800 euro";157.2;10.0
231;Noord-Brabant (PV);"6e 10%-groep; 15 800 tot 18 200 euro";160.0;10.0
232;Noord-Brabant (PV);"7e 10%-groep; 18 200 tot 20 900 euro";160.4;10.0
233;Noord-Brabant (PV);"8e 10%-groep; 20 900 tot 24 400 euro";162.1;10.0
234;Noord-Brabant (PV);"9e 10%-groep; 24 400 tot 30 400 euro";164.1;10.0
235;Noord-Brabant (PV);"10e 10%-groep; meer dan 30 400  euro";158.5;10.0
236;Noord-Brabant (PV);"1e 10%-groep; minder dan 6 700 euro";174.4;11.0
237;Noord-Brabant (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";481.9;30.0
238;Noord-Brabant (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";639.7;40.0
239;Noord-Brabant (PV);"9e-10e 10%-groep; meer dan 24 400 euro";322.6;20.0
240;Limburg (PV);Totaal personen met 52 weken inkomen;771.3;100.0
241;Limburg (PV);"1e 10%-groep; minder dan  6 700 euro";81.1;11.0
242;Limburg (PV);"2e 10%-groep;  6 700 tot  9 100 euro";83.4;11.0
243;Limburg (PV);"3e 10%-groep;  9 100 tot 11 600 euro";83.5;11.0
244;Limburg (PV);"4e 10%-groep; 11 600 tot 13 800 euro";82.1;11.0
245;Limburg (PV);"5e 10%-groep; 13 800 tot 15 800 euro";84.1;11.0
246;Limburg (PV);"6e 10%-groep; 15 800 tot 18 200 euro";78.2;10.0
247;Limburg (PV);"7e 10%-groep; 18 200 tot 20 900 euro";75.7;10.0
248;Limburg (PV);"8e 10%-groep; 20 900 tot 24 400 euro";72.2;9.0
249;Limburg (PV);"9e 10%-groep; 24 400 tot 30 400 euro";69.4;9.0
250;Limburg (PV);"10e 10%-groep; meer dan 30 400  euro";61.6;8.0
251;Limburg (PV);"1e 10%-groep; minder dan 6 700 euro";81.1;11.0
252;Limburg (PV);"2e-4e 10%-groep;  6 700 tot 13 800 euro";249.1;32.0
253;Limburg (PV);"5e-8e 10%-groep; 13 800 tot 24 400 euro";310.1;40.0
254;Limburg (PV);"9e-10e 10%-groep; meer dan 24 400 euro";131.1;17.0
255;Oost-Groningen (CR);Totaal personen met 52 weken inkomen;103.6;100.0
256;Oost-Groningen (CR);"1e 10%-groep; minder dan  6 700 euro";9.9;10.0
257;Oost-Groningen (CR);"2e 10%-groep;  6 700 tot  9 100 euro";12.5;12.0
258;Oost-Groningen (CR);"3e 10%-groep;  9 100 tot 11 600 euro";13.3;13.0
259;Oost-Groningen (CR);"4e 10%-groep; 11 600 tot 13 800 euro";13.3;13.0
260;Oost-Groningen (CR);"5e 10%-groep; 13 800 tot 15 800 euro";11.9;12.0
261;Oost-Groningen (CR);"6e 10%-groep; 15 800 tot 18 200 euro";10.6;10.0
262;Oost-Groningen (CR);"7e 10%-groep; 18 200 tot 20 900 euro";9.7;9.0
263;Oost-Groningen (CR);"8e 10%-groep; 20 900 tot 24 400 euro";8.9;9.0
264;Oost-Groningen (CR);"9e 10%-groep; 24 400 tot 30 400 euro";7.6;7.0
265;Oost-Groningen (CR);"10e 10%-groep; meer dan 30 400  euro";5.7;6.0
266;Oost-Groningen (CR);"1e 10%-groep; minder dan 6 700 euro";9.9;10.0
267;Oost-Groningen (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";39.0;38.0
268;Oost-Groningen (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";41.3;40.0
269;Oost-Groningen (CR);"9e-10e 10%-groep; meer dan 24 400 euro";13.3;13.0
270;Delfzijl en omgeving (CR);Totaal personen met 52 weken inkomen;34.5;100.0
271;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan  6 700 euro";3.2;9.0
272;Delfzijl en omgeving (CR);"2e 10%-groep;  6 700 tot  9 100 euro";3.7;11.0
273;Delfzijl en omgeving (CR);"3e 10%-groep;  9 100 tot 11 600 euro";4.0;12.0
274;Delfzijl en omgeving (CR);"4e 10%-groep; 11 600 tot 13 800 euro";3.8;11.0
275;Delfzijl en omgeving (CR);"5e 10%-groep; 13 800 tot 15 800 euro";3.9;11.0
276;Delfzijl en omgeving (CR);"6e 10%-groep; 15 800 tot 18 200 euro";3.5;10.0
277;Delfzijl en omgeving (CR);"7e 10%-groep; 18 200 tot 20 900 euro";3.1;9.0
278;Delfzijl en omgeving (CR);"8e 10%-groep; 20 900 tot 24 400 euro";3.5;10.0
279;Delfzijl en omgeving (CR);"9e 10%-groep; 24 400 tot 30 400 euro";3.3;10.0
280;Delfzijl en omgeving (CR);"10e 10%-groep; meer dan 30 400  euro";2.5;7.0
281;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 6 700 euro";3.2;9.0
282;Delfzijl en omgeving (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";11.5;33.0
283;Delfzijl en omgeving (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";14.0;41.0
284;Delfzijl en omgeving (CR);"9e-10e 10%-groep; meer dan 24 400 euro";5.8;17.0
285;Overig Groningen (CR);Totaal personen met 52 weken inkomen;243.7;100.0
286;Overig Groningen (CR);"1e 10%-groep; minder dan  6 700 euro";25.3;10.0
287;Overig Groningen (CR);"2e 10%-groep;  6 700 tot  9 100 euro";27.6;11.0
288;Overig Groningen (CR);"3e 10%-groep;  9 100 tot 11 600 euro";27.8;11.0
289;Overig Groningen (CR);"4e 10%-groep; 11 600 tot 13 800 euro";26.1;11.0
290;Overig Groningen (CR);"5e 10%-groep; 13 800 tot 15 800 euro";25.5;11.0
291;Overig Groningen (CR);"6e 10%-groep; 15 800 tot 18 200 euro";25.2;10.0
292;Overig Groningen (CR);"7e 10%-groep; 18 200 tot 20 900 euro";23.9;10.0
293;Overig Groningen (CR);"8e 10%-groep; 20 900 tot 24 400 euro";21.9;9.0
294;Overig Groningen (CR);"9e 10%-groep; 24 400 tot 30 400 euro";21.2;9.0
295;Overig Groningen (CR);"10e 10%-groep; meer dan 30 400  euro";19.2;8.0
296;Overig Groningen (CR);"1e 10%-groep; minder dan 6 700 euro";25.3;10.0
297;Overig Groningen (CR);"2e-4e 10%-groep;  6 700 tot 13 800 euro";81.5;33.0
298;Overig Groningen (CR);"5e-8e 10%-groep; 13 800 tot 24 400 euro";96.5;40.0
299;Overig Groningen (CR);"9e-10e 10%-groep; meer dan 24 400 euro";40.4;17.0
300;Noord-Friesland (CR);Totaal personen met 52 weken inkomen;215.5;100.0
301;Noord-Friesland (CR);"1e 10%-groep; minder dan  6 700 euro";22.4;10.0
302;Noord-Friesland (CR);"2e 10%-groep;  6 700 tot  9 100 euro";23.8;11.0
303;Noord-Friesland (CR);"3e 10%-groep;  9 100 tot 11 600 euro";23.9;11.0
304;Noord-Friesland (CR);"4e 10%-groep; 11 600 tot 13 800 euro";24.3;11.0
305;Noord-Friesland (CR);"5e 10%-groep; 13 800 tot 15 800 euro";22.6;11.0
306;Noord-Friesland (CR);"6e 10%-groep; 15 800 tot 18 200 euro";22.7;11.0
307;Noord-Friesland (CR);"7e 10%-groep; 18 200 tot 20 900 euro";21.6;10.0
308;Noord-Friesland (CR);"8e 10%-groep; 20 900 tot 24 400 euro";20.6;10.0
309;Noord-Friesland (CR);"9e 10%-groep; 24 400 tot 30 400 euro";18.6;9.0
310;Noord-Friesland (CR);"10e 10%-groep; meer dan 30 400  euro";15.0;7.0
